"Date","Year","Quarter","FY","QFY","Month","IM","IM_C","IM_C_GOV","IM_C_GOV_PRO","IM_C_GOV_NPRO","IM_C_FPS","IM_C_FPS_OIL","IM_C_FPS_NOIL","IM_C_PS_OTH","IM_C_PS","IM_F","IM_F_GOV","IM_F_GOV_PRO","IM_F_GOV_NPRO","IM_F_PS","IM_F_PS_OIL","IM_F_PS_NOIL","IM_F_PS_FX","IM_I","IM_I_GOV","IM_I_GOV_PRO","IM_I_GOV_NPRO","IM_I_PS","IM_I_PS_OIL","IM_I_PS_NOIL","IM_I_PS_FX","IM_NOIL_P_IX","IM_NOIL_VAL_IX","IM_NOIL_VOL_IX","IM_OIL_P_IX","IM_OIL_VAL_IX","IM_OIL_VOL_IX","IM_P_IX","IM_VAL_IX","IM_VOL_IX"
2002-03-01,2002,"Q1","2001/02","Q3","March",96.672479704668,80.7215205533978,10.31486142075,8.270675,2.04418642075,60.97600518485,9.862185,51.11382018485,9.4306539477978,70.4066591326478,14.5008719557002,1.8529691175,1.48575,0.3672191175,12.6479028382002,1.77165,10.8762528382002,10.8516,1.45008719557002,0.18529691175,0.148575,0.03672191175,1.26479028382002,0.177165,1.08762528382002,1.08516,92.7423187312061,118.648445370545,127.933447204854,96.9974068513717,99.1588099751459,102.228310213577,93.4360359148828,115.471003541947,123.582943573439
2002-04-01,2002,"Q2","2001/02","Q4","April",95.359953084298,79.6255608253888,9.1172628127,8.180495,0.9367678127,58.752078785,10.226245,48.525833785,11.7562192276888,70.5082980126888,14.3039929626447,1.637831643,1.46955,0.168281643,12.6661613196447,1.83705,10.8291113196447,10.4754,1.43039929626447,0.1637831643,0.146955,0.0168281643,1.26661613196447,0.183705,1.08291113196447,1.04754,94.7143034825766,118.062425383616,124.651104471601,105.022519448615,102.819231713285,97.9020806709864,96.3948765627911,115.577291096242,119.899827892778
2002-05-01,2002,"Q2","2001/02","Q4","May",109.771146989715,91.6589077364118,15.2810441528,9.112355,6.1686891528,68.968946735,10.92514,58.043806735,7.40891684861178,76.3778635836118,16.4656720484572,2.745097752,1.63695,1.108147752,13.7205742964572,1.9626,11.7579742964572,12.02475,1.64656720484572,0.2745097752,0.163695,0.1108147752,1.37205742964572,0.19626,1.17579742964572,1.202475,95.2139348476058,128.189108159375,134.632717747194,104.121741504026,109.846233994988,105.497883927288,96.6661958518238,125.198625554432,129.516450348728
2002-06-01,2002,"Q2","2001/02","Q4","June",98.3846503659474,82.1511830555661,11.97536793,10.51432,1.46104793,61.120117075,10.3039,50.816217075,9.05569805056607,70.1758151255661,14.7576975548921,2.1512637,1.8888,0.2624637,12.6064338548921,1.851,10.7554338548921,10.7943,1.47576975548921,0.21512637,0.18888,0.02624637,1.26064338548921,0.1851,1.07554338548921,1.07943,95.475305325373,117.259099141013,122.816155173741,98.7989627405487,103.600009744586,104.859410332723,96.0171691355805,115.032225158599,119.803808208684
2002-07-01,2002,"Q3","2002/03","Q1","July",106.134475815205,88.6222873056962,11.878107965,6.819445,5.058662965,67.724345,11.069595,56.65475,9.01983434069622,88.9605959882573,15.9201713722808,2.13379185,1.22505,0.90874185,13.7863795222808,1.98855,11.7978295222808,12.16605,1.59201713722808,0.213379185,0.122505,0.090874185,1.37863795222808,0.198855,1.17978295222808,1.216605,79.206646203877,56.783832030411,71.6907415625832,48.408760038196,63.2281809040433,130.613097410787,75.1575949071141,66.8050061952565,88.8865673227299
2002-08-01,2002,"Q3","2002/03","Q1","August",92.9179419197055,77.586481502954,8.5505012521,6.98895,1.5615512521,63.85543262,10.95687,52.89856262,5.18054763085407,79.6584702983617,13.9376912879558,1.536018189,1.2555,0.280518189,12.4016730989558,1.9683,10.4333730989558,11.3457,1.39376912879558,0.1536018189,0.12555,0.0280518189,1.24016730989558,0.19683,1.04333730989558,1.13457,79.206646203877,50.2166016590469,63.3994797984375,50.0242638656251,62.5843094080754,125.107906787372,75.3699879860477,59.8195700317605,79.3678911595875
2002-09-01,2002,"Q3","2002/03","Q1","September",102.078081845393,85.2351983409035,8.69186069,7.67365,1.01821069,69.47732834375,10.880885,58.59644334375,7.06600930715348,88.9362971307021,15.311712276809,1.5614121,1.3785,0.1829121,13.750300176809,1.95465,11.795650176809,12.4785,1.5311712276809,0.15614121,0.13785,0.01829121,1.3750300176809,0.195465,1.1795650176809,1.24785,81.206847370661,56.7733426783679,69.9120142162782,53.2364865922575,62.1502923256082,116.743790403793,77.5295357210412,66.7867589554367,86.1436333060756
2002-10-01,2002,"Q4","2002/03","Q2","October",113.212555503955,94.5324838458023,10.10134403,8.977085,1.12425903,78.64708855,10.645415,68.00167355,5.78405126580234,97.6790952549728,16.9818833255932,1.8146127,1.61265,0.2019627,15.1672706255932,1.91235,13.2549206255932,13.8591,1.69818833255932,0.18146127,0.161265,0.02019627,1.51672706255932,0.191235,1.32549206255932,1.38591,81.4068474873277,63.7969200147089,78.368002181438,51.7524772624098,60.8053163118087,117.492571425126,77.5081362066915,73.3521677902974,94.6380230259811
2002-11-01,2002,"Q4","2002/03","Q2","November",112.018207333562,93.5352031235239,15.7280457382,11.3727,4.3553457382,75.158394255,11.108005,64.050389255,2.64876313032388,89.6534833411197,16.8027311000342,2.825397438,2.043,0.782397438,13.9773336620342,1.99545,11.9818836620342,13.4931,1.68027311000342,0.2825397438,0.2043,0.0782397438,1.39773336620342,0.199545,1.19818836620342,1.34931,80.7067470789358,57.6696983108591,71.4558576551906,46.0230741535042,63.4475741545212,137.860356617856,76.1468246842712,67.3253303161369,88.4151513806242
2002-12-01,2002,"Q4","2002/03","Q2","December",101.735100220598,84.9488086841992,9.52818016535,7.80892,1.71926016535,71.52677485535,9.940675,61.58609985535,3.89385366349923,83.8585587197957,15.2602650330897,1.7116491315,1.4028,0.3088491315,13.5486159015897,1.78575,11.7628659015897,12.8178,1.52602650330897,0.17116491315,0.14028,0.03088491315,1.35486159015897,0.178575,1.17628659015897,1.28178,80.3067468456023,56.6155495204165,70.4991196185116,53.574615300324,56.7799271073874,105.982892810514,76.7922273322709,62.973628633746,82.0052117530939
2003-01-01,2003,"Q1","2002/03","Q3","January",118.469854483149,98.922328493429,12.2926035682,9.32361,2.9689935682,85.26618242255,11.94551,73.32067242255,1.36354250267902,103.754026498255,17.7704781724723,2.208252138,1.6749,0.533352138,15.5622260344723,2.1459,13.4163260344723,15.0789,1.77704781724723,0.2208252138,0.16749,0.0533352138,1.55622260344723,0.21459,1.34163260344723,1.50789,81.3068474289943,64.5737762668931,79.4198499988401,58.7780404189039,68.2313008986379,116.082979991102,78.3449462534397,77.914140592242,99.4501168463323
2003-02-01,2003,"Q1","2002/03","Q3","February",114.084783985999,95.260794628309,17.28580254155,5.16364,12.12216254155,71.30665699,11.35934,59.94731699,6.668335096759,89.2354629193615,17.1127175978998,3.1052339895,0.9276,2.1776339895,14.0074836083998,2.0406,11.9668836083998,12.79275,1.71127175978998,0.31052339895,0.09276,0.21776339895,1.40074836083998,0.20406,1.19668836083998,1.279275,81.6068476039945,57.5975019357195,70.5792511618844,61.332790657629,64.8831691196051,105.788711754198,78.9413823143408,67.0114176612691,84.8875655539357
2003-03-01,2003,"Q1","2002/03","Q3","March",107.0364060713,89.3753990695358,9.138426205,8.86603,0.272396205,75.84612317575,11.632385,64.21373817575,4.39084968878585,94.518789010332,16.0554609106951,1.64163345,1.5927,0.04893345,14.4138274606951,2.08965,12.3241774606951,13.5456,1.60554609106951,0.164163345,0.15927,0.004893345,1.44138274606951,0.208965,1.23241774606951,1.35456,80.1067467289356,59.3171838531362,74.0476754771394,56.9934722374415,66.4427689653939,116.579612290659,77.0680046039482,70.9789341590838,92.0990942010812
2003-04-01,2003,"Q2","2002/03","Q4","April",106.935890832121,89.2914688448211,9.3372998417,8.985435,0.3518648417,78.90836986125,11.308405,67.59996486125,1.04579914187108,92.4961578131199,16.0403836248182,1.677359253,1.61415,0.063209253,14.3630243718182,2.03145,12.3315743718182,14.1417,1.60403836248182,0.1677359253,0.161415,0.0063209253,1.43630243718182,0.203145,1.23315743718182,1.41417,79.6066464372104,59.3527857371916,74.5575757722767,46.999890421252,64.5922345917974,137.430606779863,75.3197798964551,69.4600382011665,92.2201821309831
2003-05-01,2003,"Q2","2002/03","Q4","May",116.05359816151,96.9047544648606,11.45600670585,9.970735,1.48527170585,84.1550670524,12.75379,71.4012770524,1.29368070661062,98.6683603036594,17.4080397242265,2.0579652765,1.79115,0.2668152765,15.3500744477265,2.2911,13.0589744477265,14.7612,1.74080397242265,0.20579652765,0.179115,0.02668152765,1.53500744477265,0.22911,1.30589744477265,1.47612,79.9067466122689,62.8538164692665,78.6589607686717,48.4838997510997,72.8480979956519,150.252142194893,75.7755306532665,74.0950568972339,97.7823002471311
2003-06-01,2003,"Q2","2002/03","Q4","June",121.56304143275,101.505139596346,15.99708364,13.412605,2.58447864,85.03884846215,10.805735,74.23311346215,0.469207494196441,101.118969457956,18.2344562149125,2.8737276,2.40945,0.4642776,15.3607286149125,1.94115,13.4195786149125,14.58915,1.82344562149125,0.28737276,0.240945,0.04642776,1.53607286149125,0.194115,1.34195786149125,1.458915,79.1066461455436,64.5894311787594,81.6485520823689,51.7524772624098,61.7210446616296,119.262010103738,75.5103463088507,75.9353431263925,100.562832563108
2003-07-01,2003,"Q3","2003/04","Q1","July",123.155146838108,102.83454760982,10.7550433023,10.32561,0.4294333023,88.88745040235,11.333455,77.55399540235,3.19205390517005,92.07950430752,18.4732720257162,1.932043707,1.8549,0.077143707,16.5412283187162,2.03595,14.5052783187162,15.8682,1.84732720257162,0.1932043707,0.18549,0.0077143707,1.65412283187162,0.203595,1.45052783187162,1.58682,78.5065457954851,69.8149847011106,88.9288708268778,53.349196161613,64.7353171464569,121.342628950493,75.1990655804417,69.1471520327044,91.952142621688
2003-08-01,2003,"Q3","2003/04","Q1","August",118.948347646132,99.3218702845201,11.975881455,9.733595,2.242286455,84.2434618391,10.9051,73.3383618391,3.10252699042005,87.3459888295201,17.8422521469198,2.15135595,1.74855,0.40280595,15.6908961969198,1.959,13.7318961969198,15.0738,1.78422521469198,0.215135595,0.174855,0.040280595,1.56908961969198,0.1959,1.37318961969198,1.50738,79.7066464955438,66.0926389580675,82.9198590882412,56.0354408979196,62.2886054617791,111.159302869145,76.5945522042218,65.5925161029399,85.6360070205156
2003-09-01,2003,"Q3","2003/04","Q1","September",124.30060829067,103.791007922709,12.505338255,12.235255,0.270083255,88.01048139855,11.034525,76.97595639855,3.2751882691595,91.2856696677095,18.6450912436005,2.24646795,2.19795,0.04851795,16.3986232936005,1.98225,14.4163732936005,15.7995,1.86450912436005,0.224646795,0.219795,0.004851795,1.63986232936005,0.198225,1.44163732936005,1.57995,81.9068477789945,69.3870781948084,84.7146240837303,50.9071554922434,63.0278653275199,123.809442342783,77.8312646828796,68.5510214937684,88.0764584426024
2003-10-01,2003,"Q4","2003/04","Q2","October",128.089697662166,106.954897547909,15.11851962755,11.73843,3.38008962755,91.09872014775,11.692505,79.40621514775,0.737657772608537,91.8363779203585,19.2134546493249,2.7159017295,2.1087,0.6072017295,16.4975529198249,2.10045,14.3971029198249,16.2744,1.92134546493249,0.27159017295,0.21087,0.06072017295,1.64975529198249,0.210045,1.43971029198249,1.62744,85.307149762504,69.2943284508346,81.2292154218618,55.5846026204975,66.7861670965767,120.152279494661,81.3994751448043,68.9645761448057,84.7236128023213
2003-11-01,2003,"Q4","2003/04","Q2","November",132.283574835604,110.456784987729,19.28643386765,15.974385,3.31204886765,90.33936865945,10.206205,80.13316365945,0.830982460628952,91.1703511200789,19.8425362253405,3.4646288385,2.86965,0.5949788385,16.3779073868405,1.83345,14.5444573868405,15.65715,1.98425362253405,0.34646288385,0.286965,0.05949788385,1.63779073868405,0.183345,1.45444573868405,1.565715,86.9072506958963,70.0035564735099,80.549730791122,54.044238505972,58.2966021867784,107.868301595806,82.5866937132737,68.4644229699691,82.9000652425503
2003-12-01,2003,"Q4","2003/04","Q2","December",123.176676523461,102.85252489709,20.0484781057,12.84731,7.2011681057,81.8679326806,11.759305,70.1086276806,0.936114110790236,82.8040467913902,18.4765014785192,3.601523013,2.3079,1.293623013,14.8749784655192,2.11245,12.7625284655192,14.1369,1.84765014785192,0.3601523013,0.23079,0.1293623013,1.48749784655192,0.211245,1.27625284655192,1.41369,88.107351395955,61.4269998816936,69.7183593746228,56.1293655390492,67.1677205756688,119.665918063763,83.9031503541947,62.1817423482787,74.1113320367356
2004-01-01,2004,"Q1","2003/04","Q3","January",125.033851535624,104.403266032246,10.2222727046,7.9492,2.2730727046,93.1264468481,11.42781,81.6986368481,1.05454647954583,94.1809933276458,18.7550777303436,1.836336414,1.428,0.408336414,16.9187413163436,2.0529,14.8658413163436,15.97875,1.87550777303436,0.1836336414,0.1428,0.0408336414,1.69187413163436,0.20529,1.48658413163436,1.597875,91.9077536128563,71.5504012584518,77.8502340072896,58.5714062084188,65.2742614356744,111.443903537853,87.5249664319072,70.7252663140802,80.8058194105143
2004-02-01,2004,"Q1","2003/04","Q3","February",114.250347742077,95.399040364634,12.4410968401594,5.46592960065936,6.9751672395,81.7699812187,10.622035,71.1479462187,1.1879623057746,82.9579435244746,17.1375521613115,2.23492757607653,0.981903521076532,1.253024055,14.902624585235,1.90815,12.994474585235,14.6436,1.71375521613115,0.223492757607653,0.0981903521076532,0.1253024055,1.4902624585235,0.190815,1.2994474585235,1.46436,94.7079552463072,62.5433738280345,66.0381418492013,57.9890734334152,60.6717725941265,104.626214908903,89.8804604234369,62.2973111806693,69.31129512152
2004-03-01,2004,"Q1","2003/04","Q3","March",129.65578774694,108.262582768695,9.94835717502469,9.38506476387469,0.56329241115,96.9759683738,13.420955,83.5550133738,1.33825721987057,98.3142255936706,19.4483681620411,1.78713003144156,1.68593977794156,0.1011902535,17.6612381305995,2.41095,15.2502881305995,17.22105,1.94483681620411,0.178713003144156,0.168593977794156,0.01011902535,1.76612381305995,0.241095,1.52502881305995,1.722105,97.1081566464247,73.4007724037636,75.5866190221478,63.4930574036098,76.6588633680838,120.735819793308,92.6887214797475,73.8291192511116,79.6527539407729
2004-04-01,2004,"Q2","2003/04","Q4","April",121.491843124809,101.445689009216,10.2833146028273,9.51145996647726,0.77185463635,89.6548077287,12.899915,76.7548927287,1.50756667768844,91.1623744063885,18.2237764687214,1.84730202445999,1.70864550295999,0.1386565215,16.3764744442614,2.31735,14.0591244442614,16.08825,1.82237764687214,0.184730202445999,0.170864550295999,0.01386565215,1.63764744442614,0.231735,1.40591244442614,1.608825,97.1081566464247,67.6676128799708,69.6827282247275,62.6665205616693,73.6827462311658,117.579124500227,92.5800552533163,68.4584328526414,73.9451198914565
2004-05-01,2004,"Q2","2003/04","Q4","May",136.692128986867,114.137927704034,14.1423605322324,6.54644135858238,7.59591917365,98.2972708697676,12.16261,86.1346608697676,1.69829630203405,99.9955671718017,20.5038193480301,2.54054380818546,1.17600742968546,1.3645363785,17.9632755398446,2.1849,15.7783755398446,17.6494425703145,2.05038193480301,0.254054380818546,0.117600742968546,0.13645363785,1.79632755398446,0.21849,1.57783755398446,1.76494425703145,96.7081564130912,75.9424964291293,78.5274988644588,71.2324478326889,69.4713497056871,97.5276742824587,93.3588209973906,75.0917235906578,80.4334531953404
2004-06-01,2004,"Q2","2003/04","Q4","June",143.599157945635,119.905296884605,14.0946383488648,10.1898051706648,3.9048331782,103.897502472935,11.697515,92.1999874729352,1.91315606280507,105.81065853574,21.5398736918452,2.53197096087392,1.83050392287392,0.701467038,19.0079027309713,2.10135,16.9065527309713,18.6515460771261,2.15398736918452,0.253197096087392,0.183050392287392,0.0701467038,1.90079027309713,0.210135,1.69065527309713,1.86515460771261,95.908055946366,81.3724972611038,84.8442776346225,66.1041624270127,66.8147836075086,101.075002169917,91.9896865799127,79.4585694989876,86.377693471062
2004-07-01,2004,"Q3","2004/05","Q1","July",151.628437604944,126.609745400128,13.0821824962881,9.85387567008811,3.2283068262,111.372364122412,10.55941,100.812954122412,2.15519878142819,113.52756290384,22.7442656407416,2.35009266400385,1.77015730600385,0.579935358,20.3941729767377,1.8969,18.4972729767377,19.8544426939961,2.27442656407416,0.235009266400385,0.177015730600385,0.0579935358,2.03941729767377,0.18969,1.84972729767377,1.98544426939961,95.3079555963075,89.0287522588887,93.4116692587391,72.0777696028553,60.3140662074777,83.6791517548406,92.253842914196,85.2535828798237,92.4119583388162
2004-08-01,2004,"Q3","2004/05","Q1","August",158.295740256085,132.176943113831,12.2369013348328,9.28890738203276,2.9479939528,117.512178272317,12.64357,104.868608272317,2.42786350668081,119.940041778998,23.7443610384127,2.19824574877235,1.66866599677235,0.529579752,21.5461152896404,2.2713,19.2748152896404,21.0894840032276,2.37443610384127,0.219824574877235,0.166866599677235,0.0529579752,2.15461152896404,0.22713,1.92748152896404,2.10894840032276,93.2078543712484,92.7711213115197,99.5314417838767,80.8315461561341,72.21853475515,89.344492576763,91.5807197504514,90.069037252886,98.3493441614299
2004-09-01,2004,"Q3","2004/05","Q1","September",156.435963727245,130.62402971225,12.066779141164,11.676276903914,0.39050223725,115.822226192886,12.25112,103.571106192886,2.73502437819972,118.557250571086,23.4653945590868,2.16768487565821,2.09753477315821,0.0701501025,21.2977096834286,2.2008,19.0969096834286,20.7858652268418,2.34653945590868,0.216768487565821,0.209753477315821,0.00701501025,2.12977096834286,0.22008,1.90969096834286,2.07858652268418,92.5077539628565,91.9148483808657,99.3590747190459,81.4890186440413,69.9769080654841,85.8728074406637,91.0591017959084,89.0306294703716,97.7723563207517
2004-10-01,2004,"Q4","2004/05","Q2","October",152.380632916229,127.237828485051,14.9345344655414,11.2021497792414,3.7323846863,109.222248347559,12.896575,96.3256733475586,3.08104567195103,112.30329401951,22.8570949374343,2.68285050279186,2.01236223579186,0.670488267,20.1742444346425,2.31675,17.8574944346425,19.5037877642081,2.28570949374343,0.268285050279186,0.201236223579186,0.0670488267,2.01742444346425,0.231675,1.78574944346425,1.95037877642081,92.0077536711897,85.9494504938995,93.4154427908969,93.4925877804042,73.6636685572112,78.7909184097382,92.202967376541,84.334217519309,91.4658388106996
2004-11-01,2004,"Q4","2004/05","Q2","November",156.259243943379,130.476468692721,19.60317717477,15.24458154977,4.358595625,107.40244770818,11.894575,95.50787270818,3.47084380977132,110.873291517951,23.4388865915068,3.52152883379101,2.73854758379102,0.78298125,19.9173577577158,2.13675,17.7806077577158,18.446852416209,2.34388865915068,0.352152883379102,0.273854758379102,0.078298125,1.99173577577158,0.213675,1.77806077577158,1.8446852416209,92.4077539045231,85.579389192392,92.6106149932112,80.8691160125859,67.9403663708302,84.0127476603757,90.8907492481682,83.2603563910804,91.6048740711183
2004-12-01,2004,"Q4","2004/05","Q2","December",162.965305539867,136.076030125789,15.4997893800684,12.2603696474184,3.23941973265,116.666283531682,13.52867,103.137613531682,3.9099572140388,120.57624074572,24.44479583098,2.78439330180869,2.20246161330869,0.5819316885,21.6604025291713,2.4303,19.2301025291713,20.3903883866913,2.444479583098,0.278439330180869,0.220246161330869,0.05819316885,2.16604025291713,0.24303,1.92301025291713,2.03903883866913,92.7077540795232,92.5559154657923,99.83621800006,74.4822404157731,77.2741183531198,103.748380717017,90.3116143140412,90.5467912004755,100.260406026645
2005-01-01,2005,"Q1","2004/05","Q3","January",165.57439624,138.2546208604,10.650242688113,7.58603399476296,3.06420869335,123.199544739587,12.572595,110.626949739587,4.4048334327,127.604378172287,24.836159436,1.91321724936161,1.36276059786161,0.5504566515,22.9229421866384,2.25855,20.6643921866384,22.1047394021384,2.4836159436,0.191321724936161,0.136276059786161,0.05504566515,2.29229421866384,0.225855,2.06643921866384,2.21047394021384,95.4080556546991,99.4592583932989,104.246185199772,83.1796621843741,71.8131341836147,86.3349673438627,93.8003676409185,95.8245746854791,102.157994787728
2005-02-01,2005,"Q1","2004/05","Q3","February",152.9868498,127.744019583,11.1158959329464,5.21621392889637,5.89968200405,112.438351957304,12.62353,99.8148219573036,4.18977169275,116.628123650054,22.94802747,1.99686753286462,0.937044418364618,1.0598231145,20.9511599371354,2.2677,18.6834599371354,20.1600055816354,2.294802747,0.199686753286462,0.0937044418364618,0.10598231145,2.09511599371354,0.22677,1.86834599371354,2.01600055816354,98.0082571714834,89.9248839639202,91.7523549128929,85.5841329972918,72.1040687114224,84.2493417719193,96.3748361039456,87.5819505976716,90.8763678759564
2005-03-01,2005,"Q1","2004/05","Q3","March",142.97108407,119.38085519845,11.7021107581307,8.95630004803068,2.7458107101,104.463563087669,14.56741,89.8961530876693,3.21518135265,107.678744440319,21.4456626105,2.10217558529294,1.60891617629294,0.493259409,19.3434870252071,2.6169,16.7265870252071,17.8642338237071,2.14456626105,0.210217558529294,0.160891617629294,0.0493259409,1.93434870252071,0.26169,1.67265870252071,1.78642338237071,102.109059563618,80.5063089178962,78.8434535211222,99.7103990231837,83.2072749530014,83.4489439097068,101.793703518742,80.8614095883812,79.4365533360252
2005-04-01,2005,"Q2","2004/05","Q4","April",164.47863144,137.3396572524,12.0805295964784,9.07692077762838,3.00360881885,121.557183988472,15.042525,106.514658988472,3.70194366745,125.259127655922,24.671794716,2.17015501733144,1.63058457083144,0.5395704465,22.5016396986686,2.70225,19.7993896986686,21.8252154291686,2.4671794716,0.217015501733144,0.163058457083144,0.05395704465,2.25016396986686,0.270225,1.97993896986686,2.18252154291686,99.5083580465422,95.2959370052415,95.7667666073533,97.4186377796215,85.9210740730436,88.1977781986775,99.2336189131118,94.0634075807094,94.7898591333958
2005-05-01,2005,"Q2","2004/05","Q4","May",166.50601988,139.0325265998,13.1912508074143,6.24736158241435,6.943889225,121.652570979136,13.65225,108.000320979136,4.18870481325,125.841275792386,24.975902982,2.36968577378701,1.12228052378701,1.24740525,22.606217208213,2.4525,20.153717208213,21.838219476213,2.4975902982,0.236968577378701,0.112228052378701,0.124740525,2.2606217208213,0.24525,2.0153717208213,2.1838219476213,98.9082576964837,97.0013416941063,98.0720355946122,91.426245675553,77.9799922894401,85.2927862379585,97.9245846511075,94.5005720289801,96.5034187948546
2005-06-01,2005,"Q2","2004/05","Q4","June",167.27040391,139.67078726485,11.6809092828582,9.72427520060821,1.95663408225,124.660353132142,15.356485,109.303868132142,3.32952484985,127.989877981992,25.0905605865,2.0983669370404,1.7468757845404,0.3514911525,22.9921936494596,2.75865,20.2335436494596,22.2792242154596,2.50905605865,0.20983669370404,0.17468757845404,0.03514911525,2.29921936494596,0.275865,2.02335436494596,2.22792242154596,99.6083581048756,97.3855523001989,97.7684545283476,74.9518636214211,87.7143754247763,117.027611038223,96.3667261816721,96.1140659696763,99.7378138471578
2005-07-01,2005,"Q3","2005/06","Q1","July",174.84462646,145.9952630941,19.0774141693014,12.5884943669014,6.4889198024,123.803385915099,17.281995,106.521390915099,3.1144630097,126.917848924799,26.226693969,3.42708038969486,2.26140617369486,1.165674216,22.7996135793051,3.10455,19.6950635793051,22.1134438263051,2.6226693969,0.342708038969486,0.226140617369486,0.1165674216,2.27996135793051,0.310455,1.96950635793051,2.21134438263051,99.4083579882088,94.7938076239744,95.3579855279556,108.163616724848,98.712654459605,91.2623462940551,100.5594269788,95.3090251871625,94.7788069707828
2005-08-01,2005,"Q3","2005/06","Q1","August",188.77622121,157.62814471035,15.7368172115202,11.8667377353202,3.8700794762,138.76138473308,19.35196,119.40942473308,3.12994276575,141.89132749883,28.3164331815,2.8269731517701,2.1317492937701,0.695223858,25.4894600297299,3.4764,22.0130600297299,24.9216507062299,2.83164331815,0.28269731517701,0.21317492937701,0.0695223858,2.54894600297299,0.34764,2.20130600297299,2.49216507062299,100.208058454701,105.950497152284,105.730515874808,120.392604999922,110.53604289297,91.8129837734155,102.861755657289,106.553366772225,103.588905411293
2005-09-01,2005,"Q3","2005/06","Q1","September",199.6094836,166.673918806,18.5245674961542,14.9166430501542,3.607924446,145.003929673146,21.95716,123.046769673146,3.1454216367,148.149351309846,29.94142254,3.3277666160756,2.6796364760756,0.64813014,26.6136559239244,3.9444,22.6692559239244,26.0380135239244,2.994142254,0.33277666160756,0.26796364760756,0.064813014,2.66136559239244,0.39444,2.26692559239244,2.60380135239244,100.108058396367,109.108816855464,108.991042882342,118.307477966845,125.416628577561,106.009045863279,102.50076752633,111.252833033896,108.538536558097
2005-10-01,2005,"Q4","2005/06","Q2","October",183.98298787,153.62579487145,7.52448616098083,2.82204957668083,4.7024365843,140.473739445619,20.15356,120.320179445619,5.62756926485,146.101308710469,27.5974481805,1.351704100775,0.506955013775,0.844749087,26.245744079725,3.6204,22.625344079725,24.854744986225,2.75974481805,0.1351704100775,0.0506955013775,0.0844749087,2.6245744079725,0.36204,2.2625344079725,2.4854744986225,100.908058863034,108.897465879384,107.917511352779,109.929399978084,115.114684642075,104.716922556681,102.094110163566,109.714854370201,107.464430802547
2005-11-01,2005,"Q4","2005/06","Q2","November",195.52590106,163.2641273851,12.362487344275,3.385845253325,8.97664209095,144.791658719325,23.714,121.077658719325,6.1099813215,150.901640040825,29.328885159,2.22080610975,0.60823567425,1.6125704355,27.10807904925,4.26,22.84807904925,25.98826432575,2.9328885159,0.222080610975,0.060823567425,0.16125704355,2.710807904925,0.426,2.284807904925,2.598826432575,101.108058979701,109.969505873937,108.764332916346,104.33149136676,135.451485077682,129.827996612763,101.531849204025,113.319665699321,111.609969273394
2005-12-01,2005,"Q4","2005/06","Q2","December",187.97289678,156.9573688113,3.94559137021,1.64442609261,2.3011652776,142.16636848489,23.815035,118.35133348489,10.8454089562,153.01177744109,28.195934517,0.7087888689,0.2954058849,0.413382984,27.4871456481,4.27815,23.2089956481,25.5306941151,2.8195934517,0.07087888689,0.02954058849,0.0413382984,2.74871456481,0.427815,2.32089956481,2.55306941151,104.709061080286,111.706624340294,106.682863152257,106.604467682096,136.028584714809,127.601204407734,104.958253460492,114.904274486296,109.476168569771
2006-01-01,2006,"Q1","2005/06","Q3","January",190.81167612,159.3277495602,9.998666909815,1.185272170215,8.8133947396,144.404382693285,24.259255,120.145127693285,4.9246999571,149.329082650385,28.621751418,1.79616770835,0.21292314435,1.583244564,26.82558370965,4.35795,22.46763370965,25.93162685565,2.8621751418,0.179616770835,0.021292314435,0.1583244564,2.682558370965,0.435795,2.246763370965,2.593162685565,108.40906323862,108.138394124119,99.7503261199617,119.415788732174,138.565915350771,116.036511437819,109.856136453095,112.138752902552,102.077823345291
2006-02-01,2006,"Q1","2005/06","Q3","February",197.020545293645,164.512155320194,3.19103907515253,2.63416532265895,0.556873752493575,156.373943064541,23.40839,132.965553064541,4.9471731805,161.321116245041,29.5530817940468,0.57324055242261,0.47320335137586,0.10003720104675,28.9798412416241,4.2051,24.7747412416241,27.9594466486241,2.95530817940468,0.057324055242261,0.047320335137586,0.010003720104675,2.89798412416241,0.42051,2.47747412416241,2.79594466486241,111.809065221955,119.242674477069,106.648485290846,112.559289929713,133.705877910836,118.787065904847,111.907698560278,121.144176817321,108.253657590919
2006-03-01,2006,"Q1","2005/06","Q3","March",212.18530774,177.1747319629,4.85733193201748,2.18382315381748,2.6735087782,167.347751372482,29.20162,138.146131372483,4.9696486584,172.317400030882,31.827796161,0.872574598566015,0.392303560566015,0.480271038,30.955221562434,5.2458,25.709421562434,29.871096439434,3.1827796161,0.0872574598566015,0.0392303560566015,0.0480271038,3.0955221562434,0.52458,2.5709421562434,2.9871096439434,112.609065688622,123.74136046323,109.885789129439,116.936178206352,166.796103385095,142.638579388798,113.177958646304,129.401841891135,114.334843496809
