"Date","Year","Quarter","FY","QFY","Month","IM","IM_C","IM_C_GOV","IM_C_GOV_PRO","IM_C_GOV_NPRO","IM_C_FPS","IM_C_FPS_OIL","IM_C_FPS_NOIL","IM_C_PS_OTH","IM_C_PS","IM_F","IM_F_GOV","IM_F_GOV_PRO","IM_F_GOV_NPRO","IM_F_PS","IM_F_PS_OIL","IM_F_PS_NOIL","IM_F_PS_FX","IM_I","IM_I_GOV","IM_I_GOV_PRO","IM_I_GOV_NPRO","IM_I_PS","IM_I_PS_OIL","IM_I_PS_NOIL","IM_I_PS_FX","IM_NOIL_P_IX","IM_NOIL_VAL_IX","IM_NOIL_VOL_IX","IM_OIL_P_IX","IM_OIL_VAL_IX","IM_OIL_VOL_IX","IM_P_IX","IM_VAL_IX","IM_VOL_IX"
1994-05-01,1994,"Q2","1993/94","Q4","May",72.4143171601667,60.4659548287392,13.2451875,11.8674375,1.37775,31.66821,4.529875,27.138335,15.5525573287392,28.84758,10.862147574025,2.379375,2.131875,0.2475,8.482772574025,0.81375,7.669022574025,5.1822,1.0862147574025,0.2379375,0.2131875,0.02475,0.8482772574025,0.081375,0.7669022574025,0.51822,113.054336887204,72.4384142397327,64.0739809141561,66.5756789954961,45.5453851591877,68.4114467120476,107.309236660257,75.1472525519621,70.0286898786539
1994-06-01,1994,"Q2","1993/94","Q4","June",72.7048656235,60.7085627956225,12.9061775,11.8674375,1.03874,32.934905,2.452395,30.48251,14.8674802956225,27.018095,10.905729843525,2.318475,2.131875,0.1866,8.587254843525,0.44055,8.146704843525,4.85355,1.0905729843525,0.2318475,0.2131875,0.01866,0.8587254843525,0.044055,0.8146704843525,0.485355,114.748703806784,81.3647810909105,70.9069282629233,68.5410126927801,24.6574739562275,35.9747733327915,109.037097044724,75.448766390785,69.1955017472982
1994-07-01,1994,"Q3","1994/95","Q1","July",77.016361858967,64.3086621522374,16.20380125,11.17125625,5.032545,32.6500898601513,3.558515901818,29.0915739583333,15.4547710420861,27.4047,11.552454278845,2.9108625,2.0068125,0.90405,8.64159177884505,0.63925435362,8.00233742522505,4.923,1.1552454278845,0.29108625,0.20068125,0.090405,0.864159177884505,0.063925435362,0.800233742522505,0.4923,117.303877743875,77.652055119799,66.1973471067572,72.1850689231609,35.7789072200436,49.5655233884023,111.726864754399,79.9229796291264,71.5342543664991
1994-08-01,1994,"Q3","1994/95","Q1","August",81.5045712161495,68.0563169654848,12.01644325,11.17125625,0.845187,37.9362243601513,7.648930401818,30.2872939583333,18.1036493553335,33.0632445,12.2256856824224,2.1586425,2.0068125,0.15183,10.0670431824224,1.37405935362,8.69298382880242,5.939505,1.22256856824224,0.21586425,0.20068125,0.015183,1.00670431824224,0.137405935362,0.869298382880242,0.5939505,118.119272902315,80.8437048903075,68.442433570655,68.8685683089941,76.9057603590875,111.670334155972,112.031527537644,84.5805751889144,75.4971185771741
1994-09-01,1994,"Q3","1994/95","Q1","September",86.2678518169735,72.0336562671728,11.246949,11.17125625,0.07569275,38.8186133733333,4.678839,34.1397743733333,21.9680938938395,34.5397917,12.940177772546,2.02041,2.0068125,0.0135975,10.919767772546,0.84051,10.079257772546,6.204753,1.2940177772546,0.202041,0.20068125,0.00135975,1.0919767772546,0.084051,1.0079257772546,0.6204753,118.212114925305,91.1268549860015,77.0875768897136,64.8969564623993,47.0431357052521,72.4889706230036,111.621973495262,89.523623253488,80.2025089238256
1994-10-01,1994,"Q4","1994/95","Q2","October",89.2954577785115,74.5617072450571,11.3446607,11.17125625,0.17340445,38.2743962783333,5.055758,33.2186382783333,24.9426502667238,31.570348,13.3943186667767,2.037963,2.0068125,0.0311505,11.3563556667767,0.90822,10.4481356667767,5.67132,1.33943186667767,0.2037963,0.20068125,0.00311505,1.13563556667767,0.090822,1.04481356667767,0.567132,118.232297973782,88.6681323701601,74.9948481842267,67.2717346799509,50.8328475690046,75.5634559014195,111.933201635267,92.6654918609943,82.7864212827071
1994-11-01,1994,"Q4","1994/95","Q2","November",85.0758196120335,71.0383093760479,11.49765775,11.17125625,0.3264015,41.9873724083333,3.7195075,38.2678649083333,17.5532792177146,38.2050075,12.761372941805,2.0654475,2.0068125,0.058635,10.695925441805,0.668175,10.027750441805,6.863175,1.2761372941805,0.20654475,0.20068125,0.0058635,1.0695925441805,0.0668175,1.0027750441805,0.6863175,118.466421336106,102.145671438575,86.2233114552969,70.8339020062782,37.3975886067469,52.7961718153438,112.57869544158,88.2866034393459,78.4221233804938
1994-12-01,1994,"Q4","1994/95","Q2","December",92.8230448440408,77.507242444774,11.57491696,11.17125625,0.40366071,45.0690317583333,4.3802263,40.6888054583333,20.8632937264407,42.1585488,13.9234567266061,2.0793264,2.0068125,0.0725139,11.8441303266061,0.786867,11.0572633266061,7.573392,1.39234567266061,0.20793264,0.20068125,0.00725139,1.18441303266061,0.0786867,1.10572633266061,0.7573392,118.688434869345,108.607714685173,91.5065691149532,65.0197898184796,44.0407503337076,67.7343781895625,112.054599925572,96.3262109909701,85.9636383111009
1995-01-01,1995,"Q1","1994/95","Q3","January",84.519955936923,70.5741632073307,11.27646625,11.17125625,0.10521,38.1215144583333,4.7964905,33.3250239583333,21.1761824989974,33.8954055,12.6779933905384,2.0257125,2.0068125,0.0189,10.6522808905384,0.861645,9.79063589053845,6.088995,1.26779933905384,0.20257125,0.20068125,0.00189,1.06522808905384,0.0861645,0.979063589053845,0.6088995,120.215282486572,88.9521000475072,73.9940032644712,67.7630681042719,48.2260563999856,71.1686435534128,113.731807222425,87.7097613228125,77.1198167556404
1995-02-01,1995,"Q1","1994/95","Q3","February",78.3109124074551,65.389611860225,11.91023125,11.17125625,0.738975,49.0315910583333,5.6303215,43.4012695583333,4.44778955189167,44.3751565,11.7466368611183,2.1395625,2.0068125,0.13275,9.60707436111826,1.011435,8.59563936111826,7.971585,1.17466368611183,0.21395625,0.20068125,0.013275,0.960707436111826,0.1011435,0.859563936111826,0.7971585,122.51009509832,115.847900867789,94.5619222438903,70.1787907738502,56.609765454357,80.6650625212124,116.041565196888,81.2663868560888,70.0321360869306
1995-03-01,1995,"Q1","1994/95","Q3","March",93.5990781177847,78.1552302283502,16.785451395,11.17125625,5.614195145,56.2099121201513,4.234030901818,51.9758812183333,5.15986671319892,49.877055,14.0398617176677,3.01535055,2.0068125,1.00853805,11.0245111676677,0.76060435362,10.2639068140477,8.95995,1.40398617176677,0.301535055,0.20068125,0.100853805,1.10245111676677,0.076060435362,1.02639068140477,0.895995,122.506058488624,138.735497744013,113.247866640731,69.6874573495291,42.5708365460865,61.0882333280799,115.977295156038,97.1315319647463,83.7504718781931
1995-04-01,1995,"Q2","1994/95","Q4","April",71.2658978061678,59.5070246681501,11.17125625,11.17125625,0,41.4919441051513,2.910361346818,38.5815827583333,6.84382431299878,37.941370445,10.6898846709252,2.0068125,2.0068125,0,8.68307217092517,0.52281940362,8.16025276730517,6.81581505,1.06898846709252,0.20068125,0.20068125,0,0.868307217092517,0.052281940362,0.816025276730517,0.681581505,123.476863120331,102.983056030249,83.4027148307856,76.7299030981302,29.2620720203622,38.1364641930263,117.698598798277,73.9554915492362,62.8346406026363
1995-05-01,1995,"Q2","1994/95","Q4","May",151.13255232179,126.195681188695,33.56443655,33.51376875,0.0506678,41.8864832751513,3.731778401818,38.1547048733333,50.7447613635437,38.6592475,22.6698828482686,6.0295395,6.0204375,0.009102,16.6403433482686,0.67037935362,15.9699639946486,6.944775,2.26698828482686,0.60295395,0.60204375,0.0009102,1.66403433482686,0.067037935362,1.59699639946486,0.6944775,124.241800657581,101.843621460538,81.9721067478942,75.0102361130067,37.5209657307407,50.021127348824,118.15642114217,156.836334630185,132.73619250999
1995-06-01,1995,"Q2","1994/95","Q4","June",164.031703144968,136.966472126048,35.31903875,33.51376875,1.80527,36.6330398601513,3.466665901818,33.1663739583333,65.0143935158968,32.03895,24.6047554717452,6.3447375,6.0204375,0.3243,18.2600179717452,0.62275435362,17.6372636181252,5.7555,2.46047554717452,0.63447375,0.60204375,0.03243,1.82600179717452,0.062275435362,1.76372636181252,0.57555,124.095473556128,88.5286269634313,71.3391265825584,71.0386242664119,34.8554063228066,49.0654298034974,117.537261018975,170.22230280097,144.824119028509
1995-07-01,1995,"Q3","1995/96","Q1","July",92.0951057561748,76.899413306406,24.2570144166667,14.2350104166667,10.022004,39.54578390875,5.97645683333333,33.5693270754167,13.0966149809893,36.261211,13.8142658634262,4.3575475,2.5571875,1.80036,9.45671836342622,1.073615,8.38310336342622,6.51399,1.38142658634262,0.43575475,0.25571875,0.180036,0.945671836342622,0.1073615,0.838310336342622,0.651399,124.573811805015,89.6042008633951,71.9286016579836,64.9379009144261,60.0899645931568,92.534504113926,117.202379394252,95.5707992903071,81.5433950950953
1995-08-01,1995,"Q3","1995/96","Q1","August",93.0394642853673,77.6879526782817,21.4373029166667,14.2350104166667,7.2022925,42.8680483,6.81930583333333,36.0487424666667,13.382601461615,40.41066,13.9559196428051,3.8510125,2.5571875,1.293825,10.1049071428051,1.225025,8.87988214280509,7.2594,1.39559196428051,0.38510125,0.25571875,0.1293825,1.01049071428051,0.1225025,0.887988214280509,0.72594,123.419341432174,96.2223268163593,77.9637338036186,65.7977344069879,68.5643446447115,104.20471960419,116.296891632338,96.550798158982,83.0209619567636
1995-09-01,1995,"Q3","1995/96","Q1","September",75.4464105424353,62.9977528029335,14.7869454166667,14.2350104166667,0.551935,31.954281,1.63479083333333,30.3194901666667,16.2565263862668,29.04798,11.3169615813653,2.6563375,2.5571875,0.09915,8.6606240813653,0.293675,8.3669490813653,5.2182,1.13169615813653,0.26563375,0.25571875,0.009915,0.86606240813653,0.0293675,0.83669490813653,0.52182,122.234596486619,80.9296439236416,66.2084600021574,68.2134570765661,73.7684310008189,108.143516195078,115.557190675812,85.3803701621057,73.8858133040245
1995-10-01,1995,"Q4","1995/96","Q2","October",102.762994146409,85.8071001122514,15.3459680553167,14.2350104166667,1.11095763865,54.365697961355,7.85448692138333,46.5112110399717,16.0954340955798,39.55795618805,15.4144491219613,2.7567607285,2.5571875,0.1995732285,12.6576883934613,1.4109856745,11.2467027189613,7.1062196745,1.54144491219613,0.27567607285,0.25571875,0.01995732285,1.26576883934613,0.14109856745,1.12467027189613,0.71062196745,121.621031812941,124.149044961863,102.078598669356,66.0024566671216,78.9725173569263,119.650875656369,114.74617132456,106.641296596578,92.9366926718128
1995-11-01,1995,"Q4","1995/96","Q2","November",80.2340524322939,66.9954337809654,14.4340109900667,14.2350104166667,0.1990005734,40.51034746865,10.9139356220833,29.5964118465667,12.0510753222488,38.25375584375,12.0351078648441,2.592936106,2.5571875,0.035748606,9.44217175884409,1.9605872375,7.48158452134409,6.8719321875,1.20351078648441,0.2592936106,0.25571875,0.0035748606,0.944217175884409,0.19605872375,0.748158452134409,0.68719321875,123.076229608078,78.9995827434265,64.1875226394175,69.1142350211546,109.733580178341,158.771315554247,116.406134527662,83.2621066917078,71.52724985634
1995-12-01,1995,"Q4","1995/96","Q2","December",64.6904391970683,54.0165167295521,15.6753854166667,14.2350104166667,1.440375,23.64689369695,3.66201650028333,19.9848771966667,14.6942376159354,21.09165508695,9.70356587956025,2.8159375,2.5571875,0.25875,6.88762837956025,0.6578472755,6.22978110406025,3.7889200755,0.970356587956025,0.28159375,0.25571875,0.025875,0.688762837956025,0.06578472755,0.622978110406025,0.37889200755,123.244758062855,53.3442015843023,43.2831403320999,73.5362358400437,36.8195484344944,50.0699390088233,117.100423108759,67.1318734013214,57.3284635692319
1996-01-01,1996,"Q1","1995/96","Q3","January",84.2112980082639,70.3164338369004,16.0925681166667,14.2350104166667,1.8575577,43.0344325543,3.51047339403333,39.5239591602667,11.1894331659337,39.7348339792,12.6316947012396,2.8908805,2.5571875,0.333693,9.74081420123959,0.630623963,9.11019023823959,7.137994128,1.26316947012396,0.28908805,0.25571875,0.0333693,0.974081420123959,0.0630623963,0.911019023823959,0.7137994128,120.439314324658,105.49847387637,87.5947147888825,73.4543469359902,35.2958664030087,48.0514331354227,114.631630560711,87.3894545626754,76.2350270472621
1996-02-01,1996,"Q1","1995/96","Q3","February",94.1788072838508,78.6393040820154,23.7849448537167,14.2350104166667,9.54993443705,40.36827266955,13.0745316389833,27.2937410305667,14.4860865587488,37.4054052375,14.1268210925776,4.2727445845,2.5571875,1.7155570845,9.85407650807762,2.3487182585,7.50535824957762,6.719533875,1.41268210925776,0.42727445845,0.25571875,0.17155570845,0.985407650807762,0.23487182585,0.750535824957762,0.6719533875,120.721877003325,72.8532284285007,60.3479917948045,73.5771802920704,131.457176914039,178.665690085172,114.894449533147,97.7331402621462,85.0634131233211
1996-03-01,1996,"Q1","1995/96","Q3","March",103.655642506494,86.5524614929221,17.0528486526167,14.2350104166667,2.81783823595,55.52099502435,6.92116755848333,48.5998274658667,13.9786178159555,52.34465108315,15.548346375974,3.0633859855,2.5571875,0.5061984855,12.484960390474,1.2433235135,11.241636876974,9.4032307335,1.5548346375974,0.30633859855,0.25571875,0.05061984855,1.2484960390474,0.12433235135,1.1241636876974,0.94032307335,121.636169099299,129.724039221713,106.649231213301,81.847959601474,69.5885078953389,85.0216770633897,116.718056963868,107.567633740751,92.1602334196247
1996-04-01,1996,"Q2","1995/96","Q4","April",49.2406521862051,41.1159445754813,14.3550103541667,14.2350104166667,0.1199999375,12.7145070979583,5.11423583333333,7.600271264625,14.0464271233563,9.547355076125,7.38609782793077,2.578744375,2.5571875,0.021556875,4.80735345293077,0.918725,3.88862845293077,1.71509372625,0.738609782793076,0.2578744375,0.25571875,0.0021556875,0.480735345293076,0.0918725,0.388862845293077,0.171509372625,119.848960156728,20.2868598313508,16.927021982353,86.0242937082025,51.4208098069121,59.7747538402737,115.66798532431,51.0990073617034,44.1773125194773
1996-05-01,1996,"Q2","1995/96","Q4","May",114.049383143639,95.2312349249389,42.8250311875,42.70503125,0.1199999375,11.2115070979583,5.11423583333333,6.097271264625,41.1946966394806,8.044355076125,17.1074074715459,7.693119375,7.6715625,0.021556875,9.41428809654591,0.918725,8.49556309654591,1.44509372625,1.71074074715459,0.7693119375,0.76715625,0.0021556875,0.941428809654591,0.0918725,0.849556309654591,0.144509372625,120.84499359903,16.2750095611586,13.4676738162276,78.408625631227,51.4208098069121,65.5805523855953,115.599549812537,118.353636885566,102.382437541924
1996-06-01,1996,"Q2","1995/96","Q4","June",126.396347579545,105.54095022892,42.8250311875,42.70503125,0.1199999375,16.9813570979583,4.53808583333333,12.443271264625,45.7345619434616,13.814205076125,18.9594521369317,7.693119375,7.6715625,0.021556875,11.2663327619317,0.815225,10.4511077619317,2.48159372625,1.89594521369317,0.7693119375,0.76715625,0.0021556875,1.12663327619317,0.0815225,1.04511077619317,0.248159372625,118.916503317126,33.2139329241926,27.930465492765,74.8055138528729,45.6279405424256,60.9954242573166,113.464064131546,131.166579009468,115.601869202744
1996-07-01,1996,"Q3","1996/97","Q1","July",100.506356593772,83.9228077557998,14.9607451,13.6919125,1.2688326,50.16884575,9.986266,40.18257975,18.7932169057998,45.977271,11.6999265,2.687559,2.459625,0.227934,9.0123675,1.79394,7.2184275,8.25939,1.50759534890658,0.2687559,0.2459625,0.0227934,1.23883944890658,0.179394,1.05944544890658,0.825939,113.170389415942,107.256482652734,94.7743338220106,80.0873481643237,100.406375732686,125.371082991375,109.081084852854,104.299492948673,95.61647932762
1996-08-01,1996,"Q3","1996/97","Q1","August",94.2906358642394,78.7326809466399,14.960027,13.6919125,1.2681145,44.57519912,4.162475,40.41272412,19.1974548266399,38.8609,10.6949508,2.68743,2.459625,0.227805,8.0075208,0.74775,7.2597708,6.981,1.41435953796359,0.268743,0.2459625,0.0227805,1.14561653796359,0.074775,1.07084153796359,0.6981,114.41669265935,107.87079053894,94.2788923816404,82.666848642009,41.8513815702398,50.6265598093358,110.492180972834,97.8491892825961,88.5575688895609
1996-09-01,1996,"Q3","1996/97","Q1","September",91.4418930876796,76.3539807282125,15.44453575,13.6919125,1.75262325,41.498460425,7.8535591,33.644901325,19.4109845532125,37.5436541,10.22928075,2.7744675,2.459625,0.3148425,7.45481325,1.410819,6.04399425,6.744369,1.37162839631519,0.27744675,0.2459625,0.03148425,1.09418164631519,0.1410819,0.953099746315194,0.6744369,112.642602698289,89.805925795937,79.7264300048897,90.6510167872253,78.9631886266053,87.1067875740947,109.92428270069,94.8929342037527,86.3257251922528
1996-10-01,1996,"Q4","1996/97","Q2","October",84.7312888548446,70.7506261937953,17.2520185,13.6919125,3.560106,35.244014,4.45055,30.793464,18.2545936937953,32.65685,9.430425,3.099165,2.459625,0.63954,6.33126,0.7995,5.53176,5.8665,1.27096933282267,0.3099165,0.2459625,0.063954,0.96105283282267,0.07995,0.88110283282267,0.58665,113.49029073429,82.1947883356991,72.4245112105123,95.9328510986761,44.7478162024831,46.6449351708057,111.320063472776,87.9290700006873,78.9876211507826
1996-11-01,1996,"Q4","1996/97","Q2","November",77.5487965891617,64.75324515195,14.100645,13.6919125,0.4087325,38.2297736,6.173155,32.0566186,12.42282655195,36.942905,9.400674,2.53305,2.459625,0.073425,6.867624,1.10895,5.758674,6.63645,1.16323194883742,0.253305,0.2459625,0.0073425,0.909926948837425,0.110895,0.799031948837425,0.663645,112.908009785751,85.5664364549969,75.7842039881527,91.1014057595196,62.0676557570276,68.1302941920212,110.212554894779,80.4755085861954,73.0184584351815
1996-12-01,1996,"Q4","1996/97","Q2","December",84.1055078131662,70.2280990239938,17.613657,13.6919125,3.9217445,31.6811525,6.1752425,25.50591,20.9332895239938,30.5071425,8.855355,3.16413,2.459625,0.704505,5.691225,1.109325,4.5819,5.480325,1.26158261719749,0.316413,0.2459625,0.0704505,0.945169617197493,0.1109325,0.834237117197493,0.5480325,113.6093707203,68.0810990851627,59.925601782246,96.2604067148901,62.088644413783,64.5007085807158,111.464912563247,87.2796718177668,78.3023731959088
1997-01-01,1997,"Q1","1996/97","Q3","January",78.0092830348067,65.1377513340636,13.7575045333333,13.6919125,0.0655920333333333,36.0052,5.535215,30.469985,15.3750468007303,34.903,8.939408,2.471408,2.459625,0.011783,6.468,0.99435,5.47365,6.27,1.1701392455221,0.2471408,0.2459625,0.0011783,0.922998445522101,0.099435,0.823563445522101,0.627,124.412347417205,81.3313490053255,65.3724093257309,95.3596287703016,55.6535222525817,58.3617228488143,120.821220046861,80.9533739115165,67.0026125213089
1997-02-01,1997,"Q1","1996/97","Q3","February",84.267687612639,70.3635191565536,13.9043559833333,13.6919125,0.212443483333333,41.69155,5.042565,36.648985,14.7676131732203,40.8148,9.9872885,2.4977885,2.459625,0.0381635,7.4895,0.90585,6.58365,7.332,1.26401531418959,0.24977885,0.2459625,0.00381635,1.01423646418959,0.090585,0.923651464189585,0.7332,115.729599962729,97.824511227227,84.528514104198,84.0999044629453,50.7001992583105,60.2856799684585,111.81993950701,87.4479723255636,78.2042743996307
1997-03-01,1997,"Q1","1996/97","Q3","March",72.6820693198928,60.6895278821105,14.3142382783333,13.6919125,0.622325778333333,29.042135,4.610035,24.4321,17.3331546037772,28.574535,7.78857005,2.57142005,2.459625,0.11179505,5.21715,0.82815,4.389,5.13315,1.09023103979839,0.257142005,0.2459625,0.011179505,0.833089034798392,0.082815,0.750274034798392,0.513315,112.689023709784,65.2148549476809,57.8715235972169,79.5141258359492,46.3513495785946,58.2932266327433,108.588364999974,75.4251097486788,69.4596605710905
1997-04-01,1997,"Q2","1996/97","Q4","April",118.436761655617,98.8946959824402,17.0019916666667,13.6919125,3.31007916666667,62.4173370099583,9.352,53.0653370099583,19.4753673058152,58.09095,14.26694527125,3.05425,2.459625,0.594625,11.21269527125,1.68,9.53269527125,10.4355,1.77655142483425,0.305425,0.2459625,0.0594625,1.47112642483425,0.168,1.30312642483425,1.04355,110.459806005584,141.643504072685,128.230810097136,73.6181247440972,94.0291822641295,127.725587402536,105.905906194844,122.906596217508,116.05263637647
1997-05-01,1997,"Q2","1996/97","Q4","May",162.575418323616,135.750474300219,42.5237666666667,41.0757375,1.44802916666667,30.0020525099583,8.4168,21.5852525099583,63.2246551235945,24.5442405,13.02859027125,7.639,7.378875,0.260125,5.38959027125,1.512,3.87759027125,4.409145,2.43863127485424,0.7639,0.7378875,0.0260125,1.67473127485424,0.1512,1.52353127485424,0.4409145,112.305545788735,57.6159688052193,51.3028705756028,79.718848096083,84.6262640377166,106.155904229473,108.277592900214,168.711057407112,155.813454001136
1997-06-01,1997,"Q2","1996/97","Q4","June",156.608654281764,130.768226325273,45.3961666666667,41.0757375,4.32042916666667,28.5090265849583,5.01,23.4990265849583,56.8630330736476,25.35132645,13.27638202125,8.155,7.378875,0.776125,5.12138202125,0.9,4.22138202125,4.5541305,2.34912981422645,0.8155,0.7378875,0.0776125,1.53362981422645,0.09,1.44362981422645,0.45541305,110.449714481346,62.7242688982836,56.7898877718488,73.7819025522042,50.3727762129265,68.2725363137463,105.917306184906,162.519106119643,153.439614330753
1997-07-01,1997,"Q3","1997/98","Q1","July",120.43765420728,100.565441263078,10.5864779166667,9.57362291666667,1.012855,59.116454415,9.5666785,49.549775915,30.8625089314118,57.457018,18.0656481310919,1.9017625,1.7198125,0.18195,16.1638856310919,1.718565,14.4453206310919,10.32162,1.80656481310919,0.19017625,0.17198125,0.018195,1.61638856310919,0.1718565,1.44453206310919,1.032162,110.688883605789,132.25966859119,119.487760904902,75.5425139893544,96.1876557248534,127.32916955664,106.344536647015,124.983002980781,117.526491648209
1997-08-01,1997,"Q3","1997/98","Q1","August",81.402177546048,67.9708182509501,12.3412304166667,9.57362291666667,2.7676075,39.27742305,1.85611315,37.4213099,16.3521647842834,37.936555,12.2103266319072,2.2169875,1.7198125,0.497175,9.9933391319072,0.3334335,9.6599056319072,6.81495,1.22103266319072,0.22169875,0.17198125,0.0497175,0.99933391319072,0.03334335,0.96599056319072,0.681495,109.580834244444,99.8860227766224,91.1528219923978,76.934625358264,18.662190085992,24.2572053858548,105.545525339485,84.4743171547494,80.0359057222365
