"Date","Year","Quarter","FY","QFY","Month","I_ONI","I_7DAY","I_OVA"
2012-01-02,2012,"Q1","2011/12","Q3","January",27.2,30.75,30.42
2012-01-03,2012,"Q1","2011/12","Q3","January",26.62,30.96,28.32
2012-01-04,2012,"Q1","2011/12","Q3","January",28.14,30.59,29.48
2012-01-05,2012,"Q1","2011/12","Q3","January",26.8,28.26,27.46
2012-01-09,2012,"Q1","2011/12","Q3","January",29,29.25,29.24
2012-01-10,2012,"Q1","2011/12","Q3","January",26,25.6598360655738,26.2852112676056
2012-01-11,2012,"Q1","2011/12","Q3","January",24.4970930232558,27.3379120879121,25.9028571428571
2012-01-12,2012,"Q1","2011/12","Q3","January",23.3,25.7105263157895,24.4041379310345
2012-01-16,2012,"Q1","2011/12","Q3","January",24.5769230769231,29,25.9568607068607
2012-01-17,2012,"Q1","2011/12","Q3","January",24.125,27,25.7070460704607
2012-01-18,2012,"Q1","2011/12","Q3","January",27.3875,26.5239130434783,27.1154109589041
2012-01-19,2012,"Q1","2011/12","Q3","January",29.8620689655172,31.125,30.0540935672515
2012-01-20,2012,"Q1","2011/12","Q3","January",29.8620689655172,26.5048076923077,26.4280303030303
2012-01-23,2012,"Q1","2011/12","Q3","January",25.9186046511628,28.24,26.7720588235294
2012-01-24,2012,"Q1","2011/12","Q3","January",25.4,28.4474708171206,25.9376257545272
2012-01-25,2012,"Q1","2011/12","Q3","January",20.0508474576271,27.9316239316239,21.5034578146611
2012-01-27,2012,"Q1","2011/12","Q3","January",20.0508474576271,28.875,18.72
2012-01-30,2012,"Q1","2011/12","Q3","January",27,29.1910569105691,29.1388888888889
2012-01-31,2012,"Q1","2011/12","Q3","January",26.35,30.9659090909091,27.5820659062104
2012-02-01,2012,"Q1","2011/12","Q3","February",27.3687707641196,29.3333333333333,27.4620253164557
2012-02-02,2012,"Q1","2011/12","Q3","February",25.9166666666667,29.7777777777778,26.4066666666667
2012-02-03,2012,"Q1","2011/12","Q3","February",25.9166666666667,26.2352941176471,23.1969439728353
2012-02-06,2012,"Q1","2011/12","Q3","February",17.27,28.18,18.91
2012-02-07,2012,"Q1","2011/12","Q3","February",20.9333333333333,23.3981481481481,21.8697916666667
2012-02-08,2012,"Q1","2011/12","Q3","February",12.9285714285714,17.75,15.344262295082
2012-02-09,2012,"Q1","2011/12","Q3","February",5.22222222222222,16.1666666666667,6.91358024691358
2012-02-10,2012,"Q1","2011/12","Q3","February",5.22222222222222,16.1666666666667,9.17277486910995
2012-02-13,2012,"Q1","2011/12","Q3","February",14.2277992277992,21.9565217391304,16.6042780748663
2012-02-14,2012,"Q1","2011/12","Q3","February",15.3592814371258,23.1538461538462,17.5431034482759
2012-02-15,2012,"Q1","2011/12","Q3","February",16.5135135135135,23.225,20.3932038834951
2012-02-16,2012,"Q1","2011/12","Q3","February",19.9375,23.4666666666667,21.6451612903226
2012-02-17,2012,"Q1","2011/12","Q3","February",19.9375,22.5,19.7435897435897
2012-02-20,2012,"Q1","2011/12","Q3","February",18.375,24.1552062868369,22.3030707610147
2012-02-21,2012,"Q1","2011/12","Q3","February",20.4444444444444,25.1373626373626,23.5845588235294
2012-02-22,2012,"Q1","2011/12","Q3","February",20.61,22.8125,21.88
2012-02-23,2012,"Q1","2011/12","Q3","February",11.3389830508475,21.2777777777778,14.3328651685393
2012-02-24,2012,"Q1","2011/12","Q3","February",7.99133333333334,22.6666666666667,9.32545454545455
2012-02-27,2012,"Q1","2011/12","Q3","February",15.9393939393939,24.045,22.2908496732026
2012-02-28,2012,"Q1","2011/12","Q3","February",18.5,22.875,19.8125
2012-02-29,2012,"Q1","2011/12","Q3","February",17.1481481481481,22.625,18.3888888888889
2012-03-01,2012,"Q1","2011/12","Q3","March",17.1481481481481,22.62,23.03
2012-03-02,2012,"Q1","2011/12","Q3","March",17.1481481481481,21.5384615384615,19.6769230769231
2012-03-05,2012,"Q1","2011/12","Q3","March",21.3846153846154,24,22.5217391304348
2012-03-06,2012,"Q1","2011/12","Q3","March",22.4444444444444,25.3846153846154,20.9111111111111
2012-03-07,2012,"Q1","2011/12","Q3","March",22.4444444444444,25.8666666666667,23.9333333333333
2012-03-09,2012,"Q1","2011/12","Q3","March",22.4444444444444,26.25,21.5340909090909
2012-03-12,2012,"Q1","2011/12","Q3","March",24.333,27.8181818181818,26.5882352941176
2012-03-13,2012,"Q1","2011/12","Q3","March",25.53,26.33,25.72
2012-03-14,2012,"Q1","2011/12","Q3","March",26.3333333333333,26.33,26.2166666666667
2012-03-15,2012,"Q1","2011/12","Q3","March",26.0769230769231,27,26.5
2012-03-16,2012,"Q1","2011/12","Q3","March",26.0769230769231,27.875,24.635
2012-03-19,2012,"Q1","2011/12","Q3","March",25.1666666666667,27.1285714285714,26.6276595744681
2012-03-20,2012,"Q1","2011/12","Q3","March",22.9142857142857,25.4615384615385,24.0642673521851
2012-03-21,2012,"Q1","2011/12","Q3","March",18.68,23.3,20.1578947368421
2012-03-22,2012,"Q1","2011/12","Q3","March",17.5263157894737,21.3846153846154,18.4912280701754
2012-03-23,2012,"Q1","2011/12","Q3","March",17.5263157894737,18,8.92032967032967
2012-03-26,2012,"Q1","2011/12","Q3","March",23.5454545454545,27,25.08
2012-03-27,2012,"Q1","2011/12","Q3","March",22.9583333333333,24.3333333333333,23.4871794871795
2012-03-28,2012,"Q1","2011/12","Q3","March",22.3513513513513,24.0625,23.1917808219178
2012-03-29,2012,"Q1","2011/12","Q3","March",22.6181818181818,26.3055555555556,23.1936339522546
2012-03-30,2012,"Q1","2011/12","Q3","March",22.6181818181818,26.3055555555556,17.8482142857143
2012-04-02,2012,"Q2","2011/12","Q4","April",21.3333333333333,26.3055555555556,23.9131652661064
2012-04-03,2012,"Q2","2011/12","Q4","April",18,22.7333333333333,20.6171875
2012-04-04,2012,"Q2","2011/12","Q4","April",22.5483870967742,24.3636363636364,23.3508771929825
2012-04-05,2012,"Q2","2011/12","Q4","April",22.5483870967742,22.1844155844156,22.4454198473282
2012-04-10,2012,"Q2","2011/12","Q4","April",22.3684210526316,23.1764705882353,22.8867924528302
2012-04-11,2012,"Q2","2011/12","Q4","April",24.2698412698413,23.7142857142857,24.0617283950617
2012-04-12,2012,"Q2","2011/12","Q4","April",21.6,24,22.2814371257485
2012-04-13,2012,"Q2","2011/12","Q4","April",21.6,25,16.1875
2012-04-16,2012,"Q2","2011/12","Q4","April",20.4285714285714,21.9415204678363,21.0754257907543
2012-04-17,2012,"Q2","2011/12","Q4","April",21.5333333333333,22.1228209191759,22.0601983002833
2012-04-18,2012,"Q2","2011/12","Q4","April",17.3333333333333,20,19.1727748691099
2012-04-19,2012,"Q2","2011/12","Q4","April",17.04,22.3571428571429,19.3597122302158
2012-04-20,2012,"Q2","2011/12","Q4","April",17.04,19.1428571428571,14.8605200945627
2012-04-23,2012,"Q2","2011/12","Q4","April",19.5,23.595,22.956862745098
2012-04-24,2012,"Q2","2011/12","Q4","April",21.5,23.595,22.51
2012-04-25,2012,"Q2","2011/12","Q4","April",20.8666666666667,22.4225352112676,21.9644128113879
2012-04-26,2012,"Q2","2011/12","Q4","April",21.6428571428571,23,22.4378698224852
2012-04-27,2012,"Q2","2011/12","Q4","April",21.6428571428571,22.8888888888889,19.4705882352941
2012-04-30,2012,"Q2","2011/12","Q4","April",21.6428571428571,22.7861271676301,22.7274096385542
2012-05-02,2012,"Q2","2011/12","Q4","May",18.1739130434783,20.5833333333333,19.8513513513514
2012-05-03,2012,"Q2","2011/12","Q4","May",17,20.75,18.9818181818182
2012-05-04,2012,"Q2","2011/12","Q4","May",17,23.9487179487179,19.086491739553
2012-05-07,2012,"Q2","2011/12","Q4","May",20.8461538461538,22.5191256830601,22.3793103448276
2012-05-08,2012,"Q2","2011/12","Q4","May",20,21.6086956521739,21.48
2012-05-09,2012,"Q2","2011/12","Q4","May",19,20.1204188481675,19.9771689497717
2012-05-10,2012,"Q2","2011/12","Q4","May",16,19.3602941176471,19.1736111111111
2012-05-11,2012,"Q2","2011/12","Q4","May",16,20,16.156862745098
2012-05-14,2012,"Q2","2011/12","Q4","May",15.5,19.7875,18.0205479452055
2012-05-15,2012,"Q2","2011/12","Q4","May",14.690909,21.36667,16.12143
2012-05-16,2012,"Q2","2011/12","Q4","May",16.05,21.2,18.39
2012-05-17,2012,"Q2","2011/12","Q4","May",18.17,20.91,18.47
2012-05-18,2012,"Q2","2011/12","Q4","May",13.01,20.54,14.36
2012-05-21,2012,"Q2","2011/12","Q4","May",18.6848484848485,20.2644628099174,19.6569343065693
2012-05-22,2012,"Q2","2011/12","Q4","May",19.6666666666667,20.8947368421053,20.6
2012-05-23,2012,"Q2","2011/12","Q4","May",18.6785714285714,20.4545454545455,19.1159420289855
2012-05-24,2012,"Q2","2011/12","Q4","May",19.3333333333333,20.6642857142857,20.6329787234043
2012-05-25,2012,"Q2","2011/12","Q4","May",13.9407114624506,20.58125,15.536036036036
2012-05-28,2012,"Q2","2011/12","Q4","May",17.75,20.2444444444444,20.0748031496063
2012-05-29,2012,"Q2","2011/12","Q4","May",14.1475409836066,18.2933333333333,16.5347222222222
2012-05-30,2012,"Q2","2011/12","Q4","May",16.4444444444444,20.6440397350993,19.5876623376623
2012-05-31,2012,"Q2","2011/12","Q4","May",13.2674418604651,20.75,14.125
2012-06-01,2012,"Q2","2011/12","Q4","June",7.5,17.5714285714286,8.93877551020408
2012-06-04,2012,"Q2","2011/12","Q4","June",18.1428571428571,20.1461538461539,19.3657407407407
2012-06-05,2012,"Q2","2011/12","Q4","June",19.5,21.7857142857143,20.4411764705882
2012-06-06,2012,"Q2","2011/12","Q4","June",18.7906976744186,19.875,19.4959349593496
2012-06-07,2012,"Q2","2011/12","Q4","June",15.8387096774194,18.2,16.6907216494845
2012-06-08,2012,"Q2","2011/12","Q4","June",10.9375,17.8,12.5714285714286
2012-06-11,2012,"Q2","2011/12","Q4","June",18,19.8654545454545,19.1615094339623
2012-06-12,2012,"Q2","2011/12","Q4","June",18,20.7,20.2368421052632
2012-06-13,2012,"Q2","2011/12","Q4","June",16.1428571428571,18.5454545454545,17.2
2012-06-14,2012,"Q2","2011/12","Q4","June",18.8783783783784,20.9166666666667,19.3333333333333
2012-06-15,2012,"Q2","2011/12","Q4","June",13.672268907563,14.6,13.7096774193548
2012-06-18,2012,"Q2","2011/12","Q4","June",19.3333333333333,20.5228758169935,20.2424242424242
2012-06-19,2012,"Q2","2011/12","Q4","June",17.9954128440367,20.140350877193,19.2409177820268
2012-06-20,2012,"Q2","2011/12","Q4","June",18,21.2272727272727,19.4741379310345
2012-06-21,2012,"Q2","2011/12","Q4","June",20.9528301886792,19.9871794871795,20.6504854368932
2012-06-22,2012,"Q2","2011/12","Q4","June",19.7654320987654,20.3913043478261,19.9038461538462
2012-06-25,2012,"Q2","2011/12","Q4","June",19.85,20.04,19.93
2012-06-26,2012,"Q2","2011/12","Q4","June",19.34,20.26,20.03
2012-06-27,2012,"Q2","2011/12","Q4","June",19.38,20,19.43
2012-06-28,2012,"Q2","2011/12","Q4","June",19.7647058823529,20.9944444444444,20.5506756756757
2012-06-29,2012,"Q2","2011/12","Q4","June",18.4805510534846,19.0566037735849,18.7655925155925
2012-07-02,2012,"Q3","2012/13","Q1","July",21.25,22.262180974478,22.1407185628743
2012-07-03,2012,"Q3","2012/13","Q1","July",21.4814814814815,20.53125,20.7956989247312
2012-07-04,2012,"Q3","2012/13","Q1","July",21.4814814814815,20.4711538461538,20.8164556962025
2012-07-05,2012,"Q3","2012/13","Q1","July",18.5555555555556,20.359375,19.71
2012-07-06,2012,"Q3","2012/13","Q1","July",15.1428571428571,19.4,17.8032786885246
2012-07-09,2012,"Q3","2012/13","Q1","July",16.8333333333333,18.2256637168142,18.1688741721854
2012-07-10,2012,"Q3","2012/13","Q1","July",15.3947368421053,16.9333333333333,16.2280701754386
2012-07-11,2012,"Q3","2012/13","Q1","July",15.6451612903226,18.2467532467532,17.5090909090909
2012-07-12,2012,"Q3","2012/13","Q1","July",10,16.1833333333333,13.3667315175097
2012-07-13,2012,"Q3","2012/13","Q1","July",4.98364485981309,16.972972972973,0.0860195758564437
2012-07-16,2012,"Q3","2012/13","Q1","July",16.75,18.3079096045198,0.178941908713693
2012-07-17,2012,"Q3","2012/13","Q1","July",16.3684210526316,18.5819672131148,0.1805625
2012-07-18,2012,"Q3","2012/13","Q1","July",16.64,18.247619047619,0.177290322580645
2012-07-19,2012,"Q3","2012/13","Q1","July",14.9797101449275,18.0405405405405,0.163559748427673
2012-07-20,2012,"Q3","2012/13","Q1","July",7.69444444444445,16.9904761904762,0.116144578313253
2012-07-23,2012,"Q3","2012/13","Q1","July",9.35220125786164,16.9875,13.6058495821727
2012-07-24,2012,"Q3","2012/13","Q1","July",10.8617021276596,16.9545454545455,15.298600311042
2012-07-25,2012,"Q3","2012/13","Q1","July",10.3673469387755,15.9166666666667,11.8636363636364
2012-07-26,2012,"Q3","2012/13","Q1","July",11.6153846153846,16.8666666666667,13.15234375
2012-07-27,2012,"Q3","2012/13","Q1","July",6.36363636363636,18.625,7.7956204379562
2012-07-30,2012,"Q3","2012/13","Q1","July",15.5833333333333,17.8229166666667,17.8260473588343
2012-07-31,2012,"Q3","2012/13","Q1","July",16.53,17.73,17.06
2012-08-01,2012,"Q3","2012/13","Q1","August",15.86,17.49,16.94
2012-08-02,2012,"Q3","2012/13","Q1","August",15.91,16.74,16.42
2012-08-03,2012,"Q3","2012/13","Q1","August",10.64,16.81,12.07
2012-08-06,2012,"Q3","2012/13","Q1","August",11.16,16.48,15.18
2012-08-07,2012,"Q3","2012/13","Q1","August",12.27,17.19,14.5
2012-08-08,2012,"Q3","2012/13","Q1","August",11.53,16.46,14.03
2012-08-09,2012,"Q3","2012/13","Q1","August",6.23404255319149,14.7307692307692,8.93971631205674
2012-08-10,2012,"Q3","2012/13","Q1","August",4.459459,16.359616284511,9.58125
2012-08-13,2012,"Q3","2012/13","Q1","August",12.1891891891892,16.8333333333333,14.8705882352941
2012-08-14,2012,"Q3","2012/13","Q1","August",9.39678284182306,15.5869565217391,12.0932069510269
2012-08-15,2012,"Q3","2012/13","Q1","August",6.5,16.1372549019608,10.4534161490683
2012-08-16,2012,"Q3","2012/13","Q1","August",10.8909090909091,16.5,12.4666666666667
2012-08-17,2012,"Q3","2012/13","Q1","August",11.0752688172043,14.75,11.6146788990826
2012-08-20,2012,"Q3","2012/13","Q1","August",12.3675847457627,16.9533898305085,15.4706513958482
2012-08-21,2012,"Q3","2012/13","Q1","August",12.4156714244101,16.8,12.8133756278086
2012-08-22,2012,"Q3","2012/13","Q1","August",11.9577922077922,15.8076923076923,12.2013381995134
2012-08-23,2012,"Q3","2012/13","Q1","August",11.0357142857143,16,11.6129032258064
2012-08-24,2012,"Q3","2012/13","Q1","August",9.02105263157895,16,9.02105263157895
2012-08-27,2012,"Q3","2012/13","Q1","August",13.7631578947368,17.3333333333333,14.7943925233645
2012-08-28,2012,"Q3","2012/13","Q1","August",17,16.9444444444444,16.9428571428571
2012-08-29,2012,"Q3","2012/13","Q1","August",19.0188679245283,16.5555555555556,18.7525252525253
2012-08-30,2012,"Q3","2012/13","Q1","August",12.5384615384615,16.3859060402685,14.5785953177258
2012-08-31,2012,"Q3","2012/13","Q1","August",11.5714285714286,14,12.114406779661
2012-09-03,2012,"Q3","2012/13","Q1","September",11.2264150943396,16.3645569620253,15.0939252336449
2012-09-04,2012,"Q3","2012/13","Q1","September",10.625,14.5,11.2708333333333
2012-09-05,2012,"Q3","2012/13","Q1","September",10.4074074074074,13.3262195121951,12.0083612040134
2012-09-06,2012,"Q3","2012/13","Q1","September",8.06896551724138,14.5333333333333,11.2954545454545
2012-09-07,2012,"Q3","2012/13","Q1","September",7.23595505617978,12.4285714285714,7.83908045977011
2012-09-10,2012,"Q3","2012/13","Q1","September",12.7965367965368,14.9540816326531,14.2557354925776
2012-09-11,2012,"Q3","2012/13","Q1","September",11.7922077922078,15.2307692307692,12.6666666666667
2012-09-12,2012,"Q3","2012/13","Q1","September",12.5,15.3084291187739,14.7296072507553
2012-09-13,2012,"Q3","2012/13","Q1","September",12.8125,14.9833333333333,14.2872340425532
2012-09-14,2012,"Q3","2012/13","Q1","September",11.1632653061224,15,12.679012345679
2012-09-17,2012,"Q3","2012/13","Q1","September",13.2033898305085,14.9303797468354,14.1533700137552
2012-09-18,2012,"Q3","2012/13","Q1","September",13.0512820512821,14.7142857142857,13.2916666666667
2012-09-19,2012,"Q3","2012/13","Q1","September",12.655737704918,15.0869565217391,13.8694029850746
2012-09-20,2012,"Q3","2012/13","Q1","September",12.27,15.34,13.31
2012-09-21,2012,"Q3","2012/13","Q1","September",10.91,15,11.12
2012-09-24,2012,"Q3","2012/13","Q1","September",10.15,14.92,12.95
2012-09-25,2012,"Q3","2012/13","Q1","September",8.77,12.79,10.51
2012-09-26,2012,"Q3","2012/13","Q1","September",7.92,15.03,12.3
2012-09-27,2012,"Q3","2012/13","Q1","September",5.846153846,14.125,6.4375
2012-09-28,2012,"Q3","2012/13","Q1","September",5.183333,12.3889,6.846154
2012-10-01,2012,"Q4","2012/13","Q2","October",5.235294118,14.02307692,11.77058824
2012-10-02,2012,"Q4","2012/13","Q2","October",5.7,12.4,7.04
2012-10-03,2012,"Q4","2012/13","Q2","October",6.50955414,12.97222222,9.961424332
2012-10-04,2012,"Q4","2012/13","Q2","October",10.19047619,12.90769231,11.55841584
2012-10-05,2012,"Q4","2012/13","Q2","October",7.918699187,12.81818182,9.209580838
2012-10-08,2012,"Q4","2012/13","Q2","October",7.918699187,12.9274193548387,12.5609939759036
2012-10-10,2012,"Q4","2012/13","Q2","October",11.2676056338028,13.8015873015873,12.9295065458207
2012-10-11,2012,"Q4","2012/13","Q2","October",11.765625,13.9253731343284,12.5076923076923
2012-10-12,2012,"Q4","2012/13","Q2","October",13.1153846153846,14.2325581395349,13.5123966942149
2012-10-15,2012,"Q4","2012/13","Q2","October",14.1923076923077,14.875,14.5909090909091
2012-10-16,2012,"Q4","2012/13","Q2","October",15.0731707317073,15.4,14.9081081081081
2012-10-17,2012,"Q4","2012/13","Q2","October",13.5,13.5909090909091,14
2012-10-18,2012,"Q4","2012/13","Q2","October",11.8888888888889,12.7,12.1951219512195
2012-10-19,2012,"Q4","2012/13","Q2","October",5.68824940047962,12.7,8.61280931586608
2012-10-22,2012,"Q4","2012/13","Q2","October",13.3414634146341,13.6171875,13.4148936170213
2012-10-23,2012,"Q4","2012/13","Q2","October",14.38095238,13.25,14.12962963
2012-10-24,2012,"Q4","2012/13","Q2","October",11.5526315789474,14.6755319148936,13.4059139784946
2012-10-25,2012,"Q4","2012/13","Q2","October",11.5526315789474,14.3205882352941,13.1482112436116
2012-10-29,2012,"Q4","2012/13","Q2","October",11.2409240924092,13.5106382978723,12.620957309185
2012-10-30,2012,"Q4","2012/13","Q2","October",11.7222222222222,12.6511111111111,11.7222222222222
2012-10-31,2012,"Q4","2012/13","Q2","October",9.7909604519774,13.9290322580645,11.7228915662651
2012-11-01,2012,"Q4","2012/13","Q2","November",10.14,14,11.76
2012-11-02,2012,"Q4","2012/13","Q2","November",0,12.54,8.23
2012-11-05,2012,"Q4","2012/13","Q2","November",12.099173553719,12.7471264367816,12.4546539379475
2012-11-06,2012,"Q4","2012/13","Q2","November",7.73825503355705,12.06,9.01536643026004
2012-11-07,2012,"Q4","2012/13","Q2","November",6.46808510638298,12.59375,10.3759124087591
2012-11-08,2012,"Q4","2012/13","Q2","November",6,11.8947368421053,9.2
2012-11-09,2012,"Q4","2012/13","Q2","November",6.41384863123994,13.2583333333333,8.64332247557003
2012-11-12,2012,"Q4","2012/13","Q2","November",7.61246312684366,12.3594890510949,10.0376884422111
2012-11-13,2012,"Q4","2012/13","Q2","November",7.59090909090909,12.0943396226415,8.88108108108108
2012-11-14,2012,"Q4","2012/13","Q2","November",8.10714285714286,12.9807692307692,9.65243902439025
2012-11-15,2012,"Q4","2012/13","Q2","November",7.76470588235294,12.472,10.6463917525773
2012-11-16,2012,"Q4","2012/13","Q2","November",6.48936170212766,12.8469879518072,9.47062146892655
2012-11-19,2012,"Q4","2012/13","Q2","November",8.53968253968254,12.9631578947368,10.5576923076923
2012-11-20,2012,"Q4","2012/13","Q2","November",8.50840336134454,12.5,10.1396907216495
2012-11-21,2012,"Q4","2012/13","Q2","November",8.75555555555556,12.3857142857143,10.359756097561
2012-11-22,2012,"Q4","2012/13","Q2","November",7.07368421052631,12.6454545454545,8.43941605839416
2012-11-23,2012,"Q4","2012/13","Q2","November",9.33870967741935,12.6333333333333,9.87297297297297
2012-11-26,2012,"Q4","2012/13","Q2","November",8.55555555555556,12.46375,11.7459183673469
2012-11-27,2012,"Q4","2012/13","Q2","November",7.88461538461538,12.652,11.0210526315789
2012-11-28,2012,"Q4","2012/13","Q2","November",9.82324455205811,12.8277777777778,11.8827113480579
2012-11-29,2012,"Q4","2012/13","Q2","November",8.62790697674419,12.3619047619048,9.39469026548672
2012-11-30,2012,"Q4","2012/13","Q2","November",6.65420560747664,12.2307692307692,8.86016949152542
2012-12-03,2012,"Q4","2012/13","Q2","December",10.3008849557522,13.0086206896552,12.3622141997593
2012-12-04,2012,"Q4","2012/13","Q2","December",9.97722960151802,12.5943396226415,10.9409403669725
2012-12-05,2012,"Q4","2012/13","Q2","December",9.34615384615385,12.2666666666667,10.3006535947712
2012-12-06,2012,"Q4","2012/13","Q2","December",10.9848484848485,12.8142857142857,11.8679245283019
2012-12-07,2012,"Q4","2012/13","Q2","December",7.47619047619048,12.5387323943662,8.6868609406953
2012-12-10,2012,"Q4","2012/13","Q2","December",7.9,12.22,11.15
2012-12-11,2012,"Q4","2012/13","Q2","December",5.34632034632035,12.4741379310345,8.21384039900249
2012-12-12,2012,"Q4","2012/13","Q2","December",4.84210526315789,12.6103448275862,8.2044776119403
2012-12-13,2012,"Q4","2012/13","Q2","December",5.540756914,12.0833333333333,7.75081833060556
2012-12-14,2012,"Q4","2012/13","Q2","December",3.89567966280295,11.5019011406844,6.60813559322034
2012-12-17,2012,"Q4","2012/13","Q2","December",8.3483870967742,12,10.4506666666667
2012-12-18,2012,"Q4","2012/13","Q2","December",8.58206686930091,12.372641509434,10.2738287560582
2012-12-19,2012,"Q4","2012/13","Q2","December",8.44074074074074,12.5435897435897,9.81290322580645
2012-12-20,2012,"Q4","2012/13","Q2","December",9.46551724137931,12.5,9.9873417721519
2012-12-21,2012,"Q4","2012/13","Q2","December",7.83333333333333,11.5,9.20388349514563
2012-12-24,2012,"Q4","2012/13","Q2","December",8.04824561403508,12.1086956521739,9.30588235294118
2012-12-27,2012,"Q4","2012/13","Q2","December",8.9,12.1286585365854,11.1883458646617
2012-12-28,2012,"Q4","2012/13","Q2","December",0,12.375,7.82075471698113
2012-12-31,2012,"Q4","2012/13","Q2","December",8.52380952380952,11.8888888888889,10.8795620437956
2013-01-02,2013,"Q1","2012/13","Q3","January",7.65333333333333,12.0337078651685,9.28451882845189
2013-01-03,2013,"Q1","2012/13","Q3","January",7.23913043478261,11.9213114754098,10.9940928270042
2013-01-04,2013,"Q1","2012/13","Q3","January",5.84322033898305,11.4615384615385,6.85763888888889
2013-01-07,2013,"Q1","2012/13","Q3","January",9.02097902097902,11.5588235294118,9.6006600660066
2013-01-08,2013,"Q1","2012/13","Q3","January",7.84,11.33,8.92
2013-01-09,2013,"Q1","2012/13","Q3","January",7.875,12.8351648351648,8.83333333333333
2013-01-10,2013,"Q1","2012/13","Q3","January",6.20754716981132,12.7314814814815,9.33695652173913
2013-01-11,2013,"Q1","2012/13","Q3","January",7.71,12.37,8.41
2013-01-14,2013,"Q1","2012/13","Q3","January",8.66666666666667,12.8666666666667,12.1666666666667
2013-01-15,2013,"Q1","2012/13","Q3","January",7.88181818181818,11.46875,8.69014084507042
2013-01-16,2013,"Q1","2012/13","Q3","January",9,12,10.8409090909091
2013-01-17,2013,"Q1","2012/13","Q3","January",6.84615384615385,11.7390804597701,9.47097156398104
2013-01-18,2013,"Q1","2012/13","Q3","January",6.8125,11.952380952381,9.36220472440945
2013-01-21,2013,"Q1","2012/13","Q3","January",8.74515235457064,12.21875,9.46219758064516
2013-01-22,2013,"Q1","2012/13","Q3","January",5.75836431226766,12.4689655172414,7.18301610541728
2013-01-23,2013,"Q1","2012/13","Q3","January",8.48275862068965,12.4553571428571,11.1896551724138
2013-01-24,2013,"Q1","2012/13","Q3","January",6.97,12.1,8.7
2013-01-25,2013,"Q1","2012/13","Q3","January",4.1,10.86,5.8
2013-01-28,2013,"Q1","2012/13","Q3","January",7.3,11.9,10.1
2013-01-29,2013,"Q1","2012/13","Q3","January",6.3,11.8,9.2
2013-01-31,2013,"Q1","2012/13","Q3","January",6.5,11.9,10.1
2013-02-01,2013,"Q1","2012/13","Q3","February",6.4,10.2,7.4
2013-02-04,2013,"Q1","2012/13","Q3","February",8.3,11.8,10.5
2013-02-05,2013,"Q1","2012/13","Q3","February",7.1,11.7,7.7
2013-02-06,2013,"Q1","2012/13","Q3","February",7.5,11.7,8.7
2013-02-07,2013,"Q1","2012/13","Q3","February",6.3,10.5,7.1
2013-02-08,2013,"Q1","2012/13","Q3","February",3.5,10.5,3.7
2013-02-11,2013,"Q1","2012/13","Q3","February",5.9,11.8,9.2
2013-02-12,2013,"Q1","2012/13","Q3","February",5.6,12,7.5
2013-02-13,2013,"Q1","2012/13","Q3","February",4.4,10,4.9
2013-02-14,2013,"Q1","2012/13","Q3","February",4.7,10.5,7.2
2013-02-15,2013,"Q1","2012/13","Q3","February",4,9.1,5.2
2013-02-18,2013,"Q1","2012/13","Q3","February",3.72,10.0892857142857,7.16666666666667
2013-02-19,2013,"Q1","2012/13","Q3","February",3.5,10.9,7.2
2013-02-20,2013,"Q1","2012/13","Q3","February",5.7,0,5.8
2013-02-21,2013,"Q1","2012/13","Q3","February",4.2,12.5,4.7
2013-02-22,2013,"Q1","2012/13","Q3","February",3.9,9.4,7.4
2013-02-25,2013,"Q1","2012/13","Q3","February",4.9,11.5,8.1
2013-02-26,2013,"Q1","2012/13","Q3","February",4.3,10,5.5
2013-02-27,2013,"Q1","2012/13","Q3","February",5.4,10.8,8.1
2013-02-28,2013,"Q1","2012/13","Q3","February",5.5,10.8,7.4
2013-03-01,2013,"Q1","2012/13","Q3","March",5.5,0,7.5
2013-03-04,2013,"Q1","2012/13","Q3","March",6,10.8,6.9
2013-03-05,2013,"Q1","2012/13","Q3","March",6.8,11.6,7.8
2013-03-06,2013,"Q1","2012/13","Q3","March",8.53,12.02,10.37
2013-03-07,2013,"Q1","2012/13","Q3","March",9.91360089186176,11.1333333333333,10.0077160493827
2013-03-11,2013,"Q1","2012/13","Q3","March",7.07971014492754,11.75,8.68654434250764
2013-03-12,2013,"Q1","2012/13","Q3","March",5.36479128856624,11.75,6.04830917874396
2013-03-13,2013,"Q1","2012/13","Q3","March",5.1404958677686,,5.48148148148148
2013-03-14,2013,"Q1","2012/13","Q3","March",5.20472440944882,10,5.7112676056338
2013-03-15,2013,"Q1","2012/13","Q3","March",5.5,9.5,5.83333333333334
2013-03-18,2013,"Q1","2012/13","Q3","March",6.87610619469027,10.695652173913,8.32417582417582
2013-03-19,2013,"Q1","2012/13","Q3","March",7.47875354107649,11.7777777777778,8.35214446952596
2013-03-20,2013,"Q1","2012/13","Q3","March",8.24489795918367,11.5,8.96825396825397
2013-03-21,2013,"Q1","2012/13","Q3","March",9.6551724137931,12,9.79113924050633
2013-03-22,2013,"Q1","2012/13","Q3","March",11.5197740112994,0,11.5727636849132
2013-03-25,2013,"Q1","2012/13","Q3","March",9.85,11.7428571428571,10.79
2013-03-26,2013,"Q1","2012/13","Q3","March",9.46428571428571,11.5,10.5284090909091
