"Date","Year","Quarter","FY","QFY","Month","I_ONI","I_7DAY","I_OVA"
2020-02-20,2020,"Q1","2019/20","Q3","February",9.18,9.24,9.21
2020-02-21,2020,"Q1","2019/20","Q3","February",8.85,,8.85
2020-02-24,2020,"Q1","2019/20","Q3","February",8.4,9.25,8.44
2020-02-25,2020,"Q1","2019/20","Q3","February",8.91,9.36,9.02
2020-02-26,2020,"Q1","2019/20","Q3","February",8.89,9.25,8.93
2020-02-27,2020,"Q1","2019/20","Q3","February",8.57,9.17,8.76
2020-02-28,2020,"Q1","2019/20","Q3","February",8.28,9.25,8.3
2020-03-02,2020,"Q1","2019/20","Q3","March",8.67,9.4,8.65
2020-03-03,2020,"Q1","2019/20","Q3","March",8.95,9.33,9.02
2020-03-04,2020,"Q1","2019/20","Q3","March",8.24,9.33,8.24
2020-03-05,2020,"Q1","2019/20","Q3","March",8.8,9.26,8.99
2020-03-06,2020,"Q1","2019/20","Q3","March",7.38,9.25,7.41
2020-03-09,2020,"Q1","2019/20","Q3","March",7.61,9.47,7.72
2020-03-10,2020,"Q1","2019/20","Q3","March",6.64,9.5,6.68
2020-03-11,2020,"Q1","2019/20","Q3","March",8.66,9.38,8.74
2020-03-12,2020,"Q1","2019/20","Q3","March",7.24,9.24,8.48
2020-03-13,2020,"Q1","2019/20","Q3","March",7.78,9.25,7.84
2020-03-16,2020,"Q1","2019/20","Q3","March",8.79,9.13,8.82
2020-03-17,2020,"Q1","2019/20","Q3","March",9.68,9.13,9.68
2020-03-18,2020,"Q1","2019/20","Q3","March",10.17,9.13,10.17
2020-03-19,2020,"Q1","2019/20","Q3","March",10.65,9.79,10.28
2020-03-20,2020,"Q1","2019/20","Q3","March",11.22,10.86,11.21
2020-03-23,2020,"Q1","2019/20","Q3","March",9.38,10.53,9.66
2020-03-24,2020,"Q1","2019/20","Q3","March",10.95,10.53,10.92
2020-03-25,2020,"Q1","2019/20","Q3","March",12.65,10.53,12.65
2020-03-26,2020,"Q1","2019/20","Q3","March",11.35,12.24,11.71
2020-03-27,2020,"Q1","2019/20","Q3","March",9.9441117764471,11,10.0221811460259
2020-03-30,2020,"Q1","2019/20","Q3","March",8.47,11,8.47
2020-03-31,2020,"Q1","2019/20","Q3","March",8.65,11,9.36
2020-04-01,2020,"Q2","2019/20","Q4","April",7.19,9.7,7.64
2020-04-02,2020,"Q2","2019/20","Q4","April",7.44,9.07,8.16
2020-04-03,2020,"Q2","2019/20","Q4","April",7.07322175732218,9.15625,7.41052631578947
2020-04-06,2020,"Q2","2019/20","Q4","April",7.73,9.11,7.99
2020-04-07,2020,"Q2","2019/20","Q4","April",7.17,8.23,7.45
2020-04-08,2020,"Q2","2019/20","Q4","April",6.88,9.5,6.91
2020-04-09,2020,"Q2","2019/20","Q4","April",7.1,8.69,7.37
2020-04-14,2020,"Q2","2019/20","Q4","April",6.7,8.86,6.91
2020-04-15,2020,"Q2","2019/20","Q4","April",6.36,8.5,9.03
2020-04-16,2020,"Q2","2019/20","Q4","April",6.58,8,7.15
2020-04-17,2020,"Q2","2019/20","Q4","April",7.77,8,7.83
2020-04-20,2020,"Q2","2019/20","Q4","April",7.85,8,7.85
2020-04-21,2020,"Q2","2019/20","Q4","April",6.54,8,6.89
2020-04-22,2020,"Q2","2019/20","Q4","April",7,8,7.03
2020-04-23,2020,"Q2","2019/20","Q4","April",7.37,8.25,7.71
2020-04-24,2020,"Q2","2019/20","Q4","April",7.01,8.25,7.01
2020-04-27,2020,"Q2","2019/20","Q4","April",7.34,8,7.43
2020-04-28,2020,"Q2","2019/20","Q4","April",6.88,8,7.14
2020-04-29,2020,"Q2","2019/20","Q4","April",6.54,8,6.99
2020-04-30,2020,"Q2","2019/20","Q4","April",6.47,8.16,7.52
2020-05-04,2020,"Q2","2019/20","Q4","May",7.85,8.25,7.85
2020-05-05,2020,"Q2","2019/20","Q4","May",6.97,8.25,7.06
2020-05-06,2020,"Q2","2019/20","Q4","May",8.22,8.09,8.17
2020-05-07,2020,"Q2","2019/20","Q4","May",5.73,8.25,7.11
2020-05-08,2020,"Q2","2019/20","Q4","May",7.36,8.25,7.36
2020-05-11,2020,"Q2","2019/20","Q4","May",6.61,8.25,6.61
2020-05-12,2020,"Q2","2019/20","Q4","May",6.89,8.25,6.89
2020-05-13,2020,"Q2","2019/20","Q4","May",7.29,8.25,7.29
2020-05-14,2020,"Q2","2019/20","Q4","May",5.96,8.22,6.85
2020-05-15,2020,"Q2","2019/20","Q4","May",7.21,8.3,7.76
2020-05-18,2020,"Q2","2019/20","Q4","May",7.85,8.25,7.95
2020-05-19,2020,"Q2","2019/20","Q4","May",8.06,8.25,8.11
2020-05-20,2020,"Q2","2019/20","Q4","May",7.5,8.25,7.56
2020-05-21,2020,"Q2","2019/20","Q4","May",7.79,8.3,8.12
2020-05-22,2020,"Q2","2019/20","Q4","May",8.34,8.74,8.34
2020-05-25,2020,"Q2","2019/20","Q4","May",8.31,8.44,8.32
2020-05-26,2020,"Q2","2019/20","Q4","May",8.44,10,8.46
2020-05-27,2020,"Q2","2019/20","Q4","May",6.87,8.5,6.87
2020-05-28,2020,"Q2","2019/20","Q4","May",7.47,8.48,7.73
2020-05-29,2020,"Q2","2019/20","Q4","May",7.39,8.42,7.57
2020-06-01,2020,"Q2","2019/20","Q4","June",6.77,8.29,7.16
2020-06-02,2020,"Q2","2019/20","Q4","June",8.45,9,8.46
2020-06-04,2020,"Q2","2019/20","Q4","June",7,8.27,7.4
2020-06-05,2020,"Q2","2019/20","Q4","June",6.09,8.57,6.37
2020-06-08,2020,"Q2","2019/20","Q4","June",7.58,8.57,7.58
2020-06-10,2020,"Q2","2019/20","Q4","June",6.04,7.5,6.1
2020-06-11,2020,"Q2","2019/20","Q4","June",7.24,7.34,7.31
2020-06-12,2020,"Q2","2019/20","Q4","June",6.46,7.62,6.65
2020-06-15,2020,"Q2","2019/20","Q4","June",6.3,7.43,6.62
2020-06-16,2020,"Q2","2019/20","Q4","June",6.9,7.27,7.03
2020-06-17,2020,"Q2","2019/20","Q4","June",7.48,7.27,7.48
2020-06-18,2020,"Q2","2019/20","Q4","June",6.3,7.23,6.86
2020-06-19,2020,"Q2","2019/20","Q4","June",6.61,7.21,6.8
2020-06-22,2020,"Q2","2019/20","Q4","June",7.01,7.25,5.87
2020-06-23,2020,"Q2","2019/20","Q4","June",6.5,7.13,6.67
2020-06-24,2020,"Q2","2019/20","Q4","June",5.83,7.13,5.83
2020-06-25,2020,"Q2","2019/20","Q4","June",6.48,7.17,6.95
2020-06-26,2020,"Q2","2019/20","Q4","June",5.48,7.37,5.89
2020-06-29,2020,"Q2","2019/20","Q4","June",5.53,7.38,6.45
2020-06-30,2020,"Q2","2019/20","Q4","June",4.98,7.2,5.29
2020-07-01,2020,"Q3","2020/21","Q1","July",4.67,7.27,6.02
2020-07-02,2020,"Q3","2020/21","Q1","July",5.48,7.24,6.76
2020-07-03,2020,"Q3","2020/21","Q1","July",6.94,7.25,6.97
2020-07-06,2020,"Q3","2020/21","Q1","July",6.65,7.47,6.89
2020-07-07,2020,"Q3","2020/21","Q1","July",7.02,7.13,7.05
2020-07-08,2020,"Q3","2020/21","Q1","July",7.29,7.13,7.29
2020-07-09,2020,"Q3","2020/21","Q1","July",7.05,7.26,7.18
2020-07-10,2020,"Q3","2020/21","Q1","July",7.15,7.44,7.23
2020-07-13,2020,"Q3","2020/21","Q1","July",7.05,7.36,7.09
2020-07-14,2020,"Q3","2020/21","Q1","July",7.23,7.25,7.22
2020-07-15,2020,"Q3","2020/21","Q1","July",7.43,7.25,7.35
2020-07-16,2020,"Q3","2020/21","Q1","July",7.89,7.35,7.61
2020-07-17,2020,"Q3","2020/21","Q1","July",7.93,8,7.83
2020-07-20,2020,"Q3","2020/21","Q1","July",7.68,8,7.68
2020-07-21,2020,"Q3","2020/21","Q1","July",5.13,7.23,5.43
2020-07-22,2020,"Q3","2020/21","Q1","July",4.53,7.21,5.55
2020-07-23,2020,"Q3","2020/21","Q1","July",7.27,7.28,7.28
2020-07-24,2020,"Q3","2020/21","Q1","July",7.08,7.34,7.12
2020-07-27,2020,"Q3","2020/21","Q1","July",7.31,7.22,7.27
2020-07-28,2020,"Q3","2020/21","Q1","July",7.4,7.29,7.39
2020-07-29,2020,"Q3","2020/21","Q1","July",7.52,7.5,7.51
2020-07-30,2020,"Q3","2020/21","Q1","July",7.44,7.35,7.45
2020-08-03,2020,"Q3","2020/21","Q1","August",7.01,7.32,7.15
2020-08-04,2020,"Q3","2020/21","Q1","August",5.76,7.42,6.21
2020-08-05,2020,"Q3","2020/21","Q1","August",7.1,7.3,7.15
2020-08-06,2020,"Q3","2020/21","Q1","August",6.8,7.28,7.18
2020-08-07,2020,"Q3","2020/21","Q1","August",6.57,7.5,6.73
2020-08-10,2020,"Q3","2020/21","Q1","August",5.96,7.35,6.45
2020-08-11,2020,"Q3","2020/21","Q1","August",6.5,7.25,6.64
2020-08-12,2020,"Q3","2020/21","Q1","August",6.95,7.46,7.07
2020-08-13,2020,"Q3","2020/21","Q1","August",6.76,7.29,7.09
2020-08-14,2020,"Q3","2020/21","Q1","August",6.6,7.35,6.91
2020-08-17,2020,"Q3","2020/21","Q1","August",7.04,7.35,7.22
2020-08-18,2020,"Q3","2020/21","Q1","August",7.6,7.51,7.58
2020-08-19,2020,"Q3","2020/21","Q1","August",7.52,7.41,7.51
2020-08-20,2020,"Q3","2020/21","Q1","August",7.05,7.32,7.24
2020-08-21,2020,"Q3","2020/21","Q1","August",6.44,7.5,6.54
2020-08-24,2020,"Q3","2020/21","Q1","August",6.3,7.25,6.73
2020-08-25,2020,"Q3","2020/21","Q1","August",6.68,7.35,6.27
2020-08-26,2020,"Q3","2020/21","Q1","August",7.01,7.35,7.18
2020-08-27,2020,"Q3","2020/21","Q1","August",6.58,7.33,7.04
2020-08-28,2020,"Q3","2020/21","Q1","August",6.14,7.34,6.57
2020-08-31,2020,"Q3","2020/21","Q1","August",7,7.4,7.02
2020-09-01,2020,"Q3","2020/21","Q1","September",5.07,7.15,5.31
2020-09-02,2020,"Q3","2020/21","Q1","September",7.24,7.3,7.25
2020-09-03,2020,"Q3","2020/21","Q1","September",7,7.28,7.27
2020-09-04,2020,"Q3","2020/21","Q1","September",6.67,7.45,8.58
2020-09-07,2020,"Q3","2020/21","Q1","September",6.89,7.5,6.95
2020-09-08,2020,"Q3","2020/21","Q1","September",7,7.29,7.06
2020-09-09,2020,"Q3","2020/21","Q1","September",6.93,7.21,7.03
2020-09-10,2020,"Q3","2020/21","Q1","September",6.93,7.3,7.19
2020-09-11,2020,"Q3","2020/21","Q1","September",6.41,7.27,6.65
2020-09-14,2020,"Q3","2020/21","Q1","September",5.66,7.27,7.29
2020-09-15,2020,"Q3","2020/21","Q1","September",6.67,7.27,6.86
2020-09-16,2020,"Q3","2020/21","Q1","September",6.67,7,6.67
2020-09-17,2020,"Q3","2020/21","Q1","September",6.24,7.27,7.09
2020-09-18,2020,"Q3","2020/21","Q1","September",6.82,7.27,7
2020-09-21,2020,"Q3","2020/21","Q1","September",6.65,7.25,6.78
2020-09-22,2020,"Q3","2020/21","Q1","September",6.55,7.25,6.61
2020-09-23,2020,"Q3","2020/21","Q1","September",7,7.25,7
2020-09-24,2020,"Q3","2020/21","Q1","September",7.08,7.23,7.15
2020-09-25,2020,"Q3","2020/21","Q1","September",7.16,7.5,7.2
2020-09-28,2020,"Q3","2020/21","Q1","September",6.68,7.43,6.88
2020-09-29,2020,"Q3","2020/21","Q1","September",6.66,7.39,6.81
2020-09-30,2020,"Q3","2020/21","Q1","September",7.15,7.39,7.15
2020-10-01,2020,"Q4","2020/21","Q2","October",6.77,7.32,7.19
2020-10-02,2020,"Q4","2020/21","Q2","October",6.95,7.25,6.95
2020-10-05,2020,"Q4","2020/21","Q2","October",7,7.22,7.01
2020-10-06,2020,"Q4","2020/21","Q2","October",7.08,7.43,7.13
2020-10-07,2020,"Q4","2020/21","Q2","October",7.01,7.38,7.08
2020-10-08,2020,"Q4","2020/21","Q2","October",6.96,7.32,7.12
2020-10-12,2020,"Q4","2020/21","Q2","October",6.64,7.25,6.76
2020-10-13,2020,"Q4","2020/21","Q2","October",5.6,7.43,5.79
2020-10-14,2020,"Q4","2020/21","Q2","October",7.02,7.32,7.12
2020-10-15,2020,"Q4","2020/21","Q2","October",6.94,7.37,7.21
2020-10-16,2020,"Q4","2020/21","Q2","October",7.04,7.18,7.05
2020-10-19,2020,"Q4","2020/21","Q2","October",6.29,7.42,6.53
2020-10-20,2020,"Q4","2020/21","Q2","October",6.93,7.5,6.98
2020-10-21,2020,"Q4","2020/21","Q2","October",6.96,7.28,7
2020-10-22,2020,"Q4","2020/21","Q2","October",6.88,7.31,7.06
2020-10-23,2020,"Q4","2020/21","Q2","October",7.08,7.43,7.1
2020-10-26,2020,"Q4","2020/21","Q2","October",5.91,7.35,6.4
2020-10-27,2020,"Q4","2020/21","Q2","October",6,7.5,6.98
2020-10-28,2020,"Q4","2020/21","Q2","October",4,7.33,6.5
2020-10-29,2020,"Q4","2020/21","Q2","October",6.59,7.34,7.2
2020-10-30,2020,"Q4","2020/21","Q2","October",5.6,7.41,5.84
2020-11-02,2020,"Q4","2020/21","Q2","November",6.7,7.5,7.15
2020-11-03,2020,"Q4","2020/21","Q2","November",6.18,7.33,6.51
2020-11-04,2020,"Q4","2020/21","Q2","November",6.97,7.25,7
2020-11-05,2020,"Q4","2020/21","Q2","November",6.44,7.32,7.16
2020-11-06,2020,"Q4","2020/21","Q2","November",7,7.28,7.09
2020-11-09,2020,"Q4","2020/21","Q2","November",6.67,7.4,7.14
2020-11-10,2020,"Q4","2020/21","Q2","November",5,6.96,5.79
2020-11-11,2020,"Q4","2020/21","Q2","November",5.73,7.25,6.23
2020-11-12,2020,"Q4","2020/21","Q2","November",7.2,7.32,7.3
2020-11-13,2020,"Q4","2020/21","Q2","November",6.52,7.41,6.59
2020-11-16,2020,"Q4","2020/21","Q2","November",6.97,7.4,7.21
2020-11-17,2020,"Q4","2020/21","Q2","November",7.13,7.48,7.17
2020-11-18,2020,"Q4","2020/21","Q2","November",7.06,7.38,7.1
2020-11-19,2020,"Q4","2020/21","Q2","November",7.09,7.34,7.28
2020-11-20,2020,"Q4","2020/21","Q2","November",6.24,7.5,6.74
2020-11-23,2020,"Q4","2020/21","Q2","November",7,7.5,7.26
2020-11-24,2020,"Q4","2020/21","Q2","November",5.01,7.5,5.64
2020-11-25,2020,"Q4","2020/21","Q2","November",7.34,7.25,7.32
2020-11-26,2020,"Q4","2020/21","Q2","November",6.96,7.35,7.24
2020-11-27,2020,"Q4","2020/21","Q2","November",6.66,7.37,6.83
2020-11-30,2020,"Q4","2020/21","Q2","November",7.43,7.55,7.45
2020-12-01,2020,"Q4","2020/21","Q2","December",7.2,8,7.27
2020-12-02,2020,"Q4","2020/21","Q2","December",7.38,7.89,7.43
2020-12-03,2020,"Q4","2020/21","Q2","December",6.87,7.4,7.22
2020-12-04,2020,"Q4","2020/21","Q2","December",6.57,7.83,6.86
2020-12-07,2020,"Q4","2020/21","Q2","December",6.96,7.63,7.08
2020-12-08,2020,"Q4","2020/21","Q2","December",6.43,7.69,6.69
2020-12-09,2020,"Q4","2020/21","Q2","December",6.63,7.69,6.63
2020-12-10,2020,"Q4","2020/21","Q2","December",7.02,7.39,7.32
2020-12-11,2020,"Q4","2020/21","Q2","December",7.23,7.62,7.29
2020-12-14,2020,"Q4","2020/21","Q2","December",7.32,7.45,7.29
2020-12-15,2020,"Q4","2020/21","Q2","December",7.02,7.56,7.15
2020-12-16,2020,"Q4","2020/21","Q2","December",7.11,7.25,7.19
2020-12-17,2020,"Q4","2020/21","Q2","December",6.92,7.3,7.15
2020-12-18,2020,"Q4","2020/21","Q2","December",6.77,7.3,6.97
2020-12-21,2020,"Q4","2020/21","Q2","December",7.01,7.53,7.12
2020-12-22,2020,"Q4","2020/21","Q2","December",6.87,7.5,6.93
2020-12-23,2020,"Q4","2020/21","Q2","December",6.27,7,6.32
2020-12-24,2020,"Q4","2020/21","Q2","December",7.42,7.35,7.4
2020-12-28,2020,"Q4","2020/21","Q2","December",7.61,7.32,7.45
2020-12-29,2020,"Q4","2020/21","Q2","December",6.43,7.5,6.68
2020-12-30,2020,"Q4","2020/21","Q2","December",7.06,7,7.05
2020-12-31,2020,"Q4","2020/21","Q2","December",7.32,7.14,7.17
2021-01-04,2021,"Q1","2020/21","Q3","January",7.01,7.53,7.27
2021-01-05,2021,"Q1","2020/21","Q3","January",7.25,8,7.25
2021-01-06,2021,"Q1","2020/21","Q3","January",7.43,8,7.43
2021-01-07,2021,"Q1","2020/21","Q3","January",7.16,8,7.2
2021-01-08,2021,"Q1","2020/21","Q3","January",7.03,7.16,7.07
2021-01-11,2021,"Q1","2020/21","Q3","January",6.96,7.46,7.25
2021-01-12,2021,"Q1","2020/21","Q3","January",7.27,7.34,7.31
2021-01-13,2021,"Q1","2020/21","Q3","January",7.16,7.34,7.16
2021-01-18,2021,"Q1","2020/21","Q3","January",7.12,7.33,7.21
2021-01-19,2021,"Q1","2020/21","Q3","January",6.22,7.22,6.59
2021-01-20,2021,"Q1","2020/21","Q3","January",6.9,7.29,6.93
2021-01-21,2021,"Q1","2020/21","Q3","January",7.22,7.34,7.3
2021-01-22,2021,"Q1","2020/21","Q3","January",6.38,7.4,6.87
2021-01-25,2021,"Q1","2020/21","Q3","January",6.2,7.49,6.82
2021-01-27,2021,"Q1","2020/21","Q3","January",6.86,7.26,7.04
2021-01-28,2021,"Q1","2020/21","Q3","January",7.06,7.28,7.19
2021-01-29,2021,"Q1","2020/21","Q3","January",6.12,7.32,6.38
2021-02-01,2021,"Q1","2020/21","Q3","February",6.9,7.3,7.12
2021-02-02,2021,"Q1","2020/21","Q3","February",6.33,7.5,6.41
2021-02-03,2021,"Q1","2020/21","Q3","February",6.84,7.2,6.92
2021-02-04,2021,"Q1","2020/21","Q3","February",7.19,7.37,7.29
2021-02-05,2021,"Q1","2020/21","Q3","February",6.74,7.34,7.09
2021-02-08,2021,"Q1","2020/21","Q3","February",7.31,7.54,7.35
2021-02-09,2021,"Q1","2020/21","Q3","February",7.22,7.54,7.27
2021-02-10,2021,"Q1","2020/21","Q3","February",6.72,7.78,6.89
2021-02-11,2021,"Q1","2020/21","Q3","February",7.36,7.35,7.31
2021-02-12,2021,"Q1","2020/21","Q3","February",7.15,7.27,7.1
2021-02-15,2021,"Q1","2020/21","Q3","February",6.86,7.65,6.72
2021-02-17,2021,"Q1","2020/21","Q3","February",7.13,7.4,7.2
2021-02-18,2021,"Q1","2020/21","Q3","February",7.17,7.3,7.26
2021-02-19,2021,"Q1","2020/21","Q3","February",6.62,7.34,6.84
2021-02-22,2021,"Q1","2020/21","Q3","February",6.49,7.33,6.88
2021-02-23,2021,"Q1","2020/21","Q3","February",6.97,7.26,7.14
2021-02-24,2021,"Q1","2020/21","Q3","February",6.93,7.32,6.97
2021-02-25,2021,"Q1","2020/21","Q3","February",7.03,7.29,7.26
2021-02-26,2021,"Q1","2020/21","Q3","February",6.92,7.4,7.01
2021-03-01,2021,"Q1","2020/21","Q3","March",7.25,7.34,7.29
2021-03-02,2021,"Q1","2020/21","Q3","March",7.24,7.33,7.27
2021-03-03,2021,"Q1","2020/21","Q3","March",4.79,7.5,4.84
2021-03-04,2021,"Q1","2020/21","Q3","March",7,7.39,7.32
2021-03-05,2021,"Q1","2020/21","Q3","March",6.9,7.28,7.03
2021-03-09,2021,"Q1","2020/21","Q3","March",7.09,7.41,7.17
2021-03-10,2021,"Q1","2020/21","Q3","March",6.79,7.27,6.89
2021-03-11,2021,"Q1","2020/21","Q3","March",7,7.31,7.22
2021-03-12,2021,"Q1","2020/21","Q3","March",5.86,7.33,6.38
2021-03-15,2021,"Q1","2020/21","Q3","March",6.11,7.36,6.56
2021-03-16,2021,"Q1","2020/21","Q3","March",6.98,7.25,7.02
2021-03-17,2021,"Q1","2020/21","Q3","March",7.82,7.25,7.8
2021-03-18,2021,"Q1","2020/21","Q3","March",7.06,7.38,7.24
2021-03-19,2021,"Q1","2020/21","Q3","March",7.03,7.49,7.25
2021-03-22,2021,"Q1","2020/21","Q3","March",6.94,7.27,6.97
2021-03-23,2021,"Q1","2020/21","Q3","March",7.07,7.25,7.08
2021-03-24,2021,"Q1","2020/21","Q3","March",6.97,7.44,7
2021-03-25,2021,"Q1","2020/21","Q3","March",7.01704545454546,7.35453315290934,7.2942035029191
2021-03-26,2021,"Q1","2020/21","Q3","March",7.14597014925373,7.35,7.14597014925373
2021-03-29,2021,"Q1","2020/21","Q3","March",7.07,7.16,7.1
2021-03-30,2021,"Q1","2020/21","Q3","March",7.13,7.5,7.07
2021-03-31,2021,"Q1","2020/21","Q3","March",7.19,7.5,7.21
2021-04-01,2021,"Q2","2020/21","Q4","April",6.92,7.41,7.26
2021-04-06,2021,"Q2","2020/21","Q4","April",7.25,7.26,7.32
2021-04-07,2021,"Q2","2020/21","Q4","April",6.89453125,7.27083333333333,7.02989130434783
2021-04-08,2021,"Q2","2020/21","Q4","April",7.07865168539326,7.36440677966102,7.26838235294118
2021-04-09,2021,"Q2","2020/21","Q4","April",6.72272727272727,7.325,6.85422535211268
2021-04-12,2021,"Q2","2020/21","Q4","April",7.06,7.336,7.15
2021-04-13,2021,"Q2","2020/21","Q4","April",7,7.41,7.09
2021-04-14,2021,"Q2","2020/21","Q4","April",6.93,7.25,6.94
2021-04-15,2021,"Q2","2020/21","Q4","April",7.13,7.3,7.25
2021-04-16,2021,"Q2","2020/21","Q4","April",7.06,7.17,7.09
2021-04-19,2021,"Q2","2020/21","Q4","April",7.51,7.4,7.54
2021-04-20,2021,"Q2","2020/21","Q4","April",7.33,7.22,7.33
2021-04-21,2021,"Q2","2020/21","Q4","April",7.09,7.5,7.13
2021-04-22,2021,"Q2","2020/21","Q4","April",7.13,7.23,7.21
2021-04-23,2021,"Q2","2020/21","Q4","April",7.02,7.25,7.09
2021-04-26,2021,"Q2","2020/21","Q4","April",6.98,7.57,7.19
2021-04-27,2021,"Q2","2020/21","Q4","April",7.019,7.77,7.12
2021-04-28,2021,"Q2","2020/21","Q4","April",7.2,7.33,7.26
2021-04-29,2021,"Q2","2020/21","Q4","April",7.08,7.32,7.3
2021-04-30,2021,"Q2","2020/21","Q4","April",6.68,7.25,6.7
2021-05-03,2021,"Q2","2020/21","Q4","May",6.67857142857143,7.6,6.88502358490566
2021-05-04,2021,"Q2","2020/21","Q4","May",7.08333333333333,7.35714285714286,7.13157894736842
2021-05-05,2021,"Q2","2020/21","Q4","May",6.93627450980392,7.29545454545454,7.05921052631579
2021-05-06,2021,"Q2","2020/21","Q4","May",7.01228070175439,7.31745283018868,7.30941176470588
2021-05-07,2021,"Q2","2020/21","Q4","May",6.36,7.39,6.5
2021-05-10,2021,"Q2","2020/21","Q4","May",7.08,7.55,7.31
2021-05-11,2021,"Q2","2020/21","Q4","May",7,7.43,7.05
2021-05-14,2021,"Q2","2020/21","Q4","May",6.41,7.35,7.09
2021-05-17,2021,"Q2","2020/21","Q4","May",7.09,7.16,7.11
2021-05-18,2021,"Q2","2020/21","Q4","May",7.29,7.75,7.19
2021-05-19,2021,"Q2","2020/21","Q4","May",7.44,7.25,7.43
2021-05-20,2021,"Q2","2020/21","Q4","May",7.14,7.2,7.16
2021-05-21,2021,"Q2","2020/21","Q4","May",7.15,7.4,7.26
2021-05-24,2021,"Q2","2020/21","Q4","May",6.57,7.41,7.09
2021-05-25,2021,"Q2","2020/21","Q4","May",6.71,7.75,6.75
2021-05-26,2021,"Q2","2020/21","Q4","May",6.92,7,6.93
2021-05-27,2021,"Q2","2020/21","Q4","May",7.29,7.26,7.29
2021-05-28,2021,"Q2","2020/21","Q4","May",7.03,7.26,7.21
2021-05-31,2021,"Q2","2020/21","Q4","May",7.13,7.26,7.18
2021-06-01,2021,"Q2","2020/21","Q4","June",6.6,7.26,6.89
2021-06-02,2021,"Q2","2020/21","Q4","June",7.05,7.26,7
2021-06-04,2021,"Q2","2020/21","Q4","June",6.88,7.26,7.07
2021-06-07,2021,"Q2","2020/21","Q4","June",6.88,7.26,7.06
2021-06-08,2021,"Q2","2020/21","Q4","June",6.72,7.43,6.98
2021-06-10,2021,"Q2","2020/21","Q4","June",7.05,7.26,7.06
2021-06-11,2021,"Q2","2020/21","Q4","June",5.75,7.26,6.92
2021-06-14,2021,"Q2","2020/21","Q4","June",7.1,7.47,6.96
2021-06-15,2021,"Q2","2020/21","Q4","June",7.28,7.52,6.98
2021-06-16,2021,"Q2","2020/21","Q4","June",6.65,7.48,6.99
2021-06-17,2021,"Q2","2020/21","Q4","June",6.54,6.92,6.98
2021-06-18,2021,"Q2","2020/21","Q4","June",6.21,6.84,6.96
2021-06-21,2021,"Q2","2020/21","Q4","June",6.19,7.15,6.95
2021-06-22,2021,"Q2","2020/21","Q4","June",6.58,7,6.93
2021-06-23,2021,"Q2","2020/21","Q4","June",6.62,6.82,6.91
2021-06-24,2021,"Q2","2020/21","Q4","June",6.26,6.77,6.89
2021-06-28,2021,"Q2","2020/21","Q4","June",6.67,6.8,6.89
2021-06-29,2021,"Q2","2020/21","Q4","June",6.46,7.03,6.86
2021-06-30,2021,"Q2","2020/21","Q4","June",6.39,6.98,6.85
2021-07-01,2021,"Q3","2021/22","Q1","July",6.13,6.78,6.63
2021-07-02,2021,"Q3","2021/22","Q1","July",6.35,6.92,6.55
2021-07-05,2021,"Q3","2021/22","Q1","July",6.51,6.66,6.53
2021-07-06,2021,"Q3","2021/22","Q1","July",6.3,6.8,6.53
2021-07-07,2021,"Q3","2021/22","Q1","July",5.86,6.88,6.5
2021-07-08,2021,"Q3","2021/22","Q1","July",6.32,6.79,6.53
2021-07-09,2021,"Q3","2021/22","Q1","July",6.36,7,6.52
2021-07-12,2021,"Q3","2021/22","Q1","July",6.19,6.95,6.53
2021-07-13,2021,"Q3","2021/22","Q1","July",6.38,6.66,6.52
2021-07-14,2021,"Q3","2021/22","Q1","July",6.13,6.98,6.51
2021-07-15,2021,"Q3","2021/22","Q1","July",6.46,6.83,6.52
2021-07-16,2021,"Q3","2021/22","Q1","July",6.51,6,6.52
2021-07-19,2021,"Q3","2021/22","Q1","July",6.5,6.79,6.54
2021-07-21,2021,"Q3","2021/22","Q1","July",6.57,6.96,6.55
2021-07-22,2021,"Q3","2021/22","Q1","July",6.67,6.74,6.57
2021-07-23,2021,"Q3","2021/22","Q1","July",6.55,6.69,6.57
2021-07-26,2021,"Q3","2021/22","Q1","July",6.44,6.81,6.57
2021-07-27,2021,"Q3","2021/22","Q1","July",6.6,6.59,6.57
2021-07-28,2021,"Q3","2021/22","Q1","July",6.56,7.06,6.57
2021-07-29,2021,"Q3","2021/22","Q1","July",6.61,6.83,6.58
2021-07-30,2021,"Q3","2021/22","Q1","July",6.04,6.66,6.56
2021-08-02,2021,"Q3","2021/22","Q1","August",6.26,6.68,6.4
2021-08-03,2021,"Q3","2021/22","Q1","August",6.35,6.65,6.47
2021-08-04,2021,"Q3","2021/22","Q1","August",5.87,6.8,6.34
2021-08-05,2021,"Q3","2021/22","Q1","August",6.69,6.79,6.5
2021-08-06,2021,"Q3","2021/22","Q1","August",6.36,6.67,6.49
2021-08-09,2021,"Q3","2021/22","Q1","August",6.59,6.74,6.5
2021-08-10,2021,"Q3","2021/22","Q1","August",6.55,6.53,6.51
2021-08-11,2021,"Q3","2021/22","Q1","August",6.37,6.58,6.5
2021-08-12,2021,"Q3","2021/22","Q1","August",6.45,6.89,6.52
2021-08-13,2021,"Q3","2021/22","Q1","August",6.5,6.7,6.52
2021-08-16,2021,"Q3","2021/22","Q1","August",6.54,6.64,6.53
2021-08-17,2021,"Q3","2021/22","Q1","August",5.75,6.65,6.47
