"Date","Year","Quarter","FY","QFY","Month","PCTOT_EX_GDP","PCTOT_EX","PCTOT_IM_GDP","PCTOT_IM","PCTOT_NEX_GDP","PCTOT_NEX"
1985-03-01,1985,"Q1","1984/85","Q3","March",103.926666259766,197.836517333984,96.9250793457031,76.1336059570313,107.104919433594,308.748199462891
1985-04-01,1985,"Q2","1984/85","Q4","April",103.910758972168,197.109451293945,96.9169158935547,75.5685348510742,107.097091674805,308.333801269531
1985-05-01,1985,"Q2","1984/85","Q4","May",103.879135131836,195.749847412109,96.8627395629883,71.9240112304688,107.124237060547,309.774230957031
1985-06-01,1985,"Q2","1984/85","Q4","June",103.869850158691,195.257446289063,96.8497543334961,71.0774002075195,107.12744140625,309.944427490234
1985-07-01,1985,"Q3","1985/86","Q1","July",103.471824645996,178.876937866211,96.8577575683594,71.5968246459961,106.714263916016,288.68359375
1985-08-01,1985,"Q3","1985/86","Q1","August",103.42537689209,177.116760253906,96.8829727172852,73.2618103027344,106.640716552734,285.046844482422
1985-09-01,1985,"Q3","1985/86","Q1","September",103.379364013672,175.330703735352,96.9031677246094,74.6223220825195,106.572090148926,281.692474365234
1985-10-01,1985,"Q4","1985/86","Q2","October",103.646385192871,185.898056030273,96.9199981689453,75.782600402832,106.823776245117,294.180725097656
1985-11-01,1985,"Q4","1985/86","Q2","November",104.15161895752,207.668640136719,96.9543685913086,78.1942901611328,107.298477172852,319.171783447266
1985-12-01,1985,"Q4","1985/86","Q2","December",105.02961730957,251.548980712891,96.8921203613281,73.8627624511719,108.25887298584,376.001037597656
1986-01-01,1986,"Q1","1985/86","Q3","January",105.672386169434,285.470794677734,96.7537460327148,64.7145919799805,109.059677124023,427.099731445313
1986-02-01,1986,"Q1","1985/86","Q3","February",105.431434631348,272.280700683594,96.5229721069336,51.8890609741211,109.07723236084,428.289886474609
1986-03-01,1986,"Q1","1985/86","Q3","March",105.605201721191,281.747833251953,96.3562545776367,44.2293357849121,109.441558837891,453.708038330078
1986-04-01,1986,"Q2","1985/86","Q4","April",105.261489868164,263.298126220703,96.3004913330078,41.9178276062012,109.157455444336,433.768951416016
1986-05-01,1986,"Q2","1985/86","Q4","May",104.823089599609,241.447998046875,96.3729858398438,44.9436874389648,108.631721496582,399.029754638672
1986-06-01,1986,"Q2","1985/86","Q4","June",104.07740020752,208.302261352539,96.2398300170898,39.5446968078613,108.028053283691,362.377777099609
1986-07-01,1986,"Q3","1986/87","Q1","July",103.995704650879,204.969696044922,96.0588989257813,33.2292556762695,108.148162841797,369.407745361328
1986-08-01,1986,"Q3","1986/87","Q1","August",104.161315917969,211.833740234375,96.2804870605469,41.122501373291,108.066627502441,364.621704101563
1986-09-01,1986,"Q3","1986/87","Q1","September",104.9404296875,247.189422607422,96.2877960205078,41.4155158996582,108.844863891602,412.785064697266
1986-10-01,1986,"Q4","1986/87","Q2","October",104.416488647461,222.825836181641,96.2832641601563,41.2353096008301,108.320625305176,379.726165771484
1986-11-01,1986,"Q4","1986/87","Q2","November",104.15047454834,211.373931884766,96.3115768432617,42.370548248291,108.020660400391,361.949432373047
1986-12-01,1986,"Q4","1986/87","Q2","December",103.377075195313,181.183639526367,96.3578796386719,44.2972946166992,107.188804626465,316.663299560547
1987-01-01,1987,"Q1","1986/87","Q3","January",102.758926391602,163.788558959961,96.4620895385742,48.9793891906738,106.434593200684,286.207366943359
1987-02-01,1987,"Q1","1986/87","Q3","February",102.563934326172,158.634841918945,96.4368438720703,47.814022064209,106.261611938477,279.617492675781
1987-03-01,1987,"Q1","1986/87","Q3","March",101.781814575195,139.456207275391,96.4560470581055,48.7102699279785,105.433456420898,249.978393554688
1987-04-01,1987,"Q2","1986/87","Q4","April",101.936309814453,143.086151123047,96.4496688842773,48.3980712890625,105.600166320801,255.699020385742
1987-05-01,1987,"Q2","1986/87","Q4","May",102.234931945801,150.327575683594,96.4685440063477,49.294132232666,105.887733459473,265.853729248047
1987-06-01,1987,"Q2","1986/87","Q4","June",101.670249938965,136.937438964844,96.4526214599609,48.5279502868652,105.322563171387,246.239273071289
1987-07-01,1987,"Q3","1987/88","Q1","July",101.307342529297,128.942642211914,96.4622268676758,48.9628829956055,104.93741607666,233.653381347656
1987-08-01,1987,"Q3","1987/88","Q1","August",101.389915466309,130.728042602539,96.4188461303711,46.9575996398926,105.070190429688,237.922973632813
1987-09-01,1987,"Q3","1987/88","Q1","September",101.694236755371,137.49723815918,96.407585144043,46.4532623291016,105.396759033203,248.735366821289
1987-10-01,1987,"Q4","1987/88","Q2","October",101.946556091309,143.350006103516,96.4288330078125,47.4276733398438,105.633750915527,256.866119384766
1987-11-01,1987,"Q4","1987/88","Q2","November",102.06462097168,146.167572021484,96.3969192504883,45.9994125366211,105.790939331055,262.394561767578
1987-12-01,1987,"Q4","1987/88","Q2","December",101.959289550781,143.645462036133,96.3718643188477,44.9197273254395,105.709983825684,259.533569335938
1988-01-01,1988,"Q1","1987/88","Q3","January",101.897651672363,141.976028442383,96.3824691772461,45.5892944335938,105.637390136719,256.385314941406
1988-02-01,1988,"Q1","1987/88","Q3","February",102.029655456543,145.601470947266,96.3445739746094,43.5447883605957,105.805793762207,263.744964599609
1988-03-01,1988,"Q1","1987/88","Q3","March",101.836807250977,140.345260620117,96.2962112426758,41.1486282348633,105.669273376465,257.763671875
1988-04-01,1988,"Q2","1987/88","Q4","April",101.698738098145,136.700500488281,96.3438110351563,43.4962425231934,105.487350463867,249.991912841797
1988-05-01,1988,"Q2","1987/88","Q4","May",101.639266967773,135.178161621094,96.3368453979492,43.1776962280273,105.436904907227,247.876480102539
1988-06-01,1988,"Q2","1987/88","Q4","June",101.643424987793,135.306793212891,96.3558654785156,44.300422668457,105.418609619141,247.113540649414
1988-07-01,1988,"Q3","1988/89","Q1","July",101.294456481934,126.60041809082,96.3516159057617,44.2312088012695,105.083847045898,233.536102294922
1988-08-01,1988,"Q3","1988/89","Q1","August",100.981628417969,119.213050842285,96.3222198486328,42.6100807189941,104.814598083496,223.129913330078
1988-09-01,1988,"Q3","1988/89","Q1","September",101.309226989746,126.944885253906,96.2666625976563,39.9005012512207,105.188552856445,237.705123901367
1988-10-01,1988,"Q4","1988/89","Q2","October",101.370849609375,128.450317382813,96.2284774780273,38.1624794006348,105.287078857422,241.69221496582
1988-11-01,1988,"Q4","1988/89","Q2","November",101.345191955566,127.822532653809,96.2417297363281,38.7502708435059,105.248954772949,240.142059326172
1988-12-01,1988,"Q4","1988/89","Q2","December",101.760162353516,138.367309570313,96.3228912353516,42.5936088562012,105.566474914551,253.344619750977
1989-01-01,1989,"Q1","1988/89","Q3","January",101.838966369629,140.983795166016,96.3623580932617,44.8927917480469,105.601295471191,255.201965332031
1989-02-01,1989,"Q1","1988/89","Q3","February",101.552284240723,131.85563659668,96.3647918701172,45.0642204284668,105.329795837402,241.058090209961
1989-03-01,1989,"Q1","1988/89","Q3","March",101.56568145752,132.319869995117,96.4194641113281,48.5684051513672,105.286376953125,238.866882324219
1989-04-01,1989,"Q2","1988/89","Q4","April",101.507881164551,130.497863769531,96.4474334716797,50.4529991149902,105.202583312988,234.691253662109
1989-05-01,1989,"Q2","1988/89","Q4","May",101.451148986816,128.755187988281,96.4199142456055,48.5986213684082,105.177444458008,233.452606201172
1989-06-01,1989,"Q2","1988/89","Q4","June",101.048652648926,117.112670898438,96.4081192016602,47.8210334777832,104.811744689941,216.120376586914
1989-07-01,1989,"Q3","1989/90","Q1","July",99.8657989501953,88.4777755737305,96.4130783081055,48.1663246154785,103.695610046387,170.496520996094
1989-08-01,1989,"Q3","1989/90","Q1","August",99.4563446044922,80.235969543457,96.3866577148438,46.4559898376465,103.337913513184,157.934906005859
1989-09-01,1989,"Q3","1989/90","Q1","September",99.5269165039063,81.608154296875,96.4065704345703,47.7378387451172,103.384117126465,159.506469726563
1989-10-01,1989,"Q4","1989/90","Q2","October",99.0243072509766,72.3211517333984,96.4264678955078,49.0511207580566,102.890907287598,143.47624206543
1989-11-01,1989,"Q4","1989/90","Q2","November",99.0618362426758,72.9781341552734,96.4222717285156,48.7881393432617,102.93017578125,144.693969726563
1989-12-01,1989,"Q4","1989/90","Q2","December",99.0531234741211,72.8105163574219,96.4369888305664,49.7323265075684,102.907409667969,143.986770629883
1990-01-01,1990,"Q1","1989/90","Q3","January",99.0584411621094,72.944450378418,96.4553527832031,51.3569183349609,102.892700195313,143.400192260742
1990-02-01,1990,"Q1","1989/90","Q3","February",99.2061309814453,76.7543792724609,96.4441986083984,50.3646202087402,103.058090209961,150.131500244141
1990-03-01,1990,"Q1","1989/90","Q3","March",99.5207748413086,85.5281066894531,96.4307403564453,49.2416877746582,103.399551391602,165.006256103516
1990-04-01,1990,"Q2","1989/90","Q4","April",99.5100021362305,85.2126770019531,96.4098892211914,47.5831489562988,103.411903381348,165.56999206543
1990-05-01,1990,"Q2","1989/90","Q4","May",99.4160232543945,82.5042343139648,96.3997268676758,46.6457023620605,103.325149536133,161.648559570313
1990-06-01,1990,"Q2","1989/90","Q4","June",99.279899597168,78.7292556762695,96.3559188842773,43.1069221496582,103.231750488281,157.527053833008
1990-07-01,1990,"Q3","1990/91","Q1","July",99.2168350219727,77.0373687744141,96.3669815063477,43.7192153930664,103.152847290039,154.124298095703
1990-08-01,1990,"Q3","1990/91","Q1","August",99.4103851318359,82.3424987792969,96.4540023803711,50.3807182312012,103.255142211914,158.549575805664
1990-09-01,1990,"Q3","1990/91","Q1","September",99.4520950317383,83.5308380126953,96.5007171630859,54.4150657653809,103.245788574219,158.1396484375
1990-10-01,1990,"Q4","1990/91","Q2","October",99.4112396240234,82.3657760620117,96.4978713989258,54.015251159668,103.206047058105,156.410552978516
1990-11-01,1990,"Q4","1990/91","Q2","November",99.2713165283203,78.4943466186523,96.4724273681641,51.777645111084,103.089622497559,151.448959350586
1990-12-01,1990,"Q4","1990/91","Q2","December",99.3412704467773,80.4073944091797,96.4263381958008,47.9086494445801,103.213638305664,156.739440917969
1991-01-01,1991,"Q1","1990/91","Q3","January",99.1975936889648,76.4349136352539,96.3743667602539,44.6328506469727,103.117126464844,152.644409179688
1991-02-01,1991,"Q1","1990/91","Q3","February",99.1779327392578,75.9023971557617,96.3013458251953,40.5090866088867,103.173461914063,155.022003173828
1991-03-01,1991,"Q1","1990/91","Q3","March",99.2149200439453,76.8991622924805,96.3096008300781,41.0191230773926,103.204048156738,156.327606201172
1991-04-01,1991,"Q2","1990/91","Q4","April",99.2158660888672,76.9302139282227,96.3064727783203,40.7659568786621,103.207130432129,156.45979309082
1991-05-01,1991,"Q2","1990/91","Q4","May",99.0379867553711,72.2465438842773,96.2984924316406,40.2223930358887,103.028709411621,148.983551025391
1991-06-01,1991,"Q2","1990/91","Q4","June",98.9651489257813,70.4079971313477,96.296501159668,40.1913108825684,102.955459594727,146.015167236328
1991-07-01,1991,"Q3","1991/92","Q1","July",98.8930206298828,68.6314086914063,96.3250579833984,41.8216667175293,102.851097106934,141.884124755859
1991-08-01,1991,"Q3","1991/92","Q1","August",98.8620758056641,67.8796463012695,96.3317184448242,42.2457656860352,102.812377929688,140.380493164063
1991-09-01,1991,"Q3","1991/92","Q1","September",98.9734802246094,70.6050720214844,96.3486633300781,43.3259010314941,102.912384033203,144.296463012695
1991-10-01,1991,"Q4","1991/92","Q2","October",98.848991394043,67.5632400512695,96.379020690918,45.2260932922363,102.75040435791,138.005508422852
1991-11-01,1991,"Q4","1991/92","Q2","November",98.9414596557617,69.8087921142578,96.3643569946289,44.3484497070313,102.863067626953,142.352233886719
1991-12-01,1991,"Q4","1991/92","Q2","December",98.8722152709961,68.1157760620117,96.3295288085938,42.4585266113281,102.828071594238,140.988143920898
1992-01-01,1992,"Q1","1991/92","Q3","January",98.7621383666992,65.8705825805664,96.3268127441406,42.4592475891113,102.719543457031,137.401702880859
1992-02-01,1992,"Q1","1991/92","Q3","February",98.5186004638672,61.1557807922363,96.3359451293945,42.8035621643066,102.468704223633,129.444107055664
1992-03-01,1992,"Q1","1991/92","Q3","March",98.5050964355469,60.9071807861328,96.3321990966797,42.6497650146484,102.458389282227,129.126541137695
1992-04-01,1992,"Q2","1991/92","Q4","April",98.4362106323242,59.6564979553223,96.3716659545898,43.9589614868164,102.357597351074,126.062637329102
1992-05-01,1992,"Q2","1991/92","Q4","May",98.1997680664063,55.4942817687988,96.3835601806641,44.1778182983398,102.112167358398,118.890342712402
1992-06-01,1992,"Q2","1991/92","Q4","June",98.1528015136719,54.7109451293945,96.4286499023438,45.8161735534668,102.027122497559,116.497619628906
1992-07-01,1992,"Q3","1992/93","Q1","July",98.2083435058594,55.62548828125,96.3908157348633,44.3127288818359,102.113250732422,118.921257019043
1992-08-01,1992,"Q3","1992/93","Q1","August",98.0858459472656,53.5558166503906,96.3546524047852,42.8804206848145,102.021919250488,116.352653503418
1992-09-01,1992,"Q3","1992/93","Q1","September",98.1258010864258,54.2039108276367,96.3799362182617,43.8379669189453,102.039566040039,116.844779968262
1992-10-01,1992,"Q4","1992/93","Q2","October",98.0959014892578,53.7380485534668,96.362060546875,43.1024780273438,102.029304504395,116.558486938477
1992-11-01,1992,"Q4","1992/93","Q2","November",98.2831649780273,56.9292335510254,96.3405380249023,42.4786529541016,102.235466003418,122.443244934082
1992-12-01,1992,"Q4","1992/93","Q2","December",98.8853988647461,68.4288482666016,96.3128967285156,41.5566787719727,102.861312866211,142.104965209961
1993-01-01,1993,"Q1","1992/93","Q3","January",98.7658615112305,66.3130340576172,96.304069519043,41.3173866271973,102.753730773926,139.242156982422
1993-02-01,1993,"Q1","1992/93","Q3","February",98.6471633911133,64.275146484375,96.3339462280273,42.0981826782227,102.608222961426,135.457183837891
1993-03-01,1993,"Q1","1992/93","Q3","March",98.5920486450195,63.3509292602539,96.3898239135742,43.5875587463379,102.499794006348,132.700592041016
1993-04-01,1993,"Q2","1992/93","Q4","April",98.4230575561523,60.5858955383301,96.3844757080078,43.4479064941406,102.339294433594,128.717361450195
1993-05-01,1993,"Q2","1992/93","Q4","May",98.5334014892578,62.3554840087891,96.3651275634766,42.938346862793,102.463973999023,131.801681518555
1993-06-01,1993,"Q2","1992/93","Q4","June",98.5539703369141,62.7023658752441,96.2587661743164,40.222583770752,102.587516784668,134.92658996582
1993-07-01,1993,"Q3","1993/94","Q1","July",98.7569122314453,66.1214981079102,96.2237167358398,39.3377838134766,102.819511413574,140.986236572266
1993-08-01,1993,"Q3","1993/94","Q1","August",99.1368789672852,73.0662536621094,96.2256546020508,39.3893165588379,103.189979553223,151.20051574707
1993-09-01,1993,"Q3","1993/94","Q1","September",99.3884735107422,78.050666809082,96.2041397094727,38.8754348754883,103.457962036133,159.022598266602
1993-10-01,1993,"Q4","1993/94","Q2","October",99.1926574707031,74.1797103881836,96.2712860107422,40.526180267334,103.202278137207,151.551406860352
1993-11-01,1993,"Q4","1993/94","Q2","November",99.3106384277344,76.5044097900391,96.2526931762695,40.0450134277344,103.336685180664,155.436492919922
1993-12-01,1993,"Q4","1993/94","Q2","December",99.4211883544922,78.6975250244141,96.2028503417969,38.8099746704102,103.491470336914,160.027236938477
1994-01-01,1994,"Q1","1993/94","Q3","January",99.3348159790039,77.1126098632813,96.2423629760742,39.6293792724609,103.360984802246,156.762954711914
1994-02-01,1994,"Q1","1993/94","Q3","February",99.4335327148438,78.9260177612305,96.2092666625977,38.9387168884277,103.497283935547,160.17431640625
1994-03-01,1994,"Q1","1993/94","Q3","March",99.598388671875,82.0573196411133,96.1755218505859,38.2466430664063,103.702423095703,165.440155029297
1994-04-01,1994,"Q2","1993/94","Q4","April",99.8254089355469,86.5690689086914,96.2463836669922,39.705150604248,103.858985900879,169.567886352539
1994-05-01,1994,"Q2","1993/94","Q4","May",100.608947753906,104.137054443359,96.3229751586914,41.3443069458008,104.581268310547,189.89453125
1994-06-01,1994,"Q2","1993/94","Q4","June",101.03214263916,115.001113891602,96.3694152832031,42.3678741455078,104.965667724609,201.623779296875
1994-07-01,1994,"Q3","1994/95","Q1","July",102.144996643066,148.887130737305,96.3726043701172,42.4364585876465,106.102142333984,240.404937744141
1994-08-01,1994,"Q3","1994/95","Q1","August",102.187660217285,150.327499389648,96.3593673706055,42.1476669311523,106.159278869629,242.528793334961
1994-09-01,1994,"Q3","1994/95","Q1","September",102.53971862793,163.086608886719,96.3730697631836,42.4634094238281,106.505302429199,255.770416259766
1994-10-01,1994,"Q4","1994/95","Q2","October",102.403167724609,158.015838623047,96.4087600708008,43.2754745483398,106.325500488281,248.80744934082
1994-11-01,1994,"Q4","1994/95","Q2","November",102.074172973633,146.410888671875,96.4535217285156,44.3100700378418,105.938621520996,234.423645019531
1994-12-01,1994,"Q4","1994/95","Q2","December",101.527275085449,129.009490966797,96.4316101074219,43.8036155700684,105.402954101563,215.792739868164
1995-01-01,1995,"Q1","1994/95","Q3","January",101.63835144043,131.894302368164,96.4297180175781,43.7214775085449,105.528167724609,219.520416259766
1995-02-01,1995,"Q1","1994/95","Q3","February",101.681434631348,133.037078857422,96.4309158325195,43.7373733520508,105.573822021484,220.894378662109
1995-03-01,1995,"Q1","1994/95","Q3","March",101.999572753906,141.560043334961,96.4192123413086,43.4526863098145,105.93448638916,232.033432006836
1995-04-01,1995,"Q2","1994/95","Q4","April",101.926078796387,139.606796264648,96.4226684570313,43.4754409790039,105.853179931641,229.477661132813
1995-05-01,1995,"Q2","1994/95","Q4","May",101.889053344727,138.632278442383,96.4285888671875,43.6076850891113,105.807006835938,228.038009643555
1995-06-01,1995,"Q2","1994/95","Q4","June",101.551078796387,129.939392089844,96.4381408691406,43.9028244018555,105.418846130371,216.262756347656
1995-07-01,1995,"Q3","1995/96","Q1","July",101.069351196289,118.342582702637,96.4458389282227,44.1541976928711,104.875442504883,200.726409912109
1995-08-01,1995,"Q3","1995/96","Q1","August",101.346893310547,124.651626586914,96.4233474731445,43.5646820068359,105.218841552734,210.418869018555
1995-09-01,1995,"Q3","1995/96","Q1","September",100.981452941895,116.208236694336,96.4215927124023,43.4956588745117,104.813972473145,199.035888671875
1995-10-01,1995,"Q4","1995/96","Q2","October",100.796272277832,112.208740234375,96.4309997558594,43.7619514465332,104.593597412109,193.083587646484
1995-11-01,1995,"Q4","1995/96","Q2","November",100.701835632324,110.136421203613,96.4482574462891,44.1695022583008,104.474716186523,189.941848754883
1995-12-01,1995,"Q4","1995/96","Q2","December",100.057754516602,97.0989532470703,96.506706237793,45.6361083984375,103.703956604004,170.698455810547
