"Date","Year","Quarter","FY","QFY","Month","NIIP","A","A_DI","A_DI_EIF","A_DI_EIF_DIDIE","A_DI_EIF_DIEDI","A_DI_EIF_BFE","A_DI_DBI","A_DI_DBI_DIDIE","A_DI_DBI_DIEDI","A_DI_DBI_BFE","A_PI","A_PI_EIF","A_PI_EIF_CBK","A_PI_EIF_ODC","A_PI_EIF_GOV","A_PI_EIF_OSE","A_PI_DBS","A_PI_DBS_CBK","A_PI_DBS_CBK_ST","A_PI_DBS_CBK_LT","A_PI_DBS_ODC","A_PI_DBS_ODC_ST","A_PI_DBS_ODC_LT","A_PI_DBS_GOV","A_PI_DBS_GOV_ST","A_PI_DBS_GOV_LT","A_PI_DBS_OSE","A_PI_DBS_OSE_ST","A_PI_DBS_OSE_LT","A_FDES","A_FDES_CBK","A_FDES_ODC","A_FDES_GOV","A_FDES_OSE","A_OI","A_OI_OE","A_OI_CAD","A_OI_CAD_CBK","A_OI_CAD_CBK_ST","A_OI_CAD_CBK_LT","A_OI_CAD_ODC","A_OI_CAD_ODC_ST","A_OI_CAD_ODC_LT","A_OI_CAD_GOV","A_OI_CAD_GOV_ST","A_OI_CAD_GOV_LT","A_OI_CAD_OSE","A_OI_CAD_OSE_ST","A_OI_CAD_OSE_LT","A_OI_LN","A_OI_LN_CBK","A_OI_LN_CBK_IMF","A_OI_LN_CBK_OST","A_OI_LN_CBK_OLT","A_OI_LN_ODC","A_OI_LN_ODC_ST","A_OI_LN_ODC_LT","A_OI_LN_GOV","A_OI_LN_GOV_IMF","A_OI_LN_GOV_OST","A_OI_LN_GOV_OLT","A_OI_LN_OSE","A_OI_LN_OSE_ST","A_OI_LN_OSE_LT","A_OI_IP","A_OI_IP_CBK","A_OI_IP_ODC","A_OI_IP_GOV","A_OI_IP_OSE","A_OI_TCA","A_OI_TCA_CBK","A_OI_TCA_CBK_ST","A_OI_TCA_CBK_LT","A_OI_TCA_ODC","A_OI_TCA_ODC_ST","A_OI_TCA_ODC_LT","A_OI_TCA_GOV","A_OI_TCA_GOV_ST","A_OI_TCA_GOV_LT","A_OI_TCA_OSE","A_OI_TCA_OSE_ST","A_OI_TCA_OSE_LT","A_OI_OAR","A_OI_OAR_CBK","A_OI_OAR_CBK_ST","A_OI_OAR_CBK_LT","A_OI_OAR_ODC","A_OI_OAR_ODC_ST","A_OI_OAR_ODC_LT","A_OI_OAR_GOV","A_OI_OAR_GOV_ST","A_OI_OAR_GOV_LT","A_OI_OAR_OSE","A_OI_OAR_OSE_ST","A_OI_OAR_OSE_LT","A_RA","A_RA_MG","A_RA_SDR","A_RA_IMF","A_RA_ORA","A_RA_ORA_CAD","A_RA_ORA_CAD_CMA","A_RA_ORA_CAD_COE","A_RA_ORA_SEC","A_RA_ORA_SEC_DBT","A_RA_ORA_SEC_DBT_ST","A_RA_ORA_SEC_DBT_LT","A_RA_ORA_SEC_EIF","A_RA_ORA_SEC_EIF_RCC","A_RA_ORA_FDR","A_RA_OCL","L","L_DI","L_DI_EIF","L_DI_EIF_DIDIE","L_DI_EIF_DIEDI","L_DI_EIF_BFE","L_DI_DBI","L_DI_DBI_DIDIE","L_DI_DBI_DIEDI","L_DI_DBI_BFE","L_PI","L_PI_EIF","L_PI_EIF_ODC","L_PI_EIF_OSE","L_PI_DBS","L_PI_DBS_CBK","L_PI_DBS_CBK_ST","L_PI_DBS_CBK_LT","L_PI_DBS_ODC","L_PI_DBS_ODC_ST","L_PI_DBS_ODC_LT","L_PI_DBS_GOV","L_PI_DBS_GOV_ST","L_PI_DBS_GOV_LT","L_PI_DBS_OSE","L_PI_DBS_OSE_ST","L_PI_DBS_OSE_LT","L_FDES","L_FDES_CBK","L_FDES_ODC","L_FDES_GOV","L_FDES_OSE","L_OI","L_OI_OE","L_OI_CAD","L_OI_CAD_CBK","L_OI_CAD_CBK_ST","L_OI_CAD_CBK_LT","L_OI_CAD_ODC","L_OI_CAD_ODC_ST","L_OI_CAD_ODC_LT","L_OI_CAD_GOV","L_OI_CAD_GOV_ST","L_OI_CAD_GOV_LT","L_OI_CAD_OSE","L_OI_CAD_OSE_ST","L_OI_CAD_OSE_LT","L_OI_LN","L_OI_LN_CBK","L_OI_LN_CBK_IMF","L_OI_LN_CBK_OST","L_OI_LN_CBK_OLT","L_OI_LN_ODC","L_OI_LN_ODC_ST","L_OI_LN_ODC_LT","L_OI_LN_GOV","L_OI_LN_GOV_IMF","L_OI_LN_GOV_OST","L_OI_LN_GOV_OLT","L_OI_LN_OSE","L_OI_LN_OSE_ST","L_OI_LN_OSE_LT","L_OI_IP","L_OI_IP_CBK","L_OI_IP_ODC","L_OI_IP_GOV","L_OI_IP_OSE","L_OI_TCA","L_OI_TCA_CBK","L_OI_TCA_CBK_ST","L_OI_TCA_CBK_LT","L_OI_TCA_ODC","L_OI_TCA_ODC_ST","L_OI_TCA_ODC_LT","L_OI_TCA_GOV","L_OI_TCA_GOV_ST","L_OI_TCA_GOV_LT","L_OI_TCA_OSE","L_OI_TCA_OSE_ST","L_OI_TCA_OSE_LT","L_OI_OAR","L_OI_OAR_CBK","L_OI_OAR_CBK_ST","L_OI_OAR_CBK_LT","L_OI_OAR_ODC","L_OI_OAR_ODC_ST","L_OI_OAR_ODC_LT","L_OI_OAR_GOV","L_OI_OAR_GOV_ST","L_OI_OAR_GOV_LT","L_OI_OAR_OSE","L_OI_OAR_OSE_ST","L_OI_OAR_OSE_LT","L_OI_SDR"
2009-01-01,2009,"Q1","2008/09","Q3","January",-5179.72310284616,3665.63929068562,28.8504810480626,25.7083336001199,25.7083336001199,0,0,3.14214744794269,3.14214744794269,0,0,12.0516038346108,12.0516038346108,0,-0.0123455881880986,0,12.0639494227989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382992557442966,0,0,1118.36026462371,0,1117.83026462371,292.320264623709,292.320264623709,0,496.51,496.51,0,0,0,0,329,329,0,0.53,0,0,0,0,0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2506.37694117924,0,224.838354917329,0,2281.53858626191,2281.53858626191,0,2281.53858626191,0,0,0,0,0,0,0,0,8845.36239353178,5031.36545752155,4413.23152924328,4413.23152924328,0,0,618.133928278273,618.133928278273,0,0,194.912284511958,153.090709589996,150.944823600496,2.14588598950026,41.8215749219618,0,0,0,0,0,0,41.8215749219618,7.73287804401724,34.0886968779445,0,0,0,0,0,0,0,0,3619.08465149827,0,25.77,0,0,0,25.77,25.77,0,0,0,0,0,0,0,3130.87858430148,9.40614,9.40614,0,0,269.55,0,269.55,2274.2489017,0,0,2274.2489017,577.673542601483,94.7696775462991,482.903865055184,0,0,0,0,0,135.965980475329,0,0,0,0,0,0,0,0,0,135.965980475329,135.965980475329,0,56.1516912040596,1.61567244789994,1.61567244789994,0,0,0,0,0,0,0,54.5360187561597,23.5177361716814,31.0182825844783,270.3183955174
2010-01-01,2010,"Q1","2009/10","Q3","January",-6588.47990740687,3572.39449235716,66.0647848611501,62.5158284364551,62.5158284364551,0,0,3.54895642469499,3.54895642469499,0,0,12.0641391838011,12.0641391838011,0,0.000189761002197624,0,12.0639494227989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382992557442966,0,0.0382992557442966,0,0,1077.69084502879,0,814.443974708645,253.20279013,253.20279013,0,252.241184578644,252.241184578644,0,0,0,0,309,309,0,263.246870320149,0,0,0,0,263.246870320149,0,263.246870320149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416.53642402767,0,221.10785295193,0,2195.42857107574,2195.42857107574,0,2195.42857107574,0,0,0,0,0,0,0,0,10160.874399764,5575.23818479428,4661.20425651601,4661.20425651601,0,0,914.033928278273,914.033928278273,0,0,119.587756949817,103.341515326723,101.022217419499,2.31929790722315,16.2462416230942,0,0,0,0,0,0,16.2462416230942,4.00994972089194,12.2362919022023,0,0,0,0.544673020482606,0,0.544673020482606,0,0,4465.50378499944,0,74.85,0,0,0,74.85,74.85,0,0,0,0,0,0,0,3881.26817648259,8.80908,8.80908,0,0,272.040790782177,0,272.040790782177,2705.4986731223,0,0,2705.4986731223,894.919632578116,115.57420526405,779.345427314066,0,0,0,0,0,108.331597552891,0,0,0,0,0,0,0,0,0,108.331597552891,108.331597552891,0,134.53601875616,0,0,0,0,0,0,0,0,0,134.53601875616,23.5177361716814,111.018282584478,266.5179922078
2011-01-01,2011,"Q1","2010/11","Q3","January",-8190.75197720465,3454.01397787315,54.218215273874,51.9846108853637,51.9846108853637,0,0,2.23360438851026,2.23360438851026,0,0,9.50783721376885,9.50783721376885,0,0.0274048450040301,0,9.48043236876482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382992557442966,0,0.0382992557442966,0,0,1028.44465198808,0,851.83282856446,166.498890748375,166.498890748375,0,389.333937816084,389.333937816084,0,0,0,0,296,296,0,176.611823423619,0,0,0,0,176.611823423619,,176.611823423619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361.80497414168,0,218.7099430152,0,2143.09503112648,2143.09503112648,,2143.09503112648,0,0,0,0,0,0,0,0,11644.7659550778,6469.53204279428,5234.25164551601,5234.25164551601,0,0,1235.28039727827,1235.28039727827,0,0,356.022036492509,179.160724254403,176.382540449188,2.77818380521554,176.861312238106,0,0,0,0,0,0,176.861312238106,121.601905892035,55.2594063460712,0,0,0,0.506132659722308,0,0.506132659722308,0,0,4818.70574313128,0,70.9148070339102,0,0,0,70.9148070339102,70.9148070339102,0,0,0,0,0,0,0,4229.09499955974,7.369296,7.369296,0,0,255.246659978001,0,255.246659978001,2989.68376500362,0,0,2989.68376500362,976.795278578116,114.65704026405,862.138238314066,0,0,0,0,0,112.934557817476,0,0,0,0,0,0,0,0,0,112.934557817476,112.934557817476,0,140.90995681616,0,0,0,0,0,0,0,0,0,140.90995681616,29.7126528316814,111.197303984478,264.851421904
2012-01-01,2012,"Q1","2011/12","Q3","January",-9260.72595923591,4367.28528823282,100.555243347089,98.9913621045636,98.9913621045636,0,0,1.56388124252563,1.56388124252563,0,0,18.4212740856913,15.1913285634063,0,0.0274048450040301,0,15.1639237184023,3.22994552228496,0,0,0,0,0,0,0,0,0,3.22994552228496,0,3.22994552228496,0.0893753976574769,0,0.0893753976574769,0,0,1296.33592653951,0.4,1265.18380847461,383.9021998,383.9021998,0,512.281608674612,512.281608674612,0,0,0,0,369,369,0,30.752118064893,0,0,0,0,30.752118064893,0,30.752118064893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951.88346886288,0,216.705852226959,0,2735.17761663592,1511.08373246421,0,1511.08373246421,1114.2958301398,1113.67119068635,0,1113.67119068635,0.624639453452224,0,0,109.798054031907,13628.0112474687,7674.92053058802,6155.99946963125,6155.99946963125,0,0,1518.92106095677,1518.92106095677,0,0,335.381396254781,205.844154130021,162.39,43.4541541300208,129.53724212476,0,0,0,0,0,0,129.53724212476,57.6196670969303,71.91757502783,0,0,0,0,0,0,0,0,5617.70932062593,29.4088490969524,44.0930985914092,0,0,0,44.0930985914092,44.0930985914092,0,0,0,0,0,0,0,5038.82790319512,5.532912,5.532912,0,0,415.54233605704,0,415.54233605704,3520.4894308895,0,0,3520.4894308895,1097.26322424858,125.392253443609,971.870970804974,0,0,0,0,0,99.1291222740596,0,0,0,0,0,0,0,0,0,99.1291222740596,99.1291222740596,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,265.9797747992
2013-01-01,2013,"Q1","2012/13","Q3","January",-10544.9550293867,5169.45547505901,144.932320853646,144.783578834125,144.783578834125,0,0,0.148742019521025,0.148742019521025,0,0,212.684842723631,33.4480192346476,0,0.0274048450040301,0,33.4206143896436,179.236823488984,0,0,0,0,0,0,0,0,0,179.236823488984,0,179.236823488984,0.101671278663345,0,0.101671278663345,0,0,1689.91541884496,0.4,1633.4146122241,509.743503763456,509.743503763456,0,596.671108460645,596.671108460645,0,0,0,0,527,527,0,56.1008066208578,0,0,0,0,56.1008066208578,0,56.1008066208578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121.82122135811,0,215.489276551708,0,2906.3319448064,2468.87062155905,0,2468.87062155905,301.661080403427,301.661080403427,0,301.661080403427,0,0,0,135.800242843927,15714.4105044457,8770.92053058802,7004.19946963125,7004.19946963125,0,0,1766.72106095677,1766.72106095677,0,0,535.904960722151,274.654701200145,193.896225756819,80.7584754433252,261.250259522007,0,0,0,0,0,0,261.250259522007,54.7826875833417,206.467571938665,0,0,0,0.194093595683686,0,0.194093595683686,0,0,6407.39091953986,33.4387843604621,107.181615646221,0,0,0,107.181615646221,107.181615646221,0,0,0,0,0,0,0,5779.93944216214,3.696,3.696,0,0,609.909737539721,0,609.909737539721,4102.58738037384,0,0,4102.58738037384,1063.74632424858,126.314853443609,937.431470804974,0,0,0,0,0,80.0477043018541,0,0,0,0,0,0,0,0,0,80.0477043018541,80.0477043018541,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,266.5128004
2014-01-01,2014,"Q1","2013/14","Q3","January",-12117.0819510308,4966.83658220409,171.950618205583,145.362859110034,145.362859110034,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,360.6326262153,59.7356030721227,0,0.0274048450040301,0,59.7081982271187,300.897023143177,0,0,0,0,0,0,0,0,0,300.897023143177,0,300.897023143177,0.610445258479682,0,0.610445258479682,0,0,1199.37128177029,11.5951258,1147.76115579763,352.291755996795,352.291755996795,0,390.469399800831,390.469399800831,0,0,0,0,405,405,0,40.0150001726609,0,0,0,0,40.0150001726609,0,40.0150001726609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234.27161075444,0,70.3028856525181,0,3163.96872510193,2567.97266922981,0,2567.97266922981,494.596553261824,494.596553261824,0,494.596553261824,0,0,0,101.399502610289,17083.9185332349,9829.48507093487,7745.6281202728,7745.60608491982,0,0.0220353529812769,2083.85695066207,2083.85695066207,0,0,755.663769528721,334.046091341459,194.771161827762,139.274929513698,421.617678187262,0,0,0,0,0,0,421.617678187262,98.9205157636796,322.697162423582,0,0,0,0.999144327032252,0,0.999144327032252,0,0,6497.77054844428,34.0587282043835,138.517802216812,0,0,0,138.517802216812,138.517802216812,0,0,0,0,0,0,0,5871.50172240783,1.738572,1.738572,0,0,564.527100474422,0,564.527100474422,4246.71150677248,0,0,4246.71150677248,1058.52454316093,125.568412987563,932.956130173364,0,0,0,0,0,62.7647035672786,0,0,0,0,0,0,0,0,0,62.7647035672786,62.7647035672786,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,250.6570193788
2015-01-01,2015,"Q1","2014/15","Q3","January",-13110.6516152024,5128.72258929482,172.233237303976,145.645478208428,145.645478208428,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,525.479241268511,170.91561989752,0,0.0274048450040301,0,170.888215052516,354.563621370991,0,0,0,0,0,0,0,0,0,354.563621370991,0,354.563621370991,0.146787285601018,0,0.146787285601018,0,0,1611.02522778645,21.96831,1548.62531456489,393.282688670428,393.282688670428,0,653.34262589446,653.34262589446,0,0,0,0,502,502,0,40.4316032215665,0,0,0,0,40.4316032215665,0,40.4316032215665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819.83809565028,0,65.8392141220018,0,2753.99888152828,2213.41600646491,0,2213.41600646491,430.680705211134,430.680705211134,0,430.680705211134,0,0,0,109.902169852236,18239.3742044972,10369.0869410154,8777.26139934109,8777.23936398811,0,0.0220353529812769,1591.82554167432,1591.82554167432,0,0,712.421574152101,413.027678466187,209.181175310557,203.84650315563,299.393895685914,0,0,0,0,0,0,299.393895685914,78.5869061112827,220.806989574631,0,0,0,1.92369959948487,0,1.92369959948487,0,0,7155.94198973021,30.9444575539663,208.047389309545,0,0,0,208.047389309545,208.047389309545,0,0,0,0,0,0,0,6465.6744359922,0.27714611558933,0.27714611558933,0,0,490.967575090822,0,490.967575090822,4912.98061528889,0,0,4912.98061528889,1061.4490994969,121.892368937012,939.556730559887,0,0,0,0,0,70.9951426053121,0,0,0,0,0,0,0,0,0,70.9951426053121,70.9951426053121,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,240.0099916
2016-01-01,2016,"Q1","2015/16","Q3","January",-13360.07701389,5534.65354802558,172.378635008927,145.790875913378,145.790875913378,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,647.879097250826,208.153704246021,0,0.0274048450040301,0,208.126299401017,439.725393004805,0,0,0,0,0,0,0,0,0,439.725393004805,0,439.725393004805,0.616801459068098,0,0.616801459068098,0,0,1717.89867045739,37.288143,1668.22468714632,453.903935593751,453.903935593751,0,673.320751552565,673.320751552565,0,0,0,0,541,541,0,12.385840311076,0,0,0,0,12.385840311076,0,12.385840311076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995.88034384937,0,63.2477171422241,0,2932.63262670715,1955.62500066505,0,1955.62500066505,761.944867529982,761.944867529982,0,761.944867529982,0,0,0,215.062758512117,18894.7305619155,10272.9695914208,8718.45323000949,8718.4311946565,0,0.0220353529812769,1554.51636141127,1554.51636141127,0,0,977.045514333929,583.843677732093,169.123999098609,414.719678633484,393.201836601836,0,0,0,0,0,0,393.201836601836,55.7990231843801,337.402813417456,0,0,0,1.96309060814272,0,1.96309060814272,0,0,7642.75236555271,32.1981856504146,170.067126343981,0,0,0,170.067126343981,170.067126343981,0,0,0,0,0,0,0,6987.40064687384,0,0,0,0,441.488893814275,0,441.488893814275,5540.90488865764,0,0,5540.90488865764,1005.00686440193,119.544246979479,885.462617422451,0,0,0,0,0,80.166084215288,0,0,0,0,0,0,0,0,0,80.166084215288,80.166084215288,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,232.6497498
2017-01-01,2017,"Q1","2016/17","Q3","January",-14489.7392376164,6336.81197101801,172.682767261996,146.095008166447,146.095008166447,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,867.749743377095,266.457496974944,0,0.0274048450040301,0,266.43009212994,601.292246402151,0,0,0,0,0,0,0,0,0,601.292246402151,0,601.292246402151,0.0631330765965358,0,0.0631330765965358,0,0,1682.93925265579,37.288143,1582.55350655925,384.536935633019,384.536935633019,0,561.016570926229,561.016570926229,0,0,0,0,637,637,0,63.0976030965371,0,0,0,0,63.0976030965371,0,63.0976030965371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613.37707464654,0,66.254112416508,0,3547.12296223003,2628.39220449375,0,2628.39220449375,805.012579989711,805.012579989711,0,805.012579989711,0,0,0,113.71817774657,20826.5512086344,11531.6569883566,9729.37770035416,9729.35566500118,0,0.0220353529812769,1802.27928800246,1802.27928800246,0,0,249.627474414854,39.6592524701014,3.92399916032283,35.7352533097786,209.968221944752,0,0,0,0,0,0,209.968221944752,0.241163228891209,209.727058715861,0,0,0,1.96309060814272,0,1.96309060814272,0,0,9043.30365525483,35.607617790159,149.076110297835,0,0,0,149.076110297835,149.076110297835,0,0,0,0,0,0,0,8389.17710196066,0,0,0,0,475.879469740097,0,475.879469740097,6908.35260929898,0,0,6908.35260929898,1004.94502292159,154.468266672743,850.476756248844,0,0,0,0,0,83.3059105369907,0,0,0,0,0,0,0,0,0,83.3059105369907,83.3059105369907,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,245.866342
2018-01-01,2018,"Q1","2017/18","Q3","January",-17213.3850496925,6371.05643858206,173.001234646802,146.413475551254,146.413475551254,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,1032.96940790547,263.29206259989,0,0.0274048450040301,0,263.264657754886,769.677345305576,0,0,0,0,0,0,0,0,0,769.677345305576,0,769.677345305576,0,0,0,0,0,1995.28116555795,50.85027136,1894.85299549649,477.163233241457,477.163233241457,0,725.689762255037,725.689762255037,0,0,0,0,692,692,0,49.5778987014529,0,0,0,0,49.5778987014529,0,49.5778987014529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169.80463047185,0,63.3144171290075,0,3106.49021334284,2150.22460061229,0,2150.22460061229,887.848140400447,887.848140400447,0,887.848140400447,0,0,0,68.4174723301062,23584.4414882746,13315.2116514518,10891.6900922997,10891.6680569467,0,0.0220353529812769,2423.52155915219,2423.52155915219,0,0,298.057907075219,39.1402821504647,4.49922653233887,34.6410556181258,258.917624924755,0,0,0,0,0,0,258.917624924755,0.0841618745961336,258.833463050159,0,0,0,0.313449583211581,0,0.313449583211581,0,0,9970.85848016434,38.3610668208632,175.09617778735,0,0,0,175.09617778735,175.09617778735,0,0,0,0,0,0,0,9290.63937232775,0,0,0,0,389.58678211865,0,389.58678211865,7729.09185887691,0,0,7729.09185887691,1171.96073133219,404.18060038905,767.780130943135,0,0,0,0,0,85.8011731591972,0,0,0,0,0,0,0,0,0,85.8011731591972,85.8011731591972,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,240.6901174
2019-01-01,2019,"Q1","2018/19","Q3","January",-18487.1044086756,6828.90552614618,173.324722678224,146.736963582676,146.736963582676,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,1311.22175691657,279.54424545699,0,0.0274048450040301,0,279.516840611986,1031.67751145958,0,0,0,0,0,0,0,0,0,1031.67751145958,0,1031.67751145958,0.596521020079013,0,0.596521020079013,0,0,2157.85312600738,53.43727925,2050.49691327694,552.077919580157,552.077919580157,0,768.418993696785,768.418993696785,0,0,0,0,730,730,0,53.9189334804406,0,0,0,0,53.9189334804406,0,53.9189334804406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.90939952392,0,61.0990894360813,0,3124.81031008784,2203.6703513506,0,2203.6703513506,741.439877022763,741.439877022763,0,741.439877022763,0,0,0,179.700081714482,25316.0099348218,14084.1662293887,11286.2493909858,11286.2273556329,0,0.0220353529812769,2797.91683840288,2797.91683840288,0,0,341.963969826303,25.7050935464692,3.62621627159273,22.0788772748765,316.258876279834,0,0,0,0,0,0,316.258876279834,0.191887530247307,316.066988749586,0,0,0,0.902311005883652,0,0.902311005883652,0,0,10888.9774246009,47.683634167496,170.458244960034,0,0,0,170.458244960034,170.458244960034,0,0,0,0,0,0,0,10223.4046542693,0,0,0,0,375.079346501102,0,375.079346501102,8715.829683892,0,0,8715.829683892,1132.49562387615,113.571894117163,1018.92372975899,0,0,0,0,0,67.6318664586498,0,0,0,0,0,0,0,0,0,67.6318664586498,67.6318664586498,0,140.486464945476,0,0,0,0.215892276296316,0,0.215892276296316,0,0,0,140.27057266918,29.7126528316814,110.557919837499,239.3125598
2020-01-01,2020,"Q1","2019/20","Q3","January",-19551.2490056883,8299.77726671382,173.654558646995,147.066799551447,147.066799551447,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,1534.23795706677,342.78139590819,0,0.0274048450040301,0,342.753991063186,1191.45656115858,0,0,0,0,0,0,0,0,0,1191.45656115858,0,1191.45656115858,0.01,0,0.01,0,0,2742.32322518878,54.7988089,2651.19416646068,785.673134304414,785.673134304414,0,1043.52103215627,1043.52103215627,0,0,0,0,822,822,0,36.3302498280965,0,0,0,0,36.3302498280965,0,36.3302498280965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3849.55152581128,0,63.0513781428849,0,3786.50014766839,2642.64957872862,0,2642.64957872862,943.150568939774,943.150568939774,0,943.150568939774,0,0,0,200.7,27851.0262724022,13357.9112442194,10387.0736167126,10387.0515813596,0,0.0220353529812769,2970.83762750676,2970.83762750676,0,0,488.172550564422,8.01745024686831,3.41711411139839,4.60033613546992,480.155100317554,0,0,0,0,0,0,480.155100317554,8.67282651310885,471.482273804445,0,0,0,1.8,0,1.8,0,0,14003.1424776184,49.3847385752842,184.424666667534,0,0,0,184.424666667534,184.424666667534,0,0,0,0,0,0,0,13317.0740101676,359.6786271,359.6786271,0,0,447.428608645663,0,447.428608645663,11367.8100017771,160.2588429,0,11207.5511588771,1142.15677264485,107.220523778287,1034.93624886656,0,0,0,0,0,62.6007428971733,0,0,0,0,0,0,0,0,0,62.6007428971733,62.6007428971733,0,140.40519311075,0,0,0,0.134620441570092,0,0.134620441570092,0,0,0,140.27057266918,29.7126528316814,110.557919837499,249.2531262
2021-01-01,2021,"Q1","2020/21","Q3","January",-22517.2214968625,9390.62418367581,174.001889769189,147.41413067364,147.41413067364,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,1795.73744827605,381.41054040249,0,0.0274048450040301,0,381.383135557486,1414.32690787356,0,0,0,0,0,0,0,0,0,1414.32690787356,0,1414.32690787356,0.0605109411568882,0,0.0605109411568882,0,0,3087.6236207398,65.2040933139789,2990.49242108523,944.420200913692,944.420200913692,0,1163.07222017154,1163.07222017154,0,0,0,0,883,883,0,31.9271063405865,0,0,0,0,31.9271063405865,0,31.9271063405865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333.20071394962,0,545.414372699829,0,3787.78634124979,2810.79529368955,0,2810.79529368955,686.189835890317,686.189835890317,0,686.189835890317,0,0,0,290.801211669925,31907.8456805383,15031.5857145879,12286.6445429118,12286.6225075588,0,0.0220353529812769,2744.94117167604,2744.94117167604,0,0,1122.26513845018,40.0410902924094,3.64303233670774,36.3980579557016,1082.22404815778,0,0,0,0,0,0,1082.22404815778,140.32675289817,941.897295259606,0,0,0,7.6555539060987,0,7.6555539060987,0,0,15746.3392735941,58.3377555238971,253.477179574075,0,0,0,253.477179574075,253.477179574075,0,0,0,0,0,0,0,14503.9815803029,349.5196107,349.5196107,0,0,430.415143787138,0,430.415143787138,12595.5480119416,408.3583743,0,12187.1896376416,1128.49881387415,96.630789140634,1031.86802473352,0,0,0,0,0,63.638515636876,0,0,0,0,0,0,0,0,0,63.638515636876,63.638515636876,0,140.42952459122,0,0,0,0.158951922039828,0,0.158951922039828,0,0,0,140.27057266918,29.7126528316814,110.557919837499,726.47471796516
