"Date","Year","Quarter","FY","QFY","Month","REV","REV_TAX_ NOIL","REV_TAX_DOM","REV_TAX_DOM_DI","REV_TAX_DOM_IDI","REV_TAX_DOM_IDI_VAT","REV_TAX_DOM_IDI_EXD","REV_TAX_DOM_IDI_REF","REV_TAX_DOM_IDI_CTL","REV_TAX_INL","REV_TAX_INL_EXD_PET","REV_TAX_INL_EXD_IM","REV_TAX_INL_EXD_OTH","REV_TAX_INL_VAT","REV_TAX_INL_WHT","REV_TAX_INL_TRL","REV_TAX_INL_SUG","REV_TAX_INL_COI","REV_TAX_INL_HAS","REV_TAX_FEE","REV_TAX_ISF","REV_TAX_OIL","REV_TAX_EXP","REV_NTAX","REV_NTAX_MST","REV_NTAX_MST_OWN","REV_NTAX_MST_URA","REV_NTAX_HPT","REV_NTAX_MIS","REV_NTAX_DIV","REV_NTAX_IPD","REV_NTAX_MISC","REV_NTAX_BOU_IMF_MDRI"
2009-12-01,2009,"Q4","2009/10","Q2","December",493.452347645,486.601772641,302.174012677,233.271309166,68.902703511,54.321955537,22.303447611,-7.722699637,0,175.324444939,55.44301791,33.605480617,10.175883783,68.033556956,6.332499757,1.723168094,,0,0.010837822,9.139900482,,0,-0.036585457,6.850575004,4.578536635,0.595774635,3.982762,0,1.690160088,0,0,0,0.581878280999998
2010-01-01,2010,"Q1","2009/10","Q3","January",356.490087701,349.263016514,191.787399086,92.707120019,99.080279067,78.305409123,28.4790251,-7.704155156,0,149.952603712,56.28875838,24.572369194,7.676532996,53.348899404,4.889912938,3.166462069,,0,0.009668731,7.523714044,,0,-0.000700328,7.227071187,2.909964499,0,2.909964499,0.0042,0,0,0,0,4.312906688
2010-02-01,2010,"Q1","2009/10","Q3","February",318.770744783,310.615286077,147.347346838,85.365849671,61.981497167,49.90740783,19.778226666,-7.704137329,0,155.718433739,49.60580909,35.631972223,3.766930853,59.23932742,5.202052856,2.266355641,,0,0.005985656,7.669065825,,0,-0.119560325,8.155458706,4.031035156,0,4.031035156,0,0,0,0,0,4.12442355
2010-03-01,2010,"Q1","2009/10","Q3","March",353.467127211,338.00323974,164.686716246,92.81449247,71.872223776,58.077812544,21.49858539,-7.704174158,0,164.182507434,53.52371468,25.312624675,11.367434647,66.070907727,5.739586408,2.164043791,,0,0.004195506,9.359657077,,0,-0.225641017,15.463887471,4.195133723,0,4.195133723,0,0,3.43,0,0,7.838753748
2010-04-01,2010,"Q2","2009/10","Q4","April",354.889415634,351.196177366,171.008005663,97.895631224,73.112374439,57.459664333,23.356895384,-7.704185278,0,172.120588923,59.30574773,28.207906524,9.675560729,67.687879037,5.176265088,2.054604513,,0,0.012625302,8.374664944,,0,-0.307082164,3.693238268,3.693238268,0,3.693238268,0,0,0,0,0,0
2010-05-01,2010,"Q2","2009/10","Q4","May",352.466346921,346.645602882,169.261015178,99.809212161,69.451803017,56.381127094,22.761615687,-9.690939764,0,168.371163739,57.132213,28.820878881,10.233400822,64.448508372,5.656975358,2.0751316,,0,0.004055706,9.046207003,,0,-0.032783038,5.820744039,3.860744039,0,3.860744039,0,0,1.96,0,0,0
2010-06-01,2010,"Q2","2009/10","Q4","June",474.901322315,436.863420936,257.940628638,199.868828903,58.071799735,51.316039794,25.616414158,-18.860654217,0,169.984695935,51.78921505,32.017355188,9.420164306,68.258448466,5.942166832,2.550858338,,0,0.006487755,8.931910025,,0,0.006186338,38.037901379,12.382758083,8.202130413,4.18062767,0,0.266184609,5.832437102,0.00020316,0.0203938,19.535924625
2010-07-01,2010,"Q3","2010/11","Q1","July",438.154627073444,429.211987780444,234.734334085,153.235017611,81.499316474,66.075722579,24.482193101,-9.058599206,0,185.186454709444,51.59972268,36.662794374,10.991631491423,76.364172851021,7.125765948,2.430200309,,0,0.012167056,9.30751026,,0,-0.016311274,8.942639293,7.591818518,2.497766131,5.094052387,0,1.350820775,0,0,0,0
2010-08-01,2010,"Q3","2010/11","Q1","August",642.856562918,363.589636147,172.370616806,94.5949207910001,77.775696015,62.994589477,23.837466439,-9.056359901,0,182.743456081,56.51276746,33.782914607,10.493238335,72.970809654,6.442407797,2.480122282,,0,0.061195946,8.476123802,,273.862,-0.000560542,5.404926771,5.278721645,0.616943135,4.66177851,0,0.126205126,0,0,0,0
2010-09-01,2010,"Q3","2010/11","Q1","September",393.825986463,386.917781494,186.693608628,116.148285996,70.545322632,54.306834784,25.294238832,-9.055750984,0,192.210132765,57.13526273,36.592199784,11.987306161,77.634945203,6.289194248,2.530652674,,0,0.040571965,8.023826037,,0,-0.009785936,6.908204969,6.094504497,0.870169236,5.224335261,0,0.813700472,0,0,0,0
2010-10-01,2010,"Q4","2010/11","Q2","October",373.438924743,357.474284868,167.594798138,90.795497725,76.799300413,60.202759163,25.652758897,-9.056217647,0,181.238166367,66.649365346,29.02690753,10.649459974,64.584693187,6.23997292,3.979834972,,0,0.107932438,8.6453053,,0,-0.003984937,15.964639875,6.238150061,0.868520184,5.369629877,0,0.062682413,3.92,0.462633999,0,5.281173402
2010-11-01,2010,"Q4","2010/11","Q2","November",385.552003502,380.423237083,168.103605773,96.754595444,71.349010329,56.861164365,23.545383797,-9.057537833,0,202.354823016,64.183468443,38.802794133,12.419164778,77.607705001,6.4858819,2.535622623,,0,0.320186138,9.975035088,,0,-0.010226794,5.128766419,4.751529285,0.795886683,3.955642602,0,0.329581275,0,0.047655859,0,0
2010-12-01,2010,"Q4","2010/11","Q2","December",551.295326445,545.154938024,314.548933768,255.118424582,59.430509186,63.490901111,26.12347826,-30.183870185,0,220.880392806,66.067013948,44.018089726,13.065156715,85.459962922,7.558173064,3.512451507,,0,1.199544924,9.728018499,,0,-0.002407049,6.140388421,5.329635404,1.050106618,4.279528786,0,0.285849017,0,0,0,0.524904
2011-01-01,2011,"Q1","2010/11","Q3","January",453.281570675,447.822765102,219.984324902,139.364964978,80.619359924,61.399754373,33.048514509,-13.828908958,0,218.779967292,65.869429162,35.819054781,10.500082103,92.475909003,6.765892871,5.829744889,,0,1.519854483,9.142297765,,0,-0.083824857,5.458805573,4.591443105,0.632714082,3.958729023,0,0.342458468,0,0,0,0.524904
2011-02-01,2011,"Q1","2010/11","Q3","February",376.352962917,371.752084446,159.636403804,91.459749846,68.176653958,56.293867731,25.453951838,-13.571165611,0,203.684400187,55.375485514,36.174617958,12.572258662,84.783470287,6.497578974,7.03377143,,0,1.247217362,8.434784254,,0,-0.003503799,4.600878471,3.838942651,0.261677014,3.577265637,0,0.228899463,0,0.008132357,0,0.524904
2011-03-01,2011,"Q1","2010/11","Q3","March",423.076889492,412.347025918,197.621559327,125.515769829,72.105789498,58.791868668,26.845125525,-13.531204695,0,205.054938136,67.770131677,34.878377468,10.318712656,80.067148108,7.838735097,2.900688382,,0,1.281144748,9.672045964,,0,-0.001517509,10.729863574,3.865905118,0.444714088,3.42119103,0,1.555502678,2.572,0,0,2.736455778
2011-04-01,2011,"Q2","2010/11","Q4","April",1342.088143049,418.600644095,204.036285026,125.631818766,78.40446626,60.966257718,26.49596477,-9.057756228,0,206.174344603,56.152853733,41.364580798,11.779305662,87.023567791,6.286193441,2.741904922,,0,0.825938256,8.394592359,,918.848,-0.004577893,4.639498954,4.303720856,0.713646112,3.590074744,0,0.335778098,0,0,0,0
2011-05-01,2011,"Q2","2010/11","Q4","May",431.389864454,425.209601374,196.738761791,113.427948076,83.310813715,64.156541972,28.211561743,-9.05729,0,218.138482299,63.206075717,39.544705472,12.642186142,87.623024773,8.27541709,5.999988111,,0,0.847084994,10.332357284,,0,0,6.18026308,4.763489413,0.41463619,4.348853223,0,0.616640335,0.738196,0,0.061937332,0
2011-06-01,2011,"Q2","2010/11","Q4","June",590.658302929,575.695356569,339.293593055,263.073589222,76.220003833,58.700936024,26.574789697,-9.055721888,0,225.278680289,58.361824806,40.753166994,13.641521353,99.925626737,8.96080625,3.169165687,,0,0.466568462,11.131057232,,0,-0.007974007,14.96294636,9.636046268,1.426870735,8.209175533,0,2.361061115,2.42352459,0.006857437,0.01055295,0.524904
2011-07-01,2011,"Q3","2011/12","Q1","July",407.608598264,402.145892862,165.068013955,93.134491344,71.933522611,61.334681777,27.892143074,-17.29330224,0,227.617299221,60.419392479,41.733330994,13.220608795,97.99393354,10.985225051,3.124100042,,0,0.14070832,9.465579686,,0,-0.005,5.462705402,4.347994418,0.970249211,3.377745207,0,0.589806984,0,0,0,0.524903999999999
2011-08-01,2011,"Q3","2011/12","Q1","August",491.462729179,485.320682134,229.414298761,143.118060071,86.29623869,62.96771902,28.403550764,-5.075031094,0,245.729713811,70.760029224,43.108804721,13.047756464,104.954068193,10.615519266,3.243535943,,0,0,10.176669562,,0,0,6.142047045,5.510726052,1.028356972,4.48236908,0,0.106416993,0,0,0,0.524903999999999
2011-09-01,2011,"Q3","2011/12","Q1","September",470.86845183,466.374990233,213.08074,126.334974501,86.745765499,67.578169027,30.351763133,-11.184166661,0,243.175716398,68.062034765,43.076297092,15.625450234,102.146382995,10.653023364,3.484937761,,0,0.127590187,10.118533835,,0,0,4.493461597,4.364833416,0.932437348,3.432396068,0,0.128628181,0,0,0,0
2011-10-01,2011,"Q4","2011/12","Q2","October",464.23504146,450.314210761,217.073673815,112.857816067,104.215857748,89.733638793,29.940429492,-15.458210537,0,224.43278478,59.801011316,40.695908995,12.730810096,93.735757074,10.572873087,6.872706431,,0,0.023717781,8.807818708,,0,-6.6542e-05,13.920830699,4.418657188,0.421634236,3.997022952,0,0.502939955,3.92,0,0,5.079233556
2011-11-01,2011,"Q4","2011/12","Q2","November",468.018462136,462.383425592,201.081181968,115.931161208,85.15002076,68.16417737,29.435345977,-12.449502587,0,253.124494258,91.19374239,38.77613017,13.319097661,95.176358802,11.465454219,3.057076187,,0,0.136634829,8.183781966,,0,-0.0060326,5.635036544,4.860611478,0.12948845,4.731123028,0,0.774425066,0,0,0,0
2011-12-01,2011,"Q4","2011/12","Q2","December",669.251343645,660.964252328,414.033778239,331.178028932,82.855749307,70.668635469,29.326239603,-17.139125765,0,238.261785311,99.876941242,32.480304958,15.864524011,76.809634264,10.160197463,3.070183373,,0,0,8.668812337,,0,-0.000123559,8.287091317,7.360459066,1.723146788,5.637312278,0,0.533351815,0.393280436,0,0,0
2012-01-01,2012,"Q1","2011/12","Q3","January",518.889887057,510.259603921,245.647961408,137.394226232,108.253735176,80.040113417,37.288422789,-9.07480103,0,256.915008072,108.17219521,35.449611819,13.986417407,86.096203414,9.588325574,3.479738208,,0,0.14251644,7.696634441,,0,0,8.630283136,7.189771257,1.148050574,6.041720683,0,0.240511879,1.2,0.023435694,0,0
2012-02-01,2012,"Q1","2011/12","Q3","February",806.908583885,474.435764205,224.824463088,129.013985844,95.810477244,82.812317659,33.976286706,-20.978127121,0,241.199017043,94.57353663,32.859722444,14.839279195,86.467961661,9.403649996,3.054867117,,0,0,8.412284074,,319.500195244,0,12.972624436,11.841692001,5.050697991,6.79099401,0,1.130932435,0,0,0,0
2012-03-01,2012,"Q1","2011/12","Q3","March",569.085069368,487.470552235,232.703844842,142.809605188,89.894239654,76.338705067,30.731447546,-17.175912959,0,246.152866085,79.066041205,39.290881212,18.920902458,96.960562543,8.758766913,3.14106823,,0,0.014643524,8.613841308,,72.839307162,0,8.775209971,8.095342158,1.622048173,6.473293985,0.004655399,0.675212414,0,0,0,0
2012-04-01,2012,"Q2","2011/12","Q4","April",494.326827689,483.83845026,241.692121046,137.678299985,104.013821061,96.011894145,22.933561564,-14.931634648,0,231.63156357,58.350104626,46.224437584,14.898938376,101.207645198,8.005707017,2.944730769,,0,0,10.514765644,,0,0,10.488377429,8.538473542,1.303004302,7.23546924,0.000399999,0.299503888,1.65,0.009506704,0,0
2012-05-01,2012,"Q2","2011/12","Q4","May",508.90854045,499.635643723,239.478798742,131.370847259,108.107951483,89.157021474,32.679085692,-13.728155683,0,250.334107994,58.961072567,53.963655611,16.734307734,107.394902761,9.951547206,3.328622115,,0,0,10.321380207,,,-0.49864322,9.272896727,6.767219979,0.796668693,5.970551286,0,1.980772748,0,0,0,0.524903999999999
2012-06-01,2012,"Q2","2011/12","Q4","June",764.550314445,752.791917273,495.824359539,391.078424403,104.745935136,89.464888825,29.279361585,-13.998315274,0,246.731671884,53.789459664,54.753217014,17.520612859,106.627896509,10.316680889,3.723680645,,0,0.000124304,10.23588585,,,0,11.758397172,8.529543357,1.24823872,7.281304637,0,0.299810731,2.929043084,0.013140283,0.02590201,0
2012-07-01,2012,"Q3","2012/13","Q1","July",536.29970263,523.858411641,260.032880863,161.486206934,98.546673929,84.209751939,29.39492199,-15.058,0,251.242293691,61.36212852,47.661775844,13.677325366,106.672252407,18.05779887,3.811012684,,,0,12.583237087,,,0,12.441290989,10.343280073,1.827828747,8.515451326,0,1.573106916,0,0,0,0.524904
2012-08-01,2012,"Q3","2012/13","Q1","August",540.54366439671,516.15184313571,255.752859446,143.242079851,112.510779595,97.769218035,29.586295848,-14.844734288,0,251.60732506071,69.74952474,44.7213059769137,17.6725104861797,107.273892322633,8.854426333,3.33566520198355,,,0,8.791658629,,,0,24.391821261,9.560116624,0.971997549,8.588119075,0,0.620720888,0,0,0,0
2012-09-01,2012,"Q3","2012/13","Q1","September",523.403793789,515.367143185,274.223957566,152.857970642,121.365986924,100.495268355,36.141984281,-15.271265712,0,232.301236915,62.9203506568884,40.1410973332778,17.1030190122871,90.0506856215468,17.928397083,4.157687208,,,0,8.841948704,,,0,8.036650604,7.692901669,0.878805428,6.814096241,0,0.155748935,0.188,0,0,0
2012-10-01,2012,"Q4","2012/13","Q2","October",549.983705402,500.588655517,266.26487195,145.188274069,121.076597881,99.876398669,36.258199212,-15.058,0,226.616580831,57.2771864193976,42.9000235965104,15.893831154104,87.207818263988,19.378809054,3.958912343,,,0,7.707202736,,,0,49.395049885,8.578106288,1.21037585,7.367730438,0,0.62344963,0.05,0.001678687,0,28.715792806
2012-11-01,2012,"Q4","2012/13","Q2","November",569.400758376,557.458802424,274.846872497,155.076927435,119.769945062,104.252940641,36.327157042,-20.810152621,0,273.90768673,60.15208471,62.662627729071,21.9875208385588,111.63110442537,13.186904062,4.287444965,,,0,8.704243197,,,0,11.941955952,7.303606466,0.08934706,7.214259406,0,0.118854218,3.6,0.000913268,0,0.918582
2012-12-01,2012,"Q4","2012/13","Q2","December",778.807886163,763.02842261,516.173698157,384.328514263,131.845183894,104.0557926,37.095238673,-9.305847379,0,239.071871117,65.89274845,45.4686289166792,20.5231355288338,85.251504718487,18.615799014,3.320054489,,,0,7.782853336,,,0,15.779463553,7.955661439,1.012203251,6.943458188,0,0.252551851,0,0,0,0
2013-01-01,2013,"Q1","2012/13","Q3","January",634.91481125,620.539651288,342.950480896,193.297916517,149.652564379,117.079697591,47.630866788,-15.058,0,269.308296076,72.44005615,50.9782373642894,21.047099092361,111.09479860335,8.66386918,5.084235686,,,0,8.280874316,,,0,14.375159962,13.022674052,7.46422511,5.558448942,0,0.30267791,0,0,0,1.049808
2013-02-01,2013,"Q1","2012/13","Q3","February",586.584005057,576.710936414,319.225996762,160.780836961,158.445159801,124.477072324,40.690949276,-6.722861799,0,249.082483465,64.67242579,47.9417853719431,15.3889398026467,106.59118881741,10.058422406,4.428692349,,,0.001028928,8.402456187,,,0,9.873068643,7.743998241,1.530639367,6.213358874,0,0.291702683,0,0,0,0.524904
2013-03-01,2013,"Q1","2012/13","Q3","March",577.329326824,570.302087776,304.909215154,177.609741044,127.29947411,104.314596745,38.042877365,-15.058,0,257.98797009,75.52330166,51.4138042537114,14.0956927201185,103.41790271017,9.261499009,4.275769737,,,0,7.404902532,,,0,7.027239048,6.750917302,1.08572716,5.665190142,0,0.276321746,0,0,0,0
2013-04-01,2013,"Q2","2012/13","Q4","April",590.536402630999,582.528476918999,315.796558211,175.392931274,140.403626937,112.559996466,42.526168981,-14.68253851,0,256.639617207999,61.51428665,53.4292841475577,17.6391767180198,110.504207367422,9.577095523,3.975566802,,,0,10.0923015,,,0,8.007925712,7.757923748,0.588306208,7.16961754,0,0.250001964,0,0,0,0
2013-05-01,2013,"Q2","2012/13","Q4","May",617.590684108,601.411362247,314.59945901,187.115082814,127.484376196,104.59368699,38.389120174,-15.498430968,0,276.618946995,71.10217431,56.9071138681898,18.3729320457866,115.826047409024,10.28285946,4.127819902,,,0,10.192956242,,,0,16.179321861,15.684227031,2.028580643,13.655646388,0,0.49509483,0,0,0,0
2013-06-01,2013,"Q2","2012/13","Q4","June",831.94310599395,821.53284984195,538.988428979,397.123252236,141.865176743,125.48616921,39.711176256,-23.332168723,0,286.129928083,72.2298273,54.5092310612247,26.2017869584324,119.009724452343,10.145976868,4.033381443,,,0,11.47302241,,,-15.0585296300498,10.410256152,7.639704762,1.102045036,6.537659726,0,2.77055139,0,0,0,0
2013-07-01,2013,"Q3","2013/14","Q1","July",612.260431339002,599.450400719002,300.450486645002,165.995227907,134.455258738002,113.203983082,37.135275656002,-15.884,0,285.838562181,79.579437777,63.6012629747377,17.2334545586505,110.595044435612,10.447688961,4.069057172,,,0.312616302,13.161351893,,0,0,12.81003062,11.091665865,1.437758495,9.65390737,0,0.668556755,0,0,0,1.049808
2013-08-01,2013,"Q3","2013/14","Q1","August",644.143369469,633.931989133,328.029474611,181.169516251,146.85995836,116.466551707,46.247258466,-15.853851813,0,293.261158853,77.50614934,61.2523561751043,15.3360521540846,124.771096005811,10.221496386,3.834772547,,0,0.339236245,12.641355669,,0,0,10.211380336,9.259869714,1.474236946,7.785632768,0,0.426606622,0,0,0,0.524904
2013-09-01,2013,"Q3","2013/14","Q1","September",605.412134569,593.307544461,301.378291092,160.798448365,140.579842727,107.104949274,49.229013028,-15.754119575,0,281.823316369,76.49362182,59.2250163250586,29.4429232090749,101.592153977867,11.127605839,3.571659747,,0,0.370335451,10.105937,,0,0,12.104590108,11.883505536,0.603130165,11.280375371,0,0.221084572,0,0,0,0
2013-10-01,2013,"Q4","2013/14","Q2","October",632.22224441,623.481968805,312.878800311,174.450629183,138.428171128,108.855783968,45.616471773,-16.044084613,0,298.265370158,76.74871836,71.8132089954806,15.4210510767451,118.694794560774,11.406485372,3.773571303,,0,0.40754049,12.337798336,,0,0,8.740275605,7.003530041,1.383691723,5.619838318,0,1.736745564,0,0,0,0
2013-11-01,2013,"Q4","2013/14","Q2","November",612.130317357,603.417285818,300.619417411,167.660040575,132.959376836,109.06950948,39.839062533,-15.949195177,0,289.183264111,76.34951862,68.016419698617,15.6634549500078,114.229396533375,10.734782719,3.737687865,,0,0.452003725,13.614604296,,0,0,8.713031539,8.259306847,0.155451362,8.103855485,0,0.453724692,0,0,0,0
2013-12-01,2013,"Q4","2013/14","Q2","December",820.250727324,810.031953091,516.463206198,388.454745768,128.00846043,98.757495769,45.134964661,-15.884,0,282.215893752,74.59759216,59.1637927296016,21.3145092034262,113.904836314972,8.957425412,4.06776195,,0,0.209975982,11.352853141,,0,0,10.218774233,8.948594195,1.263742251,7.684851944,0,0.745276038,0,0,0,0.524904
2014-01-01,2014,"Q1","2013/14","Q3","January",685.560831555,673.141148473,374.266581157,220.223345981,154.043235176,119.153329871,50.773905305,-15.884,0,288.195020757,81.338431,60.5372437487838,14.1007314576255,114.179586905591,11.870453749,6.076021771,,0,0.092552125,10.679546559,,0,0,12.419683082,12.367007269,2.403426387,9.963580882,0,0.052675813,0,0,0,0
2014-02-01,2014,"Q1","2013/14","Q3","February",655.81498265495,644.95998561995,337.99286333495,174.606157821,163.38670551395,132.26045458,47.01025093395,-15.884,0,296.120596953,97.36021464,53.979123485403,17.8568422549456,111.429607106651,10.672511457,4.627670879,,0,0.19462713,10.846525332,,0,0,10.854997035,9.887355388,1.561694873,8.325660515,0,0.442737647,0,0,0,0.524904
2014-03-01,2014,"Q1","2013/14","Q3","March",657.80091954845,645.39362438245,333.62791724945,196.169608817,137.45830843245,108.747766199,44.59454223345,-15.884,0,299.604148298,82.50016812,57.3432041850565,22.3644717946109,120.143812635333,12.346820848,4.687061347,,0,0.218609368,12.161558835,,0,0,12.407295166,11.87452283,3.065649421,8.808873409,0,0.532772336,0,0,0,0
2014-04-01,2014,"Q2","2013/14","Q4","April",660.47181250374,649.07433647074,343.12262359774,188.844243595,154.27838000274,122.85894013,47.30343987274,-15.884,0,294.654280497,87.23594552,57.3851628092296,18.8742643462241,116.918470703546,10.055309596,4.017072485,,0,0.168055037,11.297432376,,0,0,11.397476033,11.167804994,2.785388689,8.382416305,0.037796356,0.191874683,0,0,0,0
2014-05-01,2014,"Q2","2013/14","Q4","May",692.4098002306,680.0330508016,339.0697153186,198.851875411,140.2178399076,105.310892403,48.2909475046,-13.384,0,327.819953497,87.8994788,68.0799485793739,26.156039703125,129.454293420501,11.869769321,4.171230891,,0,0.189192782,13.143381986,,0,0,12.376749429,11.996783416,1.470669386,10.52611403,0,0.379966013,0,0,0,0
2014-06-01,2014,"Q2","2013/14","Q4","June",889.44769464397,874.80947514097,548.57533598697,407.229285221,141.34605076597,112.10454642,45.12750434397,-15.885999998,0,311.014485016,86.635241225,67.0851521104963,13.1370340528017,128.547573006702,11.583748008,3.854171477,,0,0.171565136,15.219654138,,0,0,14.638219503,12.257995959,2.330089409,9.92790655,0,2.380223544,0,0,0,0
2014-07-01,2014,"Q3","2014/15","Q1","July",687.31607859324,668.00960969224,328.76391142024,189.398517421,139.36539399924,111.448863821,45.77419988024,-17.857669702,,325.024100633,75.293029935,64.5293151979756,19.668598560248,143.947797591776,14.06804222,7.188321057,,0,0.328996071,11.251109839,2.9704878,0,0,19.306468901,17.196251493,3.199872592,13.996378901,0,2.110217408,0,0,0.06,0
2014-08-01,2014,"Q3","2014/15","Q1","August",696.15445029551,682.39584539351,342.97551738351,195.846314047,147.12920333651,114.690606558,50.53089407651,-18.092297298,,322.929828359,83.07578052,62.4924760882379,17.8281915690171,142.272061707745,12.445137282,4.330390354,,0,0.485790838,11.824822981,4.66567667,0,0,13.758604902,13.133700902,1.186690012,11.94701089,0,0,0.1,0,0,0
2014-09-01,2014,"Q3","2014/15","Q1","September",772.64371460568,750.70518481868,363.06081761568,223.042259681,140.01855793468,104.57785508,53.41573585468,-17.975033,,370.097849934,106.30124026,68.4240046286509,22.6837725169643,153.975324036385,13.656810609,4.135326708,,0,0.921371175,12.325194393,5.221322876,0,0,21.938529787,14.588479187,1.426909983,13.161569204,0,0,7.35,0,0.1,0
2014-10-01,2014,"Q4","2014/15","Q2","October",777.72582069949,754.96512855949,362.48754912449,213.257473203,149.23007592149,113.658123601,53.54695232049,-17.975,,368.827964232,103.61690013,70.0356198276968,29.4349521540382,144.720415557265,13.39489905,4.077192843,,0,3.54798467,18.843815615,4.805799588,0,0,22.76069214,18.357195318,1.295573483,17.061621835,0,1.640147663,2.763349159,0,0.25,0
2014-11-01,2014,"Q4","2014/15","Q2","November",736.88272280231,723.10392514731,365.05862234831,201.533854746,163.52476760231,123.292786439,52.60077482931,-12.368793666,,340.152326718,83.67028116,70.8760966413009,26.9884681571278,139.142375708571,12.64903645,3.874900232,,0,2.951168369,12.934543447,4.958432634,0,0,13.778797655,13.778797655,1.226795704,12.552001951,0,0,0,0,0,0
2014-12-01,2014,"Q4","2014/15","Q2","December",1040.30072318932,1018.79564770832,639.60745976232,470.452448979,169.15501078332,129.070207012,53.23173233132,-13.14692856,,362.262522156,94.39119328,78.387594443,21.908698419,148.47548661,13.876377256,4.321582104,,0,0.901590044,11.799515957,5.126149833,0,0,21.505075481,15.482734777,1.773004125,13.709730652,0,0.622340704,5.4,0,0,0
2015-01-01,2015,"Q1","2014/15","Q3","January",817.67347266326,803.56381624526,429.26023150126,236.720864256,192.53936724526,139.528661027,66.32744354926,-13.316737331,,359.060594719,114.6614772514,65.8944635530526,23.6947699417584,134.783171185789,12.21987851,6.628592604,,0,1.178241673,10.836385437,4.406604588,0,0,14.109656418,14.106512547,1.084225243,13.022287304,0,0.003143871,0,0,0.25,0
2015-02-01,2015,"Q1","2014/15","Q3","February",783.59579938998,768.46157896598,390.62167920198,203.035570406,187.58610879598,146.222740907,54.65012508198,-13.286757193,,360.54390975,99.70542192,69.5075238684335,21.3365617122404,152.471715060326,10.748081797,5.473483982,,0,1.30112141,12.536334231,4.759655783,0,0,15.134220424,15.134220424,1.516690131,13.617530293,0,0,0,0,0,0
2015-03-01,2015,"Q1","2014/15","Q3","March",814.333315042,794.517294971,420.713640823,246.724887448,173.988753375,133.016147034,46.165926799,-5.193320458,,356.779452228,94.55662553,69.329814297,23.40719163,151.261908248,12.36806283,5.284983482,,0,0.570866211,12.067964352,4.956237568,0,0,19.816020071,19.403423685,2.56296923,16.840454455,0,0.412596386,0,0,0,0
2015-04-01,2015,"Q2","2014/15","Q4","April",804.2655312218,786.9006955048,404.6819160258,236.676032881,168.0058831448,134.419538309,53.1473280468,-19.560983211,,365.994218928,110.42278279,66.6604035429653,23.3211805241096,149.888997766925,10.331771172,5.050212047,,0,0.318871085,11.465635317,4.758925234,0,0,17.364835717,15.336679028,2.002677515,13.334001513,0,0.698156689,0,0,0,0
2015-05-01,2015,"Q2","2014/15","Q4","May",797.554133238,781.701293038,381.623901378,220.661736448,160.96216493,129.156830423,48.588417626,-16.783083119,,382.467321139,111.2386167,67.2040350328063,33.8099795984501,152.582652423744,12.001522306,5.307788459,,0,0.322726619,12.729475171,4.88059535,0,0,15.8528402,15.8528402,1.732615493,14.120224707,0,0,0,0,0,0
2015-06-01,2015,"Q2","2014/15","Q4","June",1385.53657292708,1239.745936131,792.14403615,611.622833516,180.521202634,131.09254541,60.477821894,-11.04916467,,424.094024212,120.81550173,85.069475532,27.944981563,169.995972912,15.02759115,4.883540265,,0,0.35696106,17.749358174,5.758517595,119.62342224708,0,26.167214549,21.300932556,3.033568075,18.267364481,0,4.866281993,0,0,0,0
2015-07-01,2015,"Q3","2015/16","Q1","July",809.81420836984,785.82860650584,402.59782605184,237.75491992353,164.84290612831,132.325803582,46.96577666631,-14.44867412,,364.508869252,92.09186932,72.457285104224,16.183143367344,159.418588178432,15.258054083,0.148389905,8.573051587,0,0.378487707,13.728732409,4.993178793,0,0,23.985601864,23.072790177,3.517059963,19.555730214,0,0.912811687,0,0,0,0
2015-08-01,2015,"Q3","2015/16","Q1","August",829.96454182435,807.28766047835,378.39025074435,202.529129632,175.86112111235,135.65916116,52.40525365835,-12.203293706,,404.799790012,110.16631652,71.4236128823393,20.5221946036639,172.124559075997,13.553478786,5.608438046,10.51635893,0,0.884831168,19.252314723,4.845304999,0,0,22.676881346,22.553148922,2.563867221,19.989281701,0,0.123732424,0,0,0,0
2015-09-01,2015,"Q3","2015/16","Q1","September",863.76665514876,829.24859956376,415.49748883776,243.502229861,171.99525897676,129.051666372,53.61449875976,-10.670906155,,397.610010744,88.20557256,79.8354372763531,21.840671061145,173.880696391502,16.267926696,5.3622583,10.722355802,0,1.495092657,10.704084693,5.437015289,0,0,34.518055585,22.978635054,5.380458753,17.598176301,0,3.774604814,0,0,0,0
2015-10-01,2015,"Q4","2015/16","Q2","October",920.29854945881,896.81221392781,463.88911900181,263.203270673,200.68584832881,151.57147206,57.73055348881,-8.61617722,,415.130393413,123.43132896,78.7796065175986,19.6765511030985,162.395362766303,13.992211028,5.216241651,9.411465879,0,2.227625508,12.102814578,5.689886935,0,0,23.486335531,21.388681462,3.1290271,18.259654362,0,1.891394832,0,0,0,0
2015-11-01,2015,"Q4","2015/16","Q2","November",878.78426665316,850.33030318916,413.61492072116,221.464549601,192.15037112016,151.840782845,56.45356337416,-16.143975099,,420.828026409,111.21720772,85.3195529207142,13.9443640531878,175.658826854098,15.531019147,4.902761488,12.246453602,0,2.007840624,10.412651346,5.474704713,0,0,28.453963464,25.274692704,2.588322127,22.686370577,0,1.05255489,0,0,0,0
