"Date","Year","Quarter","FY","QFY","Month","CORENS","CORESA","CPTOTNSXN","CPTOTSAXN","CPTOTSAXNZGY","DMGSRMRCHNSCD","DMGSRMRCHNSKD","DMGSRMRCHNSXD","DMGSRMRCHSACD","DMGSRMRCHSAKD","DMGSRMRCHSAXD","DPANUSLCU","DPANUSSPB","DPANUSSPF","DSTKMKTXD","DSTKMKTXN","DXGSRMRCHNSCD","DXGSRMRCHNSKD","DXGSRMRCHNSXD","DXGSRMRCHSACD","DXGSRMRCHSAKD","DXGSRMRCHSAXD","IMPCOV","IPTOTNSKD","IPTOTSAKD","NEER","REER","TOT","TOTRESV"
1990-12-01,1990,"Q4","1990/91","Q2","December",,,22.70361090243,22.64989196355,41.78918892205,70.68454882712,,,33.13871972324,,,529.98136962196,529.98136962196,529.98136962196,,,11.98524385725,,,13.4299562473,,,,,,208.21,195.26190236905,,43.9860882
1991-01-01,1991,"Q1","1990/91","Q3","January",,,23.26046662685,23.42527465887,40.28357024221,20.33,49.40147121148,0.79829014374,24.80908381647,31.06949984059,0.79829014374,562.59760568431,562.59760568431,562.59760568431,,,17.05691125087,,,14.88356919517,,,1.34199031904,,,200.90291246713,193.68778057499,,33.284682
1991-02-01,1991,"Q1","1990/91","Q3","February",,,23.81699913143,23.97004362712,39.03172685584,20.56,41.05232991435,0.79862815063,21.69902911191,27.1688047259,0.79862815063,584.39504123961,584.39504123961,584.39504123961,,,16.85912977799,,,14.26370128618,,,1.39436294293,,,191.20272755858,187.377254779,,30.2545696
1991-03-01,1991,"Q1","1990/91","Q3","March",,,24.37897937647,24.47214231872,37.91294010657,23.5,47.97807052461,0.79909423145,20.0407362777,25.07632374173,0.79909423145,607.37125653621,607.37125653621,607.37125653621,,,26.21329655172,,,20.58995462684,,,1.41882083987,,,193.88825171855,192.90602655131,,28.4308224
1991-04-01,1991,"Q2","1990/91","Q4","April",,,24.93388356082,24.74909929583,36.62829204762,17.21,47.42665225174,0.7987611416,13.58851596261,17.0095144601,0.7987611416,634.67299410386,634.67299410386,634.67299410386,,,16.32954326052,,,17.82655777728,,,6.12320644374,,,193.2096625793,197.8484427982,,83.1931843
1991-05-01,1991,"Q2","1990/91","Q4","May",,,25.49539594648,25.19819430959,35.50940848826,18.34,46.85197538168,0.79778136769,12.69218591826,15.91265163474,0.79778136769,664.47214637767,664.47214637767,664.47214637767,,,17.80478997789,,,19.8325804705,,,5.42482435835,,,187.16547153807,193.28431549966,,68.8671524
1991-06-01,1991,"Q2","1990/91","Q4","June",,,26.04602967173,25.7851774841,34.57870735985,22.73,35.29895349747,0.79756146751,17.58808300521,22.05492009949,0.79756146751,687.28852713308,687.28852713308,687.28852713308,,,17.57277762203,,,20.23158751888,,,3.2836707033,,,186.77242727166,194.02180040532,,57.7602748
1991-07-01,1991,"Q3","1991/92","Q1","July",,,26.59927257302,26.33752926677,33.78315002948,16.83,38.09726397587,0.79694978476,14.81105876193,18.58417591652,0.79694978476,729.89442202003,729.89442202003,729.89442202003,,,25.8668077913,,,26.29117559806,,,3.54961343784,,,177.99780733251,185.94637689412,,52.5721
1991-08-01,1991,"Q3","1991/92","Q1","August",,,27.16332555359,27.01253802333,32.94912862707,16.08,30.85809163665,0.79693184255,16.77040105534,21.04667960395,0.79693184255,799.17270596869,799.17270596869,799.17270596869,,,18.99375061077,,,17.98064805899,,,2.63926014736,,,161.37208574649,172.66826628609,,44.2677012
1991-09-01,1991,"Q3","1991/92","Q1","September",,,27.71386442736,27.50122847024,32.03494471584,12.49,37.43958891266,0.79730491766,16.25161856483,20.38036231428,0.79730491766,845.79444370314,845.79444370314,845.79444370314,,,14.37559928751,,,14.86589993147,,,2.1298114755,,,150.90535012186,161.33712775822,,34.60808
1991-10-01,1991,"Q4","1991/92","Q2","October",,,28.28213185818,28.00089390717,31.15350080399,10.27,39.11596323236,0.79777826342,16.64837140566,20.86602192241,0.79777826342,855.24466095122,855.24466095122,855.24466095122,,,18.50883203937,,,20.87115133427,,,2.25915203929,,,150.52061364099,159.94578792774,,37.6068812
1991-11-01,1991,"Q4","1991/92","Q2","November",,,28.8402232032,28.67972319822,30.1955032379,8.95,47.64860789202,0.7972553974,12.85620383519,16.13282370332,0.7972553974,914.05378245169,914.05378245169,914.05378245169,,,15.74529089196,,,18.09055979529,,,5.35993573768,,,139.04695003714,148.89051586348,,68.9393904
1991-12-01,1991,"Q4","1991/92","Q2","December",,,29.40003122038,29.28636017345,29.30022015369,8.74,42.27069992905,0.79789841691,9.95597731835,12.47595483303,0.79789841691,914.05378245169,914.05378245169,914.05378245169,,,20.0441324924,,,21.5762644111,,,5.91824162767,,,137.87720005774,150.87832801527,,58.9134003
1992-01-01,1992,"Q1","1991/92","Q3","January",,,29.95654745454,30.1171021606,28.56669814627,17.75,34.99052466503,0.81142489881,21.07417510351,25.97579781518,0.81142489881,965.4505771043,965.4505771043,965.4505771043,,,23.21502795248,,,19.97427097366,,,2.71260803419,,,131.92468988921,149.60614450007,,57.1747493
1992-02-01,1992,"Q1","1991/92","Q3","February",,,30.51266550894,30.67701420598,27.98063567676,17.86,35.9406743335,0.81154616474,18.35841640176,22.62526561159,0.81154616474,981.22424838836,981.22424838836,981.22424838836,,,13.843273718,,,11.64302356944,,,2.99775896213,,,133.07520594735,160.14204835923,,55.0431939
1992-03-01,1992,"Q1","1991/92","Q3","March",,,31.07446857289,31.18244269957,27.42015918942,39.64,40.65767326329,0.80997473853,34.13304452678,42.14591712147,0.80997473853,1030.26348355836,1030.26348355836,1030.26348355836,,,23.82659208174,,,18.96155770358,,,1.34554950057,,,130.88126357024,114.08299033947,,45.9331958
1992-04-01,1992,"Q2","1991/92","Q4","April",,,34.35645126075,34.05774379684,37.61205363373,36.47,40.50945518146,0.80908440799,29.30012855411,36.2149247526,0.80908440799,1154.35502547765,1154.35502547765,1154.35502547765,,,11.85359758307,,,12.83676865511,,,1.50563106909,,,117.47029721692,111.35762568503,,44.116392
1992-05-01,1992,"Q2","1991/92","Q4","May",,,36.01535913336,35.56715912188,41.14963431462,45.46,39.86626996897,0.80794296051,32.40961204816,40.11162191283,0.80794296051,1163.40565637275,1163.40565637275,1163.40565637275,,,12.43038115123,,,13.88470435517,,,2.52763574125,,,116.31654749405,114.74944062905,,81.9153728
1992-06-01,1992,"Q2","1991/92","Q4","June",,,36.47470285196,36.10368569071,40.01720838636,41.66,45.35272858793,0.80821569496,32.94893628329,40.76737853343,0.80821569496,1164.96404314939,1164.96404314939,1164.96404314939,,,11.3731710432,,,13.18133972167,,,2.22047408399,,,115.33244518546,113.35320951283,,73.1620346
1992-07-01,1992,"Q3","1992/93","Q1","July",,,37.11307754257,36.83363048744,39.85226220104,49.66,43.67491873124,0.80684123875,44.12264587712,54.68837389793,0.80684123875,1176.66193363301,1176.66193363301,1176.66193363301,,,14.1075506042,,,14.29893678524,,,1.75769269642,,,112.1774254142,111.13035581999,,77.5579008
1992-08-01,1992,"Q3","1992/93","Q1","August",,,36.73005675016,36.65395096622,35.69236231918,42.88,46.9321249128,0.80556527351,44.26257206088,54.94423915756,0.80556527351,1184.06427082204,1184.06427082204,1184.06427082204,,,6.14003794912,,,5.92586985817,,,1.68129847128,,,111.33757756873,108.99046274161,,74.4162392
1992-09-01,1992,"Q3","1992/93","Q1","September",,,36.7225484431,36.50818565625,32.75110853959,42.69,34.15866972523,0.80573939355,53.93456001941,66.93939711349,0.80573939355,1183.9244155985,1183.9244155985,1183.9244155985,,,9.00179841533,,,9.29577262185,,,1.21031067791,,,113.63088739215,109.24727495455,,65.2789648
1992-10-01,1992,"Q4","1992/93","Q2","October",,,37.31429498656,37.00601711353,32.16012758813,34.18,48.73795978947,0.80544839314,52.48116752063,65.16288797077,0.80544839314,1179.84863479805,1179.84863479805,1179.84863479805,,,12.98065323915,,,14.7324467776,,,1.28283687645,,,119.07601991869,113.53129686143,,67.330134
1992-11-01,1992,"Q4","1992/93","Q2","November",,,37.20340002218,36.95512840566,28.85455047889,42.99,39.56292669551,0.80678699784,59.14763431021,73.32528064286,0.80678699784,1195.10284382323,1195.10284382323,1195.10284382323,,,12.40302533591,,,14.10790472463,,,0.98852869273,,,123.92418945136,115.42782922032,,58.4792648
1992-12-01,1992,"Q4","1992/93","Q2","December",,,36.8350503959,36.61465306859,25.0228872818,27.94,42.34092467932,0.80703588166,31.48511375495,39.00862986999,0.80703588166,1212.67465369572,1212.67465369572,1212.67465369572,,,9.27026328502,,,9.85121396946,,,2.99923472032,,,123.32868483986,111.62970808176,,94.42
1993-01-01,1993,"Q1","1992/93","Q3","January",,,36.19390770459,36.31066373816,20.5649319929,73.455,43.22718186373,0.83368563486,84.18157588226,100.96751785974,0.83368563486,1215.86135486077,1215.86135486077,1215.86135486077,,,14.72230607966,,,12.34663839632,,,1.19590056843,,,125.7773512539,110.10560423552,,100.6651328
1993-02-01,1993,"Q1","1992/93","Q3","February",,,35.55181906736,35.68031419658,16.30960548181,118.97,44.84437731414,0.83324143559,119.18182074149,143.02679912459,0.83324143559,1215.8313858843,1215.8313858843,1215.8313858843,,,13.240102506,,,11.0437461993,,,0.86004924966,,,129.06047890668,110.04317566853,,102.497105
1993-03-01,1993,"Q1","1992/93","Q3","March",,,35.10210474141,35.18750113846,12.84395349484,164.485,57.97479609512,0.83345426043,146.46389883739,175.73440923247,0.83345426043,1216.26094121375,1216.26094121375,1216.26094121375,,,27.62913818646,,,22.55442116186,,,0.73506917151,,,133.33906114534,111.65728446004,,107.6630765
1993-04-01,1993,"Q2","1992/93","Q4","April",,,35.47442680474,35.10628160155,3.07870600873,210,46.36538047855,0.83326179627,172.95734580747,207.57095400423,0.83326179627,1216.83035176676,1216.83035176676,1216.83035176676,,,15.76792270023,,,17.01459647321,,,0.71369486808,,,135.03467112193,111.04797590086,,123.4413395
1993-05-01,1993,"Q2","1992/93","Q4","May",,,35.68572647919,35.21022796554,-1.00354137116,255.515,43.04902157008,0.83583493274,191.08016655489,228.60941156515,0.83583493274,1212.02532587212,1212.02532587212,1212.02532587212,,,18.17847075521,,,20.46897931516,,,0.67406264138,,,140.25091000181,114.3504255018,,128.7997089
1993-06-01,1993,"Q2","1992/93","Q4","June",,,35.61478949263,35.2751721881,-2.29481696054,301.03,47.68347460866,0.83507600062,251.82185452547,301.56388124841,0.83507600062,1196.98381818182,1196.98381818182,1196.98381818182,,,19.50925147183,,,22.74040275109,,,0.48357849256,,,145.66719359903,116.6091973225,,121.778972
1993-07-01,1993,"Q3","1993/94","Q1","July",,,36.46824907694,36.33733494869,-1.34739783231,55.79,48.90294235642,0.83636567494,50.03010470182,59.81920524229,0.83636567494,1197.76236363636,1197.76236363636,1197.76236363636,,,20.13839506173,,,20.04217983825,,,2.43096282984,,,150.65877423177,121.75739012567,,121.6228448
1993-08-01,1993,"Q3","1993/94","Q1","August",,,35.98484504568,36.07834825499,-1.57037016764,45.79,41.68901522283,0.83690170165,46.59575546334,55.67089145489,0.83690170165,1195.27472727273,1195.27472727273,1195.27472727273,,,16.10432098765,,,15.94799047193,,,2.79957525946,,,152.62549559492,120.97631334703,,130.4351895
1993-09-01,1993,"Q3","1993/94","Q1","September",,,36.9947783792,36.87162604165,0.99550382708,44.5,40.99305794241,0.83662156193,53.67134546185,64.14807991984,0.83662156193,1173.90856060606,1173.90856060606,1173.90856060606,,,13.70728395062,,,14.34141658515,,,2.67838272739,,,153.54706317938,121.56426709433,,143.742552
1993-10-01,1993,"Q4","1993/94","Q2","October",,,37.42893504268,37.15071809587,0.39102014654,50.67,43.02699481184,0.83684977459,70.13015246225,83.80084099708,0.83684977459,1165.61984126984,1165.61984126984,1165.61984126984,,,12.94728395062,,,14.73245042076,,,1.88575731687,,,158.96341229397,123.95436069964,,132.2457376
1993-11-01,1993,"Q4","1993/94","Q2","November",,,37.77664792896,37.45418401172,1.35043667167,55.98,41.61998482883,0.83750053203,71.86330482128,85.81516294906,0.83750053203,1150.00240909091,1150.00240909091,1150.00240909091,,,13.82432098765,,,15.40219334964,,,1.87892429354,,,164.27323651512,126.16212916802,,135.03874892
1993-12-01,1993,"Q4","1993/94","Q2","December",,,38.35431673639,38.01888406667,3.83516128215,63.38,52.03416651673,0.83833804226,69.87912438622,83.35494552564,0.83833804226,1146.96747826087,1146.96747826087,1146.96747826087,,,16.33839506173,,,17.12677501633,,,2.09440623625,,,168.89425807482,129.13611730858,,146.35631596
1994-01-01,1994,"Q1","1993/94","Q3","January",,,38.98797323226,39.00440661028,7.41859992299,57.28,42.98304926439,0.81438739917,63.14298277492,77.53497566034,0.81438739917,1033.29023809524,1033.29023809524,1033.29023809524,,,23.98925925926,,,19.83189571292,,,2.95183085106,,,179.70864612853,136.61180948369,,186.38895247
1994-02-01,1994,"Q1","1993/94","Q3","February",,,39.11990039829,39.1603114092,9.75326952964,66.47,47.28760366549,0.81325801898,65.17670453709,80.13572197118,0.81325801898,923.9525,923.9525,923.9525,,,27.15259259259,,,22.13173684784,,,3.06804666075,,,192.3128695167,145.06567212746,,199.947725
1994-03-01,1994,"Q1","1993/94","Q3","March",,,39.38774394377,39.41865991757,12.0246071537,57.71,58.50740948174,0.81260603555,53.95466801625,66.3935297074,0.81260603555,1001.26152173913,1001.26152173913,1001.26152173913,,,29.32814814815,,,24.76627085962,,,3.93809555222,,,185.79815932201,139.64630639067,,212.467276
1994-04-01,1994,"Q2","1993/94","Q4","April",,,40.69167625743,40.19723215296,14.50153738637,66.63,53.27567207638,0.81244153143,57.28899082633,70.51671184868,0.81244153143,986.09047619048,986.09047619048,986.09047619048,,,26.9662962963,,,29.19226307749,,,3.86268543843,,,200.28729048489,151.20710226549,,221.2959728
1994-05-01,1994,"Q2","1993/94","Q4","May",,,41.47570585265,40.92564137356,16.23225334869,74.36,58.96526365269,0.81205268567,59.63110137892,73.43014500053,0.81205268567,937.23568181818,937.23568181818,937.23568181818,,,29.82851851852,,,33.68628901791,,,3.86621956332,,,206.94268341474,156.64249674225,,230.5393723
1994-06-01,1994,"Q2","1993/94","Q4","June",,,41.33322593419,41.02051787611,16.28722223488,72.51,70.94946803943,0.81213032281,64.48865015909,79.40350644361,0.81213032281,940.38068181818,940.38068181818,940.38068181818,,,34.36518518519,,,38.99164285831,,,3.40684757199,,,207.47907021038,155.21917859504,,219.69395664
1994-07-01,1994,"Q3","1994/95","Q1","July",,,40.16522730974,40.20509774152,10.64404640101,76.76,58.18819213524,0.81285065878,69.58034409195,85.60361782596,0.81285065878,950.75595238095,950.75595238095,950.75595238095,,,45.70913580247,,,45.76570787984,,,3.11416154135,,,203.58862463228,148.5609109069,,216.69256944
1994-08-01,1994,"Q3","1994/95","Q1","August",,,39.25229236355,39.54194635262,9.60021249631,80.58,85.15937076147,0.8144311105,80.59632577069,98.96084705782,0.8144311105,895.04347826087,895.04347826087,895.04347826087,,,49.7450617284,,,49.77394957932,,,2.95671299955,,,213.32694046704,153.59791853066,,238.3015852315
1994-09-01,1994,"Q3","1994/95","Q1","September",,,38.98636058476,38.94103440983,5.61246842177,81.41,64.76838753461,0.81647278574,93.72585935842,114.79762625882,0.81647278574,900.22727272727,900.22727272727,900.22727272727,,,51.60580246914,,,54.28817091531,,,3.02167736187,,,209.5262444165,148.44522107668,,283.2192153411
1994-10-01,1994,"Q4","1994/95","Q2","October",,,39.60702554892,39.32718712002,5.85848440003,74.06,68.76484104297,0.81690968686,90.59603918371,110.90544991771,0.81690968686,912.02380952381,912.02380952381,912.02380952381,,,45.92839506173,,,52.18205084562,,,3.31537973431,,,201.25399843898,142.4389219973,,300.372531654
1994-11-01,1994,"Q4","1994/95","Q2","November",,,40.45654963385,40.02822411003,6.87250347655,77.08,77.56510783009,0.81692791219,90.69003415328,111.01701619636,0.81692791219,911.25909090909,911.25909090909,911.25909090909,,,47.46098765432,,,52.76625408254,,,3.17367906596,,,203.38534911144,145.54571991008,,287.83015570092
1994-12-01,1994,"Q4","1994/95","Q2","December",,,40.99153758486,40.51591755751,6.56787686472,84.98,77.24724934256,0.81749674805,90.82404369525,111.09419729904,0.81749674805,916.27761363636,916.27761363636,916.27761363636,,,50.84061728395,,,53.18024649072,,,3.5385449976,,,205.22976397873,148.38727978337,,321.3676295202
1995-01-01,1995,"Q1","1994/95","Q3","January",,,40.95098244181,40.82313089848,4.6628687532,85.89,59.27545150808,0.89097870459,91.57524647733,102.78254622235,0.89097870459,913.47897727273,913.47897727273,913.47897727273,,,64.84703703704,,,53.73905359416,,,3.37424191863,,,203.8809795891,146.46832975895,,309.0031580538
1995-02-01,1995,"Q1","1994/95","Q3","February",,,41.91417755817,41.81700724091,6.78415399703,89.6,66.81278329169,0.89153604538,87.34299610664,97.96755307741,0.89153604538,918.8,918.8,918.8,,,65.33592592593,,,53.13178272153,,,3.96888803306,,,202.52429264515,148.78285222796,,346.6490436768
1995-03-01,1995,"Q1","1994/95","Q3","March",,,42.08239300471,42.05213638194,6.68078638361,108.45,83.88737288483,0.89354524651,107.65386843077,120.48431614104,0.89354524651,920.39130434783,920.39130434783,920.39130434783,,,61.08703703704,,,51.35756477018,,,3.20110669924,,,197.84404563529,146.43687092759,,344.625341506
1995-04-01,1995,"Q2","1994/95","Q4","April",,,42.5119872218,41.96016435741,4.38570545787,71.65,89.79574677097,0.8962583313,65.04730168989,72.5784113072,0.8962583313,923,923,923,,,40.72851851852,,,43.6608183007,,,5.31421388272,,,194.86761873384,143.78780412386,,345.6843268383
1995-05-01,1995,"Q2","1994/95","Q4","May",,,42.67956015525,42.15394192186,3.00129822543,71.18,76.77617465399,0.89785424029,62.25736970597,69.34410480471,0.89785424029,927.69565217391,927.69565217391,927.69565217391,,,35.53296296296,,,39.75469546397,,,5.80726065853,,,198.33256588519,145.84763205823,,361.56526693774
1995-06-01,1995,"Q2","1994/95","Q4","June",,,42.73774940748,42.52605307263,3.67020036429,80.01,70.28537081666,0.90003689673,75.33400689259,83.70186890966,0.90003689673,949.11363636364,949.11363636364,949.11363636364,,,34.12851851852,,,38.48635340628,,,5.23545287914,,,193.57391326302,143.07546272638,,394.41164327088
1995-07-01,1995,"Q3","1995/96","Q1","July",,,41.7127974835,41.96811170918,4.38505081866,88.52,125.4772536607,0.90163562102,79.9718839867,88.6970785856,0.90163562102,956.54761904762,956.54761904762,956.54761904762,,,43.07419753086,,,43.73540453525,,,4.77323030505,,,192.47591043048,140.7494101269,,381.72690488952
1995-08-01,1995,"Q3","1995/96","Q1","August",,,41.94649835784,42.40110510747,7.23069807781,97.67,80.74956270587,0.89991771689,96.21768027526,106.91655072393,0.89991771689,957.39130434783,957.39130434783,957.39130434783,,,44.33271604938,,,45.25229465276,,,3.97455277641,,,197.32457931303,145.9632142021,,382.4159655479
1995-09-01,1995,"Q3","1995/96","Q1","September",,,42.72595933,42.74041266237,9.7567471181,91.74,75.5247796861,0.89957545488,100.0535558207,111.22291445446,0.89957545488,961.71428571429,961.71428571429,961.71428571429,,,44.46308641975,,,47.10799914502,,,3.82935241045,,,198.08457159623,146.88656596607,,383.1397491672
1995-10-01,1995,"Q4","1995/96","Q2","October",,,43.49035286994,43.15800932241,9.74090059049,91.65,86.01481948792,0.90027609195,99.88099800855,110.94325483977,0.90027609195,1028.54545454546,1028.54545454546,1028.54545454546,,,38.35320987654,,,43.44844123414,,,3.76128527281,,,183.96997324056,137.17948408531,,375.67552186245
1995-11-01,1995,"Q4","1995/96","Q2","November",,,44.62688178293,44.08558256859,10.13624398475,96.62,83.54265809379,0.89931912391,106.20383641954,118.09315142058,0.89931912391,1022.8347107438,1022.8347107438,1022.8347107438,,,40.06135802469,,,44.31421399472,,,3.56674920835,,,186.5452550586,140.85116496306,,378.8009991212
1995-12-01,1995,"Q4","1995/96","Q2","December",,,44.54604694286,43.88278385208,8.30998406934,85.4,73.08394997037,0.89947089101,89.21812775796,99.19163354059,0.89947089101,1010.88744588745,1010.88744588745,1010.88744588745,,,44.47543209877,,,46.28763220025,,,5.14290906814,,,189.77993612368,142.50501384363,,458.85028011835
1996-01-01,1996,"Q1","1995/96","Q3","January",,,44.53312626232,44.26007531895,8.41911030543,94.76,72.02810080896,0.88334336837,99.44013227397,112.57001083207,0.88334336837,1015.4347826087,1015.4347826087,1015.4347826087,,,60.50111111111,,,50.4883305002,,,4.47033969439,,,191.26134535585,143.44127898802,,444.52153314635
1996-02-01,1996,"Q1","1995/96","Q3","February",,,44.98071653525,44.7335740095,6.9745946949,118.36,77.07776422013,0.88295075865,116.09761281661,131.49386674135,0.88295075865,1005.61904761905,1005.61904761905,1005.61904761905,,,63.64777777778,,,51.72368388171,,,3.87231763326,,,193.72963557516,146.38170276621,,449.5861183134
1996-03-01,1996,"Q1","1995/96","Q3","March",,,44.70537511638,44.59503703746,6.04701894911,85.43,85.75540493843,0.88146964127,88.37431605387,100.26168767728,0.88146964127,999.8,999.8,999.8,,,62.82111111111,,,52.44359113154,,,5.29411137186,,,194.86912854808,146.62757266623,,467.88103028855
1996-04-01,1996,"Q2","1995/96","Q4","April",,,45.23527494314,44.64675962321,6.40272817552,90.87,82.46615662734,0.88374745948,86.85535284354,98.28239557582,0.88374745948,1001.46363636364,1001.46363636364,1001.46363636364,,,50.51296296296,,,53.30303503801,,,5.30702400937,,,197.33398008495,148.08079303147,,460.95121328548
1996-05-01,1996,"Q2","1995/96","Q4","May",,,45.31657098141,44.88444329853,6.47745205357,87.5,82.08118420403,0.88409627743,83.33241814749,94.25811598953,0.88409627743,1012.28458498024,1012.28458498024,1012.28458498024,,,47.37074074074,,,52.20324212666,,,5.76071692598,,,198.07930476127,148.2503952854,,480.05926260799
1996-06-01,1996,"Q2","1995/96","Q4","June",,,45.05952051848,44.99374653469,5.80278037523,95.2,74.39321350646,0.88158894014,91.99225397212,104.34883100995,0.88158894014,1030.50272727273,1030.50272727273,1030.50272727273,,,45.8862962963,,,51.28063673006,,,5.22899169451,,,193.36224131486,144.2563366536,,481.02946336068
1996-07-01,1996,"Q3","1996/97","Q1","July",,,45.00855717935,45.48678454248,8.38415809052,110.89,80.16209879884,0.87878379513,100.28987967302,114.12416405398,0.87878379513,1048.27826086957,1048.27826086957,1048.27826086957,,,47.46358024691,,,49.06058230447,,,4.75521300514,,,189.93023731207,143.09133259663,,476.90257884508
1996-08-01,1996,"Q3","1996/97","Q1","August",,,45.07062526391,45.62051225131,7.59274348081,102.88,71.1372836988,0.87885927852,100.4248238605,114.26466160025,0.87885927852,1058,1058,1058,,,48.24172839506,,,50.4977463181,,,4.74883381398,,,187.30695441274,142.06602598325,,476.89004910672
1996-09-01,1996,"Q3","1996/97","Q1","September",,,46.70913381998,46.7365809769,9.34985898731,92.23,77.71580580212,0.87621992428,95.99545886181,109.55567181927,0.87621992428,1066.38095238095,1066.38095238095,1066.38095238095,,,49.62469135802,,,53.09026927468,,,4.90938340327,,,186.37914256484,144.03018356166,,471.27559347104
1996-10-01,1996,"Q4","1996/97","Q2","October",,,47.58861643616,47.15400851313,9.25899793214,110.24,76.50635671776,0.87570709244,111.15400762098,126.92906383688,0.87570709244,1087.6347826087,1087.6347826087,1087.6347826087,,,51.48703703704,,,58.10697603934,,,4.16837913353,,,181.73327595037,140.84805131413,,463.32652248416
1996-11-01,1996,"Q4","1996/97","Q2","November",,,47.34977909704,46.6988974098,5.92782195211,95.88,87.06724221062,0.87498139588,100.55482934657,114.92145559262,0.87498139588,1069.04761904762,1069.04761904762,1069.04761904762,,,54.1737037037,,,59.50360673615,,,4.87530070623,,,184.52354227313,140.71098540999,,490.2316456488
1996-12-01,1996,"Q4","1996/97","Q2","December",,,47.18325770914,46.33507194297,5.58826919266,103.51,86.29790974118,0.87438668031,106.9834290115,122.3479430527,0.87438668031,1020.71515151515,1020.71515151515,1020.71515151515,,,57.55925925926,,,59.51217870394,,,4.93898975431,,,194.93375950308,147.21430452269,,528.3702089198
1997-01-01,1997,"Q1","1996/97","Q3","January",,,47.02629521665,46.62944488064,5.35328858935,107.91,76.3292605886,0.83565622109,113.52645889714,135.84634554477,0.83565622109,1032.25362318841,1032.25362318841,1032.25362318841,,,65.66691358025,,,55.23473603184,,,4.65202036246,,,194.03257635016,146.18851112976,,528.1012957036
1997-02-01,1997,"Q1","1996/97","Q3","February",,,46.41367452902,46.05923309376,2.963454438,102.34,85.16953440398,0.83521826354,102.90868491347,123.21431226595,0.83521826354,1022.19166666667,1022.19166666667,1022.19166666667,,,67.43283950617,,,54.95525974214,,,5.13360629169,,,199.23584510415,147.56241610959,,528.3035963637
1997-03-01,1997,"Q1","1996/97","Q3","March",,,47.70102939724,47.54913972932,6.62428576834,92.84,74.24026250353,0.83670329002,97.65820158958,116.71995171951,0.83670329002,1011.59956709957,1011.59956709957,1011.59956709957,,,66.88024691358,,,55.72371567731,,,5.5128399303,,,201.8140698595,153.60693336594,,538.38377120095
1997-04-01,1997,"Q2","1996/97","Q4","April",,,49.76453634339,49.16661162694,10.12358352963,116.52,81.90911744306,0.83760804499,114.25111697537,136.39363277843,0.83760804499,1018.9867768595,1018.9867768595,1018.9867768595,,,62.29950617284,,,64.3661138176,,,4.94901063173,,,197.80073162542,154.58936691861,,565.39674787429
1997-05-01,1997,"Q2","1996/97","Q4","May",,,50.66227163093,50.36443567361,12.20911294059,111.02,87.70087584506,0.83683634309,110.40507877327,131.93573413099,0.83683634309,1050.95454545455,1050.95454545455,1050.95454545455,,,58.39209876543,,,63.18972542992,,,5.61142259539,,,192.78764610641,153.07786591938,,619.54944924925
1997-06-01,1997,"Q2","1996/97","Q4","June",,,49.76038693722,49.86384931632,10.82395478642,112.17,83.56701891823,0.83402480092,109.51946959234,131.31395730826,0.83402480092,1057.91428571429,1057.91428571429,1057.91428571429,,,53.44839506173,,,59.0752843856,,,5.69290254581,,,192.65961114335,151.80129798026,,623.4815842497
1997-07-01,1997,"Q3","1997/98","Q1","July",,,49.57969065232,50.25941422594,10.50780693387,124.21,85.80489702172,0.83250770485,111.50311873537,133.93706600933,0.83250770485,1060.1652173913,1060.1652173913,1060.1652173913,,,44.56320987654,,,47.04208097306,,,5.38929328198,,,196.41379231489,156.32753025113,,600.9259575501
1997-08-01,1997,"Q3","1997/98","Q1","August",,,48.87357094822,49.43933054393,8.36432444573,107.89,81.89263238002,0.83399635716,106.10523358679,127.22798995735,0.83399635716,1079.84814814815,1079.84814814815,1079.84814814815,,,39.72580246914,,,42.63278176236,,,5.50255328423,,,199.473295126,157.28465833089,,583.86317204802
1997-09-01,1997,"Q3","1997/98","Q1","September",,,49.22663080027,49.18828451883,5.29418893109,103.72,75.58138984558,0.83319669553,104.83731762001,125.82438106327,0.83319669553,1104.94949494949,1104.94949494949,1104.94949494949,,,36.03098765432,,,39.00870292326,,,5.47421903251,,,193.92746163989,151.11337710552,,573.89774619899
1997-10-01,1997,"Q4","1997/98","Q2","October",,,50.01681237391,49.38912133891,4.77500739125,113.48,84.89162828391,0.83170576612,110.53131273357,132.89442289806,0.83170576612,1131.50724637681,1131.50724637681,1131.50724637681,,,32.00666666667,,,35.73205081606,,,5.10935631667,,,188.30932311393,146.80198075896,,564.73234184878
1997-11-01,1997,"Q4","1997/98","Q2","November",,,50.95830531271,50.20920502092,7.52975084995,101.67,79.725187667,0.83064491113,104.56408473831,125.88936351506,0.83064491113,1136.49166666667,1136.49166666667,1136.49166666667,,,31.70111111111,,,34.37411986887,,,5.95306248552,,,188.03099555767,147.68539520611,,622.50791205456
1997-12-01,1997,"Q4","1997/98","Q2","December",,,51.49630127774,50.42677824268,8.83854055722,106.88,75.3025754383,0.82916276002,111.48282202984,134.44039878497,0.82916276002,1134.41304347826,1134.41304347826,1134.41304347826,,,33.64222222222,,,34.41124926979,,,5.68275613083,,,191.73432772101,150.64465563713,,633.4736822615
