"Date","Year","Quarter","FY","QFY","Month","CORENS","CORESA","CPTOTNSXN","CPTOTSAXN","CPTOTSAXNZGY","DMGSRMRCHNSCD","DMGSRMRCHNSKD","DMGSRMRCHNSXD","DMGSRMRCHSACD","DMGSRMRCHSAKD","DMGSRMRCHSAXD","DPANUSLCU","DPANUSSPB","DPANUSSPF","DSTKMKTXD","DSTKMKTXN","DXGSRMRCHNSCD","DXGSRMRCHNSKD","DXGSRMRCHNSXD","DXGSRMRCHSACD","DXGSRMRCHSAKD","DXGSRMRCHSAXD","IMPCOV","IPTOTNSKD","IPTOTSAKD","NEER","REER","TOT","TOTRESV"
1989-02-01,1989,"Q1","1988/89","Q3","February",,,,,,,,,,,,164.82937060604,164.82937060604,164.82937060604,,,,,,,,,,,,510.93,376.77295138969,,
1989-03-01,1989,"Q1","1988/89","Q3","March",,,,,,,,,,,,191.46180103245,191.46180103245,191.46180103245,,,,,,,,,,,,444.14,390.1930565139,,
1989-04-01,1989,"Q2","1988/89","Q4","April",,,,,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,428.7,390.28305721891,,
1989-05-01,1989,"Q2","1988/89","Q4","May",,,,,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,445.12,415.48325462056,,
1989-06-01,1989,"Q2","1988/89","Q4","June",,,,,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,461.88,440.88345358889,,
1989-07-01,1989,"Q3","1989/90","Q1","July",,,,,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,464.21,458.49359153504,,
1989-08-01,1989,"Q3","1989/90","Q1","August",,,,,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,480.15,475.74372666118,,
1989-09-01,1989,"Q3","1989/90","Q1","September",,,14.3268501291,14.18451069612,,,,,,,,199.79317649217,199.79317649217,199.79317649217,,,,,,,,,,,,497.95,333.13260954016,,
1989-10-01,1989,"Q4","1989/90","Q2","October",,,14.89015742509,14.7233160577,,,,,,,,239.75181179061,239.75181179061,239.75181179061,,,,,,,,,,,,419.08,425.48333295455,,
1989-11-01,1989,"Q4","1989/90","Q2","November",,,15.44820585919,15.36425333874,,,,,,,,345.09276409611,345.09276409611,345.09276409611,,,,,,,,,,,,299.1,291.67228476745,,
1989-12-01,1989,"Q4","1989/90","Q2","December",,,16.00719058448,15.97434341486,,,,,,,,369.61737651052,369.61737651052,369.61737651052,,,,,,,,,,,,283.06,268.85210600928,,
1990-01-01,1990,"Q1","1989/90","Q3","January",,,16.56438579917,16.69851616866,,50.51212746672,,,10.8698451082,,,373.90294014628,373.90294014628,373.90294014628,,,15.76069378548,,,13.31888557742,,,,,,286.6,275.38186230907,,36.1445617
1990-02-01,1990,"Q1","1989/90","Q3","February",,,17.12133275391,17.24070049995,,42.18588309289,,,15.29789938269,,,377.8088967467,377.8088967467,377.8088967467,,,17.06981512582,,,14.10744482975,,,,,,287.37,275.61186219407,,30.9450179
1990-03-01,1990,"Q1","1989/90","Q3","March",,,17.6822120112,17.74463099678,,47.45899340905,,,24.54828153601,,,378.60806945267,378.60806945267,378.60806945267,,,14.70428112348,,,11.19019270729,,,,,,297.33,277.22186138907,,24.9546068
1990-04-01,1990,"Q2","1989/90","Q4","April",,,18.23796474025,18.11418332537,,43.4831849199,,,13.67672437897,,,378.60806945267,378.60806945267,378.60806945267,,,11.62177764385,,,13.51421694597,,,,,,299.71,275.04186247907,,34.1010529
1990-05-01,1990,"Q2","1989/90","Q4","May",,,18.7985527551,18.59516220365,,42.59623914972,,,13.35638699433,,,382.46407775897,382.46407775897,382.46407775897,,,15.63037157672,,,17.30758685738,,,,,,294.08,266.03186698407,,21
1990-06-01,1990,"Q2","1989/90","Q4","June",,,19.35109798597,19.15992357926,,43.64440367176,,,13.75296545268,,,386.1702411829,386.1702411829,386.1702411829,,,16.57260744238,,,18.61794548038,,,,,,293.39,260.44186977907,,23.932388
1990-07-01,1990,"Q3","1990/91","Q1","July",,,19.90551561649,19.68673129686,,47.19667160606,,,12.28031147375,,,439.54498828278,439.54498828278,439.54498828278,,,14.5282624199,,,15.10725344019,,,,,,253.53,221.50188924906,,19.3
1990-08-01,1990,"Q3","1990/91","Q1","August",,,20.46803056826,20.31795040876,,45.91379507438,,,9.25102389535,,,441.71274424772,441.71274424772,441.71274424772,,,10.42032415142,,,9.93584546013,,,,,,247.18,225.58188720906,,19.3
1990-09-01,1990,"Q3","1990/91","Q1","September",,,21.02035727823,20.82874994148,46.84151175673,47.55604913834,,,10.90491046922,,,464.5191353443,464.5191353443,464.5191353443,,,10.00151630113,,,10.51186231119,,,,,,235.4,220.52188973906,,37.484068
1990-10-01,1990,"Q4","1990/91","Q2","October",,,21.58614464164,21.34971139582,45.006133891,50.88574470414,,,25.28030489704,,,479.50362358122,479.50362358122,479.50362358122,,,13.88188752025,,,15.05827837838,,,,,,225.17,217.89189105406,,63.725509
1990-11-01,1990,"Q4","1990/91","Q2","November",,,22.1442145312,22.02819796765,43.37304574452,50.9146312439,,,38.55261056402,,,508.1140064549,508.1140064549,508.1140064549,,,11.98466475242,,,13.66240069139,,,,,,212.45,201.61189919405,,53.6565848
