"Date","Year","Quarter","FY","QFY","Month","GRTTC_G14_XDC","GROPD_G14_XDC","GRTGSE_G14_XDC","GRTGSG_G14_XDC","GRG_CA_G14_XDC","GRG_G14_XDC","GRG_FG_G14_XDC","GRGK_FG_G14_XDC","GRGC_FG_G14_XDC","GRG_IO_G14_XDC","GRGK_IO_G14_XDC","GRGC_IO_G14_XDC","GRG_GG_G14_XDC","GRGK_GG_G14_XDC","GRGC_GG_G14_XDC","GRSOI_G14_XDC","GROPI_G14_XDC","GROPI_NRES_G14_XDC","GROPI_GG_G14_XDC","GROPI_NGG_G14_XDC","GRTPR_G14_XDC","GRO_G14_XDC","GRSO_G14_XDC","GRSOE_G14_XDC","GRSOR_G14_XDC","GRTO_G14_XDC","GRTGSO_G14_XDC","GRTTO_G14_XDC","GROPN_G14_XDC","GROP_G14_XDC","GRTPP_G14_XDC","GRTPW_G14_XDC","GROPE_G14_XDC","GROPR_G14_XDC","GR_G14_XDC","GROOC_G14_XDC","GROOPC_G14_XDC","GROOPF_G14_XDC","GROOPP_G14_XDC","GROO_G14_XDC","GROOP_G14_XDC","GROSA_G14_XDC","GROF_G14_XDC","GROTCO_G14_XDC","GROTCS_G14_XDC","GROT_G14_XDC","GROTK_G14_XDC","GROTC_G14_XDC","GROS_G14_XDC","GROSM_G14_XDC","GROSN_G14_XDC","GRTGSGS_G14_XDC","GRSSS_G14_XDC","GRS_G14_XDC","GRSS_G14_XDC","GRSSR_G14_XDC","GRSSE_G14_XDC","GRT_G14_XDC","GRTPN_G14_XDC","GRTGSP_G14_XDC","GRTPE_G14_XDC","GRTTXP_G14_XDC","GRTTE_G14_XDC","GRTPF_G14_XDC","GRTTXT_G14_XDC","GRTGS_G14_XDC","GRTI_G14_XDC","GRTIC_G14_XDC","GRTII_G14_XDC","GRTIU_G14_XDC","GRTT_G14_XDC","GRTPAY_G14_XDC","GRTTP_G14_XDC","GRTP_G14_XDC","GRTGSS_G14_XDC","GRTGSU_G14_XDC","GRTGSUO_G14_XDC","GRTGSUM_G14_XDC","GRTGSGT_G14_XDC","GRSSU_G14_XDC","GRTGSGV_G14_XDC","GROPW_G14_XDC","GRTTC_G14_GDP_PT","GROPD_G14_GDP_PT","GRTGSE_G14_GDP_PT","GRTGSG_G14_GDP_PT","GRG_CA_G14_GDP_PT","GRG_G14_GDP_PT","GRG_FG_G14_GDP_PT","GRGK_FG_G14_GDP_PT","GRGC_FG_G14_GDP_PT","GRG_IO_G14_GDP_PT","GRGK_IO_G14_GDP_PT","GRGC_IO_G14_GDP_PT","GRG_GG_G14_GDP_PT","GRGK_GG_G14_GDP_PT","GRGC_GG_G14_GDP_PT","GRSOI_G14_GDP_PT","GROPI_G14_GDP_PT","GROPI_NRES_G14_GDP_PT","GROPI_GG_G14_GDP_PT","GROPI_NGG_G14_GDP_PT","GRTPR_G14_GDP_PT","GRO_G14_GDP_PT","GRSO_G14_GDP_PT","GRSOE_G14_GDP_PT","GRSOR_G14_GDP_PT","GRTO_G14_GDP_PT","GRTGSO_G14_GDP_PT","GRTTO_G14_GDP_PT","GROPN_G14_GDP_PT","GROP_G14_GDP_PT","GRTPP_G14_GDP_PT","GRTPW_G14_GDP_PT","GROPE_G14_GDP_PT","GROPR_G14_GDP_PT","GR_G14_GDP_PT","GROOC_G14_GDP_PT","GROOPC_G14_GDP_PT","GROOPF_G14_GDP_PT","GROOPP_G14_GDP_PT","GROO_G14_GDP_PT","GROOP_G14_GDP_PT","GROSA_G14_GDP_PT","GROF_G14_GDP_PT","GROTCO_G14_GDP_PT","GROTCS_G14_GDP_PT","GROT_G14_GDP_PT","GROTK_G14_GDP_PT","GROTC_G14_GDP_PT","GROS_G14_GDP_PT","GROSM_G14_GDP_PT","GROSN_G14_GDP_PT","GRTGSGS_G14_GDP_PT","GRSSS_G14_GDP_PT","GRS_G14_GDP_PT","GRSS_G14_GDP_PT","GRSSR_G14_GDP_PT","GRSSE_G14_GDP_PT","GRT_G14_GDP_PT","GRTPN_G14_GDP_PT","GRTGSP_G14_GDP_PT","GRTPE_G14_GDP_PT","GRTTXP_G14_GDP_PT","GRTTE_G14_GDP_PT","GRTPF_G14_GDP_PT","GRTTXT_G14_GDP_PT","GRTGS_G14_GDP_PT","GRTI_G14_GDP_PT","GRTIC_G14_GDP_PT","GRTII_G14_GDP_PT","GRTIU_G14_GDP_PT","GRTT_G14_GDP_PT","GRTPAY_G14_GDP_PT","GRTTP_G14_GDP_PT","GRTP_G14_GDP_PT","GRTGSS_G14_GDP_PT","GRTGSU_G14_GDP_PT","GRTGSUO_G14_GDP_PT","GRTGSUM_G14_GDP_PT","GRTGSGT_G14_GDP_PT","GRSSU_G14_GDP_PT","GRTGSGV_G14_GDP_PT","GROPW_G14_GDP_PT"
2008-01-01,2008,"Q1","2007/08","Q3","January",362.682913478,0,810.881220157,1039.610256353,738.481658401722,738.481658401722,,,,,,,,,,,0,0,0,0,0,85.727433593,0,0,0,17.008973814,0,0,0,0,0,0,,0,3985.31005344372,0,0,0,0,0,0,21.080511451,5.499141202,,,55.583417959,0,55.583417959,24.644874432,0.323698481,3.2406645,0,0,0,0,0,0,3161.100961449,0,0,0,0,4.072640784,0,0,1915.172474942,862.163958431,213.298130511,451.375074355,197.490753565,366.755554262,0,0,0,0,64.680998432,0,64.680998432,0,0,1039.610256353,0,0.940310224094822,0,2.1023320192512,2.695346587321,1.91462522191236,1.91462522191236,,,,,,,,,,,0,0,0,0,0,0.222261317799295,0,0,0,0.044098333239058,0,0,0,0,0,0,,0,10.3325181589188,0,0,0,0,0,0,0.0546544094300866,0.0142573540241932,,,0.144108405041126,0,0.144108405041126,0.0638955587339748,0.000839237195624675,0.00840191210826362,0,0,0,0,0,0,8.19563161920715,0,0,0,0,0.0105589362662188,0,0,4.96537386286929,2.23529026273775,0.553007614768627,1.17025804509898,0.512024602870146,0.950869160361041,0,0,0,0,0.167695256297096,0,0.167695256297096,0,0,2.695346587321,0
2009-01-01,2009,"Q1","2008/09","Q3","January",424.676954353,48.802510929,921.344211239,1184.415987712,884.809005711474,884.809005711474,,,,,,,,,,,0.072754469,0,0,0,0,124.292639248,0,0,0,0,0,20.951762656,0,48.875265398,0,0,,0,4671.41997240148,0,0,0,0,0,0,26.646892853,5.299855016,,,40.022338481,0,40.022338481,30.095180353,0,3.4482875,0,0,0,0,0,0,3662.318327442,0,0,0,0,1.136529929,0,0,2186.630418516,1028.922661988,229.95871796,555.709879131,243.254064897,446.765246938,0,0,0,0,80.870219565,0,80.870219565,0,0,1184.415987712,0,0.867608389215085,0.0997027680987987,1.8822918428516,2.41974337605622,1.80765098821499,1.80765098821499,,,,,,,,,,,0.000148636244586091,0,0,0,0,0.25392792197434,0,0,0,0,0,0.0428041240827,0,0.0998514043433848,0,0,,0,9.54363809022121,0,0,0,0,0,0,0.0544391861832966,0.010827521075427,,,0.081765012831985,0,0.081765012831985,0.0614839837235433,0,0.00704479754024679,0,0,0,0,0,0,7.48205918003187,0,0,0,0,0.0023219129055324,0,0,4.46725181522432,2.10207293860423,0.469802071504454,1.13530660932214,0.496964257777642,0.912734426203318,0,0,0,0,0.165216596316499,0,0.165216596316499,0,0,2.41974337605622,0
2010-01-01,2010,"Q1","2009/10","Q3","January",420.765374087,11.222437102,1025.118676577,1328.450390287,1093.29888486312,1093.29888486312,913.314607841726,,,179.984277021394,,,0,0,0,,0.00020316,0,0,0,0,113.852494653,0,0,0,26.256046972,0,0,0,11.222640262,0,0,,0,5412.83879527312,0,0,0,0,0,0,32.159286448,6.645778812,,,59.211376131,0,59.211376131,36.772699448,0,4.613413,0,0,0,0,0,0,4205.687415757,0,0,0,0,0.121772357,0,0,2455.472328468,1303.071893873,315.378751521,657.919836282,329.77330607,420.887146444,0,0,0,0,101.903261604,0,101.903261604,0,0,1328.450390287,0,0.782848429870879,0.0208797296680807,1.90726850594813,2.47162757737404,2.03412012514534,2.03412012514534,1.69925319610353,,,0.334866929041814,,,0,0,0,,3.7798615762447e-07,0,0,0,0,0.211826476618665,0,0,0,0.0488502771675225,0,0,0,0.0208801076542383,0,0,,0,10.0707724850657,0,0,0,0,0,0,0.0598334569621195,0.0123646997320831,,,0.110164798933914,0,0.110164798933914,0.0684168702984297,0,0.00858341333631019,0,0,0,0,0,0,7.8248258833017,0,0,0,0,0.000226561652526606,0,0,4.56849060145122,2.42441001315956,0.586772999034383,1.22408245196472,0.613554562160452,0.783074991523406,0,0,0,0,0.189594518129047,0,0.189594518129047,0,0,2.47162757737404,0
2011-01-01,2011,"Q1","2010/11","Q3","January",532.186223225,9.65372059,1185.50885265642,1567.19185034602,890.502064507041,890.502064507041,494.087441135831,,,396.41462337121,,,0,0,0,,0.525279652,0,0,0,0,95.06182176,0,0,0,31.873761512,0,0,0,19.317379383,0,0,,9.138379141,7292.47322916748,0,0,0,0,0,0,38.082794119,4.350256125,,,26.718684781,0,26.718684781,44.675501471,0,6.592707352,0,0,0,0,0,0,6306.90934290044,0,0,0,0,7.929406772,0,0,2881.88390101844,2853.036050373,1612.296815864,825.644350784,415.094883725,540.115629997,0,0,0,4.794532493,124.388665523,0,124.388665523,0,0,1567.19185034602,0,0.767071049200767,0.0139144706467375,1.70874306729186,2.25888503775785,1.28353257398786,1.28353257398786,0.712157052041441,,,0.571375521946425,,,0,0,0,,0.000757116205191773,0,0,0,0,0.137018149238242,0,0,0,0.045941511858055,0,0,0,0.0278432658052148,0,0,,0.0131716789532856,10.511067079617,0,0,0,0,0,0,0.054890952765246,0.00627027792992116,,,0.038511199038614,0,0.038511199038614,0.0643934064644921,0,0.00950245369924617,0,0,0,0,0,0,9.0905163563909,0,0,0,0,0.0114291165511178,0,0,4.15382738439361,4.11224729438735,2.32389745580651,1.19004936765304,0.598300470927802,0.778500165751885,0,0,0,0.00691063937646838,0.179288639967425,0,0.179288639967425,0,0,2.25888503775785,0
2012-01-01,2012,"Q1","2011/12","Q3","January",622.889272659,10.09232352,1445.971904533,1920.847117477,1129.25317561354,1129.25317561354,,,,,,,0,0,0,,0.046082681,0,0,0,0,105.910946166,0,0,0,33.909983903,0,0,0,17.79887516,0,0,,7.660468959,7763.43900971254,0,0,0,0,0,0,66.167676553,4.193407924,,,17.745931131,6.653945556,11,66.172731951,0,0.005055398,0,0,0,0,0,0,6528.274887933,0,0,0,0,0.585935385,0,0,3492.0418676,2378.847828386,553.927418516,996.933327515,827.987082355,623.475208044,0,0,0,5.391595054,119.831250536,0,119.831250536,0,0,1920.847117477,0,0.803852561246903,0.0130243696056163,1.86605913758647,2.47889623874277,1.4573265223177,1.4573265223177,,,,,,,0,0,0,,5.94707322424117e-05,0,0,0,0,0.136680448799814,0,0,0,0.0437615939280921,0,0,0,0.0229698471505265,0,0,,0.00988600681266777,10.0188919699986,0,0,0,0,0,0,0.0853908689771319,0.00541168687280611,,,0.0229015216949721,0.00858706581148049,0.0141957464381582,0.0853973930815094,0,6.52410437745199e-06,0,0,0,0,0,0,8.42488499888112,0,0,0,0,0.000756162741327689,0,0,4.50655826398926,3.06995641697553,0.714855743490605,1.28656479392293,1.068535879562,0.80460872398823,0,0,0,0.00695797420761924,0.154644913452405,0,0.154644913452405,0,0,2.47889623874277,0
2013-01-01,2013,"Q1","2012/13","Q3","January",752.747,6.838,1466.23,2353,936.181,936.181,,,,,,,,,,,0,0,0,0,0,190.859,0,0,0,11.561616804,0,0,0,14.282656821,0,0,,7.442064866,8276.52,0,0,0,0,0,0,79.171787641,5.21788542,0,0,66.254711011,66.254711011,0,79.171787641,0,0,0,0,0,0,0,0,7149.48,0,0,0,0,0.001028928,0,0,3959.07,2426.1,597.635,1196.5,631.959,752.748,0,0,0,7.40108078,132.434,0,132.434,0,0,2353,0,0.900016739003073,0.00817580735798749,1.75308774824539,2.81334815930748,1.11933833112139,1.11933833112139,,,,,,,,,,,0,0,0,0,0,0.228199241962289,0,0,0,0.0138235670863374,0,0,0,0.0170769597438932,0,0,,0.00889805333285508,9.8957638365795,0,0,0,0,0,0,0.0946611997572845,0.00623872857706517,0,0,0.0792169865143417,0.0792169865143417,0,0.0946611997572845,0,0,0,0,0,0,0,0,8.54822626349582,0,0,0,0,1.23023063954948e-06,0,0,4.73363463538864,2.90074966820905,0.714558150101032,1.43058694118632,0.755597403063238,0.900017934646149,0,0,0,0.00884905099417722,0.158343795210254,0,0.158343795210254,0,0,2.81334815930748,0
2014-01-01,2014,"Q1","2013/14","Q3","January",878.775989484943,0,1757.44798245403,2570.17961731374,702.487644142436,702.487644142436,511.04602760296,511.04602760296,0,191.441616539476,0,191.441616539476,0,0,0,,0,0,0,0,0,136.892502689,0,0,0,0,39.557628114,0,0,8.236547346,0,0,,8.236547346,8870.41290974715,0,0,0,0,0,0,110.821121591,4.434673992,13.362363404,0,13.362363404,0,13.362363404,110.858917947,0,0.037796356,0,0,0,0,0,0,8031.03276291571,0,0,0,0,3.126309773,0,0,4535.68965453277,2613.440809125,486.635663698,1397.556446907,729.24869852,881.902299257943,0,0,0,11.01231577,157.492110881,0,157.492110881,0,0,2570.17961731374,0,0.972613765588967,0,1.94511242966844,2.84462946842764,0.777500934281959,0.777500934281959,0.565616729682752,0.565616729682752,0,0.211884204599208,0,0.211884204599208,0,0,0,,0,0,0,0,0,0.151510207509518,0,0,0,0,0.0437816850916416,0,0,0.00911606532893572,0,0,,0.00911606532893572,9.81761655497073,0,0,0,0,0,0,0.122654862749026,0.0049082189569683,0.0147892281344076,0,0.0147892281344076,0,0.0147892281344076,0.122696695089207,0,4.18323401806269e-05,0,0,0,0,0,0,8.88860541317924,0,0,0,0,0.00346014451589339,0,0,5.02002131057726,2.89251019249712,0.53859976945502,1.54679082577807,0.807119597264034,0.97607391010486,0,0,0,0.0121882368624934,0.17430949052705,0,0.17430949052705,0,0,2.84462946842764,0
2015-01-01,2015,"Q1","2014/15","Q3","January",1048.46643880412,15.613349159,2128.23354984194,3117.08701622153,930.808889875368,930.808889875368,930.808889875368,672.657541922161,258.151347953208,0,0,0,0,0,0,,0,0,0,0,0,221.492956245,0,0,0,48.557047349,0,0,0,24.297739098,0,0,,8.684389939,11044.791224543,0,0,0,0,0,0,191.050672008,5.619590539,0,0.5249546,0.5249546,0,0.5249546,191.050672008,0,0,0,0,0,0,0,0,9892.48937842267,0,0,0,0,13.185689225,0,0,5427.54171286847,3354.73849017608,1671.65702996308,1640.892185214,42.189274999,1061.65212802912,0,0,0,13.857725103,168.363421702,107.807107565,60.556314137,0,0,3117.08701622153,0,1.07413834525573,0.0159956450763242,2.18034376584565,3.19340950335163,0.953599928158353,0.953599928158353,0.953599928158353,0.689127693804078,0.264472234354275,0,0,0,0,0,0,,0,0,0,0,0,0.226916254733122,0,0,0,0.0497459761796947,0,0,0,0.0248926740067616,0,0,,0.00889702893043746,11.3152251045415,0,0,0,0,0,0,0.19572858519414,0.00575718731584879,0,0.000537808216371273,0.000537808216371273,0,0.000537808216371273,0.19572858519414,0,0,0,0,0,0,0,0,10.1347089216501,0,0,0,0,0.0135085434125602,0,0,5.56043613653157,3.43687992027055,1.7125878803023,1.68106975229382,0.0432222876744186,1.08764688866829,0,0,0,0.014197034220879,0.172485833113411,0.110446785744288,0.062039047369122,0,0,3.19340950335163,0
2016-01-01,2016,"Q1","2015/16","Q3","January",1304.42707545396,8.45,2299.83214189302,3521.99982979737,1147.20911433931,1147.20911433931,1147.20911433931,807.53347720427,339.675637135044,0,0,0,0,0,0,,0,0,0,0,0,319.4122128777,0,0,0,61.535014131,0,0,0,19.363621436,0,0,,10.913621436,12647.1781498708,0,0,0,0,0,0,241.7801490357,6.533080054,,,51.735362352,0,51.735362352,241.7801490357,0,0,0,0,0,0,0,0,11180.5568226538,0,0,0,0,15.877630757,0,0,5989.1370270574,3809.58007525443,853.6041714299,1803.53204868053,1152.443855144,1320.30470621096,0,0,0,17.415822127,149.88923324,0,149.88923324,0,0,3521.99982979737,0,1.26157149187497,0.00817238411172471,2.22427356876217,3.40628821899801,1.10951876199436,1.10951876199436,1.10951876199436,0.781002811691123,0.328515950303243,0,0,0,0,0,0,,0,0,0,0,0,0.308918259599118,0,0,0,0.0595133457750225,0,0,0,0.0187274499608306,0,0,,0.0105550658491059,12.2316683751664,0,0,0,0,0,0,0.233836715799975,0.00631844256022902,,,0.0500356512780835,0,0.0500356512780835,0.233836715799975,0,0,0,0,0,0,0,0,10.8132313535729,0,0,0,0,0.0153559878497442,0,0,5.79237021099007,3.68442031708312,0.82555990157345,1.74427889462995,1.11458152087972,1.27692747972471,0,0,0,0.0168436435554223,0.144964779674459,0,0.144964779674459,0,0,3.40628821899801,0
2017-01-01,2017,"Q1","2016/17","Q3","January",1432.3246292447,11.848296066,2668.77803130101,3904.23305243798,949.743399543687,949.743399543687,949.743399543687,690.480404367634,259.262995176053,0,0,0,0,0,0,,0,0,0,0,0,353.58532345021,0,0,0,92.479898416,0,0,0,28.777829452,0,0,,16.929533386,13896.5475063907,0,0,0,0,0,0,270.126923006,8.648024565,,,46.03254642721,0,46.03254642721,270.126923006,0,0,0,0,0,0,0,0,12593.2187833968,0,0,0,0,13.968299359,0,0,6775.66969046799,4278.77626590914,894.048442497153,2114.994753325,1269.73307008699,1446.2929286037,0,0,0,26.590490825,176.068115904,0,176.068115904,0,0,3904.23305243798,0,1.25558805466943,0.0103863179511904,2.33947371164926,3.42248417935234,0.8325532097406,0.8325532097406,0.8325532097406,0.605281044538408,0.227272165202192,0,0,0,0,0,0,,0,0,0,0,0,0.309955927145245,0,0,0,0.0810686721273537,0,0,0,0.0252268921175357,0,0,,0.0148405741663452,12.1818327311535,0,0,0,0,0,0,0.23679557751499,0.00758093250552263,,,0.040352525007197,0,0.040352525007197,0.23679557751499,0,0,0,0,0,0,0,0,11.0393235942677,0,0,0,0,0.0122447310205477,0,0,5.93961016381008,3.75081197264029,0.783730532712536,1.85402254052123,1.11305889940653,1.26783278568998,0,0,0,0.0233094523168765,0.154342820491602,0,0.154342820491602,0,0,3.42248417935234,0
2018-01-01,2018,"Q1","2017/18","Q3","January",1700.84703986082,0,2962.58898160204,4447.74179048413,774.197566477742,774.197566477742,0,0,0,774.197566477742,0,774.197566477742,0,0,0,,0,0,0,0,0,430.851071475,0,0,0,73.945084526,0,0,0,17.765965976,0,0,,17.765965976,15281.1269289252,0,0,0,0,0,0,248.592641771,8.342011657,,,156.150452071,0,156.150452071,248.592641771,0,0,0,0,0,0,0,0,14076.0782909725,0,0,0,0,12.442003945,0,0,7647.38069659517,4641.4634660455,2184.8652306125,2396.112796117,60.485439316,1713.28904380582,0,0,0,29.215990966,207.833933543,0,207.833933543,0,0,4447.74179048413,0,1.33988265311235,0,2.33384983582956,3.50381423545307,0.609892521252357,0.609892521252357,0,0,0,0.609892521252357,0,0.609892521252357,0,0,0,,0,0,0,0,0,0.339413164861352,0,0,0,0.058251996633055,0,0,0,0.0139955616637782,0,0,,0.0139955616637782,12.038070686092,0,0,0,0,0,0,0.195834757973058,0.00657161781707893,,,0.123011227407437,0,0.123011227407437,0.195834757973058,0,0,0,0,0,0,0,0,11.0887649999783,0,0,0,0,0.00980148412242004,0,0,6.0244057795771,3.6564230865334,1.72117947897629,1.88759476612336,0.0476488414337482,1.34968413723477,0,0,0,0.0230155908035292,0.163726117490941,0,0.163726117490941,0,0,3.50381423545307,0
2019-01-01,2019,"Q1","2018/19","Q3","January",1867.98081466507,0,3572.25241827109,4878.80604766014,1201.55304165008,1201.55304165008,0,0,0,1201.55304165008,606.692809809088,594.860231840991,0,0,0,,0,0,0,0,0,474.785234853,0,0,0,100.336611787,0,0,0,16.892685011,0,0,,16.892685011,17839.3443599561,0,0,0,0,0,0,244.15432158,9.948788167,,,203.789440095,0,203.789440095,244.15432158,0,0,0,0,0,0,0,0,16163.006083453,0,0,0,0,20.604285393,0,0,8690.30386522223,5483.78050638572,2605.97823404472,2811.296982147,66.505290194,1888.58510005807,0,0,0,27.896187533,211.349211758,0,211.349211758,0,0,4878.80604766014,0,1.33348144647464,0,2.55009702695623,3.48279666173636,0.857743653155686,0.857743653155686,0,0,0,0.857743653155686,0.433095243397906,0.42464840975778,0,0,0,,0,0,0,0,0,0.338931372724028,0,0,0,0.0716265441109913,0,0,0,0.012059054282818,0,0,,0.012059054282818,12.734838888342,0,0,0,0,0,0,0.174292613364934,0.0071020667511404,,,0.145477638325136,0,0.145477638325136,0.174292613364934,0,0,0,0,0,0,0,0,11.5381638624623,0,0,0,0,0.0147086265949473,0,0,6.20368200654057,3.91466523874112,1.86031012617143,2.0068794801275,0.047475632442195,1.34819007306959,0,0,0,0.0199140420557812,0.150874275792209,0,0.150874275792209,0,0,3.48279666173636,0
2020-01-01,2020,"Q1","2019/20","Q3","January",1663.37056846142,0,3462.43127453595,4732.19687964238,1156.38571035215,1156.38571035215,0,0,0,1156.38571035215,701.180572276737,455.205138075417,0,0,0,,0,0,0,0,0,1373.654382879,0,0,0,87.088443859,0,0,0,13.337094611,0,0,,13.337094611,18442.2473428379,0,0,0,0,0,0,877.757915434,8.5081799,,,474.051192934,0,474.051192934,877.757915434,0,0,0,0,0,0,0,0,15912.2072496067,0,0,0,0,14.937590376,0,0,8287.22000038033,5859.59064653,2763.364407588,3039.832747234,56.393491708,1678.30815883742,0,0,0,19.035861142,73.55598506,0,73.55598506,0,0,4732.19687964238,0,1.17815798423435,0,2.45242469014616,3.35179402739856,0.819062861480161,0.819062861480161,0,0,0,0.819062861480161,0.496643084398187,0.322419777081976,0,0,0,,0,0,0,0,0,0.972953297030117,0,0,0,0.0616843579010369,0,0,0,0.00944660486386559,0,0,,0.00944660486386559,13.0625618645441,0,0,0,0,0,0,0.621712032124037,0.0060263060261786,,,0.335768354016036,0,0.335768354016036,0.621712032124037,0,0,0,0,0,0,0,0,11.2705457060338,0,0,0,0,0.0105802289041251,0,0,5.86980111087682,4.15032202411746,1.95727873384236,2.15310003062245,0.0399432596526519,1.18873821313847,0,0,0,0.013483015881403,0.0520993774507026,0,0.0520993774507026,0,0,3.35179402739856,0
2021-01-01,2021,"Q1","2020/21","Q3","January",1949.33700077021,0,4118.70511452614,5438.52280246525,1953.77421186087,1953.77421186087,0,0,0,1953.77421186087,1325.19807716461,628.576134696261,0,0,0,,0,0,0,0,0,1360.99941997317,0,0,0,125.486223197,0,0,0,12.954807839,0,0,,12.954807839,21792.5496546136,0,0,0,0,0,0,422.176503135167,9.920977331,,,915.947131668,0,915.947131668,422.176503135167,0,0,0,0,0,0,0,0,18477.7760227796,0,0,0,0,2.999552734,0,0,9652.86494125939,6747.08830481898,3515.37413894298,3109.141851734,122.572314142,1952.33655350421,0,0,0,13.306866879,82.330157389,0,82.330157389,0,0,5438.52280246525,0,1.27064655587871,0,2.68471714556533,3.54502082774292,1.27353888644435,1.27353888644435,0,0,0,1.27353888644435,0.863810809491119,0.409728076953231,0,0,0,,0,0,0,0,0,0.887147386449108,0,0,0,0.081796342680868,0,0,0,0.00844440030440706,0,0,,0.00844440030440706,14.2051518806187,0,0,0,0,0,0,0.27518952314026,0.00646684266066109,,,0.597046620343778,0,0.597046620343778,0.27518952314026,0,0,0,0,0,0,0,0,12.0444656077253,0,0,0,0,0.0019552141826312,0,0,6.29207755617802,4.39798993880504,2.29144475301505,2.02664823172352,0.0798969540664742,1.27260177006134,0,0,0,0.00867388479398747,0.0536656980757824,0,0.0536656980757824,0,0,3.54502082774292,0
2022-01-01,2022,"Q1","2021/22","Q3","January",2096.73348423471,0,4600.26941728926,6147.82495500397,1161.96449392822,1161.96449392822,0,0,0,1161.96449392822,1053.65283262569,108.311661302525,0,0,0,,0,0,0,0,0,1405.370620646,0,0,0,113.25637974,0,0,0,11.391609238,0,0,,11.391609238,22992.2976918222,0,0,0,0,0,0,784.22037745,12.478750195,,,597.279883763,0,597.279883763,784.22037745,0,0,0,0,0,0,0,0,20424.9625772479,0,0,0,0,12.406962771,0,0,10880.5795662412,7321.986184261,3617.618952356,3634.295549493,70.071682412,2109.14044700571,0,0,0,53.681681742,78.803512206,0,78.803512206,0,0,6147.82495500397,0,1.19785277976857,0,2.62810965276093,3.5122199684668,0.66382418629248,0.66382418629248,0,0,0,0.66382418629248,0.601946305508818,0.0618778807836593,0,0,0,,0,0,0,0,0,0.802880822576425,0,0,0,0.0647027723447649,0,0,0,0.00650796626961683,0,0,,0.00650796626961683,13.1353783923893,0,0,0,0,0,0,0.448020965059615,0.00712904416393873,,,0.341222847083255,0,0.341222847083255,0.448020965059615,0,0,0,0,0,0,0,0,11.6686733835204,0,0,0,0,0.00708803238726927,0,0,6.21601771370205,4.18301208531773,2.06672662539405,2.0762538773733,0.0400315825503739,1.20494081215584,0,0,0,0.0306680616209917,0.0450200308533429,0,0.0450200308533429,0,0,3.5122199684668,0
2023-01-01,2023,"Q1","2022/23","Q3","January",2562.02154421654,0,5013.70620152383,6943.74483692462,1028.21565926473,1028.21565926473,0,0,0,1028.21565926473,996.346030207392,31.8696290573408,0,0,0,,0,0,0,0,0,1834.46537251563,0,0,0,111.632825403,0,0,0,10.973081931,0,0,,10.973081931,26595.3607800504,0,0,0,0,0,0,627.429844362,15.35630532,,,1180.70614090263,0,1180.70614090263,627.429844362,0,0,0,0,0,0,0,0,23732.67974827,0,0,0,0,20.666668034,0,0,12156.6815522835,8881.677158333,4334.981392214,4454.198732478,92.497033641,2582.68821225054,0,0,0,75.747534427,123.482979408,0,123.482979408,0,0,6943.74483692462,0,1.34574797861977,0,2.63353951933975,3.64732708803209,0.54008880142491,0.54008880142491,0,0,0,0.54008880142491,0.52334870453537,0.0167400968895418,0,0,0,,0,0,0,0,0,0.963585990322268,0,0,0,0.0586371529438646,0,0,0,0.00576380899731588,0,0,,0.00576380899731588,13.9696924450966,0,0,0,0,0,0,0.329568830785958,0.00806617605933427,,,0.620187174479659,0,0.620187174479659,0.329568830785958,0,0,0,0,0,0,0,0,12.4660176533494,0,0,0,0,0.010855539757011,0,0,6.38551602450034,4.6652609575284,2.27702708398195,2.33964814001439,0.0485857335320597,1.35660351837679,0,0,0,0.0397877572773258,0.064861659851139,0,0.064861659851139,0,0,3.64732708803209,0
