"Date","Year","Quarter","FY","QFY","Month","EXP_NDPD_SEC","EXP_NDPD_RAW","EXP_NDPD_AGR","EXP_NDPD_EDU","EXP_NDPD_HEA","EXP_NDPD_WAE","EXP_NDPD_JLO","EXP_NDPD_ACC","EXP_NDPD_EAM","EXP_NDPD_TTI","EXP_NDPD_LHUD","EXP_NDPD_SD","EXP_NDPD_ICT","EXP_NDPD_PSM","EXP_NDPD_PAD","EXP_NDPD_PARL","EXP_NDPD_STD","EXP_NDPD_TOU","EXP_NDPD_LGOV","EXP_NDPD_I","EXP_NDPD_I_DOM","EXP_NDPD_I_EXT","EXP_NDPD_CEN_TOT","EXP_NDPD_LGP_TOT","EXP_NDPD_I_TOT","EXP_NDPD"
2006-05-01,2006,"Q2","2005/06","Q4","May",,,,,,,,,,,,,,,,,,,,18.6727608763187,15.5035331912469,3.1692276850718,175.084257032333,83.3369530658333,18.6727608763187,277.093970974485
2006-06-01,2006,"Q2","2005/06","Q4","June",,,,,,,,,,,,,,,,,,,,20.529611814612,16.4609544312132,4.06865738339883,217.92964381547,53.2396981505,20.529611814612,291.698953780582
2006-07-01,2006,"Q3","2006/07","Q1","July",,,,,,,,,,,,,,,,,,,,17.1264326513958,14.9136916029756,2.21274104842017,70.3145482753333,74.7844733929167,17.1264326513958,162.225454319646
2006-08-01,2006,"Q3","2006/07","Q1","August",,,,,,,,,,,,,,,,,,,,18.1619332357764,15.0032680956613,3.1586651401151,167.952584237333,73.2751273183333,18.1619332357764,259.389644791443
2006-09-01,2006,"Q3","2006/07","Q1","September",,,,,,,,,,,,,,,,,,,,20.7077777454206,16.8660068834622,3.8417708619584,97.8794821813333,67.3814149073333,20.7077777454206,185.968674834087
2006-10-01,2006,"Q4","2006/07","Q2","October",,,,,,,,,,,,,,,,,,,,21.584757192373,15.3323036714963,6.25245352087678,154.100439813333,91.5929530073333,21.584757192373,267.27815001304
2006-11-01,2006,"Q4","2006/07","Q2","November",,,,,,,,,,,,,,,,,,,,19.6754427681924,17.1728247915678,2.50261797662463,213.089969597333,89.7545905283333,19.6754427681924,322.520002893859
2006-12-01,2006,"Q4","2006/07","Q2","December",,,,,,,,,,,,,,,,,,,,19.2171664519921,16.1419411126564,3.07522533933564,133.936150380283,58.4597072683333,19.2171664519921,211.613024100609
2007-01-01,2007,"Q1","2006/07","Q3","January",,,,,,,,,,,,,,,,,,,,18.3366038720422,16.6963400253354,1.6402638467068,170.915173763333,79.0398609153333,18.3366038720422,268.291638550709
2007-02-01,2007,"Q1","2006/07","Q3","February",,,,,,,,,,,,,,,,,,,,18.8610975705287,15.6878139899847,3.173283580544,129.988259263333,85.3207580403333,18.8610975705287,234.170114874195
2007-03-01,2007,"Q1","2006/07","Q3","March",,,,,,,,,,,,,,,,,,,,20.9481326325965,16.9087485079973,4.0393841245992,151.676051520333,67.1786011083333,20.9481326325965,239.802785261263
2007-04-01,2007,"Q2","2006/07","Q4","April",,,,,,,,,,,,,,,,,,,,21.3605035283949,15.7543294002131,5.6061741281818,215.252923200333,105.225798403333,21.3605035283949,341.839225132062
2007-05-01,2007,"Q2","2006/07","Q4","May",,,,,,,,,,,,,,,,,,,,18.6339396150051,16.6896767013691,1.944262913636,182.159103051333,109.438256770333,18.6339396150051,310.231299436672
2007-06-01,2007,"Q2","2006/07","Q4","June",,,,,,,,,,,,,,,,,,,,19.3682936939794,18.2737803636886,1.09451333029074,277.605182239333,53.6243379293658,19.3682936939794,350.597813862679
2007-07-01,2007,"Q3","2007/08","Q1","July",,,,,,,,,,,,,,,,,,,,19.8288139146208,18.5675980982188,1.261215816402,61.2059086028528,99.8117859520834,19.8288139146208,180.846508469557
2007-08-01,2007,"Q3","2007/08","Q1","August",,,,,,,,,,,,,,,,,,,,24.8094551870693,21.5846403779793,3.22481480909,194.161372985853,70.3474642140833,24.8094551870693,289.318292387005
2007-09-01,2007,"Q3","2007/08","Q1","September",,,,,,,,,,,,,,,,,,,,24.796042222579,19.8392578442872,4.9567843782918,241.692054304853,70.1021536600833,24.796042222579,336.590250187515
2007-10-01,2007,"Q4","2007/08","Q2","October",,,,,,,,,,,,,,,,,,,,25.888176465893,20.6342609648552,5.2539155010378,249.839738989853,98.5058298400833,25.888176465893,374.233745295829
2007-11-01,2007,"Q4","2007/08","Q2","November",,,,,,,,,,,,,,,,,,,,24.5756770786997,22.9825036392984,1.5931734394013,190.553233160519,90.5750558700833,24.5756770786997,305.703966109303
2007-12-01,2007,"Q4","2007/08","Q2","December",,,,,,,,,,,,,,,,,,,,24.2166316974927,21.1688642368323,3.0477674606604,112.692899234519,59.6744782260833,24.2166316974927,196.584009158096
2008-01-01,2008,"Q1","2007/08","Q3","January",,,,,,,,,,,,,,,,,,,,25.9225403158249,24.5270972722359,1.395443043589,213.882153532186,94.9953943793333,25.9225403158249,334.800088227344
2008-02-01,2008,"Q1","2007/08","Q3","February",,,,,,,,,,,,,,,,,,,,25.233867897818,21.7849321282188,3.4489357695992,139.676775047186,79.9189814553333,25.233867897818,244.829624400337
2008-03-01,2008,"Q1","2007/08","Q3","March",,,,,,,,,,,,,,,,,,,,27.8928695691022,22.7339650202062,5.158904548896,173.06118148652,78.2209162343333,27.8928695691022,279.174967289955
2008-04-01,2008,"Q2","2007/08","Q4","April",,,,,,,,,,,,,,,,,,,,28.3257927745783,23.8094483209996,4.5163444535788,189.360969157408,151.391155230333,28.3257927745783,369.07791716232
2008-05-01,2008,"Q2","2007/08","Q4","May",,,,,,,,,,,,,,,,,,,,29.541964703759,27.7610170829526,1.7809476208064,216.017575325075,71.9330525963333,29.541964703759,317.492592625167
2008-06-01,2008,"Q2","2007/08","Q4","June",,,,,,,,,,,,,,,,,,,,28.3737010738415,25.9743936511481,2.3993074226934,312.787008473075,58.4246132213333,28.3737010738415,399.58532276825
2008-07-01,2008,"Q3","2008/09","Q1","July",43.49737012,23.714261356,7.794822096,54.366489313,17.67953181725,4.381358064,15.176541743,13.3972061693333,0.434410487,1.072232944,0.112281039,0.491788357,0.049830698,26.340747509995,12.1850144334167,0.688282164,,,,29.8845736960134,29.1334742859204,0.751099410092935,128.553876793995,92.828291517,29.8845736960134,251.266742007008
2008-08-01,2008,"Q3","2008/09","Q1","August",28.936427112,65.305063605,19.040458198,64.544516838,33.46852304125,9.987931155,12.256414689,16.8235585043333,29.760389441,1.76138343,0.256305158,1.687887104,0.281741089,21.603156128995,30.3380831314167,11.432724052,,,,27.6932648831496,24.992515680639,2.7007492025106,246.578463630995,100.906099046,27.6932648831496,375.177827560145
