"Date","Year","Quarter","FY","QFY","Month","REV_DOM_14","REV_TAX_14","REV_TAX_NOIL_14","REV_TAX_IT_14","REV_TAX_IT_PAYE_14","REV_TAX_IT_CIT_14","REV_TAX_IT_OIL_14","REV_TAX_IT_WH_14","REV_TAX_IT_R_14","REV_TAX_IT_I_14","REV_TAX_IT_OTH_14","REV_TAX_GS_14","REV_TAX_GS_VAT_14","REV_TAX_GS_VAT_IM_14","REV_TAX_GS_VAT_LG_14","REV_TAX_GS_VAT_S_14","REV_TAX_GS_VAT_REF_14","REV_TAX_GS_EXD_14","REV_TAX_GS_EXD_IM_14","REV_TAX_GS_EXD_PD_14","REV_TAX_GS_EXD_LG_14","REV_TAX_GS_SGS_14","REV_TAX_GS_SGS_LOT_14","REV_TAX_GS_SGS_CAS_14","REV_TAX_GS_UG_14","REV_TAX_GS_UG_TRL_14","REV_TAX_GS_UG_OTH_14","REV_TAX_INL_14","REV_TAX_INL_ID_14","REV_TAX_INL_WH_14","REV_TAX_INL_CO_14","REV_TAX_INL_SUI_14","REV_TAX_INL_IL_14","REV_TAX_INL_EX_14","REV_TAX_OTH_14","REV_TAX_OTH_SD_OIL_14","REV_TAX_OTH_SD_OTH_14","REV_TAX_EXP_14","REV_OTH_14","REV_OTH_PI_14","REV_OTH_PI_I_14","REV_OTH_PI_DIV_14","REV_OTH_PI_R_14","REV_OTH_PI_R_MIN_14","REV_OTH_PI_R_OTH_14","REV_OTH_GS_14","REV_OTH_GS_MKT_14","REV_OTH_GS_FEE_14","REV_OTH_GS_FEE_FLT_14","REV_OTH_GS_FEE_DRV_14","REV_OTH_GS_FEE_MIG_14","REV_OTH_GS_FEE_LTR_14","REV_OTH_GS_FEE_TRA_14","REV_OTH_GS_FEE_COR_14","REV_OTH_GS_FEE_REM_14","REV_OTH_GS_FEE_PP_14","REV_OTH_GS_FEE_RSB_14","REV_OTH_GS_FEE_ICL_14","REV_OTH_GS_FEE_MST_14","REV_OTH_GS_NMKT_14","REV_OTH_GS_NMKT_HOP_14","REV_OTH_GS_NMKT_OTH_14","REV_OTH_FEE_14","REV_OTH_FEE_HC_14","REV_OTH_FEE_POL_14","REV_OTH_VT_14","REV_OTH_VT_CU_14","REV_OTH_VT_CU_BOU_14","REV_OTH_VT_CU_OTH_14","REV_OTH_VT_K_14","REV_OTH_OTH_14","REV_OTH_OTH_URA_14","REV_OTH_OTH_MALGS_14"
2020-03-01,2020,"Q1","2019/20","Q3","March",1393.253524895,1295.552059694,1295.552059694,417.400596996,268.197663358,27.529637372,0,102.491369613,8.177888125,6.642082729,4.361955799,740.006496453173,427.447373865316,214.846915780316,139.673848330035,98.5520957089651,-25.625485954,304.530064355856,16.1484345708564,175.812224928,112.569404857,1.403989903,,1.403989903,10.672381689,,3.248176,6.625068329,,128.390674761828,92.9667233458275,10.918190423,,17.561544124,6.650689472,0.293527397,9.754291483,,9.754291483,,97.701465201,1.53959266,,,1.53959266,1.53959266,,40.257360696,,40.257360696,9.004266,0.25545315,0.45333,0.019376,0,3.518481946,3.326716738,,9.759179173,0,,,0.730781342,0.730781342,,0,0,,,,55.173730503,6.053917371,49.119813132
2020-04-01,2020,"Q2","2019/20","Q4","April",1152.573665679,931.419157625,931.419157625,356.976075851,242.057795438,24.064679257,0,81.972656788,0.677017446,7.344941605,0.858985317,510.24480524391,278.361135823768,126.725385649768,116.08491337206,69.6250461329402,-34.074209331,226.557494809142,8.81006910014221,101.13868216,116.608743549,0.216125995,,0.216125995,0.46750899,,0.046076,5.110048616,,64.5103403060897,50.4324821070897,7.26165265,,2.791679272,3.80190956,0.222616717,-0.312063776,,-0.312063776,,221.154508054,0.435788896,,,0.435788896,0.435788896,,217.548734204,,217.548734204,1.340538973,0.000715,0.00186,-0.0005785,0,0.06277,0.694738018,,214.935105723,0,,,0.06128058,0.06128058,,0,0,,,,3.108704374,-2.69936782,5.808072194
2020-05-01,2020,"Q2","2019/20","Q4","May",887.616309936,872.07322962,872.07322962,333.099139521,244.595394703,8.296465471,0,68.70446999,3.805048649,7.096197676,0.601563032,454.482845275178,266.28677763684,162.39664444284,93.2880667348732,73.1823863251268,-62.580319866,183.352455108338,12.652040114338,98.50530096,72.195114034,0.141672825,,0.141672825,0.603410025,,0.2762716,4.701939705,,82.114276934822,61.296577625822,9.004252913,,7.116926814,4.416662021,0.279857561,2.376967889,,2.376967889,,15.543080316,0.075724651,,,0.075724651,0.075724651,,10.277273811,,10.277273811,2.945753,0.00863215,0.012756278,0.0004215,0,0.0123222,0.736734908,,5.68097215,0,,,0.196218344,0.196218344,,0,0,,,,4.99386351,0.605902503,4.387961007
2020-06-01,2020,"Q2","2019/20","Q4","June",1794.14345868375,1532.41528441375,1532.41528441375,794.443005977,322.992012666,338.857389987,0,91.239315087,26.23467124,7.440518368,7.679098629,625.560756986834,328.060096450355,173.641826920602,106.821210334,74.0321628817533,-26.435103686,291.460642417479,11.4674029138791,195.2202300136,84.77300949,0.287654721,,0.287654721,5.051756761,,3.3314547,5.752363398,,106.912050820919,73.8723048429193,9.561229853,,17.378305178,5.725525909,0.374685038,5.499470629,,5.499470629,,261.72817427,3.414726585,,,3.414726585,3.414726585,,239.579838071,,239.579838071,6.811800688,0.18038885,1.14384,0.0053595,0,0.368948844,4.481988147,,218.204300581,0,,,0.305303825,0.305303825,,0,0,,,,18.428305789,1.893864291,16.534441498
2020-07-01,2020,"Q3","2020/21","Q1","July",1224.62831547032,1153.63005597932,1153.910687306,351.407356842315,177.178590673,29.7869235,-0.280631326684812,127.23344988,5.142402783,8.8218881,3.524733233,651.672523249823,388.515738814046,196.976094414046,131.353759083024,91.1304918569755,-30.94460654,255.695882725777,10.7891191165769,142.6086255592,102.29813805,0.72700804,,0.72700804,13.210853273,,4.586806,6.73389367,,142.969450067177,95.1714912071767,18.783548025,,21.79887617,6.951353982,0.264180683,7.58072582,,7.58072582,,70.998259491,1.222658127,,,1.222658127,1.222658127,,31.461777405,,31.461777405,9.101866308,0,0.7197211,0.008772,0,1.033328002,2.800430722,,0,0,,,0.787943825,0.787943825,,0,0,,,,37.525880134,37.525880134,0
2020-08-01,2020,"Q3","2020/21","Q1","August",1400.8583374321,1323.6537705781,1320.710810311,373.8192790951,217.445854746,10.571365469,2.94296026710001,127.06396887,3.427440967,6.324058242,6.043630534,775.859175811002,449.688139464924,238.531522850924,145.764016889621,101.084046265379,-35.691446541,318.336877654078,14.5140142744779,186.8097662256,117.013097154,0.553668698,,0.553668698,14.721980361,,4.436333,7.280489994,,166.006021811998,116.128412007998,19.202812951,,21.856478803,8.527092868,0.291225182,7.96929386,,7.96929386,,77.204566854,1.250272087,,,1.250272087,1.250272087,,36.676031164,,36.676031164,11.3777935,0,0.78415,0.140915672,0,1.877620612,3.337238019,,0,0,,,0.979938393,0.979938393,,0,0,,,,38.29832521,38.29832521,0
2020-09-01,2020,"Q3","2020/21","Q1","September",1493.81465142776,1422.56710838276,1421.949356051,477.222879421757,252.58208145,57.438439236,0.617752331757004,146.443899838,9.775943852,5.711330795,4.653431919,766.684765899128,443.101790008585,229.428167586585,151.634741398832,95.6126041601676,-33.573723137,316.416501984544,17.5030431773435,177.7160466312,121.197412176,0.581041279,,0.581041279,12.06159062,,4.019429,6.585432627,,169.594581665872,120.564485140872,16.814078173,,22.9541544,8.978800439,0.283063513,9.064881396,,9.064881396,,71.247543045,1.355504923,,,1.355504923,1.355504923,,32.183321776,,32.183321776,10.126643026,0,0.61542982,0.0167866,0,2.60705865,2.73638406,,0,0,,,1.13471902,1.13471902,,0,0,,,,36.573997326,36.573997326,0
2020-10-01,2020,"Q4","2020/21","Q2","October",1460.5250412096,1388.1266391306,1345.568261498,421.1214899796,251.486719001,13.749282166,42.5583776326,94.708947943,5.939483447,7.856182551,4.822497239,781.848784117984,439.605082830821,247.706458544821,140.967573516698,84.4016192503023,-33.470568481,334.539178043163,21.2757335669625,191.0756530672,122.187791409,0.773747332,,0.773747332,11.890374704,,3.847652,6.930775912,,176.566784955016,127.116831169016,17.605390907,,23.242906478,8.274318937,0.327337464,8.589580078,,8.589580078,,72.398402079,0.617759154,,,0.617759154,0.617759154,,34.815799644,,34.815799644,9.1206955,0,0.64139,0.029658,0,3.513355162,5.772674278,,0,0,,,0.838343623,0.838343623,,0,0,,,,36.126499658,36.126499658,0
2020-11-01,2020,"Q4","2020/21","Q2","November",1550.10575149187,1449.66115693987,1362.7408373566,500.621220437273,232.755974781,66.147410618,86.920319583273,100.497539451,3.796533585,7.252000755,3.251441664,776.541271859778,448.014394455086,244.185622516087,139.826457525835,87.5057420451645,-23.503427632,320.444306133692,19.329687373692,182.752100438,118.362518322,1.036331619,,1.036331619,11.502295644,,3.671405,7.046239652,,164.281660277821,119.735124075821,15.3275882,,20.521413388,8.40174702,0.295787594,8.217004365,,8.217004365,,100.444594552,0.520529601,,,0.520529601,0.520529601,,32.664887572,,32.664887572,9.721407788,0,0.6337,0.026892104,0,3.434633633,3.674553403,,0,0,,,0.740888173,0.740888173,,0,0,,,,66.518289206,66.518289206,0
2020-12-01,2020,"Q4","2020/21","Q2","December",2774.64676084342,2448.44613583842,2450.068836887,1317.10061033942,290.411687921,702.511908683,-1.62270104857802,268.618721044,35.067070308,8.628537356,13.485386076,892.497944532642,501.804054492949,256.854882350949,176.253563577625,97.9472630673753,-29.251654503,382.773937881693,15.3703766701933,232.6806611475,134.722900064,0.82347685,,0.82347685,13.015857551,,2.842189,7.096475308,,199.194031966358,142.927279917358,17.256234863,,29.691902772,8.869272094,0.44934232,39.653549,,39.653549,,326.200625005,0.940190151,,,0.940190151,0.940190151,,35.664473319,,35.664473319,11.089255728,0,0.802349,0.0142325,0,4.221310448,3.679279092,,0,0,,,0.769986256,0.769986256,,0,0,,,,288.825975279,288.825975279,0
2021-01-01,2021,"Q1","2020/21","Q3","January",1449.38578527062,1393.50911085562,1390.805210232,467.111750284623,249.32483615,34.179774965,2.70390062362301,164.390448638,4.296989524,8.704446051,3.511354333,787.253472852973,415.147585319973,203.219818925973,147.208217514605,84.9960093063947,-20.276460427,363.717776849,13.3002361849998,210.45081316,139.966727504,1.828308372,,1.828308372,8.614341208,,2.361638,6.559802312,,132.553456554027,100.659815260027,10.968732624,,15.539726992,5.114848115,0.270333563,6.590431164,,6.590431164,,55.876674415,0.20859994,,,0.20859994,0.20859994,,24.351181775,,24.351181775,7.003750886,0,0.56868,0.1125989,0,3.618541578,2.071631203,,0,0,,,0.424533427,0.424533427,,0,0,,,,30.892359273,30.892359273,0
2021-02-01,2021,"Q1","2020/21","Q3","February",1429.36679499562,1341.57250983862,1338.848595567,378.523997189622,255.523833048,6.416173084,2.72391427162202,101.199427084,3.020495138,6.771755127,2.868399437,801.338815356149,457.404342712858,230.409167732858,149.931903242857,101.082688990143,-24.019417253,335.84577911929,12.4634966662902,207.188539839,116.193742614,1.782670112,,1.782670112,11.714912221,,3.675877,6.306023412,,155.470780151851,112.099937451851,13.784252712,,22.018541892,7.407694112,0.160353984,6.238917141,,6.238917141,,87.794285157,2.087653862,,,2.087653862,2.087653862,,35.437662026,,35.437662026,9.216402767,0,0.60248,0.0214636,0,7.009874883,3.196651555,,0,0,,,0.695053134,0.695053134,,0,0,,,,49.573916135,49.573916135,0
2021-03-01,2021,"Q1","2020/21","Q3","March",1665.37485758254,1520.93546798454,1520.377336599,474.455189821544,274.894885433,54.590605531,0.558131385543987,123.616201135,9.715201366,5.973860219,5.106304752,857.876352060897,488.187644660162,276.074361595162,139.697573742869,102.917759515131,-30.502050193,360.866620627735,18.2986760127353,222.863647486,119.704297129,1.334314951,,1.334314951,17.136686893,,5.051665,7.487771822,,180.074561052103,128.387102941103,14.673079011,,27.8270775,9.020635145,0.166666455,8.52936505,,8.52936505,,144.439389598,1.585487998,,,1.585487998,1.585487998,,47.318377032,,47.318377032,11.417354965,0,0.71623,0.023796,0,9.517323478,3.455320696,,0,0,,,1.229338908,1.229338908,,0,0,,,,94.30618566,94.30618566,0
2021-04-01,2021,"Q2","2020/21","Q4","April",1620.12438977966,1520.43015572366,1521.147173671,441.067989062663,276.274045981,34.305693953,-0.717017947337013,116.218109645,4.618626029,7.616787608,2.751743794,913.237265927601,515.452998492927,247.371804210927,175.68093545829,119.33485940571,-26.934600582,389.892391193674,15.6375725246742,238.073101832,136.181716837,1.185880151,,1.185880151,15.6264070355,,5.01378,6.70599609,,157.494276445399,115.165151394399,13.567892375,,21.021051049,7.619438347,0.12074328,8.630624288,,8.630624288,,99.694234056,0.288649887,,,0.288649887,0.288649887,,42.082229215,,42.082229215,9.715979413,0,0.30534,0.059557021,0,8.0277692935,3.333396452,,0,0,,,1.042663568,1.042663568,,0,0,,,,56.280691386,56.280691386,0
2021-05-01,2021,"Q2","2020/21","Q4","May",1566.05731561623,1413.45053166823,1409.555292999,422.536628881227,266.336006276,20.115784933,3.89523866922701,116.774062397,5.220366331,6.061713827,4.133456448,829.263297072114,454.553418295814,227.408265254814,166.941590117077,94.3853625229226,-34.181799599,366.0622563943,14.3865815663,224.54693715,127.128737678,1.527964902,,1.527964902,13.7684154935,,5.552868,7.11965748,,153.006617783886,111.181637300886,13.666352755,,20.39477603,7.639657805,0.124193893,8.643987931,,8.643987931,,152.606783948,2.180384047,,,2.180384047,2.180384047,,39.956050793,,39.956050793,10.055730487,0,0.22653,0.0035803,0,6.4137314565,3.935195056,,0,0,,,0.793815112,0.793815112,,0,0,,,,109.676533996,109.676533996,0
2021-06-01,2021,"Q2","2020/21","Q4","June",2203.887441633,2101.79337985983,2101.095273449,1122.09991346383,364.927336274,537.832177429,0.698106410828984,114.804580837,27.222124624,8.195653176,68.419934713,818.791272519302,437.047612917107,234.304433678107,154.648484870786,112.615976549214,-64.521282181,374.113605919196,12.4755314175955,236.6160679636,125.022006538,1.152454573,,1.152454573,11.0406521495833,,3.4776,6.47759911,,155.124330772698,113.982421536698,14.38722626,,18.467401685,8.040956488,0.246324803,5.777863104,,5.777863104,,102.094061773167,0.697118062,,,0.697118062,0.697118062,,29.5647114141667,,29.5647114141667,8.496172075,0,0.3773,0.002231,0,2.76083890758333,3.409917282,,0,0,,,0.483753892,0.483753892,,0,0,,,,71.348478405,71.348478405,0
2021-07-01,2021,"Q3","2021/22","Q1","July",1386.606853633,1344.385830434,1344.385830434,438.766630247,224.151287348,36.657883069,0,161.689302301,8.591629135,9.482939333,-1.806410939,753.672235772256,458.233743888159,241.566670572159,134.079962169912,103.292809900088,-20.705698754,278.293090355097,15.8856550837971,150.4919034893,111.915531782,10.778927365,,10.778927365,1.842400941,,1.434646,6.366474164,,146.299677446744,106.816640229744,13.960018606,,17.533004846,7.445850865,0.5441629,5.647286968,,5.647286968,,42.221023199,2.208581588,,,2.208581588,2.208581588,,31.683113948,,31.683113948,7.470600425,0,9.177626425,0.0192901,0,9.3742584,2.364291657,,0,0,,,0.351386787,0.351386787,,0,0,,,,7.977940876,7.977940876,0
2021-08-01,2021,"Q3","2021/22","Q1","August",1540.861372761,1460.757592274,1460.757592274,439.394775889,264.827768279,13.933868631,0,149.819077233,3.833969018,4.289199372,2.690893356,854.32768971922,475.930580890751,240.79137317375,145.266938093551,109.722410583449,-19.85014096,370.71092505747,21.0456171439699,217.5986086455,132.066699268,1.337330674,,1.337330674,22.799753151,,0,6.348853097,,158.78125420878,110.26141100078,15.254264919,,23.902415716,8.135566547,1.227596026,8.253872457,,8.253872457,,80.103780487,0.531465287,,,0.531465287,0.531465287,,71.577102608,,71.577102608,12.607721151,8.318892,8.120752265,0.0037375,0,14.798472984,4.927773557,,0,0,,,0.669063498,0.669063498,,0,0,,,,7.32614909400002,7.32614909400002,0
2021-09-01,2021,"Q3","2021/22","Q1","September",1567.550775836,1450.385690744,1450.385690744,455.058030797,277.077453354,27.987032245,0,123.09464469991,10.261652397,6.95483897409,9.682409127,819.035730654414,450.913948878443,251.944685754443,123.838109658925,96.5129121570746,-21.381758692,360.402551108971,18.811641646971,219.30242463,122.288484832,1.635804586,,1.635804586,20.334204407,,0,6.083426081,,164.864423792586,120.170954699586,13.330230173,,21.097576209,9.240885208,1.024777503,11.4275055,,11.4275055,,117.165085092,0.593175508,,,0.593175508,0.593175508,,67.869292583,,67.869292583,11.759996407,7.157817,8.93689814,0.0041129,0,15.025958542,4.650305187,,0,0,,,1.408835105,1.408835105,,0,0,,,,47.293781896,47.293781896,0
2021-10-01,2021,"Q4","2021/22","Q2","October",1554.405888999,1468.280910564,1468.280910564,421.395815269,260.284563326,15.781141529,0,126.08887389941,6.112481589,9.92625764259,3.202497283,874.858583100846,481.995690101008,248.576816997008,143.603668145415,105.941651367585,-16.126446409,386.105456528838,22.7030190017385,225.8957416431,137.506695884,0.738167247,,0.738167247,18.241086503,,0,6.019269224,,162.915011625154,120.337277789154,11.281819829,,21.706029575,8.689921895,0.899962537,9.111500569,,9.111500569,,86.124978435,0.317893724,,,0.317893724,0.317893724,,64.246643001,,64.246643001,10.727944503,6.046862,9.947716466,0.0039974,0,16.284472195,2.994563934,,0,0,,,1.172347588,1.172347588,,0,0,,,,20.388094122,20.388094122,0
2021-11-01,2021,"Q4","2021/22","Q2","November",1733.567007643,1579.815156117,1579.815156117,465.494864553,302.14341736,21.573620549,0,124.61965088404,5.601209344,8.98236905296,2.574597363,918.485580616081,505.430628161279,287.095281158279,136.862810851065,110.553692765935,-29.081156614,402.010559422802,27.3569215727025,237.8507320301,136.80290582,4.602282757,,4.602282757,18.422651955,,0,6.442110275,,187.349939758919,139.405621537919,14.66265172,,21.73764169,10.407955786,1.136069025,8.484771189,,8.484771189,,153.751851526,1.473763436,,,1.473763436,1.473763436,,70.55868319,,70.55868319,11.239614955,6.024193,10.564608509,0.049622,0,18.763878714,5.494114057,,0,0,,,1.296668624,1.296668624,,0,0,,,,80.422736276,80.422736276,0
2021-12-01,2021,"Q4","2021/22","Q2","December",2469.518538464,2354.895484258,2354.895484258,1131.790459199,312.383688915,622.450475504,0,140.91801669477,36.923288795,7.38135961223,11.733629678,999.322420695729,575.30743601827,301.83517082627,176.783640881121,132.249226540879,-35.56060223,411.943090795459,26.0188597990589,248.8325229954,137.091708001,5.749077211,,5.749077211,18.163692224,,0,6.322816671,,214.778949191271,161.887758612271,15.325543148,,25.558140557,10.928602142,1.078904732,9.003655172,,9.003655172,,114.623054206,0.833474129,,,0.833474129,0.833474129,,74.574296472,,74.574296472,11.437908224,5.52334,8.36448444,0.0252145,0,17.232212654,13.82744443,,0,0,,,1.092221028,1.092221028,,0,0,,,,38.123062577,38.123062577,0
2022-01-01,2022,"Q1","2021/22","Q3","January",1831.800384683,1688.352816809,1688.352816809,521.756838379,293.506908112,41.045800431,0,165.22944191513,7.78788223,10.68963735487,3.497168336,999.585152166853,563.589615714315,268.931153752315,197.762474275549,118.329044543451,-21.433056857,425.441859286538,21.2208015505381,245.18915894,159.031898796,4.321731321,,4.321731321,17.261955486,,0,6.231945845,,152.096789670147,113.469117626147,9.959976485,,19.716706062,8.308532821,0.642456676,14.914036593,,14.914036593,,143.447567874,1.47347502,,,1.47347502,1.47347502,,63.713367814,,63.713367814,10.306642446,5.658892,10.680409692,0.0284745,0,15.094181505,4.682812185,,0,0,,,0.734372738,0.734372738,,0,0,,,,77.526352302,77.526352302,0
2022-02-01,2022,"Q1","2021/22","Q3","February",1659.483541375,1548.520802679,1548.520802679,421.975841915,291.451405664,15.46061514,0,96.9509191292,6.192005258,7.9234727968,3.997423927,933.552534690374,538.045921743157,277.548399773157,163.009464842705,119.157359175295,-21.669302048,384.087689970217,24.1811048249174,218.2170072593,141.689577886,4.495847238,,4.495847238,16.554912777,,0,6.923075739,,184.154204509626,139.984096411626,13.313868181,,20.978226518,8.924540377,0.953473022,8.838221564,,8.838221564,,110.962738696,0.684272449,,,0.684272449,0.684272449,,62.23609006,,62.23609006,9.934681777,5.368976,11.466606724,0.0255723,0,16.139470313,2.745870169,,0,0,,,1.037365163,1.037365163,,0,0,,,,47.005011024,47.005011024,0
2022-03-01,2022,"Q1","2021/22","Q3","March",1846.933605638,1681.893936908,1681.893936908,572.697309707,316.958849817,88.598095499,0,137.02005179927,11.999476028,7.47172714973,10.649109414,906.324466490875,486.22139389477,297.15254998877,153.406927593461,123.722145476539,-88.060229164,407.157813646105,25.7043955389953,251.08156486011,130.371853247,5.653685171,,5.653685171,20.097526875,,0,7.291573779,,193.834020338125,145.164559083125,15.262008417,,22.258782731,10.294493824,0.854176283,9.038140372,,9.038140372,,165.03966873,0.524427617,,,0.524427617,0.524427617,,75.008551367,,75.008551367,12.533598875,6.329268,14.041164184,0.0189649,0,18.314697634,3.673330899,,0,0,,,1.261785605,1.261785605,,0,0,,,,88.244904141,88.244904141,0
2022-04-01,2022,"Q2","2021/22","Q4","April",1796.50638776396,1670.97823218196,1670.97823218196,513.111403242,313.34127102,35.120240997,0,142.09545006989,8.025651403,9.78568380111,4.743105951,973.049094125294,540.679823687476,270.253160547476,170.141585177012,114.360429517988,-14.075351555,421.069838820819,22.2966143756601,253.4006299342,145.372594510958,5.023869368,,5.023869368,16.921249933,,0,6.275562249,,176.761499239664,130.030146498664,15.260027823,,20.52442578,9.853012658,1.09388648,8.056235575,,8.056235575,,125.528155582,0.503743434,,,0.503743434,0.503743434,,62.926978489,,62.926978489,10.717074933,5.307395,11.270995458,0.0060916,0,15.595729998,3.108441567,,0,0,,,0.926554385,0.926554385,,0,0,,,,61.170879274,61.170879274,0
2022-05-01,2022,"Q2","2021/22","Q4","May",1760.59095135085,1649.16617885785,1649.16617885785,541.789057164,343.619620893,33.069715378,0,145.65751469762,7.895369037,7.84772596838,3.69911119,912.898820122921,549.65178312597,301.07159136897,163.574138068527,119.918554202473,-34.912500514,350.79979761995,21.1626789751006,183.321011909,146.31610673585,5.717534323,,5.717534323,18.946580805,,0,6.729705054,,185.622155856929,136.479250462929,14.340171349,,21.764571602,11.668793767,1.369368676,8.856145714,,8.856145714,,111.424772493,1.780996605,,,1.780996605,1.780996605,,67.577623229,,67.577623229,11.814862805,6.057098,9.850274066,0.027979857,0,17.123176786,3.75765091,,0,0,,,1.315743829,1.315743829,,0,0,,,,40.75040883,40.75040883,0
2022-06-01,2022,"Q2","2021/22","Q4","June",2682.50788974713,2527.52994542113,2527.52994542113,1398.7551579,434.549315405,684.177289953,0,215.57264670069,42.87863504,6.16912307531,15.408147726,935.467258086361,521.824388900371,304.868947107371,196.329612977569,137.483468560431,-116.857639745,402.24674467699,22.3009482345648,235.0916442443,144.854152198125,3.627424481,,3.627424481,19.465616104,,0,7.768700028,,181.682521367764,133.426977910764,15.8299757,,20.429311945,10.414126901,1.582128911,11.625008067,,11.625008067,,154.977944326,0.466340441,,,0.466340441,0.466340441,,72.248634689,,72.248634689,10.921715104,6.82604,11.066534442,0.01401345,0,19.128162785,4.826552804,,0,0,,,1.212405845,1.212405845,,0,0,,,,81.050563351,81.050563351,0
2022-07-01,2022,"Q3","2022/23","Q1","July",1765.9574243643,1625.344638727,1625.344638727,469.410852955,231.715346847,47.685093171,0,166.73265020518,8.019216292,9.66845176382,5.590094676,955.61125017889,535.782387540601,290.1516494186,164.418579789249,118.777482264751,-37.565323932,408.363615062289,24.0847842314892,242.1764951268,142.102335704,3.49681687,,3.49681687,21.626817899,,6.858248,7.968430706,,191.64593517111,138.27317741711,18.074074842,,24.23183299,10.099845027,0.967004895,8.676600422,,8.676600422,,140.612785637301,1.144562536,,,1.144562536,1.144562536,,55.672750096,,55.672750096,11.638408767,0.512592451,0.34048,0.0041395,0,10.576275279,4.1157882,,0,0,,,1.163547489,1.163547489,,0,0,,,,82.6319255163015,82.6319255163015,0
2022-08-01,2022,"Q3","2022/23","Q1","August",1879.8707086433,1701.192764704,1701.192764704,519.536447501,342.772090132,19.001146019,0,136.89681803009,6.693925228,9.55917461791,4.613293474,979.952698766435,538.565275011875,303.154719804875,154.7468600652,125.9973733408,-45.333678199,425.59868948956,19.6342700419604,256.4041112146,149.560308233,7.922057808,,7.922057808,25.149983827,,7.495506,7.866676457,,191.755810068565,139.028178443565,17.726102123,,24.248858073,9.629367167,1.123304262,9.947808368,,9.947808368,,178.677943939302,0.892762391,,,0.892762391,0.892762391,,62.521539306,,62.521539306,11.434169358,0.582208844,0.7881141,0.0149995,0,9.903301395,7.153256282,,0,0,,,1.402134195,1.402134195,,0,0,,,,113.861508047302,113.861508047302,0
2022-09-01,2022,"Q3","2022/23","Q1","September",1848.8483637653,1701.41723261,1701.41723261,552.062174048,326.595382422,48.241264993,0,147.61636385689,12.22583853,7.46251285111,9.920811395,949.268758845084,555.127299300799,298.796659465799,182.764151787957,126.606352080043,-53.039864033,370.993363309285,24.4581017772854,186.464510091,160.070751441,14.995112792,,14.995112792,20.94273958,,6.6181385,8.152983443,,189.519568766916,137.904641142916,17.525179077,,22.337704748,10.425218443,1.326825356,10.56673095,,10.56673095,,147.431131155302,0.362064316,,,0.362064316,0.362064316,,49.71578645,,49.71578645,10.8766982,0.414266606,0.54804,0.0112581,0,7.192401153,3.112244311,,0,0,,,1.70579001,1.70579001,,0,0,,,,95.6474903793015,95.6474903793015,0
2022-10-01,2022,"Q4","2022/23","Q2","October",1805.3006274563,1650.914282786,1650.914282786,518.679157291,323.036869222,23.057694456,0,148.29925721193,8.964339482,10.66042428107,4.660572638,943.421442408326,534.285891913662,276.432837899663,172.891404832647,128.124591903353,-43.162942722,393.441692801663,20.4779861614632,220.3441846532,152.619521987,7.079870894,,7.079870894,22.540890412,,6.212039,8.613986799,,181.579759197674,134.267231316674,16.016620703,,20.093780069,9.708701855,1.493425254,7.233923889,,7.233923889,,154.386344670302,0.5759337,,,0.5759337,0.5759337,,51.498555021,,51.498555021,10.068011777,0.45205395,0.73818748,0.0150923,0,7.368822063,4.103458039,,0,0,,,1.538399181,1.538399181,,0,0,,,,100.773456768302,100.773456768302,0
2022-11-01,2022,"Q4","2022/23","Q2","November",1890.8331702283,1751.662232874,1751.662232874,577.904932262,365.770050715,32.91023041,0,157.2741747565,7.353333148,10.2279655405,4.369177692,972.21617004379,565.960476801722,299.835240682722,165.127750488283,131.916395764717,-30.918910134,390.316168187068,21.4686892197981,211.51497635127,157.332502616,7.505808318,,7.505808318,20.84960505,,6.839179,8.433716737,,192.50338360021,145.31388694521,16.134497683,,19.590653249,10.007468398,1.456877325,9.037746968,,9.037746968,,139.170937354302,0.271272777,,,0.271272777,0.271272777,,49.058473251,,49.058473251,9.827038872,0.414773961,0.5436,0.0182778,0,7.214973082,3.351025486,,0,0,,,1.313610787,1.313610787,,0,0,,,,88.5275805393015,88.5275805393015,0
2022-12-01,2022,"Q4","2022/23","Q2","December",2635.7477635083,2489.009337449,2489.009337449,1306.107877135,382.126973353,689.854644023,0,153.30514118007,53.913203111,11.12845650993,15.779458958,973.96874452602,534.178559762161,293.138788720161,188.448049750348,124.747049386652,-72.155328095,407.260998003859,21.2467087589588,228.2500423679,157.764246877,4.654803809,,4.654803809,20.495022019,,6.4045345,27.874382951,,199.86101957398,144.97274506698,17.53457433,,25.576201929,10.417138982,1.360359266,9.071696214,,9.071696214,,146.738426059302,1.065233492,,,1.065233492,1.065233492,,63.121988955,,63.121988955,11.954976811,0.30903082,0.7391,0.023729545,0,6.141845426,17.053749834,,0,0,,,1.122545063,1.122545063,,0,0,,,,81.4286585493015,81.4286585493015,0
