"Date","Year","Quarter","FY","QFY","Month","REV_DOM_14","REV_TAX_14","REV_TAX_NOIL_14","REV_TAX_IT_14","REV_TAX_IT_PAYE_14","REV_TAX_IT_CIT_14","REV_TAX_IT_OIL_14","REV_TAX_IT_WH_14","REV_TAX_IT_R_14","REV_TAX_IT_I_14","REV_TAX_IT_OTH_14","REV_TAX_GS_14","REV_TAX_GS_VAT_14","REV_TAX_GS_VAT_IM_14","REV_TAX_GS_VAT_LG_14","REV_TAX_GS_VAT_S_14","REV_TAX_GS_VAT_REF_14","REV_TAX_GS_EXD_14","REV_TAX_GS_EXD_IM_14","REV_TAX_GS_EXD_PD_14","REV_TAX_GS_EXD_LG_14","REV_TAX_GS_SGS_14","REV_TAX_GS_SGS_LOT_14","REV_TAX_GS_SGS_CAS_14","REV_TAX_GS_UG_14","REV_TAX_GS_UG_TRL_14","REV_TAX_GS_UG_OTH_14","REV_TAX_INL_14","REV_TAX_INL_ID_14","REV_TAX_INL_WH_14","REV_TAX_INL_CO_14","REV_TAX_INL_SUI_14","REV_TAX_INL_IL_14","REV_TAX_INL_EX_14","REV_TAX_OTH_14","REV_TAX_OTH_SD_OIL_14","REV_TAX_OTH_SD_OTH_14","REV_TAX_EXP_14","REV_OTH_14","REV_OTH_PI_14","REV_OTH_PI_I_14","REV_OTH_PI_DIV_14","REV_OTH_PI_R_14","REV_OTH_PI_R_MIN_14","REV_OTH_PI_R_OTH_14","REV_OTH_GS_14","REV_OTH_GS_MKT_14","REV_OTH_GS_FEE_14","REV_OTH_GS_FEE_FLT_14","REV_OTH_GS_FEE_DRV_14","REV_OTH_GS_FEE_MIG_14","REV_OTH_GS_FEE_LTR_14","REV_OTH_GS_FEE_TRA_14","REV_OTH_GS_FEE_COR_14","REV_OTH_GS_FEE_REM_14","REV_OTH_GS_FEE_PP_14","REV_OTH_GS_FEE_RSB_14","REV_OTH_GS_FEE_ICL_14","REV_OTH_GS_FEE_MST_14","REV_OTH_GS_NMKT_14","REV_OTH_GS_NMKT_HOP_14","REV_OTH_GS_NMKT_OTH_14","REV_OTH_FEE_14","REV_OTH_FEE_HC_14","REV_OTH_FEE_POL_14","REV_OTH_VT_14","REV_OTH_VT_CU_14","REV_OTH_VT_CU_BOU_14","REV_OTH_VT_CU_OTH_14","REV_OTH_VT_K_14","REV_OTH_OTH_14","REV_OTH_OTH_URA_14","REV_OTH_OTH_MALGS_14"
2006-03-01,2006,"Q1","2005/06","Q3","March",207.315484685,190.647487335,190.647487335,42.841504011,27.949965933,5.003312782,0,7.930326115,0.823638341,0.529339258,0.604921582,124.143395177,61.026145273,38.600134025,12.491927558,14.984470789,-5.050387099,55.312010884,3.893240101,37.58042197,13.838348813,0.029657467,0,0.029657467,7.775581553,5.876626741,0.344021283,1.554933529,0,23.021816013,18.817397021,4.058317341,0,0,,0.146101651,0.722591134,0,0,-0.081819,16.66799735,0.521417433,0.103468977,0,0.417948456,0.417948456,0,1.074586542,0,1.019214672,0.2318903,0.3552727,0.038959,0.078286355,0,0.2586,0,0,0.056206317,0.05537187,0.05537187,0,0.086825346,0.086825346,0,14.853888348,14.853888348,14.853888348,0,0,0.131279681,0.126941,0.004338681
2006-04-01,2006,"Q2","2005/06","Q4","April",187.06975502,175.268384551,175.268384551,39.251336193,24.627924432,3.200457075,0,9.501027473,0.464274737,0.808109463,0.649543013,116.935422857,60.324983015,33.4078273,15.911080766,15.319445199,-4.31337025,49.819859665,1.684257479,34.19213572,13.943466466,0.031534216,0,0.031534216,6.759045961,5.182488802,0.348058992,1.228498167,0,18.380363593,14.634879835,3.504150005,0.000600477,0,,0.240733276,0.723602495,0,0,-0.022340587,11.801370469,0.280366736,0,0,0.280366736,0.280366736,0,0.988936364,0,0.953592693,0.2984554,0.0505857,0.037385,0.115972804,0.108133889,0.2292328,0,0,0.1138271,0.035343671,0.035343671,0,0.143331782,0.143331782,0,10.332362891,10.332362891,10.332362891,0,0,0.0563726960000002,0.0297790000000002,0.026593696
2006-05-01,2006,"Q2","2005/06","Q4","May",208.894379446,185.541151697,185.541151697,43.271684233,28.988687889,2.618944614,0,8.781684421,0.501785378,1.521308746,0.859273185,119.39185139,59.23085732,36.988321969,14.746307263,14.583299969,-7.087071881,53.160336536,1.822573633,37.92697416,13.410788743,0.026593808,0,0.026593808,6.974063726,5.528958018,0.359845671,1.085260037,0,22.262511478,18.28670421,3.780808482,0.000986253,0,,0.194012533,0.660120596,0,0,-0.045016,23.353227749,0.210230325,0.000668797,0,0.209561528,0.209561528,0,2.250291889,0,2.046578489,0.436178,0.30021651,0.04102,0.130286392,0.156116672,0.227195593,0,0,0.755565322,0.2037134,0.2037134,0,0.098217891,0.098117891,1e-04,14.694873487,14.694873487,14.694873487,0,0,6.099614157,0.045016215,6.054597942
2006-06-01,2006,"Q2","2005/06","Q4","June",286.838777815,277.504697296,277.504697296,122.553147137,30.846753211,75.846897366,0,13.309126977,1.01335849,0.746367935,0.790643158,128.507946336,67.387051338,42.627388056,16.159338889,15.999300764,-7.398976371,52.727678653,4.34719952,35.65240651,12.728072623,0.030863281,0,0.030863281,8.362353064,6.822515813,0.427965554,1.111871697,0,27.668614969,22.98689814,4.455380661,0.006234163,0,,0.220102005,0.932926868,0,0,-2.157938014,9.33408051899999,0.442868577,0,0,0.442868577,0.442868577,0,2.103826192,0,1.67141853,0.5780266,0.119263,0.042059,0.111191029,0.142425355,0.2170465,0,0,0.461407046,0.432407662,0.432407662,0,0.116860836,0.116860836,0,6.61085356199999,6.61085356199999,6.61085356199999,0,0,0.059671352,0.052384,0.007287352
2006-07-01,2006,"Q3","2006/07","Q1","July",178.417630585,176.448335567,176.448335567,36.140605418,24.401938332,2.558921222,0,6.571872704,0.432872319,1.359657005,0.815343836,115.932087258,60.963511268,38.541591197,12.944770478,16.473547536,-6.996397943,47.606654116,4.152588795,31.5066597,11.947405621,0.03712578,0,0.03712578,7.324796094,5.595703946,0.363971209,1.365120939,0,24.080656252,19.110387872,4.778567599,0.000540005,0,,0.191160776,0.87802681,0,0,-0.583040171,1.969295018,1.192588014,0,0,1.192588014,1.192588014,0,0.649779452,0,0.627082153,0.2490328,0.03796633,0.036850806,0.137237217,0,0.165995,0,0,0,0.022697299,0.022697299,0,0.126927552,0.111082552,0.015845,0,0,0,0,0,0,0,0
2006-08-01,2006,"Q3","2006/07","Q1","August",204.591377081,194.035570025,194.035570025,40.67510671,28.846082454,2.142522171,0,7.206801172,0.53706605,1.235423999,0.707210864,126.314320885,64.496379693,40.59208146,13.289277929,17.617892814,-7.00287251,53.721424731,5.364876733,35.50284793,12.853700068,0.02968695,0,0.02968695,8.066829511,6.122635225,0.500081943,1.444112343,0,26.180537265,21.077247319,4.873816261,0,0,,0.229473685,0.90909608,0,0,-0.043490915,10.555807056,3.583281187,0.227798437,3.082716,0.27276675,0.27276675,0,3.512768743,0,3.512768743,0.464669,0.23629,0.05188116,0.081085617,0,0.26922856,0,0,2.409614406,0,0,0,0.164304576,0.164304576,0,2.34290900400001,2.34290900400001,2.34290900400001,0,0,0.952543546,0.113533874,0.839009672
2006-09-01,2006,"Q3","2006/07","Q1","September",204.953982719,196.189731773,196.189731773,46.566455967,30.454810381,2.763807028,0,10.104914638,0.558716112,1.542207866,1.141999942,124.419073422,63.316776234,38.273939159,15.096217777,16.944827437,-6.998208139,53.701855341,4.455032819,34.68231775,14.564504772,0.034039299,0,0.034039299,7.366402548,5.612046194,0.25830888,1.496047474,0,23.516766537,18.795750498,4.522288941,0.000179663,0,,0.198547435,1.687635847,0,0,-2e-04,8.76425094599998,0.326433137,0,0,0.326433137,0.326433137,0,1.54772524,0,1.523421499,0.47522054,0.0037007,0.0545163,0.244504806,0,0.22366,0,0,0.521819153,0.024303741,0.024303741,0,0.125171991,0.125171991,0,6.73556812799998,6.73556812799998,6.73556812799998,0,0,0.0293524500000002,0.0291924500000002,0.00016
2006-10-01,2006,"Q4","2006/07","Q2","October",197.692061174,193.414671636,193.414671636,44.757620379,31.825237296,1.135217956,0,5.916517615,0.666988681,4.595422551,0.61823628,121.791767419,63.918862802,40.804309694,16.925317908,13.198935698,-7.009700498,50.699564408,4.910154637,31.33271207,14.456697701,0.030418981,0,0.030418981,7.142921228,5.631272311,0.321588256,1.190060661,0,25.714825031,20.874307412,4.669723851,0.000178602,0,,0.170615166,1.150458807,0,0,0,4.277389538,2.533542344,0,2.2,0.333542344,0.333542344,0,1.58196181,0,1.566428626,0.4691865,0.013591125,0.06092,0.205563167,0.367044583,0.243081,0,0,0.207042251,0.015533184,0.015533184,0,0.140785116,0.140785116,0,0,0,0,0,0,0.021100268,0.020537,0.000563268
2006-11-01,2006,"Q4","2006/07","Q2","November",221.572213855,203.625720562,203.625720562,41.233366413,29.816676179,1.209398187,0,8.239651407,0.523802319,0.655642122,0.788196199,131.345420462,70.678385502,46.606141774,18.874461413,12.111680559,-6.913898244,52.159093095,5.359645131,31.91212896,14.887319004,0.027823878,0,0.027823878,8.480117987,6.850451548,0.365358235,1.264308204,0,30.146853369,24.89253038,4.974852217,0.003900639,0,,0.275570133,0.986835901,0,0,-0.086755583,17.946493293,0.321625703,0,0,0.321625703,0.321625703,0,2.482694285,0,2.437732684,1.2247285,0.05823,0.052225,0.45982769,0,0.27659,0,0,0.366131494,0.044961601,0.044961601,0,0.107446522,0.107446522,0,15.012894783,15.012894783,15.012894783,0,0,0.021832,0.021732,1e-04
2006-12-01,2006,"Q4","2006/07","Q2","December",285.652659735,275.669023454,275.669023454,125.749954702,31.908199796,76.568098894,0,13.41841715,0.657503954,2.196995853,1.000739055,121.20006083,63.078372519,42.397190146,15.708790505,12.005247479,-7.032855611,50.312985886,5.612828305,29.279682397,15.420475184,0.036341863,0,0.036341863,7.772360562,6.271587843,0.276595756,1.224176963,0,27.583942422,23.113177078,4.341378391,8.03e-07,0,,0.12938615,1.1350655,0,0,0,9.98363628100001,0.28864302,0.015435818,0,0.273207202,0.273207202,0,2.203313123,0,2.178283291,1.2155835,0.0099555,0.04408,0.153965056,0.243861006,0.2079745,0,0,0.302863729,0.025029832,0.025029832,0,0.088680871,0.088680871,0,6.72155056700001,6.72155056700001,6.72155056700001,0,0,0.6814487,0.6814487,0
2007-01-01,2007,"Q1","2006/07","Q3","January",210.835952531,208.0820175,208.0820175,43.88227355,28.935594095,4.500747844,0,8.117371074,0.47165061,1.294787264,0.562122663,136.563231894,67.961603846,42.324164068,18.765726447,13.871485008,-6.999771677,60.391303653,4.608754088,36.50579576,19.276753805,0.031249612,0,0.031249612,8.179074783,5.702693942,0.344535112,2.131845729,0,26.448060229,21.961141139,4.164891955,0.000325709,0,,0.321701426,1.188451827,0,0,0,2.753935031,0.671593452,0.016818238,0,0.654775214,0.654775214,0,1.916022979,0,1.916022979,1.29767772,0.011817,0.050292,0.137091143,0.161388116,0.257757,0,0,0,0,0,0,0.0881452,0.0881452,0,0,0,0,0,0,0.0781734000000004,0.0777634000000004,0.00041
2007-02-01,2007,"Q1","2006/07","Q3","February",189.990957234,186.544181094,186.544181094,40.808614,28.529179,2.09217,0,7.441374,0.796782,1.376751,0.572358,120.163855094,61.223405674,41.100985,24.147575431,14.96838279,-18.993537547,51.41641342,6.981144,27.79936842,16.635901,0.043017,0,0.043017,7.481019,5.366706,0.315736,1.798577,0,24.391024,19.682593,4.54711,0,0,,0.161321,1.180688,0,0,0,3.44677614,0.289588544,0.022152544,0,0.267436,0.267436,0,2.952922486,0,2.926046004,1.395751,0.019209,0.045034,0.317597,0.152287952,0.244642,0,0,0.751525052,0.026876482,0.026876482,0,0.121451,0.121451,0,0,0,0,0,0,0.08281411,0.05643,0.02638411
2007-03-01,2007,"Q1","2006/07","Q3","March",237.485314205,225.273393661,225.273393661,55.250198495,33.661814889,6.221636109,0,9.740345102,0.907751026,3.914917307,0.803734062,139.01917569,74.059074544,46.635610142,19.048851377,15.381388783,-7.006775758,56.813765631,5.728353149,35.582626644,15.502785838,0.03539566,0,0.03539566,8.110939855,6.042435677,0.328420815,1.740083363,0,30.124483588,24.959920183,4.977015843,0,0,,0.187547562,0.879535888,0,0,0,12.211920544,1.019230371,0.318608135,0,0.700622236,0.700622236,0,1.704107605,0,1.704107605,0.9772672,0.0360867,0.03986,0.384108705,0,0.266785,0,0,0,0,0,0,0.074530305,0.074530305,0,9.07834590600001,9.07834590600001,9.07834590600001,0,0,0.335706357,0.32770656,0.007999797
2007-04-01,2007,"Q2","2006/07","Q4","April",213.973185454,212.222841257,212.222841257,43.768327481,28.970183983,2.602081616,0,6.915513809,0.998203664,3.668673826,0.613670583,143.840864619,83.074856249,38.635190204,36.717834442,14.720894043,-6.99906244,53.660886981,6.146751251,30.635953289,16.878182441,0.029827956,0,0.029827956,7.075293433,5.143395812,0.313711816,1.618185805,0,23.668155375,19.415246606,4.085731346,4.3992e-05,0,,0.167133431,0.945493782,0,0,0,1.750344197,0.062107557,0,0,0.062107557,0.062107557,0,1.56828434,0,1.549603001,0.292766117,0.000940411,0.029103,0.399178851,0.423884492,0.178474,0,0,0.22525613,0.018681339,0.018681339,0,0.0785489,0.0785489,0,0,0,0,0,0,0.0414034,0.0414034,0
2007-05-01,2007,"Q2","2006/07","Q4","May",245.448829852,228.31461244,228.31461244,52.652323319,31.276972656,3.78949677,0,15.12100829,0.630360666,0.969089128,0.865395809,147.963930815,82.575594157,50.701778472,23.614560403,15.25783126,-6.998575978,58.865758748,5.53218131,36.85754641,16.476031028,0.029296859,0,0.029296859,6.493281051,4.674979919,0.341594144,1.476706988,0,27.44571267,22.987499155,4.300231655,0.002867068,0,,0.155114792,1.361653695,0,0,-1.109008059,17.134217412,0.439794517,0,0,0.439794517,0.439794517,0,1.42839736,0,1.42839736,0.82238813,0.073033865,0.050498,0.149289365,0,0.333188,0,0,0,0,0,0,0.127543037,0.127543037,0,14.99501704,14.99501704,14.99501704,0,0,0.143465458,0.1182217,0.025243758
2007-06-01,2007,"Q2","2006/07","Q4","June",331.347769153,326.001699833,326.001699833,155.514455719,40.000810189,89.420997921,0,17.308582737,1.140394496,6.24581019,1.397860186,142.662493232,73.840575082,45.795680519,20.641735339,14.403914203,-7.000754979,63.77463154,5.908099536,41.43018045,16.436351554,0.028362344,0,0.028362344,5.018924266,3.31254629,0.385418789,1.320959187,0,26.669835402,22.116179483,4.309156692,0,0,,0.244499227,1.171,0,0,-0.01608452,5.34606932,2.366760285,0,1.96,0.406760285,0.406760285,0,2.794010718,0,2.742071618,0.803610225,0.0251468,0.0377175,0.124504295,0.407699219,0.27358,0,0,1.069813579,0.0519391,0.0519391,0,0.096237535,0.096237535,0,0,0,0,0,0,0.089060782,0.08642199,0.002638792
2007-07-01,2007,"Q3","2007/08","Q1","July",220.624645887,218.735478171,218.735478171,47.778046,28.357228,8.474757,0,8.20786,0.795655,1.128122,0.814424,142.610423266,71.039441107,45.985629629,21.464878122,10.658701356,-7.069768,67.323126533,6.168585896,44.82257269,16.331967947,0.039182,0,0.039182,4.208673626,2.43720748,0.402150252,1.369315894,0,27.065692874,21.999976952,4.888088922,0,0,,0.177627,1.281316031,0,0,0,1.889167716,0.137155,0,0,0.137155,0.137155,0,1.183656,0,1.183656,0.723787,0.049238,0.04672,0.141521,0,0.22239,0,0,0,0,0,0,0.114493,0.114493,0,0,0,0,0,0,0.453863716,0.45192,0.001943716
2007-08-01,2007,"Q3","2007/08","Q1","August",227.564390187,224.635160223,224.635160223,45.429637,30.797999,1.577609,0,8.517658,0.798645,3.141367,0.596359,148.222034673,78.861376156,51.138301,22.23889198,14.224236176,-8.740053,64.227444337,5.539982,42.947917,15.739545337,0.086179,0,0.086179,5.04703518,3.309997952,0.368614228,1.368423,0,29.635792,24.212194,5.045832,0,0,,0.377766,1.34769655,0,0,0,2.929229964,0.422127072,0,0,0.422127072,0.422127072,0,2.201305319,0,2.201305319,1.225954975,0.0307808,0.074921,0.23258202,0.304621524,0.332445,0,0,0,0,0,0,0.144443401,0.144443401,0,0,0,0,0,0,0.161354172,0.1598975,0.001456672
2007-09-01,2007,"Q3","2007/08","Q1","September",238.608126855,225.84392,225.84392,46.106987,30.013687,4.834005,0,6.903496,0.569469,2.777876,1.008454,150.578811,83.491627,50.171445,22.922368,17.846098,-7.448284,61.979527,6.402156,39.80654,15.770831,0.089222,0,0.089222,5.018435,3.350813,0.339682,1.32794,0,28.217446,22.832042,4.996086,0,0,,0.389318,0.940676,0,0,0,12.764206855,0.504687,0,0,0.504687,0.504687,0,2.930533269,0,2.916846853,0.914166,0.038515,0.056693,0.206653,0,0.18197,0,0,1.518849853,0.013686416,0.013686416,0,0.092461,0.092461,0,9.07834590600001,9.07834590600001,9.07834590600001,0,0,0.15817968,0.158065,0.00011468
2007-10-01,2007,"Q4","2007/08","Q2","October",249.473703701,245.664953411,245.664953411,54.378826017,35.495833419,3.554423182,0,7.420659527,0.744580769,6.56163724,0.60169188,155.276407896,83.541254039,58.359526442,19.318096238,14.990543199,-9.12691184,66.477520851,6.545399231,42.966673112,16.965448508,0.075394919,0,0.075394919,5.182238087,3.317560576,0.40000558,1.464671931,0,33.525896532,28.012891957,5.17023591,0,0,,0.342768665,2.483822966,0,0,0,3.80875029,0.319773,0,0,0.319773,0.319773,0,3.27862029,0,3.185051057,1.352013,0.036358,0.072945,0.327854,0.553272317,0.27506,0,0,0.56754874,0.093569233,0.093569233,0,0.126224,0.126224,0,0,0,0,0,0,0.084133,0.084133,0
2007-11-01,2007,"Q4","2007/08","Q2","November",246.310165249,240.977459698,240.977459698,39.146975782,30.332884475,1.802392984,0,4.979678426,0.476340858,1.07558197,0.480097069,163.539917908,88.811351761,54.69164552,21.99121893,17.119111471,-4.99062416,69.82686476,7.251029737,44.72326098,17.852574043,0.087029444,0,0.087029444,4.814671943,3.073188007,0.36491235,1.376571586,0,36.568488402,30.750270027,5.605745474,0,0,,0.212472901,1.722077606,0,0,0,5.332705551,0.167682,0,0,0.167682,0.167682,0,4.721101605,0,4.573071496,1.144216,0.03082,0.054411,0.525318,0.086617705,0.24808,0,0,2.483608791,0.148030109,0.148030109,0,0.122842,0.122842,0,0,0,0,0,0,0.321079946,0.309614,0.011465946
2007-12-01,2007,"Q4","2007/08","Q2","December",358.497269357,343.050066692,343.050066692,168.107298304,48.73779849,90.609839893,0,20.728022682,0.939425213,5.947611116,1.14460091,142.898505171,85.105201331,51.942724372,30.0810082738823,16.9316543501177,-13.850185665,53.278276296,6.464782506,31.81324152,15.00025227,0.089510808,0,0.089510808,4.425516736,2.990820255,0.29617549,1.138520991,0,31.057479071,25.470528496,5.185297668,0.000135174,0,,0.401517733,0.986784146,0,0,0,15.447202665,0.378081169,0,0,0.378081169,0.378081169,0,2.06664569,0,2.060409913,0.9812638,0.05794153,0.073665,0.208537449,0.125962698,0.26178,0,0,0.351259436,0.006235777,0.006235777,0,0.132272151,0.132272151,0,12.680226655,12.680226655,12.680226655,0,0,0.189977,0.189977,0
2008-01-01,2008,"Q1","2007/08","Q3","January",247.142828396,244.68823456,244.68823456,60.303823445,36.455072083,4.765011612,0,10.703306448,0.866178451,6.483714756,1.030540095,158.173298832,78.415801426,45.520997532,30.824586536,16.114475358,-14.044258,74.085731814,6.402596676,41.613102923,26.070032215,0.11242462,0,0.11242462,5.559340972,3.209829,0.368265,1.981246972,0,25.225866283,21.386350802,3.420362481,0,0,,0.419153,0.985246,0,0,0,2.454593836,0.095618,0,0,0.095618,0.095618,0,2.08703639,0,2.07785439,1.050924,0.034163,0.044546,0.155756,0.181962227,0.237258,0,0,0.373245163,0.009182,0.009182,0,0.096612,0.096612,0,0,0,0,0,0,0.175327446,0.173624,0.001703446
2008-02-01,2008,"Q1","2007/08","Q3","February",256.607955894,252.825441,252.825441,57.080022,37.297216,3.562657,0,8.753797,0.596971,6.530313,0.339068,169.102276,86.838113,52.17897,27.364026,13.017763,-5.722646,76.35058,6.527662,51.459968,18.36295,0.084945,0,0.084945,5.828638,3.516647,0.383863,1.928128,0,25.207866,20.168494,4.597755,0,0,,0.441617,1.435277,0,0,0,3.782514894,0.605355,0,0,0.605355,0.605355,0,2.789804894,0,2.773405894,1.71412,0.060716,0.083587,0.194684,0.158010486,0.35325,0,0,0.209038408,0.016399,0.016399,0,0.162574,0.162574,0,0,0,0,0,0,0.224781,0.218061,0.00672
2008-03-01,2008,"Q1","2007/08","Q3","March",265.507103984,253.746878526,253.746878526,57.536050844,36.611418087,6.554075528,0,9.339947785,0.650219579,3.815585487,0.564804378,165.48801385,91.206206691,55.579712193,23.712841946,17.494786296,-5.581133744,68.268973552,7.263221689,42.212755967,18.792995896,0.060397998,0,0.060397998,5.952435609,3.405174493,0.385284102,2.161977014,0,29.395136538,24.316485885,4.609910592,0,0,,0.468740061,1.327677294,0,0,0,11.760225458,0.259351113,0,0,0.259351113,0.259351113,0,1.823336046,0,1.823336046,1.299962985,0.0232885,0.058982,0.175371061,0,0.2657315,0,0,0,0,0,0,0.1106108,0.1106108,0,9.47215513200001,9.47215513200001,9.47215513200001,0,0,0.094772367,0.08484037,0.009931997
2008-04-01,2008,"Q2","2007/08","Q4","April",269.083311485,263.460865919,263.460865919,55.706475,38.838249,2.038211,0,12.135435,0.922133,1.021754,0.750693,172.495084173,100.946774699,62.409997879,32.175435554,13.458190578,-7.096849312,65.253012493,7.262221878,38.98161348,19.009177135,0.093609,0,0.093609,6.201687981,3.61930663,0.706867611,1.87551374,0,33.362212235,28.116104552,4.87004872,0,0,,0.376058963,1.897094511,0,0,0,5.622445566,0.398807134,0,0,0.398807134,0.398807134,0,4.555434916,0,4.531921976,1.643676566,0.0340382,0.0946635,0.268178499,0.50653382,0.32649,0,0,1.658341391,0.02351294,0.02351294,0,0.226205056,0.226205056,0,0,0,0,0,0,0.44199846,0.33572894,0.10626952
2008-05-01,2008,"Q2","2007/08","Q4","May",253.4323975619,273.844476344,273.844476344,68.750378388,44.90614241,3.377074033,0,13.357664264,0.993064055,5.459224705,0.657208921,170.529204413,95.294670593,63.643405807,22.520853802,15.792647134,-6.66223615,68.963563187,7.157723138,44.52806887,17.277771179,0.069811562,0,0.069811562,6.201159071,3.822591806,0.727320796,1.651246469,0,33.14029288,27.782283249,5.119281081,0,0,,0.23872855,1.424600663,0,0,0,-20.4120787821,0.361517231,0,0,0.361517231,0.361517231,0,2.579141724,0,2.566058718,1.48341505,0.01611705,0.075802,0.130763085,0.185306104,0.29,0,0,0.384655429,0.013083006,0.013083006,0,0.1270476,0.1270476,0,-23.7417511371,-23.7417511371,-23.7417511371,0,0,0.2619658,0.1108615,0.1511043
2008-06-01,2008,"Q2","2007/08","Q4","June",413.9764964851,373.628026905,373.628026905,160.872930122,53.531546391,82.148074279,0,17.131541124,1.299746943,5.520876171,1.241145214,177.225006289,96.05843855,62.185829927,26.539669428,12.528144207,-5.195205012,74.846599334,7.303490816,47.760435387,19.782673131,0.078802178,0,0.078802178,6.241166227,3.9450135,0.757619776,1.538532951,0,34.353385447,29.167586085,4.958926451,0,0,,0.226872911,1.176705047,0,0,0,40.3484695801,0.255477618,0,0,0.255477618,0.255477618,0,1.9748055,0,1.9748055,1.41464825,0.021118,0.0728805,0.21994875,0,0.24621,0,0,0,0,0,0,0.137724857,0.137724857,0,37.2517276651,37.2517276651,37.2517276651,0,0,0.72873394,0.72873394,0
2008-07-01,2008,"Q3","2008/09","Q1","July",255.905261631,252.594668171,252.594668171,55.089687119,32.424012871,4.376209709,0,11.169329295,0.77018648,5.595012523,0.754936241,164.415435793,84.778322255,56.322934408,25.262063623,9.969036248,-6.775712024,72.70034073,7.217427173,46.59835488,18.884558677,0.09910231,0,0.09910231,6.837670498,4.522764023,0.885152121,1.429754354,0,31.337781916,26.0931351,5.13682081,0,0,,0.107826006,2.05520306,0,0,-0.303439717,3.31059346,0.574238263,0,0,0.574238263,0.574238263,0,2.517823376,0,2.517823376,1.816563125,0.04586182,0.071186,0.249620431,0,0.334592,0,0,0,0,0,0,0.137251589,0.137251589,0,0,0,0,0,0,0.0812802319999998,0.0812802319999998,0
2008-08-01,2008,"Q3","2008/09","Q1","August",250.053861052,246.082640174,246.082640174,48.478868273,35.859501194,1.696165847,0,6.527072357,0.585280684,3.215308576,0.595539615,164.179078446,88.674811116,59.131520477,25.744391889,12.11703943,-8.31814068,69.12707674,7.917372467,43.01359115,18.196113123,0.081608704,0,0.081608704,6.295581886,4.023652583,0.747209956,1.524719347,0,32.110198324,27.008175937,5.001242764,0,0,,0.100779623,1.357968463,0,0,-0.043473332,3.971220878,1.611079486,0,1.376621587,0.234457899,0.234457899,0,1.933867314,0,1.933867314,1.4030857,0.05313535,0.0745063,0.138669964,0,0.26447,0,0,0,0,0,0,0.117139078,0.117139078,0,0,0,0,0,0,0.309135,0.309135,0
2008-09-01,2008,"Q3","2008/09","Q1","September",276.555701567,261.949267893,261.949267893,57.381647864,36.939334054,3.904828722,0,11.843819917,0.368547248,3.901425979,0.423691944,172.143801522,95.085900495,60.501886965,25.867953172,13.291768358,-4.575708,71.204755836,8.485323679,43.65437917,19.065052987,0.03216222,0,0.03216222,5.820982971,4.0527056,0.239662,1.528615371,0,30.838758273,25.618862312,5.065726779,0,0,,0.154169182,1.585276234,0,0,-0.000216,14.606433674,1.439211114,0,1.177967213,0.261243901,0.261243901,0,3.240766793,0,3.240766793,1.338609075,0.0413694,0.1102318,0.428360345,0.531313032,0.400162,0,0,0.390721141,0,0,0,0.162331485,0.162331485,0,9.472155132,9.472155132,9.472155132,0,0,0.29196915,0.29196915,0
2008-10-01,2008,"Q4","2008/09","Q2","October",292.819484142,289.634933428,289.634933428,71.207002818,47.811397116,8.098218179,0,12.591825599,0.77343203,1.004228466,0.927901428,180.73265883,104.336385416,63.987566651,26.638562289,18.636239176,-4.9259827,69.752175775,10.079919834,40.89440693,18.777849011,0.120000144,0,0.120000144,6.524097495,4.345551015,0.819478526,1.359067954,0,37.971141947,32.502554679,5.324059472,0,0,,0.144527796,1.626944525,0,0,-1.902814692,3.184550714,0.240187562,0,0,0.240187562,0.240187562,0,2.706781082,0,2.706781082,1.034792525,0.169897449,0.0937526,0.27456833,0.457933536,0.3658615,0,0,0.309975142,0,0,0,0.16427037,0.16427037,0,0,0,0,0,0,0.0733116999999997,0.0733116999999997,0
2008-11-01,2008,"Q4","2008/09","Q2","November",286.530442888,279.171441872,279.171441872,58.782403143,40.94175454,3.111475414,0,8.133496801,0.433529192,5.629495485,0.532651711,183.304286321,102.537917514,61.683802065,31.795954533,18.425382916,-9.367222,74.624697538,8.91512033,45.39213478,20.317442428,0.079895325,0,0.079895325,6.061775944,3.589537326,0.670788378,1.80145024,0,35.669619497,29.90266039,5.575435954,0,0,,0.191523153,1.415132911,0,0,0,7.359001016,1.200924822,0.072754469,0.98,0.148170353,0.148170353,0,2.13684894,0,2.13684894,1.57846,0.04710655,0.0827825,0.13781989,0,0.29068,0,0,0,0,0,0,0.19266433,0.19266433,0,3.769012808,3.769012808,3.769012808,0,0,0.0595501159999999,0.0577001159999999,0.00185
2008-12-01,2008,"Q4","2008/09","Q2","December",437.164549565,390.449506507,390.449506507,162.343191618,52.909995979,87.911207327,0,12.910834064,1.169519994,6.304803388,1.136830866,184.350182291,106.233139478,73.36137457,27.869263282,15.108752626,-10.106251,71.859758643,10.411921394,42.48133573,18.966501519,0.086483358,0,0.086483358,6.170800812,3.775058668,0.636174713,1.759567431,0,43.461508125,37.124451948,6.307858196,0,0,,0.029197981,1.049295371,0,0,-0.754670898,46.715043058,40.211644257,0,40,0.211644257,0.211644257,0,3.475871129,0,3.475871129,1.3968245,0.0603355,0.099396,0.173824638,0.210643874,0.23711,0,0,1.297736617,0,0,0,0.183567768,0.183567768,0,2.34290900400001,2.34290900400001,2.34290900400001,0,0,0.5010509,0.5010509,0
