"Date","Year","Quarter","FY","QFY","Month","EXP_NDPD_AGRO","EXP_NDPD_MID","EXP_NDPD_SPD","EXP_NDPD_MAN","EXP_NDPD_TOD","EXP_NDPD_NECLW","EXP_NDPD_PED","EXP_NDPD_SED","EXP_NDPD_ITIS","EXP_NDPD_SUD","EXP_NDPD_DIT","EXP_NDPD_HCD","EXP_NDPD_TTD","EXP_NDPD_PST","EXP_NDPD_CMC","EXP_NDPD_GOS","EXP_NDPD_DPI","EXP_NDPD_RBD","EXP_NDPD_ADJ","EXP_NDPD_LEG","EXP_NDPD_LGOV","EXP_NDPD_I","EXP_NDPD_I_DOM","EXP_NDPD_I_EXT","EXP_NDPD_CEN_TOT","EXP_NDPD_LGP_TOT","EXP_NDPD_I_TOT","EXP_NDPD"
2005-12-01,2005,"Q4","2005/06","Q2","December",,,,,,,,,,,,,,,,,,,,,,19.0547250572623,16.3620306868219,2.6926943704404,124.614199052333,57.8063073085,19.0547250572623,201.475231418096
2006-01-01,2006,"Q1","2005/06","Q3","January",,,,,,,,,,,,,,,,,,,,,,18.5537314040951,14.9162141040887,3.6375173000064,157.441975733333,62.4868453635,18.5537314040951,238.482552500928
2006-02-01,2006,"Q1","2005/06","Q3","February",,,,,,,,,,,,,,,,,,,,,,21.6681705274597,14.7190152916213,6.9491552358384,138.847428804333,104.7164094035,21.6681705274597,265.232008735293
2006-03-01,2006,"Q1","2005/06","Q3","March",,,,,,,,,,,,,,,,,,,,,,24.5138428293134,16.9490078635916,7.5648349657218,120.583187305333,58.9749367355,24.5138428293134,204.071966870147
2006-04-01,2006,"Q2","2005/06","Q4","April",,,,,,,,,,,,,,,,,,,,,,21.4155488415741,15.1641030463233,6.2514457952508,114.709208592333,88.1050808728333,21.4155488415741,224.229838306741
2006-05-01,2006,"Q2","2005/06","Q4","May",,,,,,,,,,,,,,,,,,,,,,18.6727608763187,15.5035331912469,3.1692276850718,175.084257032333,83.3369530658333,18.6727608763187,277.093970974485
2006-06-01,2006,"Q2","2005/06","Q4","June",,,,,,,,,,,,,,,,,,,,,,20.529611814612,16.4609544312132,4.06865738339883,217.92964381547,53.2396981505,20.529611814612,291.698953780582
2006-07-01,2006,"Q3","2006/07","Q1","July",,,,,,,,,,,,,,,,,,,,,,17.1264326513958,14.9136916029756,2.21274104842017,70.3145482753333,74.7844733929167,17.1264326513958,162.225454319646
2006-08-01,2006,"Q3","2006/07","Q1","August",,,,,,,,,,,,,,,,,,,,,,18.1619332357764,15.0032680956613,3.1586651401151,167.952584237333,73.2751273183333,18.1619332357764,259.389644791443
2006-09-01,2006,"Q3","2006/07","Q1","September",,,,,,,,,,,,,,,,,,,,,,20.7077777454206,16.8660068834622,3.8417708619584,97.8794821813333,67.3814149073333,20.7077777454206,185.968674834087
2006-10-01,2006,"Q4","2006/07","Q2","October",,,,,,,,,,,,,,,,,,,,,,21.584757192373,15.3323036714963,6.25245352087678,154.100439813333,91.5929530073333,21.584757192373,267.27815001304
2006-11-01,2006,"Q4","2006/07","Q2","November",,,,,,,,,,,,,,,,,,,,,,19.6754427681924,17.1728247915678,2.50261797662463,213.089969597333,89.7545905283333,19.6754427681924,322.520002893859
2006-12-01,2006,"Q4","2006/07","Q2","December",,,,,,,,,,,,,,,,,,,,,,19.2171664519921,16.1419411126564,3.07522533933564,133.936150380283,58.4597072683333,19.2171664519921,211.613024100609
2007-01-01,2007,"Q1","2006/07","Q3","January",,,,,,,,,,,,,,,,,,,,,,18.3366038720422,16.6963400253354,1.6402638467068,170.915173763333,79.0398609153333,18.3366038720422,268.291638550709
2007-02-01,2007,"Q1","2006/07","Q3","February",,,,,,,,,,,,,,,,,,,,,,18.8610975705287,15.6878139899847,3.173283580544,129.988259263333,85.3207580403333,18.8610975705287,234.170114874195
2007-03-01,2007,"Q1","2006/07","Q3","March",,,,,,,,,,,,,,,,,,,,,,20.9481326325965,16.9087485079973,4.0393841245992,151.676051520333,67.1786011083333,20.9481326325965,239.802785261263
2007-04-01,2007,"Q2","2006/07","Q4","April",,,,,,,,,,,,,,,,,,,,,,21.3605035283949,15.7543294002131,5.6061741281818,215.252923200333,105.225798403333,21.3605035283949,341.839225132062
2007-05-01,2007,"Q2","2006/07","Q4","May",,,,,,,,,,,,,,,,,,,,,,18.6339396150051,16.6896767013691,1.944262913636,182.159103051333,109.438256770333,18.6339396150051,310.231299436672
2007-06-01,2007,"Q2","2006/07","Q4","June",,,,,,,,,,,,,,,,,,,,,,19.3682936939794,18.2737803636886,1.09451333029074,277.605182239333,53.6243379293658,19.3682936939794,350.597813862679
2007-07-01,2007,"Q3","2007/08","Q1","July",,,,,,,,,,,,,,,,,,,,,,19.8288139146208,18.5675980982188,1.261215816402,61.2059086028528,99.8117859520834,19.8288139146208,180.846508469557
2007-08-01,2007,"Q3","2007/08","Q1","August",,,,,,,,,,,,,,,,,,,,,,24.8094551870693,21.5846403779793,3.22481480909,194.161372985853,70.3474642140833,24.8094551870693,289.318292387005
2007-09-01,2007,"Q3","2007/08","Q1","September",,,,,,,,,,,,,,,,,,,,,,24.796042222579,19.8392578442872,4.9567843782918,241.692054304853,70.1021536600833,24.796042222579,336.590250187515
2007-10-01,2007,"Q4","2007/08","Q2","October",,,,,,,,,,,,,,,,,,,,,,25.888176465893,20.6342609648552,5.2539155010378,249.839738989853,98.5058298400833,25.888176465893,374.233745295829
2007-11-01,2007,"Q4","2007/08","Q2","November",,,,,,,,,,,,,,,,,,,,,,24.5756770786997,22.9825036392984,1.5931734394013,190.553233160519,90.5750558700833,24.5756770786997,305.703966109303
2007-12-01,2007,"Q4","2007/08","Q2","December",,,,,,,,,,,,,,,,,,,,,,24.2166316974927,21.1688642368323,3.0477674606604,112.692899234519,59.6744782260833,24.2166316974927,196.584009158096
2008-01-01,2008,"Q1","2007/08","Q3","January",,,,,,,,,,,,,,,,,,,,,,25.9225403158249,24.5270972722359,1.395443043589,213.882153532186,94.9953943793333,25.9225403158249,334.800088227344
2008-02-01,2008,"Q1","2007/08","Q3","February",,,,,,,,,,,,,,,,,,,,,,25.233867897818,21.7849321282188,3.4489357695992,139.676775047186,79.9189814553333,25.233867897818,244.829624400337
2008-03-01,2008,"Q1","2007/08","Q3","March",,,,,,,,,,,,,,,,,,,,,,27.8928695691022,22.7339650202062,5.158904548896,173.06118148652,78.2209162343333,27.8928695691022,279.174967289955
2008-04-01,2008,"Q2","2007/08","Q4","April",,,,,,,,,,,,,,,,,,,,,,28.3257927745783,23.8094483209996,4.5163444535788,189.360969157408,151.391155230333,28.3257927745783,369.07791716232
2008-05-01,2008,"Q2","2007/08","Q4","May",,,,,,,,,,,,,,,,,,,,,,29.541964703759,27.7610170829526,1.7809476208064,216.017575325075,71.9330525963333,29.541964703759,317.492592625167
2008-06-01,2008,"Q2","2007/08","Q4","June",,,,,,,,,,,,,,,,,,,,,,28.3737010738415,25.9743936511481,2.3993074226934,312.787008473075,58.4246132213333,28.3737010738415,399.58532276825
2008-07-01,2008,"Q3","2008/09","Q1","July",43.49737012,23.714261356,7.794822096,54.366489313,17.67953181725,4.381358064,15.176541743,13.3972061693333,0.434410487,1.072232944,0.112281039,0.491788357,0.049830698,26.340747509995,12.1850144334167,0.688282164,,,,,,29.8845736960134,29.1334742859204,0.751099410092935,128.553876793995,92.828291517,29.8845736960134,251.266742007008
2008-08-01,2008,"Q3","2008/09","Q1","August",28.936427112,65.305063605,19.040458198,64.544516838,33.46852304125,9.987931155,12.256414689,16.8235585043333,29.760389441,1.76138343,0.256305158,1.687887104,0.281741089,21.603156128995,30.3380831314167,11.432724052,,,,,,27.6932648831496,24.992515680639,2.7007492025106,246.578463630995,100.906099046,27.6932648831496,375.177827560145
2008-09-01,2008,"Q3","2008/09","Q1","September",24.43762126,16.415113146,4.03316788,64.010046779,21.62229941025,2.823130978,15.287599137,19.9517596183333,0.631602527,1.413876533,0.814768146,2.011276562,0.170548728,24.993203258995,10.7676181424167,8.23428014,,,,,,29.6804634923506,24.8830102517784,4.7974532405722,152.804557309995,64.813354936,29.6804634923506,247.298375738346
2008-10-01,2008,"Q4","2008/09","Q2","October",66.528643142,15.992018466,31.101721597,56.968631754,25.43572041525,5.135979398,30.39686635,17.7998241013333,0.564370904,1.382019564,0.58177711,1.293837887,0.248401805,61.428680397995,16.7595803244167,9.505424451,,,,,,35.3641174661405,27.8146592429202,7.54945822322032,194.733444533995,146.390053133,35.3641174661405,376.487615133135
2008-11-01,2008,"Q4","2008/09","Q2","November",31.183198664,44.951352612,6.426190676,79.821110122,37.26049567225,14.754047432,16.217859725,17.1114468553333,15.170061845,2.384144449,0.67711207,1.784257846,0.172618133,31.347651289995,37.7247802544167,14.911764979,,,,,,27.1427772063934,25.2872792048789,1.85549800151446,254.945770718995,96.952321906,27.1427772063934,379.040869831388
2008-12-01,2008,"Q4","2008/09","Q2","December",35.036619052,33.240557452,6.054981056,52.978603069,26.25691659525,6.062747026,30.021407385,21.2814342273333,2.986957461,1.987617924,1.067382266,1.054692273,0.372497702,26.815920795995,13.2043089844167,6.405229525,,,,,,28.5808705009382,25.2924756897896,3.28839481114858,203.870150494995,60.957722299,28.5808705009382,293.408743294933
2009-01-01,2009,"Q1","2008/09","Q3","January",34.749271592,61.709501245,26.191686115,57.828673836,22.75470839725,6.63973195,18.995302325,24.9033005663333,20.377171826,1.778213775,0.312770101,2.258124054,0.196356059,36.647152635995,12.0269566884167,14.163024068,,,,,,28.9516934663307,27.9321444298564,1.01954903647425,233.399648508995,108.132296725,28.9516934663307,370.483638700326
2009-02-01,2009,"Q1","2008/09","Q3","February",59.187547331,23.14842294,26.979867474,71.594830503,28.48615876825,2.000963714,16.78569872,26.2166868923333,2.102892274,1.41461453,0.50583806,1.268627267,0.10709238,26.141589494995,10.9149948694167,13.919030614,,,,,,28.1439936224969,25.0582929083269,3.08570071417005,206.579098579995,104.195757252,28.1439936224969,338.918849454492
2009-03-01,2009,"Q1","2008/09","Q3","March",28.160645467,205.650816698,6.146081376,55.696509192,49.76890051325,9.163388763,24.43681699,27.1759033103334,2.085088936,1.310535111,0.520802506,1.136878699,0.212794093,36.141316704995,15.4967725504167,10.850849701,,,,,,31.5409589382943,24.2737625721991,7.26719636609527,393.674956657995,80.279143953,31.5409589382943,505.495059549289
2009-04-01,2009,"Q2","2008/09","Q4","April",38.617203299,31.846078091,4.850144494,66.010733507,31.59990572725,15.695347285,24.526370268,25.4525978883333,12.608904831,0.991686494,0.517546688,0.917079475,1.576025449,39.948782670995,17.6810782354167,10.308086973,,,,,,35.2346025294562,25.9534535068351,9.28114902262113,185.872643705995,137.27492767,35.2346025294562,358.382173905451
2009-05-01,2009,"Q2","2008/09","Q4","May",70.577064542,19.232401819,21.781515614,72.220253843,51.13581309525,6.509076539,24.311308357,42.2703959953333,6.037182671,4.496307612,1.139091995,3.765134889,0.35135807,28.6778395066618,28.7865728324167,7.382571582,,,,,,27.8507950436663,24.8114421260145,3.0393529176518,276.768828032662,111.90506093,27.8507950436663,416.524684006328
2009-06-01,2009,"Q2","2008/09","Q4","June",117.432733734,73.708171568,14.258878976,74.219593527,35.59676608525,10.758361004,47.837583289,49.7566380633333,34.200435839,3.296379143,5.510513147,3.458644793,2.061536833,43.8498808003283,30.2350714184167,12.428248145,,,,,,27.7995550265292,24.8478961053497,2.9516589211795,500.827082215,57.7823541503284,27.7995550265292,586.408991391858
2009-07-01,2009,"Q3","2009/10","Q1","July",51.012489613,71.897381263,40.665088301,73.30143093,34.792222287,12.581282,5.415761431,13.2407520503333,0,0.6737496,0,2.451443385,0,56.024005406,10.2234451764167,11.025068704,,,,,,31.2757620426989,29.8668108674483,1.4089511752506,173.82646723675,209.47765291,31.2757620426989,414.579882189449
2009-08-01,2009,"Q3","2009/10","Q1","August",27.865098848,54.794945839,7.169965417,82.947332785,27.375534372,4.16553427,22.463794262,19.6720896803333,4.336321735,2.766911442,0.414845708,1.461141429,0.16674143,30.89289716,12.6945569254167,8.197368318,,,,,,31.3518547377561,28.2251830819668,3.1266716557893,249.46568114075,57.91939848,31.3518547377561,338.736934358506
2009-09-01,2009,"Q3","2009/10","Q1","September",28.737323959,38.26963168,5.085665365,52.315603356,19.641649208,4.365320571,14.810602756,26.0601773943333,0.843967672,3.011847117,0.995882536,0.764510655,0.200796175,24.964211657,10.4785544784167,8.593656151,,,,,,35.1772019611009,27.7902533148219,7.386948646279,180.89858284475,58.240817886,35.1772019611009,274.316602691851
2009-10-01,2009,"Q4","2009/10","Q2","October",54.889961668,89.593216354,28.135612743,60.480188061,34.723878514,18.5292019,29.738689017,17.7438582603333,18.851412715,1.058225314,0.499777738,2.686256069,0.218852439,93.526972931,22.5909820104167,10.696164359,,,,,,38.4184197651762,29.7925652289817,8.62585453619444,281.93154964475,202.031700448,38.4184197651762,522.381669857926
2009-11-01,2009,"Q4","2009/10","Q2","November",40.831816572,24.158398274,10.234534404,97.358293497,34.19504164,4.900372928,63.984355491,48.7794839283333,1.567585591,4.064495831,2.387611548,1.697748388,0.168325801,64.163665227,15.9360616294167,8.681545735,,,,,,28.8403737455731,26.967763964952,1.87260978062108,340.01048094775,83.098855537,28.8403737455731,451.949710230323
2009-12-01,2009,"Q4","2009/10","Q2","December",28.092247958,57.953685827,13.726081034,56.747472236,24.656538195,8.190148638,30.553713862,21.7166576613333,26.001928837,3.230599981,1.997590007,1.181812851,0.138563145,14.418341263,14.9206101214167,9.933209482,,,,,,33.2299453892221,28.8161882056921,4.41375718353,254.53391413875,58.92528696,33.2299453892221,346.689146487972
2010-01-01,2010,"Q1","2009/10","Q3","January",73.564940313,32.094999316,61.219643857,80.963461429,31.865712043,6.738725785,17.890527837,19.6487950303333,0.482134386,1.276971672,0.539260202,1.27168528,0.320707751,66.212175639,21.1982960104167,8.517764267,,,,,,25.7286195437232,25.0701303154107,0.6584892283125,260.66685193975,163.138948878,25.7286195437232,449.534420361473
2010-02-01,2010,"Q1","2009/10","Q3","February",35.904350472,32.910604898,8.836597151,78.306737831,36.714086662,3.909092237,35.369817648,33.8430775173333,25.274483495,3.920776286,1.458957531,3.857587948,0.230504246,34.876725682,17.6434050134167,9.069719276,,,,,,28.6505524270849,25.3131778907709,3.337374536314,283.69877748375,78.42774641,28.6505524270849,390.777076320835
2010-03-01,2010,"Q1","2009/10","Q3","March",139.960991902,90.440999546,20.690409391,64.883438109,38.494537727,18.054976205,44.069868082,25.5872991993333,17.047159524,5.708554892,2.048074475,1.281461597,0.340568064,40.075052084,16.6858767184167,8.651067655,,,,,,34.1024691367587,25.5892797894103,8.5131893473484,442.71117134975,91.309163821,34.1024691367587,568.122804307509
2010-04-01,2010,"Q2","2009/10","Q4","April",177.908846331,52.384385542,3.470500596,95.799409363,39.630450226,17.524703012,36.640718363,21.3574529563333,0.606729938,0.944066882,1.404228022,3.521218181,0.484537967,60.175609481,36.1200247304167,11.825732226,,,,,,36.9973490916352,26.9459806721052,10.05136841953,387.05954506775,172.739068749,36.9973490916352,596.795962908385
2010-05-01,2010,"Q2","2009/10","Q4","May",183.623364288,66.19302247,16.148614697,85.553928489,26.310524187,7.822131881,32.573348962,38.6417922973333,39.315659441,7.739211362,2.467984296,3.610054678,0.567242598,57.342477518,21.0722537924167,10.009720376,,,,,,28.1517787362054,24.1935009495164,3.958277786689,537.85579520175,61.135536131,28.1517787362054,627.143110068955
2010-06-01,2010,"Q2","2009/10","Q4","June",154.391043081,165.013801863,18.292452398,71.434323091,67.257805748,11.786976786,109.777062965,49.0935294743334,9.358638,16.133254024,5.306473313,2.978628634,3.627964396,76.136162046,109.742200690417,13.928028368,,,,,,33.1990555160101,28.6224350286469,4.5766204873632,821.09225260775,63.16609227,33.1990555160101,917.45740039376
2010-07-01,2010,"Q3","2010/11","Q1","July",56.143543533,87.562412506,3.345256954,93.119115295,41.259389153,14.796172419,18.354112337,19.6697413796667,18.557064613,0.926286574,0.150789896,2.710165995,0.047183287,57.298047786,23.6996369319167,8.316512018,,,,,,25.9052171203296,24.9084662608276,0.996750859502,259.453456392583,186.501974285,25.9052171203296,471.860647797913
2010-08-01,2010,"Q3","2010/11","Q1","August",52.547430197,63.4132611,9.344968567,95.550104973,28.735605882,6.809936192,30.293665595,28.0278186926667,5.98944039500003,3.958568213,1.736058061,2.003024462,0.231043032,39.619359849,13.6212944299167,16.104444001,,,,,,27.8200415380222,23.8975201852092,3.922521352813,326.353572163583,71.632451478,27.8200415380222,425.806065179606
2010-09-01,2010,"Q3","2010/11","Q1","September",228.0958649437,19.306889591,4.792870904,74.033014174,26.097333128,6.469120679,64.263271311,26.6050674636667,115.155898993,2.145807841,1.437533257,0.676634025,0.858047313,43.260381234,12.2916477939167,9.93679816,,,,,,32.6387794347407,25.9974659796817,6.641313455059,555.258392936283,80.167787875,32.6387794347407,668.064960246024
2010-10-01,2010,"Q4","2010/11","Q2","October",224.1910043213,50.300477778,63.121980353,103.021734665,46.116998682,10.35482341,35.314416627,21.7907977826667,1.05267450200003,1.371162845,0.730284677,2.676484052,0.491428652,150.215544596,22.9914541459167,13.200440627,,,,,,37.525006884787,25.4652299564752,12.0597769283118,513.673517824883,233.268189891,37.525006884787,784.46671460067
2010-11-01,2010,"Q4","2010/11","Q2","November",114.97955835792,123.535399235,13.743155108,105.43764518,45.889873499,20.274764198,127.310625585,53.7745311476667,58.098208633,6.269660948,2.23172974,2.697373659,1.020568642,90.722278745,55.4660060489167,11.366193154,,,,,,31.642017168579,27.1227862248444,4.5192309437346,739.185382909503,93.632188971,31.642017168579,864.459589049082
2010-12-01,2010,"Q4","2010/11","Q2","December",32.815656891,29.327479095,9.212360949,73.056508075,32.588903982,7.95395785,35.076774794,23.3780592726667,2.182389714,2.511996941,1.143099995,1.259088672,0.482338961,34.11832987,39.9434008469167,11.004446752,,,,,,34.7622724829808,29.1284550445151,5.63381743846567,254.356394603583,81.698398057,34.7622724829808,370.817065143564
2011-01-01,2011,"Q1","2010/11","Q3","January",131.37260846,20.503075799,78.081129318,93.031433389,66.075452468,18.069943763,43.129943446,22.2755814266667,6.36917905099997,0.596297764,0.527322128,0.592100171,0.868764491,64.689444051,66.4460820199167,17.59829121,,,,,,33.8783663856613,28.4151670791523,5.46319930650898,394.538324793583,235.688324162,33.8783663856613,664.105015341245
2011-02-01,2011,"Q1","2010/11","Q3","February",183.191627659107,98.034085473,10.943953936,110.750689345,45.475861926,7.294998195,89.046831406,33.9165126546667,25.572362687,2.99711366,0.412358618,3.640419724,0.391434289,25.322878844,110.233319169917,9.796133077,,,,,,37.7105744482781,29.7108040452603,7.99977040301777,655.10950013469,101.911080529,37.7105744482781,794.731155111968
2011-03-01,2011,"Q1","2010/11","Q3","March",205.000348490897,16.975548653,11.787669276,77.35615033,50.845580763,2.88009695,154.768959649,20.4142212126667,1.133531445,2.004350721,0.563892702,1.072344481,0.476294811,48.012191036,33.6965949169167,8.624209697,,,,,,45.3444101708991,32.5021491950829,12.8422609758162,558.281272216481,77.330712918,45.3444101708991,680.95639530538
2011-04-01,2011,"Q2","2010/11","Q4","April",209.500437105142,73.11924395,10.189179216,102.694433865,43.404262207,16.391486662,53.71148582,24.7061173416667,25.774928838,2.384249993,0.92492325,3.015241554,1.361630035,64.967916483,53.3250407979167,15.818176003,,,,,,38.4893887950648,32.186865343091,6.30252345197374,531.691723760726,169.59702936,38.4893887950648,739.778141915791
2011-05-01,2011,"Q2","2010/11","Q4","May",131.3962691628,125.325466024,24.977327365,82.91959794,41.768032916,5.985824203,48.903936044,24.3284344216667,96.20675789,4.992768888,2.307245757,1.276570839,1.432041364,41.735840166,38.8746737119167,11.161213243,,,,,,36.2706660258204,32.0334116381385,4.23725438768195,599.428901545383,84.16309839,36.2706660258204,719.862665961204
2011-06-01,2011,"Q2","2010/11","Q4","June",57.83998653344,34.314368935,37.320740238,82.204808099,95.888314568,4.774171108,71.148691513,31.9924908136667,8.65254955500001,4.648205143,1.870174045,2.542559619,7.939417084,48.884330178,25.1697438409167,25.268352985,,,,,,41.5583660937115,36.7517946391705,4.80657145454106,456.029404221023,84.429500037,41.5583660937115,582.017270351735
2011-07-01,2011,"Q3","2011/12","Q1","July",29.005925224,47.808001576,46.676191685,131.74066702,44.938177849,15.345943462,21.804772113,42.8638391476667,0.175277549,0.347639666,0.164762224,3.405520371,0.817926184,62.386573176,36.41557923945,9.666398235,,,,,,33.1895987100156,31.8639903074175,1.3256084025981,234.216600197117,259.346594524,33.1895987100156,526.752793431132
2011-08-01,2011,"Q3","2011/12","Q1","August",157.639459455719,127.391711155,11.30439888,99.86541829,39.622910798,16.406310223,73.834482192,29.1613760336667,3.016563136,4.692995968,2.982859421,2.85804696,0.342843045,47.35870877,19.42782135225,16.878366395,,,,,,39.7294270187931,33.3303100469612,6.39911697183192,556.986893324636,95.79737875,39.7294270187931,692.513699093429
2011-09-01,2011,"Q3","2011/12","Q1","September",88.85277169284,35.445920096,11.403259326,70.785559138,56.689549872,5.325916687,30.313514832,24.0831993166667,12.526464251,2.340826008,2.188749251,0.711644506,1.526709927,34.010610877,8.33816383725,13.841832495,,,,,,48.1162359497484,37.8292277634995,10.2870081862489,323.440937030757,74.943755082,48.1162359497484,446.500928062505
2011-10-01,2011,"Q4","2011/12","Q2","October",95.8693995817036,14.678448338,23.442557211,168.585490991,55.033103467,19.559769505,37.512729325,28.3512592826667,6.67543395899999,3.562053734,0.637364533,4.250085297,0.747228584,93.019581565,46.16638336325,20.03113608,,,,,,51.6979303519467,35.7382244857087,15.959705866238,371.07933728762,247.042687529,51.6979303519467,669.819955168567
2011-11-01,2011,"Q4","2011/12","Q2","November",49.766742636,145.888216787,16.498278881,80.596338675,51.324356014,8.562851773,75.826221098,36.9824938926667,67.322477403,4.238757833,1.320789285,1.329212722,0.902235785,43.15921139,46.00009094425,22.754685109,,,,,,43.0247132710537,37.3957700546415,5.62894321641216,578.170290637917,74.30266959,43.0247132710537,695.49767349897
2011-12-01,2011,"Q4","2011/12","Q2","December",93.4630714356752,35.499189838,9.402633126,68.305362876,52.974724657,11.394007481,52.017126623,20.8567264906667,8.56228380200001,7.262728058,2.950885061,1.766546857,1.539430316,30.377348824,24.13849152425,23.893523665,,,,,,49.2039210852524,42.9922128192049,6.21170826604754,370.227301613592,74.176779021,49.2039210852524,493.608001719844
2012-01-01,2012,"Q1","2011/12","Q3","January",105.125047182215,64.478099603,81.698873469,120.114861634,82.605343681,10.63593774,44.869316177,40.6930865836667,124.098686566,3.649429607,0.666730322,3.372699595,0.704031258,87.447312208,34.13330486325,15.143151922,,,,,,42.98430035247,41.3725137797225,1.61178657274749,563.345957045131,256.089955366,42.98430035247,862.420212763601
2012-02-01,2012,"Q1","2011/12","Q3","February",88.2108871736314,152.554330247,14.291178771,84.4581646796,31.249520287,6.846140896,76.504433539,29.4615889946667,13.378966251,4.16369537,1.368047797,1.3891416,1.088548354,44.787105694,18.06219158825,43.132129008,,,,,,51.6235983311582,46.7810008417073,4.84259748945086,534.175806458548,76.7702637916,51.6235983311582,662.569668581306
2012-03-01,2012,"Q1","2011/12","Q3","March",53.058864058,32.072696689,4.101075392,67.082203405,20.546126807,2.013596684,27.872285489,24.4999146456667,19.669035658,3.942971074,0.95892709,0.813797732,0.224933448,44.444565777,17.61779854025,21.766024158,,,,,,61.0702648555056,53.2257413931287,7.84452346237697,263.043396071917,77.641420575,61.0702648555056,401.755081502422
2012-04-01,2012,"Q2","2011/12","Q4","April",67.265830528,27.55895958,10.694102285,110.736468461,72.176724796,24.095984954,64.391049794,36.2858016786667,8.227998211,4.726600697,1.442102984,4.360569937,0.659503244,87.785821228,42.94863062025,33.691313834,,,,,,66.2808044877823,49.3013758243202,16.9794286634621,409.603368039917,187.444094792,66.2808044877823,663.328267319699
2012-05-01,2012,"Q2","2011/12","Q4","May",120.760200611,66.984914209,11.26884413,96.987019614,39.692787202,7.38348179,41.6959915,25.4290426936667,26.910058463,4.224985622,7.888707253,1.783671116,3.748995665,47.209996303,21.98624457725,10.631369653,,,,,,59.9569017743301,54.8470600257766,5.10984174855345,449.555168145917,85.031142256,59.9569017743301,594.543212176247
2012-06-01,2012,"Q2","2011/12","Q4","June",54.098194038,82.033000874,25.466815928,70.937371245,44.116547045,12.204310935,50.10985598,38.7679732206667,47.74483952,3.420313747,2.298462948,7.947948073,0.531739831,48.710255034,44.81800463725,23.49637214,,,,,,56.4245349112377,50.0129703180269,6.41156459321074,478.815768249917,77.886236946,56.4245349112377,613.126540107154
2012-07-01,2012,"Q3","2012/13","Q1","July",54.218414626,124.585064534,6.507185253,81.9716974910232,60.607257495,3.314952492,38.428316016,43.437350937,0.405382499,1.088692429,0.551451739,3.53835538,0.977824092,71.845214387,29.51100988725,18.646858896,,,,,,65.1716546368023,63.7255923559004,1.44606228090192,418.65273028825,120.982297865023,65.1716546368023,604.806682790076
2012-08-01,2012,"Q3","2012/13","Q1","August",77.808273249,121.821736728,43.536169446,181.845716017333,43.505560817,27.641141494,54.489448998,36.291130624,3.668609889,7.437053411,4.030941405,2.101249795,1.271767002,93.102625583,26.99000861225,17.085650407,,,,,,78.7590261636486,73.2750970993761,5.48392906427257,490.03719449325,252.589888984333,78.7590261636486,821.386109641232
2012-09-01,2012,"Q3","2012/13","Q1","September",37.284488263,14.533582195,7.091310335,74.8265819807669,52.599202465,7.621156011,24.719576215,25.859201608,38.132466851,2.461281268,1.516236615,0.347996996,0.251615181,20.065615923,24.92634865225,16.856249038,,,,,,77.5383221839625,65.287977240735,12.2503449432274,263.93381266225,85.1590969347669,77.5383221839625,426.631231780979
2012-10-01,2012,"Q4","2012/13","Q2","October",33.310305112,12.852052881,3.719712495,13.741409295,6.401267032,2.743235401,30.643105776,25.880338031,5.621817011,5.500064604,0.366620349,0.385294982,0.453166414,20.953519526,16.593001695,18.172049344,,,,,,79.454211825525,64.3273262563195,15.1268855692054,197.336959948,0,79.454211825525,276.791171773525
2012-11-01,2012,"Q4","2012/13","Q2","November",106.608293995,300.960760009,42.429034692,201.735763882218,108.165344572,23.693178473,74.07138465,50.696123809,19.622365603,19.599524537,4.065468075,4.596704071,1.878171419,65.23298218466,31.98524872185,22.579138279,,,,,,76.8118026596488,71.0370412474184,5.77476141223033,803.458536643735,274.460950328993,76.8118026596488,1154.73128963238
2012-12-01,2012,"Q4","2012/13","Q2","December",39.449543426,78.554605044,9.770880944,153.77001783,44.433665555,18.060662682,31.037515405,31.163042447,18.403730896,4.017591462,3.60309388,0.698320034,0.763039089,61.756643909,26.3437369855,17.903045103,,,,,,70.0131412674495,62.6259576401414,7.38718362730811,358.9028130315,180.82632166,70.0131412674495,609.74227595895
2013-01-01,2013,"Q1","2012/13","Q3","January",37.476001289,12.038263799,4.450154849,11.028568629,6.67164519,4.833821946,35.856030339,34.957674799,1.630559653,1.717130942,0.540807726,1.362782117,0.49656895,22.226438602,31.45271377,17.618057025,,,,,,75.2350156465602,69.5365441318827,5.69847151467749,224.357219625,0,75.2350156465602,299.59223527156
2013-02-01,2013,"Q1","2012/13","Q3","February",103.548743558,240.621566432,68.479661528,187.653053540333,100.133793061,16.653091055,56.765477163,71.676617649,2.230336744,4.267377209,1.116567955,4.321273588,0.564632654,83.83326604,34.74356207425,18.333451401,,,,,,69.6747934550601,63.4334791117928,6.24131434326727,689.48325981225,305.459211839333,69.6747934550601,1064.61726510664
2013-03-01,2013,"Q1","2012/13","Q3","March",37.908764742,31.917306547,18.74948291,153.017961279496,41.678813004,17.978081704,41.90073702,37.3288211040833,11.609086543,4.179221664,1.79974519,0.901574225,4.34122242,55.814894469,21.8736055575,18.346811843,,,,,,76.6742392604088,63.2830887570097,13.3911505033991,316.670869356583,182.675260865496,76.6742392604088,576.020369482488
