"Date","Year","Quarter","FY","QFY","Month","EXP_NDPD_AGRO","EXP_NDPD_MID","EXP_NDPD_SPD","EXP_NDPD_MAN","EXP_NDPD_TOD","EXP_NDPD_NECLW","EXP_NDPD_PED","EXP_NDPD_SED","EXP_NDPD_ITIS","EXP_NDPD_SUD","EXP_NDPD_DIT","EXP_NDPD_HCD","EXP_NDPD_TTD","EXP_NDPD_PST","EXP_NDPD_CMC","EXP_NDPD_GOS","EXP_NDPD_DPI","EXP_NDPD_RBD","EXP_NDPD_ADJ","EXP_NDPD_LEG","EXP_NDPD_LGOV","EXP_NDPD_I","EXP_NDPD_I_DOM","EXP_NDPD_I_EXT","EXP_NDPD_CEN_TOT","EXP_NDPD_LGP_TOT","EXP_NDPD_I_TOT","EXP_NDPD"
2015-05-01,2015,"Q2","2014/15","Q4","May",80.998032132,242.165643416,27.3853315548432,108.359478435089,53.4225501088216,19.662070272,109.206146056,57.9945649896771,29.299799914,12.967259942,1.999533675,17.186215956,1.064312871,76.361527239986,35.9010616286667,28.386178159,,,,,,102.176806730484,95.1527772440071,7.02402948647691,782.828318063083,119.531388287,102.176806730484,1004.53651308057
2015-06-01,2015,"Q2","2014/15","Q4","June",157.869541117,265.241280231,93.44337805649,142.169783181868,49.6168556333365,15.774249205,95.996039946,72.9193727973844,13.198470792,6.021497959,21.987059843,6.211937744,1.823938038,83.0955120903377,98.2194319186667,49.926055033,,,,,,105.092102367026,95.4947064705593,9.59739589646688,1016.73424670308,157.005156883,105.092102367026,1278.83150595311
2015-07-01,2015,"Q3","2015/16","Q1","July",104.856087721,162.831599324,7.8853274646659,151.41426752191,83.6831886779141,15.728837753,57.877207349,71.887683038901,8.308364672,4.015895735,8.260159283,12.445516533,1.066272049,117.744601993705,63.9342271593763,58.37261662,,,,,,142.405851373147,129.78649651,12.6193548631465,691.043836170972,239.2680167245,142.405851373147,1072.71770426862
2015-08-01,2015,"Q3","2015/16","Q1","August",129.950755628,172.496316127,25.424559372856,112.12228920578,54.3038777594253,19.759721659,82.231947997,41.4640503756511,48.09282229,11.000591211,3.40809639,4.737559282,1.436243832,48.4588562618837,55.0005808963763,22.106702116,,,,,,91.3777899877348,83.064254348,8.31353563973477,704.866563179972,127.092077224,91.3777899877348,923.336430391707
2015-09-01,2015,"Q3","2015/16","Q1","September",87.564935236,76.038936729,16.0711593651486,170.24644353032,40.2654634066184,10.345763089,64.469221603,39.2830788592485,4.547512675,3.96994472,10.982277133,2.13704484,1.182796164,35.3479599722602,72.5513675783763,20.378534216,,,,,,155.610714451675,125.369699334,30.2410151176746,475.437588041972,179.944851075,155.610714451675,810.993153568647
2015-10-01,2015,"Q4","2015/16","Q2","October",173.873758382,190.066499118,18.7309347908365,162.83219596317,76.2883077262729,8.635560241,82.606592495,63.0260282765603,7.703510347,4.629436556,2.379330017,4.13627238649124,1.023462401,150.292901403416,98.5296292223763,42.372922694,,,,,,90.3002781917664,80.135009007,10.1652691847664,845.401264440972,241.726077579151,90.3002781917664,1177.42762021189
2015-11-01,2015,"Q4","2015/16","Q2","November",67.304087826,118.383825739,47.5317003121604,125.06313677855,67.7579165347486,15.838150707,144.017711413,38.5771031738484,8.833183793,5.956862673,6.283633974,3.759938617,1.20136586,61.6913699686763,51.0651561103763,28.70731648,,,,,,131.408839047846,123.093601072,8.31523797584591,636.327215811972,155.645244148388,131.408839047846,923.381299008206
2015-12-01,2015,"Q4","2015/16","Q2","December",147.833096096,109.838556939,33.3164470343316,111.048901445049,43.5126067644779,5.674451846,65.34852404,46.5386089951004,3.715056677,8.257484726,1.294601177,1.986308841,0.703213822,48.3578273286374,135.836117711376,41.571410253,,,,,,132.2561698181,115.891579606,16.3645902121001,672.270922699972,132.558906996,132.2561698181,937.085999514072
2016-01-01,2016,"Q1","2015/16","Q3","January",144.828285364,153.50312531,27.3919473917945,243.459165582278,122.106439731204,18.133964197,86.770926439,54.9956880401851,3.992458703,2.555242926,0.577745682,6.52748063849124,2.080595452,206.371255813621,53.172269692413,46.546815968,,,,,,185.357454860389,148.312799589,37.0446552713889,776.033810554009,396.979596376978,185.357454860389,1358.37086179138
2016-02-01,2016,"Q1","2015/16","Q3","February",116.186827368,112.377720287,19.888893418338,130.769400909054,47.9909742288638,46.24758775,112.141266816,40.5463414395511,34.627134219,4.838271318,2.506490053,4.698250101,0.801376951,55.1951072577894,108.717970623413,27.023381902,,,,,,128.296254997419,102.119400793,26.1768542044188,712.914199909009,151.642794733,128.296254997419,992.853249639428
2016-03-01,2016,"Q1","2015/16","Q3","March",61.11925337,80.962264947,12.7328055036285,110.817337241705,35.4719081796695,17.565643477,69.106248022,39.7261929965607,28.00002163,2.933510176,1.814589095,3.204816842,0.776853861,41.3377855710323,59.728119698413,13.702900207,,,,,,168.221380245969,154.267893865,13.953486380969,444.258683457009,134.741567361,168.221380245969,747.221631063978
2016-04-01,2016,"Q2","2015/16","Q4","April",129.755523569,223.793203285,13.4251845010602,238.829336002571,70.149715082649,12.012852505,85.079262353,81.2834536670622,17.478939647,10.500699855,3.25243523,3.24891060449124,3.189696936,79.8456094118286,79.716873178413,24.68528973,,,,,,116.067508616034,92.799239016,23.2682696000341,805.371307070009,270.874828488066,116.067508616034,1192.31364417411
2016-05-01,2016,"Q2","2015/16","Q4","May",76.470052793,138.649974894,72.4088082191015,137.043497280703,65.709924579025,24.318640797,127.792916764,48.9004272486767,79.58998555,8.517043991,4.189048311,19.612254375,1.242209931,65.1846557780894,55.714983722413,32.915146497,,,,,,148.647036750876,137.487351717,11.1596850338755,816.910102890009,141.349467841,148.647036750876,1106.90660748188
2016-06-01,2016,"Q2","2015/16","Q4","June",105.357213115,287.828462303,71.6283545655844,157.116017968798,83.3774382970824,28.70686506,183.6669361,80.8537198326156,20.878510173,11.663974999,16.906316569,6.448880238,2.503761012,91.0198409225156,73.039334806413,58.385545969,,,,,,191.764729980353,177.372792875,14.3919371053526,1089.63938628201,189.741785649,191.764729980353,1471.14590191136
2022-07-01,2022,"Q3","2022/23","Q1","July",14.7973818227333,0.00416666666666667,93.7563818436667,0.174355223666667,0.389730646333333,1.87022671966667,81.0007932683333,0.11709847,7.82661679,0.899141082,0.15771811,304.701418808,0.582337826333333,4.227128737,1.710363103,326.355983646833,54.6649100776667,35.3184417055,7.487151026,49.044485956,0,643.8119917823,451.544043742,192.2679480403,744.833496400167,322.049911900035,643.8119917823,1710.6954000825
2022-08-01,2022,"Q3","2022/23","Q1","August",38.3956666217333,0.214669959666667,2.45024234266667,4.63013403466667,15.8601903713333,11.5705933996667,20.5557244593333,58.218849506,102.095000678,10.997212197,2.640046802,498.968344789,1.72341819533333,18.59391065,4.519331002,782.743770143833,126.495112041667,36.7697056235,42.83729176,76.605174856,0,218.663042508577,172.878968525,45.7840739835774,1573.56245257017,322.049911900035,218.663042508577,2114.27540697878
2022-09-01,2022,"Q3","2022/23","Q1","September",54.5276591717333,0.00328855866666667,2.46947509666667,0.740369238666667,0.679933666333333,13.4644719696667,11.6572666913333,17.252320646,33.075245106,4.584947867,4.453073012,464.78975507,47.4768491073333,11.910715738,1.22847927,390.500108040833,69.3458855176667,37.4439035915,15.723254125,52.109626395,0,644.482130621422,488.417399407,156.064731214422,817.671303529166,322.049911900035,644.482130621422,1784.20334605062
2022-10-01,2022,"Q4","2022/23","Q2","October",57.6916037580667,1.043099306,609.083623246,108.964467436333,1.77866742966667,18.701710759,249.892838554333,135.098873113,431.891487421,10.190489638,9.53921533,604.815172068,16.1560691186667,17.716528034,7.769035058,952.047073491833,78.418361291,37.3037692745,35.74630644,75.476288865,0,349.275783309803,307.607459804,41.6683235058028,3123.39849102383,428.080641226625,349.275783309803,3900.75491556026
2022-11-01,2022,"Q4","2022/23","Q2","November",106.561305257067,4.791612551,7.740232235,1.09246875633333,18.9127679226667,23.316230438,154.347869336333,26.33587092,370.152427253,11.495574936,4.467096529,569.22188788,1.88771043766667,20.147133323,6.402769467,413.721466767833,141.329771879,40.3508570905,31.047724379,68.726561757,0.55151105,657.271394473805,617.659671279,39.611723194805,1613.14172428783,428.080641226625,657.271394473805,2698.49375998826
2022-12-01,2022,"Q4","2022/23","Q2","December",65.9069573660667,6.122753798,-221.741375552,301.183440176333,5.05191712066667,45.660218423,44.5730034843333,47.719623697,248.057844082,10.785318749,7.365256082,646.27665647,3.89868767466667,12.292773177,1.706500488,413.557800462833,97.020411498,38.5709932565,21.341920009,63.551379017,1.424880703,343.085106990391,242.239103851,100.846003139391,1253.49748459183,428.080641226625,343.085106990391,2024.66323280885
2023-01-01,2023,"Q1","2022/23","Q3","January",45.270354637593,3.719729391,21.002240656,9.22800680516667,17.0990055355,16.3233978016667,65.336373849,13.519866408,487.023766942,5.285540068,4.360019069,504.638896515969,1.53702792966667,18.674113674,4.73649988333333,890.8570416785,131.593833103833,42.171171878501,29.51935179,85.402455896,0.001298,641.530723838316,448.202271495,193.328452343316,1921.25211214006,567.280499804072,641.530723838316,3130.06333578244
2023-02-01,2023,"Q1","2022/23","Q3","February",121.246917618593,3.445987844,106.142708532,16.8719480331667,2.9807756795,21.7383309986667,19.964019628,111.845511998,252.688607075,5.248441306,18.001350159,593.252923188969,28.5931321366667,19.437729288,7.09794153233333,373.3770328095,90.8366706078333,44.602206163501,33.815803114,59.055224423,2.454680523,243.547325674237,178.1401870615,65.4071386127367,1571.34513598606,567.280499804072,243.547325674237,2382.17296146436
2023-03-01,2023,"Q1","2022/23","Q3","March",71.342470199593,8.349807239,11.715088636,9.57399483416667,4.2973013475,29.0445965596667,262.857966778,25.848049247,145.98921689,12.814722613,1.375412616,686.773701027969,1.81721775866667,15.086276316,2.28870596833333,296.2616515285,101.219158713833,43.066576723501,29.84253269,65.691397398,3.047581825,752.047796679316,561.1494585545,190.898338124816,1227.16022591106,567.280499804072,752.047796679316,2546.48852239444
2023-04-01,2023,"Q2","2022/23","Q4","April",64.4983895002225,2.870365464,18.224203847,1.90194120116667,16.5056625965,14.1132683756667,35.461160347,29.31065303,231.081149535,11.282311045,5.766810786,459.120925386459,0.874520070666667,12.933396402,4.17250423833333,880.5789821295,88.1009775598333,46.6659807206675,26.895872777,80.932975402,10.169406585,360.127255779523,320.44294768,39.6843080995229,1659.95798992006,586.03136979413,360.127255779523,2606.11661549371
2023-05-01,2023,"Q2","2022/23","Q4","May",103.678313296223,6.692549749,9.528104656,10.6373216351667,7.9968489915,36.7662050026667,542.127993332,89.241830362,470.340086028,2.228531735,11.116588673,649.858487600459,25.9364360296667,23.679159981,8.61671156433333,552.2091317945,141.927092412833,51.1106793486675,45.91543576,67.429863399,-9.797312539,581.41770179738,542.207586252,39.2101155453797,2425.54427638406,586.03136979413,581.41770179738,3592.99334797557
2023-06-01,2023,"Q2","2022/23","Q4","June",184.544147490223,18.417299289,170.363294615,41.8721644481667,14.3445550395,84.3121475986667,107.383153212,49.21519646,399.906274024,22.254203755,20.103994928,786.640712991459,83.0746549076667,34.360169273,9.73513603433333,1043.3439226175,172.734572915833,75.2909344996675,44.367188002,151.252694677,51.150580185,476.472521965931,380.84367777,95.6288441959306,2750.12876539206,586.03136979413,476.472521965931,3812.63265715212
2023-07-01,2023,"Q3","2023/24","Q1","July",23.1652966023967,0.160806244,23.2345012836667,0.289898155,0.632594032,4.00796490499997,36.3629381300875,1.487553551,122.923800876667,0.73087323,0.963973685,431.29488772862,0.664478198333333,7.466228851,1.8910141756667,345.034125008,68.2264750943333,127.059277324659,21.385171668,65.667883298,0,644.292358977469,449.242862813,195.049496164469,850.550337074167,432.099404880264,644.292358977469,1926.9421009319
2023-08-01,2023,"Q3","2023/24","Q1","August",29.3817293623967,1.098047022,4.85148521866667,1.379203095,12.562621002,8.58779240599997,10.3525761320875,25.454635345,97.7348942106667,2.409769291,6.756499946,558.104269484621,0.939923757333333,18.031976643,2.6961080576667,482.703626793,243.119888579333,128.827626892659,28.024527145,75.675466611,0,442.896623932142,414.672407953,28.2242159791421,1306.59326202717,432.099404880264,442.896623932142,2181.58929083957
2023-09-01,2023,"Q3","2023/24","Q1","September",57.0937507223967,1.685195226,4.88275072166667,8.923433983,3.299946109,7.57941610499997,8.22000772908753,11.511021446,88.2568034266667,1.80762031,5.555097647,460.71902981062,40.8013031933333,15.215838555,1.6308581716667,377.840424364,93.5659680793333,127.994063247659,15.155698095,60.171530961,0.315399537,530.766576394395,399.324387401339,131.442188993056,959.342966492167,432.099404880264,530.766576394395,1922.20894776683
2023-10-01,2023,"Q4","2023/24","Q2","October",133.617416820322,0.869851594,173.619069022667,9.746916875,22.801271279,29.7512239187181,139.192641559088,51.220396765,593.489600912833,3.600704856,6.351215948,755.891311586988,71.6306161803333,19.252343998,2.6934685476667,1488.647924702,109.110637969333,169.066301686355,54.185173167,87.496524767,0,279.598228355556,249.769855535443,29.8283728201135,3294.01805745117,551.858826600137,279.598228355556,4125.47511240686
2023-11-01,2023,"Q4","2023/24","Q2","November",97.0048666923215,3.992588387,9.34962725366667,1.566843994,10.530670398,41.3955013717181,117.491174754088,125.828538316,399.392377584833,2.135469227,23.005894923,625.559861700988,2.69672718533333,18.141490854,5.9976381526667,476.490314613,192.284622149333,170.956473269355,30.706571613,91.634804596,3.81030396,761.10473483127,727.507821548164,33.5969132831061,1874.31295542017,551.858826600137,761.10473483127,3187.27651685157
2023-12-01,2023,"Q4","2023/24","Q2","December",111.696003441322,5.427237861,10.9150098356667,23.823667787,4.444434155,23.3394783137181,14.1205466200875,16.449646552,139.451221791833,5.482614977,8.474003176,584.741167754988,10.1977734213333,19.505572864,2.3840722136667,713.591178328,96.0078469343333,171.438218668355,26.915142276,57.955097463,1.542304419,408.33705285399,214.569269250393,193.767783603597,1492.03129612017,551.858826600137,408.33705285399,2452.22717557429
2024-01-01,2024,"Q1","2023/24","Q3","January",71.7818307544023,13.456669417,28.9792407581667,0.900333563333333,9.97969717483333,10.6287479507206,38.9243347650875,38.874328996,33.7059353249057,1.159286172,6.918977631,527.954618639324,90.1401512003333,15.712536537,2.58373828850003,496.684800435667,108.806296925167,125.324528004515,31.99065814,84.526507019,8.67491287,707.4688093213,455.655399238464,251.813410082835,1241.72689305167,493.32223756011,707.4688093213,2442.51793993308
2024-02-01,2024,"Q1","2023/24","Q3","February",68.9311407644023,0.690548514,4.51869923216667,1.31792395033333,2.52200374283333,13.4548131167206,16.5880397430875,32.000782029,215.299689828906,3.521788887,3.81124601,584.894145743324,5.61220807833333,19.093477823,1.86750624850003,567.091574332667,247.465178786167,128.202246352515,36.755913993,79.003547257,1.892394752,438.916328617845,399.283209462,39.6331191558449,1548.03382427867,493.32223756011,438.916328617845,2480.27239045662
2024-03-01,2024,"Q1","2023/24","Q3","March",86.3623479234023,1.882346845,5.68546481016667,23.7679634193333,5.56706468983333,20.8955272417206,331.017058913088,35.425571594,190.932139540906,5.548116318,11.68683155,662.531960530324,54.9245425193333,18.542826501,8.94993984350003,683.366818215667,125.682931601167,127.100573507515,22.257731985,64.689825153,0.093863999,505.852942935403,356.602294965,149.250647970403,1957.03756669467,493.32223756011,505.852942935403,2956.21274719018
2024-04-01,2024,"Q2","2023/24","Q4","April",55.5383165133713,4.429258517,22.5124267751667,1.41829550533333,20.5232565938333,40.689352844,285.444537223667,22.952998985,249.87242879294,3.770696983,28.65097186,526.630204304469,3.04089530833333,18.362541954,2.39460653183333,1180.12173002667,120.345228353167,37.6160644237826,34.311459403,82.575157356,2.543271238,277.724508938119,213.21941746,64.505091478119,2456.89559184467,331.12304797771,277.724508938119,3065.7431487605
2024-05-01,2024,"Q2","2023/24","Q4","May",117.789382495371,22.903017389,28.5749443081667,23.8001520953333,13.7043033258333,34.296142924,20.0815284396667,105.89844061,515.93364943494,20.307316934,6.012428326,702.945795811469,85.5319634263333,24.536355798,5.64745447483333,723.011044970667,257.910764047167,43.0270960007826,53.012258554,73.008694399,4.996642779,749.682627682833,686.743500827099,62.9391268557344,2555.52338323867,331.12304797771,749.682627682833,3636.32905889921
2024-06-01,2024,"Q2","2023/24","Q4","June",157.978049102371,15.070292184,161.797015600167,7.96955013833333,36.9927795388333,63.508234334,35.8777913746667,22.145191412,260.97992942294,70.24864503,24.872803573,807.049135691469,642.952541420333,33.721824489,4.79374409583333,876.666556663667,270.617395631167,49.6109881007826,32.228948854,85.634681369,2.140881113,475.104394442972,310.779454398099,164.324940044873,2762.70106420367,331.12304797771,475.104394442972,3568.92850662435
2024-07-01,2024,"Q3","2024/25","Q1","July",47.6889877994129,0.553643025127923,335.044918418176,0.470871505304833,111.956471276502,274.014753784218,36.7971094523662,69.645077862625,82.8639840193556,115.227241012974,1.10354040810257,631.849180140382,24.4564602912709,9.19172078645171,31.1524260038947,389.247783299569,45.6492655767534,160.476219907838,35.6249711933567,153.203630207154,0,886.650242106663,666.356769328,220.293472778662,2006.69332825067,676.894594983166,886.650242106663,3570.2381653405
2024-08-01,2024,"Q3","2024/25","Q1","August",57.0682751474129,1.092235667,137.592863689,0.763750689,9.23666350156387,11.1083079419485,1223.53655748574,3.823394875,256.511392331178,1.647339901,12.943745642,828.396910193674,39.605084679,21.288305918,3.42477188319656,461.712884576667,367.180563768,161.488545514451,38.83463957,73.975961572,0,687.358575565103,571.002236377,116.356339188103,1956.76194364967,676.894594983166,687.358575565103,3321.01511419794
2024-09-01,2024,"Q3","2024/25","Q1","September",62.1718769144129,1.691010634,6.068763302,102.972976832,2.67704603456388,10.6019465759485,10.9078006427417,1.586121614,66.279306944178,0.538684166,3.713449914,671.703999160674,77.733199894,14.813221483,5.21050885219656,476.699728753667,103.280396639,160.035438466451,18.777632142,65.956440111,1.83786142,445.845632906188,366.961485596,78.8841473101875,1175.75382842767,676.894594983166,445.845632906188,2298.49405631702
2024-10-01,2024,"Q4","2024/25","Q2","October",76.1879293010498,5.507982259,77.899878642,2.993785575,15.650244633,15.773833763,102.169314498643,21.148515426,304.228551711111,4.623954582,6.447797763,688.326565386472,2.46602819,19.070347543,2.6303981336667,1058.68461772567,151.792613752,132.15955074926,43.770023714,140.729884034,7.84107248,268.610751914326,234.854524946,33.7562269683256,2371.36162654267,511.231915882202,268.610751914326,3151.20429433919
2024-11-01,2024,"Q4","2024/25","Q2","November",114.96171719805,4.093611658,9.086823521,1.003867821,7.973042453,25.178192905,39.2260261156431,30.036389068,241.953004900111,19.173336878,7.105737759,708.029986178472,23.93012145,17.803534576,5.6126402136667,632.620142728667,141.1473117,130.44734075826,45.406608011,77.169294089,0.383214204,1251.97890704765,1143.638074816,108.340832231646,1768.95739088167,511.231915882202,1251.97890704765,3532.16821381151
2024-12-01,2024,"Q4","2024/25","Q2","December",75.9723050870498,7.419340186,12.120886358,1.667216075,5.059565439,19.046646353,11.3197159806431,7.870178656,234.355022075111,16.239763209,6.565397768,611.651144205471,6.729996238,14.2502859,8.4246178366667,583.773793218667,103.517724246,130.18216092626,25.000501843,68.035145663,7.710038402,278.777862081846,134.360637133,144.417224948846,1411.86589196467,511.231915882202,278.777862081846,2201.87566992871
2025-01-01,2025,"Q1","2024/25","Q3","January",63.131639520544,3.182904769,56.959787326,12.718438067,3.523515665,29.8445425974106,589.863873239643,21.455371352,29.2443566424445,17.377008251,30.580462795,623.960230512159,5.487038582,13.846819316,6.4155155086667,1028.67216991783,133.247528534,124.940563070356,37.833559017,84.139464782,0.740045592,1318.75818413735,1103.454299331,215.303884806351,2450.22488147483,570.954219340225,1318.75818413735,4339.93728495241
2025-02-01,2025,"Q1","2024/25","Q3","February",61.729070378544,2.615351385,6.337742807,3.632091427,8.381094796,28.8442103804106,45.4230242856431,5.479827816,157.548956740444,4.811064776,8.361933692,860.450584039159,42.511173886,17.428208203,5.2884961376667,486.992991347833,110.731672778,123.957900136356,38.664259251,64.869002411,0.404757273,578.337681018047,540.327334056,38.0103469620464,1514.94771724683,570.954219340225,578.337681018047,2664.2396176051
2025-03-01,2025,"Q1","2024/25","Q3","March",209.785674685544,4.767294294,10.038569189,4.495192218,14.361486983,71.0637156774106,16.3906558076431,445.557006392,56.9308101404445,14.365937184,6.551918501,612.073517165159,11.351141586,15.135152573,1.6463852386667,533.981886128833,120.326518089,124.519462439356,23.958727778,60.767972772,3.643939508,476.221585893875,350.236949178,125.984636715875,1790.00382689183,570.954219340225,476.221585893875,2837.17963212593
2025-04-01,2025,"Q2","2024/25","Q4","April",54.019105991648,6.613020268,85.173497366,12.72915288,7.971592335,21.8155939576666,50.6654915184209,24.809482526,471.318105322667,8.151046282,5.747091519,870.404630513955,4.440315795,16.988850949,8.31577202366674,1289.69698422983,128.408034221,97.899941851482,45.430766901,85.252183642,4.166818193,628.741028106871,600.767807818,27.9732202888705,2858.07998972083,433.965135653506,628.741028106871,3920.78615348121
2025-05-01,2025,"Q2","2024/25","Q4","May",254.064907135648,7.974247181,176.935150559,122.909957902,12.106818813,39.0061556646666,559.870582723421,40.400514903,727.542092203667,12.115443504,7.060434798,821.498272958955,82.996583768,20.612873366,4.65892625266673,715.909885797833,145.307769103,98.506568445482,45.726426995,67.31515835,3.325979932,1146.5499138669,1053.655420742,92.8944931248952,3520.15642496283,433.965135653506,1146.5499138669,5100.67147448323
2025-06-01,2025,"Q2","2024/25","Q4","June",263.237785146648,16.486062251,25.458524795,8.116131928,35.165033137,52.8019630736666,33.5380059354209,55.252788957,568.218280276667,18.748290605,14.511999956,790.280867225955,108.390492986,28.597653882,18.1245218566667,1573.48901071883,219.345684734,137.721013194482,79.107613057,108.128844326,16.090470028,425.94603134078,295.156809322,130.789222018781,4618.18674546783,433.965135653506,425.94603134078,5478.09791246212
2025-07-01,2025,"Q3","2025/26","Q1","July",45.087696526983,0,0.357130671,0.472867289,21.0807167685,2.87780234366663,33.5436498409208,27.550521824,58.1476903736667,1.289717661,1.206643355,589.400086980212,17.9431548568333,10.404729712,0.880306823720433,1050.98470956333,139.554999939833,115.217629695641,21.715850972,139.764207996,0,1721.73158957932,1546.2081817335,175.523407845824,1745.23710529233,536.781167370311,1721.73158957932,4003.74986224197
2025-08-01,2025,"Q3","2025/26","Q1","August",79.190462669983,0,0.522815626,60.301491515,5.9228475185,12.9965244926666,104.815368381921,2.688881074,57.3288849836667,44.873652602,45.190061259,918.819163927212,68.7909450418333,20.288450008,0.880306823720433,931.979081401333,407.534932706833,118.339521866641,41.505147731,69.964835905,0,829.732976368676,719.487005664,110.245970704676,2457.80513626233,536.781167370311,829.732976368676,3824.31928000132
2025-09-01,2025,"Q3","2025/26","Q1","September",55.747863718983,0,0.197531132,98.924073877,6.5361284965,12.6962116266666,62.6852053109208,4.179262217,159.437378958667,13.083188167,4.155379752,775.526017319213,12.6631910578333,14.034521946,0.880306823720433,987.358382877333,173.115937223833,119.433252003641,45.91356507,61.07855423,1.473724605,799.152635476332,730.462866693,68.6897687833321,2082.06817408033,536.781167370311,799.152635476332,3418.00197692698
2025-10-01,2025,"Q4","2025/26","Q2","October",30.9081812878333,0,0.645503757,1.933379618,13.5346564655,14.030186981,193.373541683587,65.054887442,85.8178442638333,9.284587568,3.609274843,897.165174335308,26.8433516058333,18.579070839,0,1057.47697156833,179.428056975833,143.318131457687,42.428877393,96.68057721,1.066074113,239.308764849264,233.845023248,5.46374160126448,2384.39254317533,502.427479238749,239.308764849264,3126.12878726335
2025-11-01,2025,"Q4","2025/26","Q2","November",77.8990874608333,0,0.355339285,8.660926293,9.0253046545,32.790721635,631.074395271587,16.728407691,521.125230297833,160.858219952,19.989277121,798.445356583308,17.8216498258333,19.548027946,0,1342.53227791833,180.317671016833,149.690846571687,72.620557122,95.281783163,2.915139944,1228.6650386707,1112.944102215,115.720936455697,3701.05644762533,502.427479238749,1228.6650386707,5432.14896553478
2025-12-01,2025,"Q4","2025/26","Q2","December",118.804842497833,0,0.40020958,3.232011784,11.1745105975,21.81081978,74.8127364495875,12.672634638,325.057804264833,7.234844986,5.493232949,649.175980677308,9.16135699283333,19.644606028,0,914.915856705333,138.169804722833,143.361949017687,35.873459455,58.6655691,0.209214131,343.84201897512,137.060704384,206.78131459112,2057.85307215533,502.427479238749,343.84201897512,2904.1225703692
2026-01-01,2026,"Q1","2025/26","Q3","January",93.9144353567416,0,0.4284019,49.570997278,22.951267854,16.979042044308,31.5988150590875,27.223696066,365.41180656025,4.382823235,18.994091583,574.138814189251,14.237047927,15.960711615,0.880306823720433,,139.316912996833,152.009825040131,25.407941971,73.177752303,0.294174131,2039.17783238763,1914.999558236,124.178274151629,2260.45240223583,548.25993065949,2039.17783238763,4847.89016528295
2026-02-01,2026,"Q1","2025/26","Q3","February",54.5431957097417,0,0.510856851,5.721955151,14.635494686,17.950471166308,121.240735027087,24.552527567,389.35598386425,7.811347794,6.139738355,814.947794746251,15.37493857,18.106150063,0.880306823720433,,160.630030977833,154.405126657131,47.550724811,79.442784933,2.307072395,915.487087698526,815.684370053,99.8027176455257,2240.84966033583,548.25993065949,915.487087698526,3704.59667869385
