"Date","Year","Quarter","FY","QFY","Month","EXP_IDPD_SEC","EXP_IDPD_RAW","EXP_IDPD_AGR","EXP_IDPD_EDU","EXP_IDPD_HEA","EXP_IDPD_WAE","EXP_IDPD_JLO","EXP_IDPD_ACC","EXP_IDPD_EAM","EXP_IDPD_TTI","EXP_IDPD_LHUD","EXP_IDPD_SD","EXP_IDPD_ICT","EXP_IDPD_PSM","EXP_IDPD_PAD","EXP_IDPD_PARL","EXP_IDPD_STD","EXP_IDPD_TOU","EXP_IDPD_LGOV","EXP_IDPD_I","EXP_IDPD_I_DOM","EXP_IDPD_I_EXT","EXP_IDPD_CEN_TOT","EXP_IDPD_LGP_TOT","EXP_IDPD_I_TOT","EXP_IDPD"
2018-03-01,2018,"Q1","2017/18","Q3","March",8.07413038359691,153.12166896572,7.00257006605623,13.6721723539717,3.15107814254137,8.91354965300908,0,13.2839730311443,47.7955635592213,0,0,0,31.4255572762345,25.0500030486192,0,0,0,,,0,0,0,311.490266480114,0,0,311.490266480114
2018-04-01,2018,"Q2","2017/18","Q4","April",0.490005696813551,41.9990558420741,0.959787329300726,16.6439763448166,15.2780275743674,24.1009212307281,0,24.1049634402573,136.114736583531,0,0,0,21.6944670962316,7.66139230455642,0,0,0,,,0,0,0,289.047333442677,0,0,289.047333442677
2018-05-01,2018,"Q2","2017/18","Q4","May",3.4673360801112,39.7022810968825,5.43196455060992,2.65536661178616,4.21838655237608,2.57172557930054,0,7.85719746068596,14.8127010219047,0,0,0,0,26.9807961674684,0,0,0,,,0,0,0,107.697755121125,0,0,107.697755121125
2018-06-01,2018,"Q2","2017/18","Q4","June",6.22071468865245,51.5948467756761,5.71347918985917,44.1556873461072,21.0841993016837,0,0,4.68556357203824,10.9743939093192,0,0,0,0,65.4017785404899,0,0,0,,,0,0,0,209.830663323826,0,0,209.830663323826
2018-07-01,2018,"Q3","2018/19","Q1","July",106.364940053412,10.5325505707983,0.522356199988486,33.2669706497154,30.0616006101314,247.111922392342,0,4.87797770838331,108.417460091456,0,0,0,0,8.35313066873905,0,0,0,,,0,0,0,549.508908944965,0,0,549.508908944965
2018-08-01,2018,"Q3","2018/19","Q1","August",0,51.4662736575209,0,14.7405418579213,22.7540741050908,141.249987974273,0,5.967252,52.3066890950701,0,0,0,0,17.4819908605582,0,0,0,,,0,0,0,305.966809550434,0,0,305.966809550434
2018-09-01,2018,"Q3","2018/19","Q1","September",44.9232783137067,72.2311724532614,27.5328471018328,8.82308021485271,2.30529663948574,4.05723798188691,0,7.96408786056337,7.45027602731605,0,0,0,0,10.1824208041247,0,0,0,,,0,0,0,185.46969739703,0,0,185.46969739703
2018-10-01,2018,"Q4","2018/19","Q2","October",6.21303546675238,25.1542217562808,78.0115777819558,4.4410764884569,8.33607266176533,20.4180404688084,0,6.79557624703497,3.00352889657541,0,0,0,0,12.8443322556733,0,0,0,,,0,0,0,165.217462023303,0,0,165.217462023303
2018-11-01,2018,"Q4","2018/19","Q2","November",65.9039047979545,94.2448700883928,21.5676684650782,46.4114864007991,116.271920635746,21.2009727502222,0,1.1307046061879,49.4800120900997,0,0,0,0,18.3567783695324,0,0,0,,,0,0,0,434.568318204013,0,0,434.568318204013
2018-12-01,2018,"Q4","2018/19","Q2","December",0,124.779472026056,7.79453348068968,69.4542305975576,15.9543613245484,50.2379717524389,0,31.1176416882703,154.668782602169,0,0,0,7.49352971352949,66.5011960740688,0,0,0,,,0,0,0,528.001719259328,0,0,528.001719259328
2019-01-01,2019,"Q1","2018/19","Q3","January",4.55823359678818,46.9349773661352,5.17761921348926,6.21171161801128,3.11189589297466,7.94852820167974,0,22.9867474715071,33.2088126248103,0,0,0,0,67.3335649485759,0,0,0,,,0,0,0,197.472090933972,0,0,197.472090933972
2019-02-01,2019,"Q1","2018/19","Q3","February",46.8698351231935,23.0381625926331,0,19.4726462365987,6.48783597513309,91.6217774435307,0,10.1870863262567,13.1132938100253,0,0,0,0,68.8096714508279,0,0,0,,,0,0,0,279.600308958199,0,0,279.600308958199
2019-03-01,2019,"Q1","2018/19","Q3","March",18.1739414296465,39.2168172798238,0,13.2379521678838,1.28914547373271,10.2699585551253,0,2.32555832308615,43.0198886250129,2.79066998770338,0,0,0,47.5828751779544,0,0,0,,,0,0,0,177.906807019969,0,0,177.906807019969
2019-04-01,2019,"Q2","2018/19","Q4","April",38.9717115122629,136.511875394567,10.6626295873539,65.2281599982914,56.339385310062,85.930749077533,0,0.374617946202536,58.7846724805396,0,0,0,19.5856094263188,47.6412385784923,0,0,0,,,0,0,0,520.030649311623,0,0,520.030649311623
2019-05-01,2019,"Q2","2018/19","Q4","May",2.86299462580921,91.5146081380533,0.816881018021909,5.12993509907751,13.6023897025041,39.1662598418958,0,40.0975257492292,13.2082986070721,0,0,0,82.7693261133415,50.8272627483498,0,0,0,,,0,0,0,339.995481643354,0,0,339.995481643354
2019-06-01,2019,"Q2","2018/19","Q4","June",1.61564958215536,35.4659734475269,0,15.0919053911254,47.598697879807,3.36906165313008,0,0.21298875529492,162.03965288498,0,161.72485600553,0,0,37.650263378548,0,0,0,,,0,0,0,464.769048978098,0,0,464.769048978098
2019-07-01,2019,"Q3","2019/20","Q1","July",0.603654132645293,56.253905105534,4.36675632435249,4.67513160198908,56.5420674136528,23.4739921678182,0,0.298360684234092,45.7773153154331,0,0,0,0,14.8610092253148,0,0,0,0,,0,0,0,0,0,206.852191970974,206.852191970974
2019-08-01,2019,"Q3","2019/20","Q1","August",32.8851876138857,98.4257407260813,3.61415759730809,39.8438776339311,71.3266876789367,12.535921508871,0,6.90227484897811,105.868840425494,0,0,0,0,65.3634863425656,0,0,0,0,,0,0,0,0,0,436.766174376051,436.766174376051
2019-09-01,2019,"Q3","2019/20","Q1","September",0.144827621806063,91.0645293674179,35.784436349669,8.28529356179952,49.984738830685,48.6334593249207,99.0406558156096,3.04028881557982,28.6829594422618,0,0,0,0,13.510256015461,0,0,0,0,,0,0,0,0,0,378.17144514521,378.17144514521
2019-10-01,2019,"Q4","2019/20","Q2","October",117.35941791971,98.6461070509316,8.95140369997435,25.889973723218,15.0534342236481,2.39206660938692,25.2163362182186,2.66291388836277,48.1853545543627,0,0,0,0,88.6472555577893,0,0,0,0,,0,0,0,0,0,433.004263445602,433.004263445602
2019-11-01,2019,"Q4","2019/20","Q2","November",1.44428871504779,34.0196394757164,12.9801762953645,0.676244502692265,31.9923488952929,4.96561046907548,0,21.2943756193182,13.7436435118486,0,0,0,0,131.876192332379,0,0,0,0,,0,0,0,0,0,252.992519816735,252.992519816735
2019-12-01,2019,"Q4","2019/20","Q2","December",30.1664411297375,43.8073001039508,2.71992713070871,8.19192478257736,14.1922268092079,113.020816996033,26.462037043196,12.4435984318482,76.1401752391247,0,0,0,0,11.0028002107387,0,0,0,0,,0,0,0,0,0,338.147247877123,338.147247877123
2020-01-01,2020,"Q1","2019/20","Q3","January",52.2316896179294,80.0705880354523,14.9080129265397,6.82478029960862,10.5584542173208,73.7753408850612,19.649275700311,3.85220865385079,35.3995210999973,0,0,0,30.3047480246033,35.5326999039791,0,0,0,0,,0,0,0,0,0,363.107319364653,363.107319364653
2020-02-01,2020,"Q1","2019/20","Q3","February",13.0569618159934,23.5331606262864,0.69151239545203,8.18677358269278,54.7477913178191,5.03569006140392,0,3.23006594846602,29.0151139340647,3.06750484417581,0,0,0,34.3990528511243,0,0,0,0,,0,0,0,0,0,174.963627377478,174.963627377478
2020-03-01,2020,"Q1","2019/20","Q3","March",0,96.9239652517407,0,3.15676732771906,7.01123076134193,7.33661469627188,12.0050373180675,98.4243217765807,95.2065250766381,0,0,0,52.5178080576004,34.3965278680688,0,0,0,0,,0,0,0,0,0,406.978798134029,406.978798134029
2020-04-01,2020,"Q2","2019/20","Q4","April",0,26.8800968958334,68.0023661203521,12.1989007610881,30.7959842528884,5.26727940033429,0,0,44.9672779392002,0,0,0,0,30.0762518754743,0,0,0,0,,0,0,0,0,0,218.188157245171,218.188157245171
2020-05-01,2020,"Q2","2019/20","Q4","May",0,32.5567731076139,15.4407432661643,0.269322227998468,2.24393244982834,82.8758711632535,27.0086606048191,373.320005948896,0.642278991779021,0,0,0,0,3.07501207701189,0,0,0,0,,0,0,0,0,0,537.432599837364,537.432599837364
2020-06-01,2020,"Q2","2019/20","Q4","June",0,21.0091339489129,69.3502366252137,0,42.1796222773393,2.09110982873681,22.3266595494635,28.6679774301389,13.8939239825901,0,0,0,0,20.809982882474,0,0,0,0,,0,0,0,0,0,220.328646524869,220.328646524869
2020-07-01,2020,"Q3","2020/21","Q1","July",9.31900570355096,6.40048727866048,0,4.68408424509938,34.2079341472783,35.8019735313329,0,1.74505831614468,57.0973015373334,0,118.398263080674,0,10.5255378053515,6.42988929364416,0,0,0,0,0,0,0,0,284.609534939069,0,0,284.609534939069
2020-08-01,2020,"Q3","2020/21","Q1","August",45.9513043796645,22.4298645427364,0,0,38.9465926938857,2.50766883949931,0,0,103.328397473404,0,0,0,0,14.5159075417263,0,0,0,0,0,0,0,0,227.679735470916,0,0,227.679735470916
2020-09-01,2020,"Q3","2020/21","Q1","September",22.1970075655838,538.789093759895,1.09449191269126,4.05976513599444,86.2919770095132,7.98018476865741,0,10.353497736109,29.65845771398,0,0,0,0,74.7692320152706,0,0,0,0,0,0,0,0,775.193707617695,0,0,775.193707617695
2020-10-01,2020,"Q4","2020/21","Q2","October",0,21.3949366350444,0,3.90509872952097,106.578998181885,1.4226190734573,0,0.101295142750321,17.7953531271306,1.93111388607785,0,0,0,137.000010024319,0,0,0,0,0,0,0,0,290.129424800186,0,0,290.129424800186
2020-11-01,2020,"Q4","2020/21","Q2","November",18.5755522042941,139.88896020339,2.43529157820242,30.9839696890413,46.8482422123613,2.32304321895558,13.7974695740454,65.6802657717319,26.5700819692451,0,0,0,0,24.2895945648701,0,0,0,0,0,0,0,0,371.392470986138,0,0,371.392470986138
2020-12-01,2020,"Q4","2020/21","Q2","December",127.906871369861,181.119820613598,85.7250080667263,0,29.9578331931821,306.162955514427,45.2435964989576,34.7660265667207,118.667220088085,1.36361957712845,0,0,0,16.7117399105447,0,0,0,0,0,0,0,0,947.624691399232,0,0,947.624691399232
2021-01-01,2021,"Q1","2020/21","Q3","January",4.76555869659161,46.5086614675323,0,3.08734319867919,53.6308809007836,0.584080916067156,17.1591427687561,5.55561684951069,7.82704619922751,14.2853192609624,0,0,0,78.3258768915219,0,0,0,0,0,0,0,0,231.729527149632,0,0,231.729527149632
2021-02-01,2021,"Q1","2020/21","Q3","February",47.7633619711221,17.0276846407237,7.05485604687796,0,54.4719463825086,5.02882390012387,0,0,7.13688533038095,0,0,0,0,16.2992253401205,0,0,0,0,0,0,0,0,154.782783611858,0,0,154.782783611858
2021-03-01,2021,"Q1","2020/21","Q3","March",122.535146168824,330.103774246768,0,16.7844977938927,181.341050757778,53.9709043289955,0,96.9720047771384,77.9505669095037,0,0,0,0,26.9047747113507,0,0,0,0,0,0,0,0,906.562719694251,0,0,906.562719694251
2021-04-01,2021,"Q2","2020/21","Q4","April",0,35.9965412640144,0,0.568210447297111,80.0017882682996,11.6886692760702,0,2.11747518160169,33.8716297678138,0,0,0,0,23.7500697259082,0,0,0,0,0,0,0,0,187.994383931005,0,0,187.994383931005
2021-05-01,2021,"Q2","2020/21","Q4","May",4.21916967542084,530.093232210047,0,5.13161056569623,-2.09790871015873,4.23159406754921,0,1.47024202784658,10.4121917564108,0,0,0,53.3168568978283,6.11882983672502,0,0,0,0,0,0,0,0,612.895818327365,0,0,612.895818327365
2021-06-01,2021,"Q2","2020/21","Q4","June",3.38611260147451,31.1767144335649,0,4.4909469898493,246.513093284942,32.8509604896324,31.0340705644257,23.7578582037574,70.2258319867066,0,0,0,29.5791867415793,15.0220232397265,0,0,0,0,0,0,0,0,488.036798535659,0,0,488.036798535659
2021-07-01,2021,"Q3","2021/22","Q1","July",62.6891715230697,35.0613078886322,48.9967377293619,0,131.06955660759,32.9176317720203,3.24333827351409,24.0686106487976,28.2526759583936,0,0,0,0,3.33563455371437,0,0,0,0,0,0,0,0,369.634664955094,0,0,369.634664955094
2021-08-01,2021,"Q3","2021/22","Q1","August",10.3684563788942,629.010156735555,0.334208690256631,0,33.9950626130847,8.18402646334304,0,12.4932575620127,81.2387322312249,0,289.816479138388,0,0,56.0158573756177,0,0,0,0,0,0,0,0,1121.45623718838,0,0,1121.45623718838
2021-09-01,2021,"Q3","2021/22","Q1","September",50.6741163313431,101.145305566782,2.18825743787069,12.2277482429802,180.045258118952,1.23566846820006,0,8.22636012251259,40.0728829416288,17.095739327457,0,0,37.2605732402274,28.9700248991877,0,0,0,0,0,0,0,0,479.141934697142,0,0,479.141934697142
2021-10-01,2021,"Q4","2021/22","Q2","October",0,140.378692095106,1.32073814020891,32.6541385905768,26.8255015209999,1.67549672192316,0,10.4007733517646,21.4407246894782,0,0,0,0,19.7415028035605,0,0,0,0,0,0,0,0,254.437567913618,0,0,254.437567913618
2021-11-01,2021,"Q4","2021/22","Q2","November",0,102.002972851082,1.04535180363468,1.68984647024209,20.8772941278679,5.65844884491591,0,0,27.0624835723346,5.91217154395124,19.3461110731389,0,17.0793760024642,20.159192640307,0,0,0,0,0,0,0,0,220.833248929938,0,0,220.833248929938
2021-12-01,2021,"Q4","2021/22","Q2","December",20.3586710346321,65.0078609320256,1.46010178042116,7.83015222633746,15.2948584519892,184.708014822764,5.46613670162384,1.89211900726527,66.5212877916177,0,0,0,6.86243273597555,18.2070182622101,0,0,0,0,0,0,0,0,393.608653746862,0,0,393.608653746862
2022-01-01,2022,"Q1","2021/22","Q3","January",0,92.9833968177037,7.2879523384515,7.33363384476374,6.57837530175692,19.5356738117358,0,78.018924334821,8.8915814609866,0,0,0,0,40.443465868296,0,0,0,0,0,0,0,0,261.073003778515,0,0,261.073003778515
2022-02-01,2022,"Q1","2021/22","Q3","February",0,300.971944053473,24.1527212280476,47.8160124634487,24.0326775747446,45.259201171235,0,22.4925471311017,88.8692941822011,9.09777124086743,0,0,0,2.3851784506235,0,0,0,0,0,0,0,0,565.077347495743,0,0,565.077347495743
2022-03-01,2022,"Q1","2021/22","Q3","March",16.4322777202148,65.4879855058987,3.1419337484303,14.3188510634145,36.9770696689825,41.1030231759566,0,0.011290886226449,190.733221763783,0,0,0,11.7738294274048,6.2145904177712,0,0,0,0,0,0,0,0,386.194073378083,0,0,386.194073378083
2022-04-01,2022,"Q2","2021/22","Q4","April",1.4225911879331,-2.33256425630414,0.0641823029635722,2.39268413887929,0.244848323546595,0.0384978423050063,0,0.451499475962996,2.85609926175541,0,0,0,0,1.96005676280095,0,0,0,0,0,0,0,0,7.09789503984277,0,0,7.09789503984277
2022-05-01,2022,"Q2","2021/22","Q4","May",0,78.2447324788051,5.77838055384686,29.3145513845796,2.94296707560553,28.9683166260744,0,0,126.859829035358,2.86040975060788,0,0,0,4.63500980593625,0,0,0,0,0,0,0,0,279.604196710814,0,0,279.604196710814
2022-06-01,2022,"Q2","2021/22","Q4","June",0,142.808320186896,10.9986413773203,5.61089161365225,12.845406973215,24.9849520579321,0,0.585644602215806,99.4295274846808,0,0,0,0,8.86990736203269,0,0,0,0,0,0,0,0,306.133291657945,0,0,306.133291657945
