"Date","Year","Quarter","FY","QFY","Month","EXP_IDPD_SEC","EXP_IDPD_RAW","EXP_IDPD_AGR","EXP_IDPD_EDU","EXP_IDPD_HEA","EXP_IDPD_WAE","EXP_IDPD_JLO","EXP_IDPD_ACC","EXP_IDPD_EAM","EXP_IDPD_TTI","EXP_IDPD_LHUD","EXP_IDPD_SD","EXP_IDPD_ICT","EXP_IDPD_PSM","EXP_IDPD_PAD","EXP_IDPD_PARL","EXP_IDPD_STD","EXP_IDPD_TOU","EXP_IDPD_LGOV","EXP_IDPD_I","EXP_IDPD_I_DOM","EXP_IDPD_I_EXT","EXP_IDPD_CEN_TOT","EXP_IDPD_LGP_TOT","EXP_IDPD_I_TOT","EXP_IDPD"
2010-04-01,2010,"Q2","2009/10","Q4","April",19.267733289567,10.8568069379559,0.433246828407434,0.400848047577662,5.40715192425032,0,0,15.5977578127124,1.74730697391029,0.350159259137467,0,0,0,10.8566337629552,0,0,,,,0,0,0,64.9176448364737,0,0,64.9176448364737
2010-05-01,2010,"Q2","2009/10","Q4","May",0,0.469121807188018,2.61486129224421,4.07702777437623,95.2934851177655,9.59356631996159,0.00923022510298759,0.136288549283332,30.7991982469782,0.629407678576954,0,0.132881335551248,0,31.5753689928272,0,0,,,,0,0,0,175.330437339855,0,0,175.330437339855
2010-06-01,2010,"Q2","2009/10","Q4","June",0,1.97515021352755,2.43965780166491,1.98001167733994,6.80531141362237,0.309020464263834,0,0.424149608303998,39.3556096728442,0.596078380712617,0,0,0,81.3467757918206,0,0,,,,0,0,0,135.2317650241,0,0,135.2317650241
2010-07-01,2010,"Q3","2010/11","Q1","July",0.788410038944947,0.843327118143898,0.163845129363104,0.182560297080031,0.0724267601180959,0.00815962141541488,0.00200231121001891,0.0316066696662467,2.30109352481843,0.0200231121001891,0,0,1.22259370461446,0.678383932987518,0,0,,,,0,0,0,6.31443222046235,0,0,6.31443222046235
2010-08-01,2010,"Q3","2010/11","Q1","August",0,0.112218740786941,0.0901681465798274,0.0408313684012603,0.319586045329672,0.0094308122903378,0.033062244326866,0.398503747497983,1.20391198608022,0,0,0,0.604147448783191,0.0713062585345415,0,0,,,,0,0,0,2.88316679861084,0,0,2.88316679861084
2010-09-01,2010,"Q3","2010/11","Q1","September",0,0.588452804977649,0.268027443865709,0.00179429459954961,0.334331364764215,0.115662112049083,0.000429252781494924,0.233736291233007,1.16611792140995,0.00491441514603688,0,0.00998494490567398,1.10123827560395,0.18331378205219,0.0893523155161368,0,,,,0,0,0,4.09735521890464,0,0,4.09735521890464
2010-10-01,2010,"Q4","2010/11","Q2","October",29.4276489249311,12.6156334166335,14.8662082228757,3.33307813410456,16.8522041359595,0.375172880817372,0.977024276755707,39.0063017450804,68.0955291860321,0.0707637111111066,0,0,0,25.4059309852807,0,0,,,,0,0,0,211.025495619582,0,0,211.025495619582
2010-11-01,2010,"Q4","2010/11","Q2","November",24.0991531405377,30.3364561723159,12.9296538264817,6.63712332067581,5.68828010377784,0.361473598602128,6.4820394216021,11.3624732441142,51.2640966761738,0.0344346391925775,0,1.08404441948837,0,15.2878984848111,0,0,,,,0,0,0,165.567127047773,0,0,165.567127047773
2010-12-01,2010,"Q4","2010/11","Q2","December",37.6111046493833,31.6226476716324,0.704130081276908,30.4769113749392,5.32951496773694,3.28242388784478,1.74567103600793,0.1314732799332,22.685413193314,0,0,0,0,15.6261817109266,0,0,,,,0,0,0,149.215471852995,0,0,149.215471852995
2011-01-01,2011,"Q1","2010/11","Q3","January",0,17.8902841977128,3.45618574821608,0.535098275628271,7.00946749107479,1.26425941547491,0.234801447075877,0.62416649053622,0.0429176878892705,0,0,0,0,9.62188977892997,0,0,,,,0,0,0,40.6790705325381,0,0,40.6790705325381
2011-02-01,2011,"Q1","2010/11","Q3","February",10.4996687427195,5.94979151844914,2.72107593794332,2.40234480274834,9.12305815531121,0.025311351813582,0.071955662272027,1.40966687080593,36.3916148189499,0.0437994774094368,0,0,0,22.9150983199639,0,0,,,,0,0,0,91.5533856583863,0,0,91.5533856583863
2011-03-01,2011,"Q1","2010/11","Q3","March",0,19.5491826203935,3.56684069656742,3.62558665987581,6.42603899350289,0,1.41612853299045,3.05470113475114,4.97452883379966,0.457755149358599,0,0,1.0156372133742,11.5983201481479,0,0,,,,0,0,0,55.6847199827616,0,0,55.6847199827616
2011-04-01,2011,"Q2","2010/11","Q4","April",20.7347113318437,16.404895189572,16.7367730132056,2.96211094998758,11.5008482269432,0.860301449276654,0,4.63852979942249,8.22653360200254,0,0,0,0,14.0020869321901,0,0,,,,0,0,0,96.0667904944439,0,0,96.0667904944439
2011-05-01,2011,"Q2","2010/11","Q4","May",23.471652728215,5.52678055741418,0.346740906057888,4.26969726859571,19.759697363651,0.0706700930180171,0.799077403703694,8.79503103875105,19.0995503166851,0,0,0,0,19.4203321231635,0,0,,,,0,0,0,101.559229799255,0,0,101.559229799255
2011-06-01,2011,"Q2","2010/11","Q4","June",34.2054570642745,1.7771591048177,14.884383405682,1.2132459513638,16.7834059410415,2.91352783975508,1.08812564932611,8.51276307952826,11.3073641403617,0.179541415701631,0,0,0,24.5301961166917,0,0,,,,0,0,0,117.395169708544,0,0,117.395169708544
2011-07-01,2011,"Q3","2011/12","Q1","July",20.4575806012627,72.3596695401008,4.86210050812357,1.76507451002832,0.410162245329438,8.00991166513066,3.15758098576935,5.65305796764502,5.20795417673044,0,0,0,0,64.5927375774775,0,0,,,,0,0,0,186.475829777598,0,0,186.475829777598
2011-08-01,2011,"Q3","2011/12","Q1","August",16.0342291676601,80.509965049211,21.5087393981262,0,4.68894271228717,4.77650215561402,1.31097633145071,4.88198449125353,19.8241843197581,0,0,0,0,16.8185021732184,0.0453660427109482,0,,,,0,0,0,170.39939184129,0,0,170.39939184129
2011-09-01,2011,"Q3","2011/12","Q1","September",6.85053831191859,48.059132996103,0.663352198361949,2.09145573569078,0.129138942463819,2.36696467867909,2.75638356147002,0.371879669489261,6.24057746768079,0,2.70415985996786,0,0,11.8545209372977,0,0,,,,0,0,0,84.0881043591229,0,0,84.0881043591229
2011-10-01,2011,"Q4","2011/12","Q2","October",5.55233872779574,8.78078528107324,0.563365735083322,1.62229851037666,5.58091913643081,2.8217256901512,0,4.34552603911067,8.12773030520692,0,0.249819968171303,0,0,2.24930872280466,0,0,,,,0,0,0,39.8938181162045,0,0,39.8938181162045
2011-11-01,2011,"Q4","2011/12","Q2","November",7.4047040877133,2.83539141405153,0.818118383407133,2.25754787281589,25.5078200707287,2.31299326231927,0,4.09057647049656,12.1788653253852,0,0,0,0,6.19107967335496,0,0,,,,0,0,0,63.5970965602726,0,0,63.5970965602726
2011-12-01,2011,"Q4","2011/12","Q2","December",5.54962386087645,20.1227635952164,4.03327340709084,1.9723256245453,6.02669770087229,3.11973840039235,0,2.46288921654877,13.4925251025041,0,7.18345205447145,0.181613410116349,1.28885636671435,12.1204866525413,0,0,,,,0,0,0,77.55424539189,0,0,77.55424539189
2012-01-01,2012,"Q1","2011/12","Q3","January",25.2329499961085,7.84299207558184,8.71883507364922,2.43952379470211,2.15364845394132,12.0503067852198,0,0.370642111771812,10.9345419472852,20.2471404197716,0,0,0,270.745630956549,0.309380093554312,0,,,,0,0,0,361.045591708135,0,0,361.045591708135
2012-02-01,2012,"Q1","2011/12","Q3","February",13.6813924282002,28.8909180660198,11.1630960874758,2.30615997641325,0.471472116592415,0.761015593479027,0,3.49766122936862,4.86502110634394,0,0.367331328384001,0,0,3.86745853315211,0,0,,,,0,0,0,69.8715264654291,0,0,69.8715264654291
2012-03-01,2012,"Q1","2011/12","Q3","March",18.9731212606982,23.1724805884929,4.95025387996237,2.39251210831325,33.05078064455,2.23786698003432,0,1.7552243194962,12.2200724298344,0,0.0342711631094452,0,0,6.75996473323493,0.180167651598115,0,,,,0,0,0,105.726715759324,0,0,105.726715759324
2012-04-01,2012,"Q2","2011/12","Q4","April",0,82.2071749776377,20.0318392786402,15.2643541508953,0,9.54601465098973,0,3.56105796002412,2.91841586602323,0,13.7532830055112,0,0,66.4939066141721,0,0,,,,0,0,0,213.776046503894,0,0,213.776046503894
2012-05-01,2012,"Q2","2011/12","Q4","May",27.7951153043354,18.1592965826951,1.04982150225267,21.3459948909934,1.85531579075088,9.82321652755549,0.0165061174533916,0.303391850308224,38.9990806289406,2.32787171881372,0.518769666024289,2.53650639241782,0,21.6572261533318,0,0,,,,0,0,0,146.388113125873,0,0,146.388113125873
2012-06-01,2012,"Q2","2011/12","Q4","June",20.9357688498354,71.1689024327799,3.75434558591614,24.3212915689347,13.4618674978349,7.18174866763498,0.252314413363473,5.00954512813338,20.3027445949531,0,-0.00152829220946335,0,0,16.1044655110079,0.0750657723757899,0,,,,0,0,0,182.56653173056,0,0,182.56653173056
2012-07-01,2012,"Q3","2012/13","Q1","July",8.03771160160529,10.6288094081447,0,14.8213649149833,20.5010900776875,49.3077001251554,2.32506303176858,20.5957984656401,6.71541437968793,0,0,0,0,51.1572570978411,0,0,,,,0,0,0,184.090209102514,0,0,184.090209102514
2012-08-01,2012,"Q3","2012/13","Q1","August",35.9939995362248,13.7869020952806,24.9496611741249,1.93402035464634,3.13872701182292,4.91310636414299,12.1515891589827,0.449494353619898,12.3258941611621,0,0,0,0,14.3212455122182,0.216386581962451,0,,,,0,0,0,124.181026304188,0,0,124.181026304188
2012-09-01,2012,"Q3","2012/13","Q1","September",0,19.465843192245,0,8.27491823930034,33.0881574656399,19.2546048661681,1.71811878638435,7.87066779290207,20.7443514818715,0,0,0,0,27.4512090610335,0,0,,,,0,0,0,137.867870885545,0,0,137.867870885545
2012-10-01,2012,"Q4","2012/13","Q2","October",13.1948466302618,5.50748148555753,7.47525994593994,36.3183946813099,0.64627913519638,31.1113849380525,0.459215755029599,2.31196297357996,0.70197332804598,0,0,0,0,24.1731443682084,0,0,,,,0,0,0,121.899943241182,0,0,121.899943241182
2012-11-01,2012,"Q4","2012/13","Q2","November",1.96111879981171,155.046341997789,0,4.92066104557376,171.596100173244,8.97171903297257,0,2.17879398502318,15.1797077468821,0,0,0,0,9.83602141133588,0,0,,,,0,0,0,369.690464192632,0,0,369.690464192632
2012-12-01,2012,"Q4","2012/13","Q2","December",32.6768942074688,101.716614859704,5.30189246645044,4.78760353538294,177.585515710732,5.83123993651134,1.55255168551679,19.2514652394349,0.816793174715816,0,0,0,0,29.1169379350302,0,0,,,,0,0,0,378.637508750947,0,0,378.637508750947
2013-01-01,2013,"Q1","2012/13","Q3","January",46.4365382045848,17.4368275490136,0,1.7469348785272,0.302244845801528,7.13963402577423,0,6.63473282705417,10.1625216748782,0,0,0,0,5.76099723140132,0,0,,,,0,0,0,95.6204312370351,0,0,95.6204312370351
2013-02-01,2013,"Q1","2012/13","Q3","February",14.9754047123031,31.8288149420745,0,33.5195054372522,43.1298404033684,0.298122096418255,1.28092634841791,11.2404506804733,9.6429599402706,0,0.302575086234329,0,0,16.0472482570664,0,0,,,,0,0,0,162.265847903879,0,0,162.265847903879
2013-03-01,2013,"Q1","2012/13","Q3","March",26.7212295479791,34.042414057574,0,0.159178577228859,0.451476387465999,21.0579976130602,0,1.58759749449162,27.7631841130979,0,0.581006298865599,0,0,40.4880625236909,0,0,,,,0,0,0,152.852146613454,0,0,152.852146613454
2013-04-01,2013,"Q2","2012/13","Q4","April",1.11762466075804,19.1078124436807,14.1285740878091,6.75795335839968,0.336430632792795,0.0205303318377584,0,2.29307596119226,25.022819865106,0,2.3373806829159,0.205567955740862,0,43.9318999864484,0,0,,,,0,0,0,115.259669966681,0,0,115.259669966681
2013-05-01,2013,"Q2","2012/13","Q4","May",37.8038479239103,49.861434732004,12.782467130854,0.556007080433426,4.59979268852529,3.1337852985907,0.95039890987693,3.49569638473382,3.57182654317298,0,0,0,0,35.0568793281072,0,0,,,,0,0,0,151.812136020209,0,0,151.812136020209
2013-06-01,2013,"Q2","2012/13","Q4","June",11.5792191580063,69.6135685021898,26.003750640949,4.68522296878734,1.97628944278215,0,0,3.78726415063267,1.58543453900712,0,0,0,0,49.7403708142726,0,0,,,,0,0,0,168.971120216627,0,0,168.971120216627
2013-07-01,2013,"Q3","2013/14","Q1","July",103.24875524556,64.4898324237936,19.8260237614011,20.7151827107379,20.7992791552779,7.54802920960099,0,24.0973946485639,16.9309988942779,0,0,0,0,91.0854741828201,0,0,,,,0,0,0,368.740970232033,0,0,368.740970232033
2013-08-01,2013,"Q3","2013/14","Q1","August",1.93684677381304,44.4645241057122,23.0749940860189,24.507672465363,0.649852874859945,17.084596422254,0,6.71412537639703,24.0491211819438,0,0.774738709525217,0,0,17.3779328423188,0,0,,,,0,0,0,160.634404838206,0,0,160.634404838206
2013-09-01,2013,"Q3","2013/14","Q1","September",0.414518977204469,12.6336033874378,17.4350222507217,7.14632296544268,3.14999100432232,1.34658322839389,0.16900389098244,6.28470539520793,5.48478170153088,0,0,0,35.4229375670393,12.5665929043797,0,0,,,,0,0,0,102.054063272663,0,0,102.054063272663
2013-10-01,2013,"Q4","2013/14","Q2","October",57.1688007587209,4.94377649344639,0,12.0620237877521,1.83458781064444,0,0,1.59153632159698,8.42174971415555,1.16325903848304,0,0,0,55.5529775575319,0.149695433414725,0,,,,0,0,0,142.888406915746,0,0,142.888406915746
2013-11-01,2013,"Q4","2013/14","Q2","November",11.0914165064524,55.3778502597506,4.6342637099796,18.7219883983327,1.41397299953598,25.6749741061055,0,0,14.9671032963754,0,0,0,0,30.4165409279348,0,0,,,,0,0,0,162.298110204467,0,0,162.298110204467
2013-12-01,2013,"Q4","2013/14","Q2","December",15.7636943981138,6.42839378693569,0.0412042405097066,5.56212876721667,18.0012912289805,70.8294367377266,0,3.63105189563306,26.7027088371477,2.24786000817365,0,0,0,16.296492198767,0,0,,,,0,0,0,165.504262099204,0,0,165.504262099204
2014-01-01,2014,"Q1","2013/14","Q3","January",21.0934676180191,3.9222900576318,0.11209361527466,3.02353156985132,0,12.1336215810422,0,0,1.49726074973343,0,88.8043001311393,0,0,2.32915085892988,0,0,,,,0,0,0,132.915716181622,0,0,132.915716181622
2014-02-01,2014,"Q1","2013/14","Q3","February",16.2437191407328,43.6950085693968,9.12655430646317,26.170259345064,0.11198578020547,0,0,0.527977789759607,0.488036388492152,0,0,0,0,4.48625862443169,0,0,,,,0,0,0,100.849799944546,0,0,100.849799944546
2014-03-01,2014,"Q1","2013/14","Q3","March",17.5114289929848,13.0613822620478,0.552974127516572,42.1022934774624,26.315425388853,0.234244379011171,0,2.65371541780693,7.44355423669982,0,0,0,0,34.8015673662032,0,0,,,,0,0,0,144.676585648586,0,0,144.676585648586
2014-04-01,2014,"Q2","2013/14","Q4","April",14.7745876608889,17.4132915270257,1.13524320891251,13.0396517936029,0.38130144628847,0.782961922047596,0,0,2.88774697538524,0.0260170165702912,0,0,0,53.9663905513048,0.0706800990214398,0,,,,0,0,0,104.477872201048,0,0,104.477872201048
2014-05-01,2014,"Q2","2013/14","Q4","May",1.00948904601589,44.3219433892402,0,9.32225191196807,0.192475406640628,25.6649925502226,0,1.73252502885405,30.6620129364066,0,1.47119150407838,0,0,23.7016414905204,0,0,,,,0,0,0,138.078523263947,0,0,138.078523263947
2014-06-01,2014,"Q2","2013/14","Q4","June",21.5799897968941,6.38819068897553,13.253219754289,24.0592260609755,60.8799200716209,0.202768608836267,0,2.05727438788588,14.3959473124502,0,0.0539463061434175,0,0,4.91633111740684,0,0,,,,0,0,0,147.786814105478,0,0,147.786814105478
2014-07-01,2014,"Q3","2014/15","Q1","July",3.73070624485105,11.5885290614659,0,12.0674440098352,11.6266018420444,15.5928616863326,0.688872455172391,5.17008886404689,59.8945851526776,1.19974680637146,0.85936818350144,0,0,13.5063658121957,0,0,,,,0,0,0,135.925170118495,0,0,135.925170118495
2014-08-01,2014,"Q3","2014/15","Q1","August",0,120.133899664481,15.6483613941558,28.245455929527,4.84023226468268,16.8656154690132,0.307404030409731,5.11303544517846,13.3720392249807,0,0,0,0,22.1500123639298,0,0,,,,0,0,0,226.676055786359,0,0,226.676055786359
2014-09-01,2014,"Q3","2014/15","Q1","September",62.8158109125422,16.4531293985752,1.41296315799906,7.77271084804131,3.68362790226817,14.0605401204635,0.0679206602170934,0.120369436170535,15.0367815057645,0,0,0,0,43.5706655230533,0,0,,,,0,0,0,164.994519465095,0,0,164.994519465095
2014-10-01,2014,"Q4","2014/15","Q2","October",24.1375015506491,1.24848109638571,-0.585335148780246,6.23783414136613,9.8904392820801,41.9746054778078,0.154196216827925,0.0726570457142246,10.5058075268843,0,0,0,0,5.61105664548446,0,0,,,,0,0,0,99.2472438344195,0,0,99.2472438344195
2014-11-01,2014,"Q4","2014/15","Q2","November",12.6047558597328,15.8868027815379,0,3.85157830117534,3.7962338933169,0.30991743054352,0,0.220030574916717,4.63137921692525,0,0,0,0,21.6367934928453,0,0,,,,0,0,0,62.9374915509937,0,0,62.9374915509937
2014-12-01,2014,"Q4","2014/15","Q2","December",20.086122408755,111.437482051505,6.07451686432832,8.67365707814456,18.4014942948397,75.2178519006046,0.248653408299552,16.4820286277741,35.5604846442747,0,1.42209624155913,0,0,24.6604880357941,0,0,,,,0,0,0,318.264875555879,0,0,318.264875555879
2015-01-01,2015,"Q1","2014/15","Q3","January",35.3427645630759,10.8993434612218,10.9686549412557,30.3197025288716,0.538310050955368,0.33711621246402,17.9056680407552,1.1576542373933,36.0491243175074,0,0,0,0,4.26055012522237,0,0,,,,0,0,0,147.778888478723,0,0,147.778888478723
2015-02-01,2015,"Q1","2014/15","Q3","February",0,11.7495077859462,0.463574339777055,1.98239166218007,14.4578349240792,1.41466586086182,0,2.33451732960429,16.1542415396073,0,0,0,0,20.5934820095725,0,0,,,,0,0,0,69.1502154516285,0,0,69.1502154516285
2015-03-01,2015,"Q1","2014/15","Q3","March",10.4465676299127,52.6950497187235,2.74840882697527,6.02928035173936,5.09806505915012,9.76310826955578,0,8.38557373916483,18.768674190449,1.93432489403444,0.212982819126875,0,0,8.57710461721697,0,0,,,,0,0,0,124.659140116049,0,0,124.659140116049
2015-04-01,2015,"Q2","2014/15","Q4","April",13.966063045544,8.39921004542211,0,-0.365969859639893,48.5993130585188,11.5362426231084,0,3.06049835910755,3.96482023645044,0,47.4205344956367,0,0,4.8612341444953,0,0,,,,0,0,0,141.441946148643,0,0,141.441946148643
2015-05-01,2015,"Q2","2014/15","Q4","May",66.7706286929521,22.6357712640451,0,5.12385302777015,26.393185648245,56.4356371181661,0,0.988467050446353,8.18758218846423,0,-0.5607368895531,0,0,14.421002497426,0,0,,,,0,0,0,200.395390597962,0,0,200.395390597962
2015-06-01,2015,"Q2","2014/15","Q4","June",6.2603791655108,81.9723268168799,0,25.1752473316632,2.11446044980567,33.6758784776706,0,12.1397546887214,7.38314660693607,0,0.524981826989181,0,0,72.3267318129239,0,0,,,,0,0,0,241.572907177101,0,0,241.572907177101
2015-07-01,2015,"Q3","2015/16","Q1","July",1.07308101492144,22.1017884674579,0,15.2406653557201,47.4730154150393,52.8049888895243,0,1.11014218896662,11.7293476389415,1.03057035907862,0,0,0,5.94990628954976,0,0,,,,0,0,0,158.5135056192,0,0,158.5135056192
2015-08-01,2015,"Q3","2015/16","Q1","August",25.8010583069509,27.4431725430012,0,0.746750960897825,5.2308189789587,16.4334653393979,0,1.03766580605087,22.9070949701695,0,0,0,0,0.368143789307406,0,0,,,,0,0,0,99.9681706947342,0,0,99.9681706947342
2015-09-01,2015,"Q3","2015/16","Q1","September",8.41528868890478,7.21525017800566,14.9154395644531,22.1978030888521,33.5180084138502,8.07045701343224,0.109427373293729,5.25541413758042,4.9236849432097,0,62.2775409240451,0,12.561596123574,4.04200369762038,0,0,,,,0,0,0,183.501914146821,0,0,183.501914146821
2015-10-01,2015,"Q4","2015/16","Q2","October",28.6503532527827,93.8804638323846,0,9.54475412147266,22.3642403539273,52.7325539199733,0,20.2737469447136,27.0717726521314,0,0,0,0,68.9002330460348,0,0,,,,0,0,0,323.41811812342,0,0,323.41811812342
2015-11-01,2015,"Q4","2015/16","Q2","November",0,28.5972108468425,-2.89286719303463,17.8084320350872,16.9708466742121,85.6832681089345,0,61.7590830372236,35.7582962423392,0,0,0,0,14.0544053859249,0,0,,,,0,0,0,257.738675137529,0,0,257.738675137529
2015-12-01,2015,"Q4","2015/16","Q2","December",188.900517571224,7.34897990109669,0,11.5581653502812,96.3961570804063,38.1467560821244,0,1.01707187594346,86.8425178026122,0,0,0,0,19.9231061476416,0,0,,,,0,0,0,450.13327181133,0,0,450.13327181133
2016-01-01,2016,"Q1","2015/16","Q3","January",0,8.98197399244335,0,12.9011584931057,17.9701096314139,0,0,0.172610606276111,27.1846976545921,0,0,0,0,27.7904036404841,0,0,,,,0,0,0,95.0009540183152,0,0,95.0009540183152
2016-02-01,2016,"Q1","2015/16","Q3","February",0,5.72101708407491,10.5084399713505,5.31884528589055,21.9032669683194,43.0632174709964,0,2.13308029388124,2.73714706446895,0.817748601652446,0,0,0,7.19249881220013,0,0,,,,0,0,0,99.3952615528345,0,0,99.3952615528345
2016-03-01,2016,"Q1","2015/16","Q3","March",43.2237550131696,75.9248205842429,14.0855624737725,6.63273684283268,40.9585727764873,2.00210080491024,0,22.0393620970112,15.6996060419778,5.48372572288414,0,0,0,15.6386596249833,0,0,,,,0,0,0,241.688901982272,0,0,241.688901982272
2016-04-01,2016,"Q2","2015/16","Q4","April",0.189154603197241,3.57507327413157,0,8.65726075802225,1.48481515609616,3.66626120571876,0,4.22564245633082,0.808479857855917,0,9.21722354588228,0,0,21.8612344180915,0,0,,,,0,0,0,53.6851452753265,0,0,53.6851452753265
2016-05-01,2016,"Q2","2015/16","Q4","May",4.01872427562112,4.63041465362272,5.05849613138481,32.8123648916105,0.745874776253425,52.9023898891837,0,16.6753714802862,22.1610736590911,0,0,0,0,58.6078654367517,0,0,,,,0,0,0,197.612575193805,0,0,197.612575193805
2016-06-01,2016,"Q2","2015/16","Q4","June",83.8034214669632,11.9919471827929,0,8.54432132945657,11.3074924964123,10.1795912955982,0,10.5492860976867,33.5544574581519,0,0,0,0,52.4300685444235,0,0,,,,0,0,0,222.360585871485,0,0,222.360585871485
2016-07-01,2016,"Q3","2016/17","Q1","July",9.64729297875014,10.5693375917409,0,6.75869554130774,8.45690552738905,85.9878621461568,0,1.81395428453701,17.1526302429043,0,0,0,0,1.05667472355185,0,0,,,,0,0,0,141.443353036338,0,0,141.443353036338
2016-08-01,2016,"Q3","2016/17","Q1","August",13.9555098340756,17.6394659381376,12.1142719168671,21.5286813041858,60.1072378728588,10.0416152547606,0,16.4941956850086,8.73793900315812,0,0,0,2.54113234318532,59.3626776348066,0,0,,,,0,0,0,222.522726787044,0,0,222.522726787044
2016-09-01,2016,"Q3","2016/17","Q1","September",3.10091492400927,24.8816362315831,0,4.88582538887075,69.1890207093027,54.2968663436155,0,8.4157152936408,59.1098850294724,4.26198265186029,0,0,0,14.6224349577691,0,0,,,,0,0,0,242.764281530124,0,0,242.764281530124
2016-10-01,2016,"Q4","2016/17","Q2","October",13.3268116692413,1.3775373309442,20.2473416066338,3.94711815773197,3.05547472241693,4.14630561385753,0,2.66559445367951,2.85597564713863,0,50.3528114866926,0,1.96846659149629,1.53874054556772,0,0,,,,0,0,0,105.482177825401,0,0,105.482177825401
2016-11-01,2016,"Q4","2016/17","Q2","November",193.796752400015,4.71208763125708,0,26.4136821906482,12.499521573624,44.0666454828427,0,12.7430490265994,41.0515360503169,0,0,0,0,6.1027812106984,0,0,,,,0,0,0,341.386055566002,0,0,341.386055566002
2016-12-01,2016,"Q4","2016/17","Q2","December",7.23453045089042,9.3400619964124,5.23350099782259,44.2522828211005,23.5969019026186,11.4991915912241,6.22065694241849,42.4824122675446,35.0983304390832,0,0,0,0,25.1325162236472,0,0,,,,0,0,0,210.090385632762,0,0,210.090385632762
2017-01-01,2017,"Q1","2016/17","Q3","January",0,39.6289851746997,3.90386535552625,21.5888896108149,15.6733677776881,23.2117928933271,0,7.00390864508097,31.0422635553349,0,0,0,0,37.710010646884,0,0,,,,0,0,0,179.763083659356,0,0,179.763083659356
2017-02-01,2017,"Q1","2016/17","Q3","February",6.9184278031119,1.96186723773146,30.8474719417702,1.53129750332335,0,2.0201552828145,0,18.8232938570786,2.85707698365119,0,0,0,0,16.3106598472285,0,0,,,,0,0,0,81.2702504567097,0,0,81.2702504567097
2017-03-01,2017,"Q1","2016/17","Q3","March",23.1215291941568,8.68911673869714,0,11.5494904313978,43.7718521353485,6.39565794268648,0,40.4268007860184,14.4622577878897,0,0,0,0,38.2016684805389,0,0,,,,0,0,0,186.618373496734,0,0,186.618373496734
2017-04-01,2017,"Q2","2016/17","Q4","April",0,0.520927773921819,34.2476771466015,3.32468567453233,10.3099071103716,40.3315320832105,0,4.32702100913605,16.6898949952146,0,0,0,0,7.26616214525053,0,0,,,,0,0,0,117.017807938239,0,0,117.017807938239
2017-05-01,2017,"Q2","2016/17","Q4","May",95.3762108872741,139.04647057271,46.4462978993985,8.15526310925418,4.28412625538316,31.3208426286681,0,0,12.7460273367677,0,0,0,0,10.3733338583633,0,0,,,,0,0,0,347.748572547819,0,0,347.748572547819
2017-06-01,2017,"Q2","2016/17","Q4","June",1.2461267608344,20.2650307824275,0,30.2992234323479,9.93082741466478,11.1239187241812,0,5.72385958914861,6.35906507877016,0,0,0,50.5015282129818,165.527351021756,0,0,,,,0,0,0,300.976931017113,0,0,300.976931017113
2017-07-01,2017,"Q3","2017/18","Q1","July",8.11621693827573,63.2898052851328,10.579724012858,5.82237768690686,1.66304303020414,98.1376509876822,0,3.46698692897243,21.6710739840282,0,0,0,0,6.98155503762455,0,0,0,,,0,0,0,219.728433891685,0,0,219.728433891685
2017-08-01,2017,"Q3","2017/18","Q1","August",0,20.6649670332901,26.981400898426,33.3246098296178,28.2160763458102,7.90340999697487,0,2.14163212001954,8.51761170592725,3.37740923750463,0,0,0,95.0559557665589,0,0,0,,,0,0,0,226.183072934129,0,0,226.183072934129
2017-09-01,2017,"Q3","2017/18","Q1","September",22.1708956615361,153.381408535443,8.64305890666879,6.03992068410551,6.21054943179838,21.2554994225206,0,4.07334122849633,10.8003543386319,2.59487477885534,0,0,0,21.5897449641391,0,0,0,,,0,0,0,256.759647952195,0,0,256.759647952195
2017-10-01,2017,"Q4","2017/18","Q2","October",128.869028412133,38.8043013543609,24.6430445320217,18.6398872308843,11.1643999980113,0.759007251500976,0,30.3474471249942,16.6739850030843,0,0,0,0,8.43899784686861,0,0,0,,,0,0,0,278.340098753859,0,0,278.340098753859
2017-11-01,2017,"Q4","2017/18","Q2","November",0,56.4072841351266,20.7649527918486,7.670774249467,3.50407928081743,17.1632847467811,0,35.6971080402115,9.97212135879687,0,89.3866539373304,0,0,5.55592214196888,0,0,0,,,0,0,0,246.122180682348,0,0,246.122180682348
2017-12-01,2017,"Q4","2017/18","Q2","December",34.3533157628701,76.9241667681708,5.88539934422796,10.9564976838933,16.8569457619782,109.50778372566,0,26.5566265876968,30.59798621743,0,0,0,0,50.1229283403005,0,0,0,,,0,0,0,361.761650192228,0,0,361.761650192228
2018-01-01,2018,"Q1","2017/18","Q3","January",22.8239437929676,36.7486061840971,0.138628997815539,67.4526424846849,3.90217937895839,19.5796320688763,0,22.3013476940049,33.7891325777245,0,0,0,0,80.1220268224883,0,0,0,,,0,0,0,286.858140001618,0,0,286.858140001618
2018-02-01,2018,"Q1","2017/18","Q3","February",67.4769138022025,288.854241315451,9.60184058394981,5.83754847822175,24.0950427915482,27.6178965852332,0,0,35.5127744516393,0,0,0,0,15.3771221038933,0,0,0,,,0,0,0,474.373380112139,0,0,474.373380112139
