"Date","Year","Quarter","FY","QFY","Month","EXP_DPD_AGRO_P","EXP_DPD_MID_P","EXP_DPD_SPD_P","EXP_DPD_MAN_P","EXP_DPD_TOD_P","EXP_DPD_NECLW_P","EXP_DPD_PSD_P","EXP_DPD_SED_P","EXP_DPD_ITIS_P","EXP_DPD_SUD_P","EXP_DPD_DIT_P","EXP_DPD_HCD_P","EXP_DPD_TTD_P","EXP_DPD_PST_P","EXP_DPD_CMC_P","EXP_DPD_GOS_P","EXP_DPD_DPI_P","EXP_DPD_RBD_P","EXP_DPD_ADJ_P","EXP_DPD_LEG_P","EXP_DPD_LGOV_P","EXP_DPD_I_P","EXP_DPD_I_DOM_P","EXP_DPD_I_EXT_P","EXP_DPD_CEN_TOT_P","EXP_DPD_LGP_TOT_P","EXP_DPD_I_TOT_P","EXP_DPD_P"
2024-02-01,2024,"Q1","2023/24","Q3","February",2.50422330366774,3.10088678392711,0,0,0,0,25.3260917079789,24.1451163779021,33.1294915517608,0,5.34005901733403,3.1512189462657,0,0,0,0,2.64512434486024,0,0,0,100,0,0,0,100,0,0,100
2024-03-01,2024,"Q1","2023/24","Q3","March",1.58206345387818,0,0,0,0,3.16772048119161,0,1.54528383024849,14.0109776614576,0,5.2886600375963,47.3890708197431,13.1063521998523,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-04-01,2024,"Q2","2023/24","Q4","April",14.5749711506523,0,0,0,0,6.63302944446108,12.0534475674164,1.17445534439377,31.226575489058,4.69622622606697,11.5934171434173,9.83199672485853,0,0,0,2.76495206265785,1.80887057815991,0,0,0,100,0,0,0,100,0,0,100
2024-05-01,2024,"Q2","2023/24","Q4","May",12.8413736332156,0,0,0,0,0.000165776380260201,0,3.6992024818443,57.1820768235603,0,11.3161611798049,12.8212671686418,0,0,0,0.972115935695031,0,0,0,0,100,0,0,0,100,0,0,100
2024-06-01,2024,"Q2","2023/24","Q4","June",1.73229803854814,0.921549330768662,0,0,0,0.0312699310856477,11.8525358985684,2.87151590525715,59.4956024446713,6.60435204645819,0,16.4908764046425,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-07-01,2024,"Q3","2024/25","Q1","July",0,0,0,0,0,0,0,8.11857429655142,58.623446669089,0,0,18.5130412005714,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-08-01,2024,"Q3","2024/25","Q1","August",0,0,0,0,0,3.18490296492864,0,9.90236279497474,11.3725042539711,0,10.048767827943,3.0239997459886,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-09-01,2024,"Q3","2024/25","Q1","September",0,0,0,0,0,14.6843729834027,0,2.58301152673322,34.4709008661634,0,0,9.28972797195793,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-10-01,2024,"Q4","2024/25","Q2","October",0,0.822955051077642,0,0,0,4.14819739565287,0,5.96964148297547,36.3506537278324,0,0,15.0544362852435,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-11-01,2024,"Q4","2024/25","Q2","November",0,0,0,0,0,20.8220895907776,0,0.265439569743089,35.1235532914687,0,26.3932945391875,14.4111266861903,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2024-12-01,2024,"Q4","2024/25","Q2","December",0,0,0,0,0,42.6302559653313,0,5.06012791324735,16.3991210777416,0,7.45894993735829,3.44426617270361,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-01-01,2025,"Q1","2024/25","Q3","January",0,0,0,0,0,6.75414762367007,0,7.73727689331177,31.5044540809552,0,0,1.46864492129019,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-02-01,2025,"Q1","2024/25","Q3","February",0,1.97733101400043,0,0,0,6.57022821498904,0,5.48804602052117,31.5942880889219,0,0,21.3951968765432,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-03-01,2025,"Q1","2024/25","Q3","March",0,0.846781605068045,0,0,0,4.1912561407358,0,18.8812455203077,49.9231646096092,0,0,20.8817926033779,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-04-01,2025,"Q2","2024/25","Q4","April",0,0,0,0,0,0.772866494145814,0,25.1746735021468,48.4161351824912,0,0,12.229627299616,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-05-01,2025,"Q2","2024/25","Q4","May",0,0,0,0,0,23.5322835902611,0,5.22808655551339,63.8752141022661,0,0,6.27202397050483,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-06-01,2025,"Q2","2024/25","Q4","June",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-07-01,2025,"Q3","2025/26","Q1","July",1.64643313155251,0.919601541285442,0,0,0,12.2625098922584,51.787037014952,7.46485347150813,13.0021614112476,0,0,9.02518990810163,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-08-01,2025,"Q3","2025/26","Q1","August",1.31127229192668,0,0,0,0,12.7071331597162,0,42.3186954886255,40.4041924478038,0,0,3.25870661192784,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-09-01,2025,"Q3","2025/26","Q1","September",15.1367733927007,0,0,0,0,20.4931225685716,1.57554112020455,13.1846217521163,45.5310123087714,0,0,4.07892885763528,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-10-01,2025,"Q4","2025/26","Q2","October",3.43379515565225,0,0,0,0,26.6861112897829,0,4.00281788235258,18.6444995713343,0,32.7444057728825,9.33769044724434,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-11-01,2025,"Q4","2025/26","Q2","November",11.306874884079,0,0,0,0,5.33281578170799,0,7.82416100464648,32.2048767262231,0,15.8106818599429,27.5205897434005,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2025-12-01,2025,"Q4","2025/26","Q2","December",5.20107337233744,0,0,0,0,24.7258190108754,10.7215143580801,14.2061020267189,21.2799815885824,0,3.66303871267566,20.20247093073,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2026-01-01,2026,"Q1","2025/26","Q3","January",2.0997460135222,0,0,0,0,7.58138131694391,0,2.80995077560459,67.5057036005297,0,4.62122403705364,15.3819942563459,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
2026-02-01,2026,"Q1","2025/26","Q3","February",18.4317112980272,0,0,0,0,34.8545536253625,24.0218169223134,7.23737326059971,12.3025791367414,0,0.409878838882365,2.74208691807345,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100
