"Date","Year","Quarter","FY","QFY","Month","EXP_DDEV_AGRO","EXP_DDEV_MID","EXP_DDEV_SPD","EXP_DDEV_MAN","EXP_DDEV_TOD","EXP_DDEV_NECLW","EXP_DDEV_PSD","EXP_DDEV_SED","EXP_DDEV_ITIS","EXP_DDEV_SUD","EXP_DDEV_DIT","EXP_DDEV_HCD","EXP_DDEV_TTD","EXP_DDEV_PST","EXP_DDEV_CMC","EXP_DDEV_GOS","EXP_DDEV_DPI","EXP_DDEV_RBD","EXP_DDEV_ADJ","EXP_DDEV_LEG","EXP_DDEV_LGOV","EXP_DDEV_I","EXP_DDEV_I_DOM","EXP_DDEV_I_EXT","EXP_DDEV_CEN_TOT","EXP_DDEV_LGP_TOT","EXP_DDEV_I_TOT","EXP_DDEV"
2010-09-01,2010,"Q3","2010/11","Q1","September",0.157322638,3.933815977,2.296093903,3.613365889,1.016026996,5.590030466,18.500429369,12.102925666,114.715916105,0.693118517,0.763231194,0.15544908,0.09170404,2.355159153,0.312394605,0.28,,,,,,0,0,0,166.576983598,0,0,166.576983598
2010-10-01,2010,"Q4","2010/11","Q2","October",2.773558394,43.149518001,55.919989166,20.767218331,13.137533567,9.178270371,1.808608455,3.052860256,0.813382275000027,0.222795379,0.294494469,0.24278526,0.144978436,16.649185668,2.212407114,0,,,,,,0,0,0,63.801066742,106.5665184,0,170.367585142
2010-11-01,2010,"Q4","2010/11","Q2","November",4.317519528,48.90418862,3.209539625,2.900013456,8.993270459,18.588120362,38.526190752,24.77609071,57.449984557,2.300535487,1.035826344,0.457748545,0.377427157,9.653545223,4.546692712,0.99,,,,,,0,0,0,218.437099537,8.589594,0,227.026693537
2010-12-01,2010,"Q4","2010/11","Q2","December",1.563884137,27.100626234,6.221366493,8.413843974,1.046506571,6.824005059,6.856530551,5.32438511,1.904577486,0.705396279,0.514527416,0.50589458,0.252739567,10.89033836,5.803999515,0.18,,,,,,0,0,0,84.108621332,0,0,84.108621332
2011-01-01,2011,"Q1","2010/11","Q3","January",3.385962155,15.083833621,77.166340793,22.197341632,18.979595311,17.550059394,1.794097996,2.873900687,6.13363646899997,0.137902015,0.222339269,0.266143889,0.736671606,18.061809266,0.685644351,0.1,,,,,,0,0,0,53.095245454,132.280033,0,185.375278454
2011-02-01,2011,"Q1","2010/11","Q3","February",1.105483369,11.341082299,2.445363011,4.096629019,6.455622652,6.22935851,48.014704107,6.145305571,25.388309647,0.38535588,0.124969267,0.164820852,0.232186579,5.354512646,4.941897092,0.01,,,,,,0,0,0,122.435600501,0,0,122.435600501
2011-03-01,2011,"Q1","2010/11","Q3","March",1.126910692,12.827288899,6.159611158,4.657323164,1.833340586,2.208944226,4.370875209,2.33408051,0.959093883,0.708585089,0.219817063,0.145185983,0.338932359,6.813423986,2.513290537,0.02,,,,,,0,0,0,47.236703344,0,0,47.236703344
2011-04-01,2011,"Q2","2010/11","Q4","April",2.549859444,70.462008927,3.655155648,20.019555518,8.374448147,15.005611559,12.142688617,3.280570991,25.567630535,1.183955526,0.230167342,0.10429826,1.16289732,13.093053661,7.912557267,6.2130372,,,,,,0,0,0,147.295573037,43.661922925,0,190.957495962
2011-05-01,2011,"Q2","2010/11","Q4","May",1.77507177,66.787224252,22.508903134,12.425861234,5.384253924,5.344453081,6.674109723,5.101674707,96.002307516,2.057438245,1.618363083,0.234616876,0.43923337,1.271169761,2.646704869,0.04,,,,,,0,0,0,227.162278545,3.149107,0,230.311385545
2011-06-01,2011,"Q2","2010/11","Q4","June",3.499177136,21.894626938,31.287477207,4.399645482,11.434178693,3.952864526,15.330918382,8.982366383,8.15821377800001,2.645095854,1.359782563,1.711032505,6.422693256,24.15545888,4.853150446,0.261723641,,,,,,0,0,0,150.34840567,0,0,150.34840567
2011-07-01,2011,"Q3","2011/12","Q1","July",0,45.770892627,43.74899,25.04653925,16.083202006,13.6849904,0.03,21.303139626,0.00055,0.002305,0,0.037441336,0.033211347,16.20970936,12.072791389,0,,,,,,0,0,0,82.90227404,111.121488301,0,194.023762341
2011-08-01,2011,"Q3","2011/12","Q1","August",0.965471456,64.056475732,2.162109821,12.761011578,6.304155928,15.130068394,33.653198825,8.881733191,2.0706616,1.435119374,1.991575787,1.766600305,0.189133,15.101783962,3.55948998,1.994713774,,,,,,0,0,0,149.588639786,22.434662921,0,172.023302707
2011-09-01,2011,"Q3","2011/12","Q1","September",0.990454833,25.095093119,5.999762696,4.622257829,0.527115814,4.290610528,3.516762653,6.353751053,12.008456345,0.773873563,1.368508495,0.100035145,1.375718136,0.753658132,0.060037909,0,,,,,,0,0,0,67.83609625,0,0,67.83609625
2011-10-01,2011,"Q4","2011/12","Q2","October",2.599118387,11.470789129,18.786340374,27.890044762,15.013259779,17.205205021,0.725449508,3.748703206,6.42372900499999,1.777770407,0.142184212,0.690798724,0.059608512,17.836154127,16.197185299,0.603999558,,,,,,0,0,0,56.666015745,84.504324265,0,141.17034001
2011-11-01,2011,"Q4","2011/12","Q2","November",1.631223273,70.326494358,8.90299723,4.585329838,2.571092757,7.025964278,29.666698829,13.053413301,66.827532729,2.05960327,0.346665164,0.231944727,0.647890809,8.644766792,1.035703387,3.097426625,,,,,,0,0,0,220.654747367,0,0,220.654747367
2011-12-01,2011,"Q4","2011/12","Q2","December",2.174684786,29.249971323,5.76387473,3.11599992,1.067253655,10.43733016,22.305912809,4.882673518,7.74269079300001,0.50015323,2.062208275,1.008491747,0.0300632,1.057947906,0.340548046,0.00199,,,,,,0,0,0,91.741794098,0,0,91.741794098
2012-01-01,2012,"Q1","2011/12","Q3","January",2.757955519,61.060377541,76.358642139,7.934373903,11.970775329,8.6936714,10.841073563,14.385186106,123.675266102,1.991652816,0.177146905,0.283304523,0.5045927,13.505745327,0.655844315,1.015411796,,,,,,0,0,0,232.791966984,103.019053,0,335.811019984
2012-02-01,2012,"Q1","2011/12","Q3","February",0.190499244,82.505800249,8.179677287,7.58601803,1.572151979,5.881417216,31.821631863,7.687955705,12.787657567,2.190679396,0.610171236,0.24668668,0.946749511,6.066925798,0.138464025,0.993501596,,,,,,0,0,0,169.405987382,0,0,169.405987382
2012-03-01,2012,"Q1","2011/12","Q3","March",2.02574142,29.861973364,1.175787389,2.226752226,1.37606095,1.372436514,2.705444377,9.735842112,19.291875419,1.492218682,0.517605873,0.182446504,0.140591415,0.499650273,0.452036481,0,,,,,,0,0,0,73.056462999,0,0,73.056462999
2012-04-01,2012,"Q2","2011/12","Q4","April",1.974658877,24.170767766,5.035441794,19.873550499,11.746564511,22.239892101,1.459809239,7.305454775,7.855056709,1.669781517,0.924213922,0.408616271,0.508472821,14.209077125,2.030329159,0.091542011,,,,,,0,0,0,67.69660987,53.806619227,0,121.503229097
2012-05-01,2012,"Q2","2011/12","Q4","May",4.227045376,10.353622977,6.673308058,6.10829392,4.730980385,5.70546368,6.97536496,4.968063444,26.551536699,2.157227932,7.223692433,0.43444361,0.062404982,0.583397305,2.02418819,0.165488925,,,,,,0,0,0,87.890165684,1.054357192,0,88.944522876
2012-06-01,2012,"Q2","2011/12","Q4","June",2.161394665,76.746831437,16.314887616,5.042448204,3.627460829,6.182397851,16.675822368,16.176064257,47.280327733,1.747315541,1.242488831,7.063402988,0.243628429,13.015703725,10.796798797,1.001354253,,,,,,0,0,0,208.924155813,0,0,225.318327524
2012-07-01,2012,"Q3","2012/13","Q1","July",19.705666333,121.41222973,0.664531373,7.521860492,3.519869964,0.812625129,0.3332004,9.725206547,0,0,0,0.08899384,0.114612663,3.08702302,1.952197533,0,,,,,,0,0,0,168.938017024,0,0,168.938017024
2012-08-01,2012,"Q3","2012/13","Q1","August",4.355599132,54.804509393,36.170126273,22.466238384,11.168063304,26.391569789,14.032305806,8.891178307,2.991760981,4.184916325,3.217412486,0.339063242,1.147392457,25.972862964,0.423622402,0,,,,,,0,0,0,117.308899245,99.247722,0,216.556621245
2012-09-01,2012,"Q3","2012/13","Q1","September",0.867553092,10.82110212,4.626853626,2.327976448,0.882983056,5.907396272,0.728342531,3.620196182,37.757236255,1.015490817,1.130474467,0.025646892,0.157423708,3.368042923,0.636764563,0,,,,,,0,0,0,73.873482952,0,0,73.873482952
2012-10-01,2012,"Q4","2012/13","Q2","October",0.999934738,10.040302555,2.490595006,4.451806777,0.263779076,2.187985195,1.003354569,2.189264265,5.263993434,4.785412288,0.052441986,0.018925419,0,1.826733782,0.203319454,0.870158863,,,,,,0,0,0,36.648007407,0,0,36.648007407
2012-11-01,2012,"Q4","2012/13","Q2","November",23.656717942,244.406138593,31.887586749,23.7716068050417,15.811825476,20.029078048,23.325378655,14.530489468,19.371830624,13.796466193,3.246849493,0.416642994,0.676605169,18.50871243,2.806579473,3.224010192,,,,,,0,0,0,370.098920702042,89.367597602,0,459.466518304042
2012-12-01,2012,"Q4","2012/13","Q2","December",1.04402359,64.812219458,5.475809235,3.873780263,0.680254356,17.253347351,1.594000831,8.497902884,17.900523623,1.816209171,2.829029107,0.065762249,0.178625153,2.661798637,0.459245066,0,,,,,,0,0,0,128.975525974,0.167005,0,129.142530974
2013-01-01,2013,"Q1","2012/13","Q3","January",3.389905362,4.635937619,2.750478209,7.192997457,3.066365205,4.177781783,5.242634327,10.180871767,1.119740054,1.024194962,0.093060225,0.469720892,0.01554,4.537754718,0.438441852,0,,,,,,0,0,0,48.335424432,0,0,48.335424432
2013-02-01,2013,"Q1","2012/13","Q3","February",21.625256385,160.660924941,61.194372958,24.121209531,12.37764429,12.646839368,8.811825306,32.411662168,1.683994989,1.514103449,0.415545861,0.216268694,0.014218,25.022921849,2.958265765,0,,,,,,0,0,0,256.555896688,109.119156866,0,365.675053554
2013-03-01,2013,"Q1","2012/13","Q3","March",1.289643237,27.770213818,8.822953656,2.702916293,0.437959764,17.153885899,2.946035921,4.056427745,10.763502361,2.061501198,1.226809083,0.292418955,2.266092357,5.150097245,0.444341335,0.749426323,,,,,,0,0,0,88.13422519,0,0,88.13422519
2013-04-01,2013,"Q2","2012/13","Q4","April",21.924416076,26.485165334,4.354477904,2.320560892,1.66736647,7.159658387,1.612577122,3.248607936,2.96777858,0.860833532,0.375508177,0.172561048,0.661259501,3.002151276,0.94937145,0,,,,,,0,0,0,77.762293685,0,0,77.762293685
2013-05-01,2013,"Q2","2012/13","Q4","May",2.162755675,11.662481442,7.786887633,3.149239218,1.978396342,5.893198561,17.689872387,8.748572515,3.042879828,0.400207745,0.580700095,0.149616686,0.132434834,3.537456039,1.6468765,0.791920632,,,,,,0,0,0,69.353496132,0,0,69.353496132
2013-06-01,2013,"Q2","2012/13","Q4","June",3.351028142,175.842310318,21.748174869,4.407936306,10.205346129,22.721058898,27.254967605,29.346674417,7.700702939,0.775006919,3.575702901,2.147391817,0.19892902,21.907249604,7.890728493,0.829601001,,,,,,0,0,0,339.902809378,0,0,339.902809378
2013-07-01,2013,"Q3","2013/14","Q1","July",19.6382252,240.604331149,0.2007482,0.017965741,3.313899496,-0.0049377,12.579067349,41.216218048,15.7046,0,3.157548833,0,0,0.007505669,5.213733316,0,,,,,,0,0,0,341.648905301,0,0,341.648905301
2013-08-01,2013,"Q3","2013/14","Q1","August",1.264696444,11.989069933,39.765420649054,31.0655396705,8.78652464781532,20.645661257,1.957285318,13.867997452,1.955474651,3.542663739,0.305475243,0.246416396,0.277561864,19.3934391995,0.37287444,0,,,,,,0,0,0,58.49386781,96.9422330938693,0,155.436100903869
2013-09-01,2013,"Q3","2013/14","Q1","September",0.397072063,158.716055345,3.938143102,3.490850585,1.608987995,7.096368232,19.917309613,9.56734138,51.11823074,1.047543531,0.757144774,0.657997038,0.315260931,4.092383799,0.111646526,2.239474234,,,,,,0,0,0,265.071809888,0,0,265.071809888
2013-10-01,2013,"Q4","2013/14","Q2","October",3.245573193,33.76584359,20.278512873527,24.1590985956994,17.586828677908,19.212560038,4.636335429,25.388383492,0.525827687,0.412935753,6.026583038,0.312554047,0.058372249,18.8848378105,4.296965988,0,,,,,,0,0,0,99.239379936292,79.5518325253423,0,178.791212461634
2013-11-01,2013,"Q4","2013/14","Q2","November",17.0830702,196.488366717,6.696132085,5.017277103,1.957034806,13.544948394,15.325962792,29.976541306,28.45522861,3.898472591,1.205458155,0.512954124,0.504988453,4.768549149,0.793259657,0,,,,,,0,0,0,326.228244142,0,0,326.228244142
2013-12-01,2013,"Q4","2013/14","Q2","December",3.109342077,169.14229545,15.862701701,5.050698558,5.253662571,6.91844524,7.668617975,11.376397048,9.247727044,0.852177937,0.338823048,0.9078978,0.340912068,10.056846236,1.867077034,0,,,,,,0,0,0,247.993621787,0,0,247.993621787
2014-01-01,2014,"Q1","2013/14","Q3","January",12.906423063,124.823978356,54.63276717,33.419250251,12.595315263,43.007440093,2.316618626,32.830633578,1.607422554,0.675828259,0.659492839,0.114318669,0.222700727,27.225063628,7.770568658,0,,,,,,0,0,0,215.610645671,139.197176063,0,354.807821734
2014-02-01,2014,"Q1","2013/14","Q3","February",1.907256104,84.557900185,7.782153853,4.887861435,3.233843359,5.26516428,28.450213322,9.016969736,23.205264881,4.618098832,1.118515241,0.228728976,0.62547154,7.635793131,0.808349601,0,,,,,,0,0,0,183.341584476,0,0,183.341584476
2014-03-01,2014,"Q1","2013/14","Q3","March",18.381477999,16.075853114,7.704562557,6.167870208,2.903732811,15.906171423,18.562160237,9.770753109,7.095732481,1.359977236,0.44955272,0.593860403,0.537775106,7.531786602,0.335711838,0.591675424,,,,,,0,0,0,113.968653268,0,0,113.968653268
2014-04-01,2014,"Q2","2013/14","Q4","April",0.049633429,211.971774595,14.169033229,17.495810705,6.844222096,17.225269213,23.207551128,25.295157012,6.006667462,1.106745329,0.893045299,9.953396318,0.346100984,13.847081784,2.00973208,0,,,,,,0,0,0,313.17166434,37.249556323,0,350.421220663
2014-05-01,2014,"Q2","2013/14","Q4","May",24.217076379,59.986440773,9.214634214,5.110708721,1.668004068,15.9759315,65.813693066,20.77012898,7.923124809,1.912081621,1.432917812,0.331758948,0.246425871,11.115606945,0.663845052,1.361251757,,,,,,0,0,0,228.043630516,0,0,228.043630516
2014-06-01,2014,"Q2","2013/14","Q4","June",2.229013346,60.637061335,39.258224309,4.849014451,4.318516053,29.393435792,81.264275711,29.308513952,17.428670812,1.785626099,1.410186267,2.066027555,0.571146304,33.647852973,6.931216904,4.773714461,,,,,,0,0,0,319.872496324,0,0,319.872496324
2014-07-01,2014,"Q3","2014/15","Q1","July",0.2473563,186.296594301,1.580299818,26.421739633,12.45411613,23.455316895,9.777580141,67.997163996,31.145729323,1.318354691,3.686896421,0.25729866,0.114936223,18.381574643,5.799265641,10,,,,,,0,0,0,335.737374816,63.196848,0,398.934222816
2014-08-01,2014,"Q3","2014/15","Q1","August",11.010487098,118.650855176,7.779101751,4.826661584,0.929111125,16.358686173,19.559197318,53.925571648,20.14229309,1.46044935,1.060146576,0.351761446,0.236116135,4.239718063,0.514198103,0.249296836,,,,,,0,0,0,261.294797472,0,0,261.294797472
2014-09-01,2014,"Q3","2014/15","Q1","September",14.033383085,9.76542439,26.248666829,1.436186874,1.52813306,8.163135145,16.141065665,8.557683246,33.969302198,0.615171896,0.269589223,8.476436207,0.091466247,7.468035852,0.8701165,0.153904475,,,,,,0,0,0,114.904053755,22.957501137,0,137.861554892
2014-10-01,2014,"Q4","2014/15","Q2","October",0.671044879,23.001347693,7.574287,28.849032273,15.568489456,25.14055501,4.908597355,35.468927703,33.402140017,1.167752199,3.169376698,0.388794491,0.174882231,20.321742973,12.631188093,0,,,,,,0,0,0,149.241299791,63.19685828,0,212.438158071
2014-11-01,2014,"Q4","2014/15","Q2","November",20.781780838,183.303801118,7.471168406,3.759298384,0.94270544,17.412275046,23.00894667,13.215114272,8.915619904,3.223127002,3.765784451,8.800109313,0.182415023,13.130105316,1.784566194,0.242528391,,,,,,0,0,0,309.939345768,0,0,309.939345768
2014-12-01,2014,"Q4","2014/15","Q2","December",4.637891008,114.096821802,18.936401515,2.730367196,2.796422887,18.586900694,13.682617686,13.823306224,5.204769643,2.162132073,0.968046397,0.526259847,0.097136777,5.09057117,0.487940974,0.001970001,,,,,,0,0,0,203.829555894,0,0,203.829555894
2015-01-01,2015,"Q1","2014/15","Q3","January",20.692996205,44.746045889,9.576395534,31.297794225,16.102711664,35.788413062,14.393732047,27.794609261,24.152737908,1.135543598,0.299186761,0.204306929,0.407578756,31.234531747,2.126283714,1.554144438,,,,,,0,0,0,172.113295009,89.393716729,0,261.507011738
2015-02-01,2015,"Q1","2014/15","Q3","February",0.965063725,152.529289956,54.174923428,3.185365083,2.689928718,10.220726952,38.669680918,13.504871407,4.146631989,2.453213484,0.662032085,0.656440004,0.159424025,9.245199457,0.718794953,7.876741083,,,,,,0,0,0,301.858327267,0,0,301.858327267
2015-03-01,2015,"Q1","2014/15","Q3","March",4.300315372,39.291813195,12.540151197,3.883870901,2.251829387,9.835053638,15.75042328,10.881839795,4.332149694,0.649450241,0.39644892,6.574380984,0.111276611,10.087312094,1.914230915,0.651689671,,,,,,0,0,0,123.452235895,0,0,123.452235895
2015-04-01,2015,"Q2","2014/15","Q4","April",24.649185189,120.490157219,9.839914401,20.832539871,8.52487693,17.868580676,18.038962209,16.791552833,10.133568465,2.510333133,2.224418906,0.33024758,0.152954608,21.928194138,1.54159869,0.365225354,,,,,,0,0,0,239.048744167,37.173566035,0,276.222310202
2015-05-01,2015,"Q2","2014/15","Q4","May",1.353815128,113.861765049,17.201238492,5.400613742,5.443718384,17.7555502,39.835442282,18.421495778,28.613769815,2.053319115,0.421965767,14.070878049,0.166864933,14.302925692,4.401649658,5.414842859,,,,,,0,0,0,288.719854943,0,0,288.719854943
2015-06-01,2015,"Q2","2014/15","Q4","June",1.018594511,254.960877964,81.587116904,16.085372205,8.506881582,13.356368926,37.613728157,31.051770257,12.481868803,1.928278942,21.079610833,4.483158044,0.319271617,20.406503412,5.632313216,9.666979818,,,,,,0,0,0,520.403695191,0,0,520.403695191
2015-07-01,2015,"Q3","2015/16","Q1","July",4.18092175,145.558705628,0.102777443,8.81008702,4.662383176,12.372029898,0.312127958,19.5386075425833,8.007787072,0.756302126,6.7076648,8.533567901,0.018480765,55.341251897,4.200869826,0,,,,,,0,0,0,226.811586802583,52.291978,0,279.103564802583
2015-08-01,2015,"Q3","2015/16","Q1","August",21.940449931,80.318639212,11.128227852,1.13455618,2.407927004,14.859138835,10.872685551,9.57880160258333,47.26456531,7.929467202,2.155741415,1.705569178,0.06046985,8.169064818,2.778162043,0,,,,,,0,0,0,222.267135983583,0,0,222.267135983583
2015-09-01,2015,"Q3","2015/16","Q1","September",1.415871113,66.154667803,3.792630946,6.108023032,3.823944647,8.176272341,12.704391291,9.92867398158333,4.175583242,1.326294613,10.178624704,0.850360568,0.095909802,10.090359251,5.636318304,0,,,,,,0,0,0,144.457925638583,0,0,144.457925638583
2015-10-01,2015,"Q4","2015/16","Q2","October",31.062193888,140.601661305,8.244780736,4.662241143,2.037369571,5.141292387,10.570511975,17.3342047985833,7.205718615,1.281161239,0.695515703,1.259432363,0.074315445,75.822768411,12.474900341,1.230918577,,,,,,0,0,0,252.407459497583,67.291527,0,319.698986497583
2015-11-01,2015,"Q4","2015/16","Q2","November",1.747423174,80.943249442,37.404729623,3.95027017,3.001390268,13.09748572,66.560460116,9.35980278658333,8.151336834,2.214211533,5.280050224,2.442419854,0.102562549,15.130658168,6.104526239,0.030041729,,,,,,0,0,0,255.520618429583,0,0,255.520618429583
2015-12-01,2015,"Q4","2015/16","Q2","December",48.743326498,63.83657806,25.007875773,3.460264629,8.638932781,3.408445459,6.531405665,14.0184799825833,2.759486621,0.721640366,0.300469119,0.569465606,0.082835552,7.755569904,22.984111248,0.118503393,,,,,,0,0,0,208.934006656583,0,0,208.934006656583
2016-01-01,2016,"Q1","2015/16","Q3","January",9.230164359,99.924031453,9.942859704,12.382880154,3.246912289,11.11864368,34.466322269,10.3229899505833,3.492895214,0.206389364,0.089212946,2.368633196,0.052136032,145.41919050976,0.637480862,0.004366,,,,,,0,0,0,201.028732397583,141.87637558476,0,342.905107982344
2016-02-01,2016,"Q1","2015/16","Q3","February",7.716680336,103.957382134,12.433435782,3.185196602,4.651024805,44.280722187,18.527740084,10.4660610145833,34.169982698,1.036390609,0.437303753,0.05451413,0.09827155,6.570761143,45.658647144,1.220176424,,,,,,0,0,0,294.464290395583,0,0,294.464290395583
2016-03-01,2016,"Q1","2015/16","Q3","March",0.954258214,74.232976852,7.584885882,5.081301308,2.533036682,15.614962887,13.123672759,7.60295079758333,27.501455835,0.832741766,0.149987155,0.314054269,0.021468485,5.948840876,1.214597148,0.497963799,,,,,,0,0,0,163.209154714583,0,0,163.209154714583
2016-04-01,2016,"Q2","2015/16","Q4","April",12.060334133,129.177653907,2.600425756,24.83907313,3.233673205,8.620468208,26.375104482,31.2134371715833,16.787867616,5.838313804,0.30551367,0.401857824,0.10309762,4.671954403,6.139282788,0.704895294,,,,,,0,0,0,273.072103011583,0,0,273.072103011583
2016-05-01,2016,"Q2","2015/16","Q4","May",0.452731821,122.256545478,59.936794525,15.582733757,4.486402089,18.955578891,33.792798355,14.0100383245833,78.56155258,4.226077139,1.007561311,14.496815246,0.172604329,18.354007012,0.643488757,0.128484486,,,,,,0,0,0,387.064214100583,0,0,387.064214100583
2016-06-01,2016,"Q2","2015/16","Q4","June",0.534555786,273.361026177,53.854533766,22.15059781,17.059655199,24.846253794,114.471841289,41.6513873425833,18.149753181,4.748613627,15.363168844,3.546103515,0.354963256,16.842583682,19.767247822,5.428564263,,,,,,0,0,0,632.130849353583,0,0,632.130849353583
2016-07-01,2016,"Q3","2016/17","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2016-08-01,2016,"Q3","2016/17","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2016-09-01,2016,"Q3","2016/17","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2016-10-01,2016,"Q4","2016/17","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2016-11-01,2016,"Q4","2016/17","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2016-12-01,2016,"Q4","2016/17","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-01-01,2017,"Q1","2016/17","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-02-01,2017,"Q1","2016/17","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-03-01,2017,"Q1","2016/17","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-04-01,2017,"Q2","2016/17","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-05-01,2017,"Q2","2016/17","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-06-01,2017,"Q2","2016/17","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-07-01,2017,"Q3","2017/18","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-08-01,2017,"Q3","2017/18","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-09-01,2017,"Q3","2017/18","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-10-01,2017,"Q4","2017/18","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-11-01,2017,"Q4","2017/18","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2017-12-01,2017,"Q4","2017/18","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-01-01,2018,"Q1","2017/18","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-02-01,2018,"Q1","2017/18","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-03-01,2018,"Q1","2017/18","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-04-01,2018,"Q2","2017/18","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-05-01,2018,"Q2","2017/18","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-06-01,2018,"Q2","2017/18","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-07-01,2018,"Q3","2018/19","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-08-01,2018,"Q3","2018/19","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-09-01,2018,"Q3","2018/19","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-10-01,2018,"Q4","2018/19","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-11-01,2018,"Q4","2018/19","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2018-12-01,2018,"Q4","2018/19","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-01-01,2019,"Q1","2018/19","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-02-01,2019,"Q1","2018/19","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-03-01,2019,"Q1","2018/19","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-04-01,2019,"Q2","2018/19","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-05-01,2019,"Q2","2018/19","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-06-01,2019,"Q2","2018/19","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-07-01,2019,"Q3","2019/20","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-08-01,2019,"Q3","2019/20","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-09-01,2019,"Q3","2019/20","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-10-01,2019,"Q4","2019/20","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-11-01,2019,"Q4","2019/20","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2019-12-01,2019,"Q4","2019/20","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-01-01,2020,"Q1","2019/20","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-02-01,2020,"Q1","2019/20","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-03-01,2020,"Q1","2019/20","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-04-01,2020,"Q2","2019/20","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-05-01,2020,"Q2","2019/20","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-06-01,2020,"Q2","2019/20","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-07-01,2020,"Q3","2020/21","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-08-01,2020,"Q3","2020/21","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-09-01,2020,"Q3","2020/21","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-10-01,2020,"Q4","2020/21","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-11-01,2020,"Q4","2020/21","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2020-12-01,2020,"Q4","2020/21","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
