"Date","Year","Quarter","FY","QFY","Month","EXP_DDEV_AGRO","EXP_DDEV_MID","EXP_DDEV_SPD","EXP_DDEV_MAN","EXP_DDEV_TOD","EXP_DDEV_NECLW","EXP_DDEV_PSD","EXP_DDEV_SED","EXP_DDEV_ITIS","EXP_DDEV_SUD","EXP_DDEV_DIT","EXP_DDEV_HCD","EXP_DDEV_TTD","EXP_DDEV_PST","EXP_DDEV_CMC","EXP_DDEV_GOS","EXP_DDEV_DPI","EXP_DDEV_RBD","EXP_DDEV_ADJ","EXP_DDEV_LEG","EXP_DDEV_LGOV","EXP_DDEV_I","EXP_DDEV_I_DOM","EXP_DDEV_I_EXT","EXP_DDEV_CEN_TOT","EXP_DDEV_LGP_TOT","EXP_DDEV_I_TOT","EXP_DDEV"
2021-01-01,2021,"Q1","2020/21","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-02-01,2021,"Q1","2020/21","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-03-01,2021,"Q1","2020/21","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-04-01,2021,"Q2","2020/21","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-05-01,2021,"Q2","2020/21","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-06-01,2021,"Q2","2020/21","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-07-01,2021,"Q3","2021/22","Q1","July",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-08-01,2021,"Q3","2021/22","Q1","August",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-09-01,2021,"Q3","2021/22","Q1","September",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-10-01,2021,"Q4","2021/22","Q2","October",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-11-01,2021,"Q4","2021/22","Q2","November",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2021-12-01,2021,"Q4","2021/22","Q2","December",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-01-01,2022,"Q1","2021/22","Q3","January",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-02-01,2022,"Q1","2021/22","Q3","February",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-03-01,2022,"Q1","2021/22","Q3","March",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-04-01,2022,"Q2","2021/22","Q4","April",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-05-01,2022,"Q2","2021/22","Q4","May",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-06-01,2022,"Q2","2021/22","Q4","June",,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,
2022-07-01,2022,"Q3","2022/23","Q1","July",0.336009289,0,0,0,0,0.38655068,1.42996558,0.10809847,1.067635206,0.752255082,0,-0.256951764,0,0,0,50.50692866,3.83357231691667,0,0,0,0,0,0,0,55.8541172909167,24.0461150836279,0,79.9002323745446
2022-08-01,2022,"Q3","2022/23","Q1","August",8.32849183,0.134319011,0,0,0.058348664,4.074709904,3.990202157,55.668109668,27.853531034,2.903436835,0.0781,20.548124149,0,0,0.057691472,430.601291055,7.71504868491667,0.508306807,0,0,0,0,0,0,517.140163307917,24.0461150836279,0,541.186278391545
2022-09-01,2022,"Q3","2022/23","Q1","September",31.403014012,0,0,0,0.05038,6.594080332,4.988048463,14.323892898,10.041590031,4.074008913,2.883850852,123.27166709,31.41195975,0.005482715,0.0268925,6.986189834,8.08169818791667,1.740611532,0,0,0,0,0,0,68.0604316599167,24.0461150836279,0,92.1065467435446
2022-10-01,2022,"Q4","2022/23","Q2","October",29.838922232,0.769399306,0.769399306,5.707046,0.035093832,12.087628851,2.822310986,132.193565733,267.650381441,6.60920117,0.137915601,83.932000285,0,0.159156014,0.306755528,476.364670545333,8.72345662591667,0.42335945,1.205221558,0,0,0,0,0,959.40353360925,73.9315596716247,0,1033.33509328087
2022-11-01,2022,"Q4","2022/23","Q2","November",65.601682972,4.645786034,4.645786034,0.102981538,1.199987783,11.123795086,5.568162578,23.377752703,295.380898725,5.633144413,1.998599553,79.473509295,0.176988778,1.154217637,0.203021802,26.6745736073333,27.1851332279167,2.286958106,0.364928297,0.55151105,0,0,0,0,414.00234614525,73.9315596716247,0,487.933905816875
2022-12-01,2022,"Q4","2022/23","Q2","December",35.26966492,5.78459303,5.78459303,0.112473815,0.112508832,19.668112257,3.654300075,46.486949427,170.498312168,9.042919679,0.60061013,274.094531982,0.44494094,0.193878166,0.042054142,28.3297443553333,15.6049176289167,0.861817495,6.826656316,1.424880703,0,0,0,0,285.01125395725,73.9315596716247,0,358.942813628875
2023-01-01,2023,"Q1","2022/23","Q3","January",15.529613602,3.688656591,3.688656591,0.506475,0.2610286,8.153007632,4.217605948,11.63079469,331.230260604,3.289945463,3.056936116,42.045184664,0.15414428,0.285970624,0.00067,461.053076838167,13.4622129719167,0.641660211,0.722630201,0.001298,0,0,0,0,726.578583804917,148.308889620149,0,874.887473425066
2023-02-01,2023,"Q1","2022/23","Q3","February",74.744456294,2.992764028,2.992764028,3.4089927,0.293095629,11.86430507,2.357919491,109.584208513,193.293721248,2.495507337,10.52660803,84.891857032,0.56598534,0.330003402,0.139765454,40.9442369701667,11.9742166589167,2.281767165,6.593458499,2.454680523,0,0,0,0,504.837523812917,148.308889620149,0,653.146413433066
2023-03-01,2023,"Q1","2022/23","Q3","March",38.006705151,7.815497012,7.815497012,0.11509576,0.197313352,18.972172996,3.362106266,22.794034091,77.773458372,11.524406927,-0.796093477,250.820661239,0.02158945,0.246554827,0.143759405,39.3459148731667,27.9836225869167,1.069751927,11.394045038,3.047581825,0,0,0,0,222.563392009917,148.308889620149,0,370.872281630066
2023-04-01,2023,"Q2","2022/23","Q4","April",30.341134106,1.830381973,1.830381973,0.144425433,0.125231862,7.330118712,13.848669544,27.71691099,80.868028517,7.458843783,0.296635802,40.138914865,0,0.472900311,0.111516377,542.754763581167,20.0604694509167,1.559817786,0.367390679,10.169406585,0,0,0,0,702.853924844917,128.488512579333,0,831.34243742425
2023-05-01,2023,"Q2","2022/23","Q4","May",57.327279477,6.259695771,6.259695771,1.244661497,2.255869466,25.491701011,17.228080435,87.305730931,397.517523625,0.37136742,2.528679089,128.782719972,0.03135107,1.758666359,0.031792838,85.8481632001667,54.6549212429167,2.542654116,11.875770108,-9.797312539,0,0,0,0,734.787958901917,128.488512579333,0,863.27647148125
2023-06-01,2023,"Q2","2022/23","Q4","June",123.24293296,16.749478472,16.749478472,35.756984083,2.393651738,41.92249059,15.176532989,46.60545862,289.042455638,1.145864151,3.475938022,242.797760175,74.326365178,4.583478926,2.819960077,337.039243039167,63.3834038689167,12.176692806,14.75011119,51.150580185,0,0,0,0,918.663252802917,128.488512579333,0,1047.15176538225
2023-07-01,2023,"Q3","2023/24","Q1","July",0,0,0,0,0,-0.00039422,0,0,79.0523978746667,0,0,0.080545597,0,0,0,0.887755,4.80054742666667,39.4141644688889,0,0,0,0,0,0,70.1670100116667,54.0680061355556,0,124.235016147222
2023-08-01,2023,"Q3","2023/24","Q1","August",0.86812684,0,0,0,0,0.469957794,0.000406,16.253166079,49.1485989816667,0.013302982,0,3.160151821,0,0.002946605,0.052058,13.205332516,9.26670795966667,39.4463936228889,0,0,0,0,0,0,77.8191430656667,54.0680061355556,0,131.887149201222
2023-09-01,2023,"Q3","2023/24","Q1","September",31.324185818,0.903059533,0.903059533,0.01888,-0.038878981,0.579969743,0.094747923,10.186493171,59.6651214166667,0,0.009350872,2.492143594,0.030077906,0.003301815,0.03666845,2.302418139,22.4770642126667,39.4685220258889,0.088878492,0.315399537,0,0,0,0,116.325070620667,54.0680061355556,0,170.393076756222
2023-10-01,2023,"Q4","2023/24","Q2","October",84.1481121981705,0.245940323,0.245940323,5,7.780370497,17.7989136907182,0.412249348,38.866997187,338.002349178833,0.302654438,0.049,171.612893407017,0,0.01970837,0,873.057923408,12.2107911416667,78.2648679997046,3.02163044,0,0,0,0,0,1355.43638848067,199.246225452444,0,1554.68261393311
2023-11-01,2023,"Q4","2023/24","Q2","November",51.9891103151705,3.001677792,3.001677792,0,5.385501467,24.9687064997182,2.005650968,121.182824227,275.228245356833,0.434047878,0.0045,153.325775568017,0.0079,0.96554784,0.174796954,59.47193753,11.9126160126667,78.5320417957046,5.859024481,3.81030396,0,0,0,0,582.025386056667,199.246225452444,0,781.27161150911
2023-12-01,2023,"Q4","2023/24","Q2","December",61.3378276091705,3.561087935,3.561087935,0.046262,1.705339224,13.8318994647182,2.252199458,15.048414656,95.5011487138333,0.19378,0.538347719,120.380921808017,0,0.0801985,0.203755133,221.589836186,19.0200151246667,81.5049119307046,8.250087953,1.542304419,0,0,0,0,448.433388689667,199.246225452444,0,647.67961414211
2024-01-01,2024,"Q1","2023/24","Q3","January",31.26750899829,12.850824122,12.850824122,0,2.241751399,3.79075172272064,0.120511006,35.583109666,14.2221696549057,0.049819188,0,72.0985293787801,12.384226944,0.3045391,0.0240275,43.4893892496667,14.5989197306667,35.4770078616655,6.180289723,8.67491287,0,0,0,0,178.896146981333,114.993853143362,0,293.890000124695
2024-02-01,2024,"Q1","2023/24","Q3","February",28.64883020929,0.082439114,0.082439114,0.003241655,0.45711467,2.45579369272064,0.405088069,30.435948174,157.560910241906,0.002051188,0.018997,78.0564245827801,0.60155811,1.884033671,0.118918812,13.5681371416667,137.833987565667,36.1380480676655,0.640812943,1.892394752,0,0,0,0,376.271878009333,114.993853143362,0,491.265731152695
2024-03-01,2024,"Q1","2023/24","Q3","March",32.46468476929,1.242097114,1.242097114,0.001451685,3.248050655,9.10611065072064,0.410383922,30.64499776,50.1679265199057,0.280493399,0.155406903,114.56525157978,43.837584577,2.397510205,0.090978682,17.1857915746667,19.3277385336667,35.4433329366655,0.964601555,0.093863999,0,0,0,0,203.083697517333,114.993853143362,0,318.077550660695
2024-04-01,2024,"Q2","2023/24","Q4","April",22.685132121,3.718131901,3.718131901,0.000841635,0.338475049,28.535405451,0.177976385,15.117324896,34.5653316769404,0.134764999,1.66456223,17.670205184,0.0099,0.240683545,0.05333518,616.433803873667,18.6961514726667,0.224372063,17.590679308,2.543271238,0,0,0,0,763.848477530333,16.7288876779404,0,780.577365208274
2024-05-01,2024,"Q2","2023/24","Q4","May",67.728683504,20.745734227,20.745734227,0,4.375006337,22.104824784,0.057359938,100.72410975,375.26414876794,0.192500006,0.383119855,123.565507354,5.241934582,0.707327949,0.1147758,55.0847735066667,36.8415833836667,2.283722906,4.474319015,4.996642779,0,0,0,0,809.257291976333,16.7288876779404,0,825.986179654274
2024-06-01,2024,"Q2","2023/24","Q4","June",79.853257036,12.82423607,12.82423607,3.355647688,20.237913601,25.437168574,5.020700763,17.664698049,191.28627425194,1.710229363,3.361578197,269.858642205,2.180543611,6.477196107,1.740833526,283.462561359667,82.9587584306667,3.707731057,2.595374263,2.140881113,0,0,0,0,970.235816515333,16.7288876779404,0,986.964704193274
2024-07-01,2024,"Q3","2024/25","Q1","July",15.7007454874442,0,0,0,0.172454473042583,0,0.110230442772326,0.0327258,23.795695491178,0,0,87.9758385059753,0,0,0,4.63056966666667,6.49102159866667,38.8741447728454,-5.4237e-05,0,0,0,0,0,13.6658874273333,164.117484574258,0,177.783372001591
2024-08-01,2024,"Q3","2024/25","Q1","August",16.5753955984442,0,0,0,0.169814473042583,0.65329104,0.113884045772326,0.738088334,229.895033828178,0,0,89.6716067029753,0,0.491458274,0,4.82807072166667,14.7321097786667,38.9637037728454,0,0,0,0,0,0,232.714971995333,164.117484574258,0,396.832456569591
2024-09-01,2024,"Q3","2024/25","Q1","September",26.6765030934442,0.776452827,0.776452827,0,0.157528012042583,3.58783772,0.153256932772326,0.07072105,35.869361782178,0,0,95.0676053429753,0.014739568,1.539663974,0.0661605,8.21419378266667,8.63561051566667,38.8933852728454,0.054315126,1.83786142,0,0,0,0,47.5030395943333,164.117484574258,0,211.620524168591
2024-10-01,2024,"Q4","2024/25","Q2","October",43.6151676392265,2.853546831,2.853546831,0,3.618156014,0.991332589333333,0.0840994742222233,14.077584519,124.587978469111,0,0,75.3611435694153,0,0.2397555,0.072301,429.352412519667,16.4509039406667,39.1114355983265,0,7.84107248,0,0,0,0,606.007870934333,152.262581076635,0,758.270452010968
2024-11-01,2024,"Q4","2024/25","Q2","November",63.0950829602265,3.329280394,3.329280394,0,0.314703066,11.2640359483333,0.232222222222223,27.30847891,135.805393531111,0,0.045,125.572904058415,0,0.581563809,0.0297825,42.6029243626667,22.0025465986667,39.5921786263265,2.74646986,0.383214204,0,0,0,0,324.203057237333,152.262581076635,0,476.465638313968
2024-12-01,2024,"Q4","2024/25","Q2","December",44.5990901942265,6.082780068,6.082780068,0,1.151481218,3.70529235833333,0.278681702222223,6.446926858,178.813461870111,0.024013541,0.03,127.952663128415,0.92826,0.628314231,0.057468,58.1382678746667,19.3286334966667,38.7980477623265,1.094789713,7.710038402,0,0,0,0,323.484810079333,152.262581076635,0,475.747391155968
2025-01-01,2025,"Q1","2024/25","Q3","January",31.8835407372247,1.570391881,1.570391881,0.04,0.440776162,20.3330619484101,0.76767834622222,13.254893303,25.0181245474445,0.019186459,0,50.6860394146732,0,0.082832613,0.1371145,420.849429231833,20.6131241376667,31.204798406771,1.711696197,0.740045592,0,0,0,0,518.6526356325,100.955650688746,0,619.608286321246
2025-02-01,2025,"Q1","2024/25","Q3","February",30.2066628152247,0.954884925,0.954884925,1.158781426,6.05792519,16.1279017204101,0.19454319322222,3.907769597,74.4944043654445,0.439023412,0.042371576,154.616804427673,0,0.220284403,0.0754515,40.7460287958333,14.0646348496667,31.106769949771,0.831225833,0.404757273,0,0,0,0,275.5235347345,100.955650688746,0,376.479185423246
2025-03-01,2025,"Q1","2024/25","Q3","March",178.804421833225,3.870459292,3.870459292,0.015419551,3.682867806,18.2358228484101,0.25472193322222,7.062263819,35.3668615674445,0.680833898,0.124409,55.0698605826732,0.016756,0.569838117,0.106815876,61.1770155078333,18.9828104266667,31.176945414771,1.719236215,3.643939508,0,0,0,0,319.7899577715,100.955650688746,0,420.745608460246
2025-04-01,2025,"Q2","2024/25","Q4","April",10.28223906,4.378292514,4.378292514,0.001256517,1.784949954,7.54728957,0.208549268,16.767461617,378.996163181667,0.369344048,0.016650026,130.144834625334,0.346426,0.398606697,0.16071211,586.813915010833,15.9118124856667,0.18169079,0.623874113,4.166818193,0,0,0,0,1143.8986436625,15.7750000000005,0,1159.6736436625
2025-05-01,2025,"Q2","2024/25","Q4","May",198.101983205,5.291106591,5.291106591,0.047404017,1.903829243,17.749768462,0.191699849,38.180742015,598.594961282667,0.852822331,0.062598477,100.982533842334,0.352810155,0.822701927,0.14730934,75.5696406628333,28.4564450486667,0.678579247,3.37419014,3.325979932,0,0,0,0,1060.8375197645,15.7750000000005,0,1076.6125197645
2025-06-01,2025,"Q2","2024/25","Q4","June",85.416337608,12.618926517,12.618926517,4.516636574,20.275569452,20.052968145,7.913611732,25.806620053,420.892126643667,7.583807101,0.260057902,157.793964989334,4.242455037,5.611733718,1.209002057,707.142901105833,80.0952051866667,37.129828117,53.418116786,16.090470028,0,0,0,0,1651.9939718135,15.7750000000005,0,1667.7689718135
2025-07-01,2025,"Q3","2025/26","Q1","July",6.78343639316967,0,0,0,0,0,0,19.501,23.3820059166667,0,0,22.425748623,0,0,0,290.868147549667,6.70051031,6.548407,0,0,0,0,0,0,343.952086066,27.8347530598363,0,371.786839125836
2025-08-01,2025,"Q3","2025/26","Q1","August",34.6552164211697,0,0,0.01093296,0,1.052958298,8.121818572,0.091579758,27.1515601496667,0.334,11.31482718,68.542188708,0,0,0,220.505905852667,40.638673587,6.432996,0,0,0,0,0,0,386.641986637,27.8347530598363,0,414.476739696836
2025-09-01,2025,"Q3","2025/26","Q1","September",9.53039853316967,0,0,0.005235459,0,0.052497619,36.384523888,0.055012048,51.2715436996667,0,-0.15207173,186.47337919,0,0,0,204.505767766667,38.803730579,6.7173515,0,1.473724605,0,0,0,0,510.884706928,27.8347530598363,0,538.719459987836
2025-10-01,2025,"Q4","2025/26","Q2","October",1.775868226,0,0,0,0.093704757,1.485329406,0.131666666666667,53.230186583,33.2421796088333,0.30042971,0.110518519,244.306203426368,0.0122955,0.066745,0,293.928810074667,15.097072347,36.1766979060743,0.03178,1.066074113,0,0,0,0,579.691297273,98.0951136219423,0,677.786410894942
2025-11-01,2025,"Q4","2025/26","Q2","November",37.033088902,0,0,0.005265459,1.253593298,14.79742994,63.8193042486667,11.902258747,392.387437764833,127.047030906,0.285930232,110.661406830368,0.916392067,0.161763395,0,196.915840449667,33.59978543,36.7061478340743,15.680426061,2.915139944,0,0,0,0,947.933331012,98.0951136219423,0,1046.02844463394
2025-12-01,2025,"Q4","2025/26","Q2","December",49.788649099,0,0,0.010321059,4.541126038,7.354549789,39.6449149986667,9.133916056,271.504621890833,1.831027492,0.164238044,75.702829660368,0.064980784,2.415833384,0,196.616014761667,32.787731906,36.5862803060743,3.013627731,0.209214131,0,0,0,0,632.116833121,98.0951136219423,0,730.211946742942
2026-01-01,2026,"Q1","2025/26","Q3","January",25.616817001585,0,0,0.005017959,1.184606666,8.49459886097417,1.13424663866667,24.9661381,265.02145441425,1.2090597,0.210005097,65.3331839400433,0,0.037167,0,,13.993989838,45.8306802366559,0.692408827,0.294174131,0,0,0,0,664.515494791,90.077951641175,0,754.593446432175
2026-02-01,2026,"Q1","2025/26","Q3","February",11.886015423585,0,0,0.005506831,0.982664205,7.87769794997417,29.6530098256667,18.28384162,184.34194227625,1.582929094,0.066221021,71.9121167890433,0.013091298,1.532540968,0,,22.243355805,46.7031108186559,3.365289574,2.307072395,0,0,0,0,537.676300465,90.077951641175,0,627.754252106175
