"Date","Year","Quarter","FY","QFY","Month","EXP_DPD_SEC","EXP_DPD_RAW","EXP_DPD_AGR","EXP_DPD_EDU","EXP_DPD_HEA","EXP_DPD_WAE","EXP_DPD_JLO","EXP_DPD_ACC","EXP_DPD_EAM","EXP_DPD_TTI","EXP_DPD_LHUD","EXP_DPD_SD","EXP_DPD_ICT","EXP_DPD_PSM","EXP_DPD_PAD","EXP_DPD_PARL","EXP_DPD_STD","EXP_DPD_TOU","EXP_DPD_LGOV","EXP_DPD_I","EXP_DPD_I_DOM","EXP_DPD_I_EXT","EXP_DPD_CEN_TOT","EXP_DPD_LGP_TOT","EXP_DPD_I_TOT","EXP_DPD"
2018-01-01,2018,"Q1","2017/18","Q3","January",18.7012660961529,30.1107235955987,0.113588510395394,55.2687049809257,3.1973306446411,16.0429727967366,0,18.2730662724868,27.6858182453512,0,0,0,0,65.649624681959,0,0,0,,,0,,,235.043095824247,0,0,235.043095824247
2018-02-01,2018,"Q1","2017/18","Q3","February",80.3188305931135,343.827741475052,11.4292216965497,6.94852566428543,28.6807079793417,32.8740161956706,0,0,42.2714133523333,0,0,0,0,18.303630022153,0,0,0,,,0,,,564.654086978499,0,0,564.654086978499
2018-03-01,2018,"Q1","2017/18","Q3","March",5.90010999211111,111.892506827578,5.11707535725859,9.99083701737273,2.30262662992184,6.51350930370645,0,9.70716328475653,34.9262482442991,0,0,0,22.9639893938116,18.3051011400351,0,0,0,,,0,,,227.619167190851,0,0,227.619167190851
2018-04-01,2018,"Q2","2017/18","Q4","April",0.3757877277,32.2092781024214,0.7360655231125,12.7643455804374,11.7167928929081,18.4831125100535,0,18.4862125,104.387046721769,0,0,0,16.63759125,5.87555863915398,0,0,0,,,0,,,221.671791447556,0,0,221.671791447556
2018-05-01,2018,"Q2","2017/18","Q4","May",10.0491092257267,115.066018994121,15.7430384070539,7.69584156241675,12.225820122924,7.45343129361651,0,22.7719014442936,42.9304939175033,0,0,0,0,78.1963332712942,0,0,0,,,0,,,312.13198823895,0,0,312.13198823895
2018-06-01,2018,"Q2","2017/18","Q4","June",6.53079623190835,54.1666750161575,5.99827676268208,46.3566987026933,22.1351751758396,0,0,4.91912303524455,11.52143025,0,0,0,0,68.6618355333801,0,0,0,,,0,,,220.290010707906,0,0,220.290010707906
2018-07-01,2018,"Q3","2018/19","Q1","July",95.936442707006,9.49989191820747,0.471142047630358,30.0053271516858,27.1142260143854,222.883957560699,0,4.39971882380952,97.78772444454,0,0,0,0,7.53415215035335,0,0,0,,,0,,,495.632582818317,0,0,495.632582818317
2018-08-01,2018,"Q3","2018/19","Q1","August",0,51.4662736575209,0,14.7405418579213,22.7540741050908,141.249987974273,0,5.967252,52.3066890950701,0,0,0,0,17.4819908605582,0,0,0,,,0,,,305.966809550434,0,0,305.966809550434
2018-09-01,2018,"Q3","2018/19","Q1","September",38.0253865957678,61.1402008023712,23.3052260304413,7.46831150194303,1.95132232608285,3.43425610426143,0,6.74121593855681,6.30629902398364,0,0,0,0,8.61892769387431,0,0,0,,,0,,,156.991146017282,0,0,156.991146017282
2018-10-01,2018,"Q4","2018/19","Q2","October",5.87199744216818,23.7734882736504,73.7294656768786,4.19730257782085,7.87849958519559,19.2972794133428,0,6.42256213636364,2.83866301625797,0,0,0,0,12.1392975390652,0,0,0,,,0,,,156.148555660743,0,0,156.148555660743
2018-11-01,2018,"Q4","2018/19","Q2","November",54.3364555550997,77.7030163926348,17.7821126467793,38.2653452142855,95.8638804073775,17.4797793408302,0,0.932243404521033,40.7952834667688,0,0,0,0,15.1347977797193,0,0,0,,,0,,,358.292914208016,0,0,358.292914208016
2018-12-01,2018,"Q4","2018/19","Q2","December",0,97.9582895479858,6.11910881810294,54.5251355911123,12.5249924591518,39.4393861692354,0,24.4289457637193,121.422932347509,0,0,0,5.8828054125848,52.2068519327497,0,0,0,,,0,,,414.508448042151,0,0,414.508448042151
2019-01-01,2019,"Q1","2018/19","Q3","January",6.10909237204491,62.9037775535665,6.93921304620455,8.32513719561768,4.17066371406784,10.652875061094,0,30.8075838270455,44.5075267827097,0,0,0,0,90.2426256301956,0,0,0,,,0,,,264.658495182546,0,0,264.658495182546
2019-02-01,2019,"Q1","2018/19","Q3","February",53.6240079321753,26.3580746627966,0,22.2787499360135,7.42276491647034,104.824924335197,0,11.655095362062,15.0029836767608,0,0,0,0,78.725482135602,0,0,0,,,0,,,319.892082957077,0,0,319.892082957077
2019-03-01,2019,"Q1","2018/19","Q3","March",21.7225600986008,46.8742387849431,0,15.8227764000696,1.54086223604291,12.2752564592252,0,2.779643625,51.4198925813382,3.33557235,0,0,0,56.8738415779873,0,0,0,,,0,,,212.644644113207,0,0,212.644644113207
2019-04-01,2019,"Q2","2018/19","Q4","April",33.1503126945004,116.120416072016,9.06989945399729,55.4847045850131,47.9236904814102,73.0948447336349,0,0.318659396154,50.0037129177785,0,0,0,16.6600093144619,40.5248292863238,0,0,0,,,0,,,442.351078935291,0,0,442.351078935291
2019-05-01,2019,"Q2","2018/19","Q4","May",1.77925985880682,56.8734105494352,0.507665502297903,3.1880910700253,8.45345141878221,24.3405814764971,0,24.9193335397587,8.2085363705686,0,0,0,51.4384966588384,31.5875229125185,0,0,0,,,0,,,211.296349357529,0,0,211.296349357529
2019-06-01,2019,"Q2","2018/19","Q4","June",2.14921967334393,47.1786510575093,0,20.0760241163068,63.3182213759259,4.48169805234383,0,0.283328531221605,215.553430452181,0,215.134671549327,0,0,50.084305194327,0,0,0,,,0,,,618.259550002486,0,0,618.259550002486
2019-07-01,2019,"Q3","2019/20","Q1","July",0.5112165825816,47.6397452940472,3.6980749809822,3.95922875606728,47.8837813113933,19.8794200297982,0,0.252672716249729,38.7674355723613,0,0,0,0,12.5853430615759,0,0,0,0,,0,,,0,0,175.176918305057,175.176918305057
2019-08-01,2019,"Q3","2019/20","Q1","August",22.8889843031797,68.5069904712006,2.51555191003601,27.7324216741211,49.6453130768098,8.725342060122,0,4.804170878678,73.68759014383,0,0,0,0,45.4947628841977,0,0,0,0,,0,,,0,0,304.001127402175,304.001127402175
2019-09-01,2019,"Q3","2019/20","Q1","September",0.13451234701,84.5785038918568,33.2357078007507,7.695177679275,46.424600852735,45.169565552699,91.98653473028,2.82374576805192,26.64003002782,0,0,0,0,12.547994800185,0,0,0,0,,0,,,0,0,351.236373450663,351.236373450663
2019-10-01,2019,"Q4","2019/20","Q2","October",124.130149507341,104.337225197611,9.46783052672052,27.3836251574016,15.9219010617344,2.53007036945135,26.671123973504,2.81654344361,50.9652771879738,0,0,0,0,93.7615172335974,0,0,0,0,,0,,,0,0,457.985263658945,457.985263658945
2019-11-01,2019,"Q4","2019/20","Q2","November",2.07981,48.9890875977996,18.6917616814368,0.9738081205584,46.0697410861632,7.1505968315664,0,30.6644058735504,19.7911725782832,0,0,0,0,189.904844313436,0,0,0,0,,0,,,0,0,364.315228082794,364.315228082794
2019-12-01,2019,"Q4","2019/20","Q2","December",32.0857945658944,46.594559350796,2.89298372236863,8.7131396952864,15.0952136473245,120.211817503042,28.1456960969152,13.235328,80.9846282638051,0,0,0,0,11.7028583415936,0,0,0,0,,0,,,0,0,359.662019187026,359.662019187026
2020-01-01,2020,"Q1","2019/20","Q3","January",52.1478317235816,79.9420348341112,14.8840781355714,6.8138231257263,10.5415026359205,73.6568946929762,19.6177288195239,3.8460239390031,35.3426872253499,0,0,0,30.2560938,35.4756522109744,0,0,0,0,,0,,,0,0,362.524351142738,362.524351142738
2020-02-01,2020,"Q1","2019/20","Q3","February",19.460036597956,35.0737157316461,1.03062693397429,12.201530170919,81.5958595664285,7.50516960008647,0,4.8140756216325,43.2439940476155,4.57179529,0,0,0,51.2681921607482,0,0,0,0,,0,,,0,0,260.764995721007,260.764995721007
2020-03-01,2020,"Q1","2019/20","Q3","March",0,108.05739901343,0,3.5193779560909,7.8165947708165,8.17935481264892,13.3840284420909,109.730098053816,106.142680421379,0,0,0,58.5504083107961,38.3475781955764,0,0,0,0,,0,,,0,0,453.727519976644,453.727519976644
2020-04-01,2020,"Q2","2019/20","Q4","April",0,33.2217443241357,84.045724591,15.07690852793,38.06148166148,6.5099545660052,0,0,55.5761170221087,0,0,0,0,37.1719474787383,0,0,0,0,,0,,,0,0,269.663878171398,269.663878171398
2020-05-01,2020,"Q2","2019/20","Q4","May",0,31.537494711278,14.9573287710438,0.2608903626,2.17368003687,80.2812164419458,26.1630809714364,361.632207046778,0.6221706997632,0,0,0,0,2.978740454262,0,0,0,0,,0,,,0,0,520.606809495977,520.606809495977
2020-06-01,2020,"Q2","2019/20","Q4","June",0,20.7364233808636,68.4500309113368,0,41.63210666916,2.06396602782455,22.0368467459856,28.2958506957,13.7135729071512,0,0,0,0,20.5398574091072,0,0,0,0,,0,,,0,0,217.468654747129,217.468654747129
2020-07-01,2020,"Q3","2020/21","Q1","July",24.0894025346772,16.5451035634609,0,12.1082435697558,88.4266757385412,92.5472286816507,0,4.510933200532,147.595132370459,0,306.056623365963,0,27.2082586010716,16.6211070553358,0,0,0,0,0,0,,,735.708708681447,0,0,735.708708681447
2020-08-01,2020,"Q3","2020/21","Q1","August",74.304115915654,36.2695091565989,0,0,62.9773665212194,4.05494726740966,0,0,167.083945208752,0,0,0,0,23.472493135117,0,0,0,0,0,0,,,368.162377204751,0,0,368.162377204751
2020-09-01,2020,"Q3","2020/21","Q1","September",20.8407697079554,505.869063252385,1.0276184225384,3.8117133590039,81.0195345109416,7.4925952292952,0,9.72089870008617,27.8463250185379,0,0,0,0,70.2008295968231,0,0,0,0,0,0,,,727.829347797566,0,0,727.829347797566
2020-10-01,2020,"Q4","2020/21","Q2","October",0,24.1890673444407,0,4.41509585966,120.497976156745,1.60840993176763,0,0.114524061064,20.1193863086836,2.18331302573754,0,0,0,154.891903874078,0,0,0,0,0,0,,,328.019676562177,0,0,328.019676562177
2020-11-01,2020,"Q4","2020/21","Q2","November",11.01634934663,82.9620373267354,1.4442651551528,18.375240234364,27.7836479266336,1.37769555197495,8.182677061522,38.9520992411541,15.757556056618,0,0,0,0,14.4050985010694,0,0,0,0,0,0,,,220.256666401854,0,0,220.256666401854
2020-12-01,2020,"Q4","2020/21","Q2","December",171.960008126476,243.500333414605,115.250048147687,0,40.2757817791881,411.610289224009,60.8262022071863,46.7399925188636,159.538075727663,1.83327159090909,0,0,0,22.4675257869059,0,0,0,0,0,0,,,1274.00152852349,0,0,1274.00152852349
2021-01-01,2021,"Q1","2020/21","Q3","January",2.95559876031724,28.8446645879666,0,1.91476977027192,33.2618639695796,0.362246893042724,10.6420976687822,3.44559270352819,4.85433283193595,8.85975277749361,0,0,0,48.577696631229,0,0,0,0,0,0,,,143.718616594147,0,0,143.718616594147
2021-02-01,2021,"Q1","2020/21","Q3","February",36.5177096200568,13.0185987240136,5.39382434358273,0,41.6467903084047,3.84481165764997,0,0,5.45654022939316,0,0,0,0,12.4616516392263,0,0,0,0,0,0,,,118.339926522327,0,0,118.339926522327
2021-03-01,2021,"Q1","2020/21","Q3","March",48.5175378683876,130.703907150437,0,6.64578721108383,71.8016142496116,21.369668021332,0,38.395864868567,30.8643658586205,0,0,0,0,10.6528899398376,0,0,0,0,0,0,,,358.951635167878,0,0,358.951635167878
2021-04-01,2021,"Q2","2020/21","Q4","April",0,30.7976077094631,0,0.48614455272038,68.4472342237428,10.0004900017974,0,1.811651,28.9795944120928,0,0,0,0,20.3198780995701,0,0,0,0,0,0,,,160.842599999386,0,0,160.842599999386
2021-05-01,2021,"Q2","2020/21","Q4","May",3.36450530413715,422.713858095791,0,4.09211581786624,-1.67294172216967,3.3744129249328,0,1.17241957105263,8.30302573423836,0,0,0,42.5166233246526,4.87935708314944,0,0,0,0,0,0,,,488.74337613365,0,0,488.74337613365
2021-06-01,2021,"Q2","2020/21","Q4","June",2.83700214188304,26.1209286384581,0,3.76267056911738,206.537187613623,27.5236698364426,26.0014166759504,19.9051545365806,58.8376286349864,0,0,0,24.7824647368421,12.5859701440415,0,0,0,0,0,0,,,408.894093527925,0,0,408.894093527925
2021-07-01,2021,"Q3","2021/22","Q1","July",69.7249814183575,38.996352665764,54.4958011844628,0,145.779919832143,36.6120847967471,3.60734869132857,26.7699092120801,31.4235657986473,0,0,0,0,3.71000368365974,0,0,0,0,0,0,,,411.11996728319,0,0,411.11996728319
2021-08-01,2021,"Q3","2021/22","Q1","August",14.9221277284275,905.262033063326,0.480988160794268,0,48.9251869237688,11.7783287845457,0,17.9801098902226,116.917571386759,0,417.099552862025,0,0,80.6171862069881,0,0,0,0,0,0,,,1613.98308500686,0,0,1613.98308500686
2021-09-01,2021,"Q3","2021/22","Q1","September",36.4924161796412,72.8386966084498,1.57584989955869,8.80568049583756,129.657643114811,0.889853267628182,0,5.92412416767993,28.8580527435751,12.311311565,0,0,26.8327983636364,20.8624497454104,0,0,0,0,0,0,,,345.048876151229,0,0,345.048876151229
2021-10-01,2021,"Q4","2021/22","Q2","October",0,154.618542207897,1.45471227028614,35.9665361642563,29.5466489769164,1.84545714703166,0,11.4558156190476,23.6156466903253,0,0,0,0,21.7440577264508,0,0,0,0,0,0,,,280.247416802211,0,0,280.247416802211
2021-11-01,2021,"Q4","2021/22","Q2","November",0,93.6275724653869,0.959518620006489,1.55109423211572,19.1630725478157,5.19383714475173,0,0,24.8403999505122,5.42672683145454,17.7576139772727,0,15.6769991073584,18.5039339248437,0,0,0,0,0,0,,,202.700768801518,0,0,202.700768801518
2021-12-01,2021,"Q4","2021/22","Q2","December",35.5124395417243,113.395797159758,2.54691360323891,13.6584459303501,26.6794298680662,322.193536017508,9.53479963466214,3.3004984331714,116.035727819311,0,0,0,11.9704143375037,31.7592260404384,0,0,0,0,0,0,,,686.587228385732,0,0,686.587228385732
2022-01-01,2022,"Q1","2021/22","Q3","January",0,42.7419014752267,3.35007056600597,3.37106909379546,3.02389758427523,8.98001012966219,0,35.8631464460242,4.08721461864343,0,0,0,0,18.5907451504318,0,0,0,0,0,0,,,120.008055064065,0,0,120.008055064065
2022-02-01,2022,"Q1","2021/22","Q3","February",0,167.075266400315,13.4076362039634,26.5435804844059,13.3409976824947,25.1242457715795,0,12.4860418992502,49.3330401509491,5.05034633210526,0,0,0,1.32405804901007,0,0,0,0,0,0,,,313.685212974073,0,0,313.685212974073
2022-03-01,2022,"Q1","2021/22","Q3","March",15.6735133135179,62.4640619017455,2.9968541960335,13.6576746448619,35.2696445142664,39.2050811179796,0,0.0107695268181818,181.92606901764,0,0,0,11.2301699997744,5.92763019889639,0,0,0,0,0,0,,,368.361468431534,0,0,368.361468431534
2022-04-01,2022,"Q2","2021/22","Q4","April",28.3540454823103,-46.4909621082014,1.27923464789108,47.6892275687121,4.88013742879593,0.767310792408966,0,8.99895682279182,56.9256783373343,0,0,0,0,39.0664156166428,0,0,0,0,0,0,,,141.470044588686,0,0,141.470044588686
2022-05-01,2022,"Q2","2021/22","Q4","May",0,79.504257354395,5.87139657956036,29.7864349927911,2.99034074693569,29.434626807458,0,0,128.901923184334,2.90645447619048,0,0,0,4.70962070898664,0,0,0,0,0,0,,,284.105054850651,0,0,284.105054850651
2022-06-01,2022,"Q2","2021/22","Q4","June",0,88.6946191895653,6.83097670561025,3.48478221951998,7.97795589453925,15.5175189046946,0,0.363728982358842,61.7531532120171,0,0,0,0,5.50887409565931,0,0,0,0,0,0,,,190.131609203965,0,0,190.131609203965
