"Date","Year","Quarter","FY","QFY","Month","EXPI_99","EXPI_05","IMPI_99","IMPI_05","TOT_99","TOT_05"
2011-10-01,2011,"Q4","2011/12","Q2","October",,206.646217033577,,176.435063165466,,117.123100888273
2011-11-01,2011,"Q4","2011/12","Q2","November",,197.081891245367,,172.870065494329,,114.005794283587
2011-12-01,2011,"Q4","2011/12","Q2","December",,224.811009310163,,169.805742376183,,132.393054654255
2012-01-01,2012,"Q1","2011/12","Q3","January",,189.820914115285,,174.117791979994,,109.01867750373
2012-02-01,2012,"Q1","2011/12","Q3","February",,192.61133354713,,180.525035022666,,106.695081667175
2012-03-01,2012,"Q1","2011/12","Q3","March",,197.083043958689,,183.380163397694,,107.472389765123
2012-04-01,2012,"Q2","2011/12","Q4","April",,202.367173855927,,182.04773890639,,111.161596991867
2012-05-01,2012,"Q2","2011/12","Q4","May",,195.314505315928,,174.522877390228,,111.913411145067
2012-06-01,2012,"Q2","2011/12","Q4","June",,187.60620435818,,167.70867056711,,111.864344117562
2012-07-01,2012,"Q3","2012/13","Q1","July",,174.469877565265,,175.305725159531,,99.5232057632429
2012-08-01,2012,"Q3","2012/13","Q1","August",,175.620217364724,,174.95866089191,,100.378121591375
2012-09-01,2012,"Q3","2012/13","Q1","September",,165.782053889183,,176.159973972429,,94.1088092548929
2012-10-01,2012,"Q4","2012/13","Q2","October",,163.389094034817,,175.030137343437,,93.349120622708
2012-11-01,2012,"Q4","2012/13","Q2","November",,171.578601742459,,173.169303477795,,99.0814181824433
2012-12-01,2012,"Q4","2012/13","Q2","December",,176.996613178307,,176.625841300245,,100.209919384011
2013-01-01,2013,"Q1","2012/13","Q3","January",,176.340443984344,,180.477653456364,,97.7076333868558
2013-02-01,2013,"Q1","2012/13","Q3","February",,171.87154089032,,182.678301986904,,94.0842667251427
2013-03-01,2013,"Q1","2012/13","Q3","March",,175.326001789026,,176.377969818197,,99.4035717554431
2013-04-01,2013,"Q2","2012/13","Q4","April",,184.292689024668,,172.722896665729,,106.698470545761
2013-05-01,2013,"Q2","2012/13","Q4","May",,217.889222959329,,173.107382435233,,125.869399614341
2013-06-01,2013,"Q2","2012/13","Q4","June",,169.175091917724,,171.997958419571,,98.3587790647136
2013-07-01,2013,"Q3","2013/14","Q1","July",,174.086297513445,,173.083693260999,,100.579259798284
2013-08-01,2013,"Q3","2013/14","Q1","August",,172.534369504117,,172.202144248576,,100.192927478918
2013-09-01,2013,"Q3","2013/14","Q1","September",,171.691919487253,,168.944004468053,,101.626524142038
2013-10-01,2013,"Q4","2013/14","Q2","October",,173.581823934281,,169.701736413934,,102.286415921451
2013-11-01,2013,"Q4","2013/14","Q2","November",,168.355696201056,,168.950826693791,,99.6477492863568
2013-12-01,2013,"Q4","2013/14","Q2","December",,158.430981797526,,172.132606775889,,92.0400758258416
2014-01-01,2014,"Q1","2013/14","Q3","January",,172.504657835637,,170.159724899926,,101.378077531032
2014-02-01,2014,"Q1","2013/14","Q3","February",,189.77739011916,,172.036648559726,,110.312187378653
2014-03-01,2014,"Q1","2013/14","Q3","March",,189.850278558257,,174.13756543869,,109.023161131249
2014-04-01,2014,"Q2","2013/14","Q4","April",,194.935159103705,,175.866797219034,,110.842502499731
2014-05-01,2014,"Q2","2013/14","Q4","May",,185.777463571017,,173.41912313472,,107.126284698543
2014-06-01,2014,"Q2","2013/14","Q4","June",,182.73140334215,,170.587977370178,,107.118570815585
2014-07-01,2014,"Q3","2014/15","Q1","July",,178.070493755792,,169.406170357485,,105.114526454392
2014-08-01,2014,"Q3","2014/15","Q1","August",,186.10036608023,,165.734544410937,,112.288217728946
