"Date","Year","Quarter","FY","QFY","Month","NIIP","A","A_DI","A_DI_EIF","A_DI_EIF_DIDIE","A_DI_EIF_DIEDI","A_DI_EIF_BFE","A_DI_DBI","A_DI_DBI_DIDIE","A_DI_DBI_DIEDI","A_DI_DBI_BFE","A_PI","A_PI_EIF","A_PI_EIF_CBK","A_PI_EIF_ODC","A_PI_EIF_GOV","A_PI_EIF_OSE","A_PI_DBS","A_PI_DBS_CBK","A_PI_DBS_CBK_ST","A_PI_DBS_CBK_LT","A_PI_DBS_ODC","A_PI_DBS_ODC_ST","A_PI_DBS_ODC_LT","A_PI_DBS_GOV","A_PI_DBS_GOV_ST","A_PI_DBS_GOV_LT","A_PI_DBS_OSE","A_PI_DBS_OSE_ST","A_PI_DBS_OSE_LT","A_FDES","A_FDES_CBK","A_FDES_ODC","A_FDES_GOV","A_FDES_OSE","A_OI","A_OI_OE","A_OI_CAD","A_OI_CAD_CBK","A_OI_CAD_CBK_ST","A_OI_CAD_CBK_LT","A_OI_CAD_ODC","A_OI_CAD_ODC_ST","A_OI_CAD_ODC_LT","A_OI_CAD_GOV","A_OI_CAD_GOV_ST","A_OI_CAD_GOV_LT","A_OI_CAD_OSE","A_OI_CAD_OSE_ST","A_OI_CAD_OSE_LT","A_OI_LN","A_OI_LN_CBK","A_OI_LN_CBK_IMF","A_OI_LN_CBK_OST","A_OI_LN_CBK_OLT","A_OI_LN_ODC","A_OI_LN_ODC_ST","A_OI_LN_ODC_LT","A_OI_LN_GOV","A_OI_LN_GOV_IMF","A_OI_LN_GOV_OST","A_OI_LN_GOV_OLT","A_OI_LN_OSE","A_OI_LN_OSE_ST","A_OI_LN_OSE_LT","A_OI_IP","A_OI_IP_CBK","A_OI_IP_ODC","A_OI_IP_GOV","A_OI_IP_OSE","A_OI_TCA","A_OI_TCA_CBK","A_OI_TCA_CBK_ST","A_OI_TCA_CBK_LT","A_OI_TCA_ODC","A_OI_TCA_ODC_ST","A_OI_TCA_ODC_LT","A_OI_TCA_GOV","A_OI_TCA_GOV_ST","A_OI_TCA_GOV_LT","A_OI_TCA_OSE","A_OI_TCA_OSE_ST","A_OI_TCA_OSE_LT","A_OI_OAR","A_OI_OAR_CBK","A_OI_OAR_CBK_ST","A_OI_OAR_CBK_LT","A_OI_OAR_ODC","A_OI_OAR_ODC_ST","A_OI_OAR_ODC_LT","A_OI_OAR_GOV","A_OI_OAR_GOV_ST","A_OI_OAR_GOV_LT","A_OI_OAR_OSE","A_OI_OAR_OSE_ST","A_OI_OAR_OSE_LT","A_RA","A_RA_MG","A_RA_SDR","A_RA_IMF","A_RA_ORA","A_RA_ORA_CAD","A_RA_ORA_CAD_CMA","A_RA_ORA_CAD_COE","A_RA_ORA_SEC","A_RA_ORA_SEC_DBT","A_RA_ORA_SEC_DBT_ST","A_RA_ORA_SEC_DBT_LT","A_RA_ORA_SEC_EIF","A_RA_ORA_SEC_EIF_RCC","A_RA_ORA_FDR","A_RA_OCL","L","L_DI","L_DI_EIF","L_DI_EIF_DIDIE","L_DI_EIF_DIEDI","L_DI_EIF_BFE","L_DI_DBI","L_DI_DBI_DIDIE","L_DI_DBI_DIEDI","L_DI_DBI_BFE","L_PI","L_PI_EIF","L_PI_EIF_ODC","L_PI_EIF_OSE","L_PI_DBS","L_PI_DBS_CBK","L_PI_DBS_CBK_ST","L_PI_DBS_CBK_LT","L_PI_DBS_ODC","L_PI_DBS_ODC_ST","L_PI_DBS_ODC_LT","L_PI_DBS_GOV","L_PI_DBS_GOV_ST","L_PI_DBS_GOV_LT","L_PI_DBS_OSE","L_PI_DBS_OSE_ST","L_PI_DBS_OSE_LT","L_FDES","L_FDES_CBK","L_FDES_ODC","L_FDES_GOV","L_FDES_OSE","L_OI","L_OI_OE","L_OI_CAD","L_OI_CAD_CBK","L_OI_CAD_CBK_ST","L_OI_CAD_CBK_LT","L_OI_CAD_ODC","L_OI_CAD_ODC_ST","L_OI_CAD_ODC_LT","L_OI_CAD_GOV","L_OI_CAD_GOV_ST","L_OI_CAD_GOV_LT","L_OI_CAD_OSE","L_OI_CAD_OSE_ST","L_OI_CAD_OSE_LT","L_OI_LN","L_OI_LN_CBK","L_OI_LN_CBK_IMF","L_OI_LN_CBK_OST","L_OI_LN_CBK_OLT","L_OI_LN_ODC","L_OI_LN_ODC_ST","L_OI_LN_ODC_LT","L_OI_LN_GOV","L_OI_LN_GOV_IMF","L_OI_LN_GOV_OST","L_OI_LN_GOV_OLT","L_OI_LN_OSE","L_OI_LN_OSE_ST","L_OI_LN_OSE_LT","L_OI_IP","L_OI_IP_CBK","L_OI_IP_ODC","L_OI_IP_GOV","L_OI_IP_OSE","L_OI_TCA","L_OI_TCA_CBK","L_OI_TCA_CBK_ST","L_OI_TCA_CBK_LT","L_OI_TCA_ODC","L_OI_TCA_ODC_ST","L_OI_TCA_ODC_LT","L_OI_TCA_GOV","L_OI_TCA_GOV_ST","L_OI_TCA_GOV_LT","L_OI_TCA_OSE","L_OI_TCA_OSE_ST","L_OI_TCA_OSE_LT","L_OI_OAR","L_OI_OAR_CBK","L_OI_OAR_CBK_ST","L_OI_OAR_CBK_LT","L_OI_OAR_ODC","L_OI_OAR_ODC_ST","L_OI_OAR_ODC_LT","L_OI_OAR_GOV","L_OI_OAR_GOV_ST","L_OI_OAR_GOV_LT","L_OI_OAR_OSE","L_OI_OAR_OSE_ST","L_OI_OAR_OSE_LT","L_OI_SDR"
2014-04-01,2014,"Q2","2013/14","Q4","April",-11610.4851412432,5021.01820687871,158.441469529614,145.07321897208,145.07321897208,0,0,13.3682505575347,4.9458640712599,0,8.4223864862748,296.425013154414,38.7011833798643,0,0.0274048450040301,0,38.6737785348603,257.72382977455,0,0,0,0,0,0,0,0,0,257.72382977455,0,257.72382977455,1.71231144096824,0,1.71231144096824,0,0,1171.55121346701,0.4287288,1118.52893947567,305.885645856091,305.885645856091,0,419.643293619583,419.643293619583,0,0,0,0,393,393,0,52.5935451913312,0,0,0,0,52.5935451913312,0,52.5935451913312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392.88819928671,0,214.871883374108,0,3178.0163159126,2775.94783258504,0,2775.94783258504,380.471514480244,380.471514480244,0,380.471514480244,0,0,0,21.5969688473197,16631.5033481219,9300.20280076145,7374.91379495203,7374.90277727554,0,0.0110176764906385,1925.28900580942,1925.28900580942,0,0,734.821043212632,320.320299341694,192.680981705106,127.639317636588,414.500743870938,0,0,0,0,0,0,414.500743870938,92.3912549494597,322.109488921478,0,0,0,0.324754711357758,0,0.324754711357758,0,0,6596.15474943649,33.7487562824228,114.752821700044,0,0,0,114.752821700044,114.752821700044,0,0,0,0,0,0,0,5967.48562822395,2.779416,2.779416,0,0,605.60523360103,0,605.60523360103,4297.96554491816,0,0,4297.96554491816,1061.13543370476,125.941633215586,935.193800489169,0,0,0,0,0,72.671161889696,0,0,0,0,0,0,0,0,0,72.671161889696,72.671161889696,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,267.2258086712
2014-07-01,2014,"Q3","2014/15","Q1","July",-12016.2625452434,4914.85694732153,165.196043867599,145.218039041057,145.218039041057,0,0,19.9780048265415,7.34442509712934,0,12.6335797294122,328.74607138662,41.9517524523235,0,0.0274048450040301,0,41.9243476073195,286.794318934296,0,0,0,0,0,0,0,0,0,286.794318934296,0,286.794318934296,1.33897545877931,0,1.33897545877931,0,0,1379.58584694831,0.4287288,1347.61503910972,458.257026554854,458.257026554854,0,405.35801255487,405.35801255487,0,0,0,0,484,484,0,31.5420790385879,0,0,0,0,31.5420790385879,0,31.5420790385879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039.99000966022,0,72.2831073889226,0,2967.70690227129,2361.10290140959,0,2361.10290140959,493.141362438815,493.141362438815,0,493.141362438815,0,0,0,113.462638422885,16931.1194925649,9564.84393584816,7560.27095761241,7560.25443109768,0,0.0165265147359577,2004.57297823575,2004.57297823575,0,0,805.118864927226,368.91580676359,237.349514838848,131.566291924742,436.203058163636,0,0,0,0,0,0,436.203058163636,103.38678973099,332.816268432646,0,0,0,0.47149224652098,0,0.47149224652098,0,0,6560.68519954304,33.9037422434032,130.426365157404,0,0,0,130.426365157404,130.426365157404,0,0,0,0,0,0,0,5930.40579576656,1.784808,1.784808,0,0,590.471374241482,0,590.471374241482,4278.31962509224,0,0,4278.31962509224,1059.82998843284,125.755023101575,934.074965331266,0,0,0,0,0,68.2792765980868,0,0,0,0,0,0,0,0,0,68.2792765980868,68.2792765980868,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,257.3994471084
2014-10-01,2014,"Q4","2014/15","Q2","October",-12117.0819510308,4966.83658220409,171.950618205583,145.362859110034,145.362859110034,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,360.6326262153,59.7356030721227,0,0.0274048450040301,0,59.7081982271187,300.897023143177,0,0,0,0,0,0,0,0,0,300.897023143177,0,300.897023143177,0.610445258479682,0,0.610445258479682,0,0,1199.37128177029,11.5951258,1147.76115579763,352.291755996795,352.291755996795,0,390.469399800831,390.469399800831,0,0,0,0,405,405,0,40.0150001726609,0,0,0,0,40.0150001726609,0,40.0150001726609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234.27161075444,0,70.3028856525181,0,3163.96872510193,2567.97266922981,0,2567.97266922981,494.596553261824,494.596553261824,0,494.596553261824,0,0,0,101.399502610289,17083.9185332349,9829.48507093487,7745.6281202728,7745.60608491982,0,0.0220353529812769,2083.85695066207,2083.85695066207,0,0,755.663769528721,334.046091341459,194.771161827762,139.274929513698,421.617678187262,0,0,0,0,0,0,421.617678187262,98.9205157636796,322.697162423582,0,0,0,0.999144327032252,0,0.999144327032252,0,0,6497.77054844428,34.0587282043835,138.517802216812,0,0,0,138.517802216812,138.517802216812,0,0,0,0,0,0,0,5871.50172240783,1.738572,1.738572,0,0,564.527100474422,0,564.527100474422,4246.71150677248,0,0,4246.71150677248,1058.52454316093,125.568412987563,932.956130173364,0,0,0,0,0,62.7647035672786,0,0,0,0,0,0,0,0,0,62.7647035672786,62.7647035672786,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,250.6570193788
2015-01-01,2015,"Q1","2014/15","Q3","January",-12174.8403395586,4990.98148302896,171.949382838378,145.361623742829,145.361623742829,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,402.188078189807,87.8987961439726,0,0.0274048450040301,0,87.8713912989685,314.289282045834,0,0,0,0,0,0,0,0,0,314.289282045834,0,314.289282045834,0.0134680134680135,0,0.0134680134680135,0,0,1609.59303222046,11.5951258,1522.25298788817,392.589719800338,392.589719800338,0,663.663268087835,663.663268087835,0,0,0,0,466,466,0,75.7449185322844,0,0,0,0,75.7449185322844,0,75.7449185322844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2807.23752176685,0,66.3017887050895,0,2740.93573306176,2268.1639352825,0,2268.1639352825,375.172131319282,375.172131319282,0,375.172131319282,0,0,0,97.5996664599765,17165.8218225876,10013.8981059727,7883.60713969538,7883.58510434239,0,0.0220353529812769,2130.29096627735,2130.29096627735,0,0,638.331261144749,323.169319487916,197.767914554275,125.401404933641,315.161941656833,0,0,0,0,0,0,315.161941656833,68.4859825473074,246.675959109525,0,0,0,1.24622816008953,0,1.24622816008953,0,0,6512.34622731002,33.2801605417792,164.642147249588,0,0,0,164.642147249588,164.642147249588,0,0,0,0,0,0,0,5868.83140667314,0.827694,0.827694,0,0,644.332242305094,0,644.332242305094,4164.41578812313,0,0,4164.41578812313,1059.25568224492,124.649401974925,934.606280269995,0,0,0,0,0,65.8934301763272,0,0,0,0,0,0,0,0,0,65.8934301763272,65.8934301763272,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,239.42851
2015-04-01,2015,"Q2","2014/15","Q4","April",-12549.30913629,5040.64724384914,171.948147471173,145.360388375624,145.360388375624,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,500.09792386395,175.468783392484,0,0.0274048450040301,0,175.44137854748,324.629140471466,0,0,0,0,0,0,0,0,0,324.629140471466,0,324.629140471466,3.47727878891588,0,3.47727878891588,0,0,1481.71412011234,11.5951258,1433.2313104269,380.062894496452,380.062894496452,0,612.168415930451,612.168415930451,0,0,0,0,441,441,0,36.8876838854402,0,0,0,0,36.8876838854402,0,36.8876838854402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883.40977361275,0,67.2217864587782,0,2816.18798715398,2387.36549013359,0,2387.36549013359,275.222941000433,275.222941000433,0,275.222941000433,0,0,0,153.599556019953,17589.9563801391,10198.3111410106,8021.58615911795,8021.56412376497,0,0.0220353529812769,2176.72498189264,2176.72498189264,0,0,671.472027638974,346.368324061155,207.376060362343,138.992263698812,325.103703577819,0,0,0,0,0,0,325.103703577819,99.8771905527228,225.226513025096,0,0,0,0.16713481586224,0,0.16713481586224,0,0,6720.00607667372,32.5015928791749,182.210450602434,0,0,0,182.210450602434,182.210450602434,0,0,0,0,0,0,0,6054.16355314256,0.843834,0.843834,0,0,614.080060348188,0,614.080060348188,4379.25283746546,0,0,4379.25283746546,1059.98682132891,123.730390962287,936.256430366625,0,0,0,0,0,68.0165587406979,0,0,0,0,0,0,0,0,0,68.0165587406979,68.0165587406979,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,242.843348639669
2015-07-01,2015,"Q3","2015/16","Q1","July",-12859.6346536699,4971.93310404873,172.090692387574,145.502933292026,145.502933292026,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,503.464349171733,167.481525633086,0,0.0274048450040301,0,167.454120788082,335.982823538647,0,0,0,0,0,0,0,0,0,335.982823538647,0,335.982823538647,0.0393965921177023,0,0.0393965921177023,0,0,1605.2812903922,11.5951258,1548.31198256405,456.802065582618,456.802065582618,0,610.50991698143,610.50991698143,0,0,0,0,481,481,0,45.3741820281485,0,0,0,0,45.3741820281485,0,45.3741820281485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691.05737550511,0,66.7524037818822,0,2624.30497172323,2097.18888065307,0,2097.18888065307,410.616152830255,410.616152830255,0,410.616152830255,0,0,0,116.499938239903,17831.5677577186,10382.7241760484,8159.56517854052,8159.54314318754,0,0.0220353529812769,2223.15899750792,2223.15899750792,0,0,567.017487260427,319.489814948953,198.309720017929,121.180094931024,247.527672311474,0,0,0,0,0,0,247.527672311474,62.2788409016919,185.248831409782,0,0,0,0.556511631395606,0,0.556511631395606,0,0,6881.26958277834,31.7230252165706,182.908107720626,0,0,0,182.908107720626,182.908107720626,0,0,0,0,0,0,0,6213.37819054691,0.280748,0.280748,0,0,562.482476553527,0,562.482476553527,4589.89700558048,0,0,4589.89700558048,1060.71796041291,122.81137994965,937.906580463256,0,0,0,0,0,69.8832863901528,0,0,0,0,0,0,0,0,0,69.8832863901528,69.8832863901528,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,243.106400234896
2015-10-01,2015,"Q4","2015/16","Q2","October",-13110.6516152024,5128.72258929482,172.233237303976,145.645478208428,145.645478208428,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,525.479241268511,170.91561989752,0,0.0274048450040301,0,170.888215052516,354.563621370991,0,0,0,0,0,0,0,0,0,354.563621370991,0,354.563621370991,0.146787285601018,0,0.146787285601018,0,0,1611.02522778645,21.96831,1548.62531456489,393.282688670428,393.282688670428,0,653.34262589446,653.34262589446,0,0,0,0,502,502,0,40.4316032215665,0,0,0,0,40.4316032215665,0,40.4316032215665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819.83809565028,0,65.8392141220018,0,2753.99888152828,2213.41600646491,0,2213.41600646491,430.680705211134,430.680705211134,0,430.680705211134,0,0,0,109.902169852236,18239.3742044972,10369.0869410154,8777.26139934109,8777.23936398811,0,0.0220353529812769,1591.82554167432,1591.82554167432,0,0,712.421574152101,413.027678466187,209.181175310557,203.84650315563,299.393895685914,0,0,0,0,0,0,299.393895685914,78.5869061112827,220.806989574631,0,0,0,1.92369959948487,0,1.92369959948487,0,0,7155.94198973021,30.9444575539663,208.047389309545,0,0,0,208.047389309545,208.047389309545,0,0,0,0,0,0,0,6465.6744359922,0.27714611558933,0.27714611558933,0,0,490.967575090822,0,490.967575090822,4912.98061528889,0,0,4912.98061528889,1061.4490994969,121.892368937012,939.556730559887,0,0,0,0,0,70.9951426053121,0,0,0,0,0,0,0,0,0,70.9951426053121,70.9951426053121,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,240.0099916
2016-01-01,2016,"Q1","2015/16","Q3","January",-13594.6947237046,5233.47085365882,172.23202134464,145.644262249091,145.644262249091,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,573.764134201497,190.635963676858,0,0.0274048450040301,0,190.608558831854,383.128170524639,0,0,0,0,0,0,0,0,0,383.128170524639,0,383.128170524639,0.932880959407058,0,0.932880959407058,0,0,1615.55765652944,21.96831,1484.31009904306,348.222789239839,348.222789239839,0,564.087309803223,564.087309803223,0,0,0,0,572,572,0,109.279247486382,0,0,0,0,109.279247486382,0,109.279247486382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870.98416062383,0,66.4728723014462,0,2804.51128832239,2376.89032765501,0,2376.89032765501,380.520458485657,380.520458485657,0,380.520458485657,0,0,0,47.1005021817212,18828.1655773635,10525.5130314822,8876.19400910822,8876.17197375524,0,0.0220353529812769,1649.31902237396,1649.31902237396,0,0,891.579177632494,605.73168696605,207.872210661847,397.859476304203,285.847490666445,0,0,0,0,0,0,285.847490666445,45.9100453196874,239.937445346757,0,0,0,3.79760710237333,0,3.79760710237333,0,0,7407.27576114641,31.2578895780783,171.207334608525,0,0,0,171.207334608525,171.207334608525,0,0,0,0,0,0,0,6746.23030832761,0,0,0,0,502.49197753548,0,502.49197753548,5196.39979006897,0,0,5196.39979006897,1047.33854072316,121.305338447629,926.033202275528,0,0,0,0,0,74.4992667630203,0,0,0,0,0,0,0,0,0,74.4992667630203,74.4992667630203,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,243.8103892
2016-04-01,2016,"Q2","2015/16","Q4","April",-13870.1173195444,5297.33930549644,172.230805385303,145.643046289755,145.643046289755,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,626.474134201497,219.975963676858,0,0.0274048450040301,0,219.948558831854,406.498170524639,0,0,0,0,0,0,0,0,0,406.498170524639,0,406.498170524639,0.618585930487954,0,0.618585930487954,0,0,1573.54875057799,31.96831,1526.78422806349,387.831480140157,387.831480140157,0,595.952747923334,595.952747923334,0,0,0,0,543,543,0,14.7962125144968,0,0,0,0,14.7962125144968,0,14.7962125144968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924.46702940117,0,65.9332172154836,0,2858.53381218568,2307.99945427561,0,2307.99945427561,460.635016649828,460.635016649828,0,460.635016649828,0,0,0,89.8993412602426,19167.4566250409,10681.9391219489,8975.12661887536,8975.10458352238,0,0.0220353529812769,1706.81250307359,1706.81250307359,0,0,962.64079601721,624.840092940731,198.672876705356,426.167216235374,337.800703076479,0,0,0,0,0,0,337.800703076479,27.9396062192684,309.861096857211,0,0,0,1.99363904232406,0,1.99363904232406,0,0,7520.88306803238,31.5713216021904,185.202161433382,0,0,0,185.202161433382,185.202161433382,0,0,0,0,0,0,0,6844.89277748823,0,0,0,0,502.433043219056,0,502.433043219056,5309.23175231976,0,0,5309.23175231976,1033.22798194941,120.718307958245,912.509673991169,0,0,0,0,0,76.8629844393987,0,0,0,0,0,0,0,0,0,76.8629844393987,76.8629844393987,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,242.0832504
2016-07-01,2016,"Q3","2016/17","Q1","July",-14134.3419661997,5336.8521829162,172.304720197115,145.716961101567,145.716961101567,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,631.682023201497,216.618807676858,0,0.0274048450040301,0,216.591402831854,415.063215524639,0,0,0,0,0,0,0,0,0,415.063215524639,0,415.063215524639,0.952369921459886,0,0.952369921459886,0,0,1590.43099334079,31.96831,1544.76832615356,383.385559963523,383.385559963523,0,550.382766190034,550.382766190034,0,0,0,0,611,611,0,13.6943571872368,0,0,0,0,13.6943571872368,0,13.6943571872368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2941.48207625533,0,66.0317187233666,0,2875.45035753197,1973.38539266713,0,1973.38539266713,809.66565819542,809.66565819542,0,809.66565819542,0,0,0,92.399306669421,19471.1941491159,10838.3652124157,9074.05922864249,9074.03719328951,0,0.0220353529812769,1764.30598377322,1764.30598377322,0,0,1080.47425986119,616.73288707836,183.151642363079,433.581244715281,463.741372782826,0,0,0,0,0,0,463.741372782826,91.0182954919701,372.723077290856,0,0,0,1.5550921721563,0,1.5550921721563,0,0,7550.79958466688,31.8847536263025,178.883906966434,0,0,0,178.883906966434,178.883906966434,0,0,0,0,0,0,0,6878.83195621921,0,0,0,0,474.228841980539,0,474.228841980539,5385.485691063,0,0,5385.485691063,1019.11742317567,120.131277468862,898.98614570681,0,0,0,0,0,78.9385971857563,0,0,0,0,0,0,0,0,0,78.9385971857563,78.9385971857563,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,241.989798
2016-10-01,2016,"Q4","2016/17","Q2","October",-13360.07701389,5534.65354802558,172.378635008927,145.790875913378,145.790875913378,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,647.879097250826,208.153704246021,0,0.0274048450040301,0,208.126299401017,439.725393004805,0,0,0,0,0,0,0,0,0,439.725393004805,0,439.725393004805,0.616801459068098,0,0.616801459068098,0,0,1717.89867045739,37.288143,1668.22468714632,453.903935593751,453.903935593751,0,673.320751552565,673.320751552565,0,0,0,0,541,541,0,12.385840311076,0,0,0,0,12.385840311076,0,12.385840311076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2995.88034384937,0,63.2477171422241,0,2932.63262670715,1955.62500066505,0,1955.62500066505,761.944867529982,761.944867529982,0,761.944867529982,0,0,0,215.062758512117,18894.7305619155,10272.9695914208,8718.45323000949,8718.4311946565,0,0.0220353529812769,1554.51636141127,1554.51636141127,0,0,977.045514333929,583.843677732093,169.123999098609,414.719678633484,393.201836601836,0,0,0,0,0,0,393.201836601836,55.7990231843801,337.402813417456,0,0,0,1.96309060814272,0,1.96309060814272,0,0,7642.75236555271,32.1981856504146,170.067126343981,0,0,0,170.067126343981,170.067126343981,0,0,0,0,0,0,0,6987.40064687384,0,0,0,0,441.488893814275,0,441.488893814275,5540.90488865764,0,0,5540.90488865764,1005.00686440193,119.544246979479,885.462617422451,0,0,0,0,0,80.166084215288,0,0,0,0,0,0,0,0,0,80.166084215288,80.166084215288,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,232.6497498
2017-01-01,2017,"Q1","2016/17","Q3","January",-12860.2473051951,5731.03734037076,172.452549820738,145.86479072519,145.86479072519,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,689.478370597954,215.925502153266,0,0.0274048450040301,0,215.898097308262,473.552868444688,0,0,0,0,0,0,0,0,0,473.552868444688,0,473.552868444688,0,0,0,0,0,1691.35316391506,37.288143,1641.49276567863,381.758990811898,381.758990811898,0,648.733774866736,648.733774866736,0,0,0,0,611,611,0,12.5722552364232,0,0,0,0,12.5722552364232,0,12.5722552364232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177.75325603701,0,64.0775224185779,0,3113.67573361843,2133.35275045983,0,2133.35275045983,874.522043369884,874.522043369884,0,874.522043369884,0,0,0,105.800939788722,18591.2846455659,10473.6456266729,8895.54926526163,8895.52722990864,0,0.0220353529812769,1578.09636141127,1578.09636141127,0,0,368.464232108779,41.3738050221643,5.3203836012772,36.0534214208871,327.090427086615,0,0,0,0,0,0,327.090427086615,50.7595316865361,276.330895400079,0,0,0,1.33830359004356,0,1.33830359004356,0,0,7747.83648319419,33.0505436853507,143.073921585642,0,0,0,143.073921585642,143.073921585642,0,0,0,0,0,0,0,7113.78094856397,0,0,0,0,440.660370243102,0,440.660370243102,5668.12917428902,0,0,5668.12917428902,1004.99140403184,128.275251902795,876.716152129049,0,0,0,0,0,82.3123879108483,0,0,0,0,0,0,0,0,0,82.3123879108483,82.3123879108483,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,235.3481087792
2017-04-01,2017,"Q2","2016/17","Q4","April",-13446.9539689189,5891.06522687453,172.52646463255,145.938705537002,145.938705537002,0,0,26.5877590955484,9.74298612299878,0,16.8447729725496,746.83130501572,236.145680132703,0,0.0274048450040301,0,236.118275287699,510.685624883017,0,0,0,0,0,0,0,0,0,510.685624883017,0,510.685624883017,0,0,0,0,0,1626.25391508937,37.288143,1552.59287899196,409.04066333778,409.04066333778,0,555.552215654176,555.552215654176,0,0,0,0,588,588,0,36.3728930974157,0,0,0,0,36.3728930974157,0,36.3728930974157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345.45354213689,0,65.3552851265699,0,3280.09825701032,2365.75597699055,0,2365.75597699055,821.035740569773,821.035740569773,0,821.035740569773,0,0,0,93.3065394499986,19338.0191957934,10674.321661925,9072.64530051377,9072.62326516079,0,0.0220353529812769,1601.67636141127,1601.67636141127,0,0,359.871030476028,41.2912905815039,5.37889169897015,35.9123988825337,318.579739894525,0,0,0,0,0,0,318.579739894525,23.911924316382,294.667815578143,0,0,0,0.311097196873913,0,0.311097196873913,0,0,8303.51540619547,33.9029017202868,122.040646721629,0,0,0,122.040646721629,122.040646721629,0,0,0,0,0,0,0,7683.46145414712,0,0,0,0,451.840344716742,0,451.840344716742,6226.64516576861,0,0,6226.64516576861,1004.97594366176,137.006256826111,867.969686835648,0,0,0,0,0,83.1774031372627,0,0,0,0,0,0,0,0,0,83.1774031372627,83.1774031372627,0,140.27057266918,0,0,0,0,0,0,0,0,0,140.27057266918,29.7126528316814,110.557919837499,240.6624278
