"Date","Year","Quarter","FY","QFY","Month","PCPI_IX","PCPIF_WT_PT","PCPIFBT_WT_PT","PCPIA_WT_PT","PCPIH_WT_PT","PCPIHO_WT_PT","PCPIM_WT_PT","PCPIT_WT_PT","PCPIEC_WT_PT","PCPIR_WT_PT","PCPIED_WT_PT","PCPIRE_WT_PT","PCPIO_WT_PT"
2013-12-01,2013,"Q4","2013/14","Q2","December",85.0769994223574,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-01-01,2014,"Q1","2013/14","Q3","January",85.0078206982623,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-02-01,2014,"Q1","2013/14","Q3","February",85.5105849619358,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-03-01,2014,"Q1","2013/14","Q3","March",86.5163462477627,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-04-01,2014,"Q2","2013/14","Q4","April",86.4081041376635,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-05-01,2014,"Q2","2013/14","Q4","May",86.198657722487,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-06-01,2014,"Q2","2013/14","Q4","June",85.7456775586808,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-07-01,2014,"Q3","2014/15","Q1","July",86.1032558121704,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-08-01,2014,"Q3","2014/15","Q1","August",86.6689961292975,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-09-01,2014,"Q3","2014/15","Q1","September",87.1302520874073,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-10-01,2014,"Q4","2014/15","Q2","October",87.0930733988767,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-11-01,2014,"Q4","2014/15","Q2","November",86.9600322950601,28.4619782962022,2.79824494392842,5.08028917885187,11.9425481492162,3.86637658160239,5.75151467459473,13.7790401914788,5.18152609485199,5.51688085936484,5.50753082139832,5.7227150213225,6.39135518718775
2014-12-01,2014,"Q4","2014/15","Q2","December",86.8264168693792,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-01-01,2015,"Q1","2014/15","Q3","January",87.4606392805249,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-02-01,2015,"Q1","2014/15","Q3","February",87.8230839087427,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-03-01,2015,"Q1","2014/15","Q3","March",89.2277559337176,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-04-01,2015,"Q2","2014/15","Q4","April",90.3304075510159,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-05-01,2015,"Q2","2014/15","Q4","May",90.3517470919024,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-06-01,2015,"Q2","2014/15","Q4","June",89.9846192097569,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-07-01,2015,"Q3","2015/16","Q1","July",90.7670429367892,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-08-01,2015,"Q3","2015/16","Q1","August",91.5824234847543,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-09-01,2015,"Q3","2015/16","Q1","September",93.3400035490208,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-10-01,2015,"Q4","2015/16","Q2","October",94.1973863360032,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-11-01,2015,"Q4","2015/16","Q2","November",94.4087130792735,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2015-12-01,2015,"Q4","2015/16","Q2","December",94.6140019155932,28.4619771538023,2.79823972017603,5.08028949197105,11.9425488057451,3.86637961336204,5.75150942484906,13.7790386220961,5.18152948184705,5.51687944831206,5.50752944924705,5.72271942772806,6.39135936086406
2016-01-01,2016,"Q1","2015/16","Q3","January",94.4087130792735,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-02-01,2016,"Q1","2015/16","Q3","February",94.4992816835322,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-03-01,2016,"Q1","2015/16","Q3","March",95.3928919122181,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-04-01,2016,"Q2","2015/16","Q4","April",95.4593088886745,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-05-01,2016,"Q2","2015/16","Q4","May",95.5921428415872,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-06-01,2016,"Q2","2015/16","Q4","June",95.7430905153517,28.462,2.7982,5.0803,11.9426,3.8664,5.7515,13.779,5.1815,5.5169,5.5075,5.7227,6.3914
2016-07-01,2016,"Q3","2016/17","Q1","July",95.8880002821656,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2016-08-01,2016,"Q3","2016/17","Q1","August",96.4132981868661,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2016-09-01,2016,"Q3","2016/17","Q1","September",97.2827567877497,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2016-10-01,2016,"Q4","2016/17","Q2","October",97.8563579480548,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2016-11-01,2016,"Q4","2016/17","Q2","November",98.5024139917669,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2016-12-01,2016,"Q4","2016/17","Q2","December",99.4823227475006,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-01-01,2017,"Q1","2016/17","Q3","January",99.4814991772661,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-02-01,2017,"Q1","2016/17","Q3","February",100.337937704743,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-03-01,2017,"Q1","2016/17","Q3","March",100.977955841505,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-04-01,2017,"Q2","2016/17","Q4","April",101.436836769749,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-05-01,2017,"Q2","2016/17","Q4","May",102.010437930054,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-06-01,2017,"Q2","2016/17","Q4","June",101.358343979391,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-07-01,2017,"Q3","2017/18","Q1","July",100.881349330296,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-08-01,2017,"Q3","2017/18","Q1","August",101.038334911011,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-09-01,2017,"Q3","2017/18","Q1","September",101.998362116153,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-10-01,2017,"Q4","2017/18","Q2","October",102.330446998435,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-11-01,2017,"Q4","2017/18","Q2","November",102.17346141772,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2017-12-01,2017,"Q4","2017/18","Q2","December",102.747062578025,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-01-01,2018,"Q1","2017/18","Q3","January",102.445167230496,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-02-01,2018,"Q1","2017/18","Q3","February",102.451205137446,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-03-01,2018,"Q1","2017/18","Q3","March",102.940275600443,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-04-01,2018,"Q2","2017/18","Q4","April",103.224057227121,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-05-01,2018,"Q2","2017/18","Q4","May",103.713127690118,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-06-01,2018,"Q2","2017/18","Q4","June",103.538028388551,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-07-01,2018,"Q3","2018/19","Q1","July",103.990871409844,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-08-01,2018,"Q3","2018/19","Q1","August",104.890519545481,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-09-01,2018,"Q3","2018/19","Q1","September",105.759978146364,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-10-01,2018,"Q4","2018/19","Q2","October",105.385627915429,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-11-01,2018,"Q4","2018/19","Q2","November",105.228642334713,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2018-12-01,2018,"Q4","2018/19","Q2","December",105.035429312295,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-01-01,2019,"Q1","2018/19","Q3","January",105.240718148615,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-02-01,2019,"Q1","2018/19","Q3","February",105.50638605444,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-03-01,2019,"Q1","2018/19","Q3","March",105.983380703536,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-04-01,2019,"Q2","2018/19","Q4","April",106.810573955765,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-05-01,2019,"Q2","2018/19","Q4","May",107.184924186701,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-06-01,2019,"Q2","2018/19","Q4","June",107.076241861591,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-07-01,2019,"Q3","2019/20","Q1","July",106.6475504681,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-08-01,2019,"Q3","2019/20","Q1","August",107.07020395464,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-09-01,2019,"Q3","2019/20","Q1","September",107.788714881759,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-10-01,2019,"Q4","2019/20","Q2","October",107.987965811129,28.46,2.8,5.08,11.94,3.87,5.75,13.78,5.18,5.52,5.51,5.72,6.39
2019-11-01,2019,"Q4","2019/20","Q2","November",108.338164414262,,,,,,,,,,,,
2019-12-01,2019,"Q4","2019/20","Q2","December",108.772893714704,,,,,,,,,,,,
2020-01-01,2020,"Q1","2019/20","Q3","January",109.122020587594,,,,,,,,,,,,
2020-02-01,2020,"Q1","2019/20","Q3","February",109.340916148803,,,,,,,,,,,,
2020-03-01,2020,"Q1","2019/20","Q3","March",109.208555182436,,,,,,,,,,,,
2020-04-01,2020,"Q2","2019/20","Q4","April",110.187943813951,,,,,,,,,,,,
2020-05-01,2020,"Q2","2019/20","Q4","May",110.581977765292,,,,,,,,,,,,
2020-06-01,2020,"Q2","2019/20","Q4","June",110.94804792955,,,,,,,,,,,,
2020-07-01,2020,"Q3","2020/21","Q1","July",110.743978105857,,,,,,,,,,,,
2020-08-01,2020,"Q3","2020/21","Q1","August",110.997386302196,,,,,,,,,,,,
2020-09-01,2020,"Q3","2020/21","Q1","September",111.336643398961,,,,,,,,,,,,
2020-10-01,2020,"Q4","2020/21","Q2","October",111.813862616962,,,,,,,,,,,,
2020-11-01,2020,"Q4","2020/21","Q2","November",111.239551679593,,,,,,,,,,,,
2020-12-01,2020,"Q4","2020/21","Q2","December",111.443409620547,,,,,,,,,,,,
2021-01-01,2021,"Q1","2020/21","Q3","January",111.310465506304,,,,,,,,,,,,
2021-02-01,2021,"Q1","2020/21","Q3","February",111.846530753652,,,,,,,,,,,,
2021-03-01,2021,"Q1","2020/21","Q3","March",112.172432637084,,,,,,,,,,,,
2021-04-01,2021,"Q2","2020/21","Q4","April",112.495189253664,,,,,,,,,,,,
2021-05-01,2021,"Q2","2020/21","Q4","May",112.668689326503,,,,,,,,,,,,
2021-06-01,2021,"Q2","2020/21","Q4","June",113.144030248834,,,,,,,,,,,,
2021-07-01,2021,"Q3","2021/22","Q1","July",113.063102133556,,,,,,,,,,,,
2021-08-01,2021,"Q3","2021/22","Q1","August",113.06473761019,,,,,,,,,,,,
2021-09-01,2021,"Q3","2021/22","Q1","September",113.736154649976,,,,,,,,,,,,
2021-10-01,2021,"Q4","2021/22","Q2","October",113.929134205718,,,,,,,,,,,,
2021-11-01,2021,"Q4","2021/22","Q2","November",114.134680486429,,,,,,,,,,,,
2021-12-01,2021,"Q4","2021/22","Q2","December",114.653030227945,,,,,,,,,,,,
2022-01-01,2022,"Q1","2021/22","Q3","January",114.299667903792,,,,,,,,,,,,
2022-02-01,2022,"Q1","2021/22","Q3","February",115.41953985541,,,,,,,,,,,,
2022-03-01,2022,"Q1","2021/22","Q3","March",116.377655720733,,,,,,,,,,,,
2022-04-01,2022,"Q2","2021/22","Q4","April",117.978472685624,,,,,,,,,,,,
2022-05-01,2022,"Q2","2021/22","Q4","May",119.73416011791,,,,,,,,,,,,
2022-06-01,2022,"Q2","2021/22","Q4","June",120.883514931216,,,,,,,,,,,,
2022-07-01,2022,"Q3","2022/23","Q1","July",122.037224684812,,,,,,,,,,,,
