"Date","Year","Quarter","FY","QFY","Month","GDP_KP","GDP_KP_G","GDP_KP_AGR","GDP_KP_IND","GDP_KP_SER","GDP_KP_TAX","GDP_KP_S_AGR","GDP_KP_S_IND","GDP_KP_S_SER","GDP_CP","GDP_CP_USD","GDP_CP_AGR","GDP_CP_IND","GDP_CP_IND_MAN","GDP_CP_SER","GDP_CP_TAX","GDP_CP_S_AGR","GDP_CP_S_IND","GDP_CP_S_SER","GFCF","GFCF_PUB","GFCF_PRI","GDP_PPP_CF","CF","GDP_PPP_UGX","GDP_PPP_USD","POP","PI_USD","GNI_CP","GDP_PC_UGX","GDP_PC_USD","GNI_PC_UGX","GNI_PC_USD","REV_GRA","REV","REV_URA","REV_URA_TAX","REV_NURA","REV_OIL","GRA","GRA_BUD","GRA_PRO","EXP_LEN","EXP_CU","EXP_CU_W","EXP_CU_I","EXP_CU_I_DOM","EXP_CU_I_EXT","EXP_CU_OTH","EXP_DEV","EXP_DEV_DOM","EXP_DEV_EXT","NLP","NLP_HPP","NLP_HPP_GOU","NLP_HPP_EXBK","NLP_BOU","PAY_ARR_DOM","BAL_DOM","BAL_PRI","BAL_FIS_NGRA","BAL_FIS","FIN","FIN_EXT","FIN_EXT_DEP","FIN_EXT_DIS","FIN_EXT_DIS_BUD","FIN_EXT_DIS_PRO","FIN_EXT_AMO","FIN_DOM","FIN_DOM_BK","FIN_DOM_NBK","EAO","REV_GRA_GDP_PT","REV_GDP_PT","REV_URA_TAX_GDP_PT","GRA_GDP_PT","EXP_LEN_GDP_PT","BAL_PRI_GDP_PT","BAL_FIS_GDP_PT","I_REV_PT","EX_G","EX_G_COF","EX_G_COT","EX_G_TEA","EX_G_TOB","EX_G_FISH","EX_G_MAIZE","EX_G_HISK","EX_G_ELC","EX_G_GOLD","EX_G_SIM","EX_G_BEANS","EX_G_FLO","EX_G_OIL","EX_G_COB","EX_G_OTH","EX_G_MAN","IM_G","TB_G","EX_S","EX_S_TOU","IM_S","IM_S_TRA","CAB_NGRA","FDI","REM","FXR","FXR_M","DBT_DOM_USD","DBT_EXT_USD","DBT_PUB_USD","DBT_DOM_UGX","DBT_EXT_UGX","DBT_PUB_UGX","DBT_DOM_GDP_PT","DBT_EXT_GDP_PT","DBT_PUB_GDP_PT","E_USD","INF_HL","M3","DC","PSC","PSC_AGR","PSC_MIN","PSC_MAN","PSC_WRT","PSC_TRA","PSC_ELW","PSC_BMCR","PSC_BS","PSC_OS","PSC_PHL","PSC_OTH","I_BA_UGX_D","I_LR","I_IBR_OVA","I_TBILL_35","I_TBILL_63","I_TBILL_91","I_TBILL_182","I_TBILL_273","I_TBILL_364","I_TBOND_2","I_TBOND_3","I_TBOND_5","I_TBOND_10","I_TBOND_15","I_TBOND_20","I_RR"
1969-07-01,1969,"Q3","1969/70","Q1","July",11.9046670061773,6.01614086573734,5.82865511904736,1.79956199061445,4.27644989651553,,48.9610932924278,15.1164412215869,35.9224654859852,0.007479,1.16855662886742,0.00366471,0.00112185,,0.00269244,,48.9610932924278,15.1164412215869,35.9224654859852,,,,,,,,9.535051,,0.000201725299458165,0.000784369165933145,122.553789053401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.654766904662,185.874447,35.1532969340613,13.0337393252135,2.74114517709646,25.0734985300294,,0.221360061738778,,,,,,,,0.442720123477557,,204.955900881982,56.6988660226796,,,,,,4.2,-5.45989080218396,56.65,,,0.1516763893,,,,,,,,0.07143000007143,3,0.0014831,2.88339790316626e-05,0.8869,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1970-07-01,1970,"Q3","1970/71","Q1","July",12.6208685428659,3,6.139647686535,1.89859198439871,4.58262887193222,,48.6467921417777,15.0432751751614,36.3099326830609,0.008949,1.25955480890382,0.00438501,0.00134235,,0.00322164,,48.6467921417777,15.0432751751614,36.3099326830609,,,,,,,,9.792497377,,0.000241626324209908,0.000913862894772772,128.624472431536,,,0.016451,0.012142,,,0.012142,,0.004309,,0.004309,0.01884,0.0116,,,,,,0.00724,,,,,,,,,,,-0.006698,-0.002389,,0.0019,,,,,,,,,,0.183830595597273,0.135679964241815,,0.0481506313554587,0.210526315789474,,-0.0266957201922002,,243.87512249755,130.518018,49.1530169396612,13.2997340053199,2.63754724905502,23.1835363292734,,0.3,,,,,,,,24.7832699742405,,284.754304913902,-40.8791824163517,204.913901517052,,,,,-1.2,-4.75990480190396,26.9228869338504,,,0.16201744785,,,,,,,,0.0714299958900811,2,0.0015771,3.25823963057788e-05,0.9583,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1971-07-01,1971,"Q3","1971/72","Q1","July",12.5956268057802,-0.2,5.91994459871669,1.76338775280923,4.91229445425428,,47,14,39,0.007497,1.41719165616688,0.00352359,0.00104958,,0.00292383,,47.3213056052885,13.6482578157279,39.0304365789836,,,,,,,,10.056894806179,,0.000186671491209202,0.000745458727021169,140.917418694302,,,0.018631,0.01436,,,0.01436,,0.004271,,0.004271,0.02211,0.01374,,,,,,0.00837,,,,,,,,,,,-0.00775,-0.003479,,0.001428,,,,,,0.0012,,,,0.248512738428705,0.191543283980259,,0.056969454448446,0.294917967186875,,-0.0464052287581699,,263.754724905502,145.469659,49.265014699706,13.3277334453311,2.9777404451911,19.277614447711,,0,,,,,,,,33.4369628675627,,197.536049279014,66.2186756264875,,,,,,-11.9,-5.87988240235195,35.9526138807368,,,0.17503688365,,,,,,,,0.07142999999,4,0.0017363,4.00763474561079e-05,1.025,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1972-07-01,1972,"Q3","1972/73","Q1","July",12.721583073838,1,6.23357570618062,1.78102163033732,4.83420156805844,,49,14,38,0.007542,1.49097018059639,0.00369558,0.00098046,,0.00286596,,48.9364621929463,13.0643611911623,37.9991766158913,,,,,,,,10.3284309659458,,0.000159236844626636,0.000730217399415937,144.355922551287,,,0.01219,0.01006,,,0.01006,,0.00213,,0.00213,0.01939,0.01429,,,,,,0.0051,,,,,,,,,,,-0.00933,-0.0072,,,,,,,,,,,,0.161628215327499,0.133386369663219,,0.02824184566428,0.257093609122249,,-0.0954653937947494,,270.47459050819,175.549153,51.5889682206356,17.5696486070279,2.5857482850343,15.7916841663167,,0,,,,,,,,7.38938822917544,,197.536049279014,72.9385412291754,,,,,,5.2,-1.25997480050399,29.113281882156,,,0.1766267216,,,,,,,,0.07021449999,8,0.002289,5.04961977946959e-05,1.1494,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1973-07-01,1973,"Q3","1973/74","Q1","July",12.5943672430996,-1,6.5490709664118,1.51132406917195,4.53397220751586,,52,12,36,0.007496,1.70182978902127,0.00389792,0.00089952,,0.00269856,,51.8528761061947,12.0575221238938,36.0896017699115,,,,,,,,10.6072986020264,,9.17638656876279e-05,0.000706683226450135,160.439509895211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.092945128779,228.518975,48.7101449275362,15.9420289855072,2.01594202898551,15.8724637681159,,0,,,,,,,,0,,271.696528555431,22.3964165733482,,,,,,1.7,-1.25997480050399,16.7584798547413,,,0.18880303885,,,,,,,,0.07135949999,24,0.0028721,6.81698670228395e-05,1.3111,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1974-07-01,1974,"Q3","1974/75","Q1","July",12.3424798982376,-2,6.41808954708357,1.35767278880614,4.56671756234792,,52,11,37,0.007509,2.09894496720844,0.00390468,0.00082599,1.317e-05,0.00277833,,51.5008337965536,11.3674263479711,37.1317398554753,1.54e-05,,,,,,,10.8936956642811,,0.000663143364324501,0.000689297758208996,192.675197829382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.115077698446,175.33714,38.1159014557671,15.3415453527436,1.31578947368421,16.8952967525196,,0,,,,,,,,0.890595336268404,,272.294554108918,-26.1794764104718,,,,,,2.1,-13.0197396052079,31.0226943922206,,,0.20564091735,,,,,,,,0.07421924999,57,0.0030058,9.33927178212901e-05,1.544,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1975-07-01,1975,"Q3","1975/76","Q1","July",12.0956303002729,-2,6.28972775614189,1.33051933303002,4.47538321110096,,52,11,37,0.007357,2.35955555555556,0.00382564,0.00080927,1.463e-05,0.00272209,,52.0157879898506,10.7696645052157,37.2145475049337,1.21e-05,,,,,,,11.1878254472167,,0.00202313189332258,0.000657589809092909,210.90385854586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.112417751645,310.628991710372,25.8198905197888,14.6296565421693,1.92559221043453,8.41689676888049,,1.23463999999999,,,,,,,,16.45675,,278.454430911382,100.657986840263,,,,,,2.0499999,2.51994960100798,44.5340300461643,,,0.226552844,,,,,,,,0.0826616666625,20,0.0032521,0.000125146241880529,1.689,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1976-07-01,1976,"Q3","1976/77","Q1","July",12.2165866032756,1,6.35262503370331,1.22165866032756,4.64230290924473,,52,10,38,0.007411,2.4473,0.00385372,0.0007411,2.882e-05,0.00281618,,51.8757903611072,10.0042152592384,38.1199943796544,3.02e-05,,,,,,,11.4898967342915,,0.00337671771248354,0.000645001445302979,212.995822033461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8,491.474765888862,21.8907866249699,10.7288910271831,1.91243685350012,7.12051960548473,,6.23599999999999,,,,,,,,8.4366,1.36134642021821,421.4,126.4,,,,,,0.8,-3.07993840123198,47.205471072112,,,0.2723239149,,,,,,,,0.0825899999933333,46,0.0044915,0.000147672565419024,1.899,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1977-07-01,1977,"Q3","1977/78","Q1","July",12.0211212176232,-1.6,6.25098303316406,1.08190090958609,4.56802606269681,,52,9,38,0.007527,2.93647058823529,0.00391404,0.00067743,2.445e-05,0.00286026,,52.3783109138816,9.44390514491749,38.1777839412009,4.61e-05,,,,,,,11.8001239461174,,0.0128365141911335,0.000637874655755343,248.850825774714,,,0.058566,0.058414,,,0.058414,,0.000152,,0.000152,0.059533,0.041986,,,,,,0.017547,,,,,,,,,,,-0.00111899999999999,-0.000966999999999996,,0.0019,,,,,,0.001135,,,,0.77807891590275,0.7760595190647,,0.00201939683804969,0.79092599973429,,-0.0128470838315397,,347.773791983907,312.09736,15.8913754085994,12.9494593915011,3.64596429469449,2.9796328891124,0,0.21,,,,,,,,0,,352.1,-29.1,,,,,,1.97,-3.21993560128797,52.7000573467262,,,0.36379629275,,,,,,,,0.0773566666566667,89,0.0057867,0.00018754415808216,2.841,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1978-07-01,1978,"Q3","1978/79","Q1","July",11.3599595506539,-5.5,6.13437815735311,1.02239635955885,4.20318503374195,,54,9,37,0.007225,2.42026086956522,0.0039015,0.00065025,3.138e-05,0.00267325,,54.3047315873246,8.98567501085227,36.7095934018232,5.63e-05,,,,,,,12.1187272926626,,0.0232968866851969,0.00059618471688644,199.712462465477,,,0.027156,0.026746,,,0.026746,,0.00041,,0.00041,0.060854,0.045632,,,,,,0.015222,,,,,,,,,,,-0.034108,-0.033698,,0.00065,,,,,,0.0014,,,,0.375861591695502,0.370186851211073,,0.00567474048442907,0.842269896193772,,-0.46640830449827,,423.37287004206,389.108354,20.5311404691291,8.60070099757347,1.87382043677541,3.24885413858183,0,0.01,,,,,,,,0,,322.1,75.1,,,,,,2,13.0197396052079,22.8392433389618,,,0.50756071755,,,,,,,,0.0748283333233333,36,0.007051,0.000234430197602701,3.165,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
1979-07-01,1979,"Q3","1979/80","Q1","July",10.110364000082,-11,5.45959656004427,0.707725480005739,3.94304196003197,,54,7,39,0.006556,2.139025,0.00354024,0.00045892,5.303e-05,0.00255684,,54.2495189223861,6.59076330981398,39.1597177677999,7.66e-05,,,,,,,12.4459329295644,,0.0543094167613231,0.000526758422779757,171.865380611115,,,0.051284,0.038834,,,0.038834,,0.01245,,0.01245,0.067909,0.054461,,,,,,0.013448,,,,,,,,,,,-0.029075,-0.016625,,0.002335,,,,,,0.010115,,,,0.782245271507016,0.592342892007321,,0.189902379499695,1.03582977425259,,-0.253584502745577,,352.840065502183,341.3,7.66921397379913,1.44650655021834,0.941593886462882,1.28275109170306,0,0.2,,,,,,,,0,,503.7,-155.4,,,,,,4,52.7789444211116,3,,,0.6393940407,,,,,,,,0.07416999999,216,0.010619,0.000290693445027349,3.371,,,,,,,,,,,,3.5,12,,,,,,,,,,,,,,
1980-07-01,1980,"Q3","1980/81","Q1","July",9.7666116240792,-3.4,4.98097192828039,0.585996697444752,4.19964299835405,,51,6,43,0.006113,1.24461,0.00311763,0.00036678,5e-05,0.00262859,,51.1896551724138,5.87931034482759,42.9310344827586,0.00015,,,,,,,12.636179,,0.266580726251285,0.000483769658533644,98.4957557185602,,,0.03305,0.0273,,,0.0273,,0.00575,,0.00575,0.142014,0.111937,,,,,,0.030077,,,,,,,,,,,-0.114714,-0.108964,,0.00766,,,,,,0.09,,,,0.540651071486995,0.446589236054311,,0.0940618354326844,2.32314739080648,,-1.78249631931948,,245,230.463637,4.16171224732461,0.317082837891399,3.22367551856256,3.22367551856256,0,0.38,1.112,0,,,,,,2.11821687765891,,414.7,-169.7,,,,,,0,120.6,30.0030030064984,0.0800409633108524,,0.69883912775,,,,,,,,0.500523333326667,108.74,0.0219736,0.000357552937383639,5.213,,,,,,,,,,,,3.5,12,,6.35,6.7,7.05,,,,,,8.5,9.5,10.5,,7
1981-07-01,1981,"Q3","1981/82","Q1","July",13.3882853851162,6.08053906626023,6.5129713626455,2.01403661171896,4.86127741075178,,48.6467921417777,15.0432751751614,36.3099326830609,0.00356421978162057,1.3373,0.00173387858864108,0.000536175389596719,0.000272,0.00129416580338277,,48.6467921417777,15.0432751751614,36.3099326830609,0.000424,,,,,,,13.0306,,0.684781142459349,0.000273526912162185,102.627661044004,,,0.27878,0.2439,,,0.2439,,0.03488,,0.03488,0.369966,0.280066,,,,,,0.0899,,,,,,,,,,,-0.126066,-0.091186,,0.01,,,,,,0.14419,,,,7.82162765151495,6.84301235456093,,0.978615296954019,10.379999625943,,-2.55837197442802,,354.8,349.4,2.3,0.3,0,0,0.6,1.896,1.101,0,,,,,,0.797000000000025,,422,-67.2,,,,,,2.02,107.3,78.3243235359275,0.90484376061361,,0.79079195375,,,,,,,,0.940466666661667,22,0.0334623,0.000586386817309168,11.4585,,,,,,,,,,,,5,13.5,,9.66666666666667,10.5,11.3333333333333,,,,,,11,11.5,12,,9
1982-07-01,1982,"Q3","1982/83","Q1","July",14.2550705168141,6.47420567133583,6.93463452397837,2.14442948425764,5.17600650857804,,48.6467921417777,15.0432751751614,36.3099326830609,0.00515612345888074,2.1775,0.00250828866161515,0.00077564984029048,0.000355,0.0018721849569751,,48.6467921417777,15.0432751751614,36.3099326830609,0.000528,,,,,,,13.3061,,1.16241453155127,0.000387500729656378,163.646748483778,,,0.5282,0.5224,,,0.5224,,0.0058,,0.0058,0.5272,0.4389,,,,,,0.0883,,,,,,,,,,,-0.00479999999999992,0.00100000000000011,,0.0363,,,,,,0.129,,,,10.2441301922328,10.1316425831549,,0.112487609077907,10.2247357768745,,0.0193944153582619,,367.7,346.3,3.2,0.8,0,0,11.3,3.877,0.922,0,,,,,,1.30099999999993,,435,-67.3,,,,,,0,103.5,106.496136737262,1.79267200775758,,0.9417250462,,,,,,,,1.5386249999925,32,0.0472154,0.0011962291073107,25.08,,,,,,,,,,,,11,16,13.5,10,11,12,,,,,,12,12.5,13,,12.5
1983-07-01,1983,"Q3","1983/84","Q1","July",15.2514436912995,6.98960537101685,7.92241357552514,1.56108766830482,5.76794244746958,,51.9453353786083,10.2356714544694,37.8189931669223,0.00810164132350849,2.24033333333333,0.0042084247566684,0.000829257388293855,0.000513,0.00306395917854623,,51.9453353786083,10.2356714544694,37.8189931669223,0.000691,,,,,,,13.6066,,1.81293992364489,0.000595419967038679,164.65048824345,,,0.9741,0.9291,,,0.9291,,0.045,,0.045,0.7679,0.603,,,,,,0.1649,,,,,,,,,,,0.1612,0.2062,,0.0301,,,,,,0.1914,,,,12.0234895757908,11.4680465710576,,0.555443004733174,9.47832629632453,,2.54516327946623,,407.9,359.6,11.2,1.2,0.9,0.016,10.1,15.885,0.845,0,,,,,,8.15399999999994,,428.4,-20.5,,,,,,0,85.4,67.9071712167412,2.35161194531308,,1.04164453445,,,,,,,,3.597024999995,183,0.06177,0.00161490929486945,43.23,,,,,,,,,,,,12.3333333333333,17.3333333333333,15.5,12,12.3333333333333,14,,,,,,12,12.5,13,,14.5
