"Date","Year","Quarter","FY","QFY","Month","EXP_NWR_SEC","EXP_NWR_RAW","EXP_NWR_AGR","EXP_NWR_EDU","EXP_NWR_HEA","EXP_NWR_WAE","EXP_NWR_JLO","EXP_NWR_ACC","EXP_NWR_EAM","EXP_NWR_TTI","EXP_NWR_LHUD","EXP_NWR_SD","EXP_NWR_ICT","EXP_NWR_PSM","EXP_NWR_PAD","EXP_NWR_PARL","EXP_NWR_STD","EXP_NWR_TOU","EXP_NWR_LGOV","EXP_NWR_I","EXP_NWR_I_DOM","EXP_NWR_I_EXT","EXP_NWR_CEN_TOT","EXP_NWR_LGP_TOT","EXP_NWR_I_TOT","EXP_NWR"
2016-06-01,2016,"Q2","2015/16","Q4","June",72.21512775,7.185807775,14.568808433,11.183181724,32.597412947,2.750505282,36.705290353,24.8945919309167,1.661293482,6.015924448,1.192905408,2.358808225,1.385755728,45.825834037,47.30165191,38.51666482,,,,191.764729980353,177.372792875,14.3919371053526,323.191791173917,23.167773079,191.764729980353,538.124294233269
2016-07-01,2016,"Q3","2016/17","Q1","July",84.432700915,76.530437911,3.733953134,18.495980683,59.719576447,0.386244423,17.523853639,27.6089780491886,0.062286048,4.241904997,0.729131876,0.357989207,1.654181882,4.43999386,22.268814103,21.254097744,,,,191.470331643581,141.4,50.0703316435811,343.440124918189,0,191.470331643581,534.91045656177
2016-08-01,2016,"Q3","2016/17","Q1","August",13.637560256,6.998080556,14.8937220795,100.026592903167,74.43499538025,3.37412459399994,82.494604987,20.6596552991886,0.25109278,2.853001689,2.448530165,5.500633167,1.005562677,97.9830653812085,87.3428212932865,23.346341216,,,,190.203527501417,105.6,84.6035275014167,365.262041222475,171.988343201126,190.203527501417,727.453911925018
2016-09-01,2016,"Q3","2016/17","Q1","September",23.244816053,3.293304165,11.927513922,8.838722426,20.854754219,0.923849238,21.14519702,22.0480056791886,0.127484257,1.55045228,1.054879647,0.830622533,0.292774454,13.135590397,20.659719586,24.082201186,,,,265.418032688829,204.7,60.7180326888295,174.009887062189,0,265.418032688829,439.427919751018
2016-10-01,2016,"Q4","2016/17","Q2","October",83.948708295,80.089615911,8.7976571655,58.855483382399,44.45171844125,2.56562221499994,57.315301975,37.1826283061886,0.088458462,6.544456122,1.866694863,4.006096295,4.718212253,77.8846144614808,81.9932240472865,38.495529012,,,,111.571874848292,95.4,16.1718748482916,502.952894323374,85.8511268837308,111.571874848292,700.375896055397
2016-11-01,2016,"Q4","2016/17","Q2","November",24.16619991,12.077971286,11.078944209,17.763076261,32.004219551,1.337124291,42.40472628,27.2938682091886,0.169593913,2.441285845,1.356900406,1.887859096,4.481495099,25.561073284,26.031361787,48.517239227,,,,164.58263166968,159.3,5.28263166968015,278.572938654189,0,164.58263166968,443.155570323869
2016-12-01,2016,"Q4","2016/17","Q2","December",20.120546517,2.512692703,8.457658532,6.664854601,17.573354434,1.158310226,17.200152336,22.8054221571886,0.124441938,1.743631469,0.330566902,0.745193143,0.751223221,5.572732368,27.800170438,21.865163757,,,,267.211671099364,213.2,54.0116710993639,155.426114742189,0,267.211671099364,422.637785841552
2017-01-01,2017,"Q1","2016/17","Q3","January",107.824352004,91.532005405,13.4255912545,105.741539593167,18.42112980025,3.26788825499994,28.755222386,36.2360230581886,0.079555147,3.156026738,1.283546637,4.868375066,1.696055344,80.8930890876969,53.36395957848,44.211502763,,,,164.958520455211,154.1,10.8585204552105,427.543603509669,167.212258607614,164.958520455211,759.714382572493
2017-02-01,2017,"Q1","2016/17","Q3","February",39.791301063,6.914824388,12.681393478,28.142039548,42.008246023,1.194579719,29.419596074,22.5044093001886,0.279523077,2.059492255,0.920123891,1.721374589,2.452326742,13.514713906,23.466037587,22.929171237,,,,177.298534194183,153.88,23.4185341941834,249.999152877188,0,177.298534194183,427.297687071372
2017-03-01,2017,"Q1","2016/17","Q3","March",12.933904047,7.556808777,10.102880667,10.004411,6.8489899,0.889784935,14.689719641,20.1958311971886,0.248698366,1.635790411,1.629734657,0.800779137,0.404844251,19.150324872,17.558040308,22.433261927,,,,283.300197420643,257.9,25.4001974206432,147.083804093189,0,283.300197420643,430.384001513832
2017-04-01,2017,"Q2","2016/17","Q4","April",83.175634681,2.441185347,7.57558823496,91.2873413142007,48.21310331764,3.34317623999994,42.107308846,35.1777373851886,0.097309857,1.25731528,1.049743527,4.262581572,0.541943086,66.9071109480805,44.338126283932,25.631033191,,,,105.090808410908,88.52,16.5708084109083,306.144174810121,151.262064300881,105.090808410908,562.49704752191
2017-05-01,2017,"Q2","2016/17","Q4","May",31.067661628,94.179396395,10.553236798,28.005897948,37.035102871,1.203337614,63.980977341,25.1188476191886,0.152212482,2.689380983,3.205051488,2.157751625,2.185733179,22.424597262,25.666462363,26.10578153,,,,177.508771690063,172.2,5.30877169006323,375.731429126188,0,177.508771690063,553.240200816252
2017-06-01,2017,"Q2","2016/17","Q4","June",35.604789958,7.264873703,11.533435873,15.009675076,18.995990983,5.743009532,37.639641099,34.7304773881886,0.365743122,5.184924661,4.776820919,3.432543747,1.751524567,31.362282331,48.510309298,87.677431466,,,,261.612082288317,207.8,53.8120822883171,349.583473723188,0,261.612082288317,611.195556011506
2017-07-01,2017,"Q3","2017/18","Q1","July",70.646318706,18.651472564,11.3422072741667,42.9358402022342,122.858703087333,1.24619318666666,30.850967371,35.7186902946667,0.095629429,2.619416203,1.678841363,3.24562559466667,0.265731432,36.4498242730002,23.4312309143333,28.719976058,0.125757029,,,162.809822916762,117.467681651,45.3421412657622,377.423495685,53.4589292970677,162.809822916762,593.69224789883
2017-08-01,2017,"Q3","2017/18","Q1","August",35.717201384,67.175527244,12.9344830581667,46.7848714862342,15.5249843163333,2.01947688066666,75.325305493,28.3917422136667,25.845869109,2.583140244,3.195354194,3.19803986466667,5.041622981,33.8905810000002,48.8397565143333,41.541738554,2.884261306,,,176.036789784381,152.8196029615,23.2171868228808,397.435026546,53.4589292970677,176.036789784381,626.930745627449
2017-09-01,2017,"Q3","2017/18","Q1","September",16.284456806,3.451443038,10.8953384161667,39.1699935652342,12.0940175713333,1.47049362766666,30.390084556,24.9541094176667,0.252645191,1.457067632,4.033350301,4.21508985566667,0.557321761,32.1804048930002,54.5047058783333,26.628646987,0.220170548,,,306.760334081019,266.154408558,40.6059255230193,209.300410748,53.4589292970677,306.760334081019,569.519674126087
2017-10-01,2017,"Q4","2017/18","Q2","October",82.051700559,111.136377928,8.87849221116667,40.403118293,27.6373619403333,2.13679274366666,51.530789398,48.8310277156667,50.664481923,4.531487336,4.560133277,9.02779183366666,3.642410939,51.2763848320007,59.7636415843333,41.470945105,5.864652025,,,99.3321696603986,83.791084884,15.5410847763986,556.780487521,46.627102122834,99.3321696603986,702.739759304233
2017-11-01,2017,"Q4","2017/18","Q2","November",20.472790108,14.512274844,17.1805214121667,13.280837131,58.1390361433333,2.12205349766666,31.599070527,28.5862094486667,0.545434502,1.984453309,2.028629371,1.56537128166667,3.365312798,69.6545245290007,58.2789259683333,32.033883604,0.335125949,,,250.056591731699,233.4522974745,16.6042942571995,309.057352301,46.627102122834,250.056591731699,605.741046155533
2017-12-01,2017,"Q4","2017/18","Q2","December",23.649507646,4.90641294,7.99582869916667,7.091452514,34.9273736963333,1.90842805466666,18.219360571,38.1299403316667,0.349134152,1.837577607,0.986148116,1.33101545266667,3.080431953,47.0696311060007,40.9793214233333,25.226704164,0.848010168,,,181.012032201418,157.472792797423,23.5392394039951,211.909176472,46.627102122834,181.012032201418,439.548310796252
2018-01-01,2018,"Q1","2017/18","Q3","January",101.301517492,111.036600902,9.85955599516667,58.0201956840044,26.2108131276666,2.13251289366666,35.927586891,40.1378897696667,36.156458983,4.975233459,5.634554349,5.82412952566666,0.401406842,29.6794866656072,55.8435878983333,35.697006355,0.542573202,,,198.516360649348,148.505016977,50.0113436723484,505.945324602,53.4357854327782,198.516360649348,757.897470684127
2018-02-01,2018,"Q1","2017/18","Q3","February",55.616279862,22.961295368,16.2598146611667,54.0683771290044,52.1512028646666,2.51663420366666,37.216681079,28.0244625826667,0.22309049,2.286859514,1.959802889,2.09272511666666,5.450652943,40.6160450026072,77.5722339603333,28.282361668,3.155990558,,,178.87229409723,152.3103039475,26.5619901497301,377.018724459,53.4357854327782,178.87229409723,609.326803989008
2018-03-01,2018,"Q1","2017/18","Q3","March",14.919081071,6.296468465,10.1489540301667,33.2964736950044,14.8671813396666,1.53916276966666,25.240175698,25.5469630376667,0.217520543,1.887218501,1.812541348,1.55281034766667,1.70852751,29.5904856116072,27.1695779383333,26.061828398,0.27839298,,,283.950596079142,259.049347331,24.9012487481425,168.697577851,53.4357854327782,283.950596079142,506.083959362921
2018-04-01,2018,"Q2","2017/18","Q4","April",83.305328474,18.692674377,11.7484775941667,46.7987874800044,44.5610547263333,1.95978395466666,40.486583307,38.6541678456667,0.215019423,3.748956207,3.321760239,4.62918058466667,0.779097444,32.7049388070562,46.22689968,37.536671715,3.613147932,,,98.3251882739433,68.672553039,29.6526352349433,362.940917211667,56.0416125788939,98.3251882739433,517.307718064504
2018-05-01,2018,"Q2","2017/18","Q4","May",22.395202544,135.513657838,21.5330191811667,60.6839438030044,25.2200614873333,3.13734491666666,62.715026856,35.5288661686667,1.722636949,3.773862727,2.106794462,7.08852523566667,4.814214134,48.7424683930562,33.156707638,29.008147229,1.619237728,,,219.147349644935,207.8207938475,11.3265557974354,442.718104711667,56.0416125788939,219.147349644935,717.907066935496
2018-06-01,2018,"Q2","2017/18","Q4","June",327.524405965,4.697891568,15.6379641001667,42.4605081450044,19.7330422493333,3.70755350266666,60.352807512,32.7698647576667,2.688198099,4.558667102,11.095131815,17.2787700756667,8.7037366,43.4415986090562,43.758732593,60.400408125,1.604322508,,,105.668991084237,88.858684791,16.810306293237,644.371990747667,56.0416125788939,105.668991084237,806.082594410798
2018-07-01,2018,"Q3","2018/19","Q1","July",78.726747557,110.823163309,9.48306302250001,57.8288415070922,9.76951948633329,0.978792770666677,27.013855514,46.2583801909167,12.372503779,50.441084704,3.753134115,5.02097296866663,0.149369853,34.0728913684198,62.1139734003333,36.751819524,2.106751333,,,226.67753314144,162.342575488,64.33495765344,485.81072427825,62.2088396216786,226.67753314144,774.697097041369
2018-08-01,2018,"Q3","2018/19","Q1","August",38.475715033,26.878165051,24.2588870495,47.1981786030922,81.3153993683333,1.95788311766668,59.807734864,44.8074329959167,2.811236225,3.265299759,1.926210703,7.60239443566663,2.41392133,48.8740977994198,78.2419475853333,35.804510377,1.909145062,,,202.07855555572,163.006804908916,39.0717506468046,445.95453612425,62.2088396216786,202.07855555572,710.241931301649
2018-09-01,2018,"Q3","2018/19","Q1","September",28.371904667,10.965243508,20.7970314425,46.1230031070922,10.3708942963333,2.76779315266668,27.191439097,27.5301951839167,0.752084745,1.272814515,1.799168096,1.74893761166663,0.780904063,34.0591834494198,48.9025345163333,22.648997279,0.398368152,,,298.51458130649,232.874284867,65.6402964394901,225.51908905225,62.2088396216786,298.51458130649,586.242509980419
2018-10-01,2018,"Q4","2018/19","Q2","October",118.61598343,160.215137553,14.1707943245,68.386905083,78.5045685373333,1.81039826066668,43.152069628,72.1750487249167,22.003574993,6.702537304,0.764677463,7.41846866566663,1.643936592,46.0044023593855,86.206589253,56.068333405,3.871933472,,,105.623512783007,75.271468664,30.3520441190068,750.519561695917,39.4240931185521,105.623512783007,895.567167597476
2018-11-01,2018,"Q4","2018/19","Q2","November",34.562141328,15.174935133,18.4166337215,14.762318979,46.4437027333333,5.03394136066668,72.222235123,31.7085104589167,3.547584097,1.252790707,1.820510056,12.1886898536666,1.407978777,56.9671102543855,33.957767252,25.465980602,1.529617608,,,232.213001544285,206.48518776429,25.7278137799944,338.105328614917,39.4240931185521,232.213001544285,609.742423277753
2018-12-01,2018,"Q4","2018/19","Q2","December",17.676408392,5.428569282,12.5566668075,12.928286532,20.7043416323333,2.33962535666668,27.485823447,45.5399697749167,0.685556999,0.570015312,2.030429263,2.63135494566663,5.844107448,41.1037728753855,28.653521595,28.296806514,1.690050976,,,165.956362788182,129.57566424179,36.3806985463914,218.782494588917,39.4240931185521,165.956362788182,424.162950495651
2019-01-01,2019,"Q1","2018/19","Q3","January",95.843754873,121.190998001,10.1458644035,73.5641794700922,68.5822313773333,2.73473772966668,46.841582893,61.4730893929167,17.11113067,2.436322266,1.462255752,6.87447250166663,2.178967379,36.985625653065,102.602514120333,38.501428971,6.278292626,,,277.361580219665,198.547326574987,78.8142536446781,621.153694777083,62.5854719313238,277.361580219665,961.100746928072
2019-02-01,2019,"Q1","2018/19","Q3","February",40.028617295,8.536825137,9.48946734050001,52.9224931240922,31.4226120093333,2.94062379466668,58.40666968,35.1436199999167,1.318197898,4.522500316,1.941417427,8.16480673266663,0.698130203,42.338592590065,79.4966288093333,24.901197148,1.398560435,,,200.575046034915,151.480514913363,49.0945311215523,331.443487992083,62.5854719313238,200.575046034915,594.604005958322
2019-03-01,2019,"Q1","2018/19","Q3","March",26.259082417,4.44827548,6.42284865350001,40.6272972070922,21.2136357883333,2.08256099266668,74.616708844,25.6160243449167,2.227244086,1.148081161,0.717487727,2.47564790466663,1.990437405,41.550348513065,51.3200498023333,35.765731791,0.600434641,,,291.416471002595,245.280195522447,46.1362754801478,266.069427158083,62.5854719313238,291.416471002595,620.071370092002
2019-04-01,2019,"Q2","2018/19","Q4","April",101.225235829,134.851566117,6.6621144366657,42.2926484190009,70.9648644740002,2.16161368366666,38.878532228,63.1205002929167,0.463619849,0.979746108,2.172605115,5.94025030066664,0.712056145,33.0665232520727,52.06702215,38.874092294,1.782127746,,,127.88259090039,83.5632786439516,44.3193122564383,548.700509111083,61.7083508420728,127.88259090039,738.291450853546
2019-05-01,2019,"Q2","2018/19","Q4","May",47.484096696,19.045293307,9.3966077786657,61.1884717510009,26.1823368360002,4.26240860166666,58.268252953,57.2160464879167,9.914116981,1.475192246,1.708224286,3.00708318766664,0.895912503,46.3874099570727,44.731986242,37.021565712,2.011086574,,,195.280665706745,178.376188669044,16.9044770377012,383.786693180083,61.7083508420728,195.280665706745,640.775709728902
2019-06-01,2019,"Q2","2018/19","Q4","June",40.870673482,6.247802116,22.4706041116657,47.5114834990009,18.8907594670002,4.25841635166666,53.626689838,42.3451641709167,1.184188048,1.693096026,1.402362297,11.3108911156666,4.979930933,40.7796156270727,31.983373598,55.776265124,1.293575837,,,201.705323938789,178.933006808952,22.7723171298377,341.387006939083,61.7083508420728,201.705323938789,604.800681719945
2019-07-01,2019,"Q3","2019/20","Q1","July",88.360365975,2.849319438,15.5575321626667,43.7974372556667,86.5490495603333,2.45835294166668,6.778236301,87.7573398859074,11.923108454,26.459323631,0.113009084,5.00892639166667,0.313345074,55.2292034646667,49.0932596263333,64.804667549,0.2932665,1.036731148,,445.404443714207,314.571823433213,130.832620280993,455.671613312241,92.896879877,445.404443714207,993.972936903447
2019-08-01,2019,"Q3","2019/20","Q1","August",33.51239407,112.850523682,24.5159488806667,104.293328189667,56.5011232243333,3.77871958966668,96.840193006,44.6000776669074,6.956304524,10.535006171,6.411171706,2.76778894566667,2.754948194,86.5449947436667,68.4750305153333,53.687187909,2.794992652,2.402841282,,209.822616423404,192.061025324393,17.7615910990114,627.511713821241,92.896879877,209.822616423404,930.231210121645
2019-09-01,2019,"Q3","2019/20","Q1","September",57.728802534,6.537256851,13.8271727256667,66.5160365496667,33.9220104383333,3.98182497266668,39.830941045,44.6088883109074,3.603418526,3.223865881,2.112361406,17.9752512166667,1.137337487,64.7996516176667,35.8461931393333,36.910591075,0.414495233,2.112907207,,333.001168973856,307.302896943516,25.6982720303398,342.378145085241,92.896879877,333.001168973856,768.276193936097
2019-10-01,2019,"Q4","2019/20","Q2","October",92.988618231,121.98319119,19.6370445456667,61.704642632,118.378025846999,4.03552728166668,65.734245464,133.228442884907,14.867275067,6.567101086,7.099398621,7.51183490966679,3.235392934,54.2045737762257,152.998067317333,42.759165927,4.779097606,3.834753076,,157.009045776303,124.487602801792,32.5214429745109,876.103580161241,39.6288369815584,157.009045776303,1072.7414629191
2019-11-01,2019,"Q4","2019/20","Q2","November",36.417103998,5.314295921,14.0825955976667,72.914259327,48.1407853949993,7.27151805366668,60.552195112,45.1086147329074,5.391644619,7.896729165,1.711404021,14.1262295716668,6.458976434,43.5119632092257,99.6985852663333,36.142144039,1.756193268,3.377689921,,264.563997015628,251.138384337116,13.4256126785116,470.430109416241,39.6288369815584,264.563997015628,774.622943413427
2019-12-01,2019,"Q4","2019/20","Q2","December",30.486197931,13.718712595,22.0905789846667,33.446497778,27.8439493849992,5.18351042566668,124.052724516,45.3193974639074,6.216386212,13.324084362,1.864014432,1.95897241666679,1.934221063,52.9212414092257,51.3204780063333,41.259612691,2.486040715,2.91488754,,209.136362674366,175.976376037904,33.1599866364622,438.898689691241,39.6288369815584,209.136362674366,687.663889347166
2020-01-01,2020,"Q1","2019/20","Q3","January",38.380373764,112.852732142,10.6014410656667,102.638914447722,58.5535504323333,3.01512054666668,55.640821959,97.4228394229074,11.122206068,5.001069443,6.353952918,4.13073429066667,1.530096226,43.1133304993333,126.205505606333,42.261753919,1.543630678,1.816748828,,293.267299374802,152.256153836562,141.01114553824,649.955216637241,72.4156243657218,293.267299374802,1015.63814037776
2020-02-01,2020,"Q1","2019/20","Q3","February",92.063916711,10.954564131,8.81060557666667,82.8227986287218,44.5452221443333,5.90071887966668,55.95611983,92.0406785739074,5.930559584,4.098832531,1.932376515,14.4792021306667,7.352400289,50.4308202583333,48.7923018653333,35.733910326,3.265917768,2.625269741,,59.4572307823116,50.9555001820162,8.50173060029532,495.506609864241,72.4156243657218,59.4572307823116,627.379465012274
2020-03-01,2020,"Q1","2019/20","Q3","March",42.299769279,8.793381421,8.98342337566667,72.9585154627218,27.0827146393333,5.59696025466668,51.402353158,35.9022741039074,5.209403757,2.862512986,3.188252245,3.12272889666667,1.67433204,44.3020987393333,59.9267644643333,32.837912087,1.398023412,14.143499619,,257.104349807009,200.508480160449,56.5958696465599,349.455314321241,72.4156243657218,257.104349807009,678.975288493971
2020-04-01,2020,"Q2","2019/20","Q4","April",104.669394081,9.063957721,5.543912426,45.9127803183333,71.7704725176659,1.86094015966668,53.33459364,32.9106776259074,2.606598456,1.674092142,0.781296271,2.41043242766667,7.619898548,61.0505451022234,86.8826599113333,43.221977326,1.967716811,2.997390312,,234.037707552134,202.705297701963,31.3324098501703,440.539907674241,95.9254468688893,234.037707552134,770.503062095264
2020-05-01,2020,"Q2","2019/20","Q4","May",53.319614616,28.942055862,9.758148076,62.9266972773333,62.9665208606659,5.11327217366668,60.204596209,59.2547961929074,4.380991306,2.221259288,6.679697597,4.94365876966667,4.876724869,81.6162302652234,109.888551456333,32.141060839,7.124367029,4.35254844,,262.660515168114,241.821834353926,20.8386808141882,504.971363004241,95.9254468688893,262.660515168114,863.557325041244
2020-06-01,2020,"Q2","2019/20","Q4","June",44.597564886,88.59229502,19.365867569,136.541461729333,75.0414944036659,8.72637968366668,110.97317956,48.7093014709074,9.028401558,4.813327258,6.022937338,30.2955088136667,11.461410868,113.272343460223,71.4165327463333,60.606092217,9.03740895,3.110467045,,206.899716981059,155.279970462148,51.619746518911,755.872546454241,95.9254468688893,206.899716981059,1058.69771030419
2020-07-01,2020,"Q3","2020/21","Q1","July",83.185782711,119.333837138,7.59772579433333,4.94015037966667,75.2329609133333,1.37191537666667,44.40702289,149.185280099311,5.733652277,14.4964111123333,0.213363679,5.62224977666667,0.968260083,48.456657355,83.0388958756667,61.801631095,0.34225,0.384177132,0.680615053,605.207064689605,308.500830598,296.706234091604,646.996358983978,59.996479757,605.207064689605,1312.19990343058
2020-08-01,2020,"Q3","2020/21","Q1","August",66.187308541,16.553949245,16.8969884473333,71.2649097516667,72.4431107173333,5.96268449566667,52.97046445,660.137571412311,4.239285767,104.505609699333,6.730826187,16.5093386416667,1.403536923,67.857038748,133.276713443667,43.612301406,4.80911872,2.718282361,1.319849663,225.917284240471,195.865425753,30.0518584874705,1289.40240886298,59.996479757,225.917284240471,1575.31617286045
2020-09-01,2020,"Q3","2020/21","Q1","September",55.231080466,2.282880995,19.9303421773333,26.4815333106667,48.0509956863333,4.65087189966667,65.007247666,45.5768302083111,26.630443084,1.85205604733333,2.477767163,10.9478757206667,0.632690703,52.768615911,66.6821476346667,21.75588556,4.64112812,2.000358092,0.5831266,412.752845006545,328.221826719,84.5310182875449,398.187397287978,59.996479757,412.752845006545,870.936722051523
2020-10-01,2020,"Q4","2020/21","Q2","October",110.733324278,142.671992865,18.9536046803333,37.917514808,136.116176071,3.09124102466667,51.87154915,93.7489389633111,8.498821399,6.74989138033333,6.677708198,15.2390033876667,2.450118405,49.2199841493333,202.982885025667,34.167724488,14.07861053,2.289581409,0.823072405,210.424591573926,185.917926491,24.5066650829261,886.520341382978,51.7614012343333,210.424591573926,1148.70633419124
2020-11-01,2020,"Q4","2020/21","Q2","November",52.906296715,19.117726821,9.09841138233333,65.487629986,42.626567818,4.53134323366667,65.867603714,120.907004687311,6.038114452,9.13496053733333,3.418448157,9.31082815366667,7.700356021,73.2577869603333,273.057323581667,34.62626465,2.608487869,2.552314684,0.926700892,183.440890556099,156.838115859,26.6027746970991,751.412769080978,51.7614012343333,183.440890556099,986.61506087141
2020-12-01,2020,"Q4","2020/21","Q2","December",42.951561819,9.691622431,9.19515338333333,34.877794962,79.530321529,4.35211119966667,119.007393206,42.9352617823111,4.073050756,2.11766391733333,2.845167982,11.8464157586667,2.156032093,53.6031479793333,132.860450397667,40.67672566,2.781751002,1.472676661,1.090530222,227.023770001705,177.016618259,50.0071517427055,546.303431506978,51.7614012343333,227.023770001705,825.088602743017
2021-01-01,2021,"Q1","2020/21","Q3","January",31.865144464,128.000968172,8.08910230333333,67.4840217578828,70.9806291296667,2.09347358766667,63.226195419,131.586470868311,7.313447841,6.69492255733333,3.553045147,25.0658565036667,1.183681122,49.5063264560951,256.298869344333,31.327577905,4.712211719,7.361599294,0.606826603,663.484574885451,393.513978476,269.970596409451,820.389718705644,76.5606514886446,663.484574885451,1560.43494507974
2021-02-01,2021,"Q1","2020/21","Q3","February",110.022627247,7.088980312,12.6428260983333,94.6285614168828,45.1976903566667,4.78201943666667,77.639390157,111.861377639311,4.640618555,6.80015041533333,3.880309295,15.1505277396667,3.566759658,52.7782255220951,90.8742752763333,29.900713692,3.639819877,2.704610115,1.582155428,232.270654112247,193.849808337,38.4208457752471,602.820986748644,76.5606514886446,232.270654112247,911.652292349536
2021-03-01,2021,"Q1","2020/21","Q3","March",44.958804543,21.462483929,10.8142839493333,90.6115059598828,77.4623705086667,7.69503426466667,58.274103596,40.4638484863111,3.144107674,3.39221596333333,2.713128915,12.1931459126667,1.534234254,57.4172285830951,70.0542089783333,30.12830145,1.259864102,1.892452537,0.615584906,424.737032728586,334.060101385,90.6769313435859,459.526257023644,76.5606514886446,424.737032728586,960.823941240875
2021-04-01,2021,"Q2","2020/21","Q4","April",53.144809594,126.852830154,10.76753552625,86.4026986386651,83.2334901743337,5.2935828905,68.359163348,114.222559894311,4.518244923,31.9580411578333,7.056806541,15.09975835125,3.791548954,65.5761974646896,111.403237845333,35.232151818,6.359949846,6.392134155,1.431354013,317.112020587988,290.015897748,27.0961228399882,739.210028130644,97.8860671585218,317.112020587988,1154.20811587715
2021-05-01,2021,"Q2","2020/21","Q4","May",141.913391354,4.622525305,12.95192870925,101.972351080665,85.6637413103337,9.5323176645,86.065965585,52.8644952383111,5.593563064,5.59095552183333,4.17029361,4.47903684125,7.162063042,69.1566650166896,63.8071812843333,32.137430754,1.736933952,5.299509921,2.312465551,309.094465399033,294.738769931,14.355695468033,599.146747646644,97.8860671585218,309.094465399033,1006.1272802042
2021-06-01,2021,"Q2","2020/21","Q4","June",25.940116249,30.384980167,39.08928086025,200.675256900665,121.762518932334,16.1990497345,85.383098041,98.2402128723111,5.780175936,7.27150633683333,11.289196214,12.75691372025,7.596708315,87.0850836766896,124.617752355333,54.429259258,11.914308502,5.704963367,3.270159224,244.093181285024,161.439779187,82.6534020980236,851.504473503644,97.8860671585218,244.093181285024,1193.48372194719
2021-07-01,2021,"Q3","2021/22","Q1","July",59.536845381,74.233498139,19.0845729168224,119.19673099243,86.8880566429604,2.98100211366637,45.098126449,151.945657110167,0.372047695,2.51067236242099,0.553084163,61.2861207330001,0.343893296,78.9491983036298,70.8388553326667,35.161646394,0.132196801,2.324154583,0.378398494,595.080416204175,448.872144137554,146.208272066622,600.850173758833,134.45899000193,561.755678110622,1297.06484187138
2021-08-01,2021,"Q3","2021/22","Q1","August",97.337814902,18.561718739,22.9588454828224,58.9174091334297,83.4363210019604,4.57593014166637,73.493139144,46.4121837131667,1.307875863,11.023169100421,3.02644335,12.4471056390001,7.118885042,77.9358838266298,56.2352949796667,47.735059625,0.673992478,13.587658779,1.350660007,374.928204471041,341.523249632504,33.4049548385368,503.676400945833,134.45899000193,374.928204471041,1013.0635954188
2021-09-01,2021,"Q3","2021/22","Q1","September",38.771935889,4.611917892,21.3188287868224,82.4593519054297,128.54659239396,5.15657228266637,48.915327681,37.4508485011667,1.224682361,9.40072549042099,3.442737222,20.9967259970001,5.308971049,82.0939505216298,41.5041708656667,36.236380087,1.045326137,0.981550344,1.183674642,353.324668302826,312.532202047158,40.7924662556682,436.191280046833,134.45899000193,353.324668302826,923.974938351589
2021-10-01,2021,"Q4","2021/22","Q2","October",157.619462385,95.917419311,23.2498103928333,55.270944212,98.8907505629667,3.271209826667,97.425017857,227.841565690167,1.67039366,4.535772961421,2.270211787,14.283021467,3.013524109,47.5621226101967,80.6663482536667,46.339178681,1.148705249,16.114253745,1.404221749,360.095439683076,327.247769167054,32.8476705160222,920.983039394833,57.5108951150847,360.095439683076,1338.58937419299
2021-11-01,2021,"Q4","2021/22","Q2","November",104.518999614,23.189967473,24.6742050658333,102.968221232,82.6826182729667,5.800698468667,79.411069997,47.0559848361667,6.798868382,31.401231077421,3.085242226,7.539259732,4.301788585,58.8394057451967,63.7165446216667,39.542667616,0.784120655,2.846293048,2.19163557,342.546775099061,320.421594221918,22.1251808771429,633.837927102833,57.5108951150847,342.546775099061,1033.89559731698
2021-12-01,2021,"Q4","2021/22","Q2","December",127.525677103,3.61834341,33.0849836218333,48.458128836,64.9103024199667,4.843358214667,99.936083444,48.4654045601667,4.064662748,2.748180097421,35.430812943,19.031564298,6.713772015,33.1153079941967,96.7384153626667,34.86457954,0.900775284,2.596257099,1.458933068,561.594335254826,523.732521242533,37.861814012293,610.994646943833,57.5108951150847,561.594335254826,1230.09987731374
2022-01-01,2022,"Q1","2021/22","Q3","January",166.276777253,65.168528547,13.3446052780833,79.9505652149071,115.813772451651,3.47861440333282,110.790688486,113.991347339167,4.444193899,46.819480315421,1.606294607,31.814476497,4.662617149,51.8955013766469,73.0445023921667,45.236787537,1.00901477,4.97879107,0.708756918,468.894251124707,364.072709947547,104.82154117716,822.718414845333,124.625348121209,468.894251124707,1416.23801409125
2022-02-01,2022,"Q1","2021/22","Q3","February",52.45952819,9.950268225,19.3788532620833,134.595077528907,69.2034365566512,5.84189453933282,85.79119175,44.8728749041667,5.475495729,17.120248018421,2.997712357,5.282146409,3.490779212,48.4232476546469,112.565686377167,47.090427236,0.568137843,17.37599395,1.917687662,372.582034412674,343.097837965728,29.4841964469455,572.083786745333,124.625348121209,372.582034412674,1069.29116927922
2022-03-01,2022,"Q1","2021/22","Q3","March",63.105511841,17.729123319,14.2786300780833,93.0529414709071,80.8652672086512,4.56887794033282,80.057560082,46.4318197561667,3.941458049,3.380589864421,11.643565163,8.246626474,1.279796081,63.7207987006469,77.1034603841667,38.891617091,0.822601429,1.056173489,1.550457475,323.50212185358,274.28581267081,49.2163091827706,499.409975237333,124.625348121209,323.50212185358,947.537445212123
