"Date","Year","Quarter","FY","QFY","Month","EXP_DPD_SEC_P","EXP_DPD_RAW_P","EXP_DPD_AGR_P","EXP_DPD_EDU_P","EXP_DPD_HEA_P","EXP_DPD_WAE_P","EXP_DPD_JLO_P","EXP_DPD_ACC_P","EXP_DPD_EAM_P","EXP_DPD_TTI_P","EXP_DPD_LHUD_P","EXP_DPD_SD_P","EXP_DPD_ICT_P","EXP_DPD_PSM_P","EXP_DPD_PAD_P","EXP_DPD_PARL_P","EXP_DPD_STD_P","EXP_DPD_TOU_P","EXP_DPD_LGOV_P","EXP_DPD_I_P","EXP_DPD_I_DOM_P","EXP_DPD_I_EXT_P","EXP_DPD_CEN_TOT_P","EXP_DPD_LGP_TOT_P","EXP_DPD_I_TOT_P","EXP_DPD_P"
2010-12-01,2010,"Q4","2010/11","Q2","December",25.2059013601734,21.1926064227352,0.471888117587837,20.4247662768942,3.57169059049553,2.19978789537225,1.16989948450369,0.0881096834668229,15.2031239868097,0,0,0,0,10.4722261819614,0,0,,,,0,0,0,100,0,0,100
2011-01-01,2011,"Q1","2010/11","Q3","January",0,43.9790879277902,8.49622595347052,1.31541421331213,17.2311397465881,3.10788668208055,0.577204552616476,1.53436763024604,0.105503118255718,0,0,0,0,23.6531701756402,0,0,,,,0,0,0,100,0,0,100
2011-02-01,2011,"Q1","2010/11","Q3","February",11.4683565956774,6.49871271899177,2.97211940156587,2.62398248352303,9.96474143441526,0.0276465492035722,0.0785942122779769,1.53972118089202,39.7490650479472,0.0478403688672596,0,0,0,25.0292200066387,0,0,,,,0,0,0,100,0,0,100
2011-03-01,2011,"Q1","2010/11","Q3","March",0,35.1069065740932,6.40542090841367,6.51091836503476,11.5400400603473,0,2.54311871089384,5.48570799259975,8.93338214745379,0.822048040288802,0,0,1.82390647504128,20.8285507258336,0,0,,,,0,0,0,100,0,0,100
2011-04-01,2011,"Q2","2010/11","Q4","April",21.5836411574955,17.0765517460696,17.4220174600021,3.08338702140663,11.9717210991954,0.89552429601196,0,4.82844256121033,8.56334802033209,0,0,0,0,14.5753666382765,0,0,,,,0,0,0,100,0,0,100
2011-05-01,2011,"Q2","2010/11","Q4","May",23.1112945368035,5.44192838832922,0.34141742384544,4.20414498715214,19.4563284919633,0.0695851013814358,0.786809239576918,8.66000171145012,18.8063166237454,0,0,0,0,19.1221734957525,0,0,,,,0,0,0,100,0,0,100
2011-06-01,2011,"Q2","2010/11","Q4","June",29.1370225446209,1.51382642848921,12.67887208872,1.03347178114391,14.2965046881482,2.48181236671702,0.926891329539021,7.25137422660815,9.63188193213943,0.152937651649022,0,0,0,20.8954049622251,0,0,,,,0,0,0,100,0,0,100
2011-07-01,2011,"Q3","2011/12","Q1","July",10.9706339023463,38.8037793564996,2.60736231281148,0.946543319921653,0.219954642818119,4.29541548343491,1.6932923636995,3.03152316007238,2.79283067566545,0,0,0,0,34.6386647827306,0,0,,,,0,0,0,100,0,0,100
2011-08-01,2011,"Q3","2011/12","Q1","August",9.40979248481962,47.2478006988417,12.6225446967319,0,2.75173676479694,2.80312159802944,0.76935505302258,2.86502459809282,11.6339525074258,0,0,0,0,9.87004823871854,0.0266233595206737,0,,,,0,0,0,100,0,0,100
2011-09-01,2011,"Q3","2011/12","Q1","September",8.14685782742986,57.1533076674584,0.788877574798106,2.48721950819418,0.153575756580614,2.81486269278979,3.27797086458042,0.442250033252075,7.42147479152173,0,3.21586493188021,0,0,14.0977383515146,0,0,,,,0,0,0,100,0,0,100
2011-10-01,2011,"Q4","2011/12","Q2","October",13.9177922544857,22.0103908216962,1.41216299087323,4.06654110080704,13.9894334510035,7.07309007609135,0,10.8927303635185,20.3734079338611,0,0.626212230284942,0,0,5.63823877737842,0,0,,,,0,0,0,100,0,0,100
2011-11-01,2011,"Q4","2011/12","Q2","November",11.6431480180792,4.45836613211479,1.28640838600514,3.5497656259769,40.1084663457149,3.63694789136668,0,6.43201764190573,19.1500335457028,0,0,0,0,9.73484641313384,0,0,,,,0,0,0,100,0,0,100
2011-12-01,2011,"Q4","2011/12","Q2","December",7.15579634981115,25.9466951080936,5.20058365175275,2.54315623158852,7.77094493076263,4.02265328561702,0,3.17569876942716,17.3975325713311,0,9.2624872025673,0.234175974762744,1.66187725791363,15.6283986663724,0,0,,,,0,0,0,100,0,0,100
2012-01-01,2012,"Q1","2011/12","Q3","January",6.9888541989197,2.17229963630799,2.41488478848329,0.675683030267877,0.596503185027751,3.33761360392433,0,0.102657980123307,3.02857650069982,5.60791791529174,0,0,0,74.9893191260501,0.0856900349040713,0,,,,0,0,0,100,0,0,100
2012-02-01,2012,"Q1","2011/12","Q3","February",19.580783647212,41.3486287297793,15.976602562131,3.3005719111551,0.674770024991066,1.08916411587997,0,5.00584631008339,6.96280924784296,0,0.525723920695719,0,0,5.53509953022945,0,0,,,,0,0,0,100,0,0,100
2012-03-01,2012,"Q1","2011/12","Q3","March",17.9454370869597,21.9173369966798,4.68212205818547,2.26292105181774,31.2605762953866,2.11665231816014,0,1.66015212606413,11.5581689472433,0,0.0324148564185611,0,0,6.39380944039091,0.17040882269364,0,,,,0,0,0,100,0,0,100
2012-04-01,2012,"Q2","2011/12","Q4","April",0,38.4548111549721,9.37047887555322,7.14034822915356,0,4.46542763191004,0,1.66578904337594,1.36517440272246,0,6.43350049289116,0,0,31.1044701694215,0,0,,,,0,0,0,100,0,0,100
2012-05-01,2012,"Q2","2011/12","Q4","May",18.9872761598038,12.4048983178578,0.717149418648474,14.5817815635337,1.26739511230367,6.71039220179641,0.011275585907169,0.207251698126166,26.6408793693563,1.59020542659231,0.354379638446614,1.73272702151492,0,14.7943884861127,0,0,,,,0,0,0,100,0,0,100
2012-06-01,2012,"Q2","2011/12","Q4","June",11.467473611611,38.9824475264799,2.05642597815079,13.3218785165011,7.37367762329109,3.93377066407446,0.138204089748415,2.74395590508708,11.1207374114533,0,-0.000837115212178576,0,0,8.82114884823227,0.0411169405828311,0,,,,0,0,0,100,0,0,100
2012-07-01,2012,"Q3","2012/13","Q1","July",4.36618092879092,5.7736962003372,0,8.05114241938294,11.1364369553577,26.7845315432814,1.26300200488872,11.1878836827063,3.64789328689845,0,0,0,0,27.7892329783564,0,0,,,,0,0,0,100,0,0,100
