"Date","Year","Quarter","FY","QFY","Month","EXP_NWR_AGRO","EXP_NWR_MID","EXP_NWR_SPD","EXP_NWR_MAN","EXP_NWR_TOD","EXP_NWR_NECLW","EXP_NWR_PSD","EXP_NWR_SED","EXP_NWR_ITIS","EXP_NWR_SUD","EXP_NWR_DIT","EXP_NWR_HCD","EXP_NWR_TTD","EXP_NWR_PST","EXP_NWR_CMC","EXP_NWR_GOS","EXP_NWR_DPI","EXP_NWR_RBD","EXP_NWR_ADJ","EXP_NWR_LEG","EXP_NWR_LGOV","EXP_NWR_I","EXP_NWR_I_DOM","EXP_NWR_I_EXT","EXP_NWR_CEN_TOT","EXP_NWR_LGP_TOT","EXP_NWR_I_TOT","EXP_NWR"
2009-12-01,2009,"Q4","2009/10","Q2","December",8.850340062,26.203627091,1.517714674,6.922602071,9.809423447,0.254644454,15.5881762,13.9223822596667,0.19950226,0.573215881,0.802369137,0.401465054,0.06245676,4.699016488,11.483741837,7.915121107,,,,,,33.2299453892221,28.8161882056921,4.41375718353,109.205798782667,0,33.2299453892221,142.435744171889
2010-01-01,2010,"Q1","2009/10","Q3","January",54.572489651,4.189783037,0.716105358,32.769062888,15.554750234,0.288903483,6.649057348,12.4728710586667,0.037081089,0.369855292,0.335239425,1.030329707,0.022310607,43.406708789,19.376657194,7.401682632,,,,,,25.7286195437232,25.0701303154107,0.6584892283125,169.742947792667,29.44994,25.7286195437232,224.92150733639
2010-02-01,2010,"Q1","2009/10","Q3","February",16.959950802,21.239722799,5.810696077,15.025714305,10.597725925,0.895913985,16.034349358,22.3352971766667,0.271165278,1.584740162,0.741253855,3.10698005,0.14688025,20.899490808,15.285659138,8.018244776,,,,,,28.6505524270849,25.3131778907709,3.337374536314,155.095190744667,3.858594,28.6505524270849,187.604337171752
2010-03-01,2010,"Q1","2009/10","Q3","March",118.677310279,39.712434584,3.115047261,10.863665924,24.066407661,0.438230372,17.542722334,14.4014259326667,0.220805013,1.201316117,0.68682188,0.590979321,0.134167324,20.540877787,11.445719494,6.797718435,,,,,,34.1024691367587,25.5892797894103,8.5131893473484,248.987843718667,21.447806,34.1024691367587,304.538118855425
2010-04-01,2010,"Q2","2009/10","Q4","April",158.422232848,14.427707088,1.431540252,27.444147829,13.577829693,1.16169041,19.270469465,17.2828410496667,0.062719595,0.241695141,0.736254784,2.824901476,0.046394271,27.823898051,29.811716051,8.323206067,,,,,,36.9973490916352,26.9459806721052,10.05136841953,263.314405070667,59.574839,36.9973490916352,359.886593162302
2010-05-01,2010,"Q2","2009/10","Q4","May",161.665280889,42.161665789,4.534821055,33.27786166,11.66816469,0.880032626,24.153889269,16.4314177226667,0.453948083,2.530864722,1.13303977,2.188324061,0.15415859,30.919907859,17.725432347,8.175134388,,,,,,28.1517787362054,24.1935009495164,3.958277786689,358.053943520667,0,28.1517787362054,386.205722256872
2010-06-01,2010,"Q2","2009/10","Q4","June",120.188255294,11.223028718,3.114573043,16.602568119,33.713798809,0.681385235,24.485120934,20.0905324586667,0.423651863,0.882902508,2.355130426,1.524079326,0.374902038,50.470453837,89.561717517,8.692847932,,,,,,33.1990555160101,28.6224350286469,4.5766204873632,383.068717135667,1.316230922,33.1990555160101,417.584003573677
2010-07-01,2010,"Q3","2010/11","Q1","July",33.760473724,0.28195655,2.53486264,18.768924448,11.394461738,0.884597843,4.079218208,16.2703373986667,0,0.721266332,0,2.576560831,0,29.876114867,21.077549642,7.38070159,,,,,,25.9052171203296,24.9084662608276,0.996750859502,94.2297345006667,55.377291311,25.9052171203296,175.512242931996
2010-08-01,2010,"Q3","2010/11","Q1","August",28.032769114,45.462189185,4.928465264,34.369839421,11.491017196,0.653114614,12.045712362,15.4536323976667,1.062077822,1.086815027,1.025122789,1.260740309,0.0923002,22.111027847,9.682470631,13.584839564,,,,,,27.8200415380222,23.8975201852092,3.922521352813,202.342133742667,0,27.8200415380222,230.162175280689
2010-09-01,2010,"Q3","2010/11","Q1","September",203.5702261487,13.667402157,2.156176053,6.388238404,8.179979901,0.442779722,31.316735023,11.5993716026667,0.276459089,0.876997213,0.512821285,0.378218074,0.4366596,30.386461512,9.543013677,8.505881301,,,,,,32.6387794347407,25.9974659796817,6.641313455059,328.237420762367,0,32.6387794347407,360.876200197107
2010-10-01,2010,"Q4","2010/11","Q2","October",198.2126040053,5.515241059,3.403973807,23.730359944,16.670425889,0.738247855,18.524053021,16.1957408496667,0.06965606,0.400266339,0.275429113,2.30594538,0.176217511,122.94556254,18.251042889,11.189147359,,,,,,37.525006884787,25.4652299564752,12.0597769283118,385.967167477967,52.636746143,37.525006884787,476.128920505754
2010-11-01,2010,"Q4","2010/11","Q2","November",87.41138844592,72.910112405,6.788265887,43.942037069,20.60616918,1.241928017,74.345805743,25.0297649446667,0.484910826,2.623013008,1.040328924,2.104149746,0.384499879,70.478741627,48.397332161,10.072011126,,,,,,31.642017168579,27.1227862248444,4.5192309437346,456.800058398587,11.06040059,31.642017168579,499.502476157166
2010-12-01,2010,"Q4","2010/11","Q2","December",6.874595345,0.438412604,1.02719962,4.414079343,14.974044346,0.648690623,13.592706291,15.6403068356667,0.108781079,0.687854032,0.47182489,0.623773946,0.126140147,12.634218379,31.650640938,9.671253656,,,,,,34.7622724829808,29.1284550445151,5.63381743846567,107.845089877667,5.739432197,34.7622724829808,148.346794557647
2011-01-01,2011,"Q1","2010/11","Q3","January",104.239340452,3.677875273,0.501318911,10.596134792,30.717473673,0.08034474,26.391203982,17.2677490276667,0.071113449,0.269793303,0.150771327,0.204030496,0.060032724,36.014166548,63.321828703,16.331755442,,,,,,33.8783663856613,28.4151670791523,5.46319930650898,282.171015070667,27.723917772,33.8783663856613,343.773299228328
2011-02-01,2011,"Q1","2010/11","Q3","February",157.721603436107,84.961752333,6.446927212,46.177675592,22.361432963,0.626044056,26.600185254,25.6040305986667,0.017381954,0.851686088,0.136195635,3.350340581,0.103329,9.35882357,102.505475927,8.620784027,,,,,,37.7105744482781,29.7108040452603,7.99977040301777,469.498712946773,25.94495528,37.7105744482781,533.154242675051
2011-03-01,2011,"Q1","2010/11","Q3","March",178.420724665897,2.290297106,2.934890166,11.492093809,32.596411309,0.227067342,136.066801613,13.9901852256667,0.012422887,0.562208916,0.179965546,0.803284871,0.08355459,30.619744243,28.379004571,7.642237915,,,,,,45.3444101708991,32.5021491950829,12.8422609758162,445.518729007564,0.782165768,45.3444101708991,491.645304946463
2011-04-01,2011,"Q2","2010/11","Q4","April",181.968886863142,0.851631455,5.172700732,21.437000797,18.593948818,0.929738043,26.908286311,17.3755236916667,0.00914424,0.378907287,0.529202311,2.783242884,0.141740531,41.226066851,42.64876739,8.61499124,,,,,,38.4893887950648,32.186865343091,6.30252345197374,320.412160906809,49.157618538,38.4893887950648,408.059168239874
2011-05-01,2011,"Q2","2010/11","Q4","May",104.5396974388,56.780326448,0.603007833,8.228064036,19.607772988,0.145096481,27.705709723,17.5859143786667,0.028232035,1.580272715,0.519700692,0.888940742,0.581132608,29.872738638,33.308055755,10.047016863,,,,,,36.2706660258204,32.0334116381385,4.23725438768195,308.843113081467,3.178566293,36.2706660258204,348.292345400287
2011-06-01,2011,"Q2","2010/11","Q4","June",28.45029438744,10.070763584,2.622393296,14.876572353,67.833830634,0.345029576,40.946785454,19.4924419236667,0.298096765,1.135923674,0.335915546,0.657998673,1.158915951,13.290793076,17.071571805,22.96018366,,,,,,41.5583660937115,36.7517946391705,4.80657145454106,236.521985048107,5.02552531,41.5583660937115,283.105876451818
2011-07-01,2011,"Q3","2011/12","Q1","July",5.030372338,0.3955902,2.5391543,45.031686312,12.418451767,1.183426724,7.169565995,12.33181411925,0,0.079616,0,3.230402026,0.732769548,36.884664126,21.5681408452,8.347667955,,,,,,33.1895987100156,31.8639903074175,1.3256084025981,80.84326451345,76.100057742,33.1895987100156,190.132920965466
2011-08-01,2011,"Q3","2011/12","Q1","August",132.440847931719,61.40038223,5.009347917,28.38426576,16.494909861,0.793659133,25.807220099,13.01939637725,0.712088842,1.631562698,0.82840691,0.956478222,0.101830878,22.295346188,13.012970431,13.568395566,,,,,,39.7294270187931,33.3303100469612,6.39911697183192,336.457109043969,0,39.7294270187931,376.186536062762
2011-09-01,2011,"Q3","2011/12","Q1","September",61.37048742884,8.538475055,3.125564515,4.745477612,38.633473641,0.556251891,11.553930835,10.23315137425,0.344076685,0.75778646,0.658561686,0.476589086,0.099245465,22.746080932,5.412371756,12.498704209,,,,,,48.1162359497484,37.8292277634995,10.2870081862489,181.75022863109,0,48.1162359497484,229.866464580838
2011-10-01,2011,"Q4","2011/12","Q2","October",68.1394611147036,1.559735373,3.980750175,79.785135894,23.081210622,1.906090587,16.022192551,15.56340217225,0.091133254,0.818817494,0.335383017,3.428016623,0.641629243,64.586759043,27.202532792,18.07943226,,,,,,51.6979303519467,35.7382244857087,15.959705866238,237.992177073954,87.229505141,51.6979303519467,376.9196125669
2011-11-01,2011,"Q4","2011/12","Q2","November",22.899578364,73.53480239,3.645455281,16.00348176,30.871977181,1.0664143,28.328238382,16.35401381525,0.296992179,1.191065248,0.801698684,0.951159659,0.199803112,23.848078842,41.89599911,18.312672785,,,,,,43.0247132710537,37.3957700546415,5.62894321641216,280.20143109225,0,43.0247132710537,323.226144363304
2011-12-01,2011,"Q4","2011/12","Q2","December",65.4977372356752,4.402947137,1.207993427,5.596446945,34.369054559,0.451470116,13.153678097,8.53736940625,0.581567266,5.496066176,0.724844172,0.622904128,1.458563211,18.561914783,20.803404295,22.533647854,,,,,,49.2039210852524,42.9922128192049,6.21170826604754,203.999608807925,0,49.2039210852524,253.203529893178
2012-01-01,2012,"Q1","2011/12","Q3","January",76.6742274592148,1.554932731,4.727919307,47.502800185,53.346119629,1.466506025,16.950701,17.06406108325,0.239164732,0.809192719,0.321996071,2.942825179,0.148634653,63.295481442,30.464212519,12.779051712,,,,,,42.98430035247,41.3725137797225,1.61178657274749,255.832261575465,74.455564871,42.98430035247,373.272126798935
2012-02-01,2012,"Q1","2011/12","Q3","February",62.5757613886314,67.93511718,2.263498938,14.148664085,12.313452062,0.499152394,27.932819396,14.30131292625,0.354408892,0.987074873,0.581674967,0.986090437,0.089070576,28.071430742,14.712224238,40.799959197,,,,,,51.6235983311582,46.7810008417073,4.84259748945086,288.551712291881,0,51.6235983311582,340.17531062304
2012-03-01,2012,"Q1","2011/12","Q3","March",25.45083493,0.400202952,0.796093756,1.108666168,2.228313944,0.130632017,8.468047653,7.47068996725,0.18456291,1.75863278,0.238842531,0.491808786,0.032940923,33.207979092,14.208097174,20.408561477,,,,,,61.0702648555056,53.2257413931287,7.84452346237697,116.58490706025,0,61.0702648555056,177.655171915756
2012-04-01,2012,"Q2","2011/12","Q4","April",39.4487483,1.396286183,3.349167841,25.371295238,42.605609325,1.390825729,45.208541461,19.49591530025,0.196602545,1.873887792,0.346040235,3.806319678,0.090234701,62.879861659,37.663725756,32.251683275,,,,,,66.2808044877823,49.3013758243202,16.9794286634621,263.89614923225,53.478595786,66.2808044877823,383.655549506032
2012-05-01,2012,"Q2","2011/12","Q4","May",88.29688062,54.615342224,2.475615447,25.192415252,16.47970381,0.54317494,17.939773754,12.77615789025,0.105563795,1.093431845,0.486552814,1.186457253,0.033593193,32.493569301,16.624956358,9.122496989,,,,,,59.9569017743301,54.8470600257766,5.10984174855345,279.46568548525,0,59.9569017743301,339.42258725958
2012-06-01,2012,"Q2","2011/12","Q4","June",20.88712746,3.221415391,5.815406723,4.319133555,23.635860012,1.013571398,18.522666206,14.87052481925,0.278976531,0.331036798,0.885508152,0.725608169,0.225478544,23.100990768,30.992839228,20.221091033,,,,,,56.4245349112377,50.0129703180269,6.41156459321074,169.04723478725,0,56.4245349112377,225.471769698488
2012-07-01,2012,"Q3","2012/13","Q1","July",6.081390677,1.276287441,5.3050391,9.898442146,37.857066653,1.9946411,16.723661753,19.8549100039167,0.192400354,0.290310487,0.3653586,3.296371428,0.808076884,55.88604437,24.473952069,17.685206158,,,,,,65.1716546368023,63.7255923559004,1.44606228090192,160.175323917917,41.813835306,65.1716546368023,267.160813860719
2012-08-01,2012,"Q3","2012/13","Q1","August",44.012946378,64.938074888,4.184196085,86.043393095,13.528665157,0.746124497,22.09747143,14.6599184269167,0.398142299,2.184181074,0.627412433,1.610770468,0.06924,54.451235089,23.563981775,15.729955079,,,,,,78.7590261636486,73.2750970993761,5.48392906427257,283.427113459917,65.418594714,78.7590261636486,427.604734337565
