"Date","Year","Quarter","FY","QFY","Month","EXP_DDEV_SEC","EXP_DDEV_RAW","EXP_DDEV_AGR","EXP_DDEV_EDU","EXP_DDEV_HEA","EXP_DDEV_WAE","EXP_DDEV_JLO","EXP_DDEV_ACC","EXP_DDEV_EAM","EXP_DDEV_TTI","EXP_DDEV_LHUD","EXP_DDEV_SD","EXP_DDEV_ICT","EXP_DDEV_PSM","EXP_DDEV_PAD","EXP_DDEV_PARL","EXP_DDEV_STD","EXP_DDEV_TOU","EXP_DDEV_LGOV","EXP_DDEV_I","EXP_DDEV_I_DOM","EXP_DDEV_I_EXT","EXP_DDEV_CEN_TOT","EXP_DDEV_LGP_TOT","EXP_DDEV_I_TOT","EXP_DDEV"
2017-02-01,2017,"Q1","2016/17","Q3","February",13.282776277,84.870261355,27.981045664,5.632904273,4.211782556,7.610294723,9.191203859,12.0045081929167,10.264114655,1.040448687,0.589765707,6.837635531,0.23401203,2.152678978,1.199920949,0.032086,,,,0,0,0,187.135439436917,0,0,187.135439436917
2017-03-01,2017,"Q1","2016/17","Q3","March",0.12291295,61.929148678,25.124588971,2.931533642,2.447614401,5.628253191,10.709980448,23.8373932249167,28.900886394,1.448864768,0.442650576,1.220850899,0.076398517,5.727800473,0.926433193,0.300527575,,,,0,0,0,171.775837900917,0,0,171.775837900917
2017-04-01,2017,"Q2","2016/17","Q4","April",60.882267529,17.865915938,15.841830824,12.0517371422236,6.07517143299999,27.329038918,3.158321193064,31.3679942109167,15.501585411,1.127900435,12.54276938,29.539959877,0.072084098,4.001890359,0.656818362,0.104678914,,,,0,0,0,237.072579714204,1.04738430999999,0,238.119964024204
2017-05-01,2017,"Q2","2016/17","Q4","May",4.666862884,229.647575987,24.986911564,10.40315199,9.860614177,12.793161842,65.245342582,20.0496001309167,27.890898241,12.299200201,0.870581649,7.404286311,0.072593863,5.511383513,2.073752915,0.564371398,,,,0,0,0,434.340289247917,0,0,434.340289247917
2017-06-01,2017,"Q2","2016/17","Q4","June",7.902640381,377.063944933,102.540153678,10.313559584,48.932477641,23.228109127,33.46161455,62.0108380329167,34.809482033,2.575468881,13.085928697,6.064904459,0.42133898,7.29253952,2.090333693,10.465105348,,,,0,0,0,742.258439537917,0,0,742.258439537917
2017-07-01,2017,"Q3","2017/18","Q1","July",22.191409316,62.6898272406667,18.1324863081111,5.79331186699995,1.06911111111118,45.5085834412222,0.819886426,26.1973119556667,8.589527061,1.788380707,0.7846451,1.23284225,0,17.189714541111,4.04196395833333,17.652698874,0.311519112,,,0,0,0,201.78212508,32.2110941892222,0,233.993219269222
2017-08-01,2017,"Q3","2017/18","Q1","August",7.602672989,243.007800618667,30.4158322261111,9.63248130199995,4.02460226911118,50.0488379282222,59.529710634,8.96462868166667,60.873836425,0.867074297,10.1292781,8.628194554,0.266132471,18.457013986111,4.70921287933333,0.081939212,1.241664,,,0,0,0,486.269818384,32.2110941892222,0,518.480912573222
2017-09-01,2017,"Q3","2017/18","Q1","September",2.244852327,30.8265821096667,21.8924104711111,5.94405338399995,2.93449450011118,20.9073855352222,4.251251883,11.0096167566667,2.706938329,0.268586055,0.370461737,0.312231106,0.021661,18.365103338111,4.93480408333333,9.686836428,0.032821151,,,0,0,0,104.498996005,32.2110941892222,0,136.710090194222
2017-10-01,2017,"Q4","2017/18","Q2","October",36.466022909,260.842268045,10.9463224888333,7.34442848149996,15.6333397243334,25.5578244526666,24.145917157,31.7528566016667,38.313366558,6.602849563,5.710167915,13.499443879,0.223239256,15.9133106395833,1.135991034,1.986219663,1.974987323,,,0,0,0,473.890235048667,24.1583206419166,0,498.048555690583
2017-11-01,2017,"Q4","2017/18","Q2","November",10.886288112,73.3760950290001,44.1384723198333,17.1999151985,8.05426346533339,30.4439760296666,11.996494571,9.54122841466667,16.954499177,0.3365087,0.895024264,3.696558225,4.834593723,19.6613962535833,1.781309871,1.308809064,3.633589333,,,0,0,0,234.580701108667,24.1583206419166,0,258.739021750583
2017-12-01,2017,"Q4","2017/18","Q2","December",8.355199,41.1089557910001,42.1736256158333,11.4162706285,18.2130326603334,14.3532556176666,14.120843671,8.83289997766667,8.865650318,0.567250824,0.846446114,0.627446005,0.352713384,17.0235164585833,5.346364321,1.861718771,3.075751653,,,0,0,0,172.982620168667,24.1583206419166,0,197.140940810583
2018-01-01,2018,"Q1","2017/18","Q3","January",32.566433009,127.070107156333,25.1100617923889,8.56063999749994,0.263040574888978,10.1592348497777,3.559630154,8.08091983066667,3.548847781,3.603078671,5.547914775,4.055428691,0.066788147,23.1184850346388,0.718688987666667,0.0131931,5.20023772,,,0,0,0,220.978862535333,40.2638677365277,0,261.242730271861
2018-02-01,2018,"Q1","2017/18","Q3","February",1.764234772,167.656653823333,6.76066580038888,9.55352140549994,9.95993039388898,11.7209133047777,19.814678948,5.78774937966667,6.471507026,5.031013211,2.297670872,0.516634996,0.033245164,24.4873024106388,1.05449531966667,0.041768772,0.077763611,,,0,0,0,232.765881473333,40.2638677365277,0,273.029749209861
2018-03-01,2018,"Q1","2017/18","Q3","March",5.389723627,55.4583984263334,19.3316264073889,8.67446110749994,5.44618193788898,8.07592990877772,12.141705614,10.1947355056667,14.175976761,0.229141137,1.107791081,0.583985058,0.071373338,24.5994271826388,1.00472535166667,0.419242749,0.591352974,,,0,0,0,127.231910430333,40.2638677365277,0,167.495778166861
2018-04-01,2018,"Q2","2017/18","Q4","April",29.476954039,302.640851898,14.848760792,6.232117466,0.962390121,42.007986429,12.959863635,34.1195550706667,56.407519403,14.286829505,0.260249905,46.245563348,0.049594072,2.482132602,1.273608024,3.451914294,0.068319979,,,0,0,0,567.774210582667,0,0,567.774210582667
2018-05-01,2018,"Q2","2017/18","Q4","May",4.250441046,371.257996789,27.445125679,13.933079705,14.026346509,21.004045911,29.866111116,26.6489057296667,21.337542206,26.523707052,1.038497489,3.74927025,0.687731041,14.017309585,8.16566866,1.195175126,18.27675415,,,0,0,0,603.423708043667,0,0,603.423708043667
2018-06-01,2018,"Q2","2017/18","Q4","June",9.131416433,37.496908942,121.196039035,38.637819117,28.491743501,69.656913124,100.572336975,37.4832113206667,52.976511354,3.462245296,8.601750259,9.023945404,7.302658444,26.403020596,4.562204349,19.646025663,7.197426297,,,0,0,0,581.842176109667,0,0,581.842176109667
2018-07-01,2018,"Q3","2018/19","Q1","July",107.221036875,155.197269027333,3.39537531677778,21.1764782136826,10.2726711264452,84.568170388889,3.266987915,6.18816909991667,111.340318575,3.414379303,0.082,17.033317108,0.103898003,17.7709521707776,2.25385970733333,0,0.005911778,,,0,0,0,493.77747951825,49.7133150899056,0,543.490794608156
2018-08-01,2018,"Q3","2018/19","Q1","August",10.895797497,356.840272879333,30.3549821317778,20.5638362046826,14.3467698174452,30.373896187889,26.600190286,10.3478862969167,8.597062555,1.671867668,0.13880695,1.12382686,0.28727324,23.0879845637776,1.72321899533333,2.533553524,8.805105528,,,0,0,0,499.17055633125,49.7133150899056,0,548.883871421156
2018-09-01,2018,"Q3","2018/19","Q1","September",1.472577229,42.2355244463334,40.0961834107778,20.5373625896826,19.0172898584452,31.033337209889,20.213979808,4.69751935791667,8.145389223,0.10728182,5.748703714,1.901382967,0.195588817,21.2026998917776,3.45438613633333,0.168594049,0.797697879,,,0,0,0,171.41930346825,49.7133150899056,0,221.132618558156
2018-10-01,2018,"Q4","2018/19","Q2","October",84.484293164,397.644288146333,18.8298700357778,23.7477595226826,12.6405304584452,61.571066776889,54.930111603,10.1721954649167,46.455546259,5.844672352,8.313016442,33.129893534,0.952611752,22.5942546037776,2.41691571133333,0.413569938,6.389092026,,,0,0,0,741.13612680425,49.7133150899056,0,790.849441894156
2018-11-01,2018,"Q4","2018/19","Q2","November",27.871508179,245.699588029333,16.8606013507778,18.9700547836826,21.4681576494452,34.252425796889,23.231706468,18.2211893929167,10.795365911,2.134815324,5.570360968,0.911835499,0.52057105,22.1884647257776,2.65938626533333,1.428994504,0.293003465,,,0,0,0,404.03303379225,49.7133150899056,0,453.746348882156
2018-12-01,2018,"Q4","2018/19","Q2","December",0.422846703,25.4899320713334,37.2047702297778,31.3109658676826,17.1055491564452,14.395520836889,12.430103882,10.0391357829167,16.092183655,4.130769536,2.871450906,1.757462939,0.335777824,22.4816154737776,9.23661415833333,0.18655972,0.433746447,,,0,0,0,156.36707954225,49.7133150899056,0,206.080394632156
2019-01-01,2019,"Q1","2018/19","Q3","January",65.9670477,138.990020846333,23.7785107677778,24.1256256996826,13.8789853164452,25.561164007889,58.987373817,11.1362199149167,75.906207789,0.93389908,3.7609079,25.060991348,2.224053565,20.8824240877776,1.86814339733333,0.134163407,7.768537437,,,0,0,0,451.49064200625,49.7133150899056,0,501.203957096156
2019-02-01,2019,"Q1","2018/19","Q3","February",4.654742533,92.4977723393334,27.3861913527778,20.3162885956826,16.9402881384452,13.929219194889,49.359198429,8.35018654091667,8.740964461,5.375898038,1.82006684,1.517317432,0.223789019,28.4358716897776,3.66698164333333,0.451571386,0.219780164,,,0,0,0,234.83670715225,49.7133150899056,0,284.550022242156
2019-03-01,2019,"Q1","2018/19","Q3","March",51.599392145,66.4126342203334,20.3282679607778,18.4146966996826,15.6630027094452,12.579025823889,36.822027624,10.4601713909167,10.528111841,1.291496619,8.013998125,0.448395738,0.322406131,21.3496943847776,1.81676970533333,0.134154774,0.37779394,,,0,0,0,227.52869863525,49.7133150899056,0,277.242013725156
2019-04-01,2019,"Q2","2018/19","Q4","April",108.794169407,515.559888024,20.047648083,4.759490816,6.859282491,10.923197535,16.045073124,12.5926416759167,5.978784037,0.311711165,19.484319667,9.46418213,1.179402698,3.853365578,3.27640600133333,3.287130157,1.953477324,,,0,0,0,744.90786067425,0,0,744.90786067425
2019-05-01,2019,"Q2","2018/19","Q4","May",388.878385508,185.980127018,21.941421736,12.09463687,10.278349236,19.916513376,41.161218838,21.6161002729167,17.77628217,4.118765326,3.223772899,2.364014315,1.869030862,7.551183397,5.20060850033333,20.619432313,0.529918236,,,0,0,0,765.56938111025,0,0,765.56938111025
2019-06-01,2019,"Q2","2018/19","Q4","June",2.002799831,147.209624814,89.544419918,25.242612415,40.879509942,18.577250307,44.5102026,33.4209728549167,76.308164949,1.203919016,8.611148053,6.219864118,5.17991441,25.623008751,18.2891258803333,14.624253255,2.088552595,,,0,0,0,560.94588476325,0,0,560.94588476325
2019-07-01,2019,"Q3","2019/20","Q1","July",322.306064385,169.517804075,3.51023683733333,19.2678067593333,6.25700000433333,50.746746476,17.217442359,3.63665131891667,0,4.412886373,0.070845,8.978672156,0.10288,17.7293628763333,2.31605761666667,0,16.259884233,0,,0,0,0,591.409824074583,50.9205163953333,0,642.330340469917
2019-08-01,2019,"Q3","2019/20","Q1","August",3.427008969,705.217495061,19.7256161793333,22.3552946133333,14.3673808413333,17.229598875,12.751579847,10.4552889139167,51.125014661,7.825888495,0.437876,0.39181605,0.531173331,21.7744274393333,7.53574694966667,0.729844534,0,0.947536345,,0,0,0,845.908070709583,50.9205163953333,0,896.828587104917
2019-09-01,2019,"Q3","2019/20","Q1","September",167.443752639,219.76848612,17.1350493003333,20.9610878263333,15.2582091993333,32.206023195,101.583160805,10.7015298359167,16.107734412,1.291372986,8.969105871,0.730712149,7.580507524,20.1131273443333,1.58301527766667,0.405583564,57.679214307,0.374082507,,0,0,0,648.971238467583,50.9205163953333,0,699.891754862917
2019-10-01,2019,"Q4","2019/20","Q2","October",307.169278303,408.340808547,16.6518783613333,33.0108388788517,27.2106924023331,10.825672167,24.159073554,8.30316506291667,91.373885516,4.124609816,23.880215037,6.778963468,5.536037127,20.5430289963333,2.94173020266667,2.219022731,42.590991221,0.165245743,,0,0,0,972.070423766583,63.7547133678515,0,1035.82513713443
2019-11-01,2019,"Q4","2019/20","Q2","November",27.800641185,131.829568196,35.0480902873333,28.6149171658517,18.3446125653331,120.20257642,15.08407997,15.1331413859167,14.886766183,10.209508069,1.898068113,0.417042958,2.630427102,24.5451041743333,2.28165316866667,0.268281138,0.030831,4.066725083,,0,0,0,389.537320796583,63.7547133678515,0,453.292034164435
2019-12-01,2019,"Q4","2019/20","Q2","December",2.112018442,52.040335837,53.2974855553333,27.7260070968517,21.1362358473331,33.178387295,9.428127992,13.7607535599167,19.969141614,0.304600265,0.693880687,1.127565214,2.557520103,24.8153759533333,12.0336772716667,0.05213938,0.223282021,1.018680912,,0,0,0,211.720501678583,63.7547133678515,0,275.475215046435
2020-01-01,2020,"Q1","2019/20","Q3","January",887.450980171,287.340426847,20.6265193493333,28.2458508025184,9.10451429666667,24.701114044,8.810630996,9.64919748391667,17.320624632,4.101448653,0.914702281,3.069761857,1.121351239,30.4054191173333,9.018516723,0.08946387,0.202781506,0.072122874,,0,0,0,1287.38873498092,54.8566917618517,0,1342.24542674277
2020-02-01,2020,"Q1","2019/20","Q3","February",409.846815066,103.259584115,13.7582167113333,26.0196754065184,13.2548756816667,14.777569118,64.725339795,14.7276949639167,22.319826336,0.23908287,0.766355514,0.472884743,1.879627935,23.6344281443333,17.361403482,3.191853487,1.8942548,0.001355,,0,0,0,677.274151406917,54.8566917618517,0,732.130843168768
2020-03-01,2020,"Q1","2019/20","Q3","March",1.023294773,77.935733122,24.5347319833333,30.7118202075184,18.5779917986667,13.535757437,21.87036707,8.38479232891667,9.172275281,0.821443261,1.232683948,0.246899973,1.213390645,21.6788332783333,2.78535493,0.700257571,7.6059357,0.149194465,,0,0,0,187.324066010917,54.8566917618517,0,242.180757772768
2020-04-01,2020,"Q2","2019/20","Q4","April",651.152274376,27.884449527,9.361486935,3.83591944633333,6.58788477533333,0.695841723,11.929406779,8.59064652491667,4.500268683,0.063734421,0.143383499,1.693745164,4.859911684,2.055419336,13.870001015,0.699877077,5.986535513,0.005907732,,0,0,0,750.680605101917,3.23608910866666,0,753.916694210583
2020-05-01,2020,"Q2","2019/20","Q4","May",0.332177458,41.590288455,16.849606038,4.61155584133333,30.6212715223333,6.474070264,51.621280346,7.82954984091667,8.687867455,0.150920217,0.205240872,0.323842183,4.485819279,4.820416875,3.77624939,8.863184229,5.905073021,0.146408185,,0,0,0,194.058732362917,3.23608910866666,0,197.294821471583
2020-06-01,2020,"Q2","2019/20","Q4","June",14.186569291,357.545085348,110.77731116,23.6372529943333,83.6151532283333,48.214003535,69.20315839,23.3598256799167,16.474101168,7.044459623,1.247479998,1.605430257,5.46382759,28.238809061,14.219611795,8.997495834,10.661725079,1.029109804,,0,0,0,822.284320726917,3.23608910866666,0,825.520409835583
2020-07-01,2020,"Q3","2020/21","Q1","July",486.188929424,273.568610144667,1.85498680433333,20.9779879316667,9.81184748066667,83.3586731923333,4.672879394,4.81781698491667,4.217063276,0.017046,0.193156,0,0.129979197,16.9514230316667,1.50575877466667,0,23.414949646,-3e-04,0.075091336,0,0,0,871.198575265583,60.5573233523333,0,931.755898617917
2020-08-01,2020,"Q3","2020/21","Q1","August",125.90477676,161.780746475667,9.95733556733333,37.7326415016667,19.7832015686667,21.8041644203333,22.504790694,10.0615881939167,37.189301474,2.447166647,6.797059238,0.997500052,1.450473626,18.5489154976667,2.05284376566667,0.004137826,0.549516849,1.174737665,0.318262529,0,0,0,420.501836998583,60.5573233523333,0,481.059160350917
2020-09-01,2020,"Q3","2020/21","Q1","September",41.828660689,134.304049962667,20.3746052603333,24.8436461516667,18.3399946306667,37.7556379663333,21.718272812,9.34208059691667,18.312262175,1.037895668,1.198261544,0.299719729,0.963885687,18.6080251526667,1.99374569566667,3.583566096,0.0224,0.10850441,0.308441179,0,0,0,294.386332053583,60.5573233523333,0,354.943655405917
2020-10-01,2020,"Q4","2020/21","Q2","October",644.584757807,506.422047418667,19.9160144913333,27.6083345706667,19.7331243086667,83.1543897613333,19.071294259,8.33532652391667,74.180192791,0.246862595,0.394531287,1.094020213,0.504524499,17.7309514403333,2.13701397966667,0.120933709,32.0259757,0.612779911,4.380819268,0,0,0,1401.62990450958,60.623990024,0,1462.25389453358
2020-11-01,2020,"Q4","2020/21","Q2","November",450.646155165,109.239550444667,23.2050154843333,27.2359617676667,13.0489438746667,26.6391685963333,37.827911048,12.9498848079167,22.145930799,0.136015997,15.048689112,0.33515038,0.597414719,17.9320633613333,17.1776664716667,0.015535,1.114256816,0.605852842,0.379270699,0,0,0,715.656447361583,60.623990024,0,776.280437385583
2020-12-01,2020,"Q4","2020/21","Q2","December",33.166667773,111.258854380667,43.8903899393333,33.6887582886667,22.3190776596667,42.7792232053333,34.708771308,10.6152191889167,14.140730321,0.171686969,1.886290497,0.117549331,2.679272638,19.2444296783333,12.2262521846667,1.041415046,3.837432006,0.864099332,1.460373598,0,0,0,329.472503320583,60.623990024,0,390.096493344583
2021-01-01,2021,"Q1","2020/21","Q3","January",978.02761316,427.091788257667,12.1724091043333,41.8349977814538,14.9108505872893,71.4610167613333,24.545640937,7.08736287691667,12.207450963,0.096031709,0.784041693,0.889140455,0.680400362,17.7148614143333,17.6213362433333,0.003279349,16.234283858,0.362678132,1.705369256,0,0,0,1582.62279786225,62.8077550384097,0,1645.43055290066
2021-02-01,2021,"Q1","2020/21","Q3","February",0.981886039,226.552182442667,32.6981161143333,31.1020979424538,18.9461357822893,28.5261616923333,26.761420343,13.3633553519167,13.38595365,1.922168306,0.36968138,0.175635219,0.629436104,20.2963737833333,4.19499397233333,31.414864792,1.129594369,0.513881666,7.725677517,0,0,0,397.88186142825,62.8077550384097,0,460.68961646666
2021-03-01,2021,"Q1","2020/21","Q3","March",0.4757097,104.785707387667,28.3203746723333,27.7381951894538,15.3369630692893,20.2182829583333,48.061478932,12.1070935189167,25.210622175,1.05807983,3.471639286,0.331727007,2.67736024,18.6525110553333,4.10247018533333,2.824010102,0.230340317,0.715904919,5.455201932,0,0,0,258.96591743825,62.8077550384097,0,321.77367247666
2021-04-01,2021,"Q2","2020/21","Q4","April",943.990537478,76.358994909,14.686748864,9.068561053,12.283035049,40.785291249,22.581017668,18.8561802999167,65.292901165,0.537569216,1.59051916,1.302144176,1.548524261,1.786028469,3.13230113533333,0.18182905,3.77170193,1.834157857,17.376756574,0,0,0,1236.96479956325,0,0,1236.96479956325
2021-05-01,2021,"Q2","2020/21","Q4","May",11.260102061,327.061113671,51.636207975,12.925254301,16.073766531,31.931168097,95.373680484,27.8518048839167,15.338146908,3.726104355,4.110563786,0.177170393,3.678819768,4.216378077,6.14328637433333,0.707153157,2.663663866,1.097960232,6.837701331,0,0,0,622.81004625125,0,0,622.81004625125
2021-06-01,2021,"Q2","2020/21","Q4","June",7.532101192,327.896143952,195.368527304,-0.54569375,73.213934861,23.405398846,60.407709099,40.8449722489167,41.262270807,3.184490528,17.606526907,2.228512142,6.557369804,15.210931541,23.6655059673333,13.455669173,13.685638607,2.567363779,54.81165168,0,0,0,922.35902468825,0,0,922.35902468825
2021-07-01,2021,"Q3","2021/22","Q1","July",489.06464,16.0375747623327,14.000146201126,19.8635767594605,22.4407758757736,46.1156066771228,4.672450986,4.67250881425,13.023251305,0,0.01,0.4785,0.035087,19.5383689776655,4.78627941666667,120.04070223,0,0,0,0,0,0,698.754866946917,75.9771292714812,0,774.731996218398
2021-08-01,2021,"Q3","2021/22","Q1","August",9.79957934,280.543638902333,16.024196634126,21.6350688944605,21.2700529787736,39.3663940581228,16.399609295,34.99797915925,6.401235654,0.41019207,15.203929,0.1552,0.737949711,19.9903934306655,5.92424624366667,3.180005275,1.033035376,0.680492937,0.089025068,0,0,0,417.865094755917,75.9771292714812,0,493.842224027398
2021-09-01,2021,"Q3","2021/22","Q1","September",13.923165694,66.3568612163327,18.793479237126,34.1174003214605,24.0417346817736,22.1724252051228,23.70147248,12.27782404325,1.782051722,0.005060354,0.170590177,0.15779001,1.794198032,20.1983586046655,4.69192941666667,2.324224075,0.188939798,0.027123632,0.267743123,0,0,0,171.015242551917,75.9771292714812,0,246.992371823398
2021-10-01,2021,"Q4","2021/22","Q2","October",516.638249482,59.7395364713333,24.2863386491333,22.4193062397667,102.252554254777,24.9102516501223,20.195499088,8.51968233925,5.233651317,0.458116765,0.136692048,0.927024288,0.467092363,20.5008593106663,4.69192941666667,0.21406876,0.612282001,2.952612847,0.177136,0,0,0,738.552420685917,76.7804626047987,0,815.332883290715
2021-11-01,2021,"Q4","2021/22","Q2","November",2.291668342,269.708751198333,25.0902857411333,45.8039088377667,31.1756846227767,122.105319725122,36.551783274,12.21619481525,16.221130402,4.492482381,2.254277323,0.44295928,0.782534233,20.6032102786663,4.82509519766667,1.762816689,0.507021689,0.585470203,0.269488314,0,0,0,520.909619941917,76.7804626047987,0,597.690082546715
2021-12-01,2021,"Q4","2021/22","Q2","December",0.898819605,83.5319714803333,35.8514628651333,29.4689546577667,22.3070154107767,30.5449218421223,45.493534928,17.08970061325,49.9544099,1.347400701,1.040272041,0.152421562,4.464906388,21.2483541536663,105.840179947667,1.451052545,0.014724,0.45553563,1.302440374,0,0,0,375.677616039917,76.7804626047987,0,452.458078644715
2022-01-01,2022,"Q1","2021/22","Q3","January",523.030559296,265.173487124667,30.0329227324393,44.9099295178236,41.79197192391,35.953284223125,25.16486455,11.10682394225,32.849740524,3.29085,0.350131108,0.633078289,0.289025336,22.9370109186867,0.537102066166667,3.057279094,0.23113189,1.307024222,0.806964233,0,0,0,895.986347511417,147.466833479651,0,1043.45318099107
2022-02-01,2022,"Q1","2021/22","Q3","February",0.885948425,138.693257666667,24.9701778994393,58.8013778898236,54.03570192391,38.588122466125,20.629118541,16.20618740525,14.579767484,0.764078353,21.791199121,0.342085064,1.098093137,21.9535059046867,1.66130214916667,2.205558635,0.326358685,0.278744558,1.142827256,0,0,0,271.486579084417,147.466833479651,0,418.953412564068
2022-03-01,2022,"Q1","2021/22","Q3","March",0.542083601,100.612850925667,27.9531425564393,48.4868681308236,60.53487199691,17.246823723125,19.881437341,15.61318629925,53.280484352,0.224105515,6.456014881,0.735072881,1.580471884,22.3164209516867,13.4902257901667,0.209246779,0.08837492,1.383883239,1.203043159,0,0,0,244.371775446417,147.466833479651,0,391.838608926068
2022-04-01,2022,"Q2","2021/22","Q4","April",515.581594151,250.845362577,22.262117385,6.290771052,28.314735082,5.479633335,47.174597141,14.82017619525,34.077312665,0.758171408,13.923430623,0.078246813,0.802713756,2.675845017,27.8992848241667,0.248444207,0.286356162,0.125729408,7.636318156,0,0,0,979.280839957417,0,0,979.280839957417
2022-05-01,2022,"Q2","2021/22","Q4","May",12.302299558,108.68652818,58.798826254,12.144872649,106.429312771,7.712721903,39.47832616,35.30233267825,52.499816384,7.301749322,2.629055608,0.919643786,1.419186809,1.906413739,13.8479645431667,35.348173729,0.586540566,5.446092769,14.6012768,0,0,0,517.361134208417,0,0,517.361134208417
2022-06-01,2022,"Q2","2021/22","Q4","June",81.008985961,567.898982491,119.949560409,151.727119043,56.262276148,121.709777979,79.521762026,72.11029313325,59.822984568,4.850001689,12.422788734,1.735136326,18.703893431,19.104428897,18.2565390951667,5.332567016,1.609408884,3.012560755,13.601451741,0,0,0,1408.64051832642,0,0,1408.64051832642
