"Date","Year","Quarter","FY","QFY","Month","HD_HCI_OVRL","HD_HCI_OVRL_LB","HD_HCI_OVRL_UB","NY_GNP_PCAP_CD","SE_ADT_1524_LT_FM_ZS","SE_ADT_1524_LT_MA_ZS","SE_ADT_1524_LT_ZS","SE_ADT_LITR_FE_ZS","SE_ADT_LITR_MA_ZS","SE_ADT_LITR_ZS","SE_ENR_ORPH","SE_PRM_CMPT_FE_ZS","SE_PRM_CMPT_MA_ZS","SE_PRM_CMPT_ZS","SE_PRM_ENRR","SE_PRM_ENRR_FE","SE_PRM_ENRR_MA","SE_PRM_NENR","SE_PRM_NENR_FE","SE_PRM_NENR_MA","SE_SEC_ENRR","SE_SEC_ENRR_FE","SE_SEC_ENRR_MA","SE_SEC_NENR","SE_SEC_NENR_FE","SE_SEC_NENR_MA","SE_TER_ENRR","SE_TER_ENRR_FE","SE_XPD_TOTL_GD_ZS","SH_ALC_PCAP_FE_LI","SH_ALC_PCAP_LI","SH_ALC_PCAP_MA_LI","SH_ANM_ALLW_ZS","SH_ANM_CHLD_ZS","SH_ANM_NPRG_ZS","SH_CON_1524_FE_ZS","SH_CON_1524_MA_ZS","SH_CON_AIDS_FE_ZS","SH_CON_AIDS_MA_ZS","SH_DTH_0509","SH_DTH_0509_FE","SH_DTH_0509_MA","SH_DTH_1014","SH_DTH_1014_FE","SH_DTH_1014_MA","SH_DTH_1019","SH_DTH_1019_FE","SH_DTH_1019_MA","SH_DTH_1519","SH_DTH_1519_FE","SH_DTH_1519_MA","SH_DTH_2024","SH_DTH_2024_FE","SH_DTH_2024_MA","SH_DTH_COMM_ZS","SH_DTH_IMRT","SH_DTH_IMRT_FE","SH_DTH_IMRT_MA","SH_DTH_INJR_ZS","SH_DTH_MORT","SH_DTH_MORT_FE","SH_DTH_MORT_MA","SH_DTH_NCOM_ZS","SH_DTH_NMRT","SH_DTH_OCVD_ZS","SH_DTH_STLB","SH_DYN_0509","SH_DYN_0509_FE","SH_DYN_0509_MA","SH_DYN_1014","SH_DYN_1014_FE","SH_DYN_1014_MA","SH_DYN_1019","SH_DYN_1019_FE","SH_DYN_1019_MA","SH_DYN_1519","SH_DYN_1519_FE","SH_DYN_1519_MA","SH_DYN_2024","SH_DYN_2024_FE","SH_DYN_2024_MA","SH_DYN_AIDS","SH_DYN_AIDS_DH","SH_DYN_AIDS_FE_ZS","SH_DYN_AIDS_ZS","SH_DYN_MORT","SH_DYN_MORT_FE","SH_DYN_MORT_MA","SH_DYN_NCOM_FE_ZS","SH_DYN_NCOM_MA_ZS","SH_DYN_NCOM_ZS","SH_DYN_NMRT","SH_DYN_STLB","SH_FPL_SATI_ZS","SH_FPL_SATM_ZS","SH_H2O_BASW_RU_ZS","SH_H2O_BASW_UR_ZS","SH_H2O_BASW_ZS","SH_H2O_SMDW_RU_ZS","SH_H2O_SMDW_UR_ZS","SH_H2O_SMDW_ZS","SH_HIV_0014","SH_HIV_1524_FE_ZS","SH_HIV_1524_KW_FE_ZS","SH_HIV_1524_KW_MA_ZS","SH_HIV_1524_MA_ZS","SH_HIV_ARTC_ZS","SH_HIV_INCD","SH_HIV_INCD_14","SH_HIV_INCD_50_P3","SH_HIV_INCD_TL","SH_HIV_INCD_TL_P3","SH_HIV_INCD_YG","SH_HIV_INCD_YG_P3","SH_HIV_INCD_ZS","SH_HIV_KNOW_FE_ZS","SH_HIV_KNOW_MA_ZS","SH_HIV_ORPH","SH_HIV_PMTC_ZS","SH_HIV_TOTL","SH_HTN_PREV_FE_ZS","SH_HTN_PREV_MA_ZS","SH_HTN_PREV_ZS","SH_HTN_TRET_FE_ZS","SH_HTN_TRET_MA_ZS","SH_HTN_TRET_ZS","SH_IMM_HEPB","SH_IMM_HIB3","SH_IMM_IBCG","SH_IMM_IDPT","SH_IMM_MEA2","SH_IMM_MEAS","SH_IMM_POL3","SH_MED_BEDS_ZS","SH_MED_NUMW_P3","SH_MED_PHYS_ZS","SH_MED_SAOP_P5","SH_MLR_INCD_P3","SH_MLR_IPTP_ZS","SH_MLR_NETS_ZS","SH_MLR_TRET_ZS","SH_MMR_DTHS","SH_MMR_RISK","SH_MMR_RISK_ZS","SH_PRG_ANEM","SH_PRG_SYPH_ZS","SH_PRV_SMOK","SH_PRV_SMOK_FE","SH_PRV_SMOK_MA","SH_SGR_CRSK_ZS","SH_SGR_IRSK_ZS","SH_SGR_PROC_P5","SH_STA_ANV4_ZS","SH_STA_ANVC_ZS","SH_STA_ARIC_ZS","SH_STA_BASS_RU_ZS","SH_STA_BASS_UR_ZS","SH_STA_BASS_ZS","SH_STA_BFED_ZS","SH_STA_BRTC_ZS","SH_STA_DIAB_ZS","SH_STA_HYGN_RU_ZS","SH_STA_HYGN_UR_ZS","SH_STA_HYGN_ZS","SH_STA_IYCF_ZS","SH_STA_MALN_FE_ZS","SH_STA_MALN_MA_ZS","SH_STA_MALN_ZS","SH_STA_MALR","SH_STA_MMRT","SH_STA_ODFC_RU_ZS","SH_STA_ODFC_UR_ZS","SH_STA_ODFC_ZS","SH_STA_ORCF_ZS","SH_STA_ORTH","SH_STA_OWAD_FE_ZS","SH_STA_OWAD_MA_ZS","SH_STA_OWAD_ZS","SH_STA_OWGH_FE_ZS","SH_STA_OWGH_MA_ZS","SH_STA_OWGH_ME_FE_ZS","SH_STA_OWGH_ME_MA_ZS","SH_STA_OWGH_ME_ZS","SH_STA_OWGH_ZS","SH_STA_PNVC_ZS","SH_STA_POIS_P5","SH_STA_POIS_P5_FE","SH_STA_POIS_P5_MA","SH_STA_SMSS_RU_ZS","SH_STA_SMSS_UR_ZS","SH_STA_SMSS_ZS","SH_STA_STNT_FE_ZS","SH_STA_STNT_MA_ZS","SH_STA_STNT_ME_FE_ZS","SH_STA_STNT_ME_MA_ZS","SH_STA_STNT_ME_ZS","SH_STA_STNT_ZS","SH_STA_SUIC_FE_P5","SH_STA_SUIC_MA_P5","SH_STA_SUIC_P5","SH_STA_TRAF_FE_P5","SH_STA_TRAF_MA_P5","SH_STA_TRAF_P5","SH_STA_WAST_FE_ZS","SH_STA_WAST_MA_ZS","SH_STA_WAST_ZS","SH_SVR_WAST_FE_ZS","SH_SVR_WAST_MA_ZS","SH_SVR_WAST_ZS","SH_TBS_CURE_ZS","SH_TBS_DTEC_ZS","SH_TBS_INCD","SH_TBS_MORT","SH_UHC_FBP1_ZS","SH_UHC_FBP2_ZS","SH_UHC_FBPR_ZS","SH_UHC_NOP1_ZS","SH_UHC_NOP2_ZS","SH_UHC_NOPR_ZS","SH_UHC_OOPC_10_ZS","SH_UHC_OOPC_25_ZS","SH_UHC_SRVS_CV_XD","SH_UHC_TOT1_ZS","SH_UHC_TOT2_ZS","SH_UHC_TOTR_ZS","SH_VAC_TTNS_ZS","SH_XPD_CHEX_GD_ZS","SH_XPD_CHEX_PC_CD","SH_XPD_CHEX_PP_CD","SH_XPD_EHEX_CH_ZS","SH_XPD_EHEX_EH_ZS","SH_XPD_EHEX_PC_CD","SH_XPD_EHEX_PP_CD","SH_XPD_GHED_CH_ZS","SH_XPD_GHED_GD_ZS","SH_XPD_GHED_GE_ZS","SH_XPD_GHED_PC_CD","SH_XPD_GHED_PP_CD","SH_XPD_KHEX_GD_ZS","SH_XPD_OOPC_CH_ZS","SH_XPD_OOPC_PC_CD","SH_XPD_OOPC_PP_CD","SH_XPD_PVTD_CH_ZS","SH_XPD_PVTD_PC_CD","SH_XPD_PVTD_PP_CD","SI_POV_NAHC","SL_EMP_INSV_FE_ZS","SL_TLF_TOTL_FE_ZS","SL_TLF_TOTL_IN","SL_UEM_TOTL_FE_ZS","SL_UEM_TOTL_MA_ZS","SL_UEM_TOTL_ZS","SM_POP_NETM","SN_ITK_DEFC","SN_ITK_DEFC_ZS","SN_ITK_SALT_ZS","SN_ITK_VITA_ZS","SP_ADO_TFRT","SP_DYN_AMRT_FE","SP_DYN_AMRT_MA","SP_DYN_CBRT_IN","SP_DYN_CDRT_IN","SP_DYN_CONM_AL_ZS","SP_DYN_CONM_SA_ZS","SP_DYN_CONM_ZS","SP_DYN_CONU_AL_ZS","SP_DYN_CONU_SA_ZS","SP_DYN_CONU_ZS","SP_DYN_IMRT_FE_IN","SP_DYN_IMRT_IN","SP_DYN_IMRT_MA_IN","SP_DYN_LE00_FE_IN","SP_DYN_LE00_IN","SP_DYN_LE00_MA_IN","SP_DYN_SMAM_FE","SP_DYN_SMAM_MA","SP_DYN_TFRT_IN","SP_DYN_TO65_FE_ZS","SP_DYN_TO65_MA_ZS","SP_DYN_WFRT","SP_HOU_FEMA_ZS","SP_M15_2024_FE_ZS","SP_M18_2024_FE_ZS","SP_MTR_1519_ZS","SP_POP_0004_FE","SP_POP_0004_FE_5Y","SP_POP_0004_MA","SP_POP_0004_MA_5Y","SP_POP_0014_FE_IN","SP_POP_0014_FE_ZS","SP_POP_0014_MA_IN","SP_POP_0014_MA_ZS","SP_POP_0014_TO","SP_POP_0014_TO_ZS","SP_POP_0509_FE","SP_POP_0509_FE_5Y","SP_POP_0509_MA","SP_POP_0509_MA_5Y","SP_POP_1014_FE","SP_POP_1014_FE_5Y","SP_POP_1014_MA","SP_POP_1014_MA_5Y","SP_POP_1519_FE","SP_POP_1519_FE_5Y","SP_POP_1519_MA","SP_POP_1519_MA_5Y","SP_POP_1564_FE_IN","SP_POP_1564_FE_ZS","SP_POP_1564_MA_IN","SP_POP_1564_MA_ZS","SP_POP_1564_TO","SP_POP_1564_TO_ZS","SP_POP_2024_FE","SP_POP_2024_FE_5Y","SP_POP_2024_MA","SP_POP_2024_MA_5Y","SP_POP_2529_FE","SP_POP_2529_FE_5Y","SP_POP_2529_MA","SP_POP_2529_MA_5Y","SP_POP_3034_FE","SP_POP_3034_FE_5Y","SP_POP_3034_MA","SP_POP_3034_MA_5Y","SP_POP_3539_FE","SP_POP_3539_FE_5Y","SP_POP_3539_MA","SP_POP_3539_MA_5Y","SP_POP_4044_FE","SP_POP_4044_FE_5Y","SP_POP_4044_MA","SP_POP_4044_MA_5Y","SP_POP_4549_FE","SP_POP_4549_FE_5Y","SP_POP_4549_MA","SP_POP_4549_MA_5Y","SP_POP_5054_FE","SP_POP_5054_FE_5Y","SP_POP_5054_MA","SP_POP_5054_MA_5Y","SP_POP_5559_FE","SP_POP_5559_FE_5Y","SP_POP_5559_MA","SP_POP_5559_MA_5Y","SP_POP_6064_FE","SP_POP_6064_FE_5Y","SP_POP_6064_MA","SP_POP_6064_MA_5Y","SP_POP_6569_FE","SP_POP_6569_FE_5Y","SP_POP_6569_MA","SP_POP_6569_MA_5Y","SP_POP_65UP_FE_IN","SP_POP_65UP_FE_ZS","SP_POP_65UP_MA_IN","SP_POP_65UP_MA_ZS","SP_POP_65UP_TO","SP_POP_65UP_TO_ZS","SP_POP_7074_FE","SP_POP_7074_FE_5Y","SP_POP_7074_MA","SP_POP_7074_MA_5Y","SP_POP_7579_FE","SP_POP_7579_FE_5Y","SP_POP_7579_MA","SP_POP_7579_MA_5Y","SP_POP_80UP_FE","SP_POP_80UP_FE_5Y","SP_POP_80UP_MA","SP_POP_80UP_MA_5Y","SP_POP_AG00_FE_IN","SP_POP_AG00_MA_IN","SP_POP_AG01_FE_IN","SP_POP_AG01_MA_IN","SP_POP_AG02_FE_IN","SP_POP_AG02_MA_IN","SP_POP_AG03_FE_IN","SP_POP_AG03_MA_IN","SP_POP_AG04_FE_IN","SP_POP_AG04_MA_IN","SP_POP_AG05_FE_IN","SP_POP_AG05_MA_IN","SP_POP_AG06_FE_IN","SP_POP_AG06_MA_IN","SP_POP_AG07_FE_IN","SP_POP_AG07_MA_IN","SP_POP_AG08_FE_IN","SP_POP_AG08_MA_IN","SP_POP_AG09_FE_IN","SP_POP_AG09_MA_IN","SP_POP_AG10_FE_IN","SP_POP_AG10_MA_IN","SP_POP_AG11_FE_IN","SP_POP_AG11_MA_IN","SP_POP_AG12_FE_IN","SP_POP_AG12_MA_IN","SP_POP_AG13_FE_IN","SP_POP_AG13_MA_IN","SP_POP_AG14_FE_IN","SP_POP_AG14_MA_IN","SP_POP_AG15_FE_IN","SP_POP_AG15_MA_IN","SP_POP_AG16_FE_IN","SP_POP_AG16_MA_IN","SP_POP_AG17_FE_IN","SP_POP_AG17_MA_IN","SP_POP_AG18_FE_IN","SP_POP_AG18_MA_IN","SP_POP_AG19_FE_IN","SP_POP_AG19_MA_IN","SP_POP_AG20_FE_IN","SP_POP_AG20_MA_IN","SP_POP_AG21_FE_IN","SP_POP_AG21_MA_IN","SP_POP_AG22_FE_IN","SP_POP_AG22_MA_IN","SP_POP_AG23_FE_IN","SP_POP_AG23_MA_IN","SP_POP_AG24_FE_IN","SP_POP_AG24_MA_IN","SP_POP_AG25_FE_IN","SP_POP_AG25_MA_IN","SP_POP_BRTH_MF","SP_POP_DPND","SP_POP_DPND_OL","SP_POP_DPND_YG","SP_POP_GROW","SP_POP_TOTL","SP_POP_TOTL_FE_IN","SP_POP_TOTL_FE_ZS","SP_POP_TOTL_MA_IN","SP_POP_TOTL_MA_ZS","SP_REG_BRTH_FE_ZS","SP_REG_BRTH_MA_ZS","SP_REG_BRTH_RU_ZS","SP_REG_BRTH_UR_ZS","SP_REG_BRTH_ZS","SP_RUR_TOTL","SP_RUR_TOTL_ZG","SP_RUR_TOTL_ZS","SP_URB_GROW","SP_URB_TOTL","SP_URB_TOTL_IN_ZS","SP_UWT_TFRT"
1960-01-01,1960,"Q1","1959/60","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44850,20539,24311,,78706,36436,42270,,,,,,,,,,,,,,,,,,,,,,,,222.5,208.7,235.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4807984828949,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7586,,,,,188.359,361.821,431.541,48.586,19.129,,,,,,,115.5,124.6,133.2,47.628,45.633,43.882,,,6.905,41.463619,34.431769,,,,,,729820,19.3219602171265,731473,18.9313554979269,1764780,46.7224917815085,1774502,45.926091277544,3539281,46.319774981537,587227,15.5468285240232,582565,15.0774233789359,447732,11.8537030403587,460464,11.9173124006812,327194,8.66245026346563,331414,8.57736644046565,1940681,51.3794781413408,2002629,51.8302871251766,3943311,51.6074392619893,300056,7.94397261641241,287941,7.45223638782345,283391,7.50278053338056,270331,6.99646981484645,253443,6.70989499233947,250303,6.47810974631324,215726,5.71132543479176,221671,5.7370943781025,178323,4.72109549176324,192146,4.97296716720758,141510,3.74645930413727,161726,4.18565047026,106467,2.81871028258585,127348,3.29589628916461,78373,2.0749093298577,93841,2.42872338773545,56199,1.48787989260694,65908,1.70577304325771,31432,0.832147916698106,37443,0.969053941436196,71691,1.8980300771507,86690,2.24362159727938,158381,2.07278575647368,18571,0.491653369614628,22853,0.591461299957037,12155,0.321816458057166,15024,0.388825048785917,9534,0.252412332780801,11370,0.294281307100227,166827,168957,152933,153610,143251,143187,136179,135729,130631,129992,125948,125182,121546,120684,117278,116352,113138,112134,109319,108213,104886,106032,97505,100842,88574,91713,81181,83965,75588,77913,71125,73088,67022,68675,64239,65293,62926,63106,61883,61254,61100,59720,60522,58466,60021,57423,59494,56538,58921,55795,58299,55183,1.03,93.7704888100381,4.0164470923039,89.7540417177342,,7640973,3777153,49.4328798177928,3863820,50.5671201822072,,,,,,7307602,,95.6370576227292,,333371,4.36294237727081,
1961-01-01,1961,"Q1","1960/61","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45094,20661,24433,,79119,36635,42484,,,,,,,,,,,,,,,,,,,,,,,,219,205.4,231.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7893,,,,,190.769,351.845,420.843,48.215,18.593,,,,,,,113.8,122.7,131.1,48.28,46.271,44.503,,,6.927,42.539387,35.445308,,,,,,746877,19.1903351114938,748733,18.8584638890071,1829137,46.9980358142404,1835572,46.2328912898433,3664709,46.6116520703799,603274,15.5005847335656,598680,15.0790638326382,478986,12.307115969181,488160,12.295363568198,339030,8.7110848346077,346074,8.71661722002492,1987390,51.0642048118119,2044787,51.5024029833717,4032176,51.2854867326536,300941,7.73242211763866,291078,7.33143539499677,285209,7.32820247775951,270841,6.82172233496286,258180,6.63370370099155,252611,6.36255995494516,221193,5.68336873338475,225088,5.66933306601335,183697,4.71994261992755,195331,4.91982541250942,147102,3.77965404687915,165490,4.16822722266202,111450,2.86360786069993,131815,3.32004877246477,81811,2.10206032024874,97759,2.46226141124301,58774,1.51015809967437,68701,1.73037219354941,35013,0.899627653895798,41066,1.03432433991315,75416,1.93775937394775,89915,2.26470572678503,165332,2.10286119696653,18643,0.479028022888822,22694,0.571585379645178,12185,0.313095501000978,14882,0.374835685102762,9574,0.246008196162149,11274,0.283960322123945,170372,172568,156386,157118,146788,146774,139550,139141,133783,133133,129005,128233,124734,123872,120583,119649,116489,115510,112464,111417,108721,107583,104343,105463,97015,100329,88134,91250,80775,83536,75203,77506,70751,72692,66655,68283,63872,64898,62550,62696,61497,60822,60699,59266,60104,57996,59590,56943,59052,56052,58469,55306,1.029,94.9869499744059,4.10031704965259,90.8866329247533,2.85436766477907,7862217,3891943,49.5018580003399,3970274,50.4981419996601,,,,,,7504751,2.66211104857069,95.4533630199001,6.97842687861919,357466,4.54663698009989,
1962-01-01,1962,"Q1","1961/62","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45382,20795,24587,,79549,36817,42732,,,,,,,,,,,,,,,,,,,,,,,,215.3,202.1,228.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6470,,,,,192.639,342.967,413.149,47.989,18.144,,,,,,,112,120.7,129,48.879,46.821,45.009,,,6.959,43.522222,36.225111,,,,,,764959,19.0710884877374,767004,18.793873327259,1892486,47.1812978633627,1895195,46.4378996204123,3787680,46.806381330439,619377,15.4415910378532,614781,15.0639582557661,508150,12.6686183377721,513410,12.5800680373871,355382,8.85998016749801,364894,8.94098546275751,2039039,50.8349907163697,2092352,51.2688309891958,4131391,51.0537885040603,302442,7.54012778314138,295459,7.23962198293442,286629,7.14590850248405,271496,6.65245739638584,262557,6.54576028849996,254619,6.23893308203091,226672,5.65111624825406,228511,5.59920963231216,189091,4.71420192877626,198576,4.86570107826529,152687,3.80660630489075,169110,4.14370891847949,116653,2.90824756596862,136234,3.33813713991819,85504,2.13168856115884,101821,2.49492880479307,61424,1.53135336569775,71630,1.7551474913189,38650,0.963577878096803,44745,1.09639748810289,79569,1.98371142026767,93591,2.29326939039192,173160,2.13983016550071,19053,0.474995278717706,22896,0.561019921279319,12223,0.304729945769139,14750,0.361431007548506,9643,0.240408317684023,11199,0.274420973461204,174467,176701,159917,160687,150289,150312,143115,142745,137173,136560,132171,131389,127803,126935,123781,122846,119801,118814,115822,114799,111872,110794,108177,107025,103837,104944,96553,99844,87712,90804,80382,83118,74824,77104,70381,72294,66290,67886,63507,64493,62176,62270,61110,60378,60298,58809,59692,57530,59167,56473,58618,55581,1.029,95.871826220273,4.19132442317854,91.6805017970945,2.88358378727794,8092231,4011093,49.5672022255417,4081138,50.4327977744583,,,,,,7707612,2.66721253196564,95.2470541553775,7.32129811943209,384619,4.75294584462255,
1963-01-01,1963,"Q1","1962/63","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45922,21034,24888,,80326,37169,43157,,,,,,,,,,,,,,,,,,,,,,,,212.3,199.1,224.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3058,,,,,194.483,335.147,403.611,47.825,17.72,,,,,,,110.4,119.1,127.3,49.432,47.378,45.565,,,6.984,44.414,37.137437,,,,,,784587,18.9701355459575,786787,18.7430126407924,1954285,47.2517069124074,1952957,46.5237999608839,3907242,46.8850520404444,635796,15.3725902937532,631204,15.0367017258494,533903,12.9089810726967,534966,12.7440855942421,377743,9.13325226277644,389215,9.2719591572551,2097496,50.7143239681487,2147108,51.1489106449417,4244604,50.9332301374096,304825,7.37020339086731,301244,7.17629335080933,287738,6.95707721420483,272503,6.49161850406372,266456,6.4425100827425,256294,6.10549581336137,232143,5.61286064822354,231878,5.52384022046049,194565,4.70428045528625,201962,4.81119807020841,158273,3.82679383114234,172656,4.11305174975505,122046,2.95087881039778,140585,3.34904886154732,89504,2.16406161313967,106025,2.52574052012038,64206,1.55240565936802,74748,1.78066439736059,42175,1.01972882104237,48316,1.15098317935832,84123,2.03396911944391,97694,2.32728939417437,181817,2.18171782214603,19950,0.482349261775571,23617,0.562609716279567,12265,0.296549472201177,14624,0.348376359862489,9734,0.235341564424799,11138,0.265320138673993,179159,181460,164019,164798,153913,153956,146693,146351,140803,140224,135622,134874,131029,130148,126907,125966,123053,122064,119186,118154,115280,114225,111376,110286,107711,106557,103397,104491,96141,99408,87327,90394,80011,82725,74459,76712,70018,71901,65929,67484,63140,64072,61797,61831,60717,59925,59894,58349,59278,57068,58743,56012,1.029,96.3354649809499,4.28348557368367,92.0519794072663,2.93986298067628,8333663,4135904,49.628884681322,4197759,50.371115318678,,,,,,7919227,2.70851880796737,95.0269692067441,7.46653258484203,414436,4.97303079325591,
1964-01-01,1964,"Q1","1963/64","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46594,21337,25257,,81337,37594,43743,,,,,,,,,,,,,,,,,,,,,,,,209.5,196.2,222.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3169,,,,,194.445,328.216,397.899,47.745,17.379,,,,,,,108.8,117.5,125.6,49.946,47.846,45.991,,,7.012,45.228724,37.763636,,,,,,805892,18.8895864700558,808188,18.7079104826386,2013336,47.1913034377678,2007783,46.476086354423,4021119,46.8314582087899,652702,15.2989238173001,648152,15.0033905987072,554742,13.0027931504118,551443,12.7647852730772,406081,9.51828732403346,419122,9.70182291410472,2163954,50.7216917961915,2210062,51.1584343038081,4374016,50.9414288680784,309507,7.25464359937506,309399,7.16195835055446,288619,6.76504240940603,274054,6.34379339882434,269742,6.32257775682821,257585,5.96255792923828,237533,5.56763137962035,235072,5.44142771115085,200117,4.69062457552798,205498,4.75684968646655,163825,3.83995188369768,176141,4.07729477097805,127559,2.98990033470223,144799,3.35180271171508,93824,2.19918550594838,110327,2.55383436262705,67145,1.57384702705218,78067,1.80709246814868,45154,1.05839223154236,51331,1.1882083784767,89038,2.08700476604069,102190,2.36547934176899,191228,2.22711292313172,21734,0.509442601655592,25275,0.585064907482778,12308,0.288491547593781,14498,0.335599249403969,9841,0.230678385248959,11086,0.256606806405552,184341,186681,168670,169479,158072,158107,150377,150047,144433,143876,139298,138581,134525,133676,130178,129224,126223,125227,122480,121445,118684,117619,114821,113754,110945,109855,107298,106142,102995,104075,95751,98997,86952,89997,79642,82329,74091,76313,69647,71488,65555,67054,62758,63627,61402,61373,60312,59461,59481,57884,58856,56606,1.029,96.3038772606227,4.37190901907995,91.9319682415428,2.98721516182428,8586363,4266329,49.6872715126616,4320034,50.3127284873384,,,,,,8140039,2.75013711048176,94.8019463515829,7.41265859177737,446324,5.19805364841709,
1965-01-01,1965,"Q1","1964/65","Q3","January",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47346,21665,25681,,82424,38089,44335,,,,,,,,,,,,,,,,,,,,,,,,206.6,193.4,219,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3716,,,,,195.062,322.403,391.836,47.79,17.072,,,,,,,107.3,115.9,124,50.422,48.303,46.425,,,7.042,45.945248,38.419252,,,,,,829180,18.8369835791473,831505,18.6967194481364,2071112,47.0507039901769,2063471,46.39797442556,4134583,46.7226626667587,669932,15.2192390851848,665438,14.9626371412427,572001,12.9944813258449,566528,12.7386178361808,437450,9.93780487735617,449579,10.1089732246149,2236480,50.8074688669424,2276810,51.194997628915,4513291,51.0022286186548,317673,7.21676968153893,320687,7.21077428237296,289452,6.57565615542022,276349,6.21382802404408,272369,6.18757131198143,258531,5.81318323281986,242734,5.51432373382009,237976,5.35098466923195,205702,4.6730567502807,209114,4.70202240399916,169308,3.84626088102279,179546,4.03717420628237,133109,3.02391766231303,148809,3.34604058029411,98435,2.23620743217801,114659,2.57815305404522,70250,1.59590038103103,81558,1.83386395121029,47606,1.08148293709098,53828,1.21034391188783,94281,2.14182714288067,107048,2.40702794552508,201329,2.27510871458657,24362,0.553434930248434,27807,0.625251414837348,12350,0.280551060940543,14368,0.323070173998742,9964,0.226358214600718,11045,0.248362444801163,190098,192462,173728,174539,162706,162753,154532,154185,148117,147567,142925,142228,138196,137377,133670,132747,129493,128482,125648,124605,121975,120907,118222,117144,114387,113318,110529,109435,106888,105726,102586,103652,95349,98569,86558,89573,79255,81906,73704,75881,69258,71039,65163,66594,62360,63161,60995,60902,59899,58992,59061,57419,1.029,96.0698523538588,4.4608025496251,91.6090498042338,3.01521514314754,8849203,4401873,49.7431520394377,4447330,50.2568479605623,,,,,,8369649,2.78169769804335,94.5808237674768,7.18113596156225,479554,5.4191762325232,
