"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
1980-04-01,1980,"Q2","1979/80","Q4","April",,,8,,,,9.642,0.42,27.663,,0,,42.773,8.1,0.071,0,54.532,,3.371,0.707,,8.804,26.896,34.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,85.0464132735615,0,,0,1.25,,4.06997723537194,8.37600607064177,,-1.95702883526982,3.47338443829167,,75.104,56.738,0.939,0,,12.116,112.289413273561,,9.35,42.773,0.071,164.483413273561,-1.64202883526982,,111.27,115.785639958377,146.039,3.74738443829167,34.769,40.5599722805059,0.939,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-05-01,1980,"Q2","1979/80","Q4","May",,,8,,,,9.021,0.419,26.5,,0,,40.702,8.4,0.358,0,54.612,,1.498,0.25,,7.643,27.838,33.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,85.9598337695126,0,,0,1.25,,2.95954194260183,8.17025370853799,,-2.01771176593616,0.78712200357642,,77.858,55.188,0.88,0,,11.495,112.040833769513,,9.65,40.702,0.358,162.750833769513,-3.96271176593616,,109.8,116.43690349947,143.151,3.26212200357643,33.351,33.0238911655655,0.88,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-06-01,1980,"Q2","1979/80","Q4","June",,,8,,,,8.933,0.166,26.399,,0,,41.736,8.2,0,0,55.611,,1.44,0.24,,6.205,30.802,37.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.149,0,91.3726243539377,0,,0,1.25,,3.94027644138503,8.20590982911556,,-1.93363338773054,1.72299096620716,,81.559,55.134,0.926,0,,13.082,117.605624353938,,9.45,41.736,0,168.791624353938,-3.06563338773054,,110.745,117.439024390244,148.167,3.55099096620715,37.422,36.4223959340386,0.926,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-07-01,1980,"Q3","1980/81","Q1","July",,,8,,,,9.013,0.185,25.851,,0,,41.835,8.5,0.004,0,61.61,,1.012,0.286,,6.126,38.09,38.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,100.271159725432,0,,0,1.25,,3.03405461453075,8.62577802477448,,-2.05872341024374,4.87043631518786,,87.836,57.451,0.749,0,,11.487,125.937159725432,,9.75,41.835,0.004,177.526159725432,-4.86572341024374,,119.061,121.243380855397,157.133,3.29143631518786,38.072,40.1584144285574,0.749,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-08-01,1980,"Q3","1980/81","Q1","August",,,8,,,,9.048,0.618,25.772,,0,,44.515,8.4,0.005,0,61.261,,1.256,0.262,,8.113,37.837,38.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0.001,104.678538463603,0,,0,1.25,,2.19468128248171,8.2714667746292,,-2.1697854921475,1.03675297145528,,95.462,61.337,0.878,0,,11.522,129.831538463603,,9.65,44.515,0.005,184.001538463603,-5.0827854921475,,122.598,122.475524475524,161.081,5.43775297145528,38.483,37.1660918806148,0.878,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-09-01,1980,"Q3","1980/81","Q1","September",,,8,,,,10.413,0.955,25.678,,0,,47.241,9.1,0.006,0,64.956,,1.379,0.246,,12.936,44.593,38.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0.002,109.289904371844,0,,0,1.25,,2.00291532651708,8.37954641475905,,-2.17363108824198,-0.882726716397926,,101.831,65.546,0.739,0,,12.887,134.010904371844,,10.35,47.241,0.006,191.607904371844,-5.24363108824198,,130.502,127.194931773879,168.993,3.74527328360207,38.491,38.6029230844939,0.739,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-10-01,1980,"Q4","1980/81","Q2","October",,,8,,,,10.151,1.07,25.533,,0,,47.559,9,0.011,0,65.373,,1.501,0.26,,11.842,46.284,41.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0.002,116.004993690837,0,,0,1.25,,1.46600651212811,8.2354560926791,,-2.136449580551,2.30254411028589,,104.966,66.355,0.741,0,,12.625,140.465993690837,,10.25,47.559,0.011,198.285993690837,-5.528449580551,,131.728,131.07263681592,172.92,6.47154411028588,41.192,29.94371510374,0.741,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-11-01,1980,"Q4","1980/81","Q2","November",,,8,,,,9.932,0.991,25.477,,0,,48.184,9.1,0.019,0,66.085,,1.333,0.241,,7.856,44.172,43.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,119.548077079423,0,,0,1.25,,1.5091199998,8.35623102793848,,-2.15111102813848,1.99996605128404,,108.641,68.147,0.836,0,,12.406,144.034077079423,,10.35,48.184,0.019,202.587077079423,-5.75511102813848,,134.232,131.6,177.412,6.17796605128405,43.18,39.832118226601,0.836,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-12-01,1980,"Q4","1980/81","Q2","December",,,8,,12,3,9.67,1.208,25.786,,0,,48.98,9.2,0.069,0,66.161,,1.4,0.317,,9.003,45.866,44.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,126.557706630145,0,,0,1.25,,0.22705499997,7.77298575525992,,-1.47762163797303,1.62877587485546,,115.338,72.604,0.821,0,,12.144,151.135706630145,,10.45,48.98,0.069,210.634706630145,-6.46293075528992,,138.765,133.044103547459,183.707,7.49977587485546,44.942,34.8130155282238,0.821,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-01-01,1981,"Q1","1980/81","Q3","January",,,8,,12,,9.368,1.029,25.577,,0,,50.198,9,0.018,0,69.322,,1.085,0.32,,8.435,50.445,47.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,131.966980327439,0,,0,2.005,,1.47861988621132,7.30230108660115,,-1.35139594863836,6.90929912704924,,117.909,71.899,0.856,0,,11.842,156.514980327439,,11.005,50.198,0.018,217.735980327439,-5.05868120038983,,141.221,133.732007575758,189.07,10.9092991270492,47.849,30.2233640289553,0.856,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-02-01,1981,"Q1","1980/81","Q3","February",,,8,,12,,9.277,1.009,25.334,,0,,48.715,10.8,0.082,0,70.448,,0.917,0.42,,16.09,60.478,49.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.475,0,136.962316728437,0,,0,2.005,,1.1019217605252,7.06732299591055,,-1.43040123538535,5.31691549305206,,124.402,71.444,0.808,0,,11.752,161.287316728437,,12.805,48.715,0.082,222.889316728437,-5.46840123538535,,141.892,139.795073891626,190.974,13.8869154930521,49.082,28.7086273479043,0.808,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-03-01,1981,"Q1","1980/81","Q3","March",,,8,,12,,9.102,1.02,25.394,,0,,49.932,8.9,0.05,0,71.316,,0.781,0.376,,16.024,61.581,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,140.85623127805,0,,0,2.005,,1.49975503996311,6.78426632653886,,-1.48851128657576,5.34871999147378,,128.93,73.941,0.824,0,,11.576,165.23023127805,,10.905,49.932,0.05,226.11723127805,-4.87951128657576,,145.257,146.724242424242,194.057,14.7807199914738,48.8,30.480416876786,0.824,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-04-01,1981,"Q2","1980/81","Q4","April",,,8,,12,,9.87,0.806,24.226,,0,,50.891,8.9,0.031,0,72.477,,0.887,0.485,,13.099,59.622,47.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,149.326112197457,0,,0,2.005,,1.59958687169441,8.40946072939798,,-1.17087385770357,6.88023833975326,,134.384,80.058,0.783,0,,12.344,172.746112197457,,10.905,50.891,0.031,234.573112197457,-6.40787385770357,,152.535,157.577479338843,200.355,14.6832383397533,47.82,37.1928046617684,0.783,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-05-01,1981,"Q2","1980/81","Q4","May",,,8,,12,,9.602,0.898,22.845,,0,,51.024,9.1,0.018,0,74.803,,1.218,0.401,,13.607,64.521,49.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.474,0,157.98806092366,0,,0,2.005,,0.13318274659901,8.23073972722197,,-0.834556980622959,5.81350394303728,,142.484,82.846,1.124,0,,12.076,179.93506092366,,11.105,51.024,0.018,242.08206092366,-7.28055698062296,,157.649,165.59768907563,207.064,14.5375039430373,49.415,44.6472605849767,1.124,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-06-01,1981,"Q2","1980/81","Q4","June",,,8,,12,5,10.172,0.764,23.349,,0,,49.766,9.2,0.017,0,85.75,,5.102,0.597,,18.7,78.86,50.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.771,0,201.288254647498,2.631,,0,2.035,,83.7229545687716,161.036882429004,,-135.552927860233,-63.9776732127341,,160.063,82.891,0.784,0,,41.943,223.873254647498,,11.235,49.766,0.017,284.891254647498,-72.8089278602325,,168.641,176.587434554974,218.952,-49.5966732127342,50.311,47.7737957844864,0.784,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-07-01,1981,"Q3","1981/82","Q1","July",,,8,,12,,11.967,0.885,27.134,,0,,58.467,10.4,0.018,0.63,114.274,,6.862,2.91,,9.021,89.977,53.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.402,0,208.240332162961,0,,0,2.035,,58.5119940737975,164.159225659007,,-138.67823158521,-92.0928994222495,,163.542,83.301,0.777,0,,44.369,234.489332162961,,12.435,58.467,0.018,305.409332162961,-101.69523158521,,197.575,199.772497472194,250.746,-92.1778994222495,53.171,59.5756461087105,0.777,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-08-01,1981,"Q3","1981/82","Q1","August",,,8,,12,,11.972,1.39,28.436,,0,,56.463,10.4,0.016,0,130.165,,9.924,0.568,,10.209,101.451,52.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.402,0,240.822338963815,0,,0,2.035,,50.4056441980366,162.910249243632,,-138.533605045596,-87.5412660817812,,184.051,86.264,1.441,0,,44.374,267.868338963814,,12.435,56.463,0.016,336.782338963814,-103.148605045596,,216.429,215.781655034895,268.815,-80.9962660817812,52.386,66.8818793029594,1.441,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-09-01,1981,"Q3","1981/82","Q1","September",,,8,,12,,11.094,2.884,27.353,,0,,75.907,8.8,0.004,3.02,157.027,,7.865,0.546,,4.24,117.111,58.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.402,0,255.167486673947,1.828,,0,2.035,,46.3268313757754,164.459282877506,,-140.046451501731,-81.6299648277841,,188.72,89.698,1.406,0,,43.496,279.636486673947,,10.835,75.907,0.004,366.382486673947,-110.813451501731,,246.725,243.799407114625,304.954,-94.2869648277841,58.229,80.4536282567917,1.406,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-10-01,1981,"Q4","1981/82","Q2","October",,,10,,14,8,12.755,6.666,26.992,,0,,91.524,10.1,0.209,2.55,159.755,,17.196,0.417,,15.967,109.275,57.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.771,0,276.33746670122,2.18,,0,2.035,,44.11275941338,164.38813399672,,-137.99837458334,-80.4829078821201,,208.831,94.454,0.158,0,,44.526,296.66346670122,,12.135,91.524,0.209,400.53146670122,-103.49637458334,,254.209,255.229919678715,311.395,-59.0439078821201,57.186,80.0803839925977,0.158,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-11-01,1981,"Q4","1981/82","Q2","November",,,10,,14,,13.553,6.942,36.684,,0,,97.875,10.1,0.193,2.55,188.456,,15.003,0.626,,5.174,116.5,59.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,0,286.184561756347,2.18,,0,2.035,,57.3598491992822,207.916286387826,,-144.011437188544,-126.445875432197,,224.407,98.566,10.112,0,,45.323,315.926561756347,,12.135,97.875,0.193,426.129561756347,-136.179437188544,,287.022,282.22418879056,346.076,-111.560875432197,59.054,95.069104682885,10.112,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-12-01,1981,"Q4","1981/82","Q2","December",,,10,,14,,14.36,1.032,91.971,,0,,107.206,5.3,0.004,2.55,165.575,,9.952,0.825,,9.049,41.401,62.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.759,7.1,231.848423130502,2.18,,0,2.035,,36.4985688027031,216.963866676051,,-153.064804492817,-135.236874742846,,148.036,113.604,3.94,0,,46.119,315.687423130502,,7.335,107.206,0.004,430.232423130502,-171.338297873348,,279.179,269.999032882012,341.622,-132.786874742846,62.443,85.960251922899,3.94,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-01,1982,"Q1","1981/82","Q3","January",,,10,,14,,15.985,0.637,72.297,,0,,78.138,45.4,0.381,2.55,170.391,,10.006,4.544,,4.272,54.48,62.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,7.28,283.289467073565,2.458,,0,2.035,,27.435137571937,213.954493687305,,-87.8893561153681,-120.719889041803,,177.178,120.1,5.755,0,,47.755,347.669467073565,,47.435,78.138,0.381,473.623467073565,-181.057356115368,,290.491,276.921830314585,352.814,-113.757889041803,62.323,86.6049611255091,5.755,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-02-01,1982,"Q1","1981/82","Q3","February",,,10,,14,,17.377,0.679,77.739,,0,,83.547,51.4,0.272,2.55,181.635,,9.219,3.089,,9.16,61.391,69.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,7.28,287.821745322396,1.493,,0,2.035,,28.1657240119725,211.337889972504,,-86.7791659605314,-111.277420638135,,177.269,112.57,3.136,0,,49.147,357.601745322396,,53.435,83.547,0.272,494.855745322396,-177.042165960531,,294.205,289.571850393701,363.283,-97.7524206381353,69.078,90.2264182558882,3.136,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-03-01,1982,"Q1","1981/82","Q3","March",,,10,,14,,20.386,3.439,74.011,,0,,74.224,57.5,0.294,2.55,129.328,,10.005,3.671,,54.733,75.135,77.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,12.134,277.584752742636,1.495,,0,2.035,,51.4131398612793,213.286917833209,,-67.94377797193,-93.2420252292942,,160.154,97.212,8.425,0,,52.156,336.022752742636,,59.535,74.224,0.294,470.075752742636,-155.53977797193,,226.54,228.366935483871,303.602,-49.6470252292942,77.062,56.4499090473418,8.425,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-04-01,1982,"Q2","1981/82","Q4","April",,,10,,14,,21.325,1.438,72.737,,0,,74.371,62.2,0.262,2.55,134.016,,10.044,2.62,,29.929,49.956,77.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,14.7,295.103257463448,1.514,,0,2.035,,57.3147291388194,242.245337586633,,-89.819608447814,-94.2823509843665,,155.879,98.109,5.655,0,,53.095,351.702257463448,,64.235,74.371,0.262,490.570257463448,-177.506608447814,,232.125,236.862244897959,309.817,-55.5033509843665,77.692,54.6340246063238,5.655,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-05-01,1982,"Q2","1981/82","Q4","May",,,10,,14,,22.229,2.501,86.498,,0,,83.749,61.3,0.213,2.55,135.982,,8.49,3.597,,43.79,49.494,79.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.77,12.134,299.588355863747,1.514,,0,2.035,,51.8864513514602,262.693164917566,,-96.2857135661056,-110.564357702359,,150.425,101.421,8.566,0,,53.999,371.451355863747,,63.335,83.749,0.213,518.748355863747,-205.913713566106,,237.403,245.758799171843,316.498,-66.2283577023588,79.095,52.850326469111,8.566,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-06-01,1982,"Q2","1981/82","Q4","June",,,10,,14,,23.187,0.9,92.059,,0,,86.384,60.6,0.119,2.55,149.333,,10.616,1.834,,41.222,48.856,79.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.061,12.83,285.890973739033,0.933,,0,3.228,,47.5510329462482,263.113260914596,,-100.490227968348,-128.623254229315,,148.906,105.075,6.316,0,,58.248,364.219973739033,,63.828,86.384,0.119,514.550973739033,-206.780227968348,,254.408,262.276288659794,334.016,-90.8092542293153,79.608,52.5521575505134,6.316,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-07-01,1982,"Q3","1982/83","Q1","July",,,11,,15,9,25.789,0.702,104.68,,0,,120.933,62,0.288,2.55,147.748,,8.649,9.648,,71.987,46.776,84.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.061,14.756,295.4697208,0.962,,0,3.228,,35.4300736,277.199924,,-117.3338504,-148.8621296,,152.036,108.945,4.899,0,,60.85,384.6917208,,65.228,120.933,0.288,571.1407208,-242.7688504,,256.693,257.723895582329,341.595,-78.9721296000001,84.902,36.2314852480199,4.899,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-08-01,1982,"Q3","1982/83","Q1","August",,,11,,15,,26.705,1.106,78.639,,0,,133.617,58.3,0.264,2.55,156.091,,12.913,1.976,,57.926,47.374,84.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.061,9.575,306.85350323075,1.015,,0,3.228,,59.2162158825,312.66732189125,,-119.29810600875,-145.841602778,,153.976,109.39,4.875,0,,61.766,374.81150323075,,61.528,133.617,0.264,570.22050323075,-242.51410600875,,265.481,264.423306772908,350.234,-89.1686027780001,84.753,30.2881163625542,4.875,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-09-01,1982,"Q3","1982/83","Q1","September",,,11,,15,,52.19,1.433,73.612,,0,,142.685,60.8,0.348,2.691,143.498,,22.672,5.992,,42.072,27.909,80.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.061,14.339,285.81937337749,1.015,,0,3.228,,73.8316739839,317.57697674595,,-107.59730276205,-145.40792938456,,137.062,110.799,5.263,0,,87.251,343.65937337749,,64.028,142.685,0.348,550.72037337749,-227.06530276205,,254.297,255.31827309237,334.447,-103.30592938456,80.15,9.67129468706757,5.263,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-10-01,1982,"Q4","1982/83","Q2","October",,,11,,15,,56.3,1.099,63.161,,0,,111.469,60.6,0.528,2.55,157.177,,26.417,8.216,,-2.224,47.834,86.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2469819250653,315.314468832727,,,,,,,,0,,,,,,111.469,0.528,,-222.866486907661,,,273.190621814475,354.891,,86.891,13.9681112413494,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-11-01,1982,"Q4","1982/83","Q2","November",,,11,,15,9,55.988,1.209,56.357,,0,,115.085,64.7,0.747,2.55,167.18,,17.372,7.135,,-1.979,66.395,88.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0726605908343,320.672407698429,,,,,,,,0,,,,,,115.085,0.747,,-233.362747107595,,,288.270377733598,378.573,,88.573,9.39013395901479,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-01,1982,"Q4","1982/83","Q2","December",,,11,,15,9,58.139,1.024,50.852,,0,,129.015,82,0.673,2.55,165.16,,26.546,6.672,,-5.511,26.309,87.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.642,10.8,328.420707358005,19.649,,0,3.04,,82.8828358320441,350.949878094563,,-116.651505535466,-140.886334904514,,176.239,128.353,4.248,0,,90.781,367.448707358005,,85.04,129.015,0.673,582.176707358005,-248.193042262519,,293.513,287.757843137255,380.874,-141.919334904514,87.361,11.4898923371446,4.248,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
