"Date","Year","Quarter","FY","QFY","Month","EX","EX_COF","EX_ELC","EX_GOLD","EX_COT","EX_TEA","EX_TOB","EX_FISH","EX_HISK","EX_SIM","EX_MAIZE","EX_BEANS","EX_FLO","EX_OIL","EX_COB","EX_OTH","EX_OTH_BAKW","EX_OTH_BMP","EX_OTH_BEER","EX_OTH_CPHO","EX_OTH_CEM","EX_OTH_COCB","EX_OTH_COTL","EX_OTH_CROIL","EX_OTH_EFATS","EX_OTH_FRVEG","EX_OTH_GNUTS","EX_OTH_OPUL","EX_OTH_PAPAIN","EX_OTH_PLP","EX_OTH_RICE","EX_OTH_SOAP","EX_OTH_SUGAR","EX_OTH_TEX","EX_OTH_VAN","EX_OTH_H2O","EX_OTH_OTH","EX_FORM","EX_ICBT","EX_ICBT_MAIZE","EX_ICBT_BEANS","EX_ICBT_SUGAR","EX_ICBT_OGR","EX_ICBT_BAN","EX_ICBT_OTH_AGR","EX_ICBT_FISH","EX_ICBT_IND","EX_ICBT_OTH","EX_COF_VOL","EX_COT_VOL","EX_TEA_VOL","EX_TOB_VOL","EX_BEANS_VOL","EX_SIM_VOL","EX_OPUL_VOL","EX_MAIZE_VOL","EX_SOR_VOL","EX_FISH_VOL","EX_FRVEG_VOL","EX_HISK_VOL","EX_CEM_VOL","EX_FLO_VOL","EX_COCB_VOL","EX_SUGAR_VOL","EX_RICE_VOL","EX_VAN_VOL","EX_GOLD_VOL","EX_COB_VOL","EX_EFATS_VOL","EX_SOAP_VOL","EX_PLP_VOL","EX_PEP_VOL","EX_ELC_VOL","EX_BEER_VOL"
2020-11-01,2020,"Q4","2020/21","Q2","November",420.57928339897,38.2866,1.5286734,173.89760096,2.49980568,7.95816735,4.60875116,12.91935592,0.45957619,2.25333727,5.15333673,9.46193141089726,3.41176096000001,7.72802745,0,111.724968622856,0.50178418,8.749842100214,2.5511541,0.05804717,6.42886556000001,7.66029069,0,4.10172188,1.2004942,3.41922917133921,0.05171072,1.19648681,0,2.67814725000001,1.02639906,1.41032948,3.50742819,0,0.16915895,1.86940000729633,65.1444791040061,381.891893103753,38.6873902952175,2.7881720567625,1.996422930345,0.101322750825,0.68263641102,0.4731167910375,5.46919612233,2.4156252606,24.6366428965725,0.124255075725,430324,9936.92524324324,7101.368,1340.87455,22363.062,1854.25,2084.344,20041.579,653.07,1521.3506,5095.82169,473.199,48240.35,524.531,3200.15167,6585.351,2006.66,1357,2970,0,1067.21,2475.908,2112.6155,7074.876,17618.40314,2712.20221
2020-12-01,2020,"Q4","2020/21","Q2","December",455.522736721812,37.784664,1.68047348,211.3520025,0.30454115,7.32052952,7.15556996000001,9.86677375,1.05568823,4.50896568455444,2.95597241,11.7775773446935,4.05068005999996,8.15647499,0,107.662085204186,0.71091495,8.77123763000001,3.3685697,0.08269594,7.08663669999996,10.94680563,0,4.02232566,1.80761928,3.23844720999997,0.147905386710194,1.49372325100491,0,2.37305826000001,2.20204257,1.12483457,4.01943335999999,0,0.02088867,2.29349771,53.9514487264712,415.631998283434,39.8907384383775,1.0039621832475,3.4237238764425,0.1681774951125,0.71473719048,0.27745675065,4.7523048371625,2.6004623588175,26.82530981268,0.124603933785,422922,1089.01405405405,6616.9905,2008.308,23154.245,4459.7395,2450.02,12901.388,466.26,1667.48025,5149.05952,716.266,52728.45,520.4405,4474.0422,7449.6666,4160.7477,83,3746.42,0,1563.689,2105.2306,1973.19081,7463.441,19211.54286,3349.278
2021-01-01,2021,"Q1","2020/21","Q3","January",406.838777443393,39.729296,2.19285565,170.751704837394,1.34160966,6.56230197,6.34323389,10.59506986,0.50727941,3.98441124,7.09400778000004,5.17393946999996,4.48048958999996,7.37254175,0,101.426501349999,0.49181072,7.99940091000001,2.2326201,0.16996434,5.42265162000003,10.09093834,0,3.8133482,2.93464883,2.56949599000003,0.00919428,0.68975647,0,2.31615108999999,1.01266959,1.10942726,9.23064207999998,0,0.22256167,1.44714477,49.6640750899993,367.555242457393,39.2835349859999,2.1730217211,2.0085376865,1.26946663965,0.67619878602,1.61063141747,8.61700141159,0.52933298212,21.5869547220799,0.81238961947,446560,4832.29875675676,5805.194,1248.33,11084.6366,3401.4185,873.633,27255.834,402.314,1448.91225,4077.75541,510.435,43809.95,511.038,4097.56047,15916.4606,2009.0922,1500,3356.8,0,2441.164,1989.457,1563.21004,6745.846,24303.43506,2438.215
2021-02-01,2021,"Q1","2020/21","Q3","February",453.920520496693,50.546879,2.58625237,175.083459891575,2.35338868,7.22539539,7.1403089,8.46389456,1.35859741,4.69609349000001,9.64614384999992,5.15053295999999,6.27859964999994,6.78710792,0,125.828654218988,0.75444165,10.26969112,2.77550428,0.04636199,6.56068148999997,12.47254657,0,4.2225378,2.84745731,2.85784061999999,0.08458835,7.21966548000003,0,2.27617214,0.21720913,1.1727042,7.83177606999999,0,0.32347548,1.76653827,62.1294622689878,413.145308290563,40.7752122061299,0.531635099,2.15554456282,1.31599891818,0.3704029831,0.38228664002,4.34557935313,2.9753183039,28.6633974145599,0.03504893142,562763,8049.41318918919,6317.644,1633.694,9707.713,3789.2089,1934.062,37239.076,6501.1705,910.4855,4202.67427,859.597,51689.85,179.457,5240.47712,13218.07176,414.711,2175,3162.43,0,2306.667,1939.888,1658.24611,6185.508,28105.89334,3277.21166
2021-03-01,2021,"Q1","2020/21","Q3","March",454.715591732146,53.523625,2.825624,155.6943172,4.24930468,7.09860782,9.13801297,8.59299366,0.9456021,4.47658182942371,5.37509812,5.25594924825062,5.95796444,8.27455064,0,144.539121168152,0.65618427,12.45334657,3.16742938,0.03059895,7.72948522000001,13.26643613,0,6.41590787,2.31502571,3.78819518000002,0.0954149799999999,6.33973188000001,0,3.25358048999999,0.57178577,2.31602976,7.89129257000001,0,0.66418366,2.04626279,71.5382299881516,415.947352875826,38.7682388563201,0.48477029682,1.92529996955,1.0897863256,0.44106872148,0.71038461695,4.47729555496,1.68227904191,27.9348175007901,0.02253682826,572839,13694.0712972973,6329.3465,1904.43,9881.753,3535.962,1056.343,18647.942,7568.419,718.9775,5664.31206,923.575,60023.5,629.788,5662.99166,13718.8932,1225.883,4770,2856.86,0,1722.047,4064.6298,2652.79015,7544.267,28105.89334,3907.31162
2021-04-01,2021,"Q2","2020/21","Q4","April",441.83974601187,50.016702,2.03225462,175.60988736,2.85372509,6.82544615,4.94729574,8.08996187729519,2.59110907,4.5383197,3.06347742000002,3.52172471000002,5.64096204,8.66588463,0,119.577565302017,0.70776576,10.25069034,1.59505676,0.20848637,6.99602779999997,10.33870186,0,6.62085926,2.59836396,3.70392409000005,0.04910489,3.84111334,0,2.39656723,0.219503068005158,1.6068333,12.9439399681118,0,0.56538883,1.79898313,53.1362553458997,397.974315709312,43.8654303025577,0.50162342216,2.31890613193,1.4157341088,0.39847459601,0.41125887588,4.75555035917,3.23615978502,30.7797234894877,0.0479995341,537538,9094.47945945946,6098.9245,1142.4518,6580.695,3498.03,2585.72,10838.19,3695.3,731.3695,5860.33128,953.233,54343.03,177.553,4202.06907,23185.32743,448.775,3450,3186.62,0,1816.496,2618.7677,1810.66955,7894.465,28105.89334,1901.50937
2021-05-01,2021,"Q2","2020/21","Q4","May",481.149079557256,47.15687,2.92489707,190.320155417969,0.843759399780273,8.50411131143013,6.77259483187866,9.41786941488771,1.05789969730802,1.03915012924408,7.96884918380844,6.2642898056612,5.64671397312894,7.92328134087401,0,135.298615545236,1.41965844313622,12.7209375949113,2.44421799447637,0.193190335245133,8.58102264557364,7.38096442578125,0,6.25513834663843,2.42209998224506,4.04448004032577,0.588746828976568,1.31507418444464,0,3.05272589836204,0.290155910458859,1.94784108927346,13.1589625964544,0,0.245281736328125,1.66365368706325,67.5744638055411,431.139057121206,50.01002243605,1.49263281869,1.94844514063,1.11676347668,0.4224505958,0.44786247475,6.98612464154,4.62408260453,32.91180779923,0.0598528842,494050,2615.81081081081,7768.669,1434.747,9959.928,737.25,1493.107,23909.11,1969.71,850.97765,6981.17519,829.471,61575.366,584.461088,3110.482,25162.715,580.4,2277,3499.34,0,1652.884,2822.184,2189.11623,7284.719,31519.412,2987.75525
2021-06-01,2021,"Q2","2020/21","Q4","June",457.168106384139,58.562261,2.99505736,165.900055873638,2.33425627652699,7.92982747923306,2.97188092630778,10.0392115312432,0.891968162296912,1.10566652696135,3.5422592593007,13.5620332299065,7.15246122602884,8.50115114219843,0.324329238232998,125.414768123516,0.887064030731438,11.3452122223497,2.72292858549769,0.0798028616273897,6.80238021677641,8.88314898228691,0,5.70735269868138,2.29017917150459,4.11424570436102,0.119325866559976,1.6983400893629,0,3.17730024900745,0.317914848958785,1.90448707259547,11.5152915038482,0,0.388255717798998,1.92645724905503,61.5350810525128,411.227187355391,45.9409190287484,0.969121547516108,6.46860515298367,0.505749918203831,0.60559528787899,0.451235594765067,5.90571451043391,3.72774656021368,27.2416502808626,0.0655001758905649,618388,5270.21081081081,7180.819,979.35,27135.594,731.461,1430.745,9122.53,1159.417,1284.597,7505.4546,742.918,48528.9,769.11266,3836.65613,20601.16842,612.35,2263,2927.56,40,1525.406,2782.673,2065.85531,7710.3,32751.0048,2880.442
2021-07-01,2021,"Q3","2021/22","Q1","July",306.969125361793,69.932992,3.58945918,0,0.679603976808042,6.7213671125001,2.24309792194214,6.61309523738126,1.23059978780989,0.948541916962,2.90622678870925,10.9171614159684,7.47690448241071,8.23908139588924,0,132.848965386153,0.7945426808464,12.86372086152,2.72561698167295,0.240083870178999,6.47041344189225,7.92508234662589,0,7.04959734551576,2.13574659076537,4.25235865637293,0.0721790513556278,0.784773721027618,0,5.23844019133644,0.256235096244376,1.91677932003609,6.7604528808672,0,0.228181938265325,2.34537231495195,70.7893880966776,254.347096602534,52.6220287592595,0.393531020895481,5.67160034927893,1.10377976332164,1.07988480018049,0.537810129027367,7.53810141250673,2.72256086623943,33.5358274396674,0.0389329781420827,700035,1654.0972972973,6227.5605,858.549,18842.0915,590.32,953.981,8322.029,219.71,1284.03738,6648.786,943.682,48101.26,751.393,3526.453,12508.09,603.895,1961,0,0,1404.604,2753.79,3604.38686,7617.42,38766.7683,2965.9789
2021-08-01,2021,"Q3","2021/22","Q1","August",290.773057450866,75.0942439793221,3.38438026,0,0.369949865369436,4.29545801429715,2.69056637370757,9.32263581228972,1.01644036257886,1.54244848743541,2.67839753270599,8.49103855500264,7.03708715103815,8.45661509746772,0,121.623960355637,0.701330306151581,13.3167490424716,2.70883318993266,0.0947661187212056,6.42800799330491,7.70375232034798,0,6.98728122645365,2.05901489137189,3.02087330060403,0.0553562209956504,2.0676222448317,0,4.23751997318583,0.278354474436987,1.0799842535421,5.48940760228845,0,1.79955370304024,2.27011404524258,61.3254394487142,246.003221846852,44.7698356040136,0.217627858178139,3.1490491022172,1.06599946940191,0.702337383383751,0.513787484207153,6.85484087385595,2.15385197559702,30.071501231553,0.0408402256194651,700990,1087.81081081081,4113.01805,1011.30119,15058.083,1046.1,2452.141,6838.3,280.9,1275.38807,4174.322,764.533,43737.95,688.047,3384.66387,10040.30041,456.125,16006,0,0,1300.868,1475.816,3797.12242,7741.177,36800.84203,2932.968
2021-09-01,2021,"Q3","2021/22","Q1","September",286.967921937917,66.618078,3.38091872,0,0.57901250509497,5.84792781361827,6.15183308596374,8.45526371425439,1.26506915722867,1.33223371478849,3.34738827636806,9.21742765254696,5.53998965517241,8.64625303458367,0,119.980015792975,0.767459562380707,12.7939405458435,2.80622081558878,0.0757858721043,6.67855599604209,4.74607509550434,0,8.23156981247697,1.27495915112876,4.30809342165551,0.147362207548708,0.575820801814793,0,4.83594185352911,0.225730491394068,1.60166189355799,5.4714251113866,0,0.273954520819805,1.88902196810619,63.2764366720929,240.361411122595,46.6065108153222,0.348544296137214,5.02324802083993,0.977600531368315,0.956437135473132,0.476330049604416,6.67637894811457,2.41132974184072,29.7021597598528,0.0344823320910633,585576,1374.65405405405,5481.408,1618.5843,14249.59,877.71,571.131,6865.065,493.448,1138.91007,5807.803,674.085,47556.519,611.965,1926.80939,10120.85146,402.4517,2675,0,0,758.083,2051.438,4163.209,7952.391,36547.0099,3267.70762
2021-10-01,2021,"Q4","2021/22","Q2","October",286.392654277495,61.434728,3.45838003280741,0,0.567171748436884,8.29671597307496,4.41458716019828,11.686508765648,0.920425833943559,0.437408957922605,1.78538534980003,7.9137220162789,4.58135136033347,9.20549310724496,0,125.669806936912,0.796499399538106,13.1908673590379,2.60602593477159,0.0669642564636963,7.59798138173833,6.1554093637695,0,7.64494314735538,0.796673722751085,3.34948696135861,0.103213973694587,0.52667406945305,0,7.43588136990933,0.53338358699938,1.4492203906382,6.83239121585086,0,1.4067148020053,3.39536253140314,61.7821134701736,240.371685242601,46.0209690348944,0.223709665197611,3.23705213050711,1.09578979300375,0.721964836778045,0.528145737181365,7.04640558702987,2.21404331793827,30.9118764246663,0.0419815425920784,486534,1153.82702702703,7428.801,1315.9587,14409.31,274.887,522.876,4505.3,278.35,1608.21508,5945.67529,530.4756,54869.9,559.5125,2503.188,12863.7,731.475,11400,0,0,456.327,1947.9202,4899.27556,8479.305,36163.6997,3146.13065
2021-11-01,2021,"Q4","2021/22","Q2","November",304.154289501938,71.088417,3.50926395,0,1.14112185748501,7.47074815886613,2.87310618109713,14.6043089560446,1.27828366076784,1.5278703930019,1.87084147999046,13.3807375785049,4.61052102901988,8.24015378791273,0,135.589435521277,0.749671783417763,13.8321333088339,2.24764861537129,0.486898045052094,7.64265544004992,7.72048029578049,0,8.90580385044217,1.48594502147909,4.07694659797207,0.0602624797831247,0.489717369539918,0,5.15463358264817,0.535935458935214,1.40511867579918,7.68848511202517,0,1.22233772972019,3.22724462231811,68.6575175321094,267.184809553968,36.9694799479705,0.0485596105972528,2.8280766544366,1.32404877367306,0.70038369583118,0.390619331157446,5.63121274224508,1.39354470262163,24.6317145438781,0.0213198935301304,524902,3126.63027027027,6728.73,865.2334,29496.538,1015.15,528.614,3870.545,526.003,1868.13137,6169.71232,598.449,52869.04,600.657,3247.024,38760.89537,415.137,10192,0,0,766.935,1665.706,3869.83931,7469.27468,37028.292,2544.45363
2021-12-01,2021,"Q4","2021/22","Q2","December",322.964997128594,75.254426,3.62240019987746,0,3.04761573347786,8.04417334890632,4.02227086072961,12.6460822870252,0.974562580578301,4.96908700733975,3.37299218157654,12.4728690334244,4.71812230491403,9.19296627890358,0,137.415395329337,0.761331492864015,17.7664449552347,2.49480747055207,0.300220620762768,8.70038887427741,9.12514016752164,0,8.99753755036363,0.991450599882082,4.39743233355319,0.0635491620416857,1.07487596900528,0,5.0523345391194,0.428768628274773,2.66694575138959,5.44987079995015,0,1.38209020568386,3.07217387967626,64.6900323291843,279.75296314609,43.2120339825045,0.0891058962910175,2.50617364028811,1.08588706280661,0.857408445895195,0.377934749896348,5.62422809380968,1.28370874839115,31.3624836938831,0.025103651243329,536889,6896.32756756757,7531.929,1108.1674,28212.579,3471.001,884.075,8077.022,1869.05,1668.62043,5730.68835,588.397,56613.64,581.355,3731.30488,8832.95189,598.31,11077.45,0,0,615.837,4013.63414,3409.6162,8522.412,36581.3338666667,2999.5705
2022-01-01,2022,"Q1","2021/22","Q3","January",291.165551525873,61.983389,3.84124852942944,0,5.23446401405164,5.53792491790634,2.37135677360036,10.6919357774654,0.771643434044206,3.14612267070591,6.76337967151356,14.5265920267841,5.57199512412562,8.93264446923283,0,119.725360795224,0.722626857971679,14.9181973252139,2.22823649010824,0.131571002422986,7.81197102114742,7.49204157530399,0,8.3988905347057,0.47668796444052,3.23767094708835,0.0931469673553685,2.08525628509067,0,3.7988250797182,0.232041293041532,1.29742904871962,7.59103881024974,0,1.6726307646518,1.64044380489795,55.8966550230962,249.098057204083,42.0674943217898,0.120458390695294,2.85710080841061,1.16857520982781,0.759918992834806,0.432233272745053,6.10061547436155,1.63043225631702,28.9686915541425,0.0294683624551793,402212,11904.9488648649,5072.831,625.484,28369.298,2254.25,1601.098,20015.745,1498.251,1665.143,4312.9141,586.833,51118.595,571.723,3131.703,12202.7766,391.45,13066,0,0,257.63292,1459.944,2267.12953,8218.007,41113.437,2723.35204
2022-02-01,2022,"Q1","2021/22","Q3","February",328.744665700473,72.168737,4.13225165903385,0,3.0358527653079,8.68251267665133,2.66888849867614,13.2831709835177,1.28738057187435,4.95616641977256,5.35612011665045,10.1427067035976,6.07171195831339,6.72751178175803,0,149.481985147899,1.01731313057976,14.1418621277353,2.91164663031784,0.219801288730927,8.09717527106728,12.0725648356136,0,7.88971754375095,0.566088320594348,3.88391758289726,0.0323132389221523,5.22702316702245,0,4.84363441937203,0.126668529731496,2.39931142594021,13.1064488974254,0,0.831501220858515,2.39182738623626,69.7231701311028,287.994996283052,40.7496694174216,0.0860412991945214,2.73045036771178,1.19283701543582,0.77257037818706,0.400262451266282,5.7853521034721,1.4358952357766,28.3209632639679,0.0252973024095462,448957,8522.07567567568,7417.72,889.944,21119.882,3347.895,1315.42,18177.463,5393.618,2068.13728,3973.81674,953.819,56425.45,674.156,4953.532,21541.16705,233.625,6847,0,0,305.82538,2673.26413,2745.62619,6092.85856,43477.54734,3493.29824
2022-03-01,2022,"Q1","2021/22","Q3","March",363.743897893905,80.989012,3.90732133,0,4.09689787,5.77250662,4.50784254,11.52232029,1.32847041,4.71135874999999,5.83088631999999,7.44681128999998,5.21714072,8.46706119,0,177.936535989999,1.30362174,20.26432908,2.41643734,0.02539795,9.31657134000004,9.12552193999999,0,10.3852548,3.22436229,4.05892041999997,0.05248847,2.75341797,0,9.23780400000003,0.15326944,3.56503682,14.6484200299999,0,0.18800536,3.68014799,83.5375290099993,321.734165319999,42.0097325739054,0.0985351953936109,2.69790827213683,1.14909976269008,0.796632605639021,0.403476824635894,5.83673189054778,1.45001208016159,29.5507128373312,0.0266231053693515,478023,8155.60962162162,5081.963,1324.245,11170.5703,3157.47,327.15,12131.465,4176.165,1801.51201,5540.3242,898.718,59594.6,520.864,3828.29536,22355.68792,215.3,1492,0,0,1694.7047,2942.083,3780.26527,7730.611,41632.888,2836.08376
2022-04-01,2022,"Q2","2021/22","Q4","April",338.342737389875,70.847838,3.41474348478879,0,4.99678009770715,6.33839925517462,2.78265203708884,10.7168522963243,1.00146357639187,2.38855349078734,4.69803024656655,3.34621826328865,4.83703022380145,8.57232366156608,0,172.792887318683,1.26451313978382,16.4116670576232,1.90921709969287,0.059802524932217,6.92257677184217,10.0125466562719,0,10.3758602664514,1.46646188174887,4.30201617011798,0.0253075069444637,1.82172319236234,0,5.84854832290443,0.20995148180869,4.39405467241241,19.0534309286888,0,0.878378402787202,4.16448464574234,83.6723465965684,296.733771952169,41.6089654377056,0.101678295094475,2.76181981608641,1.17017066265124,0.776373992220296,0.411990849549076,5.90756648946048,1.50544652408507,28.9467892184805,0.0271295900780257,407762,10772.0162162162,5517.8,741.138,6449.25,1442.171,544.885,10265.319,2979.15,1730.952,4581.8564,824.809,41372.326,662.179,4288.475,27391.23978,230.645,9535,0,0,757.736,3536.973,4447.264,7828.462,36844.77354,2316.3554
2022-05-01,2022,"Q2","2021/22","Q4","May",351.232385842383,73.014544,2.48701126689479,0,3.00838758001485,10.095116008012,4.06403896012214,12.5391418308518,1.02285071589652,3.09389572479095,5.75228207303239,3.0854578897091,6.39908176655974,8.75300547359181,0,176.461450076563,1.4244486212934,16.3732893504966,1.79310055299539,0.133113173560433,7.61593837575107,6.00720346476544,0,6.63563038253049,1.61471418878602,4.08850297648239,0.0294984499880941,2.57605684702982,0,6.78934123205359,0.163949769865393,3.38041200453826,18.9531348101354,0,1.05535412995672,2.63457820066393,95.1931835456708,309.776263366039,41.4561224763442,0.0954182632275359,2.73005948531167,1.17070248025905,0.781858992015459,0.405243375150418,5.84321682782679,1.46378461334109,28.9394884399265,0.0263499992856412,455166,5269.88372972973,8588.54,978.942,4703.19,1824.5,1009.654,10441.945,2141.634,1831.95914,5189.46641,672.433,46790,673.95,2573.9254,26697.4343,196.542,7981,0,0,758.961,2618.75319,4675.09184,8070.793,24457.198,2116.19534
2022-06-01,2022,"Q2","2021/22","Q4","June",365.127689288074,83.7947039999999,3.13348431999975,0,3.43404289002025,8.39949900003869,3.11941221998712,13.1814201599462,0.597943040002431,1.1305131699903,4.51806712996301,12.1492174198113,5.59508033996955,11.3539404199876,0,173.028758349039,1.28477781998215,16.296822429966,2.45171416004012,0.0124161300016855,6.26815038048039,9.52080091996474,0,9.77531175002418,1.65950172000785,4.07401886008403,0.0343891499987566,1.13754159005037,0,5.03591834000545,0.0912815499982039,3.50955690000636,19.6713598600593,0,0.440269450001796,2.68919189002578,89.075735448342,323.436082458755,41.6916068293184,0.0985439179052074,2.7299291911783,1.16332430186679,0.784955196624925,0.406903683111796,5.86250506927835,1.47308107252925,29.1456634985794,0.0267008982443395,530365,5450.08891891892,7342.02,969.981,16409.492,618.8,459.19,7983.08,1099.596,2015.48887,4923.71574,428.756,36260.67,654.236,4218.058,26687.446,107.265,3371,0,0,777.506,2911.613,3281.4697,9951.353,34482.606,2898.9912
2022-07-01,2022,"Q3","2022/23","Q1","July",343.299811450098,83.52165,2.7802634463924,0,0.806040717402766,6.80248124822551,2.67963769770012,12.2044189083134,1.25114527590341,1.41645710111421,7.23707819081632,6.6282596958062,5.66435133790913,10.5424349481701,0,160.180027967888,0.702948373940177,14.8507045664208,2.85603971245465,0.0135350978258747,6.14832617164145,3.76210674484197,0,8.07321557850073,0.428388635838895,3.14829304768254,0.0172408416504138,5.57765843283333,0,5.09336356450512,0.102636715665809,1.60401663465416,12.2688724274244,0,1.53790913665317,3.09098965643587,90.903782628919,301.714246535642,41.585564914456,0.0985468254090729,2.74060283085879,1.16806581492569,0.78106272695356,0.40804596927043,5.8710961288552,1.4807707366518,29.0106470523288,0.0267268292026688,576468,1285.32432432432,5919.272,837.449,10678.229,808.615,165.79,14411.222,6077.68,2477.735,5399.805,860.261,39131.35,686.916,1704.568,16603.993,114.297,11363,0,0,282.792,1388.137,3978.383,9748.42,30470.981,3015.982
2022-08-01,2022,"Q3","2022/23","Q1","August",507.970986188704,71.152208,2.5446425000011,171.026949110005,0.0312365399996322,5.13629246000825,2.80175433998702,10.8961990399589,0.8280200699964,1.36977038001161,11.0192699996952,5.18495443007854,4.9688308600361,10.7676334200001,0,168.665460298887,0.941992700003416,18.3690132199737,1.91536739006703,0.52412954,7.77112885991258,3.73864664000462,0,11.2151305700266,0.316259530002023,6.66635237998012,0.088475799982133,8.80655877976879,0,4.58785783989376,0.940667130016212,2.24257262001729,20.326215039909,0,5.15169960000368,2.54945906996224,72.5139335893634,466.393221448664,41.5777647400395,0.0975030021806054,2.73353050244959,1.16736419901717,0.782625638531315,0.406731009177548,5.85893934198678,1.47254547417405,29.0319329969449,0.0265925755775498,501054,389.243243243243,4246.4635,924.2682,6679.1305,800.7,1295.162,21685.124,8315.715,1922.29114,6820.76259,625.397,51912.17,601.739,1639.21209,27729.8486,984.25,42121,3324.888,0,222.81,1922.675,3536.37236,9940.448,27713.923,2421.587
2022-09-01,2022,"Q3","2022/23","Q1","September",327.283838383436,71.224831,3.22222391471829,13.3777580000933,0.000596956405311102,5.68595707049497,4.28459393082969,10.3688490654196,1.02272188406203,1.82278046547317,5.87185937124675,5.11650642485701,4.01891998712924,8.83893489356809,0,150.808993257867,1.21020018972957,20.3184922485309,1.2846249936253,0.398927919200639,6.1013331205445,2.97858982173021,0,7.75524712372928,0.200386603345448,3.97388918058141,0.0927323936250188,4.33180213513002,0,4.24336910854933,0.0134401759652425,2.67897134967091,11.6791017593338,0,2.92320511888282,2.3358037704001,78.2888762452925,285.665526222164,41.6183121612713,0.0981979151649619,2.73468750816223,1.16625143860322,0.782881187369933,0.407226887186591,5.86418018004011,1.47546576111837,29.0627478492844,0.0266734343415193,503695,10.827027027027,4878.187,1478.081,6088.219,1278.915,3031.038,11407.396,3180.537,2132.14085,5292.70012,589.535,40367.035,609.1625,1326.908,14441.30655,25.525,34095,257.626,0,211.228,2245.52255,3790.78965,8115.031,33849.212,1559.2112
2022-10-01,2022,"Q4","2022/23","Q2","October",350.990657411683,67.099501,3.34598662612357,0.28509899990887,0.000781772616614375,8.11083140874592,3.6658576553448,14.5987523496283,1.81223387214455,2.16239729629099,6.28850339686771,9.89532178369815,4.0085262255087,9.04053877133428,0,179.082445648215,1.21092966112507,16.1990489235416,2.07289436605782,0.0277980422584719,7.6573732806165,7.0896948232721,0,10.7989801189903,0.346061740781725,5.5355717562516,0.0229677833179279,3.45619676546939,0,3.84673859726869,0.108597134859985,1.73907838751253,6.44693960297517,0,1.91246226133597,3.39174065043678,107.219371752143,309.396776806427,41.5938806052557,0.0980825809182134,2.73627361382354,1.16722715084869,0.782189850951603,0.40733462187819,5.86473855029403,1.47626065731474,29.0351092995194,0.026664279707246,457244,8.10810810810811,7058.592,1456.15,14753.661,1181.822,2185.874,13108.555,3176.52,3157.36,6620.011,1270.336,49891.7,587.681,3133.443,8915.993,145.125,16839,5.795,0,259.184,1731.208,3575.022,8290.579,35340.955,2279.46
2022-11-01,2022,"Q4","2022/23","Q2","November",335.773729917438,64.138603,3.02213365604478,0.626284783851487,0.988203272111177,8.95453643861674,5.32903548156579,14.7066366581954,1.02202795534628,1.13021376017338,4.3441951949962,19.3843411791764,4.08919543172534,9.42096096904342,0,157.020709634403,1.25493113312961,15.1318050809713,2.34810577088985,0.0289173924454562,5.87211115615286,5.0990647000738,0,10.4501056549939,0.160334028449073,5.09709331935312,1.24707718617148,3.40752640816157,0,3.91782607216731,0.234347547735612,1.70467870451215,10.3892332002869,0,1.77183561279325,3.47642154546966,85.4292951206461,294.177077415249,41.5966525021888,0.0979278327545935,2.73483054147845,1.16694759615636,0.78256555895095,0.407097506080776,5.86261935744031,1.47475729753572,29.0432633819162,0.0266434298754384,447162,2368.49081081081,7596.056,1576.2475,26385.921,584.91436,2551.685,8169.962,3269.462,3405.62947,7402.71041,506.583,41853.68,551.388,2139.2384,14107.7574,224.35,15460,13.486,0,156.429,1714.255,2441.17774,8524.164,32169.0398,2485.3973
2022-12-01,2022,"Q4","2022/23","Q2","December",371.814754532927,59.53809,3.44083978479266,15.3198345154214,1.0557689563126,8.84478835676719,4.88777955281868,14.5811099878426,1.26546309379708,2.85633143933187,20.4782713414118,14.5070499178054,4.10232614266459,10.5717453206887,0,168.762407700367,1.05563661574649,14.0307459650607,2.40497677485001,0.0992186346697677,7.12373489282983,5.01111901260671,0.87512917831752,8.36065928191982,0.171216064698575,5.27708572859896,1.2766101942543,6.69182698073316,0,3.89581587705155,0.0427443018738272,1.81357677167852,9.61754623093796,0,3.18954298939927,4.04180138039485,93.7834208247455,330.211806110022,41.6029484229053,0.0980694429459229,2.73526388782141,1.16680872853609,0.782545532424162,0.407219671715186,5.86384602925815,1.47549457198961,29.0470401769067,0.0266603813080679,418829,2970.54972972973,7422.657,1619.182,19204.75,1917.6,2315.185,42775.525,10753.522,2933.17814,6649.43459,721.277,48713.795,505.576,2016.4492,11053.78,39.442,27010,295.11855,0,118.7376,1862.909,2848.39546,9272.219,36697.2559,2402.8288
