"Date","Year","Quarter","FY","QFY","Month","EX_EUU","EX_AUT","EX_BEL","EX_DNK","EX_FRA","EX_DEU","EX_ITA","EX_NLD","EX_POL","EX_PRT","EX_ESP","EX_SWE","EX_GBR","EX_EUU_OTH","EX_ROE","EX_BGR","EX_NOR","EX_CHE","EX_TUR","EX_ROE_OTH","EX_AMC","EX_USA","EX_CAN","EX_MEX","EX_BRA","EX_ARG","EX_LAC_OTH","EX_MIE","EX_BHR","EX_ISR","EX_SAU","EX_ARE","EX_JOR","EX_MIE_OTH","EX_ASI","EX_IND","EX_JPN","EX_MYS","EX_CHN","EX_THA","EX_SGP","EX_PAK","EX_KOR","EX_IDN","EX_VNM","EX_TWN","EX_HKG","EX_ASI_OTH","EX_COM","EX_ETH","EX_KEN","EX_MWI","EX_NAM","EX_MUS","EX_ZMB","EX_SWZ","EX_BDI","EX_RWA","EX_MDG","EX_SDN","EX_EGY","EX_COD","EX_SSD","EX_COM_OTH","EX_ROA","EX_TZA","EX_ZAF","EX_NGA","EX_ROA_OTH","EX_UCL","EX_AUS","EX_ISL","EX_UCL_OTH","EX_F_TOT","EX_IF_BDI","EX_IF_COD","EX_IF_KEN","EX_IF_RWA","EX_IF_SSD","EX_IF_TZA","EX_IF_TOT","EX"
2023-05-01,2023,"Q2","2022/23","Q4","May",75.7638805261432,0,4.64312208187301,0.0079619,1.28585325082232,16.2006292929964,30.4245284977981,12.4632390268776,1.19575824582694,2.14020833128199,3.44256767382586,0.408426661972046,1.51874072106287,2.03284484180606,3.92424819550878,0,0.02743448,2.06507892686137,1.79035347864741,0.04138131,8.74318739849079,8.34364061957824,0.385046308912547,0.0119765,0,0,0.00252397,117.203017092404,0.02753975,1.02448384449356,0.632657308718116,113.199232239192,0.09079667,2.22830728,115.922895158198,66.7889828189744,1.49756117927612,2.22243768,9.25287531046041,0.10989912,0,0.86116474,0.02480678,5.38448448000001,0.748948121715342,0.00164071908930223,27.94192086,1.08817334868277,199.365180281868,1.23266251,72.9484558997,0.15673732,0,0.16738354,2.63512352,0,4.93440365999999,23.3225401,0.10449162,5.53503565903731,2.4324151431302,35.48008079,50.2607866200002,0.1550639,11.8989850480404,7.92367646,0.421685726221189,1.30554167,2.24808119181917,1.10321357934753,1.03467493,0,0.0685386493475282,533.92460728,0,27.983763,9.202219,0.907646,8.369913,1.882099,48.34564,582.27024728
2023-06-01,2023,"Q2","2022/23","Q4","June",82.8612472470539,0,5.79162494645114,0.0620304059904369,2.0883124304905,15.1392079834873,36.1229523061452,13.4832237948497,0.02594989,0.936571356247819,4.25939105531534,0.375386460435449,1.54356239591807,3.03303422172292,5.06098433927638,0,0.0678726,0.316536867971311,4.48197664531463,0.194598225990437,8.325638077328,7.42291516982704,0.505783614239561,0.274659163261397,0,0,0.12228013,70.9810950792472,0.012755,1.48713954584699,0.837741619819095,66.3773418875907,0.10045969,2.16565733599044,171.275399616711,114.128750582721,1.86978360768442,3.27268153,11.3271282598665,0.05646539,0.0513982059904369,0.8747832,0.01205883,2.52932002,0.664191525990437,0.01709548,32.07934905,4.39239393445792,187.425672590302,1.2763467,63.924843493882,0.21595997,0,0.00451772,3.84067761,0,6.09293139,16.2332677,0.0536468775025185,14.3929898705057,1.21880112841116,33.14831594,47.0021416700002,0.02123252,18.1709477500806,14.62654447,0.762408463961747,0.68091041,2.10108440611884,0.39034257,0.35909385,0,0.03124872,544.491327269998,0,22.226758,7.845706,1.172351,7.92705,2.020529,41.192394,585.683721269998
2023-07-01,2023,"Q3","2023/24","Q1","July",87.2667320237948,0.29207893,5.57172933306588,0.02212366,2.19281793166904,15.2106892951398,41.4770390353308,13.3462033874338,1.3643878198002,0.13030875,4.63237789215214,0.22541953283789,1.54160820464419,1.25994825172107,5.49690283275279,0.1321714,0.07049132,1.3859237017394,3.00546708883648,0.902849322176913,7.64991754765822,6.6942238549167,0.732231292741518,0.21482727,0,0.00610624,0.00252889,61.9721951396364,0.01447242,1.42579740625636,0.37158294757361,57.6665376158065,0.13356102,2.36024373,128.82822769911,75.5525888924955,1.0056193176156,2.12964220012771,10.4982894260773,0.00364159,0.00033636,1.05654042,0.01074971,0.64190489,0.386298854644675,0.00437467,36.51765848,1.02058288814918,200.473220345969,2.70630719,55.0881170617732,0.23176647,0,0,2.15715909,0,6.4332643,22.7281976,0.00384835,19.9210213996841,2.12789941451195,37.08365018,51.1385385899999,0.8534507,32.3645403710782,18.14673791,0.293843076870641,4.09322147,9.83073791420759,0.14955522,0.12367543,0,0.02587979,524.20129118,0,21.950456,5.982781,1.269568,5.040071,1.1383,35.381176,559.58246718
2023-08-01,2023,"Q3","2023/24","Q1","August",83.7211998092486,0.06671184,4.75561509164026,0.01051758,1.58818518390113,17.434756989568,38.288092568642,10.9714485922077,0.0588350019505674,1.28130368666332,5.6401765998373,0.144171284388777,2.09964626926452,1.38173912118503,6.1905828605698,0,0.06959321,1.37304214285905,4.59398636576018,0.153961141950567,7.53412044746824,6.4863109204609,0.651635725334,0.396074881673344,0,0,9.892e-05,151.520484897588,0.14454126,1.73133829950567,0.901980604858383,146.632703569473,0.269404654178021,1.84051650957248,137.242183081853,99.5035081621108,1.75517356551268,1.21211249310621,7.75370885118562,0.48768873,0.05075002,2.35744238,0.00576276,2.75852233171492,1.08478689195057,0.00118302,19.27827621,0.993267666272204,218.832570974902,1.9475404,64.1996630420347,0.2615248,0.049823,0.00784506,1.60068543,0,6.40020631,24.56674403,0,27.3951233873418,3.57833270552571,40.281725,48.47881268,0.06454513,31.4617299723249,15.37255723,0.11737328,6.00640058,9.96539888232491,0.353629107760186,0.312263627760186,0,0.04136548,636.856501151714,0,30.300717,7.355803,0.921186,7.720612,1.920366,48.218684,685.075185151714
2023-09-01,2023,"Q3","2023/24","Q1","September",83.958546256826,0.32444637,5.2112328328066,0.0055731,0.947241,25.000746299612,35.1899388454865,9.1264240238783,0.306420376909871,1.16069482206847,4.32184743104555,0.268011254158122,1.30380766938668,0.792162231473886,4.01088534334308,0,0.02395321,1.15616915804456,2.74194231147389,0.0888206638246288,5.80634543446962,5.09851377446962,0.53665128,0.17118038,0,0,0,135.93862952823,0.01155055,1.43010749736943,0.32181306,131.910131361869,0.17744549,2.08758156899138,121.904241433863,88.5755050465998,0.901373855895545,0.11554493,2.49969313831786,0.00017014,0,1.52249348,0.00615472,1.0778467,2.06048848797461,0,23.14351747,2.0014534650748,183.436877747757,1.90049149,57.1722426029515,0.10082879,0,0.00200764,1.88603729,0,5.86506595,27.32063335,0,9.30388123884885,2.92996434595736,35.99805398,40.9457062799997,0.01196479,30.0116571274612,17.88099085,1.93259794435985,0.1054608,10.0926075331014,0.196698808051893,0.165575434629085,0.00361190342280786,0.02751147,565.263881680002,0,31.42002,5.970285,0.720877,8.247624,1.419776,47.778582,613.042463680002
2023-10-01,2023,"Q4","2023/24","Q2","October",71.5070544623758,0.44250654,4.86422616311777,0.05078904,0.83459703758339,18.3858183816746,26.4820992848945,7.287310994275,0.253316076807352,0.934218854336283,8.27149425165419,0.603912738236896,1.62647046257318,1.4702946372226,6.67477988839347,0,0.03632966,3.84933668808033,2.50778507579306,0.281328464520082,7.67093946107556,7.27999624107556,0.39094322,0,0,0,0,196.789908161157,0.169585192845473,1.02130504516678,0.45213190758339,193.155068597352,0.11566949,1.87614792820967,122.243739392689,85.350054817808,1.03717560445882,2.12648242,5.4105502210279,0.04705822,0,0.3534031,0.25017479,2.47498912,0.963842380660313,0,21.40732824,2.82268047873383,187.557858568183,1.81188171,61.364119968795,0.73905746,0,0,0.23430339,0,6.74176851999999,27.64911173,0,4.71801278119809,3.77777264818924,34.51099145,45.7522167800005,0.25862213,25.9240496861266,13.47624056,0.298767541776719,1.10659187,11.0424497143499,0.33125754,0.3058587,0,0.02539884,618.69958716,0,21.277005,6.610775,1.033249,9.444018,2.109052,40.474099,659.17368616
2023-11-01,2023,"Q4","2023/24","Q2","November",72.929864700261,0.422776696842165,6.5922840022148,0.07575832,0.56013344,18.0016879559636,21.747524311114,10.7663900312909,0.677363618816341,0.903550013895351,4.977131896807,0.0817639289474353,1.86810069092161,6.25539979344779,5.07515972384375,0,0.02239803,2.31355276121185,2.15466868684216,0.584540245789741,6.9266934167523,6.19324942238374,0.70887422436856,0.02419083,0,0,0.00037894,130.82973058612,0.0324276,0.519712445105511,0.5388693,127.711801659093,0.213318306842165,1.81360127507901,141.424816182418,82.2889085063481,1.29237807052762,4.37228037,11.0472021577636,0,0,0.31720071,0.57713257,3.72891728,1.16434379157948,0,34.38959145,2.24686127619931,158.795750138627,3.33790275,48.3451620143822,0,0,0.00071444,0.20875131,0,4.79625414,26.0065874600001,0.01978799,6.86657998755953,2.66716694668485,33.90093645,32.5417777800006,0.10412887,17.8092722781237,9.48095507,1.99918202684216,0.21107057,6.11806461128157,0.427303843855387,0.402436683855387,0,0.02486716,534.218590870001,0,23.323084,6.175094,2.949969,11.179457,4.047405,47.675009,581.893599870001
2023-12-01,2023,"Q4","2023/24","Q2","December",70.4445706702263,0.01197254,5.46375203022625,0.00322467,1.17255908,12.1786040870588,29.670703191448,13.1404868824887,0.28398708959276,0.907387289230769,4.45286232257919,0.01609865,1.59104632104072,1.55188651656109,4.37994443470588,0,0.0237571,1.62671458511312,2.72947274959276,0,8.05632915932127,7.36274634791855,0.397623481402715,0.29589007,6.926e-05,0,0,190.444795525249,0.02303393,0.582932337963801,0.660422045429864,187.179090521855,0.15095624,1.84836045,99.8532086906786,57.7390991210407,0.606725467058824,12.0209093891855,6.87574000144788,0,0.50129145959276,2.02146972,3.05814908,0.4436852,1.47170753714932,0.01890871,13.374948,1.72057500520362,164.367936324752,2.39506955,51.5370069284172,0.34497579,0.21833138,0.00339306,0.10113986,0,6.11284585,27.4305254099999,0,4.02820932733032,1.28461348900452,31.9502990800001,38.8894301100001,0.07209649,21.6598514258824,14.09752823,1.15751186959276,0.16962445,6.23518687628959,0.27849615918552,0.24725138918552,0,0.03124477,559.485132390001,0,33.34454,8.459977,2.497768,13.39225,4.408867,62.103402,621.588534390001
2024-01-01,2024,"Q1","2023/24","Q3","January",98.9953880912664,0.104073710907506,8.12480168126223,0.131900187378125,0.929912323993335,16.5385465674997,38.6485351946635,23.3458474383614,0.982272840319137,1.56665134321839,5.33200832756104,0.019926122587868,1.3403783781603,1.93053397535384,5.21320126666329,0,0.0110987766547354,1.16071594710899,3.78553268169928,0.255853861200284,8.92613398056774,8.47858244173472,0.384079135327028,0,0.00524912,0,0.0582232835059945,91.0176633949412,0.0142374404095513,1.30155855032247,0.711813653896131,86.7151198869722,0.186327376390882,2.08860648694997,72.3947615497904,45.2600974714919,0.579485977665164,3.98105114587995,4.55934916348155,0.00050093478820753,0.759675646625354,3.14584723558135,0.537296601176304,0.711307030227534,1.59198524210596,0,9.13491256037886,2.13325254038829,176.002095232897,2.75559546485186,47.3223265450056,1.04120005150927,0,0.00802582411958561,0.502332554649763,0,3.59805468719006,25.0505427908326,0,3.69018074966322,1.83694943221642,35.8697025870116,53.9653244434588,0.361860102387823,16.6754749216496,9.32613958415979,0.377792767924027,0.173663461218247,6.79787910834756,0.185238831178353,0.0957104829441229,0,0.0895283482342306,469.409957268954,0,22.9146673,6.7874748,4.3799339,13.2234039,1.9929768,49.2984567,518.708413968954
2024-02-01,2024,"Q1","2023/24","Q3","February",85.6,0,4.62,0.07,2.5,13.05,35.21,18.9,0.59,2.91,4.03,0.1,1.27,2.35,6.08,0,0.04,2.61,3.23,0.2,8.77,8.15,0.41,0.21,0,0,0,144.63,0.03,2.65,0.61,139.09,0.44,1.81,176.54,145.61,0.92,5.78,6.87,0,0.8,3.88,0,1.76,1.46,0,2.5,6.96,166.92,2.69,40.44,0.18,0,0,5.04,0,5.95,18.78,0.17,8.35,2.18,32.65,50.33,0.16,13.96,8.51,0.28,0.14,5.03,0.39,0.35,0,0.04,602.89,0,28.4470692,6.2689524,1.1514496,11.1225033,1.7135684,48.7035429,651.5935429
2024-03-01,2024,"Q1","2023/24","Q3","March",93.7771195135878,0.0197294056222622,17.0069038628086,0.00387123534553218,1.67202828637802,11.4380951014267,29.7604544003613,24.6092548393492,0.173648459846694,0.913353821356485,3.62137009181081,0.315194439397661,1.51544841107834,2.72776715880625,3.95817812632125,0,0.0467257317887539,1.04924485395008,2.62749232803005,0.234715212552365,7.19279845591162,6.6552399731394,0.532988337020374,0,0,0,0.004570145751848,265.523922003553,0.0156635909150679,1.89041373607577,0.549288818841638,260.868248187658,0.208470938734214,1.99183673132799,61.9636794640423,20.3169318512475,0.878835158260442,13.8731173241786,5.80154491752114,0,0.00843213115345842,2.62867365276872,0.00305813211774625,3.40199941781767,1.18719743124705,0.00292452436631593,10.643108026536,3.21785689682768,195.579785481274,3.19726405274014,91.2676544507063,0.354580974136975,0,0.0643065201721795,1.32312367197713,0,6.10862746312373,16.2757279731738,0.000245442193007108,3.61257727558719,2.45181965640456,32.322988075759,38.3103533145398,0.290516610760318,13.8509939402442,7.17084066322119,0.421610470162364,0.724829957896202,5.53371284896448,0.199840745453923,0.0846912124971111,0,0.115149532956812,642.046317730388,0,28.8982756,7.3456868,1.1608472,10.2091997,1.8191799,49.4331892,691.479506930388
2024-04-01,2024,"Q2","2023/24","Q4","April",93.7798989016753,0,10.2755361290784,0.0184337966493327,1.01581551590024,10.9031556477533,43.0391879924813,13.1067207870939,0.481299933056778,1.08726043591024,6.52959716968438,0.208946081782472,2.21356009181845,4.90038532046651,4.42559684988951,0,0.0335036847648948,0.488259225732262,3.70259738923368,0.201236550158671,10.4028844676032,9.23226924142703,0.701743512764413,0.425339429892962,0.00494926052216138,0,0.0385830229966259,165.122705009062,0.0238872341565056,1.51080806093563,0.863147564923898,160.665361305985,0.203017776032196,1.85648306702846,164.157575913483,75.3348718391234,1.07950943788206,26.1641762316342,7.2933275781506,0.0258996386135205,1.56470595203845,1.83166480116093,0.0342370050063632,3.99261989716935,1.79134814203983,0,41.9691640128436,3.07605137782089,152.385535854332,2.46647469870911,35.0830322300396,1.81091561816981,0,0.220482495199298,4.4248141109051,0,6.14090113775787,19.8982363425606,0,2.03801242297721,1.01363257040817,34.7708259541503,44.4261396941859,0.0920685792691169,18.1477603389915,10.7898350305554,0.399681084560435,1.13125363514788,5.82699058872776,0.286718242033149,0.247495549410585,0,0.0392226926225641,608.70867557707,0,26.7533373666667,6.80070466666667,2.23074356666667,11.5183689666667,1.84190836666667,49.1450629333334,657.853738510403
2024-05-01,2024,"Q2","2023/24","Q4","May",113.844141322211,0.0908451673297449,8.85067703549662,0.0174448799958395,0.984762578412253,16.5973295523327,60.9603369814501,10.3757407197433,0.419858337857389,2.93289861334041,6.812312124056,0.227772249576539,1.70522832891622,3.8689347537035,3.7174463477442,0,0.0491771235405778,0.120285929219648,3.53947730647733,0.00850598850664378,13.0148293616492,11.3308243404027,0.957336377992607,0.725242631084492,0,0,0.00142601216943599,302.907657728346,0.0179053490911928,2.16208139036008,0.59202636302951,297.72363717852,0.187087309722547,2.22492013762256,209.196718075207,121.9704224478,0.8952786388472,12.642363619107,6.19523667573218,0.011950286033752,1.05517910220167,1.50794993655251,0.0811391832436228,2.44828483501053,0.805024642837662,0.00194456145825207,59.6586840806615,1.92326006572094,165.016357674229,3.15763571506263,43.6179922482179,0.110592610708064,0.0861683238422134,0.00294395680890345,0.260765214395299,0,5.50384600670879,16.6538990755298,0.195725095561276,3.26325103778978,2.97497950613637,34.9687781999485,54.0618964938762,0.15788418964337,19.0177968096035,8.36498605575474,0.412409435891299,1.78732226070676,8.45307905725068,0.595701923919075,0.540821544534308,0,0.0548803793847674,827.310649242908,0,28.0328940555556,6.80511462222222,1.51434678888889,10.9500239888889,1.79155222222222,49.0939316777778,876.404580920686
2024-06-01,2024,"Q2","2023/24","Q4","June",135.943776823798,0.00328615167080279,7.38975801536478,0.00690378888440007,0.667538177424408,22.4729859694739,72.1572556797921,14.2742896658565,0.491615208455355,1.94390030712758,9.88684364140599,0.371698157116294,1.98407610642855,4.29362595479765,5.23185048183795,0,0.0884657539205758,0.347340448077753,4.65158627337463,0.144458006464992,13.0758004933216,11.6275132135934,0.930791389184169,0.517495890544018,0,0,0,177.245910093863,0.014928587281017,2.37355209735754,0.681837930120642,171.751627751577,0.140418168701501,2.28354555882497,137.674575283415,22.2186363228352,1.86804143264372,20.8258676652833,6.02362166881953,0.012864308987025,0.0649857993875187,0.116043294949553,0.424734986122552,1.38492870874148,0.564399315981584,0.161745747047435,79.9568256336668,4.05188039894966,162.649526125394,2.49071909990269,43.318790409367,0.61246108359523,0.0944662213990776,0.0083613312381622,0.144252259217092,0,8.08987575172939,18.1797211682042,0,11.5235368737454,2.64489687664309,35.9832434690782,39.3757868199117,0.183414761362981,19.3247256272453,9.38653351274244,0.450383292343998,1.57861061952706,7.90919820263176,2.09119211113293,0.281027423860826,0,1.8101646872721,653.237357040008,0,27.8948356740741,6.98383536296296,1.63531251851852,10.8925308851852,1.81754682962963,49.2240612703704,702.461418310379
2024-07-01,2024,"Q3","2024/25","Q1","July",174.099700752714,0.389950647010171,9.00236673601389,0.0136357482092207,0.490895091456401,36.9276359436405,88.5936041229592,17.1254911839759,0.415718084157511,4.18610715441585,8.83231859859035,0.328525521104685,1.9770851397592,5.81636678142083,5.1536261592122,0,0.0952366078011168,0.418842491273224,4.4010590936686,0.238487966469256,11.8776197839208,11.3509208702285,0.513034740641865,0.0132761730610174,0,0,0.000387999989430097,238.05819276169,0.0200249782656375,2.77660105115284,0.552129500517976,232.103314952562,0.207474289768598,2.39864798942333,122.730806593132,12.6786308043081,3.30632057517202,13.2052705241871,7.18324885350131,0.0287204842072441,0.187602759048127,1.03493689741645,0.0198468555860615,5.94399894485946,1.65887991818453,0.00708926679227234,72.8686440185185,4.60761669135048,179.729645299313,2.40837021723182,49.988079836211,0.820341006138471,0.033295312248139,0.00430505402694797,0.144859096326166,0,6.25405082936963,19.698643750513,0,12.165980339183,1.46465721111831,45.1302624260022,41.5965306569796,0.0202695639650876,31.6239461329533,12.4083495693091,0.372316177999698,1.00619702960286,17.8370833560416,0.262413558594821,0.214957275184019,0,0.0474562834108019,763.53595104153,0,27.5603556987654,6.86321821728395,1.79346762469136,11.1203079469136,1.81700247283951,49.1543519604938,812.690303002024
2024-08-01,2024,"Q3","2024/25","Q1","August",184.105804522636,0.00141679668192466,12.3007104045597,9.98458083510627e-06,0.898328931618422,51.1278067010102,82.0343942549529,21.2107789839706,0.58985950346325,1.33488611607324,9.71729036010467,0.33738720072343,1.95984040915557,2.59309487574158,6.60645280900161,0,0.102517576537081,2.16182674437936,3.89576218032122,0.446346307763947,7.51082713888245,6.76498366974576,0.599917866372109,0.142833311541147,0.00108830749145768,0,0.00200398373197516,260.946962471386,0.0264259367760514,3.24358885255681,0.289288834268154,255.138686936933,0.283818752009191,1.96515315884232,104.612157068619,17.1391023007014,2.02042002881356,7.86689101578449,4.78966109415714,0.145435821352589,0.0257509555046956,0.81873535421099,0.136842200159027,0.197094084574388,1.32461598134154,0.000416352642210904,65.2760621215052,4.87112975787167,181.481822027997,2.64997516166055,48.29075929872,1.36498618292395,0.13613629762749,0.0636659945629983,0.193150636107709,0,5.94716446602074,29.2432348392927,0.00639006296606709,12.4986665776514,0.697852222577173,46.0381193499618,34.3316122086352,0.0201087292888918,35.9995684878696,18.6683278752928,0.420537665960557,0.697945402779533,16.2127575438367,0.157269357979541,0.0728320809417399,0.0164743810843917,0.0679628959534094,781.420863884371,0,31.0692425,10.4780024,1.0759818,5.881406,1.3417567,49.8463894,831.267253284371
2024-09-01,2024,"Q3","2024/25","Q1","September",126.105116232683,5.97998178293592e-05,13.0159540257987,0.0173130451736276,0.072338049846608,27.2175747698111,59.5071773229349,11.3258653574081,0.339278663197577,1.75665486005457,7.95435437108831,0.0555768514958618,2.17320876565143,2.66976035040485,4.48428807827668,0,0.0444801842632703,0.504877303060896,3.45338338299088,0.481547207961632,6.82806505713534,6.30027985822477,0.527785198910575,0,0,0,0,247.628173066661,0.0198164385382331,2.40961981257592,0.461235963943735,242.097104939307,0.137212561227706,2.5031833510681,76.3992649113371,13.6707711358728,0.90788019160428,10.6988286206473,6.00517150357655,0.0140245559822874,0,0.47014860451576,0.0718214365074702,0.0627207105885872,0.90503653557638,0.0815697938039728,38.9998890254846,4.51140279717713,157.267711567228,3.7607047766711,44.543432567652,0.252166941846366,0.0205965880744187,0,1.26463851776872,0,6.27117147494189,25.8682870180674,0.19754283482274,5.20841395008865,1.24898638052738,37.684496340137,30.8185867600139,0.128687416616415,24.4656742545249,11.505863880427,0.58305524766559,0.961549409489827,11.4152057169425,0.313469124854944,0.0996263613078149,0,0.213842763547129,643.491762292701,0,30.7834649286377,13.8379021004535,0.589854633888999,7.08001013838089,1.819488814801,54.1107206161621,697.602482908863
2024-10-01,2024,"Q4","2024/25","Q2","October",113.498009644208,0.07164785288837,6.86773222380389,0.188561917241067,0.66290485671282,28.2180246656191,57.2747425380774,10.6672940557168,0.157464499149644,2.13117599893566,2.73751002348262,0.189469765048459,1.91657065813194,2.41491058939984,5.22694366241115,0,0.0457268403010257,2.10477916601944,2.76869181554594,0.30774584054474,5.84331061200528,5.4238978716291,0.41941274037618,0,0,0,0,281.717778149306,0.0177178202415705,3.12962092769545,0.905666431378603,275.498016319236,0.274462021847092,1.89229462890706,106.403014084306,14.0011804910625,1.67643175188745,13.7141586400278,11.5675886642686,0.015774275690297,0.0806182816893864,0.177889930099896,0.597586931894266,2.6473482364284,0.70413357658081,0.00195384263102922,54.6463349583545,6.57201450369153,162.342416706425,2.41834207946061,44.9260507315182,0.36913981065374,0.0884037057768017,0,0.231783527143201,0,6.96109849058261,25.9917626931213,0,3.01085332242873,0.861363278682475,40.255830070402,37.2277889966553,0,38.0836865807181,19.3360975355592,0.460996954669381,1.18484471624843,17.1017473742411,0.843689943936083,0.735954176775741,0,0.107735767160342,713.958849383315,0,29.6484182841812,14.6778269887347,0.6971938912446,8.12913218003502,2.5042426002357,55.6568139444312,769.615663327747
2024-11-01,2024,"Q4","2024/25","Q2","November",87.2718124229501,0.0265713996146582,6.94808076392601,0.00258258618026519,1.25621888216902,9.8103053480121,48.2763771628997,9.08102178276165,0.213832449196934,2.00628089661629,2.89270788208567,0.334296837610022,2.01464031060417,4.40889612127365,12.3493350081391,0,0.0591017207599526,9.61510015694059,2.57685053237456,0.0982825980639943,11.3851488106024,10.412275475406,0.564211239856201,0,0,0,0.408662095340198,238.134667094448,0.0206251916547207,2.1101394260169,0.957615749359726,232.422123394181,0.20242471526165,2.42173861797448,92.2391750057449,11.831162409028,2.78954733728249,8.55581060963679,9.09259447888335,0.0147520065144991,0.0944194783934737,0.157830369109784,0.0446009630836018,10.6427637830162,0.71239859277064,0.146485537757809,41.9255322589649,6.23127718130332,161.233365936951,2.63703417367574,50.6122312790926,0.401936274974731,0,0,0.441351816011468,0,4.59690679481948,21.1251848806873,0,4.23837965601441,1.63805221475201,38.1173499964387,37.3638784187501,0.0610604317346073,37.4348306129232,19.3821930119924,1.61148605501198,1.04183738791349,15.3993141580053,0.771485271449116,0.726987260756016,0,0.0444980106931004,640.819820163208,0,30.7055274681084,15.4854218218716,0.6015618788762,7.71484708005211,3.13161672198069,57.638974970889,698.458795134097
2024-12-01,2024,"Q4","2024/25","Q2","December",111.924224834612,0,10.2405689639406,0.00949615559353569,1.55474232782651,19.9128700040196,52.7775795026266,10.6898569719057,0.316171048947758,1.62516355966839,8.78748684882945,0.345829878415192,1.71939556503568,3.94506400780283,10.8494051516393,0,0.066335435808472,8.56689312497343,1.81799921362633,0.398177377231024,12.370415604913,8.94890159725703,2.90754511299403,0.109799299050256,0,0,0.404169595611678,271.94340204404,0.140511844049499,2.01269315119987,0.955379624419632,266.590196320876,0.204934208078229,2.03968689541663,93.9836393353803,12.2739970634335,0.978828824112852,3.89112763153625,9.75948163970323,0.0382780117582156,0.00791346299461307,0.549037922138329,0.207353503396577,19.6558150893495,1.02392623917727,0,41.7834340306774,3.8144459171026,160.944601014448,2.62057164369666,44.414533570369,0.508635530140959,0,0.0394199267680592,0.419350586829068,0,6.29666485489228,22.9952719645551,0,5.48727956989893,5.89162006669168,44.1660367549947,27.2759248720238,0.829291673588125,31.0699164503954,19.5258864516498,0.576547296624191,0.525447016907167,10.4420356852142,0.513480354526974,0.456197505620585,0,0.0572828489063886,693.599084789955,0,39.1749514782003,15.2335836379211,0.4381345048369,7.74275350419799,4.11729400948258,66.7067171346389,760.305801924594
2025-01-01,2025,"Q1","2024/25","Q3","January",144.884632920986,0,24.795173744292,0.0118039850859543,1.900590142398,18.9390997094696,66.0317131038469,17.4178282013219,0.577113765517609,1.97508896315578,7.98751235936636,0.665776697241854,1.39123096997359,3.19170127931647,9.82177600542852,0,0.0495785723483694,6.26385992680005,3.35164613196956,0.156691374310549,25.6607355668569,16.1150328511383,9.21541839469267,0.00593487392677659,0,0,0.324349447099101,283.482701745748,0.0238194861972377,0.837891895317441,1.47548361214588,276.598922674371,0.485235979818788,4.06134809789819,129.330092290575,17.3907573173958,1.08045970940691,16.2906537808356,10.0338729114165,0.0151267298851816,0.314558151681033,1.66947705060139,4.06666956973121,18.1504403695122,0.366366196854411,0.00273004211486068,58.0026332803249,1.9463471808154,207.548290458979,2.41446935777943,43.1157653874425,0.247390434404931,0.0481456032458781,0.0393274419563872,1.0522553852468,0,5.01225377564243,27.9786431892266,0.224004979696815,15.1128403894248,4.04407753633581,46.9235840179144,61.2275791021093,0.107953858552472,20.5326492498206,12.5434581997457,0.464245093072759,0.434664575630571,7.09028138137152,0.378123372924491,0.331728586541096,0,0.0463947863833953,821.639001611318,0,23.6289244411721,13.4915277238699,0.969077165805817,5.23315008223873,2.0615043280665,45.384183741153,867.023185352472
2025-02-01,2025,"Q1","2024/25","Q3","February",165.625588547877,0.0713560940340456,16.1726350407704,0.0988480021293838,1.36170142443741,22.4718832305792,86.3808922391277,19.6084540114867,1.23929876162293,1.35387630236205,6.81416049502029,0.778220016989754,2.36417683925623,6.91008609006095,18.4957913146335,0,0.0464708792809455,13.316410605263,4.61799768932664,0.514912140762988,27.5872817772603,17.0517677664381,10.3345080406619,0.113462616182039,0,0,0.0875433539782549,277.082562600064,0.0183137120139113,2.96777794738476,1.13143727929865,270.186237465534,0.207886608519016,2.57090958731354,114.072140617877,16.9676070212156,0.784411941276803,2.91248023578334,8.04725860285447,0.0333197653938148,0.193092128200145,0.585423940038864,0.17699021009694,22.6071719808896,0.660909735046709,0,57.973256380408,3.1302186766723,169.90996066776,2.61154402716314,41.1982117430201,0.414015544470856,0,0.0511549813731816,2.12825453941534,0,7.14282922102415,21.2633012635294,0.0296184226919466,10.854457676811,6.83434837911296,39.4429059414142,37.3462055199377,0.59311340779634,23.1924219440975,14.84829206153,0.232663027202882,0.714430852593601,7.39703600277104,1.44634225195792,0.679629213409743,0,0.766713038548173,797.412089721527,0,37.8540961449415,10.12310598737,0.779890415012181,6.76551550511503,2.15147053986368,57.6740785923024,855.086168313829
