"Date","Year","Quarter","FY","QFY","Month","EX_EUU","EX_AUT","EX_BEL","EX_DNK","EX_FRA","EX_DEU","EX_ITA","EX_NLD","EX_POL","EX_PRT","EX_ESP","EX_SWE","EX_GBR","EX_EUU_OTH","EX_ROE","EX_BGR","EX_NOR","EX_CHE","EX_TUR","EX_ROE_OTH","EX_AMC","EX_USA","EX_CAN","EX_MEX","EX_BRA","EX_ARG","EX_LAC_OTH","EX_MIE","EX_BHR","EX_ISR","EX_SAU","EX_ARE","EX_JOR","EX_MIE_OTH","EX_ASI","EX_IND","EX_JPN","EX_MYS","EX_CHN","EX_THA","EX_SGP","EX_PAK","EX_KOR","EX_IDN","EX_VNM","EX_TWN","EX_HKG","EX_ASI_OTH","EX_COM","EX_ETH","EX_KEN","EX_MWI","EX_NAM","EX_MUS","EX_ZMB","EX_SWZ","EX_BDI","EX_RWA","EX_MDG","EX_SDN","EX_EGY","EX_COD","EX_SSD","EX_COM_OTH","EX_ROA","EX_TZA","EX_ZAF","EX_NGA","EX_ROA_OTH","EX_UCL","EX_AUS","EX_ISL","EX_UCL_OTH","EX_F_TOT","EX_IF_BDI","EX_IF_COD","EX_IF_KEN","EX_IF_RWA","EX_IF_SSD","EX_IF_TZA","EX_IF_TOT","EX"
2009-09-01,2009,"Q3","2009/10","Q1","September",30.744,0.227,2.164,0.417,1.885,0.722,0.548,5.61,0.068,0,0.4,0.015,4.974,13.714,0.895,0,0.002,0.564,0,0.329,2.285,2.236,0.049,0,0,0,0,9.068,0.09,0.507,0,8.169,0.089,0.213,5.35,2.315,0.305,0,0.592,0.001,0.267,0,0,0,1.043,0.028,0.782,0.017,56.267,0.066,17.079,0,0,0.003,0,0,3.85,11.205,0,10.824,0,13.174,0,0.066,6.835,3.521,1.5,0.003,1.811,8.23006399999995,0.076,0,8.15406399999995,119.674064,0.40713502,7.76567890999995,8.35550507999998,2.09837221000001,39.9522500410602,3.16239685000001,61.7413381110602,181.41540211106
2009-10-01,2009,"Q4","2009/10","Q2","October",31.861,0,1.972,0.818,1.708,0.372,0.93,6.875,0.297,0.39,1.603,0.002,2.73,14.164,1.466,0,0.006,1.46,0,0,2.967,2.796,0.171,0,0,0,0,7.855,0.005,0.675,0.029,6.975,0.081,0.09,5.417,1.523,0.3,0,1.025,0,0.02,0.617,0,0,0.787,0,0.992,0.153,68.875,0.18,21.277,0.002,0,0,0.006,0,5.01,13.146,0,13.86,0.08,15.254,0,0.06,6.262,3.92,1.314,0.059,0.969,9.67433899999993,0.115,0,9.55933899999993,134.377339,0.587484979999999,10.1693848800001,9.81654022999997,1.39500212,43.3879894199899,5.84994880000003,71.20635042999,205.58368942999
2009-11-01,2009,"Q4","2009/10","Q2","November",37.176,0,2.113,0.602,1.471,1.3,3.291,8.982,0.385,0.625,1.011,0.017,2.484,14.895,2.768,0,0.017,2.262,0.489,0,4.007,3.838,0.169,0,0,0,0,3.712,0.103,0.556,0,2.852,0.105,0.096,9.114,1.733,0.099,0.001,1.593,0,0.557,0,0.581,0,0.75,0,2.613,1.187,60.272,0.219,14.665,0.003,0,0,0.016,0,3.986,11.285,0,14.653,0,15.299,0,0.146,4.565,3.398,1.018,0.004,0.145,6.83448700000002,0.397,0,6.43748700000002,128.448487,0.65127253,8.74938848000001,13.7424439299999,1.97868852,45.2619755186797,5.90276384999999,76.2865328286796,204.73501982868
2009-12-01,2009,"Q4","2009/10","Q2","December",34.531931,0,1.548,0.552303,1.01,0.947,0.821,5.922,0.982042,1.166,1.664,0.006,1.764,18.149586,3.485,0,0.097,3.019,0.369,0,7.14,6.573,0.374,0.03,0,0,0.162999999999999,6.416,0.003,0.251,0.002,5.901,0.1,0.159,9.404,2.24,0.093,0.461,1.429,0,0.886,0.458,0.741,0,0.959,0.001,0.324,1.812,66.801,0.302,15.483,0.003,0,0.076,0.011,0,6.327,13.059,0,15.28,0.07,15.968,0,0.222,6.198,3.224,2.047,0.003,0.924,8.05206900000007,0.346,0,7.70606900000007,142.028,1.17881324,11.24847393,14.42688063,3.20980850999999,55.1129526205499,9.91182510000001,95.0887540305499,237.11675403055
2010-01-01,2010,"Q1","2009/10","Q3","January",37.483,0,2.115,0.844,2.216,1.551,0.67,7.066,1.169,0.86,1.39,0.007,3.182,16.413,3.945,0,0.04,2.258,1.135,0.512,2.747,2.372,0.048,0,0,0,0.327,9.492,0.161,0.478,0.046,8.677,0.073,0.057,6.322,0.368,0.009,0.176,1.872,0,0.821,0,0.14,0,1.636,0.005,0.97,0.325,60.425,0.064,11.941,0.003,0,0,0.009,0,5.569,11.287,0,16.805,0.07,14.256,0,0.421,3.077,2.248,0.673,0.003,0.153,9.38609325499712,0.546,0,8.84009325499712,132.877093254997,0.93745313,10.51979022,12.98069308,4.37591737,31.77427123,6.80688113,67.39500616,200.272099414997
2010-02-01,2010,"Q1","2009/10","Q3","February",35.44,0,1.452,0.262,1.544,1.989,0.415,7.65,0.365,0.524,1.933,0.002,2.529,16.775,3.976,0,0.026,2.688,1.152,0.11,2.546,2.005,0.51,0.001,0.03,0,0,11.422,0.006,0.866,0.066,10.262,0.103,0.119,8.518,1.174,0.21,0.176,2.114,0,1.906,0.002,0.698,0.117,0.353,0,1.083,0.685,60.581,0.027,13.652,0,0,0,0,0,4.823,10.069,0,16.757,0.037,14.903,0,0.313,6.18,3.361,2.219,0.084,0.516,6.29685595299831,0.628,0,5.66885595299831,134.959855952998,0.84278144,7.996286,9.6405166,3.0789623,25.092725,6.8408618,53.49213314,188.451989092998
2010-03-01,2010,"Q1","2009/10","Q3","March",33.925,0.002,1.936,0.659,1.117,1.091,0.484,7.615,0.541,0.275,2.313,0.003,5.011,12.878,2.629,0,0.021,1.44,0.843,0.325,2.33,2.065,0.247,0,0.018,0,0,13.942,0.113,0.502,0,13.118,0.1,0.109,12.003,1.653,0.312,0.221,2.71,0,3.654,0.002,0.367,0.967,1.033,0,0.9,0.184,71.298,0.413,14.494,0,0,0.253,0.553,0.006,4.146,11.462,0,20.467,0.001,19,0,0.503,5.024,2.586,1.728,0.007,0.703,10.5736114386903,0.516,0,10.0576114386903,151.72461143869,0.82012465,8.3853123,7.7807563,2.7229162,20.38925,6.8466721,46.94503155,198.66964298869
2010-04-01,2010,"Q2","2009/10","Q4","April",29.532,0,1.799,0.653,0.797,1.817,0.693,6.387,0.112,1.123,1.759,0.009,3.398,10.985,2.496,0,0.019,1.97,0.387,0.12,1.549,1.489,0.06,0,0,0,0,12.853,0.003,0.824,0,11.816,0.088,0.122,9.81,1.619,0.165,0.229,2.129,0,3.485,0.001,0.193,0.129,0.437,0,1.202,0.221,63.944,0.704,14.115,0.033,0,0,0,0,5.932,10.919,0,14.085,0.146,17.666,0,0.344,5.478,3.489,1.473,0.042,0.474,11.0990251932868,0.021,0,11.0780251932868,136.761025193287,0.79746785,8.77433638000001,5.92099148999995,2.36686929999999,15.6857713300001,6.8524819,40.3979182500001,177.158943443287
2010-05-01,2010,"Q2","2009/10","Q4","May",34.805,0,1.851,0.544,1.019,1.472,0.423,7.491,0.442,1.152,2.097,0.002,3.76,14.552,1.591,0,0.027,1.503,0,0.061,1.966,1.801,0.129,0,0.014,0,0.022,13.013,0.006,0.735,0.032,11.96,0.094,0.186,7.636,0.504,0.019,0.029,1.909,0,3.379,0.001,0.286,0,0.502,0,0.705,0.302,64.564,0.743,16.653,0.003,0.002,0,0.001,0.005,3.218,12.54,0,17.018,0.003,14.169,0,0.209,6.115,3.671,0.716,0.002,1.726,9.28024989864222,0.266,0,9.01424989864222,138.970249898642,0.43541482,11.34505082,5.02285939999999,2.80272369000001,13.61436499,3.95788089,37.17829461,176.148544508642
2010-06-01,2010,"Q2","2009/10","Q4","June",35.447,0,1.713,0.415,0.287,1.026,0.528,8.505,0.308,0.657,1.78,0.074,2.855,17.299,1.495,0,0.082,0.851,0.512,0.05,1.314,1.226,0.08,0.001,0.007,0,0,14.988,0.114,0.592,0,14.131,0.085,0.066,4.862,1.237,0.337,0,1.491,0,0.909,0.007,0.065,0,0.118,0.012,0.62,0.066,64.95,0.091,13.184,0.003,0,0,0.003,0,4.489,13.2,0.003,18.862,0.08,14.827,0,0.208,5.376,3.895,0.947,0.263,0.271,7.65594453493305,0.001,0,7.65494453493305,136.087944534933,0.459864740000001,13.91576463,4.12472739,2.8520752,11.5429540599999,1.06327941,33.9586654299999,170.046609964933
2010-07-01,2010,"Q3","2010/11","Q1","July",33.159,0.028,2.088,0.183,0.698,0.936,0.474,7.303,0.412,0.717,0.959,0.004,1.566,17.791,1.228,0,0.058,0.721,0.337,0.112,1.586,1.311,0.273,0,0.002,0,0,9.193,0.003,0.611,0.039,8.391,0.091,0.058,17.4585278338521,2.55248322579912,0.174624759775168,1.34941167,2.8902374893727,0.14882647,0.45152194,1.29821028,0,3.14450598,1.07038493,0,2.45887534,1.91944574890515,57.692,0.002,12.792,0.006,0.012,0,0.016,0.024,2.865,9.977,0.234,18.996,0.245,12.494,0,0.029,4.462,3.496,0.242,0.002,0.722,10.8396558396115,0.076,0,10.7636558396115,135.618183673464,0.628033000000001,12.1632706699999,4.48788421000002,2.59871136999999,15.5882266599999,1.22580975,36.6919356599998,172.310119333463
2010-08-01,2010,"Q3","2010/11","Q1","August",31.647,0.029,2.091,0.182,0.363,0.831,0.364,6.648,0.932,0.716,1.12,0.002,1.433,16.936,0.841,0,0.083,0.646,0.001,0.111,1.749,1.61,0.11,0,0.029,0,0,11.428,0,0.512,0,10.735,0.11,0.071,7.89,0.614,0.083,0.042,1.303,0.031,0.243,0.01,0.297,0.244,1.531,0.033,2.006,1.453,76.316,0.015,26.337,0,0,0,0.009,0,5.013,11.401,0,17.613,0,15.881,0,0.047,3.815,3.188,0.404,0.03,0.193,11.1146035151093,0.075,0,11.0396035151093,144.800603515109,0.73918199,13.866137,6.180698,2.0946371,17.143789,1.7836538,41.80809689,186.608700405109
2010-09-01,2010,"Q3","2010/11","Q1","September",25.929,0.001,2.212,0.064,0.333,1.198,0.958,5.636,0.335,0.544,0.598,0.002,1.261,12.787,0.953,0,0.004,0.877,0.043,0.029,2.63,2.525,0.022,0.002,0.081,0,0,9.413,0.006,0.186,0.002,8.66,0.08,0.479,7.517,1.498,0.19,0,1.4,0.03,0.251,0,0.073,0.001,1.274,0.006,2.207,0.587,58.88,0.001,12.43,0.01,0,0,0,0,4.84,13.437,0,13.282,0.074,14.708,0,0.098,3.017,2.341,0.23,0.001,0.445,9.1671454695455,0.001,0,9.1661454695455,117.506145469545,0.34098684,11.7200206900001,8.42067069000001,2.24724297,15.2466115699999,2.43922325,40.41475601,157.920901479545
2010-10-01,2010,"Q4","2010/11","Q2","October",32.708,0.032,2.492,0.318,0.449,0.617,0.983,6.467,0.837,0.548,0.815,0.016,1.767,17.367,1.322,0,0.112,0.396,0.773,0.041,1.708,1.655,0.048,0.001,0.004,0,0,7.028,0.101,0.306,0,6.442,0.121,0.058,6.707,1.598,0.103,0.022,0.818,0,0.303,0.034,0.173,0,0.988,0,1.88,0.788,69.347,0.013,19.79,0,0,0,0.002,0,3.472,13.41,0,15.259,0.097,17.209,0,0.095,5.54,2.951,0.407,0.002,2.18,5.45568872036868,0.09,0,5.36568872036868,129.815688720369,0.58387051,14.44942967,8.90171265,2.23167514,11.5744632,3.73069672,41.47184789,171.287536610369
2010-11-01,2010,"Q4","2010/11","Q2","November",40.932,0,2.754,0.798,0.59,0.857,0.806,6.308,0,0.49,0.671,0,1.669,25.989,1.975,0,0.017,1.532,0.295,0.131,1.493,1.225,0.264,0,0.004,0,0,7.954,0.006,1.45,0,6.319,0.089,0.09,7.839,0.687,0.354,0.026,1.736,0.038,0.259,0.009,0.253,0,0.96,0.063,2.814,0.64,66.245,0,17.097,0.001,0,0,0,0.007,3.776,14.06,0,16.196,0.212,14.896,0,0,4.596,3.233,0.488,0.027,0.848,11.54841619,0.164,0,11.38441619,142.58241619,0.82675413,17.178831,9.3827423,2.2161052,7.9023041,5.0221694,42.52890613,185.11132232
2010-12-01,2010,"Q4","2010/11","Q2","December",38.378659,0,2.380335,0.474287,0.706309,0.676766,0.936694,7.383298,0.82116,0.801113,0.734818,0.001811,3.419719,20.042349,2.762485,0,0.013142,2.537681,0,0.211662,1.886216,1.681429,0.147373,0.038619,0.018795,0,0,10.595896,0.00477,0.940027,0,9.487547,0.115513,0.048039,16.424941,2.300135,0.401467,0.126674,3.410609,0.001937,4.084786,0,0.773603,0,0.955011,0.015645,3.088593,1.266481,65.762751,0.105555,15.123754,0,0,0.890479,0.011872,0,2.922941,17.130477,0.005193,17.209815,0.0042,12.227786,0,0.130679,4.525147,3.149428,0.789146,0.00114,0.585433,6.052522,0.311647,0,5.740875,146.388617,0.58473017,12.866231,11.223483,3.2936791,11.340383,6.7456832,46.05418947,192.44280647
2011-01-01,2011,"Q1","2010/11","Q3","January",45.79002803,0,3.41145114,0.21176525,0.4168554,1.5716157,1.04528144,5.91317288,0.179681,0.70030453,0.79494433,0.06027575,7.94775525,23.53692536,6.81564239,0.081044,0.05866487,5.65977645,0.93874686,0.07741021,3.05438477,1.73864036,0.36641139,0.04458557,0,0,0.90474745,6.44691615,0.01185464,0.99318071,0.0005914,5.22583272,0.0932315,0.12222518,17.33087574,1.46147118,0.45846729,0.05149288,2.09820618,0.00058352,5.9009559,0.05511003,0,0,1.84360412,0,3.6702385,1.79074614,70.4275016599998,0,17.8955686699999,0,0,0.7896844,0.00163023,0,2.29207512,17.6701698699999,0,18.15219328,0.002,13.51063226,0,0.11354783,4.14320113,2.99729536,0.17224045,0.01316953,0.96049579,8.81286682999983,0.04458557,0,8.76828125999983,162.8214167,0.83891262,11.07247959,7.45496004000001,1.91866131,7.41977728000001,2.81973057,31.52452141,194.34593811
2011-02-01,2011,"Q1","2010/11","Q3","February",43.41092248,0.00285834,2.47926047,0.11441768,1.22334277,1.64772354,0.93970032,8.87666322,0.2125021,0.54519143,1.06687913,0.001768,6.87427248999999,19.42634299,7.20273912,0.01136174,0.01438741,5.91294354,0.97192885,0.29211758,4.50095729,2.35904053,1.13570571,0.0502213,0.01452465,0,0.9414651,13.11820457,0.00486625,0.89223529,0,11.79398483,0.0709635,0.3561547,18.95218536,1.31917067,0.42526037,0.30071933,2.41722322,0.15595833,9.23422783000001,0.07675184,0,0,0.8382704,0,1.80043555,2.38416782,71.9670009199999,0,17.78305884,0.00018,0,0.35573005,0,0.008693,2.37196762,15.01152428,0.00104,22.65568857,0.12813606,13.0323592799999,0,0.61862322,7.38427151,4.06489942,0.57307556,0.09066083,2.6556357,7.71743115000023,0.13297927,0,7.58445188000023,174.2537124,0.76679818,10.10260478,5.55576561000001,2.13210819,7.02186053000001,2.78867283,28.36781012,202.62152252
2011-03-01,2011,"Q1","2010/11","Q3","March",54.34645988,0.00257843,3.47989554,0.3786093,2.32898308,0.87792072,3.12667091,8.22683694,0.30892601,0.11549322,1.22852092,0,10.38034384,23.89168097,6.25285356,0,0.00660863,5.57373837,0.57911159,0.09339497,2.93526991,1.59226954,0.13838882,0.048915,0.0178002,0.0026,1.13529635,11.5168058,0.00065788,0.3990907,0.16216799,10.74979108,0.0947553,0.11034285,20.54434324,1.28480972,0.10710262,0.22285156,3.44576866,0.16347795,10.5816413,0.02939495,0,0.00914265,0.17917222,0.00143355,1.32764356,3.1919045,82.37357419,0,15.26183493,0.02272281,0,0,0.0133375,0.001904,2.60371002,16.30681709,0,32.51540909,0.02097768,15.51677413,0,0.11008694,5.96139742,3.13165825,1.26120759,0.03257431,1.53595727,7.58153950999945,0.12694272,0,7.45459678999945,191.512243509999,0.72103719,9.48030001999998,3.87415799,2.27681928,6.86351181,1.99526721000001,25.2110935,216.723337009999
2011-04-01,2011,"Q2","2010/11","Q4","April",44.48362316,0.2088,2.37957031,0.14178951,0.92185717,0.78974685,3.70175751,6.7403755,0.26864867,1.01720846,1.20673319,0.001591,5.34588100000001,21.75966399,1.8740911,0,0.01954032,1.38393614,0.18329148,0.28732316,1.73469311,1.13182864,0.05923223,0.00105,0.27730031,0,0.26528193,11.00193758,0.00838168,0.27249749,0.024188,10.35586769,0.1210826,0.21992012,17.63784834,1.4220311,0.10711313,0.000478,3.04174343,0.40197338,7.81855834999999,0.09386623,0,0,0.99020466,0,2.7695775,0.99230256,75.9228393900001,0,15.54517386,0.004817,0,0,0.00131031,0,3.35117028,14.22575875,0,24.94683763,0,15.5231341600001,0,2.3246374,3.50541064,2.7556988,0.51051051,0.00190863,0.2372927,8.93048515739762,0.00209605,0,8.92838910739762,165.090928477398,0.77325385,9.35800368000002,4.57994680000001,2.29978979,4.22965208999999,1.72636555999999,22.96701177,188.057940247398
2011-05-01,2011,"Q2","2010/11","Q4","May",53.80587915,0.01080647,2.42453457,0.38167021,0.55261583,1.0014523,1.38154614,9.99190027,0.18187734,0.5321598,1.04727844,0.003705,5.61958906,30.67674372,1.26524064,0,0.02558575,0.90818548,0.11540218,0.21606723,2.45959885,1.95183013,0.00699417,0.0010673,0,0,0.49970725,10.72606076,0.00540389,0.81441225,0.00023759,9.59620428,0.14725413,0.16254862,19.70649537,3.20222002,0.2729214,0.1673889,2.38691152,0.05463275,6.53713681,0.04416727,0,0.11556541,1.34286796,0,3.68342368,1.89925965,85.66342543,0,21.70462176,0.02356176,0,0.24715324,0.009752,0,3.15480768000001,17.1224067899999,0.001395,28.0240866900001,0.1047119,15.26634388,0,0.00458473,5.02730051,4.05657781,0.71546912,0.00841199,0.24684159,8.66914857999967,0.27311471,0,8.39603386999967,187.32314929,1.21483341,10.44789859,5.41920270000001,1.93373486000001,7.95154746000003,2.54986267031001,29.5170796903101,216.84022898031
2011-06-01,2011,"Q2","2010/11","Q4","June",53.40172949,0.21048335,2.45734049,0.11891995,0.28257302,1.58149174,1.22262306,8.28647882,0.375694,0.57330199,1.16617824,0.00641131,2.95433595,34.16589757,5.32610546,0,0.02732823,5.17065449,0.04237601,0.08574673,3.97963323,3.18586709,0.09387625,0,0,0,0.69988989,11.31816966,0.00749284,0.96093666,0.00043,10.18596305,0.0945578,0.06878931,11.75716825,2.04882434,0.11918307,0.06367358,2.16229955,0.21671821,1.58769794,0.13656359,0,0.0015,0.82872289,0.00885,3.29089601,1.29223907,94.5912253,0,22.74415983,0.00069427,0,0.38135985,0.02731497,0.57508756,3.02388323,15.5022755099999,0,33.6066875200001,2.86784239,14.84237279,0,1.01954738,4.76396153,3.6200041,0.574809,0.00086775,0.56828068,9.01623812999973,0.24738947,0,8.76884865999973,194.15423105,1.23829873,12.99563522,5.30203532000001,2.37600464,7.42274906,2.4662569,31.80097987,225.95521092
2011-07-01,2011,"Q3","2011/12","Q1","July",52.88267298,0.007198,2.56601216,0.28862617,0.34995574,1.30995279,1.11607064,7.06288470000001,0.008064,0.68289698,0.90916149,0.10318025,1.38452586,37.0941442,2.70131105,0,0.07048513,2.02683583,0.04241699,0.5615731,4.24359323,4.00625091,0.10567335,0,1e-04,0,0.13156897,20.85995553,0.0091444,0.50174114,0.04365542,19.98625608,0.10905476,0.21010373,11.06058694,1.67098517,0.15048079,0.0456715,1.83208642,0.0001428,3.69272625,0,0,0,0.85025133,0.0078951,1.40999707,1.40035051,84.6194695200001,0,20.9588997900002,0,0,0,0.07534406,0,3.54585401,14.8341656799999,0,24.74045109,0.92064297,17.12801784,0,2.41609408,5.43647852,3.92111283,0.66849076,0.00137026,0.84550467,9.55803074999935,0.17424573,1e-04,9.38368501999935,191.362098519999,1.10045299,10.68550637,7.31686261,4.18947372,6.45321748,3.01244299,32.75795616,224.120054679999
2011-08-01,2011,"Q3","2011/12","Q1","August",47.5264842,0.00055,2.31676558,0.0300779,0.13230061,0.47692966,1.32152417,7.72377895,0.01318795,0.59356423,0.9790494,0.0078804,1.7462856,32.18458975,0.74561573,0.00092037,0.02982099,0.64218937,0.001475,0.07121,7.24207641,7.22802609,0.00899,0.00105,0,0,0.00401032,17.2148085,0.00606394,0.86912658,0.04265,15.3946106,0.1608204,0.74153698,8.27523277,1.16778664,0.19038352,0.0010736,1.5532737,3e-04,1.2754465,0.000242,0,0,0.62695657,3e-04,2.56995454,0.8895157,90.5703603300003,0,22.4516984300001,0,0,0,0.11611684,0,5.0513437,17.9232232000001,0,27.6901439200001,1.11717785,14.35709809,0,1.8635583,5.01405306,3.00907475,0.57073605,0.02091628,1.41332598,8.1266408099984,0.31577481,0,7.8108659999984,184.715271809999,1.31504841,13.21779333,7.91482403000001,3.85747484,7.15768304000001,3.06780465,36.5306283,221.245900109999
2011-09-01,2011,"Q3","2011/12","Q1","September",48.50264461,0.02597828,2.08216027,0.29350346,0.29915217,1.1641043,1.62753066,7.92995657,0.18598887,0.33378338,1.09837178,0.00692,1.53270884,31.92248603,10.64159126,0,0.00014219,10.10110968,0.000102,0.54023739,2.52815511,2.44504998,0.08270309,0,0,0,0.00040204,9.07866544,0.01169756,0.86064425,0.01176977,7.64570588,0.1263354,0.42251258,6.57778266,1.61102683,0.07789507,0.00077456,1.78415388,6.366e-05,0.0908697,0,0,0.001106,0.67978489,0.002295,1.32939186,1.00042121,82.1988282199997,0,20.1763036599999,3e-04,0,0.00025,0.0155225,0,4.55945046000001,16.9701313599997,0,23.8979270800001,0.32196363,15.59844554,0,0.65853399,6.06130911,3.31594233,0.71783375,0.07877656,1.94875647,8.71827922000145,0.34569222,0,8.37258700000145,174.307255630001,1.68295758,9.11526831000002,4.69338319,3.08126434,8.09342976,2.61223962,29.2785428,203.585798430001
2011-10-01,2011,"Q4","2011/12","Q2","October",36.15309362,0.00046895,2.49044837,0.06940904,0.15239057,0.68752593,2.65224816,6.20122728,0.00025,0.338708,1.28035752,0.17161347,2.45977211,19.64867422,3.49413069,0.01524605,0.16492921,3.07525912,0.016,0.22269631,6.49780462,3.70244894,1.33801214,0,0,0,1.45734354,14.33763931,0.00836034,0.43658638,0.00015,13.5050744,0.1624097,0.22505849,9.45674031,0.88001428,0.10881235,0.31410919,3.01898482,0,0.22975069,0.05295634,0,0,0.89135696,0.02786053,3.02117786,0.91171729,82.8342786099999,0,17.59460258,0.00924684,0,0,0.00500698,0,3.78768418,16.28440963,0.03163552,25.87307879,0.42141252,16.5898621499999,0,2.23733942,5.22267562,2.69688397,1.29989573,0.00388903,1.22200689,9.48965539000139,0.13603072,0,9.35362467000139,167.486018170001,1.01191961,10.65672963,4.57799274,2.70983549000001,5.42413416,1.3212375,25.70184913,193.187867300001
2011-11-01,2011,"Q4","2011/12","Q2","November",48.02445445,0.111165,2.30153706,0.14978911,0.17558375,1.09479752,2.07722576,8.58632923999999,0.08944425,0.64149777,1.0508339,0.10184095,3.26687967,28.37753047,2.4760463,1.098e-05,0.01107126,2.42607754,0.0014,0.03748652,2.41467678,1.39552531,0.45934087,0.00137225,0.0097212,0,0.54871715,13.49116053,0.0154435,1.05505032,5e-05,11.84106377,0.173459,0.40609394,8.76577613,2.32724615,0.39009828,0.00012,1.45336595,0.05985694,0.04891653,0.01714726,0,0,0.59885409,0.0915028,2.55938393,1.2192842,88.0303746699999,0,18.94868404,0.00182126,0,0.72494001,0.02961774,0,4.24890541,15.75606453,0,30.77299554,0.31219636,16.1053985599999,0,1.12975122,4.42595761,3.54682344,0.41657637,0.0020496,0.4605082,10.314147510001,0.05105597,0,10.263091540001,177.942593980001,0.72956465,8.51776736999999,7.72237569,4.53606001999999,6.90294332000001,1.92309866,30.33180971,208.274403690001
2011-12-01,2011,"Q4","2011/12","Q2","December",47.74263297,0.21829926,2.18244219,0.24640444,1.01525548,1.00321702,1.66208721,7.41547361,0.39889375,0.96294628,1.32527213,0.00041206,4.50010296,26.81182658,4.39826782,0.0467978,0.04488566,3.96898263,0,0.33760173,3.3842895,1.89734377,0.02632767,0,0,0,1.46061806,18.91018991,0.01270811,1.40382203,5e-05,17.10660821,0.145114,0.24188756,10.89479609,1.55611313,1.17498122,0.00136852,1.29211602,0.13291832,0.53502682,0,0,0,0.89668544,0,4.42900475,0.87658187,90.11978777,0,18.26375875,0,0,0.2418843,0.28721031,0,3.43935593,15.80265374,0,36.3294755,0.09123887,14.01533582,0,1.64887455,7.69870854,5.64051033,1.4041542,0.15441792,0.49962609,9.17250537999932,0.29489138,0,8.87761399999932,192.321177979999,1.22284076,10.48290014,5.04590357999999,3.75650934999999,8.77508326999998,2.56416507999999,31.8474021799999,224.168580159999
2012-01-01,2012,"Q1","2011/12","Q3","January",46.15412272,0.11151028,2.28380991,0.03863992,2.58449267,0.80079625,1.27146121,5.69375517,0,0.89675249,0.85458805,0.0525,9.83883651999999,21.72698025,4.71505013,0,0.05254573,4.34258179,0.26222471,0.0576979,2.63510473,2.20337747,0.28195454,0,0.0068846,0,0.14288812,11.90337452,0.13202598,1.04878776,0.10716609,10.28981066,0.147762,0.17782203,10.82047155,0.53512806,0.63285466,3.894e-05,3.19902701,0,2.25756322,0.13252875,0,0,0.57391836,0.13991128,2.26212323,1.08737804,92.98561516,1.00037626,18.51118003,0.02280124,0,0,0.09900983,0.00729145,2.53612901,16.98102004,0,35.96817373,0.01075992,17.64112149,0,0.20775216,4.9294084,3.06927022,0.51312779,0.00165287,1.34535752,11.55783391,0.30158591,0,11.256248,185.70098112,0.79321349,12.9590094500001,4.74221536999999,3.53822548000002,7.67892420000004,1.97473152,31.6863195100001,217.38730063
2012-02-01,2012,"Q1","2011/12","Q3","February",49.58195637,0.10907929,2.16500379,0.11780983,1.62067684,1.05783521,1.65715431,8.92288274,0,1.97564189,1.59547817,0.001529,6.70419918,23.65466612,4.49623314,0,0.01642725,3.99192775,0.0025,0.48537814,5.14699719,3.3755237,0.10684596,0.00155,0.0006679,0,1.66240963,19.37180773,0.01754119,0.43177695,0.25290542,18.37795665,0.1463516,0.14527592,14.01917198,1.49593786,0.50584106,0.10936623,2.36745784,9e-04,4.38940339,0.03176602,0.006594,0,0.79354264,0.04756809,3.36011392,0.91068093,97.6196402400001,1.9950809,15.32393127,0,0,0.1657809,0.01778522,0,2.83111207,14.55607438,0,38.5131716500001,0.00101297,22.05838286,0,2.15730802,6.15224101,4.29428616,1.27022284,0.08859854,0.49913347,1.13395971999987,0.10896233,0,1.02499738999987,197.52200738,1.11142004,10.45532428,5.02924498000001,2.88090221999999,6.67650359000001,1.64278810000001,27.79618321,225.31819059
2012-03-01,2012,"Q1","2011/12","Q3","March",48.74054377,0.108,2.35599168,0.2649301,2.43226603,1.05238558,1.41390464,7.23695362,0.55800929,1.79381541,0.91724462,0.00539412,10.39698976,20.20465892,3.4142059,0,0.0329337,2.51286993,0.53442351,0.33397876,5.14119544,3.84332727,0.04606547,0.15516097,0,1e-04,1.09654173,25.37467002,0.01899052,1.20681945,0.12725531,23.65392229,0.21477409,0.15290836,17.53109767,0.51396823,0.28258481,1.51367858,4.37295585999999,0,7.02704836,0.02445792,6e-04,0,0.89022811,0.10375898,2.10237269,0.69944413,95.8214713499998,0.93140285,15.6266212699999,0.00811145,0.048701,0.049024,0.00864854,0,3.37248771,17.5450099300001,0,37.6846050599999,0.00373458,19.5909528799999,0,0.95217208,8.27006768,4.61206412,1.91895094,0.01123417,1.72781845,0.21827681,0.21827681,0,0,204.51152864,1.65452988,14.80730495,4.64858049,2.97019637000001,7.48782776000001,2.35400392999999,33.92244338,238.43397202
