date,var,value,source,provider,dataset,series
2022-03-01,private_sector_credit,19083651.2385273,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-04-01,private_sector_credit,19113886.8174181,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-05-01,private_sector_credit,19525753.5059467,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-06-01,private_sector_credit,19808713.3591588,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-07-01,private_sector_credit,20041216.1256606,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-08-01,private_sector_credit,20115914.5204316,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-09-01,private_sector_credit,19615036.6873096,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-10-01,private_sector_credit,19827361.7603426,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-11-01,private_sector_credit,19886361.7998627,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2022-12-01,private_sector_credit,20155565.9061799,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-01-01,private_sector_credit,20144113.7457914,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-02-01,private_sector_credit,20108541.4885156,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-03-01,private_sector_credit,20401590.9552312,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-04-01,private_sector_credit,20469720.950874,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-05-01,private_sector_credit,20530483.2425939,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-06-01,private_sector_credit,20407320.2695962,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-07-01,private_sector_credit,20535401.2786881,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-08-01,private_sector_credit,20841375.2225887,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-09-01,private_sector_credit,21167442.7800147,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-10-01,private_sector_credit,21091719.2010129,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-11-01,private_sector_credit,21426459.0817447,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2023-12-01,private_sector_credit,21703067.1020507,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-01-01,private_sector_credit,21542676.2248319,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-02-01,private_sector_credit,21741918.6326344,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-03-01,private_sector_credit,21735858.4318734,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-04-01,private_sector_credit,21537437.5449535,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-05-01,private_sector_credit,21634924.0068222,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-06-01,private_sector_credit,21905822.8385907,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-07-01,private_sector_credit,22243072.2591738,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-08-01,private_sector_credit,22284812.5730354,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-09-01,private_sector_credit,22209111.650809,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-10-01,private_sector_credit,22270867.1715564,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-11-01,private_sector_credit,22845100.0214255,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2024-12-01,private_sector_credit,22818964.5860496,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-01-01,private_sector_credit,22880452.8309946,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-02-01,private_sector_credit,23121377.1531718,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-03-01,private_sector_credit,23305185.7756329,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-04-01,private_sector_credit,23522040.9284511,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-05-01,private_sector_credit,23536102.2720848,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-06-01,private_sector_credit,23901935.152281,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-07-01,private_sector_credit,23785741.685077,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-08-01,private_sector_credit,24048232.9113105,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-09-01,private_sector_credit,24287415.2829261,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-10-01,private_sector_credit,24353162.917562,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-11-01,private_sector_credit,25025454.9110226,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2025-12-01,private_sector_credit,25346697.3665874,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2026-01-01,private_sector_credit,25427943.490152,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2026-02-01,private_sector_credit,25377039.8734541,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2026-03-01,private_sector_credit,25940328.0652109,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2026-04-01,private_sector_credit,26434337.1247288,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2026-05-01,private_sector_credit,26715882.2345481,MOFPED/BoU via ugatsdb,ugatsdb,BOU_PSC,PSC_TOTAL
2015-01-01,wb_household_consumption_growth_pct,11.6298340799361,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2016-01-01,wb_household_consumption_growth_pct,0.525310201687958,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2017-01-01,wb_household_consumption_growth_pct,1.13476039003449,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2018-01-01,wb_household_consumption_growth_pct,9.80345226884656,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2019-01-01,wb_household_consumption_growth_pct,6.992365560219,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2020-01-01,wb_household_consumption_growth_pct,3.23756174809667,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2021-01-01,wb_household_consumption_growth_pct,6.02840426412877,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2022-01-01,wb_household_consumption_growth_pct,4.34184961143322,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2023-01-01,wb_household_consumption_growth_pct,3.73131455205788,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2024-01-01,wb_household_consumption_growth_pct,2.49435889974063,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2025-01-01,wb_household_consumption_growth_pct,10.4753757087768,World Bank WDI,world_bank,WDI,NE.CON.TOTL.KD.ZG
2015-01-01,wb_inflation_cpi_pct,5.58968606251725,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2016-01-01,wb_inflation_cpi_pct,5.70637504616212,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2017-01-01,wb_inflation_cpi_pct,5.20971705914209,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2018-01-01,wb_inflation_cpi_pct,2.61601190952274,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2019-01-01,wb_inflation_cpi_pct,2.867588034469,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2020-01-01,wb_inflation_cpi_pct,3.31332289544502,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2021-01-01,wb_inflation_cpi_pct,2.20457204757414,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2022-01-01,wb_inflation_cpi_pct,7.1957888597581,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2023-01-01,wb_inflation_cpi_pct,5.35094804280395,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2024-01-01,wb_inflation_cpi_pct,3.32338033691819,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2025-01-01,wb_inflation_cpi_pct,3.58082784438067,World Bank WDI,world_bank,WDI,FP.CPI.TOTL.ZG
2015-01-01,wb_lending_interest_rate_pct,22.60135726942,World Bank WDI,world_bank,WDI,FR.INR.LEND
2016-01-01,wb_lending_interest_rate_pct,23.8861326246628,World Bank WDI,world_bank,WDI,FR.INR.LEND
2017-01-01,wb_lending_interest_rate_pct,21.2786714889596,World Bank WDI,world_bank,WDI,FR.INR.LEND
2018-01-01,wb_lending_interest_rate_pct,19.8465587059191,World Bank WDI,world_bank,WDI,FR.INR.LEND
2015-01-01,wb_official_exchange_rate_lcu_per_usd,3240.64542033826,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2016-01-01,wb_official_exchange_rate_lcu_per_usd,3420.09800724736,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2017-01-01,wb_official_exchange_rate_lcu_per_usd,3611.22445804461,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2018-01-01,wb_official_exchange_rate_lcu_per_usd,3727.06899484612,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2019-01-01,wb_official_exchange_rate_lcu_per_usd,3704.04907169681,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2020-01-01,wb_official_exchange_rate_lcu_per_usd,3718.24892270924,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2021-01-01,wb_official_exchange_rate_lcu_per_usd,3587.05170733909,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2022-01-01,wb_official_exchange_rate_lcu_per_usd,3689.81738566862,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2023-01-01,wb_official_exchange_rate_lcu_per_usd,3726.14045997085,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2024-01-01,wb_official_exchange_rate_lcu_per_usd,3757.2625354215,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
2025-01-01,wb_official_exchange_rate_lcu_per_usd,3602.98994206814,World Bank WDI,world_bank,WDI,PA.NUS.FCRF
