date,AGG,ALU,BRICK,CEM,CIPI_ALL,CIPI_BLDG,CIPI_CIVIL,CIPI_MAT,CLAY,DIESEL,IRON,IRONSTEEL,LABOUR,LIME,MURRAM,NAILS,PAINT,PIPES,SAND,STEEL,TILES,TIMBER,activity_indicator,central_bank_rate,cpi,exchange_rate,lending_rate,ppi_manufacturing,private_credit
2017-07-01,96.75513309771502,107.01249176098652,100.0,96.4830488796938,100.32914888286163,128.89570913933449,139.34502177082769,100.15365062248209,98.66669292974629,103.70486483003319,101.39554061138776,131.09261553237454,101.59066833608189,96.48463073049957,95.54716637167462,104.68941665803935,100.7455427254681,100.0,101.17615720885613,103.03856763144954,98.74963960653564,102.56968772377904,121.2823884,10.0,102.28391511657,3601.5305,20.88,102.4342470449186,12.1666643634193
2017-08-01,94.67316026873388,107.01588156738069,100.0,94.07929801573972,99.90279123823572,128.8666192395674,139.3403090221963,99.60732991354035,98.66669292974629,104.23101721569347,99.74575096983983,131.061880193145,101.59066833608189,94.08084045677057,95.02597323148338,104.63124190264847,100.51711302978629,100.0,98.28381219880026,103.37849892905562,98.74963960653564,102.56968772377904,121.9975471,10.0,102.542972218826,3606.03173913043,22.29,103.49581718778089,12.2243283045191
2017-09-01,94.67316026873388,107.00862789309896,99.66377002991659,94.2980749718043,99.93011666369948,128.8879420436235,139.33705706992282,99.64137511380444,98.66669292974629,104.61176481848777,101.39242924241444,131.10332654926788,101.59066833608189,94.2996209997088,95.05845255094475,104.6842222955708,99.98168430253956,100.0,98.28381219880026,102.8914111621789,98.74963960653564,102.56968772377904,122.4305726,10.0,103.212511477685,3599.866,20.89,103.75000551885088,12.3507297763164
2017-10-01,98.88289092899576,107.00886964814099,99.12845424320496,95.00106435426852,100.40567308958093,128.93073831871632,139.3435027303457,100.14845762055333,97.22433584480909,105.24098122848972,100.8412457327992,131.13611623116657,102.58249797709652,95.00262190776569,95.54221221757068,104.78022223550767,100.74945582740563,100.0,101.17615720885613,104.71455202550108,97.13253199458434,102.56968772377904,123.1145416,9.5,103.511455455022,3637.90952380952,18.97,103.99331491463492,12.5681923477558
2017-11-01,98.88289092899576,107.02382477708923,99.12845424320496,95.31319767793802,100.69209495924954,128.90674500026358,139.35318182070336,100.5053153728991,97.22433584480909,106.37871839127915,98.34740929358404,131.06745188114132,102.58249797709652,95.31476034889732,95.88265659301264,104.71948088486705,101.00598847463571,100.0,101.17615720885613,106.03741292612685,97.13253199458434,101.23610316089916,123.3921659,9.5,103.584782065811,3638.85080808081,21.42,103.5691120972497,12.5790076008021
2017-12-01,98.88289092899576,107.01938812517247,98.7756514457568,94.4981460893775,101.00377642794541,128.94576115738013,139.3581910540832,100.89784024028172,97.22433584480909,107.36788002348852,102.52941893127962,131.10965557907537,102.73025065147593,94.49969539747123,96.25712760406142,104.81460762392419,101.03471348453448,100.16975720692929,101.17615720885613,110.3276194076632,97.13253199458434,101.11838570015861,124.3700769,9.5,103.83570148135,3623.26157894737,20.276701023335,102.53313216825724,12.8251198868611
2018-01-01,98.88289092899576,107.0205381699208,98.43435956126704,94.80709066071756,101.19275673055147,128.96212524379197,139.36333940218236,101.26122264489356,97.22433584480909,109.74022525904485,103.51177352855352,131.11724609716802,102.65351590090103,94.80864503399346,96.60379653578973,104.85484747526274,100.59896835443057,100.16975720692929,101.17615720885613,110.91411544829468,97.13253199458434,101.11838570015861,124.5699812,9.5,103.687971408457,3640.05304232804,20.2573268024728,102.05296387592853,12.6547601712683
2018-02-01,98.88289092899576,107.04029280778012,98.43435956126704,98.00283490104648,102.23504920832706,128.9829218836336,139.37805141382117,102.50803304777759,97.22433584480909,114.79267682527484,104.72385477444661,131.07241017164463,103.25495783498978,98.00444166892082,97.79326092633241,104.9068375183101,101.31131226204285,100.16975720692929,101.17615720885613,113.40071298412967,97.13253199458434,99.25878218155471,126.0275877,9.0,104.030062456739,3637.56260233918,21.1035262097449,102.49659849393348,12.6357124327097
2018-03-01,98.88289092899576,107.04098980227802,98.43435956126704,102.18007968327885,103.1790971816042,129.03408116856522,139.38644800252584,103.69845297057593,97.22433584480909,118.33617203672169,106.80092512132093,131.11172903193247,103.08990764312429,102.18175493756713,98.92892847023955,105.02478014691738,100.95842252703905,100.16975720692929,101.17615720885613,114.5972523039171,97.13253199458434,99.25878218155471,126.1171243,9.0,104.32732287263,3660.11786111111,20.1018827701149,103.09334402405872,12.8279615873349
2018-04-01,98.88289092899576,107.06259687436588,99.48947599683386,119.72130027693106,106.35607392892466,129.111922377235,139.41073925174356,107.61087171345045,97.22433584480909,124.35036262653873,108.19387660196931,131.10666799741676,103.08990764312429,119.72326312157074,102.66139875182884,105.17399770628494,107.74042478915894,100.16975720692929,101.17615720885613,115.11533754618308,97.13253199458434,99.25878218155471,126.4573892,9.0,104.840046981494,3697.2425,20.034877234095,103.70469964465,12.9259833537793
