date,AGG,ALU,BRICK,CEM,CIPI_ALL,CIPI_BLDG,CIPI_CIVIL,CIPI_MAT,CLAY,DIESEL,IRON,IRONSTEEL,LABOUR,LIME,MURRAM,NAILS,PAINT,PIPES,SAND,STEEL,TILES,TIMBER,activity_indicator,central_bank_rate,cpi,exchange_rate,lending_rate,ppi_manufacturing,private_credit
2017-07-01,96.75513309771502,,100.0,96.4830488796938,100.32914888286163,,,100.15365062248209,98.66669292974629,103.70486483003319,101.39554061138776,,101.59066833608189,96.48463073049957,,,100.7455427254681,100.0,101.17615720885613,103.03856763144954,98.74963960653564,102.56968772377904,121.2823884,10.0,102.28391511657,3601.5305,20.88,102.4342470449186,12.1666643634193
2017-08-01,94.67316026873388,,100.0,94.07929801573972,99.90279123823572,,,99.60732991354035,98.66669292974629,104.23101721569347,99.74575096983983,,101.59066833608189,94.08084045677057,,,100.51711302978629,100.0,98.28381219880026,103.37849892905562,98.74963960653564,102.56968772377904,121.9975471,10.0,102.542972218826,3606.03173913043,22.29,103.49581718778089,12.2243283045191
2017-09-01,94.67316026873388,,99.66377002991659,94.2980749718043,99.93011666369948,,,99.64137511380444,98.66669292974629,104.61176481848777,101.39242924241444,,101.59066833608189,94.2996209997088,,,99.98168430253956,100.0,98.28381219880026,102.8914111621789,98.74963960653564,102.56968772377904,122.4305726,10.0,103.212511477685,3599.866,20.89,103.75000551885088,12.3507297763164
2017-10-01,98.88289092899576,,99.12845424320496,95.00106435426852,100.40567308958093,,,100.14845762055333,97.22433584480909,105.24098122848972,100.8412457327992,,102.58249797709652,95.00262190776569,,,100.74945582740563,100.0,101.17615720885613,104.71455202550108,97.13253199458434,102.56968772377904,123.1145416,9.5,103.511455455022,3637.90952380952,18.97,103.99331491463492,12.5681923477558
2017-11-01,98.88289092899576,,99.12845424320496,95.31319767793802,100.69209495924954,,,100.5053153728991,97.22433584480909,106.37871839127915,98.34740929358404,,102.58249797709652,95.31476034889732,,,101.00598847463571,100.0,101.17615720885613,106.03741292612685,97.13253199458434,101.23610316089916,123.3921659,9.5,103.584782065811,3638.85080808081,21.42,103.5691120972497,12.5790076008021
2017-12-01,98.88289092899576,,98.7756514457568,94.4981460893775,101.00377642794541,,,100.89784024028172,97.22433584480909,107.36788002348852,102.52941893127962,,102.73025065147593,94.49969539747123,,,101.03471348453448,100.16975720692929,101.17615720885613,110.3276194076632,97.13253199458434,101.11838570015861,124.3700769,9.5,103.83570148135,3623.26157894737,20.276701023335,102.53313216825724,12.8251198868611
2018-01-01,98.88289092899576,,98.43435956126704,94.80709066071756,101.19275673055147,,,101.26122264489356,97.22433584480909,109.74022525904485,103.51177352855352,,102.65351590090103,94.80864503399346,,,100.59896835443057,100.16975720692929,101.17615720885613,110.91411544829468,97.13253199458434,101.11838570015861,124.5699812,9.5,103.687971408457,3640.05304232804,20.2573268024728,102.05296387592853,12.6547601712683
2018-02-01,98.88289092899576,,98.43435956126704,98.00283490104648,102.23504920832706,,,102.50803304777759,97.22433584480909,114.79267682527484,104.72385477444661,,103.25495783498978,98.00444166892082,,,101.31131226204285,100.16975720692929,101.17615720885613,113.40071298412967,97.13253199458434,99.25878218155471,126.0275877,9.0,104.030062456739,3637.56260233918,21.1035262097449,102.49659849393348,12.6357124327097
2018-03-01,98.88289092899576,,98.43435956126704,102.18007968327885,103.1790971816042,,,103.69845297057593,97.22433584480909,118.33617203672169,106.80092512132093,,103.08990764312429,102.18175493756713,,,100.95842252703905,100.16975720692929,101.17615720885613,114.5972523039171,97.13253199458434,99.25878218155471,126.1171243,9.0,104.32732287263,3660.11786111111,20.1018827701149,103.09334402405872,12.8279615873349
2018-04-01,98.88289092899576,,99.48947599683386,119.72130027693106,106.35607392892466,,,107.61087171345045,97.22433584480909,124.35036262653873,108.19387660196931,,103.08990764312429,119.72326312157074,,,107.74042478915894,100.16975720692929,101.17615720885613,115.11533754618308,97.13253199458434,99.25878218155471,126.4573892,9.0,104.840046981494,3697.2425,20.034877234095,103.70469964465,12.9259833537793
2018-05-01,98.88289092899576,,98.43435956126704,105.52636544245108,105.44223319778814,,,106.4313626956562,98.55045239209008,126.8197740419107,109.77014920374846,,103.252398098489,105.5280955594835,,,107.55983602647194,100.16975720692929,101.17615720885613,119.95903972221122,98.61920905796921,99.25878218155471,127.0467736,9.0,105.499910091617,3726.84315656566,20.1999073716358,104.11363144943276,13.0323425963498
2018-06-01,98.88289092899576,,98.43435956126704,101.87728084549448,105.40414121205569,,,106.42141473049332,98.55045239209008,130.62812583001568,109.29040412998387,,102.139396997313,101.87895113536061,,,108.603573055133,100.16975720692929,101.17615720885613,120.16016218711746,98.61920905796921,100.81221267793792,127.8850482,9.0,105.062932236756,3840.47675,17.683715187874,104.72388025033882,13.4046252857106
2018-07-01,110.65814110874615,,98.43435956126704,101.55325404411228,106.44150782009477,,,107.68520175397416,98.55045239209008,134.60516856418712,107.63621341541558,,102.139396997313,101.55491902152133,,,108.42700417671949,100.68868483876427,114.45649234667593,119.88586490759889,98.61920905796921,100.81221267793792,125.7503938,9.0,105.418288880922,3760.44343915344,19.17,104.96432931678176,13.3790462036214
2018-08-01,110.65814110874615,,98.43435956126704,97.13296667701994,106.294243870418,,,107.50172885738641,98.55045239209008,134.6856500709428,108.05308242677863,,102.1393308384258,97.13455918330358,,,107.8804897278696,100.68868483876427,114.45649234667593,118.41857832765939,98.61920905796921,100.81221267793792,127.5742368,9.0,105.820321061926,3729.5325,19.03,105.61708933501428,13.5535294487902
2018-09-01,110.65814110874615,,98.43435956126704,95.54110404401371,105.89049205417794,,,106.99868778089441,98.55045239209008,135.78531020887425,107.56701502801297,,102.1393308384258,95.54267045152437,,,108.19452172560932,100.68868483876427,114.45649234667593,120.94939160772145,98.61920905796921,100.81221267793792,128.5385199,9.0,106.533823455265,3800.67941666667,19.56,105.93130894677978,13.8918008277995
